unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,due_date,vehicle_type
58944663,2023-09-27T14:19:39.000,2023-11-16T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,10305,461 CLIFTON AVENUE,CLIFTON AVENUE,,,,,ADDRESS,STATEN ISLAND,,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-11-16T00:00:00.000,01 STATEN ISLAND,5029910025,STATEN ISLAND,963166,161450,UNKNOWN,Unspecified,STATEN ISLAND,40.60979424340271,-74.07593569834941,"{'latitude': '40.60979424340271', 'longitude': '-74.07593569834941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58943618,2023-09-27T14:19:15.000,2023-09-27T15:02:53.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,41-28 ELBERTSON STREET,ELBERTSON STREET,ELMHURST AVENUE,WHITNEY AVENUE,ELMHURST AVENUE,WHITNEY AVENUE,ADDRESS,ELMHURST,ELBERTSON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T15:02:46.000,04 QUEENS,4015540021,QUEENS,1018461,211300,ONLINE,Unspecified,QUEENS,40.74658009267252,-73.8765333641683,"{'latitude': '40.74658009267252', 'longitude': '-73.8765333641683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940386,2023-09-27T14:18:56.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11203,511 EAST   40 STREET,EAST   40 STREET,CLARENDON ROAD,AVENUE D,CLARENDON ROAD,AVENUE D,ADDRESS,BROOKLYN,EAST   40 STREET,In Progress,,,17 BROOKLYN,,BROOKLYN,1001146,173514,PHONE,Unspecified,BROOKLYN,40.642916356711666,-73.93911751181743,"{'latitude': '40.642916356711666', 'longitude': '-73.93911751181743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58936232,2023-09-27T14:18:46.000,2023-09-28T16:54:10.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10469,2925 MORGAN AVENUE,MORGAN AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,11 BRONX,2045650044,BRONX,1027057,255622,PHONE,Unspecified,BRONX,40.86819409177825,-73.8452280539071,"{'latitude': '40.86819409177825', 'longitude': '-73.8452280539071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58945438,2023-09-27T14:18:30.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11228,968 78 STREET,78 STREET,7 AVENUE,10 AVENUE,7 AVENUE,10 AVENUE,ADDRESS,BROOKLYN,78 STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-12T09:18:12.000,10 BROOKLYN,3059730035,BROOKLYN,979562,166329,ONLINE,Unspecified,BROOKLYN,40.6232099307255,-74.01688759553687,"{'latitude': '40.6232099307255', 'longitude': '-74.01688759553687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939606,2023-09-27T14:18:29.000,2023-09-27T21:06:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,78-36 75 STREET,75 STREET,78 AVENUE,MYRTLE AVENUE,78 AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,75 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T21:06:23.000,05 QUEENS,,QUEENS,1019187,195672,MOBILE,Unspecified,QUEENS,40.7036822338463,-73.87399438299964,"{'latitude': '40.7036822338463', 'longitude': '-73.87399438299964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942377,2023-09-27T14:18:00.000,2023-09-27T18:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,,,,,,QUEENS PLAZA NORTH,28 ST,INTERSECTION,,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-27T18:00:00.000,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,N/A,,
58939876,2023-09-27T14:17:54.000,2023-09-27T14:39:51.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11209,8715 5 AVENUE,5 AVENUE,87 STREET,88 STREET,87 STREET,88 STREET,ADDRESS,BROOKLYN,5 AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-27T14:39:54.000,10 BROOKLYN,,BROOKLYN,976789,165420,ONLINE,Unspecified,BROOKLYN,40.62071301423867,-74.0268757760472,"{'latitude': '40.62071301423867', 'longitude': '-74.0268757760472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58937990,2023-09-27T14:17:47.000,2023-09-28T14:24:12.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10031,504 WEST  141 STREET,WEST  141 STREET,AMSTERDAM AVENUE,HAMILTON PLACE,AMSTERDAM AVENUE,HAMILTON PLACE,ADDRESS,NEW YORK,WEST  141 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T14:24:15.000,09 MANHATTAN,1020720038,MANHATTAN,998171,239042,MOBILE,Unspecified,MANHATTAN,40.82277968972336,-73.94970194575886,"{'latitude': '40.82277968972336', 'longitude': '-73.94970194575886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58944408,2023-09-27T14:17:47.000,2023-09-28T14:46:34.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11218,502 CORTELYOU ROAD,CORTELYOU ROAD,EAST    5 STREET,OCEAN PARKWAY,EAST    5 STREET,OCEAN PARKWAY,ADDRESS,BROOKLYN,CORTELYOU ROAD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T04:28:02.000,12 BROOKLYN,3053890001,BROOKLYN,991360,171858,PHONE,Unspecified,BROOKLYN,40.63838425407296,-73.97438180263556,"{'latitude': '40.63838425407296', 'longitude': '-73.97438180263556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939284,2023-09-27T14:17:27.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10019,19 WEST   52 STREET,WEST   52 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   52 STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-27T18:36:52.000,05 MANHATTAN,1012680023,MANHATTAN,990423,216311,MOBILE,Unspecified,MANHATTAN,40.76039803685675,-73.97771718415487,"{'latitude': '40.76039803685675', 'longitude': '-73.97771718415487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942287,2023-09-27T14:17:12.000,2023-09-27T14:31:11.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11232,HAMILTON AVENUE,HAMILTON AVENUE,16 STREET,3 AVENUE,16 STREET,3 AVENUE,BLOCKFACE,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T14:31:17.000,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,
58943796,2023-09-27T14:17:10.000,2023-09-27T17:17:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,245 HIMROD STREET,HIMROD STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,HIMROD STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T17:17:56.000,04 BROOKLYN,,BROOKLYN,1006573,194490,MOBILE,Unspecified,BROOKLYN,40.700478734798104,-73.91949258229835,"{'latitude': '40.700478734798104', 'longitude': '-73.91949258229835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58936539,2023-09-27T14:16:54.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11211,40 CATHERINE STREET,CATHERINE STREET,DEVOE STREET,METROPOLITAN AVENUE,DEVOE STREET,METROPOLITAN AVENUE,ADDRESS,BROOKLYN,CATHERINE STREET,In Progress,,,01 BROOKLYN,3029180050,BROOKLYN,1001630,199486,MOBILE,Unspecified,BROOKLYN,40.71420265953572,-73.93730650267244,"{'latitude': '40.71420265953572', 'longitude': '-73.93730650267244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58937048,2023-09-27T14:16:51.000,2023-09-27T15:06:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,547 62 STREET,62 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,62 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T15:06:18.000,07 BROOKLYN,3057920054,BROOKLYN,979729,171613,PHONE,Unspecified,BROOKLYN,40.637713481253456,-74.01628955064467,"{'latitude': '40.637713481253456', 'longitude': '-74.01628955064467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58941898,2023-09-27T14:16:46.000,2023-10-03T12:35:52.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11207,2863 ATLANTIC AVENUE,ATLANTIC AVENUE,BARBEY STREET,JEROME STREET,BARBEY STREET,JEROME STREET,ADDRESS,BROOKLYN,ATLANTIC AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-10-02T15:18:04.000,05 BROOKLYN,3039500047,BROOKLYN,1015187,185943,PHONE,Unspecified,BROOKLYN,40.676993280347965,-73.88846565390327,"{'latitude': '40.676993280347965', 'longitude': '-73.88846565390327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58941571,2023-09-27T14:16:35.000,2023-09-27T14:53:56.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11433,171-12 108 AVENUE,108 AVENUE,171 STREET,171 PLACE,171 STREET,171 PLACE,ADDRESS,JAMAICA,108 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T14:54:00.000,12 QUEENS,4102540004,QUEENS,1043867,194023,PHONE,Unspecified,QUEENS,40.69902426839958,-73.78499708128341,"{'latitude': '40.69902426839958', 'longitude': '-73.78499708128341', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58944444,2023-09-27T14:16:29.000,2023-09-27T14:59:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10031,109 HAMILTON PLACE,HAMILTON PLACE,WEST  141 STREET,WEST  142 STREET,WEST  141 STREET,WEST  142 STREET,ADDRESS,NEW YORK,HAMILTON PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T14:59:14.000,09 MANHATTAN,,MANHATTAN,998142,239314,MOBILE,Unspecified,MANHATTAN,40.82352629818298,-73.94980616269034,"{'latitude': '40.82352629818298', 'longitude': '-73.94980616269034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939393,2023-09-27T14:16:23.000,2023-10-02T15:50:55.000,DSNY,Department of Sanitation,Litter Basket Request,Replacement Basket,Street,11209,9223 3 AVENUE,3 AVENUE,92 STREET,93 STREET,92 STREET,93 STREET,ADDRESS,BROOKLYN,3 AVENUE,Closed,A Litter Basket was placed at the location.,2023-09-28T08:58:49.000,10 BROOKLYN,,BROOKLYN,975147,164870,PHONE,Unspecified,BROOKLYN,40.6192018438899,-74.03278979392346,"{'latitude': '40.6192018438899', 'longitude': '-74.03278979392346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938965,2023-09-27T14:16:18.000,2023-09-27T15:01:23.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,150-75 GOETHALS AVENUE,GOETHALS AVENUE,150 STREET,PARSONS BOULEVARD,150 STREET,PARSONS BOULEVARD,ADDRESS,JAMAICA,GOETHALS AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T15:01:28.000,08 QUEENS,,QUEENS,1037008,200960,ONLINE,Unspecified,QUEENS,40.71810819634929,-73.80967896027751,"{'latitude': '40.71810819634929', 'longitude': '-73.80967896027751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940248,2023-09-27T14:16:09.000,2023-09-27T15:00:45.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T15:00:49.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58943881,2023-09-27T14:16:08.000,2023-10-01T14:21:41.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,STAIRS,RESIDENTIAL BUILDING,10033,200 AUDUBON AVENUE,AUDUBON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,12 MANHATTAN,1021330022,MANHATTAN,1002202,247122,PHONE,Unspecified,MANHATTAN,40.84494968153045,-73.93511589437782,"{'latitude': '40.84494968153045', 'longitude': '-73.93511589437782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942376,2023-09-27T14:16:00.000,2023-09-28T09:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,,11221,,,,,EVERGREEN AVENUE,GROVE STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-28T09:00:00.000,04 BROOKLYN,,BROOKLYN,1006115,191691,UNKNOWN,Unspecified,BROOKLYN,40.692797277168104,-73.92115343463287,"{'latitude': '40.692797277168104', 'longitude': '-73.92115343463287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,
58937599,2023-09-27T14:15:47.000,2023-10-17T15:24:13.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11207,2150 LINDEN BOULEVARD,LINDEN BOULEVARD,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-17T00:00:00.000,05 BROOKLYN,3043550001,BROOKLYN,1016545,180334,PHONE,Unspecified,BROOKLYN,40.66159299107546,-73.88359665735734,"{'latitude': '40.66159299107546', 'longitude': '-73.88359665735734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58936597,2023-09-27T14:15:46.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Car Service Company Complaint,Street,11225,209 EMPIRE BOULEVARD,EMPIRE BOULEVARD,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,EMPIRE BOULEVARD,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-12T11:15:08.000,09 BROOKLYN,3013070061,BROOKLYN,996646,181063,PHONE,Unspecified,BROOKLYN,40.66364415369326,-73.95531878483874,"{'latitude': '40.66364415369326', 'longitude': '-73.95531878483874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","209 EMPIRE BOULEVARD, BROOKLYN, NY, 11225",,,,,,,Car Service
58937645,2023-09-27T14:15:46.000,2023-09-27T15:01:56.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T15:01:59.000,08 QUEENS,,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58936447,2023-09-27T14:15:37.000,2023-09-27T17:20:34.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11415,118-18 UNION TURNPIKE,UNION TURNPIKE,GRENFELL STREET,LIRR MAIN LINE,GRENFELL STREET,LIRR MAIN LINE,ADDRESS,KEW GARDENS,UNION TURNPIKE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T17:20:37.000,09 QUEENS,,QUEENS,1030195,198911,MOBILE,Unspecified,QUEENS,40.712522197371726,-73.83427033445392,"{'latitude': '40.712522197371726', 'longitude': '-73.83427033445392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58944138,2023-09-27T14:15:29.000,2023-09-27T14:43:50.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,10452,1365 CROMWELL AVENUE,CROMWELL AVENUE,WEST  169 STREET,WEST  170 STREET,WEST  169 STREET,WEST  170 STREET,ADDRESS,BRONX,CROMWELL AVENUE,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-27T14:43:55.000,04 BRONX,,BRONX,1006298,245275,MOBILE,Unspecified,BRONX,40.83987093117507,-73.92031775761657,"{'latitude': '40.83987093117507', 'longitude': '-73.92031775761657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58943630,2023-09-27T14:15:22.000,2023-09-27T15:09:40.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11372,37-27 88 STREET,88 STREET,37 AVENUE,ROOSEVELT AVENUE,37 AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,88 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T15:09:45.000,03 QUEENS,,QUEENS,1017890,212409,MOBILE,Unspecified,QUEENS,40.74962620632782,-73.87858853876469,"{'latitude': '40.74962620632782', 'longitude': '-73.87858853876469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59006625,2023-09-27T14:15:14.000,2023-11-09T11:40:20.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11218,569 EAST    5 STREET,EAST    5 STREET,CORTELYOU ROAD,DITMAS AVENUE,CORTELYOU ROAD,DITMAS AVENUE,ADDRESS,BROOKLYN,EAST    5 STREET,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-11-09T11:40:26.000,12 BROOKLYN,,BROOKLYN,991332,171724,PHONE,Unspecified,BROOKLYN,40.63801647512978,-73.97448283069113,"{'latitude': '40.63801647512978', 'longitude': '-73.97448283069113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58936719,2023-09-27T14:15:12.000,2023-09-27T15:39:33.000,DHS,Department of Homeless Services,Encampment,N/A,Store/Commercial,11217,298 SCHERMERHORN STREET,SCHERMERHORN STREET,BOND STREET,NEVINS STREET,BOND STREET,NEVINS STREET,ADDRESS,BROOKLYN,SCHERMERHORN STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-27T15:39:37.000,02 BROOKLYN,,BROOKLYN,989093,189789,MOBILE,Unspecified,BROOKLYN,40.68760240971202,-73.98253720018864,"{'latitude': '40.68760240971202', 'longitude': '-73.98253720018864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58945660,2023-09-27T14:15:12.000,2023-09-27T15:10:24.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,11217,298 SCHERMERHORN STREET,SCHERMERHORN STREET,BOND STREET,NEVINS STREET,BOND STREET,NEVINS STREET,ADDRESS,BROOKLYN,SCHERMERHORN STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-27T15:10:28.000,02 BROOKLYN,,BROOKLYN,989093,189789,MOBILE,Unspecified,BROOKLYN,40.68760240971202,-73.98253720018864,"{'latitude': '40.68760240971202', 'longitude': '-73.98253720018864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58943075,2023-09-27T14:15:05.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10022,715 FIFTH AVENUE,FIFTH AVENUE,EAST 55 STREET,EAST 56 STREET,EAST   55 STREET,EAST   56 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-27T16:18:05.000,05 MANHATTAN,1012917501,MANHATTAN,991284,216921,MOBILE,Unspecified,MANHATTAN,40.76207168706373,-73.97460857514187,"{'latitude': '40.76207168706373', 'longitude': '-73.97460857514187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58945797,2023-09-27T14:15:04.000,2023-11-22T15:23:56.000,DOT,Department of Transportation,E-Scooter,Improperly Parked or Abandoned,Private Property,10466,4417 WILDER AVENUE,WILDER AVENUE,NEREID AVENUE,CAMP STREET,NEREID AVENUE,CAMP STREET,ADDRESS,BRONX,WILDER AVENUE,Closed,The Department of Transportation (DOT) did not find the reported condition.,2023-11-22T15:24:00.000,12 BRONX,,BRONX,1027201,267272,PHONE,Unspecified,BRONX,40.900168948902696,-73.84463270323755,"{'latitude': '40.900168948902696', 'longitude': '-73.84463270323755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58936624,2023-09-27T14:14:53.000,2023-09-27T14:57:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T14:57:35.000,04 BRONX,,BRONX,1003936,242233,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938482,2023-09-27T14:14:52.000,2023-09-27T17:05:23.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11208,930 BELMONT AVENUE,BELMONT AVENUE,FOUNTAIN AVENUE,CRYSTAL STREET,FOUNTAIN AVENUE,CRYSTAL STREET,ADDRESS,BROOKLYN,BELMONT AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-27T17:05:29.000,05 BROOKLYN,,BROOKLYN,1019089,184756,PHONE,Unspecified,BROOKLYN,40.67372073929297,-73.87440428290014,"{'latitude': '40.67372073929297', 'longitude': '-73.87440428290014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58936093,2023-09-27T14:14:26.000,2023-09-27T14:49:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11238,365 LINCOLN PLACE,LINCOLN PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,LINCOLN PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T14:49:30.000,08 BROOKLYN,,BROOKLYN,994226,184487,ONLINE,Unspecified,BROOKLYN,40.67304532692255,-73.96403657420483,"{'latitude': '40.67304532692255', 'longitude': '-73.96403657420483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58945546,2023-09-27T14:13:54.000,2023-09-28T02:45:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10473,351 BEACH AVENUE,BEACH AVENUE,O'BRIEN AVENUE,PATTERSON AVENUE,O'BRIEN AVENUE,PATTERSON AVENUE,ADDRESS,BRONX,BEACH AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T02:45:48.000,09 BRONX,2034680007,BRONX,1022504,235239,MOBILE,Unspecified,BRONX,40.81226967088018,-73.8618060044585,"{'latitude': '40.81226967088018', 'longitude': '-73.8618060044585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58944173,2023-09-27T14:13:15.000,2023-09-28T08:56:25.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),11238,462 CLASSON AVENUE,CLASSON AVENUE,MONROE STREET,MADISON STREET,MONROE STREET,MADISON STREET,ADDRESS,BROOKLYN,CLASSON AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-27T14:13:15.000,02 BROOKLYN,3019840057,BROOKLYN,995598,188552,PHONE,Unspecified,BROOKLYN,40.68420117824442,-73.95908367736853,"{'latitude': '40.68420117824442', 'longitude': '-73.95908367736853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
