unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58894963,2023-09-22T22:20:32.000,2023-09-22T22:44:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,1258 LORING AVENUE,LORING AVENUE,AUTUMN AVENUE,ELDERT LANE,AUTUMN AVENUE,ELDERT LANE,ADDRESS,BROOKLYN,LORING AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:44:13.000,05 BROOKLYN,3045100001,BROOKLYN,1021549,182431,MOBILE,Unspecified,BROOKLYN,40.6673291188791,-73.86554878203009,"{'latitude': '40.6673291188791', 'longitude': '-73.86554878203009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897639,2023-09-22T22:20:17.000,2023-09-22T22:50:24.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10474,519 BRYANT AVENUE,BRYANT AVENUE,OAK POINT AVENUE,RANDALL AVENUE,OAK POINT AVENUE,RANDALL AVENUE,ADDRESS,BRONX,BRYANT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T22:50:27.000,02 BRONX,,BRONX,1016193,234765,PHONE,Unspecified,BRONX,40.810993746900536,-73.88460695302405,"{'latitude': '40.810993746900536', 'longitude': '-73.88460695302405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897616,2023-09-22T22:20:12.000,2023-09-22T23:16:28.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10454,900 EAST  132 STREET,EAST  132 STREET,WALNUT AVENUE,LOCUST AVENUE,WALNUT AVENUE,LOCUST AVENUE,ADDRESS,BRONX,EAST  132 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:16:33.000,01 BRONX,2025830030,BRONX,1008857,230280,MOBILE,Unspecified,BRONX,40.798707141139616,-73.91112443150786,"{'latitude': '40.798707141139616', 'longitude': '-73.91112443150786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900472,2023-09-22T22:20:11.000,2023-09-22T22:58:48.000,NYPD,New York City Police Department,Noise - House of Worship,Loud Music/Party,House of Worship,11436,142-82 ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,142 PLACE,143 STREET,142 PLACE,143 STREET,ADDRESS,JAMAICA,ROCKAWAY BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:58:53.000,12 QUEENS,4120590034,QUEENS,1040738,184862,ONLINE,Unspecified,QUEENS,40.67390001582279,-73.79635827957301,"{'latitude': '40.67390001582279', 'longitude': '-73.79635827957301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901926,2023-09-22T22:20:01.000,2023-09-22T22:36:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10035,40 PALADINO AVENUE,PALADINO AVENUE,1 AVENUE,EAST  120 STREET,1 AVENUE,EAST  120 STREET,ADDRESS,NEW YORK,PALADINO AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:36:12.000,11 MANHATTAN,1018080001,MANHATTAN,1003571,230642,PHONE,Unspecified,MANHATTAN,40.79971387136929,-73.93021535678909,"{'latitude': '40.79971387136929', 'longitude': '-73.93021535678909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58898709,2023-09-22T22:20:00.000,2023-09-22T22:29:30.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11238,BERGEN STREET,BERGEN STREET,BERGEN STREET,CARLTON AVENUE,BERGEN STREET,CARLTON AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:29:34.000,08 BROOKLYN,,BROOKLYN,992184,187050,PHONE,Unspecified,BROOKLYN,40.68008224878873,-73.9713949553095,"{'latitude': '40.68008224878873', 'longitude': '-73.9713949553095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900509,2023-09-22T22:20:00.000,2023-09-22T23:00:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,133-38 129 STREET,129 STREET,133 AVENUE,135 AVENUE,133 AVENUE,135 AVENUE,ADDRESS,SOUTH OZONE PARK,129 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:00:43.000,10 QUEENS,4117870056,QUEENS,1036858,183509,MOBILE,Unspecified,QUEENS,40.67021025048415,-73.81035636442284,"{'latitude': '40.67021025048415', 'longitude': '-73.81035636442284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900967,2023-09-22T22:19:55.000,2023-09-23T02:49:44.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11427,89-76 213 STREET,213 STREET,89 AVENUE,90 AVENUE,89 AVENUE,90 AVENUE,ADDRESS,QUEENS VILLAGE,213 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T02:49:49.000,13 QUEENS,4106540084,QUEENS,1053655,202794,PHONE,Unspecified,QUEENS,40.723027127310516,-73.74960737117104,"{'latitude': '40.723027127310516', 'longitude': '-73.74960737117104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894902,2023-09-22T22:19:50.000,2023-09-22T22:52:28.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10462,2155 GLEASON AVENUE,GLEASON AVENUE,EAST  177 STREET,CASTLE HILL AVENUE,EAST  177 STREET,CASTLE HILL AVENUE,ADDRESS,BRONX,GLEASON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T22:52:32.000,09 BRONX,2038120055,BRONX,1025102,242341,ONLINE,Unspecified,BRONX,40.83175099280666,-73.85237741323664,"{'latitude': '40.83175099280666', 'longitude': '-73.85237741323664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901902,2023-09-22T22:19:47.000,2023-09-22T22:46:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11201,53 BRIDGE STREET,BRIDGE STREET,WATER STREET,FRONT STREET,WATER STREET,FRONT STREET,ADDRESS,BROOKLYN,BRIDGE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:46:07.000,02 BROOKLYN,3000420001,BROOKLYN,988503,195373,ONLINE,Unspecified,BROOKLYN,40.70292949703686,-73.98466108549788,"{'latitude': '40.70292949703686', 'longitude': '-73.98466108549788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899045,2023-09-22T22:19:42.000,2023-09-22T22:40:03.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10014,325 WEST   11 STREET,WEST   11 STREET,GREENWICH STREET,WASHINGTON STREET,GREENWICH STREET,WASHINGTON STREET,ADDRESS,NEW YORK,WEST   11 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T22:40:07.000,02 MANHATTAN,1006340036,MANHATTAN,982198,207293,MOBILE,Unspecified,MANHATTAN,40.735647812432,-74.00740439874241,"{'latitude': '40.735647812432', 'longitude': '-74.00740439874241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896309,2023-09-22T22:19:41.000,2023-09-23T00:41:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10301,21 LAKEWOOD ROAD,LAKEWOOD ROAD,REVERE STREET,PARK COURT,REVERE STREET,PARK COURT,ADDRESS,STATEN ISLAND,LAKEWOOD ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T00:41:59.000,01 STATEN ISLAND,,STATEN ISLAND,956269,168198,ONLINE,Unspecified,STATEN ISLAND,40.62829699343505,-74.10080373921816,"{'latitude': '40.62829699343505', 'longitude': '-74.10080373921816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896295,2023-09-22T22:19:40.000,2023-09-22T22:32:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11238,487 CARLTON AVENUE,CARLTON AVENUE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,CARLTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T22:32:47.000,02 BROOKLYN,3020070001,BROOKLYN,992341,188129,ONLINE,Unspecified,BROOKLYN,40.68304371623181,-73.9708276159393,"{'latitude': '40.68304371623181', 'longitude': '-73.9708276159393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892776,2023-09-22T22:19:32.000,2023-09-23T09:23:38.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11379,61-07 69 PLACE,69 PLACE,ELIOT AVENUE,61 ROAD,ELIOT AVENUE,61 ROAD,ADDRESS,MIDDLE VILLAGE,69 PLACE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-23T09:23:42.000,05 QUEENS,4029250080,QUEENS,1014883,201592,PHONE,Unspecified,QUEENS,40.71994715907793,-73.88949046143725,"{'latitude': '40.71994715907793', 'longitude': '-73.88949046143725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58902010,2023-09-22T22:19:28.000,2023-09-22T22:45:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,124 SHERMAN AVENUE,SHERMAN AVENUE,DYCKMAN STREET,ACADEMY STREET,DYCKMAN STREET,ACADEMY STREET,ADDRESS,NEW YORK,SHERMAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:45:42.000,12 MANHATTAN,1022240035,MANHATTAN,1005107,254104,ONLINE,Unspecified,MANHATTAN,40.864106799601885,-73.9245946037555,"{'latitude': '40.864106799601885', 'longitude': '-73.9245946037555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896407,2023-09-22T22:19:27.000,2023-09-22T22:30:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11385,2112 GREENE AVENUE,GREENE AVENUE,GRANDVIEW AVENUE,RICARD STREET,GRANDVIEW AVENUE,RICARD STREET,ADDRESS,RIDGEWOOD,GREENE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:30:52.000,05 QUEENS,4033710017,QUEENS,1009891,197947,ONLINE,Unspecified,QUEENS,40.70995838823379,-73.90751313170067,"{'latitude': '40.70995838823379', 'longitude': '-73.90751313170067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893674,2023-09-22T22:19:20.000,2023-09-22T22:27:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10467,2220 HOLLAND AVENUE,HOLLAND AVENUE,PELHAM PARKWAY NORTH,ASTOR AVENUE,PELHAM PARKWAY NORTH,ASTOR AVENUE,ADDRESS,BRONX,HOLLAND AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:27:34.000,11 BRONX,2043450019,BRONX,1021424,252038,MOBILE,Unspecified,BRONX,40.85838262662407,-73.86561443664871,"{'latitude': '40.85838262662407', 'longitude': '-73.86561443664871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896005,2023-09-22T22:19:19.000,2023-09-23T02:04:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11103,31-81 42 STREET,42 STREET,31 AVENUE,BROADWAY,31 AVENUE,BROADWAY,ADDRESS,ASTORIA,42 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T02:04:33.000,01 QUEENS,4006920009,QUEENS,1007282,215765,ONLINE,Unspecified,QUEENS,40.75887156258716,-73.91686276939042,"{'latitude': '40.75887156258716', 'longitude': '-73.91686276939042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892322,2023-09-22T22:19:13.000,2023-09-22T23:38:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11691,229 BEACH   20 STREET,BEACH   20 STREET,SEAGIRT BOULEVARD,PLAINVIEW AVENUE,SEAGIRT BOULEVARD,PLAINVIEW AVENUE,ADDRESS,FAR ROCKAWAY,BEACH   20 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:38:45.000,14 QUEENS,4157800075,QUEENS,1052539,156493,ONLINE,Unspecified,QUEENS,40.595950285864376,-73.75410245027925,"{'latitude': '40.595950285864376', 'longitude': '-73.75410245027925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901915,2023-09-22T22:19:05.000,2023-09-22T22:49:48.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003,37 ST MARKS PLACE,ST MARKS PLACE,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,ST MARKS PLACE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T22:49:53.000,03 MANHATTAN,1004647503,MANHATTAN,987575,204779,ONLINE,Unspecified,MANHATTAN,40.728747112582255,-73.98800337407098,"{'latitude': '40.728747112582255', 'longitude': '-73.98800337407098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899140,2023-09-22T22:18:51.000,2023-09-22T22:39:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,315 EAST   10 STREET,EAST   10 STREET,AVENUE A,AVENUE B,AVENUE A,AVENUE B,ADDRESS,NEW YORK,EAST   10 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T22:39:32.000,03 MANHATTAN,1004040048,MANHATTAN,989465,204294,ONLINE,Unspecified,MANHATTAN,40.727414993529834,-73.98118461536916,"{'latitude': '40.727414993529834', 'longitude': '-73.98118461536916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58902013,2023-09-22T22:18:34.000,2023-09-22T22:54:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11216,34 HERKIMER PLACE,HERKIMER PLACE,PERRY PLACE,NOSTRAND AVENUE,PERRY PLACE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,HERKIMER PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:54:58.000,03 BROOKLYN,3018660013,BROOKLYN,997860,186664,ONLINE,Unspecified,BROOKLYN,40.6790158591885,-73.9509316301569,"{'latitude': '40.6790158591885', 'longitude': '-73.9509316301569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897641,2023-09-22T22:18:30.000,2023-09-22T22:27:24.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10455,576 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,EAST  149 STREET,AVENUE ST JOHN,EAST  149 STREET,AVENUE ST JOHN,ADDRESS,BRONX,SOUTHERN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:27:29.000,02 BRONX,2026030017,BRONX,1011126,235299,ONLINE,Unspecified,BRONX,40.81247629491569,-73.90290917094163,"{'latitude': '40.81247629491569', 'longitude': '-73.90290917094163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58902161,2023-09-22T22:18:08.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11211,979 METROPOLITAN AVENUE,METROPOLITAN AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-22T00:00:00.000,01 BROOKLYN,3029130053,BROOKLYN,1001835,199600,PHONE,Unspecified,BROOKLYN,40.714515157145684,-73.93656672488154,"{'latitude': '40.714515157145684', 'longitude': '-73.93656672488154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893587,2023-09-22T22:17:47.000,2023-09-22T23:17:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10455,455 EAST  148 STREET,EAST  148 STREET,BERGEN AVENUE,BROOK AVENUE,BERGEN AVENUE,BROOK AVENUE,ADDRESS,BRONX,EAST  148 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:17:18.000,01 BRONX,2022930058,BRONX,1007353,236096,ONLINE,Unspecified,BRONX,40.814674509013855,-73.91653656075259,"{'latitude': '40.814674509013855', 'longitude': '-73.91653656075259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892235,2023-09-22T22:17:45.000,2023-09-22T22:51:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11216,486 GATES AVENUE,GATES AVENUE,MARCY AVENUE,TOMPKINS AVENUE,MARCY AVENUE,TOMPKINS AVENUE,ADDRESS,BROOKLYN,GATES AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T22:51:59.000,03 BROOKLYN,3018140010,BROOKLYN,999051,189451,ONLINE,Unspecified,BROOKLYN,40.68666362672478,-73.94663157641712,"{'latitude': '40.68666362672478', 'longitude': '-73.94663157641712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892283,2023-09-22T22:17:41.000,2023-09-22T22:25:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,17 LENOX AVENUE,LENOX AVENUE,WEST  111 STREET,WEST  112 STREET,WEST  111 STREET,WEST  112 STREET,ADDRESS,NEW YORK,LENOX AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:25:56.000,10 MANHATTAN,,MANHATTAN,997553,230353,ONLINE,Unspecified,MANHATTAN,40.7989317549172,-73.9519520651255,"{'latitude': '40.7989317549172', 'longitude': '-73.9519520651255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58895968,2023-09-22T22:17:35.000,2023-09-22T22:50:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10024,59 WEST   91 STREET,WEST   91 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   91 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T22:50:07.000,07 MANHATTAN,1012050006,MANHATTAN,992859,226837,PHONE,Unspecified,MANHATTAN,40.78928710671135,-73.96891041589816,"{'latitude': '40.78928710671135', 'longitude': '-73.96891041589816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901967,2023-09-22T22:17:25.000,2023-09-22T22:37:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10036,321 WEST   42 STREET,WEST   42 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   42 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:37:42.000,04 MANHATTAN,1010330021,MANHATTAN,986849,215287,ONLINE,Unspecified,MANHATTAN,40.75758919190935,-73.9906187274023,"{'latitude': '40.75758919190935', 'longitude': '-73.9906187274023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897632,2023-09-22T22:17:12.000,2023-09-22T23:07:42.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11362,253-24 NORTHERN BOULEVARD,NORTHERN BOULEVARD,LITTLE NECK PARKWAY,WESTMORELAND STREET,LITTLE NECK PARKWAY,WESTMORELAND STREET,ADDRESS,LITTLE NECK,NORTHERN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:07:48.000,11 QUEENS,4082600009,QUEENS,1057571,220248,ONLINE,Unspecified,QUEENS,40.77090216352115,-73.73528940439274,"{'latitude': '40.77090216352115', 'longitude': '-73.73528940439274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901718,2023-09-22T22:17:02.000,2023-09-22T23:01:41.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10307,566 MAIN STREET,MAIN STREET,CLERMONT AVENUE,BILLOP AVENUE,CLERMONT AVENUE,BILLOP AVENUE,ADDRESS,STATEN ISLAND,MAIN STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T23:01:44.000,03 STATEN ISLAND,5079060023,STATEN ISLAND,916378,121803,PHONE,Unspecified,STATEN ISLAND,40.50073640581691,-74.24404799872633,"{'latitude': '40.50073640581691', 'longitude': '-74.24404799872633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893554,2023-09-22T22:17:01.000,2023-09-22T23:23:13.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10462,1610 ZEREGA AVENUE,ZEREGA AVENUE,ST RAYMOND AVENUE,DORSEY STREET,ST RAYMOND AVENUE,DORSEY STREET,ADDRESS,BRONX,ZEREGA AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T23:23:18.000,10 BRONX,2039920006,BRONX,1025716,245047,ONLINE,Unspecified,BRONX,40.83917530843225,-73.85014194166179,"{'latitude': '40.83917530843225', 'longitude': '-73.85014194166179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900121,2023-09-22T22:17:00.000,2023-10-12T10:51:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11206,721 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,MARCUS GARVEY BLVD,LEWIS AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-10-12T10:51:00.000,03 BROOKLYN,3015880001,BROOKLYN,1000950,192476,MOBILE,Unspecified,BROOKLYN,40.69496317326789,-73.93977679659866,"{'latitude': '40.69496317326789', 'longitude': '-73.93977679659866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901819,2023-09-22T22:16:56.000,2023-09-22T22:29:37.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10005,95 WALL STREET,WALL STREET,GOUVERNEUR LANE,WALL STREET,GOUVERNEUR LANE,WALL STREET,ADDRESS,NEW YORK,WALL STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T22:29:42.000,01 MANHATTAN,1000330011,MANHATTAN,982174,196102,ONLINE,Unspecified,MANHATTAN,40.704931209203224,-74.00748754821632,"{'latitude': '40.704931209203224', 'longitude': '-74.00748754821632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896369,2023-09-22T22:16:44.000,2023-09-22T22:55:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11379,65-27 77 PLACE,77 PLACE,FURMANVILLE AVENUE,JUNIPER VALLEY ROAD,FURMANVILLE AVENUE,JUNIPER VALLEY ROAD,ADDRESS,MIDDLE VILLAGE,77 PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T22:55:33.000,05 QUEENS,4030390047,QUEENS,1018552,200444,ONLINE,Unspecified,QUEENS,40.716782712621125,-73.8762602920995,"{'latitude': '40.716782712621125', 'longitude': '-73.8762602920995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893622,2023-09-22T22:16:41.000,2023-09-22T22:38:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,961 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  158 STREET,WEST  159 STREET,WEST  158 STREET,WEST  159 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:38:49.000,12 MANHATTAN,1021080083,MANHATTAN,1000682,242842,ONLINE,Unspecified,MANHATTAN,40.833205287880034,-73.94062013107309,"{'latitude': '40.833205287880034', 'longitude': '-73.94062013107309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897409,2023-09-22T22:16:35.000,2023-09-22T22:41:31.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11411,118-16 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,118 AVENUE,NASHVILLE BOULEVARD,118 AVENUE,NASHVILLE BOULEVARD,ADDRESS,CAMBRIA HEIGHTS,FRANCIS LEWIS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T22:41:34.000,12 QUEENS,4126400061,QUEENS,1054806,192473,MOBILE,Unspecified,QUEENS,40.6946894410487,-73.74556308178546,"{'latitude': '40.6946894410487', 'longitude': '-73.74556308178546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892133,2023-09-22T22:16:34.000,2023-09-22T23:18:30.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10455,439 EAST  153 STREET,EAST  153 STREET,MELROSE AVENUE,ELTON AVENUE,MELROSE AVENUE,ELTON AVENUE,ADDRESS,BRONX,EAST  153 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:18:33.000,01 BRONX,2023750026,BRONX,1007583,237556,ONLINE,Unspecified,BRONX,40.81868119323518,-73.91570057199606,"{'latitude': '40.81868119323518', 'longitude': '-73.91570057199606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892127,2023-09-22T22:16:23.000,2023-09-22T22:47:36.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10009,505 EAST   12 STREET,EAST   12 STREET,AVENUE A,AVENUE B,AVENUE A,AVENUE B,ADDRESS,NEW YORK,EAST   12 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T22:47:39.000,03 MANHATTAN,1004060062,MANHATTAN,989543,204842,MOBILE,Unspecified,MANHATTAN,40.72891907349611,-73.98090276535221,"{'latitude': '40.72891907349611', 'longitude': '-73.98090276535221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
