unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,taxi_pick_up_location,due_date,taxi_company_borough,bridge_highway_name,bridge_highway_segment
58817112,2023-09-14T09:54:03.000,2023-09-15T03:42:15.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10002,155 CHRYSTIE STREET,CHRYSTIE STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T03:42:23.000,03 MANHATTAN,1004250037,MANHATTAN,986285,201757,PHONE,Unspecified,MANHATTAN,40.72045284655987,-73.99265861789823,"{'latitude': '40.72045284655987', 'longitude': '-73.99265861789823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,CHRYSTIE STREET,,,,,,
58811835,2023-09-14T09:54:00.000,2023-09-14T16:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Street Light Feed,,10475,,,INTERSECTION,BRONX,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-14T16:00:00.000,10 BRONX,,BRONX,1032324,256108,UNKNOWN,Unspecified,BRONX,40.86950089730765,-73.82618137756373,"{'latitude': '40.86950089730765', 'longitude': '-73.82618137756373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,BARTOW AVENUE,CO OP CITY BOULEVARD,,N/A,,,,,
58814130,2023-09-14T09:54:00.000,2023-09-19T10:43:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11423,90-37 185 STREET,185 STREET,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T10:43:00.000,12 QUEENS,4099070066,QUEENS,1046898,197910,UNKNOWN,Unspecified,QUEENS,40.709672195078895,-73.77402995990269,"{'latitude': '40.709672195078895', 'longitude': '-73.77402995990269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",90 AVE,JAMAICA AVE,185 STREET,JAMAICA AVENUE,,,,,,,
58815359,2023-09-14T09:53:58.000,2023-09-14T12:19:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1302 FINDLAY AVENUE,FINDLAY AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T12:19:59.000,04 BRONX,2027820155,BRONX,1008915,243601,ONLINE,Unspecified,BRONX,40.835269367373,-73.91086599038792,"{'latitude': '40.835269367373', 'longitude': '-73.91086599038792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  169 STREET,BEND,EAST  169 STREET,BEND,FINDLAY AVENUE,,,,,,
58815346,2023-09-14T09:53:56.000,2023-09-14T10:30:21.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11212,40 GRAFTON STREET,GRAFTON STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T10:30:25.000,16 BROOKLYN,3035120051,BROOKLYN,1006733,182480,ONLINE,Unspecified,BROOKLYN,40.667513634296476,-73.91895561971621,"{'latitude': '40.667513634296476', 'longitude': '-73.91895561971621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PITKIN AVENUE,SUTTER AVENUE,PITKIN AVENUE,SUTTER AVENUE,GRAFTON STREET,,,,,,
58813719,2023-09-14T09:53:56.000,2023-09-15T12:16:41.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,Private Carter Decal Not Posted,Street,10022,520 MADISON AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-15T12:16:25.000,05 MANHATTAN,1012890014,MANHATTAN,991240,216205,ONLINE,Unspecified,MANHATTAN,40.76010648586741,-73.97476815139221,"{'latitude': '40.76010648586741', 'longitude': '-73.97476815139221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,MADISON AVENUE,,,,,,
58817516,2023-09-14T09:53:52.000,2023-09-28T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11354,36-03 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,ADDRESS,FLUSHING,Closed,The City has removed the graffiti from this property.,2023-09-30T11:52:56.000,07 QUEENS,4049660006,QUEENS,1029855,216899,UNKNOWN,Unspecified,QUEENS,40.761896478433776,-73.83537481518783,"{'latitude': '40.761896478433776', 'longitude': '-73.83537481518783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,2023-10-14T09:53:52.000,,,
58816849,2023-09-14T09:53:46.000,2023-09-14T09:53:46.000,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10040,4421 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",2023-09-14T09:53:46.000,12 MANHATTAN,1021800480,MANHATTAN,1002762,251095,PHONE,Unspecified,MANHATTAN,40.85585323080731,-73.93308091123956,"{'latitude': '40.85585323080731', 'longitude': '-73.93308091123956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST 189 STREET,WEST 190 STREET,WEST  189 STREET,WEST  190 STREET,BROADWAY,,,,,,
58815388,2023-09-14T09:53:43.000,2023-09-14T10:19:16.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10038,180 WATER STREET,WATER STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T10:19:18.000,01 MANHATTAN,1000700032,MANHATTAN,982832,196778,ONLINE,Unspecified,MANHATTAN,40.706786799744656,-74.00511446961036,"{'latitude': '40.706786799744656', 'longitude': '-74.00511446961036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLETCHER STREET,JOHN STREET,FLETCHER STREET,JOHN STREET,WATER STREET,,,,,,
58817539,2023-09-14T09:53:43.000,2023-09-14T13:17:39.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11375,112-50 69 AVENUE,69 AVENUE,ADDRESS,FOREST HILLS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T13:17:44.000,06 QUEENS,4022420032,QUEENS,1028411,203962,MOBILE,Unspecified,QUEENS,40.72639503808653,-73.84067230388453,"{'latitude': '40.72639503808653', 'longitude': '-73.84067230388453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",112 STREET,GRAND CENTRAL PARKWAY,112 STREET,GRAND CENTRAL PARKWAY,69 AVENUE,,,,,,
58810729,2023-09-14T09:53:32.000,2023-09-14T10:41:07.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10301,201 MILFORD AVENUE,MILFORD AVENUE,ADDRESS,STATEN ISLAND,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T10:41:10.000,02 STATEN ISLAND,5008370170,STATEN ISLAND,956111,160753,PHONE,Unspecified,STATEN ISLAND,40.60786152748806,-74.1013419164249,"{'latitude': '40.60786152748806', 'longitude': '-74.1013419164249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ENDOR AVENUE,OCEAN TERRACE,ENDOR AVENUE,OCEAN TERRACE,MILFORD AVENUE,,,,,,
58814464,2023-09-14T09:53:29.000,2023-09-14T10:14:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10040,145 FT GEORGE AVENUE,FT GEORGE AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T10:14:40.000,12 MANHATTAN,1021490276,MANHATTAN,1004222,251515,MOBILE,Unspecified,MANHATTAN,40.857002822821826,-73.92780190345633,"{'latitude': '40.857002822821826', 'longitude': '-73.92780190345633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,FORT GEORGE AVENUE,,,,,,
58818641,2023-09-14T09:53:26.000,2023-09-28T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11354,36-07 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,ADDRESS,FLUSHING,Closed,The City has removed the graffiti from this property.,2023-09-30T11:52:56.000,07 QUEENS,4049660003,QUEENS,1029866,216826,UNKNOWN,Unspecified,QUEENS,40.7616960558023,-73.83533560277347,"{'latitude': '40.7616960558023', 'longitude': '-73.83533560277347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,2023-10-14T09:53:26.000,,,
58817816,2023-09-14T09:53:24.000,2023-10-05T08:06:53.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10457,2031 HUGHES AVENUE,HUGHES AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,06 BRONX,2030690093,BRONX,1014383,248211,PHONE,Unspecified,BRONX,40.84790549784514,-73.89108511814386,"{'latitude': '40.84790549784514', 'longitude': '-73.89108511814386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58817860,2023-09-14T09:53:21.000,2023-09-18T16:50:36.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11368,96-08 57 AVENUE,57 AVENUE,ADDRESS,CORONA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,04 QUEENS,4019180055,QUEENS,1021766,207807,PHONE,Unspecified,QUEENS,40.73697928571333,-73.86462520253363,"{'latitude': '40.73697928571333', 'longitude': '-73.86462520253363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58810941,2023-09-14T09:53:21.000,2023-09-18T16:50:37.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11368,96-08 57 AVENUE,57 AVENUE,ADDRESS,CORONA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,04 QUEENS,4019180055,QUEENS,1021766,207807,PHONE,Unspecified,QUEENS,40.73697928571333,-73.86462520253363,"{'latitude': '40.73697928571333', 'longitude': '-73.86462520253363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58817696,2023-09-14T09:53:21.000,2023-09-18T16:50:36.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11368,96-08 57 AVENUE,57 AVENUE,ADDRESS,CORONA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,04 QUEENS,4019180055,QUEENS,1021766,207807,PHONE,Unspecified,QUEENS,40.73697928571333,-73.86462520253363,"{'latitude': '40.73697928571333', 'longitude': '-73.86462520253363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58813165,2023-09-14T09:53:21.000,2023-09-18T16:50:37.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11368,96-08 57 AVENUE,57 AVENUE,ADDRESS,CORONA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,04 QUEENS,4019180055,QUEENS,1021766,207807,PHONE,Unspecified,QUEENS,40.73697928571333,-73.86462520253363,"{'latitude': '40.73697928571333', 'longitude': '-73.86462520253363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58818909,2023-09-14T09:53:21.000,2023-09-18T16:50:37.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11368,96-08 57 AVENUE,57 AVENUE,ADDRESS,CORONA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,04 QUEENS,4019180055,QUEENS,1021766,207807,PHONE,Unspecified,QUEENS,40.73697928571333,-73.86462520253363,"{'latitude': '40.73697928571333', 'longitude': '-73.86462520253363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58815267,2023-09-14T09:53:20.000,2023-09-14T16:13:07.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10458,2495 MARION AVENUE,MARION AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T16:13:12.000,05 BRONX,2030230053,BRONX,1013712,252987,PHONE,Unspecified,BRONX,40.86101644921517,-73.89348943643033,"{'latitude': '40.86101644921517', 'longitude': '-73.89348943643033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  188 STREET,EAST FORDHAM ROAD,EAST  188 STREET,EAST FORDHAM ROAD,MARION AVENUE,,,,,,
58816631,2023-09-14T09:53:20.000,2023-09-22T15:27:56.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10453,1630 MACOMBS ROAD,MACOMBS ROAD,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,05 BRONX,2028660004,BRONX,1007352,247867,PHONE,Unspecified,BRONX,40.846982514690204,-73.91649963758309,"{'latitude': '40.846982514690204', 'longitude': '-73.91649963758309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58812485,2023-09-14T09:53:16.000,2023-09-14T10:46:13.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10016,29 EAST   29 STREET,EAST   29 STREET,ADDRESS,NEW YORK,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-14T10:46:16.000,05 MANHATTAN,1008590026,MANHATTAN,988436,210514,PHONE,Unspecified,MANHATTAN,40.744487904485666,-73.98489331096047,"{'latitude': '40.744487904485666', 'longitude': '-73.98489331096047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MADISON AVENUE,PARK AVENUE SOUTH,MADISON AVENUE,PARK AVENUE SOUTH,EAST   29 STREET,,,,,,
58818196,2023-09-14T09:53:16.000,2023-09-14T10:34:36.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10016,29 EAST   29 STREET,EAST   29 STREET,ADDRESS,NEW YORK,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-14T10:34:40.000,05 MANHATTAN,1008590026,MANHATTAN,988436,210514,PHONE,Unspecified,MANHATTAN,40.744487904485666,-73.98489331096047,"{'latitude': '40.744487904485666', 'longitude': '-73.98489331096047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MADISON AVENUE,PARK AVENUE SOUTH,MADISON AVENUE,PARK AVENUE SOUTH,EAST   29 STREET,,,,,,
58817526,2023-09-14T09:53:12.000,2023-09-15T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,11203,207 EAST   55 STREET,EAST   55 STREET,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-15T00:00:00.000,17 BROOKLYN,3046810054,BROOKLYN,1004877,177202,UNKNOWN,Unspecified,BROOKLYN,40.65303121118759,-73.92566207788495,"{'latitude': '40.65303121118759', 'longitude': '-73.92566207788495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58817501,2023-09-14T09:53:12.000,2023-10-27T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10312,166 SCRANTON AVENUE,SCRANTON AVENUE,ADDRESS,STATEN ISLAND,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-27T00:00:00.000,03 STATEN ISLAND,5056390200,STATEN ISLAND,935892,140679,UNKNOWN,Unspecified,STATEN ISLAND,40.55267520067449,-74.17401637644205,"{'latitude': '40.55267520067449', 'longitude': '-74.17401637644205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58817630,2023-09-14T09:53:11.000,2023-09-14T11:43:57.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10458,2302 WEBSTER AVENUE,WEBSTER AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T11:44:00.000,06 BRONX,2030317501,BRONX,1013172,251317,PHONE,Unspecified,BRONX,40.85643458923439,-73.8954488399989,"{'latitude': '40.85643458923439', 'longitude': '-73.8954488399989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  183 STREET,EAST  184 STREET,EAST  183 STREET,EAST  184 STREET,WEBSTER AVENUE,,,,,,
58815562,2023-09-14T09:53:10.000,2023-09-18T19:23:14.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11237,1576 GREENE AVENUE,GREENE AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,04 BROOKLYN,3033030027,BROOKLYN,1008248,195828,PHONE,Unspecified,BROOKLYN,40.70414684535729,-73.9134469667994,"{'latitude': '40.70414684535729', 'longitude': '-73.9134469667994', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58819244,2023-09-14T09:53:03.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,88-08 151 AVENUE,151 AVENUE,ADDRESS,HOWARD BEACH,In Progress,,,10 QUEENS,4114340007,QUEENS,1026720,182861,ONLINE,Unspecified,QUEENS,40.66848607627237,-73.84690627257683,"{'latitude': '40.66848607627237', 'longitude': '-73.84690627257683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",88 STREET,89 STREET,88 STREET,89 STREET,151 AVENUE,,,,,,
58816329,2023-09-14T09:53:00.000,2023-09-14T14:45:00.000,DEP,Department of Environmental Protection,Noise,Noise:  lawn care equipment (NCL),,11231,232 PRESIDENT STREET,PRESIDENT STREET,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-14T14:45:00.000,06 BROOKLYN,3003510009,BROOKLYN,984899,187794,ONLINE,Unspecified,BROOKLYN,40.68212789164934,-73.99766003993399,"{'latitude': '40.68212789164934', 'longitude': '-73.99766003993399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CLINTON ST,COURT ST,,,,N/A,,,,,
58817450,2023-09-14T09:52:56.000,2023-09-14T10:27:40.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10019,417 WEST   57 STREET,WEST   57 STREET,ADDRESS,NEW YORK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T10:27:45.000,04 MANHATTAN,1010670024,MANHATTAN,988000,219168,ONLINE,Unspecified,MANHATTAN,40.76824112424805,-73.98646194727891,"{'latitude': '40.76824112424805', 'longitude': '-73.98646194727891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,WEST   57 STREET,,,,,,
58819418,2023-09-14T09:52:36.000,2023-09-15T10:22:05.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11420,111-28 133 STREET,133 STREET,ADDRESS,SOUTH OZONE PARK,Closed,The Department of Sanitation collected the requested items.,2023-09-14T10:59:17.000,10 QUEENS,4116360019,QUEENS,1037046,188355,ONLINE,Unspecified,QUEENS,40.68351027593891,-73.80964069353399,"{'latitude': '40.68351027593891', 'longitude': '-73.80964069353399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",111 AVENUE,LINDEN BOULEVARD,111 AVENUE,LINDEN BOULEVARD,133 STREET,,,,,,
58811758,2023-09-14T09:52:31.000,2023-09-14T10:29:54.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10001,51 WEST   33 STREET,WEST   33 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T10:29:57.000,05 MANHATTAN,1008350009,MANHATTAN,987789,212046,MOBILE,Unspecified,MANHATTAN,40.74869314252399,-73.98722743736,"{'latitude': '40.74869314252399', 'longitude': '-73.98722743736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,BROADWAY,5 AVENUE,BROADWAY,WEST   33 STREET,,,,,,
58811096,2023-09-14T09:52:18.000,2023-09-14T09:53:46.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T09:53:51.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,
58818292,2023-09-14T09:51:49.000,2023-09-14T11:30:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11101,47-03 FIFTH STREET,FIFTH STREET,ADDRESS,LONG ISLAND CITY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T11:30:30.000,02 QUEENS,,QUEENS,996567,210995,MOBILE,Unspecified,QUEENS,40.745800542053864,-73.9555487907153,"{'latitude': '40.745800542053864', 'longitude': '-73.9555487907153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47 AVENUE,47 ROAD,47 AVENUE,47 ROAD,5 STREET,,,,,,
58814587,2023-09-14T09:51:42.000,2023-09-14T09:51:42.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Other (Explain Below),10467,2448 WALLACE AVENUE,WALLACE AVENUE,ADDRESS,BRONX,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-14T09:51:42.000,11 BRONX,2044360025,BRONX,1021715,253434,PHONE,Unspecified,BRONX,40.8622129919621,-73.8645546579707,"{'latitude': '40.8622129919621', 'longitude': '-73.8645546579707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WARING AVENUE,MACE AVENUE,WARING AVENUE,MACE AVENUE,WALLACE AVENUE,,,,,,
58812553,2023-09-14T09:51:37.000,2023-09-30T06:55:45.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,10472,1241 MANOR AVENUE,MANOR AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T05:04:25.000,09 BRONX,2037750060,BRONX,1018368,241787,ONLINE,Unspecified,BRONX,40.83025900423254,-73.87671414484208,"{'latitude': '40.83025900423254', 'longitude': '-73.87671414484208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WESTCHESTER AVENUE,EAST  172 STREET,WESTCHESTER AVENUE,EAST  172 STREET,MANOR AVENUE,,,,,,
58813707,2023-09-14T09:51:31.000,2023-09-14T10:45:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11004,76 AVENUE,76 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T10:45:49.000,13 QUEENS,,QUEENS,1064944,213248,PHONE,Unspecified,QUEENS,40.751624838572006,-73.70875489577155,"{'latitude': '40.751624838572006', 'longitude': '-73.70875489577155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",76 AVENUE,267 STREET,76 AVENUE,267 STREET,,,,,,,
58818294,2023-09-14T09:51:26.000,2023-09-14T15:17:36.000,DSNY,Department of Sanitation,Missed Collection,Compost,Street,11231,2 CARROLL STREET,CARROLL STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-14T10:49:45.000,06 BROOKLYN,3003520012,BROOKLYN,982725,188315,ONLINE,Unspecified,BROOKLYN,40.68355781041187,-74.00549848323732,"{'latitude': '40.68355781041187', 'longitude': '-74.00549848323732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VAN BRUNT STREET,COLUMBIA STREET,VAN BRUNT STREET,COLUMBIA STREET,CARROLL STREET,,,,,,
58819271,2023-09-14T09:51:11.000,2023-09-20T12:55:55.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11104,39-45 49 STREET,49 STREET,ADDRESS,SUNNYSIDE,Closed,The Department of Transportation has approved the sidewalk re-inspection request. The property owner will be notified by mail within 120 days with the date of re-inspection.,2023-09-20T12:56:00.000,02 QUEENS,4001320017,QUEENS,1007821,211688,PHONE,Unspecified,QUEENS,40.74767981634657,-73.91493146626237,"{'latitude': '40.74767981634657', 'longitude': '-73.91493146626237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39 AVENUE,SKILLMAN AVENUE,39 AVENUE,SKILLMAN AVENUE,49 STREET,,,,,,
58813040,2023-09-14T09:51:07.000,2023-09-14T10:22:36.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10027,155 WEST  132 STREET,WEST  132 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T10:22:40.000,10 MANHATTAN,1019170010,MANHATTAN,999820,235420,PHONE,Unspecified,MANHATTAN,40.81283556659888,-73.94375233802265,"{'latitude': '40.81283556659888', 'longitude': '-73.94375233802265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,WEST  132 STREET,,,,,,
