unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58880396,2023-09-20T20:11:22.000,2023-09-20T20:26:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11208,529 CLEVELAND STREET,CLEVELAND STREET,BELMONT AVENUE,SUTTER AVENUE,BELMONT AVENUE,SUTTER AVENUE,ADDRESS,BROOKLYN,CLEVELAND STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T20:26:07.000,05 BROOKLYN,3040330005,BROOKLYN,1016516,183983,ONLINE,Unspecified,BROOKLYN,40.671608781512965,-73.88368371974681,"{'latitude': '40.671608781512965', 'longitude': '-73.88368371974681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58874236,2023-09-20T20:10:57.000,2023-09-20T20:10:57.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10016,220 EAST   27 STREET,EAST   27 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   27 STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-20T20:10:57.000,06 MANHATTAN,1009070046,MANHATTAN,989659,209238,ONLINE,Unspecified,MANHATTAN,40.74098493943759,-73.98048070110619,"{'latitude': '40.74098493943759', 'longitude': '-73.98048070110619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58873765,2023-09-20T20:10:53.000,2023-09-20T21:00:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11207,893 SCHENCK AVENUE,SCHENCK AVENUE,STANLEY AVENUE,WORTMAN AVENUE,STANLEY AVENUE,WORTMAN AVENUE,ADDRESS,BROOKLYN,SCHENCK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T21:00:46.000,05 BROOKLYN,3043770001,BROOKLYN,1017022,179173,MOBILE,Unspecified,BROOKLYN,40.65840455203174,-73.88188301444583,"{'latitude': '40.65840455203174', 'longitude': '-73.88188301444583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58874638,2023-09-20T20:10:50.000,2023-11-05T23:00:59.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Supermarket or Grocery Store,Business,10458,229 EAST KINGSBRIDGE ROAD,EAST KINGSBRIDGE ROAD,BEND,VALENTINE AVENUE,BEND,VALENTINE AVENUE,ADDRESS,BRONX,EAST KINGSBRIDGE ROAD,Closed,The Department of Consumer and Worker Protection (DCWP) finished reviewing your complaint. DCWP will contact you directly to report its status.,2023-11-05T23:01:04.000,07 BRONX,2032930130,BRONX,1013607,254501,PHONE,Unspecified,BRONX,40.8651722684323,-73.89386239856803,"{'latitude': '40.8651722684323', 'longitude': '-73.89386239856803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58874857,2023-09-20T20:10:44.000,2023-09-20T20:54:35.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10457,1625 BATHGATE AVENUE,BATHGATE AVENUE,EAST  172 STREET,EAST  173 STREET,EAST  172 STREET,EAST  173 STREET,ADDRESS,BRONX,BATHGATE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T20:54:38.000,03 BRONX,2029140001,BRONX,1011711,245416,MOBILE,Unspecified,BRONX,40.84024276121237,-73.90075442423029,"{'latitude': '40.84024276121237', 'longitude': '-73.90075442423029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58876413,2023-09-20T20:10:25.000,2023-09-20T20:50:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10301,200 CORSON AVENUE,CORSON AVENUE,WESTERVELT AVENUE,JERSEY STREET,WESTERVELT AVENUE,JERSEY STREET,ADDRESS,STATEN ISLAND,CORSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T20:50:11.000,01 STATEN ISLAND,5000350018,STATEN ISLAND,960670,171502,ONLINE,Unspecified,STATEN ISLAND,40.63737857683915,-74.084960348258,"{'latitude': '40.63737857683915', 'longitude': '-74.084960348258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58875255,2023-09-20T20:10:18.000,2023-09-22T16:04:48.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11238,347 LINCOLN PLACE,LINCOLN PLACE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-22T00:00:00.000,08 BROOKLYN,3011760054,BROOKLYN,993945,184564,ONLINE,Unspecified,BROOKLYN,40.67325698681136,-73.96504946681512,"{'latitude': '40.67325698681136', 'longitude': '-73.96504946681512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58879136,2023-09-20T20:10:12.000,2023-09-21T19:37:18.000,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,11238,347 LINCOLN PLACE,LINCOLN PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,08 BROOKLYN,3011760054,BROOKLYN,993945,184564,ONLINE,Unspecified,BROOKLYN,40.67325698681136,-73.96504946681512,"{'latitude': '40.67325698681136', 'longitude': '-73.96504946681512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58876525,2023-09-20T20:10:12.000,2023-09-21T19:37:19.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11238,347 LINCOLN PLACE,LINCOLN PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,08 BROOKLYN,3011760054,BROOKLYN,993945,184564,ONLINE,Unspecified,BROOKLYN,40.67325698681136,-73.96504946681512,"{'latitude': '40.67325698681136', 'longitude': '-73.96504946681512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58872685,2023-09-20T20:10:12.000,2023-09-21T19:37:18.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11238,347 LINCOLN PLACE,LINCOLN PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,08 BROOKLYN,3011760054,BROOKLYN,993945,184564,ONLINE,Unspecified,BROOKLYN,40.67325698681136,-73.96504946681512,"{'latitude': '40.67325698681136', 'longitude': '-73.96504946681512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58876641,2023-09-20T20:10:12.000,2023-09-21T19:37:19.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11238,347 LINCOLN PLACE,LINCOLN PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,08 BROOKLYN,3011760054,BROOKLYN,993945,184564,ONLINE,Unspecified,BROOKLYN,40.67325698681136,-73.96504946681512,"{'latitude': '40.67325698681136', 'longitude': '-73.96504946681512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58879276,2023-09-20T20:10:10.000,2023-09-28T21:08:19.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10463,3240 HENRY HUDSON PARKWAY EAST,HENRY HUDSON PARKWAY EAST,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,08 BRONX,2057890024,BRONX,1008211,261852,ONLINE,Unspecified,BRONX,40.8853647836987,-73.91334484757334,"{'latitude': '40.8853647836987', 'longitude': '-73.91334484757334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58872662,2023-09-20T20:10:10.000,2023-09-28T21:08:19.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10463,3240 HENRY HUDSON PARKWAY EAST,HENRY HUDSON PARKWAY EAST,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 579-6777 (BRONX).",2023-09-28T00:00:00.000,08 BRONX,2057890024,BRONX,1008211,261852,ONLINE,Unspecified,BRONX,40.8853647836987,-73.91334484757334,"{'latitude': '40.8853647836987', 'longitude': '-73.91334484757334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58871215,2023-09-20T20:10:10.000,2023-09-24T18:18:24.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11373,42-25 LAYTON STREET,LAYTON STREET,,,,,ADDRESS,ELMHURST,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-24T00:00:00.000,04 QUEENS,4015080022,QUEENS,1016406,210460,PHONE,Unspecified,QUEENS,40.744282216484834,-73.88395381445368,"{'latitude': '40.744282216484834', 'longitude': '-73.88395381445368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58880763,2023-09-20T20:10:09.000,2023-09-20T21:20:35.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11207,197 BARBEY STREET,BARBEY STREET,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,BARBEY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T21:20:38.000,05 BROOKLYN,3039500016,BROOKLYN,1015071,186353,MOBILE,Unspecified,BROOKLYN,40.67811904143048,-73.8888819826503,"{'latitude': '40.67811904143048', 'longitude': '-73.8888819826503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58872292,2023-09-20T20:10:09.000,2023-09-20T20:37:59.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,11238,347 LINCOLN PLACE,LINCOLN PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,LINCOLN PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T20:38:02.000,08 BROOKLYN,3011760054,BROOKLYN,993945,184564,ONLINE,Unspecified,BROOKLYN,40.67325698681136,-73.96504946681512,"{'latitude': '40.67325698681136', 'longitude': '-73.96504946681512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58875292,2023-09-20T20:10:08.000,2023-11-06T15:52:53.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11239,1201 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-06T00:00:00.000,05 BROOKLYN,3044350001,BROOKLYN,1016138,176537,PHONE,Unspecified,BROOKLYN,40.65117254213723,-73.88508159129591,"{'latitude': '40.65117254213723', 'longitude': '-73.88508159129591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58876105,2023-09-20T20:10:06.000,2023-09-20T21:55:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11201,203 JAY STREET,JAY STREET,NASSAU STREET,CONCORD STREET,NASSAU STREET,CONCORD STREET,ADDRESS,BROOKLYN,JAY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T21:55:03.000,02 BROOKLYN,3001077501,BROOKLYN,987860,193622,MOBILE,Unspecified,BROOKLYN,40.69812369725743,-73.9869810745966,"{'latitude': '40.69812369725743', 'longitude': '-73.9869810745966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58872604,2023-09-20T20:10:04.000,2023-09-21T16:22:00.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11385,1819 GEORGE STREET,GEORGE STREET,,,,,ADDRESS,RIDGEWOOD,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-21T00:00:00.000,05 QUEENS,4035740051,QUEENS,1011656,194153,ONLINE,Unspecified,QUEENS,40.699539466837884,-73.90116223796252,"{'latitude': '40.699539466837884', 'longitude': '-73.90116223796252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58878749,2023-09-20T20:09:59.000,2023-09-20T20:53:27.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10457,1701 BATHGATE AVENUE,BATHGATE AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,BATHGATE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T20:53:31.000,03 BRONX,2029150001,BRONX,1011976,246037,MOBILE,Unspecified,BRONX,40.84194639593423,-73.8997941330035,"{'latitude': '40.84194639593423', 'longitude': '-73.8997941330035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58876233,2023-09-20T20:09:49.000,2023-09-20T21:53:09.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,43-17 ELBERTSON STREET,ELBERTSON STREET,LAMONT AVENUE,43 AVENUE,LAMONT AVENUE,43 AVENUE,ADDRESS,ELMHURST,ELBERTSON STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T21:53:13.000,04 QUEENS,4015750057,QUEENS,1019500,210699,PHONE,Unspecified,QUEENS,40.74492641946944,-73.8727867944999,"{'latitude': '40.74492641946944', 'longitude': '-73.8727867944999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58882955,2023-09-20T20:09:37.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,10025,1050 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-22T00:00:00.000,09 MANHATTAN,1018830036,MANHATTAN,994479,232233,UNKNOWN,Unspecified,MANHATTAN,40.804095933106666,-73.96305190958527,"{'latitude': '40.804095933106666', 'longitude': '-73.96305190958527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58879043,2023-09-20T20:09:34.000,2023-09-20T20:49:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T20:49:36.000,10 MANHATTAN,1020260029,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58878495,2023-09-20T20:09:32.000,2023-09-22T15:48:23.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,11208,268 AUTUMN AVENUE,AUTUMN AVENUE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,AUTUMN AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T05:17:49.000,05 BROOKLYN,3041480042,BROOKLYN,1020264,188331,PHONE,Unspecified,BROOKLYN,40.68352859226044,-73.8701492715172,"{'latitude': '40.68352859226044', 'longitude': '-73.8701492715172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58875171,2023-09-20T20:09:29.000,2023-09-20T20:40:31.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033,601 WEST  184 STREET,WEST  184 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,WEST  184 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T20:40:36.000,12 MANHATTAN,1021660023,MANHATTAN,1002892,249393,MOBILE,Unspecified,MANHATTAN,40.85118147509611,-73.93261570687187,"{'latitude': '40.85118147509611', 'longitude': '-73.93261570687187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58878973,2023-09-20T20:09:20.000,2023-09-20T20:38:47.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11375,102-30 QUEENS BOULEVARD,QUEENS BOULEVARD,68 AVENUE,68 ROAD,68 AVENUE,68 ROAD,ADDRESS,FOREST HILLS,QUEENS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T20:38:51.000,06 QUEENS,4031737501,QUEENS,1025568,203636,ONLINE,Unspecified,QUEENS,40.725513985000454,-73.85093149470026,"{'latitude': '40.725513985000454', 'longitude': '-73.85093149470026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58876169,2023-09-20T20:09:18.000,2023-09-20T20:53:03.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10457,1700 BATHGATE AVENUE,BATHGATE AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,BATHGATE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T20:53:07.000,03 BRONX,2029210001,BRONX,1011981,246035,MOBILE,Unspecified,BRONX,40.84194089082164,-73.89977607054955,"{'latitude': '40.84194089082164', 'longitude': '-73.89977607054955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58872792,2023-09-20T20:09:18.000,2023-09-20T23:50:36.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11222,69 ENGERT AVENUE,ENGERT AVENUE,ECKFORD STREET,GRAHAM AVENUE,ECKFORD STREET,GRAHAM AVENUE,ADDRESS,BROOKLYN,ENGERT AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T23:50:40.000,01 BROOKLYN,3026990038,BROOKLYN,998718,202107,MOBILE,Unspecified,BROOKLYN,40.721401915218465,-73.94780509338736,"{'latitude': '40.721401915218465', 'longitude': '-73.94780509338736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58873829,2023-09-20T20:09:16.000,2023-09-20T20:40:02.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033,603 WEST  184 STREET,WEST  184 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,WEST  184 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T20:40:06.000,12 MANHATTAN,1021660026,MANHATTAN,1002876,249402,MOBILE,Unspecified,MANHATTAN,40.85120621118821,-73.93267351623494,"{'latitude': '40.85120621118821', 'longitude': '-73.93267351623494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58874989,2023-09-20T20:09:00.000,2023-10-02T08:19:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11210,2617 FOSTER AVENUE,FOSTER AVENUE,26 ST E,ROGERS AVE,FOSTER AVENUE,EAST 26 STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-02T08:19:00.000,14 BROOKLYN,3052130062,BROOKLYN,997534,171876,UNKNOWN,Unspecified,BROOKLYN,40.63842655240561,-73.95213609541665,"{'latitude': '40.63842655240561', 'longitude': '-73.95213609541665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58872332,2023-09-20T20:09:00.000,2023-09-25T14:55:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10032,HIGHBRIDGE PARK,HIGHBRIDGE PARK,,,WEST 155 STREET,AMSTERDAM AVENUE,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T14:55:00.000,09 MANHATTAN,,MANHATTAN,1000029,242245,UNKNOWN,Unspecified,MANHATTAN,40.83156788573349,-73.94298126289985,"{'latitude': '40.83156788573349', 'longitude': '-73.94298126289985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58877476,2023-09-20T20:08:55.000,2023-09-20T20:32:02.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10004,44 BEAVER STREET,BEAVER STREET,BROAD STREET,SOUTH WILLIAM STREET,BROAD STREET,SOUTH WILLIAM STREET,ADDRESS,NEW YORK,BEAVER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T20:32:07.000,01 MANHATTAN,1000290073,MANHATTAN,981217,196151,MOBILE,Unspecified,MANHATTAN,40.70506542638845,-74.010939200142,"{'latitude': '40.70506542638845', 'longitude': '-74.010939200142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58878726,2023-09-20T20:08:31.000,2023-09-20T22:43:41.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10455,527 EAST  147 STREET,EAST  147 STREET,BROOK AVENUE,ST ANNS AVENUE,BROOK AVENUE,ST ANNS AVENUE,ADDRESS,BRONX,EAST  147 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T22:43:45.000,01 BRONX,2022740039,BRONX,1007916,235567,ONLINE,Unspecified,BRONX,40.81322106211313,-73.91450449591213,"{'latitude': '40.81322106211313', 'longitude': '-73.91450449591213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58877443,2023-09-20T20:08:30.000,2023-09-20T21:30:41.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11369,95-03 23 AVENUE,23 AVENUE,95 STREET,96 STREET,95 STREET,96 STREET,ADDRESS,EAST ELMHURST,23 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T21:30:47.000,03 QUEENS,4010720041,QUEENS,1018861,219199,ONLINE,Unspecified,QUEENS,40.76825925264185,-73.87504911271814,"{'latitude': '40.76825925264185', 'longitude': '-73.87504911271814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58875044,2023-09-20T20:08:16.000,2023-09-20T20:17:45.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10456,705 HOME STREET,HOME STREET,BOSTON ROAD,JACKSON AVENUE,BOSTON ROAD,JACKSON AVENUE,ADDRESS,BRONX,HOME STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T20:17:51.000,03 BRONX,2026520001,BRONX,1011025,241134,ONLINE,Unspecified,BRONX,40.8284920204299,-73.90325075642394,"{'latitude': '40.8284920204299', 'longitude': '-73.90325075642394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58874704,2023-09-20T20:08:00.000,2023-09-21T11:15:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10314,108 GOWER STREET,GOWER STREET,PENN ST,ALEXANDRA PL,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-21T11:15:00.000,01 STATEN ISLAND,5007120105,STATEN ISLAND,949821,161567,ONLINE,Unspecified,STATEN ISLAND,40.6100735822011,-74.12399931908692,"{'latitude': '40.6100735822011', 'longitude': '-74.12399931908692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58877277,2023-09-20T20:08:00.000,2023-09-21T11:23:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10037,42 WEST  138 STREET,WEST  138 STREET,5 AVE,LENOX AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-21T11:23:00.000,10 MANHATTAN,1017350056,MANHATTAN,1001439,236344,ONLINE,Unspecified,MANHATTAN,40.81536868618106,-73.93790122820515,"{'latitude': '40.81536868618106', 'longitude': '-73.93790122820515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58878666,2023-09-20T20:07:40.000,2023-09-20T21:40:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11379,78-11 69 ROAD,69 ROAD,78 STREET,79 STREET,78 STREET,79 STREET,ADDRESS,MIDDLE VILLAGE,69 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T21:40:59.000,05 QUEENS,4037970042,QUEENS,1019207,197634,ONLINE,Unspecified,QUEENS,40.709067376377476,-73.87391206446081,"{'latitude': '40.709067376377476', 'longitude': '-73.87391206446081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
