unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58915227,2023-09-24T14:53:47.000,2023-09-24T14:55:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1385 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T14:55:44.000,03 BRONX,2029010001,BRONX,1010561,243449,ONLINE,Unspecified,BRONX,40.8348474210791,-73.90491830085918,"{'latitude': '40.8348474210791', 'longitude': '-73.90491830085918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916464,2023-09-24T14:53:41.000,2023-09-28T09:45:01.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11101,30-15 38 AVENUE,38 AVENUE,30 STREET,31 STREET,30 STREET,31 STREET,ADDRESS,LONG ISLAND CITY,38 AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-28T09:45:05.000,01 QUEENS,4003720035,QUEENS,1002926,214022,MOBILE,Unspecified,QUEENS,40.75409774759324,-73.93259119628507,"{'latitude': '40.75409774759324', 'longitude': '-73.93259119628507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913998,2023-09-24T14:53:26.000,2023-10-03T12:33:54.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11225,448 EMPIRE BOULEVARD,EMPIRE BOULEVARD,NEW YORK AVENUE,BROOKLYN AVENUE,NEW YORK AVENUE,BROOKLYN AVENUE,ADDRESS,BROOKLYN,EMPIRE BOULEVARD,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-30T12:35:16.000,09 BROOKLYN,3013170025,BROOKLYN,998891,181239,ONLINE,Unspecified,BROOKLYN,40.664123806903476,-73.94722633216911,"{'latitude': '40.664123806903476', 'longitude': '-73.94722633216911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914970,2023-09-24T14:53:26.000,2023-09-24T15:08:25.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10034,4761 BROADWAY,BROADWAY,DYCKMAN STREET,CUMMING STREET,DYCKMAN STREET,CUMMING STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T15:08:31.000,12 MANHATTAN,1022370001,MANHATTAN,1004471,254676,PHONE,Unspecified,MANHATTAN,40.86567824545483,-73.9268922406144,"{'latitude': '40.86567824545483', 'longitude': '-73.9268922406144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911547,2023-09-24T14:53:00.000,2023-09-25T12:26:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11220,134 WAKEMAN PLACE,WAKEMAN PLACE,SEDGWICK PL,BERGEN PL,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-25T12:26:00.000,10 BROOKLYN,3058390123,BROOKLYN,976404,172530,ONLINE,Unspecified,BROOKLYN,40.64022812889586,-74.02827087641786,"{'latitude': '40.64022812889586', 'longitude': '-74.02827087641786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58914221,2023-09-24T14:52:53.000,2023-10-16T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,11385,566 ONDERDONK AVENUE,ONDERDONK AVENUE,,,,,ADDRESS,RIDGEWOOD,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-16T00:00:00.000,05 QUEENS,4034350039,QUEENS,1009198,196369,UNKNOWN,Unspecified,QUEENS,40.70562913478158,-73.91001862175295,"{'latitude': '40.70562913478158', 'longitude': '-73.91001862175295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58912082,2023-09-24T14:52:40.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11226,166 EAST   28 STREET,EAST   28 STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-24T00:00:00.000,17 BROOKLYN,3051380033,BROOKLYN,997861,174528,ONLINE,Unspecified,BROOKLYN,40.64570522549363,-73.95095252366885,"{'latitude': '40.64570522549363', 'longitude': '-73.95095252366885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916403,2023-09-24T14:52:24.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10039,319 WEST  145 STREET,WEST  145 STREET,BRADHURST AVENUE,EDGECOMBE AVENUE,BRADHURST AVENUE,EDGECOMBE AVENUE,ADDRESS,NEW YORK,WEST  145 STREET,In Progress,The reported condition was inspected and a work order has been filed to correct it.,2023-09-26T11:51:46.000,10 MANHATTAN,1020520001,MANHATTAN,1000010,239242,MOBILE,Jackie Robinson Park,MANHATTAN,40.82332554323123,-73.94305697510212,"{'latitude': '40.82332554323123', 'longitude': '-73.94305697510212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911321,2023-09-24T14:52:14.000,2023-09-24T17:49:42.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11378,67-16 52 ROAD,52 ROAD,67 STREET,69 STREET,67 STREET,69 STREET,ADDRESS,MASPETH,52 ROAD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-24T17:49:47.000,05 QUEENS,4024100123,QUEENS,1012810,206306,PHONE,Unspecified,QUEENS,40.732892868612616,-73.89694886277442,"{'latitude': '40.732892868612616', 'longitude': '-73.89694886277442', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910970,2023-09-24T14:52:09.000,2023-09-24T15:24:59.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10301,2 SAINT MARKS PLACE,SAINT MARKS PLACE,WESTERVELT AVENUE,NICHOLAS STREET,WESTERVELT AVENUE,NICHOLAS STREET,ADDRESS,STATEN ISLAND,ST MARKS PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T15:25:04.000,01 STATEN ISLAND,5000220120,STATEN ISLAND,960270,174838,PHONE,Unspecified,STATEN ISLAND,40.646534102452044,-74.08641343200698,"{'latitude': '40.646534102452044', 'longitude': '-74.08641343200698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915830,2023-09-24T14:51:38.000,2023-09-24T16:35:40.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10312,69 WOEHRLE AVENUE,WOEHRLE AVENUE,ALEXANDER AVENUE,WARING AVENUE,ALEXANDER AVENUE,WARING AVENUE,ADDRESS,STATEN ISLAND,WOEHRLE AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T16:35:42.000,03 STATEN ISLAND,5056750040,STATEN ISLAND,934039,141631,MOBILE,Unspecified,STATEN ISLAND,40.555277955723966,-74.18069144924003,"{'latitude': '40.555277955723966', 'longitude': '-74.18069144924003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910161,2023-09-24T14:51:34.000,2023-09-24T15:10:08.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11218,257 EAST    4 STREET,EAST    4 STREET,CATON AVENUE,ALBEMARLE ROAD,CATON AVENUE,ALBEMARLE ROAD,ADDRESS,BROOKLYN,EAST    4 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T15:10:10.000,12 BROOKLYN,3053270059,BROOKLYN,990641,174682,MOBILE,Unspecified,BROOKLYN,40.64613607538203,-73.97696977205108,"{'latitude': '40.64613607538203', 'longitude': '-73.97696977205108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916519,2023-09-24T14:51:04.000,2023-09-26T13:09:59.000,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11385,73-40 72 STREET,72 STREET,INDIANA AVENUE,DEAD END,INDIANA AVENUE,DEAD END,ADDRESS,RIDGEWOOD,72 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-25T00:20:32.000,05 QUEENS,4037100044,QUEENS,1018117,194747,PHONE,Unspecified,QUEENS,40.70114748818425,-73.87785814783837,"{'latitude': '40.70114748818425', 'longitude': '-73.87785814783837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913297,2023-09-24T14:51:01.000,2023-09-24T17:35:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,1131 SHORE PARKWAY,SHORE PARKWAY,16 AVENUE,BAY   13 STREET,16 AVENUE,BAY   13 STREET,ADDRESS,BROOKLYN,SHORE PARKWAY,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T17:35:56.000,11 BROOKLYN,3064610331,BROOKLYN,980333,158865,ONLINE,Unspecified,BROOKLYN,40.60272316446051,-74.01410589038755,"{'latitude': '40.60272316446051', 'longitude': '-74.01410589038755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913517,2023-09-24T14:50:43.000,2023-09-24T15:04:12.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11221,982 DE KALB AVENUE,DE KALB AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,ADDRESS,BROOKLYN,DEKALB AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T15:04:19.000,03 BROOKLYN,,BROOKLYN,1001990,191809,ONLINE,Eleanor Roosevelt Playground,BROOKLYN,40.693130389605756,-73.9360281274507,"{'latitude': '40.693130389605756', 'longitude': '-73.9360281274507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913643,2023-09-24T14:50:35.000,2023-09-24T15:01:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,239 DYCKMAN STREET,DYCKMAN STREET,BROADWAY,SEAMAN AVENUE,BROADWAY,SEAMAN AVENUE,ADDRESS,NEW YORK,DYCKMAN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T15:01:50.000,12 MANHATTAN,1022370008,MANHATTAN,1004183,254831,MOBILE,Unspecified,MANHATTAN,40.866104328280535,-73.92793302506863,"{'latitude': '40.866104328280535', 'longitude': '-73.92793302506863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913191,2023-09-24T14:50:21.000,2023-09-26T13:19:53.000,DSNY,Department of Sanitation,Dead Animal,Opossum,Street,10305,18 ANDREWS STREET,ANDREWS STREET,OLYMPIA BOULEVARD,QUINCY AVENUE,OLYMPIA BOULEVARD,QUINCY AVENUE,ADDRESS,STATEN ISLAND,ANDREWS STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T13:10:13.000,02 STATEN ISLAND,5034110018,STATEN ISLAND,964059,154788,PHONE,Unspecified,STATEN ISLAND,40.591510490629226,-74.07269957642139,"{'latitude': '40.591510490629226', 'longitude': '-74.07269957642139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914705,2023-09-24T14:50:07.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10039,85 BRADHURST AVENUE,BRADHURST AVENUE,WEST  146 STREET,WEST  147 STREET,WEST  146 STREET,WEST  147 STREET,ADDRESS,NEW YORK,BRADHURST AVENUE,In Progress,The reported condition was inspected and a work order has been filed to correct it.,2023-09-26T11:52:01.000,10 MANHATTAN,1020520001,MANHATTAN,1000239,239560,MOBILE,Jackie Robinson Pool,MANHATTAN,40.82419795129009,-73.94222880941287,"{'latitude': '40.82419795129009', 'longitude': '-73.94222880941287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916273,2023-09-24T14:49:59.000,2023-10-06T08:01:31.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11212,530 HERZL STREET,HERZL STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,16 BROOKLYN,3036200038,BROOKLYN,1008590,178514,PHONE,Unspecified,BROOKLYN,40.65662293540622,-73.91227602044573,"{'latitude': '40.65662293540622', 'longitude': '-73.91227602044573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913724,2023-09-24T14:49:52.000,2023-10-02T08:03:42.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10457,226 MT HOPE PLACE,MT HOPE PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,05 BRONX,2028020017,BRONX,1010481,248321,PHONE,Unspecified,BRONX,40.84821986923231,-73.90518834533853,"{'latitude': '40.84821986923231', 'longitude': '-73.90518834533853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910451,2023-09-24T14:49:41.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10003,331 EAST   17 STREET,EAST   17 STREET,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-24T00:00:00.000,06 MANHATTAN,1009230020,MANHATTAN,989134,206608,ONLINE,Unspecified,MANHATTAN,40.73376654580394,-73.982377162443,"{'latitude': '40.73376654580394', 'longitude': '-73.982377162443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915831,2023-09-24T14:49:38.000,2023-09-24T14:56:58.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11103,34-20 30 AVENUE,30 AVENUE,34 STREET,35 STREET,34 STREET,35 STREET,ADDRESS,ASTORIA,30 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T14:57:00.000,01 QUEENS,4006260048,QUEENS,1006754,218235,MOBILE,Unspecified,QUEENS,40.765652434025704,-73.91876038953554,"{'latitude': '40.765652434025704', 'longitude': '-73.91876038953554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910186,2023-09-24T14:49:00.000,2023-09-24T17:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,PARK AVE,23 ST E,INTERSECTION,,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T17:30:00.000,Unspecified MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,N/A,,,,,,
58912724,2023-09-24T14:48:55.000,2023-09-24T16:54:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,121 MC KINLEY AVENUE,MC KINLEY AVENUE,EUCLID AVENUE,CRESCENT STREET,EUCLID AVENUE,CRESCENT STREET,ADDRESS,BROOKLYN,MC KINLEY AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-24T16:54:06.000,05 BROOKLYN,3041640038,BROOKLYN,1019906,186860,ONLINE,Unspecified,BROOKLYN,40.67949248534259,-73.87144784452568,"{'latitude': '40.67949248534259', 'longitude': '-73.87144784452568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913048,2023-09-24T14:48:50.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Temperature,Restaurant/Bar/Deli/Bakery,11231,472 VAN BRUNT STREET,VAN BRUNT STREET,REED STREET,DEAD END,REED STREET,DEAD END,ADDRESS,BROOKLYN,VAN BRUNT STREET,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-25T09:53:24.000,06 BROOKLYN,3006110006,BROOKLYN,979730,185005,MOBILE,Unspecified,BROOKLYN,40.674471587469625,-74.01629492354127,"{'latitude': '40.674471587469625', 'longitude': '-74.01629492354127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910943,2023-09-24T14:48:45.000,2023-09-24T15:15:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11435,90 AVENUE,90 AVENUE,90 AVENUE,149 STREET,90 AVENUE,149 STREET,INTERSECTION,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T15:15:09.000,12 QUEENS,,QUEENS,1037966,195633,PHONE,Unspecified,QUEENS,40.70348111753405,-73.8062655497942,"{'latitude': '40.70348111753405', 'longitude': '-73.8062655497942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910952,2023-09-24T14:48:11.000,2023-09-24T15:16:21.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10016,300 EAST   40 STREET,EAST   40 STREET,2 AVENUE,QUEENS MIDTOWN TUNNEL APPROACH,2 AVENUE,QUEENS MIDTOWN TUNNEL APPROACH,ADDRESS,NEW YORK,EAST   40 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T15:16:26.000,06 MANHATTAN,1009457501,MANHATTAN,991725,211969,PHONE,Unspecified,MANHATTAN,40.748479345714074,-73.97302215300893,"{'latitude': '40.748479345714074', 'longitude': '-73.97302215300893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58921334,2023-09-24T14:48:05.000,2023-09-25T13:15:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11209,6 AVENUE,6 AVENUE,,,6 AVENUE,72 STREET,INTERSECTION,BROOKLYN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-25T13:15:00.000,10 BROOKLYN,,BROOKLYN,978904,169007,UNKNOWN,Unspecified,BROOKLYN,40.630560105131764,-74.01926003179082,"{'latitude': '40.630560105131764', 'longitude': '-74.01926003179082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58916053,2023-09-24T14:48:03.000,2023-09-24T15:13:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11220,201 46 STREET,46 STREET,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,46 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T15:13:09.000,07 BROOKLYN,3007450001,BROOKLYN,980293,176505,ONLINE,Unspecified,BROOKLYN,40.6511412372799,-74.01426027977433,"{'latitude': '40.6511412372799', 'longitude': '-74.01426027977433', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912625,2023-09-24T14:48:00.000,2023-09-24T19:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11211,,,,,BROADWAY,KEAP STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T19:30:00.000,01 BROOKLYN,,BROOKLYN,996576,197075,UNKNOWN,Unspecified,BROOKLYN,40.707593522846096,-73.95554180676132,"{'latitude': '40.707593522846096', 'longitude': '-73.95554180676132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58914465,2023-09-24T14:47:53.000,2023-09-24T14:56:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T14:57:03.000,10 MANHATTAN,1020260029,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916367,2023-09-24T14:47:41.000,2023-10-04T15:34:39.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11421,88-07 87 STREET,87 STREET,88 AVENUE,89 AVENUE,88 AVENUE,89 AVENUE,ADDRESS,WOODHAVEN,87 STREET,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-04T15:34:45.000,09 QUEENS,4089240045,QUEENS,1024032,190978,ONLINE,Unspecified,QUEENS,40.69077785775665,-73.856547905662,"{'latitude': '40.69077785775665', 'longitude': '-73.856547905662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910330,2023-09-24T14:47:37.000,2023-09-24T16:16:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10462,2075 ST RAYMOND AVENUE,ST RAYMOND AVENUE,OLMSTEAD AVENUE,ODELL STREET,OLMSTEAD AVENUE,ODELL STREET,ADDRESS,BRONX,ST RAYMOND AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T16:16:25.000,09 BRONX,2039437501,BRONX,1024349,244438,PHONE,Unspecified,BRONX,40.83751009555891,-73.85508590936654,"{'latitude': '40.83751009555891', 'longitude': '-73.85508590936654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914886,2023-09-24T14:47:34.000,2023-09-24T17:53:14.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,10024,301 WEST   88 STREET,WEST   88 STREET,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST   88 STREET,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-24T17:53:17.000,07 MANHATTAN,1012500030,MANHATTAN,990553,227219,MOBILE,Unspecified,MANHATTAN,40.79033753957291,-73.97723768864321,"{'latitude': '40.79033753957291', 'longitude': '-73.97723768864321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58924715,2023-09-24T14:47:10.000,2023-09-25T10:00:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11201,WILLOW PLACE,WILLOW PLACE,JORALEMON STREET,STATE STREET,,,BLOCKFACE,BROOKLYN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-25T10:00:00.000,02 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,N/A,,,,,,
58913906,2023-09-24T14:47:09.000,2023-09-26T15:27:59.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,11430,JOHN F KENNEDY AIRPORT,JOHN F KENNEDY AIRPORT,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,UNRECOGNIZED,JAMAICA,JOHN F KENNEDY AIRPORT,Closed,See notes for information.,2023-09-26T15:28:04.000,83 QUEENS,4142600001,QUEENS,1043001,175548,ONLINE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",,,,,,,
58910378,2023-09-24T14:47:03.000,2023-09-24T15:12:03.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11421,91-26 78 STREET,78 STREET,91 AVENUE,ROCKAWAY BOULEVARD,91 AVENUE,ROCKAWAY BOULEVARD,ADDRESS,WOODHAVEN,78 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T15:12:06.000,09 QUEENS,4089530039,QUEENS,1022381,189240,ONLINE,Unspecified,QUEENS,40.68601471987861,-73.86251116370651,"{'latitude': '40.68601471987861', 'longitude': '-73.86251116370651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916171,2023-09-24T14:47:00.000,2023-10-03T10:09:06.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10025,2508 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,07 MANHATTAN,1012410023,MANHATTAN,991733,228189,PHONE,Unspecified,MANHATTAN,40.79299900769216,-73.97297522035835,"{'latitude': '40.79299900769216', 'longitude': '-73.97297522035835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914877,2023-09-24T14:47:00.000,2023-09-25T00:45:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11237,,,,,DE KALB AVENUE,IRVING AVENUE,INTERSECTION,BROOKLYN,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-25T00:45:00.000,04 BROOKLYN,,BROOKLYN,1006202,195294,PHONE,Unspecified,BROOKLYN,40.70268645368849,-73.92082796433571,"{'latitude': '40.70268645368849', 'longitude': '-73.92082796433571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
