unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,due_date,bridge_highway_direction
58827429,2023-09-16T11:52:00.000,2023-09-18T12:12:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10314,138 ALBERTA AVENUE,ALBERTA AVENUE,WILD AVENUE,DEAN AVENUE,,,ADDRESS,STATEN ISLAND,,Closed,The E-Waste appointment could not be serviced due to inaccessibility or some other problem.,2023-09-18T12:12:00.000,02 STATEN ISLAND,STATEN ISLAND,931894,153685,PHONE,Unspecified,STATEN ISLAND,40.58835134954335,-74.18850386126086,"{'latitude': '40.58835134954335', 'longitude': '-74.18850386126086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5026430026,,,,,,
58827522,2023-09-16T11:51:54.000,2023-09-28T16:27:59.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10455,434 EAST  153 STREET,EAST  153 STREET,MELROSE AVENUE,ELTON AVENUE,MELROSE AVENUE,ELTON AVENUE,ADDRESS,BRONX,EAST  153 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-18T04:56:50.000,01 BRONX,BRONX,1007565,237556,ONLINE,Unspecified,BRONX,40.81868124076179,-73.9157656038723,"{'latitude': '40.81868124076179', 'longitude': '-73.9157656038723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023740086,,,,,,
58828895,2023-09-16T11:51:54.000,2023-09-16T13:01:20.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11201,7 EVERIT STREET,EVERIT STREET,OLD FULTON STREET,COLUMBIA HEIGHTS,OLD FULTON STREET,COLUMBIA HEIGHTS,ADDRESS,BROOKLYN,EVERIT STREET,Closed,N/A,2023-09-16T13:01:25.000,02 BROOKLYN,BROOKLYN,985826,195229,ONLINE,Unspecified,BROOKLYN,40.70253513253691,-73.99431601548454,"{'latitude': '40.70253513253691', 'longitude': '-73.99431601548454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3002010004,,,,,,
58831180,2023-09-16T11:51:51.000,2023-09-23T17:21:49.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11423,198-06 100 AVENUE,100 AVENUE,,,,,ADDRESS,HOLLIS,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,12 QUEENS,QUEENS,1050494,198095,PHONE,Unspecified,QUEENS,40.710153782034816,-73.76105750468781,"{'latitude': '40.710153782034816', 'longitude': '-73.76105750468781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4108650003,,,,,,
58832486,2023-09-16T11:51:34.000,2023-10-16T10:20:05.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10033,720 WEST  180 STREET,WEST  180 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,12 MANHATTAN,MANHATTAN,1001652,248843,PHONE,Unspecified,MANHATTAN,40.84967441935099,-73.93709929802505,"{'latitude': '40.84967441935099', 'longitude': '-73.93709929802505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021760039,,,,,,
58832477,2023-09-16T11:51:34.000,2023-10-16T09:24:47.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10033,720 WEST  180 STREET,WEST  180 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-16T00:00:00.000,12 MANHATTAN,MANHATTAN,1001652,248843,PHONE,Unspecified,MANHATTAN,40.84967441935099,-73.93709929802505,"{'latitude': '40.84967441935099', 'longitude': '-73.93709929802505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021760039,,,,,,
58835130,2023-09-16T11:51:34.000,2023-10-15T09:41:16.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10033,720 WEST  180 STREET,WEST  180 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-15T00:00:00.000,12 MANHATTAN,MANHATTAN,1001652,248843,PHONE,Unspecified,MANHATTAN,40.84967441935099,-73.93709929802505,"{'latitude': '40.84967441935099', 'longitude': '-73.93709929802505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021760039,,,,,,
58835568,2023-09-16T11:51:26.000,2023-09-18T07:16:12.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,11427,80-03 HOLLIS HILLS TERRACE,HOLLIS HILLS TERRACE,UNION TURNPIKE,BEND,UNION TURNPIKE,BEND,ADDRESS,QUEENS VILLAGE,HOLLIS HILLS TERRACE,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-18T07:16:12.000,11 QUEENS,QUEENS,1049777,206316,ONLINE,Unspecified,QUEENS,40.73272369918414,-73.7635636776169,"{'latitude': '40.73272369918414', 'longitude': '-73.7635636776169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4077810030,,,,,,
58829894,2023-09-16T11:51:21.000,2023-09-16T11:51:21.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),11377,45-22 48 STREET,48 STREET,GREENPOINT AVENUE,47 AVENUE,GREENPOINT AVENUE,47 AVENUE,ADDRESS,WOODSIDE,48 STREET,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-16T11:51:21.000,02 QUEENS,QUEENS,1007262,209795,PHONE,Unspecified,QUEENS,40.74248548003361,-73.91695539171634,"{'latitude': '40.74248548003361', 'longitude': '-73.91695539171634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4001510011,,,,,,
58831084,2023-09-16T11:51:15.000,2023-09-16T12:11:30.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Residential Building/House,10016,11 EAST   31 STREET,EAST   31 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,EAST   31 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T12:11:38.000,05 MANHATTAN,MANHATTAN,988367,211140,ONLINE,Unspecified,MANHATTAN,40.74620615004179,-73.98514193912169,"{'latitude': '40.74620615004179', 'longitude': '-73.98514193912169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1008610010,,,,,,
58836480,2023-09-16T11:50:50.000,2023-09-16T15:17:59.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11367,63-25 MAIN STREET,MAIN STREET,63 AVENUE,GRAVETT ROAD,63 AVENUE,GRAVETT ROAD,ADDRESS,FLUSHING,MAIN STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T15:18:03.000,08 QUEENS,QUEENS,1032762,208249,MOBILE,Unspecified,QUEENS,40.7381389855122,-73.82494353775654,"{'latitude': '40.7381389855122', 'longitude': '-73.82494353775654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4065070001,,,,,,
58826420,2023-09-16T11:50:50.000,2023-09-16T12:29:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10314,1788 FOREST HILL ROAD,FOREST HILL ROAD,STONE LANE,RUMSON ROAD,STONE LANE,RUMSON ROAD,ADDRESS,STATEN ISLAND,FOREST HILL ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T12:29:11.000,02 STATEN ISLAND,STATEN ISLAND,940190,149583,ONLINE,Unspecified,STATEN ISLAND,40.577137309936504,-74.15860806394075,"{'latitude': '40.577137309936504', 'longitude': '-74.15860806394075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5024507510,,,,,,
58830074,2023-09-16T11:50:41.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,11436,135 AVENUE,135 AVENUE,135 AVENUE,143 STREET,135 AVENUE,143 STREET,INTERSECTION,,,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T12:10:24.000,12 QUEENS,QUEENS,1040769,182832,PHONE,Unspecified,QUEENS,40.66832793744469,-73.79626354458001,"{'latitude': '40.66832793744469', 'longitude': '-73.79626354458001', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,"135 AVENUE AND 143 STREET, QUEENS, NY, 11436",,,,
58827554,2023-09-16T11:50:38.000,2023-09-20T14:09:31.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11217,348 DOUGLASS STREET,DOUGLASS STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,DOUGLASS STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-20T09:34:58.000,06 BROOKLYN,BROOKLYN,989444,186698,ONLINE,Unspecified,BROOKLYN,40.6791181204178,-73.98127395353531,"{'latitude': '40.6791181204178', 'longitude': '-73.98127395353531', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3009460011,,,,,,
58827454,2023-09-16T11:50:28.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,11215,346 4 AVENUE,4 AVENUE,3 STREET,5 STREET,3 STREET,5 STREET,ADDRESS,BROOKLYN,4 AVENUE,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-21T14:26:51.000,06 BROOKLYN,BROOKLYN,988154,184731,ONLINE,Unspecified,BROOKLYN,40.67371981217149,-73.98592595921656,"{'latitude': '40.67371981217149', 'longitude': '-73.98592595921656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3009800036,,"346 4 AVENUE, BROOKLYN, NY, 11215",,,,
58828092,2023-09-16T11:50:13.000,2023-09-16T12:05:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11217,86 FORT GREENE PLACE,FORT GREENE PLACE,DEKALB AVENUE,FULTON STREET,DEKALB AVENUE,FULTON STREET,ADDRESS,BROOKLYN,FORT GREENE PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T12:05:39.000,02 BROOKLYN,BROOKLYN,990716,189794,ONLINE,Unspecified,BROOKLYN,40.68761509668632,-73.97668501225495,"{'latitude': '40.68761509668632', 'longitude': '-73.97668501225495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3020970077,,,,,,
58831529,2023-09-16T11:49:40.000,2023-09-19T14:06:09.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11201,297 BALTIC STREET,BALTIC STREET,COURT STREET,SMITH STREET,COURT STREET,SMITH STREET,ADDRESS,BROOKLYN,BALTIC STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T11:08:36.000,06 BROOKLYN,BROOKLYN,986191,188951,ONLINE,Unspecified,BROOKLYN,40.68530340376568,-73.99300141944225,"{'latitude': '40.68530340376568', 'longitude': '-73.99300141944225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3003960062,,,,,,
58828790,2023-09-16T11:49:28.000,2023-10-08T08:00:34.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-07T21:02:08.000,Unspecified MANHATTAN,MANHATTAN,987202,209353,MOBILE,Unspecified,MANHATTAN,40.74130174724627,-73.98934715400475,"{'latitude': '40.74130174724627', 'longitude': '-73.98934715400475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,N,Platform,,R W Uptown & Queens
58836523,2023-09-16T11:49:19.000,2023-09-18T15:01:45.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,10462,1835 MULINER AVENUE,MULINER AVENUE,DELANCEY PLACE,RHINELANDER AVENUE,DELANCEY PLACE,RHINELANDER AVENUE,ADDRESS,BRONX,MULINER AVENUE,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-18T15:01:50.000,11 BRONX,BRONX,1022640,248085,UNKNOWN,Unspecified,BRONX,40.84752762644622,-73.86124118961112,"{'latitude': '40.84752762644622', 'longitude': '-73.86124118961112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2040550069,,,,,,
58829731,2023-09-16T11:48:59.000,2023-09-21T07:41:33.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10458,2302 WEBSTER AVENUE,WEBSTER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-21T00:00:00.000,06 BRONX,BRONX,1013172,251317,PHONE,Unspecified,BRONX,40.85643458923439,-73.8954488399989,"{'latitude': '40.85643458923439', 'longitude': '-73.8954488399989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2030317501,,,,,,
58829853,2023-09-16T11:48:56.000,2023-09-16T12:17:16.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10032,581 WEST  161 STREET,WEST  161 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  161 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T12:17:20.000,12 MANHATTAN,MANHATTAN,1000249,243933,PHONE,Unspecified,MANHATTAN,40.83620056229829,-73.94218224864659,"{'latitude': '40.83620056229829', 'longitude': '-73.94218224864659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021200001,,,,,,
58829787,2023-09-16T11:48:48.000,2023-10-05T21:17:13.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10452,1214 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,04 BRONX,BRONX,1005474,244285,PHONE,Unspecified,BRONX,40.83715568860275,-73.9232988537014,"{'latitude': '40.83715568860275', 'longitude': '-73.9232988537014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2025060022,,,,,,
58835099,2023-09-16T11:48:43.000,2023-10-10T10:34:15.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11238,15 QUINCY STREET,QUINCY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,02 BROOKLYN,BROOKLYN,995170,189142,PHONE,Unspecified,BROOKLYN,40.68582113165231,-73.96062591676832,"{'latitude': '40.68582113165231', 'longitude': '-73.96062591676832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3019690033,,,,,,
58832039,2023-09-16T11:48:43.000,2023-09-16T12:05:01.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11233,320 KINGSBOROUGH    3 WALK,KINGSBOROUGH    3 WALK,PACIFIC STREET,BERGEN STREET,PACIFIC STREET,BERGEN STREET,ADDRESS,BROOKLYN,KINGSBOROUGH    3 WALK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T12:05:09.000,08 BROOKLYN,BROOKLYN,1004842,185506,ONLINE,Unspecified,BROOKLYN,40.675823923542566,-73.9257628522692,"{'latitude': '40.675823923542566', 'longitude': '-73.9257628522692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3013440001,,,,,,
58833842,2023-09-16T11:48:43.000,2023-10-10T10:34:15.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11238,15 QUINCY STREET,QUINCY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,02 BROOKLYN,BROOKLYN,995170,189142,PHONE,Unspecified,BROOKLYN,40.68582113165231,-73.96062591676832,"{'latitude': '40.68582113165231', 'longitude': '-73.96062591676832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3019690033,,,,,,
58836437,2023-09-16T11:48:43.000,2023-10-10T10:34:15.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11238,15 QUINCY STREET,QUINCY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,02 BROOKLYN,BROOKLYN,995170,189142,PHONE,Unspecified,BROOKLYN,40.68582113165231,-73.96062591676832,"{'latitude': '40.68582113165231', 'longitude': '-73.96062591676832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3019690033,,,,,,
58829764,2023-09-16T11:48:39.000,2023-10-08T15:48:56.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10026,45 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,10 MANHATTAN,MANHATTAN,997404,230817,ONLINE,Unspecified,MANHATTAN,40.80020553118457,-73.9524893160472,"{'latitude': '40.80020553118457', 'longitude': '-73.9524893160472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018220015,,,,,,
58835131,2023-09-16T11:48:39.000,2023-10-08T15:48:56.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10026,45 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,10 MANHATTAN,MANHATTAN,997404,230817,ONLINE,Unspecified,MANHATTAN,40.80020553118457,-73.9524893160472,"{'latitude': '40.80020553118457', 'longitude': '-73.9524893160472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018220015,,,,,,
58826413,2023-09-16T11:48:24.000,2023-09-16T16:54:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,78-36 75 STREET,75 STREET,78 AVENUE,MYRTLE AVENUE,78 AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,75 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T16:54:50.000,05 QUEENS,QUEENS,1019187,195672,MOBILE,Unspecified,QUEENS,40.7036822338463,-73.87399438299964,"{'latitude': '40.7036822338463', 'longitude': '-73.87399438299964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4038240018,,,,,,
58829524,2023-09-16T11:47:26.000,2023-09-16T12:16:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10466,773 EAST  233 STREET,EAST  233 STREET,BYRON AVENUE,BARNES AVENUE,BYRON AVENUE,BARNES AVENUE,ADDRESS,BRONX,EAST  233 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T12:16:06.000,12 BRONX,BRONX,1024321,264534,ONLINE,Unspecified,BRONX,40.89266757255148,-73.85506693764022,"{'latitude': '40.89266757255148', 'longitude': '-73.85506693764022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2049970001,,,,,,
58831919,2023-09-16T11:47:12.000,2023-09-16T13:15:25.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11434,155-29 FOCH BOULEVARD,FOCH BOULEVARD,155 STREET,BARRON STREET,155 STREET,BARRON STREET,ADDRESS,JAMAICA,FOCH BOULEVARD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T13:15:27.000,12 QUEENS,QUEENS,1043149,187942,MOBILE,Unspecified,QUEENS,40.68233818169942,-73.78763963401315,"{'latitude': '40.68233818169942', 'longitude': '-73.78763963401315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4122260157,,,,,,
58833022,2023-09-16T11:47:00.000,2023-09-16T11:47:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,10001,402 WEST   34 STREET,WEST   34 STREET,9 AVE,DYER AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-16T11:47:00.000,04 MANHATTAN,MANHATTAN,985203,213792,PHONE,Unspecified,MANHATTAN,40.75348612803979,-73.99656029161564,"{'latitude': '40.75348612803979', 'longitude': '-73.99656029161564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1007310048,,,,,,
58835547,2023-09-16T11:46:44.000,2023-09-19T10:22:37.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,10470,4566 CARPENTER AVENUE,CARPENTER AVENUE,EAST  239 STREET,EAST  240 STREET,EAST  239 STREET,EAST  240 STREET,ADDRESS,BRONX,CARPENTER AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T10:22:42.000,12 BRONX,BRONX,1024431,268093,ONLINE,Unspecified,BRONX,40.902435376723794,-73.85464771888958,"{'latitude': '40.902435376723794', 'longitude': '-73.85464771888958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2050760044,,,,,,
58829183,2023-09-16T11:46:36.000,2023-09-16T12:33:35.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11226,240 CLARKSON AVENUE,CLARKSON AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,CLARKSON AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T12:33:37.000,17 BROOKLYN,BROOKLYN,997632,178028,PHONE,Unspecified,BROOKLYN,40.655312312580406,-73.95177078492631,"{'latitude': '40.655312312580406', 'longitude': '-73.95177078492631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050660023,,,,,,
58831339,2023-09-16T11:46:31.000,2023-09-22T16:10:25.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,10459,FREEMAN TRIANGLE,FREEMAN TRIANGLE,WEST FARMS ROAD,FREEMAN STREET,WEST FARMS ROAD,FREEMAN STREET,UNRECOGNIZED,BRONX,FREEMAN TRIANGLE,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-22T16:10:30.000,03 BRONX,BRONX,1015265,241442,ONLINE,Unspecified,BRONX,40.82932352047723,-73.88792845950056,"{'latitude': '40.82932352047723', 'longitude': '-73.88792845950056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2200599999,,,,,,
58833969,2023-09-16T11:46:22.000,2023-09-17T17:48:07.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,3+ Family Apartment Building,11225,224 STERLING STREET,STERLING STREET,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,STERLING STREET,Closed,,2023-09-17T17:48:07.000,09 BROOKLYN,BROOKLYN,997206,180817,ONLINE,Unspecified,BROOKLYN,40.66296813649731,-73.95330074546357,"{'latitude': '40.66296813649731', 'longitude': '-73.95330074546357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3013200008,,,,,,
58831884,2023-09-16T11:46:13.000,2023-09-16T12:00:47.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11236,1049 EAST   95 STREET,EAST   95 STREET,SMITHS LANE,GLENWOOD ROAD,SMITHS LANE,GLENWOOD ROAD,ADDRESS,BROOKLYN,EAST   95 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T12:00:52.000,18 BROOKLYN,BROOKLYN,1010714,174155,PHONE,Unspecified,BROOKLYN,40.644652341659274,-73.90463800454631,"{'latitude': '40.644652341659274', 'longitude': '-73.90463800454631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3081640021,,,,,,
58833934,2023-09-16T11:46:11.000,2023-09-16T12:17:35.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10032,566 WEST  161 STREET,WEST  161 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  161 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T12:17:37.000,12 MANHATTAN,MANHATTAN,1000322,243885,PHONE,Unspecified,MANHATTAN,40.8360686836654,-73.94191855376062,"{'latitude': '40.8360686836654', 'longitude': '-73.94191855376062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021190017,,,,,,
58835614,2023-09-16T11:46:00.000,2023-09-16T13:05:00.000,DOT,Department of Transportation,Street Light Condition,Fixture/Luminaire Hanging,,11423,,,,,JAMAICA AVENUE,193 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-16T13:05:00.000,12 QUEENS,QUEENS,1048836,199196,UNKNOWN,Unspecified,QUEENS,40.71318801257066,-73.76702732978129,"{'latitude': '40.71318801257066', 'longitude': '-73.76702732978129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
