unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,facility_type,due_date,road_ramp
58913559,2023-09-25T01:56:47.000,2023-09-25T02:01:29.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11224,2832 WEST   23 STREET,WEST   23 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T02:01:34.000,13 BROOKLYN,3070150015,BROOKLYN,986923,149719,ONLINE,Unspecified,BROOKLYN,40.577619686746154,-73.99037761720334,"{'latitude': '40.577619686746154', 'longitude': '-73.99037761720334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,WEST   23 STREET,,,,,,,
58913917,2023-09-25T01:56:18.000,2023-09-25T02:23:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11225,961 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-25T02:23:27.000,09 BROOKLYN,3011920014,BROOKLYN,994938,181922,PHONE,Unspecified,BROOKLYN,40.66600414447176,-73.96147388523079,"{'latitude': '40.66600414447176', 'longitude': '-73.96147388523079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MONTGOMERY STREET,FRANKLIN AVENUE SHUTTLE LINE,MONTGOMERY STREET,FRANKLIN AVENUE SHUTTLE LINE,WASHINGTON AVENUE,,,,,,,
58916326,2023-09-25T01:55:37.000,2023-09-25T03:59:22.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11212,329 EAST   91 STREET,EAST   91 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T03:59:28.000,17 BROOKLYN,3046460063,BROOKLYN,1005425,178769,PHONE,Unspecified,BROOKLYN,40.65733098839096,-73.92368221416402,"{'latitude': '40.65733098839096', 'longitude': '-73.92368221416402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CLARKSON AVENUE,LENOX ROAD,CLARKSON AVENUE,LENOX ROAD,EAST   91 STREET,,,,,,,
58910522,2023-09-25T01:55:00.000,2023-09-25T02:43:54.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11203,574 EAST   42 STREET,EAST   42 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T02:44:10.000,17 BROOKLYN,3049750014,BROOKLYN,1001739,172824,PHONE,Unspecified,BROOKLYN,40.641021304184555,-73.93698250459595,"{'latitude': '40.641021304184555', 'longitude': '-73.93698250459595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE D,FOSTER AVENUE,AVENUE D,FOSTER AVENUE,EAST   42 STREET,,,,,,,
58913055,2023-09-25T01:53:40.000,2023-09-25T02:38:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11235,2470 EAST   29 STREET,EAST   29 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T02:38:19.000,15 BROOKLYN,3074220934,BROOKLYN,1000530,155077,ONLINE,Unspecified,BROOKLYN,40.59231178387968,-73.94138164237455,"{'latitude': '40.59231178387968', 'longitude': '-73.94138164237455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE X,AVENUE Y,AVENUE X,AVENUE Y,EAST   29 STREET,,,,,,,
58913967,2023-09-25T01:52:25.000,2023-09-25T02:25:35.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-25T02:25:43.000,Unspecified MANHATTAN,,MANHATTAN,990496,217613,MOBILE,Unspecified,MANHATTAN,40.76397164061828,-73.97745246469351,"{'latitude': '40.76397164061828', 'longitude': '-73.97745246469351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,F,,Mezzanine,,,,
58915543,2023-09-25T01:52:20.000,2023-09-25T03:41:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10469,2500 BOUCK AVENUE,BOUCK AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T03:41:53.000,11 BRONX,2044680008,BRONX,1025703,253747,ONLINE,Unspecified,BRONX,40.86305425561366,-73.85013513172824,"{'latitude': '40.86305425561366', 'longitude': '-73.85013513172824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MACE AVENUE,GABRIEL DRIVE,MACE AVENUE,GABRIEL DRIVE,BOUCK AVENUE,,,,,,,
58915540,2023-09-25T01:51:55.000,2023-09-25T02:18:28.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10031,514 WEST  148 STREET,WEST  148 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T02:18:32.000,09 MANHATTAN,1020790042,MANHATTAN,998947,240738,ONLINE,Unspecified,MANHATTAN,40.827433469707145,-73.9468944608828,"{'latitude': '40.827433469707145', 'longitude': '-73.9468944608828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,WEST  148 STREET,,,,,,,
58913070,2023-09-25T01:51:48.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10036,340 WEST   47 STREET,WEST   47 STREET,ADDRESS,NEW YORK,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-25T13:53:29.000,04 MANHATTAN,1010370054,MANHATTAN,987376,216501,PHONE,Unspecified,MANHATTAN,40.760921140478935,-73.98871591951574,"{'latitude': '40.760921140478935', 'longitude': '-73.98871591951574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,WEST   47 STREET,,,,,,,
58916023,2023-09-25T01:51:46.000,2023-09-25T02:05:23.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10011,259 WEST   15 STREET,WEST   15 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T02:05:29.000,04 MANHATTAN,1007650005,MANHATTAN,984034,208852,ONLINE,Unspecified,MANHATTAN,40.73992711686724,-74.00077946045248,"{'latitude': '40.73992711686724', 'longitude': '-74.00077946045248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,WEST   15 STREET,,,,,,,
58914713,2023-09-25T01:50:34.000,2023-09-25T02:26:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,196 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-25T02:26:33.000,04 BROOKLYN,3032810035,BROOKLYN,1007718,195702,ONLINE,Unspecified,BROOKLYN,40.70380242665032,-73.91535894347922,"{'latitude': '40.70380242665032', 'longitude': '-73.91535894347922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HIMROD STREET,HARMAN STREET,HIMROD STREET,HARMAN STREET,ST NICHOLAS AVENUE,,,,,,,
58916585,2023-09-25T01:50:00.000,2023-09-25T16:14:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11354,,,INTERSECTION,QUEENS,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-25T16:14:00.000,07 QUEENS,,QUEENS,1032373,221503,PHONE,Unspecified,QUEENS,40.774519891042885,-73.8262523833337,"{'latitude': '40.774519891042885', 'longitude': '-73.8262523833337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,UNION STREET,26 AVENUE,,,,,,N/A,,
58923637,2023-09-25T01:50:00.000,2023-09-25T03:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10002,,,INTERSECTION,MANHATTAN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T03:30:00.000,03 MANHATTAN,,MANHATTAN,986493,197878,UNKNOWN,Unspecified,MANHATTAN,40.709805868775554,-73.99190953813475,"{'latitude': '40.709805868775554', 'longitude': '-73.99190953813475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,SOUTH STREET,PIKE SLIP,,,,,,N/A,,
58923341,2023-09-25T01:50:00.000,2023-09-25T16:14:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11221,535 VAN BUREN STREET,VAN BUREN STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-25T16:14:00.000,03 BROOKLYN,3016130001,BROOKLYN,1004359,191356,ONLINE,Unspecified,BROOKLYN,40.6918819439907,-73.9274866780833,"{'latitude': '40.6918819439907', 'longitude': '-73.9274866780833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PATCHEN AVE,BROADWAY,,,,,,,,N/A,,
58913057,2023-09-25T01:49:39.000,2023-09-25T02:18:08.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11206,707 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T02:18:12.000,03 BROOKLYN,3017617501,BROOKLYN,1000683,192435,ONLINE,Unspecified,BROOKLYN,40.69485113761075,-73.94073974634497,"{'latitude': '40.69485113761075', 'longitude': '-73.94073974634497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",THROOP AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE,MARCUS GARVEY BOULEVARD,WILLOUGHBY AVENUE,,,,,,,
58910300,2023-09-25T01:49:19.000,2023-09-25T02:06:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,460 EAST   21 STREET,EAST   21 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T02:06:20.000,14 BROOKLYN,3051630019,BROOKLYN,995737,173521,ONLINE,Unspecified,BROOKLYN,40.64294423726366,-73.95860810820945,"{'latitude': '40.64294423726366', 'longitude': '-73.95860810820945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORTELYOU ROAD,DORCHESTER ROAD,CORTELYOU ROAD,DORCHESTER ROAD,EAST   21 STREET,,,,,,,
58913921,2023-09-25T01:49:10.000,2023-09-25T02:09:45.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11435,90-12 143 STREET,143 STREET,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T02:09:51.000,12 QUEENS,4099790012,QUEENS,1036513,194882,ONLINE,Unspecified,QUEENS,40.70142850452478,-73.81151181429665,"{'latitude': '40.70142850452478', 'longitude': '-73.81151181429665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",90 AVENUE,91 AVENUE,90 AVENUE,91 AVENUE,143 STREET,,,,,,,
58914710,2023-09-25T01:49:00.000,2023-09-25T03:12:38.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10455,609 EAST  156 STREET,EAST  156 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T03:12:43.000,01 BRONX,2026187501,BRONX,1009198,237687,PHONE,Unspecified,BRONX,40.81903633770904,-73.9098652809337,"{'latitude': '40.81903633770904', 'longitude': '-73.9098652809337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST ANNS AVENUE,EAGLE AVENUE,ST ANNS AVENUE,EAGLE AVENUE,EAST  156 STREET,,,,,,,
58913061,2023-09-25T01:47:53.000,2023-09-25T02:54:49.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10452,1073 SUMMIT AVENUE,SUMMIT AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-25T02:54:56.000,04 BRONX,2025260076,BRONX,1003861,243545,ONLINE,Unspecified,BRONX,40.83512833259711,-73.92913021503848,"{'latitude': '40.83512833259711', 'longitude': '-73.92913021503848', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  165 STREET,WEST  166 STREET,WEST  165 STREET,WEST  166 STREET,SUMMIT AVENUE,,,,,,,
58914642,2023-09-25T01:47:42.000,2023-09-25T03:09:23.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,280 AVENUE W,AVENUE W,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T03:09:28.000,15 BROOKLYN,3071730012,BROOKLYN,991788,155109,PHONE,Unspecified,BROOKLYN,40.59241136333715,-73.97285836530705,"{'latitude': '40.59241136333715', 'longitude': '-73.97285836530705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MCDONALD AVENUE,STRYKER STREET,MCDONALD AVENUE,STRYKER STREET,AVENUE W,,,,,,,
58911055,2023-09-25T01:47:03.000,2023-09-25T02:06:54.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11224,2832 WEST   23 STREET,WEST   23 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T02:07:04.000,13 BROOKLYN,3070150015,BROOKLYN,986923,149719,ONLINE,Unspecified,BROOKLYN,40.577619686746154,-73.99037761720334,"{'latitude': '40.577619686746154', 'longitude': '-73.99037761720334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,WEST   23 STREET,,,,,,,
58915085,2023-09-25T01:46:29.000,2023-09-25T02:09:32.000,NYPD,New York City Police Department,Drinking,In Public,Street/Sidewalk,11435,90-12 143 STREET,143 STREET,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T02:09:35.000,12 QUEENS,4099790012,QUEENS,1036513,194882,ONLINE,Unspecified,QUEENS,40.70142850452478,-73.81151181429665,"{'latitude': '40.70142850452478', 'longitude': '-73.81151181429665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",90 AVENUE,91 AVENUE,90 AVENUE,91 AVENUE,143 STREET,,,,,,,
58914444,2023-09-25T01:46:18.000,2023-09-25T01:47:51.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,2320 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-25T01:47:54.000,12 MANHATTAN,1021320064,MANHATTAN,1002624,246935,MOBILE,Unspecified,MANHATTAN,40.84443555351244,-73.9335911682338,"{'latitude': '40.84443555351244', 'longitude': '-73.9335911682338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,AMSTERDAM AVENUE,,,,,,,
58911815,2023-09-25T01:46:10.000,2023-09-25T01:59:39.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10031,3379 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T01:59:49.000,09 MANHATTAN,1020020050,MANHATTAN,996926,238504,MOBILE,Unspecified,MANHATTAN,40.821304906492465,-73.95420127868046,"{'latitude': '40.821304906492465', 'longitude': '-73.95420127868046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HAMILTON PLACE,WEST  137 STREET,HAMILTON PLACE,WEST  137 STREET,BROADWAY,,,,,,,
58910736,2023-09-25T01:46:02.000,2023-09-26T12:08:36.000,DSNY,Department of Sanitation,Dumpster Complaint,Blocking Sidewalk or Street,Sidewalk,11232,4508 2 AVENUE,2 AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T11:51:36.000,07 BROOKLYN,3007350085,BROOKLYN,980247,176639,ONLINE,Unspecified,BROOKLYN,40.65150901745359,-74.01442613460242,"{'latitude': '40.65150901745359', 'longitude': '-74.01442613460242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45 STREET,46 STREET,45 STREET,46 STREET,2 AVENUE,,,,,,,
58915517,2023-09-25T01:45:35.000,2023-09-26T08:52:02.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10474,902 BRYANT AVENUE,BRYANT AVENUE,ADDRESS,BRONX,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-25T01:45:35.000,02 BRONX,2027610157,BRONX,1015540,238033,ONLINE,Unspecified,BRONX,40.81996582161291,-73.8869506558714,"{'latitude': '40.81996582161291', 'longitude': '-73.8869506558714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SENECA AVENUE,GARRISON AVENUE,SENECA AVENUE,GARRISON AVENUE,BRYANT AVENUE,,,,,,,
58910230,2023-09-25T01:45:00.000,2023-09-25T01:55:59.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11221,535 VAN BUREN STREET,VAN BUREN STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T01:56:08.000,03 BROOKLYN,3016130001,BROOKLYN,1004359,191356,ONLINE,Unspecified,BROOKLYN,40.6918819439907,-73.9274866780833,"{'latitude': '40.6918819439907', 'longitude': '-73.9274866780833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PATCHEN AVENUE,BROADWAY,PATCHEN AVENUE,BROADWAY,VAN BUREN STREET,,,,,,,
58913919,2023-09-25T01:44:02.000,2023-09-25T02:31:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2685 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T02:31:38.000,08 BRONX,2032480049,BRONX,1011647,255696,ONLINE,Unspecified,BRONX,40.86845847866191,-73.90094371099335,"{'latitude': '40.86845847866191', 'longitude': '-73.90094371099335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST KINGSBRIDGE ROAD,EAMES PLACE,WEST KINGSBRIDGE ROAD,EAMES PLACE,UNIVERSITY AVENUE,,,,,,,
58916563,2023-09-25T01:42:58.000,2023-09-25T05:31:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11370,70-21 31 AVENUE,31 AVENUE,ADDRESS,EAST ELMHURST,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T05:31:40.000,03 QUEENS,4011190042,QUEENS,1012807,215489,MOBILE,Unspecified,QUEENS,40.75809789480861,-73.89692069685016,"{'latitude': '40.75809789480861', 'longitude': '-73.89692069685016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",70 STREET,71 STREET,70 STREET,71 STREET,31 AVENUE,,,,,,,
58912230,2023-09-25T01:41:28.000,2023-09-25T02:21:37.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11417,105-34 86 STREET,86 STREET,ADDRESS,OZONE PARK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T02:21:42.000,10 QUEENS,4091460022,QUEENS,1025218,186780,MOBILE,Unspecified,QUEENS,40.679249912905156,-73.8522967760188,"{'latitude': '40.679249912905156', 'longitude': '-73.8522967760188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIBERTY AVENUE,106 AVENUE,LIBERTY AVENUE,106 AVENUE,86 STREET,,,,,,,
58917916,2023-09-25T01:41:03.000,2023-10-06T00:00:00.000,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,11232,4508 2 AVENUE,2 AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-10-06T00:00:00.000,07 BROOKLYN,3007350085,BROOKLYN,980247,176639,UNKNOWN,Unspecified,BROOKLYN,40.65150901745359,-74.01442613460242,"{'latitude': '40.65150901745359', 'longitude': '-74.01442613460242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58916109,2023-09-25T01:40:18.000,2023-09-25T01:41:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,2328 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-25T01:41:49.000,12 MANHATTAN,1021320058,MANHATTAN,1002658,246996,MOBILE,Unspecified,MANHATTAN,40.844602909761775,-73.93346811521417,"{'latitude': '40.844602909761775', 'longitude': '-73.93346811521417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,AMSTERDAM AVENUE,,,,,,,
58915542,2023-09-25T01:40:13.000,2023-09-25T02:13:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467,25 EAST MOSHOLU PARKWAY NORTH,EAST MOSHOLU PARKWAY NORTH,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T02:13:39.000,07 BRONX,2033260113,BRONX,1016484,259832,ONLINE,Unspecified,BRONX,40.87979417816743,-73.88343522736254,"{'latitude': '40.87979417816743', 'longitude': '-73.88343522736254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JEROME AVENUE,KOSSUTH AVENUE,JEROME AVENUE,KOSSUTH AVENUE,EAST MOSHOLU PARKWAY NORTH,,,,,,,
58913644,2023-09-25T01:38:53.000,2023-09-25T01:39:55.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,2316 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T01:39:58.000,12 MANHATTAN,1021320064,MANHATTAN,1002607,246904,MOBILE,Unspecified,MANHATTAN,40.84435050298375,-73.93365269588018,"{'latitude': '40.84435050298375', 'longitude': '-73.93365269588018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,AMSTERDAM AVENUE,,,,,,,
58916399,2023-09-25T01:38:02.000,2023-09-25T02:19:27.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11385,73-13 71 PLACE,71 PLACE,ADDRESS,RIDGEWOOD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T02:19:32.000,05 QUEENS,4037100015,QUEENS,1017810,194916,ONLINE,Unspecified,QUEENS,40.701612522788686,-73.87896450444237,"{'latitude': '40.701612522788686', 'longitude': '-73.87896450444237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MYRTLE AVENUE,DEAD END,MYRTLE AVENUE,DEAD END,71 PLACE,,,,,,,
58913843,2023-09-25T01:37:58.000,2023-09-25T12:16:03.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10465,1055 BRINSMADE AVENUE,BRINSMADE AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T12:16:07.000,10 BRONX,2055360011,BRONX,1030942,241674,ONLINE,Unspecified,BRONX,40.82989132878385,-73.83127870923988,"{'latitude': '40.82989132878385', 'longitude': '-73.83127870923988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BARKLEY AVENUE,BRUCKNER BOULEVARD,BARKLEY AVENUE,BRUCKNER BOULEVARD,BRINSMADE AVENUE,,,,,,,
58920363,2023-09-25T01:37:58.000,2023-09-25T20:42:45.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-25T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58913904,2023-09-25T01:36:33.000,2023-09-25T02:53:41.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10452,135 MARCY PLACE,MARCY PLACE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T02:53:51.000,04 BRONX,2028410082,BRONX,1007513,244582,MOBILE,Unspecified,BRONX,40.837965731380805,-73.9159291114916,"{'latitude': '40.837965731380805', 'longitude': '-73.9159291114916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WALTON AVENUE,GRAND CONCOURSE,WALTON AVENUE,GRAND CONCOURSE,MARCY PLACE,,,,,,,
58911717,2023-09-25T01:36:09.000,2023-09-25T02:01:04.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,1887 GREENE AVENUE,GREENE AVENUE,ADDRESS,RIDGEWOOD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T02:01:14.000,05 QUEENS,4034040048,QUEENS,1009079,196909,PHONE,Unspecified,QUEENS,40.707111641320445,-73.91044583439923,"{'latitude': '40.707111641320445', 'longitude': '-73.91044583439923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ONDERDONK AVENUE,WOODWARD AVENUE,ONDERDONK AVENUE,WOODWARD AVENUE,GREENE AVENUE,,,,,,,
