unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_company_borough,road_ramp
58940308,2023-09-27T07:35:18.000,2023-09-27T08:13:56.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10451,918 MORRIS AVENUE,MORRIS AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T08:14:21.000,04 BRONX,2024220004,BRONX,1007027,240561,ONLINE,Unspecified,BRONX,40.826930514672284,-73.91769913415006,"{'latitude': '40.826930514672284', 'longitude': '-73.91769913415006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  162 STREET,EAST  163 STREET,EAST  162 STREET,EAST  163 STREET,MORRIS AVENUE,,,,,,,,
58944845,2023-09-27T07:35:06.000,2023-09-27T09:08:41.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11226,546 EAST   17 STREET,EAST   17 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T09:08:26.000,14 BROOKLYN,3052020014,BROOKLYN,994860,171471,PHONE,Unspecified,BROOKLYN,40.63731852070355,-73.96177148553699,"{'latitude': '40.63731852070355', 'longitude': '-73.96177148553699', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DITMAS AVENUE,NEWKIRK AVENUE,DITMAS AVENUE,NEWKIRK AVENUE,EAST   17 STREET,,,,,,,,
58944864,2023-09-27T07:34:51.000,2023-09-27T07:57:30.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11234,1191 EAST   55 STREET,EAST   55 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T07:57:34.000,18 BROOKLYN,3078030033,BROOKLYN,1005635,167963,PHONE,Unspecified,BROOKLYN,40.627670346670065,-73.92295959669316,"{'latitude': '40.627670346670065', 'longitude': '-73.92295959669316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE J,AVENUE K,AVENUE J,AVENUE K,EAST   55 STREET,,,,,,,,
58944177,2023-09-27T07:34:50.000,2023-09-27T11:18:22.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11213,1181 EASTERN PARKWAY,EASTERN PARKWAY,ADDRESS,BROOKLYN,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-27T07:34:50.000,08 BROOKLYN,3013910053,BROOKLYN,1003841,182914,MOBILE,Unspecified,BROOKLYN,40.668711738936175,-73.92937913446335,"{'latitude': '40.668711738936175', 'longitude': '-73.92937913446335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UTICA AVENUE,ROCHESTER AVENUE,UTICA AVENUE,ROCHESTER AVENUE,EASTERN PARKWAY,,,,,,,,
58943613,2023-09-27T07:34:39.000,2023-09-27T08:11:08.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11203,358 LINDEN BOULEVARD,LINDEN BOULEVARD,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T08:11:16.000,17 BROOKLYN,3048700009,BROOKLYN,999203,177126,PHONE,Unspecified,BROOKLYN,40.652834006543074,-73.94611084499161,"{'latitude': '40.652834006543074', 'longitude': '-73.94611084499161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK AVENUE,EAST   34 STREET,NEW YORK AVENUE,EAST   34 STREET,LINDEN BOULEVARD,,,,,,,,
58940583,2023-09-27T07:34:38.000,2023-09-27T11:07:47.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10034,5099 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T11:07:19.000,12 MANHATTAN,1022430273,MANHATTAN,1007988,256672,MOBILE,Unspecified,MANHATTAN,40.87114789744609,-73.91416968401292,"{'latitude': '40.87114789744609', 'longitude': '-73.91416968401292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  216 STREET,WEST  218 STREET,WEST  216 STREET,WEST  218 STREET,BROADWAY,,,,,,,,
58936768,2023-09-27T07:34:35.000,2023-09-28T14:20:00.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10031,626 WEST  140 STREET,WEST  140 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T14:20:03.000,09 MANHATTAN,1020870078,MANHATTAN,996980,239403,MOBILE,Unspecified,MANHATTAN,40.823772329004264,-73.95400446977939,"{'latitude': '40.823772329004264', 'longitude': '-73.95400446977939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,WEST  140 STREET,,,,,,,,
58940647,2023-09-27T07:34:31.000,2023-09-27T11:09:34.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10016,20 EAST   40 STREET,EAST   40 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T11:09:37.000,05 MANHATTAN,1008690061,MANHATTAN,989662,213112,ONLINE,Unspecified,MANHATTAN,40.7516180954548,-73.98046675770735,"{'latitude': '40.7516180954548', 'longitude': '-73.98046675770735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,EAST   40 STREET,,,,,,,,
58945494,2023-09-27T07:34:04.000,2023-09-27T07:34:04.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11213,1181 EASTERN PARKWAY,EASTERN PARKWAY,ADDRESS,BROOKLYN,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-27T07:34:04.000,08 BROOKLYN,3013910053,BROOKLYN,1003841,182914,MOBILE,Unspecified,BROOKLYN,40.668711738936175,-73.92937913446335,"{'latitude': '40.668711738936175', 'longitude': '-73.92937913446335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UTICA AVENUE,ROCHESTER AVENUE,UTICA AVENUE,ROCHESTER AVENUE,EASTERN PARKWAY,,,,,,,,
58943505,2023-09-27T07:34:01.000,2023-09-27T07:57:56.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11101,1-35 57 AVENUE,57 AVENUE,ADDRESS,LONG ISLAND CITY,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T07:57:59.000,02 QUEENS,4000060130,QUEENS,994874,208546,MOBILE,Unspecified,QUEENS,40.73908084439183,-73.96166257902202,"{'latitude': '40.73908084439183', 'longitude': '-73.96166257902202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CENTER BOULEVARD,2 STREET,CENTER BOULEVARD,2 STREET,57 AVENUE,,,,,,,,
58937646,2023-09-27T07:33:53.000,2023-09-27T08:27:36.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T08:27:40.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,,,
58943125,2023-09-27T07:33:45.000,2023-09-27T12:21:31.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10027,265 WEST  123 STREET,WEST  123 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation cleaned the location.,2023-09-27T12:21:34.000,10 MANHATTAN,1019290001,MANHATTAN,997807,233807,MOBILE,Unspecified,MANHATTAN,40.80841164870328,-73.95102769065737,"{'latitude': '40.80841164870328', 'longitude': '-73.95102769065737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  123 STREET,,,,,,,,
58939782,2023-09-27T07:33:39.000,2023-09-28T01:10:35.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11419,104-29 117 STREET,117 STREET,ADDRESS,SOUTH RICHMOND HILL,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T01:10:41.000,10 QUEENS,4095710060,QUEENS,1032571,189113,ONLINE,Unspecified,QUEENS,40.685616369631525,-73.82577010770048,"{'latitude': '40.685616369631525', 'longitude': '-73.82577010770048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,117 STREET,,,,,,,,
58943526,2023-09-27T07:33:35.000,2023-09-27T10:38:56.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10459,984 FAILE STREET,FAILE STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T10:38:53.000,02 BRONX,2027470001,BRONX,1014851,239035,ONLINE,Unspecified,BRONX,40.82271844003442,-73.88943540943743,"{'latitude': '40.82271844003442', 'longitude': '-73.88943540943743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRUCKNER BOULEVARD,ALDUS STREET,BRUCKNER BOULEVARD,ALDUS STREET,FAILE STREET,,,,,,,,
58943092,2023-09-27T07:33:32.000,2023-09-27T09:45:37.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11205,LAFAYETTE AVENUE,LAFAYETTE AVENUE,INTERSECTION,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-27T09:45:35.000,02 BROOKLYN,,BROOKLYN,994009,190054,ONLINE,Unspecified,BROOKLYN,40.68832571866554,-73.96481079590191,"{'latitude': '40.68832571866554', 'longitude': '-73.96481079590191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LAFAYETTE AVENUE,ST JAMES PLACE,LAFAYETTE AVENUE,ST JAMES PLACE,,,,,,,,,
58943146,2023-09-27T07:33:18.000,2023-09-29T11:46:09.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11207,394 GLENMORE AVENUE,GLENMORE AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T12:44:21.000,05 BROOKLYN,3037210013,BROOKLYN,1013124,184552,MOBILE,Unspecified,BROOKLYN,40.67318227066431,-73.89590915158684,"{'latitude': '40.67318227066431', 'longitude': '-73.89590915158684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PENNSYLVANIA AVENUE,NEW JERSEY AVENUE,PENNSYLVANIA AVENUE,NEW JERSEY AVENUE,GLENMORE AVENUE,,,,,,,,
58936037,2023-09-27T07:33:03.000,2023-09-27T07:50:04.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,1373 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T07:50:08.000,03 BRONX,2029010001,BRONX,1010529,243376,ONLINE,Unspecified,BRONX,40.83464715254856,-73.90503422715659,"{'latitude': '40.83464715254856', 'longitude': '-73.90503422715659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,WASHINGTON AVENUE,,,,,,,,
58939860,2023-09-27T07:32:55.000,2023-09-27T07:37:44.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10003,124 EAST   14 STREET,EAST   14 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T07:37:48.000,03 MANHATTAN,1005590016,MANHATTAN,987467,206617,MOBILE,Unspecified,MANHATTAN,40.73379201199868,-73.98839216014102,"{'latitude': '40.73379201199868', 'longitude': '-73.98839216014102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",IRVING PLACE,3 AVENUE,IRVING PLACE,3 AVENUE,EAST   14 STREET,,,,,,,,
58944065,2023-09-27T07:32:48.000,2023-09-27T08:29:47.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T08:29:54.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,,,
58942807,2023-09-27T07:32:44.000,2023-09-27T08:30:37.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T08:30:44.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,,,
58938382,2023-09-27T07:32:41.000,2023-09-27T09:02:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10459,830 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T09:02:35.000,02 BRONX,2027320012,BRONX,1013155,236924,MOBILE,Unspecified,BRONX,40.81693005688337,-73.89557232028892,"{'latitude': '40.81693005688337', 'longitude': '-73.89557232028892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LONGWOOD AVENUE,INTERVALE AVENUE,LONGWOOD AVENUE,INTERVALE AVENUE,SOUTHERN BOULEVARD,,,,,,,,
58938036,2023-09-27T07:32:39.000,2023-09-27T11:10:10.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10018,40 WEST   40 STREET,WEST   40 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T11:10:15.000,05 MANHATTAN,1008410071,MANHATTAN,988713,213637,ONLINE,Unspecified,MANHATTAN,40.75305961738712,-73.98389158414331,"{'latitude': '40.75305961738712', 'longitude': '-73.98389158414331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,WEST   40 STREET,,,,,,,,
58938070,2023-09-27T07:32:28.000,2023-09-28T00:16:32.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11354,155-02 41 AVENUE,41 AVENUE,ADDRESS,FLUSHING,Closed,The Department of Sanitation cleaned the location.,2023-09-28T00:16:35.000,07 QUEENS,4053260042,QUEENS,1036856,217295,PHONE,Unspecified,QUEENS,40.76294450874656,-73.81009954108286,"{'latitude': '40.76294450874656', 'longitude': '-73.81009954108286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",155 STREET,156 STREET,155 STREET,156 STREET,41 AVENUE,,,,,,,,
58943570,2023-09-27T07:32:20.000,2023-10-03T00:00:00.000,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,11208,107 EUCLID AVENUE,EUCLID AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-03T00:00:00.000,05 BROOKLYN,3041170016,BROOKLYN,1018975,189198,UNKNOWN,Unspecified,BROOKLYN,40.68591345756761,-73.87479236695754,"{'latitude': '40.68591345756761', 'longitude': '-73.87479236695754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,,,
58938095,2023-09-27T07:32:18.000,2023-09-29T15:41:37.000,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11106,32-57 36 STREET,36 STREET,ADDRESS,ASTORIA,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T11:48:44.000,01 QUEENS,4006470015,QUEENS,1005933,216054,PHONE,Unspecified,QUEENS,40.75966820451066,-73.9217312391089,"{'latitude': '40.75966820451066', 'longitude': '-73.9217312391089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,34 AVENUE,BROADWAY,34 AVENUE,36 STREET,,,,,,,,
58937064,2023-09-27T07:32:18.000,2023-09-27T22:25:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11419,107-02 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,ADDRESS,SOUTH RICHMOND HILL,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-27T22:25:22.000,10 QUEENS,4095980008,QUEENS,1033309,188546,PHONE,Unspecified,QUEENS,40.68405602758122,-73.8231132539788,"{'latitude': '40.68405602758122', 'longitude': '-73.8231132539788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",107 AVENUE,109 AVENUE,107 AVENUE,109 AVENUE,LEFFERTS BOULEVARD,,,,,,,,
58938409,2023-09-27T07:32:15.000,2023-09-27T09:59:27.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10460,1028 EAST  179 STREET,EAST  179 STREET,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T09:59:30.000,06 BRONX,2031360101,BRONX,1017640,245976,ONLINE,Unspecified,BRONX,40.841759368741506,-73.87932392624207,"{'latitude': '40.841759368741506', 'longitude': '-73.87932392624207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRYANT AVENUE,BOSTON ROAD,BRYANT AVENUE,BOSTON ROAD,EAST  179 STREET,,,,,,,,
58941727,2023-09-27T07:32:13.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Passenger,Street,10456,1344 CLINTON AVENUE,CLINTON AVENUE,ADDRESS,BRONX,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-12T11:14:48.000,03 BRONX,2029340019,BRONX,1011931,242566,ONLINE,Unspecified,BRONX,40.83241965431895,-73.89997109454985,"{'latitude': '40.83241965431895', 'longitude': '-73.89997109454985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BOSTON ROAD,JEFFERSON PLACE,BOSTON ROAD,JEFFERSON PLACE,CLINTON AVENUE,,"1344 CLINTON AVENUE, BRONX, NY, 10456",,,,,BRONX,
58939533,2023-09-27T07:32:00.000,2023-09-29T00:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11103,37-18 BROADWAY,BROADWAY,ADDRESS,ASTORIA,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-29T00:00:00.000,01 QUEENS,4006550040,QUEENS,1006307,216034,ONLINE,Unspecified,QUEENS,40.75961238453051,-73.9203812839463,"{'latitude': '40.75961238453051', 'longitude': '-73.9203812839463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37 ST,38 ST,,,,N/A,,,,,,,
58939697,2023-09-27T07:31:57.000,2023-09-27T09:05:21.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,112 SCHERMERHORN STREET,SCHERMERHORN STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T09:05:25.000,02 BROOKLYN,3001690009,BROOKLYN,987264,190715,ONLINE,Unspecified,BROOKLYN,40.690144878704686,-73.98913176020059,"{'latitude': '40.690144878704686', 'longitude': '-73.98913176020059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BOERUM PLACE,SMITH STREET,BOERUM PLACE,SMITH STREET,SCHERMERHORN STREET,,,,,,,,
58940513,2023-09-27T07:31:56.000,2023-09-27T08:33:55.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11209,73 STREET,73 STREET,INTERSECTION,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T08:34:01.000,10 BROOKLYN,,BROOKLYN,975203,170301,MOBILE,Unspecified,BROOKLYN,40.6341088542003,-74.03259535655707,"{'latitude': '40.6341088542003', 'longitude': '-74.03259535655707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",73 STREET,COLONIAL ROAD,73 STREET,COLONIAL ROAD,,,,,,,,,
58944578,2023-09-27T07:31:30.000,2023-09-27T12:39:36.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,Waste Disposal,Food Establishment or Vendor,10024,2350 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Unspecified,The Department of Sanitation (DSNY) will help the business understand and comply with sanitation rules.,2023-09-27T07:31:38.000,07 MANHATTAN,1012330016,MANHATTAN,990689,226370,PHONE,Unspecified,MANHATTAN,40.788007164471,-73.97674735954031,"{'latitude': '40.788007164471', 'longitude': '-73.97674735954031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   85 STREET,WEST   86 STREET,WEST   85 STREET,WEST   86 STREET,BROADWAY,,,,,,,,
58940163,2023-09-27T07:30:52.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10314,436 NOME AVENUE,NOME AVENUE,ADDRESS,STATEN ISLAND,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-27T00:00:00.000,02 STATEN ISLAND,5024020025,STATEN ISLAND,938635,154193,ONLINE,Unspecified,STATEN ISLAND,40.58978295901945,-74.16423688536878,"{'latitude': '40.58978295901945', 'longitude': '-74.16423688536878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58944068,2023-09-27T07:30:51.000,2023-09-27T07:57:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10003,101 EAST EIGHTH STREET,EAST EIGHTH STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T07:57:24.000,02 MANHATTAN,,MANHATTAN,986312,205478,MOBILE,Unspecified,MANHATTAN,40.730666081262505,-73.99256007368979,"{'latitude': '40.730666081262505', 'longitude': '-73.99256007368979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MERCER STREET,BROADWAY,MERCER STREET,BROADWAY,EAST    8 STREET,,,,,,,,
58938424,2023-09-27T07:30:45.000,2023-09-27T07:52:46.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10306,995 FATHER CAPODANNO BOULEVARD,FATHER CAPODANNO BOULEVARD,ADDRESS,STATEN ISLAND,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-27T07:52:50.000,02 STATEN ISLAND,5038710032,STATEN ISLAND,959797,148012,MOBILE,Unspecified,STATEN ISLAND,40.57290098806617,-74.08802077944388,"{'latitude': '40.57290098806617', 'longitude': '-74.08802077944388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HUNTER AVENUE,MAPLETON AVENUE,HUNTER AVENUE,MAPLETON AVENUE,FATHER CAPODANNO BOULEVARD,,,,,,,,
58935893,2023-09-27T07:30:44.000,2023-09-27T07:38:36.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10001,111 WEST   25 STREET,WEST   25 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T07:38:39.000,04 MANHATTAN,1008010030,MANHATTAN,986330,210503,MOBILE,Unspecified,MANHATTAN,40.744458458344674,-73.99249357400932,"{'latitude': '40.744458458344674', 'longitude': '-73.99249357400932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,WEST   25 STREET,,,,,,,,
58938966,2023-09-27T07:30:31.000,2023-09-27T08:28:50.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T08:28:55.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,164 STREET,,,,,,,,
58940249,2023-09-27T07:30:27.000,2023-09-27T08:29:23.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T08:29:29.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,164 STREET,,,,,,,,
