unique_key,created_date,agency,agency_name,complaint_type,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,descriptor,facility_type,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,taxi_company_borough
58834435,2023-09-16T09:11:00.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11222,60 ANTHONY STREET,ANTHONY STREET,VANDERVOORT AVENUE,PORTER AVENUE,VANDERVOORT AVENUE,PORTER AVENUE,ADDRESS,BROOKLYN,ANTHONY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T09:17:12.000,01 BROOKLYN,3028190011,BROOKLYN,1001867,202879,ONLINE,Unspecified,BROOKLYN,40.723515157447764,-73.9364427112643,"{'latitude': '40.723515157447764', 'longitude': '-73.9364427112643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T09:17:07.000,Blocked Sidewalk,,,,,,,,
58830301,2023-09-16T09:11:00.000,DEP,Department of Environmental Protection,Noise,,10012,,,,,PRINCE STREET,LAFAYETTE STREET,INTERSECTION,MANHATTAN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-23T11:30:00.000,02 MANHATTAN,,MANHATTAN,985227,202935,ONLINE,Unspecified,MANHATTAN,40.72368635200795,-73.99647524407254,"{'latitude': '40.72368635200795', 'longitude': '-73.99647524407254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T11:30:00.000,Noise: Jack Hammering (NC2),N/A,,,,,,,
58830295,2023-09-16T09:11:00.000,DEP,Department of Environmental Protection,Noise,,11238,994 FULTON STREET,FULTON STREET,GRAND AVE,DOWNING ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-23T12:45:00.000,02 BROOKLYN,3020150010,BROOKLYN,995047,187842,ONLINE,Unspecified,BROOKLYN,40.682253079505266,-73.96107149909072,"{'latitude': '40.682253079505266', 'longitude': '-73.96107149909072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T12:45:00.000,Noise: Construction Before/After Hours (NM1),N/A,,,,,,,
58829884,2023-09-16T09:10:42.000,DPR,Department of Parks and Recreation,New Tree Request,Street,10029,310 EAST  109 STREET,EAST  109 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST  109 STREET,Closed,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-22T08:07:32.000,11 MANHATTAN,1016800048,MANHATTAN,1000722,227947,UNKNOWN,Unspecified,MANHATTAN,40.79232259962442,-73.94051213756619,"{'latitude': '40.79232259962442', 'longitude': '-73.94051213756619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T08:07:27.000,For One Address,,,,,,,,
58826444,2023-09-16T09:10:11.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11226,109 EAST   32 STREET,EAST   32 STREET,SNYDER AVENUE,TILDEN AVENUE,SNYDER AVENUE,TILDEN AVENUE,ADDRESS,BROOKLYN,EAST   32 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T10:24:31.000,17 BROOKLYN,3049030164,BROOKLYN,998859,175405,MOBILE,Unspecified,BROOKLYN,40.64811081047701,-73.9473543147448,"{'latitude': '40.64811081047701', 'longitude': '-73.9473543147448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T10:24:27.000,Blocked Hydrant,,,,,,,,
58835469,2023-09-16T09:10:08.000,DSNY,Department of Sanitation,Illegal Dumping,Sidewalk,11215,414 7 AVENUE,7 AVENUE,13 STREET,14 STREET,13 STREET,14 STREET,ADDRESS,BROOKLYN,7 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T03:44:23.000,06 BROOKLYN,3010367501,BROOKLYN,988739,181271,PHONE,Unspecified,BROOKLYN,40.664222607119235,-73.98381932021023,"{'latitude': '40.664222607119235', 'longitude': '-73.98381932021023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T15:38:25.000,Removal Request,,,,,,,,
58831209,2023-09-16T09:10:02.000,NYPD,New York City Police Department,Abandoned Vehicle,Street/Sidewalk,10462,978 SACKET AVENUE,SACKET AVENUE,RADCLIFF AVENUE,COLDEN AVENUE,RADCLIFF AVENUE,COLDEN AVENUE,ADDRESS,BRONX,SACKET AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T16:32:14.000,11 BRONX,2040620052,BRONX,1024728,246701,MOBILE,Unspecified,BRONX,40.84371963335118,-73.85370258218684,"{'latitude': '40.84371963335118', 'longitude': '-73.85370258218684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:32:10.000,With License Plate,,,,,,,,
58828604,2023-09-16T09:09:47.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Street,11364,210-02 RICHLAND AVENUE,RICHLAND AVENUE,210 STREET,211 STREET,210 STREET,211 STREET,ADDRESS,OAKLAND GARDENS,RICHLAND AVENUE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-11-16T11:24:03.000,11 QUEENS,4077670001,QUEENS,1050365,207156,ONLINE,Unspecified,QUEENS,40.73502490822155,-73.7614337958019,"{'latitude': '40.73502490822155', 'longitude': '-73.7614337958019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-16T11:23:59.000,Planted More Than 2 Years Ago,,,,,,,,
58832072,2023-09-16T09:09:46.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,10305,20 FATHER CAPODANNO BOULEVARD,FATHER CAPODANNO BOULEVARD,LILY POND AVENUE,ROBIN ROAD,LILY POND AVENUE,ROBIN ROAD,ADDRESS,STATEN ISLAND,FATHER CAPODANNO BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T09:48:40.000,02 STATEN ISLAND,5031250116,STATEN ISLAND,966982,156412,ONLINE,Unspecified,STATEN ISLAND,40.59597421974536,-74.06217919709624,"{'latitude': '40.59597421974536', 'longitude': '-74.06217919709624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T09:48:35.000,Banging/Pounding,,,,,,,,
58829804,2023-09-16T09:09:41.000,DOT,Department of Transportation,Street Condition,,11226,,,,,DITMAS AVENUE,EAST 15 STREET,INTERSECTION,BROOKLYN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-18T12:35:00.000,14 BROOKLYN,,BROOKLYN,994340,171390,UNKNOWN,Unspecified,BROOKLYN,40.63709680061482,-73.96364519998559,"{'latitude': '40.63709680061482', 'longitude': '-73.96364519998559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:35:00.000,Pothole,N/A,,,,,,,
58833054,2023-09-16T09:09:33.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11214,122 BAY   13 STREET,BAY   13 STREET,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,BAY   13 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T10:30:13.000,11 BROOKLYN,3063970060,BROOKLYN,981735,160467,MOBILE,Unspecified,BROOKLYN,40.60712083647698,-74.00905760814771,"{'latitude': '40.60712083647698', 'longitude': '-74.00905760814771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T10:30:08.000,Blocked Hydrant,,,,,,,,
58831929,2023-09-16T09:09:12.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Residential Building/House,11212,365 THATFORD AVENUE,THATFORD AVENUE,THATFORD AVENUE,OSBORN STREET,THATFORD AVENUE,OSBORN STREET,ADDRESS,BROOKLYN,THATFORD AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T11:55:01.000,16 BROOKLYN,3035900011,BROOKLYN,1010017,180240,PHONE,Unspecified,BROOKLYN,40.661356385690354,-73.90712636722496,"{'latitude': '40.661356385690354', 'longitude': '-73.90712636722496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:54:54.000,Trespassing,,,,,,,,
58826986,2023-09-16T09:08:51.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11101,11-25 46 ROAD,46 ROAD,11 STREET,21 STREET,11 STREET,21 STREET,ADDRESS,LONG ISLAND CITY,46 ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T09:52:43.000,02 QUEENS,4000550013,QUEENS,998168,210916,MOBILE,Unspecified,QUEENS,40.74558133205491,-73.94977105605933,"{'latitude': '40.74558133205491', 'longitude': '-73.94977105605933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T09:52:38.000,Loud Music/Party,,,,,,,,
58828403,2023-09-16T09:08:25.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10456,1480 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T09:37:25.000,03 BRONX,2029110001,BRONX,1010929,244302,ONLINE,Unspecified,BRONX,40.83718755388138,-73.90358504457679,"{'latitude': '40.83718755388138', 'longitude': '-73.90358504457679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T09:37:21.000,Loud Music/Party,,,,,,,,
58834324,2023-09-16T09:08:07.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,10462,978 SACKET AVENUE,SACKET AVENUE,RADCLIFF AVENUE,COLDEN AVENUE,RADCLIFF AVENUE,COLDEN AVENUE,ADDRESS,BRONX,SACKET AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T16:31:39.000,11 BRONX,2040620052,BRONX,1024728,246701,MOBILE,Unspecified,BRONX,40.84371963335118,-73.85370258218684,"{'latitude': '40.84371963335118', 'longitude': '-73.85370258218684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:31:35.000,License Plate Obscured,,,,,,,,
58831705,2023-09-16T09:08:00.000,DEP,Department of Environmental Protection,Water System,,10001,,,,,9 AVENUE,WEST 34 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-16T09:08:00.000,04 MANHATTAN,,MANHATTAN,985274,213756,PHONE,Unspecified,MANHATTAN,40.75338730923498,-73.99630403340966,"{'latitude': '40.75338730923498', 'longitude': '-73.99630403340966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T09:08:00.000,Possible Water Main Break (Use Comments) (WA1),,,,,,,,
58828799,2023-09-16T09:07:50.000,DSNY,Department of Sanitation,Dirty Condition,Sidewalk,11365,70-30 PARSONS BOULEVARD,PARSONS BOULEVARD,JEWEL AVENUE,71 AVENUE,JEWEL AVENUE,71 AVENUE,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Department of Sanitation cleaned the location.,2023-09-16T15:22:01.000,08 QUEENS,4067920001,QUEENS,1036669,205675,MOBILE,Unspecified,QUEENS,40.731051712529165,-73.81086515192234,"{'latitude': '40.731051712529165', 'longitude': '-73.81086515192234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T15:21:58.000,Trash,,,,,,,,
58836825,2023-09-16T09:07:45.000,DSNY,Department of Sanitation,Obstruction,Street,11412,115 ROAD,115 ROAD,REVEREND WALTER A JONES SR WAY,194 STREET,REVEREND WALTER A JONES SR WAY,194 STREET,BLOCKFACE,,,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-25T10:15:49.000,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,2023-09-25T10:15:45.000,Cone,,,,,,,,
58831447,2023-09-16T09:07:45.000,DHS,Department of Homeless Services,Encampment,Store/Commercial,10011,400 SIXTH AVENUE,SIXTH AVENUE,GREENWICH AVENUE,CHRISTOPHER STREET,GREENWICH AVENUE,CHRISTOPHER STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-24T13:44:57.000,02 MANHATTAN,1005720001,MANHATTAN,984391,206578,MOBILE,Unspecified,MANHATTAN,40.733685550509804,-73.99949123319853,"{'latitude': '40.733685550509804', 'longitude': '-73.99949123319853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-24T13:44:47.000,N/A,,,,,,,,
58835404,2023-09-16T09:07:45.000,NYPD,New York City Police Department,Encampment,Store/Commercial,10011,400 SIXTH AVENUE,SIXTH AVENUE,GREENWICH AVENUE,CHRISTOPHER STREET,GREENWICH AVENUE,CHRISTOPHER STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-16T09:19:07.000,02 MANHATTAN,1005720001,MANHATTAN,984391,206578,MOBILE,Unspecified,MANHATTAN,40.733685550509804,-73.99949123319853,"{'latitude': '40.733685550509804', 'longitude': '-73.99949123319853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T09:19:03.000,N/A,,,,,,,,
58827938,2023-09-16T09:07:40.000,NYPD,New York City Police Department,Blocked Driveway,Street/Sidewalk,11419,101-16 127 STREET,127 STREET,101 AVENUE,102 AVENUE,101 AVENUE,102 AVENUE,ADDRESS,SOUTH RICHMOND HILL,127 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T18:36:30.000,09 QUEENS,4094930016,QUEENS,1034420,191340,MOBILE,Unspecified,QUEENS,40.691718672577146,-73.81908664663251,"{'latitude': '40.691718672577146', 'longitude': '-73.81908664663251', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:36:25.000,Partial Access,,,,,,,,
58834569,2023-09-16T09:07:38.000,NYPD,New York City Police Department,Blocked Driveway,Street/Sidewalk,11226,343 EAST   31 STREET,EAST   31 STREET,CLARENDON ROAD,AVENUE D,CLARENDON ROAD,AVENUE D,ADDRESS,BROOKLYN,EAST   31 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T10:41:36.000,17 BROOKLYN,3049480070,BROOKLYN,998773,173277,PHONE,Unspecified,BROOKLYN,40.64227005181637,-73.94766880960071,"{'latitude': '40.64227005181637', 'longitude': '-73.94766880960071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T10:41:31.000,Partial Access,,,,,,,,
58835451,2023-09-16T09:07:36.000,DSNY,Department of Sanitation,Dirty Condition,Sidewalk,10030,324 WEST  137 STREET,WEST  137 STREET,FREDERICK DOUGLASS BOULEVARD,EDGECOMBE AVENUE,FREDERICK DOUGLASS BOULEVARD,EDGECOMBE AVENUE,ADDRESS,NEW YORK,WEST  137 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-19T06:54:02.000,10 MANHATTAN,1019600063,MANHATTAN,999019,237384,MOBILE,Unspecified,MANHATTAN,40.81822757122965,-73.94664168129123,"{'latitude': '40.81822757122965', 'longitude': '-73.94664168129123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T06:53:58.000,Trash,,,,,,,,
58828369,2023-09-16T09:07:26.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11101,11-25 46 ROAD,46 ROAD,11 STREET,21 STREET,11 STREET,21 STREET,ADDRESS,LONG ISLAND CITY,46 ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T09:52:40.000,02 QUEENS,4000550013,QUEENS,998168,210916,MOBILE,Unspecified,QUEENS,40.74558133205491,-73.94977105605933,"{'latitude': '40.74558133205491', 'longitude': '-73.94977105605933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T09:52:35.000,Loud Music/Party,,,,,,,,
58830116,2023-09-16T09:07:14.000,DSNY,Department of Sanitation,Illegal Dumping,Sidewalk,11433,164-04 TUSKEGEE AIRMEN WAY,TUSKEGEE AIRMEN WAY,164 STREET,165 STREET,164 STREET,165 STREET,ADDRESS,JAMAICA,SOUTH ROAD,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-18T10:18:53.000,12 QUEENS,4101630002,QUEENS,1041725,194494,MOBILE,Unspecified,QUEENS,40.70033122093962,-73.79271794737396,"{'latitude': '40.70033122093962', 'longitude': '-73.79271794737396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T10:19:06.000,Removal Request,,,,,,,,
58833235,2023-09-16T09:07:09.000,NYPD,New York City Police Department,Blocked Driveway,Street/Sidewalk,11377,52 AVENUE,52 AVENUE,52 AVENUE,69 PLACE,52 AVENUE,69 PLACE,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T12:21:55.000,05 QUEENS,,QUEENS,1013354,206548,PHONE,Unspecified,QUEENS,40.733555325348256,-73.8949849390158,"{'latitude': '40.733555325348256', 'longitude': '-73.8949849390158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T12:21:50.000,No Access,,,,,,,,
58827500,2023-09-16T09:06:48.000,DSNY,Department of Sanitation,Dirty Condition,Sidewalk,11367,155-30 JEWEL AVENUE,JEWEL AVENUE,KISSENA BOULEVARD,PARSONS BOULEVARD,KISSENA BOULEVARD,PARSONS BOULEVARD,ADDRESS,FLUSHING,JEWEL AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-16T15:21:13.000,08 QUEENS,4067920001,QUEENS,1036310,206095,MOBILE,Unspecified,QUEENS,40.732206627143746,-73.81215721889393,"{'latitude': '40.732206627143746', 'longitude': '-73.81215721889393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T15:21:10.000,Trash,,,,,,,,
58836786,2023-09-16T09:06:47.000,DSNY,Department of Sanitation,Obstruction,Sidewalk,10023,COLUMBUS AVENUE,COLUMBUS AVENUE,COLUMBUS AVENUE,WEST   67 STREET,COLUMBUS AVENUE,WEST   67 STREET,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T14:19:54.000,07 MANHATTAN,,MANHATTAN,989481,221349,ONLINE,Unspecified,MANHATTAN,40.77422664785725,-73.98111362151931,"{'latitude': '40.77422664785725', 'longitude': '-73.98111362151931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T14:19:49.000,Trash or Recycling,,,,,,,,
58830756,2023-09-16T09:06:47.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,11421,91-06 75 STREET,75 STREET,91 AVENUE,93 AVENUE,91 AVENUE,93 AVENUE,ADDRESS,WOODHAVEN,75 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T18:14:24.000,09 QUEENS,4089420020,QUEENS,1021637,189111,ONLINE,Unspecified,QUEENS,40.68566381874582,-73.8651945138814,"{'latitude': '40.68566381874582', 'longitude': '-73.8651945138814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:14:21.000,Loud Music/Party,,,,,,,,
58831730,2023-09-16T09:06:46.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,10032,518 WEST  161 STREET,WEST  161 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  161 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T09:26:17.000,12 MANHATTAN,1021190028,MANHATTAN,1000581,243741,ONLINE,Unspecified,MANHATTAN,40.83567297025425,-73.94098292315164,"{'latitude': '40.83567297025425', 'longitude': '-73.94098292315164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T09:26:13.000,Blocked Hydrant,,,,,,,,
58834988,2023-09-16T09:06:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11101,11-25 46 ROAD,46 ROAD,11 STREET,21 STREET,11 STREET,21 STREET,ADDRESS,LONG ISLAND CITY,46 ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T09:52:40.000,02 QUEENS,4000550013,QUEENS,998168,210916,MOBILE,Unspecified,QUEENS,40.74558133205491,-73.94977105605933,"{'latitude': '40.74558133205491', 'longitude': '-73.94977105605933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T09:52:36.000,Loud Music/Party,,,,,,,,
58833913,2023-09-16T09:06:29.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11385,81-43 WOODHAVEN BOULEVARD,WOODHAVEN BOULEVARD,81 ROAD,82 AVENUE,81 ROAD,82 AVENUE,ADDRESS,RIDGEWOOD,WOODHAVEN BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T11:26:09.000,06 QUEENS,4038790022,QUEENS,1024077,195911,PHONE,Unspecified,QUEENS,40.70431757368456,-73.85635646863922,"{'latitude': '40.70431757368456', 'longitude': '-73.85635646863922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:26:05.000,Blocked Bike Lane,,,,,,,,
58832400,2023-09-16T09:06:25.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10457,500 EAST  171 STREET,EAST  171 STREET,WASHINGTON AVENUE,3 AVENUE,WASHINGTON AVENUE,3 AVENUE,ADDRESS,BRONX,EAST  171 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T09:37:00.000,03 BRONX,2029110001,BRONX,1011114,244412,ONLINE,Unspecified,BRONX,40.83748891098481,-73.90291603500285,"{'latitude': '40.83748891098481', 'longitude': '-73.90291603500285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T09:36:56.000,Loud Music/Party,,,,,,,,
58833987,2023-09-16T09:06:11.000,DOHMH,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,11367,155-30 JEWEL AVENUE,JEWEL AVENUE,KISSENA BOULEVARD,PARSONS BOULEVARD,KISSENA BOULEVARD,PARSONS BOULEVARD,ADDRESS,FLUSHING,JEWEL AVENUE,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-16T09:06:11.000,08 QUEENS,4067920001,QUEENS,1036310,206095,MOBILE,Unspecified,QUEENS,40.732206627143746,-73.81215721889393,"{'latitude': '40.732206627143746', 'longitude': '-73.81215721889393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T09:06:11.000,Mouse Sighting,,,,,,,,
58832736,2023-09-16T09:06:10.000,DOT,Department of Transportation,Street Condition,Street,10025,250 WEST  100 STREET,WEST  100 STREET,BROADWAY,WEST END AVENUE,BROADWAY,WEST END AVENUE,ADDRESS,NEW YORK,WEST  100 STREET,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-27T09:22:31.000,07 MANHATTAN,1018710052,MANHATTAN,992366,229841,ONLINE,Unspecified,MANHATTAN,40.79753274105882,-73.97068715087872,"{'latitude': '40.79753274105882', 'longitude': '-73.97068715087872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T09:22:26.000,Blocked - Construction,,,,,,,,
58831468,2023-09-16T09:05:57.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Street,10459,1388 BRISTOW STREET,BRISTOW STREET,JENNINGS STREET,EAST  170 STREET,JENNINGS STREET,EAST  170 STREET,ADDRESS,BRONX,BRISTOW STREET,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-16T13:44:34.000,03 BRONX,2029640009,BRONX,1013295,242698,ONLINE,Unspecified,BRONX,40.83277757565423,-73.8950415356381,"{'latitude': '40.83277757565423', 'longitude': '-73.8950415356381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T13:44:32.000,Mattress or Box Spring Uncovered,,,,,,,,
58836280,2023-09-16T09:05:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10302,774 PORT RICHMOND AVENUE,PORT RICHMOND AVENUE,VAN RIPER STREET,VILLA AVENUE,VAN RIPER STREET,VILLA AVENUE,ADDRESS,STATEN ISLAND,PORT RICHMOND AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T09:38:22.000,01 STATEN ISLAND,5011400004,STATEN ISLAND,944106,167099,ONLINE,Unspecified,STATEN ISLAND,40.62523370543123,-74.14461529335965,"{'latitude': '40.62523370543123', 'longitude': '-74.14461529335965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T09:38:17.000,Loud Music/Party,,,,,,,,
58834197,2023-09-16T09:05:43.000,DSNY,Department of Sanitation,Missed Collection,Street,10452,1221 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,ANDERSON AVENUE,WEST  168 STREET,ANDERSON AVENUE,WEST  168 STREET,ADDRESS,BRONX,SHAKESPEARE AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-18T06:38:47.000,04 BRONX,2025100036,BRONX,1005479,244483,ONLINE,Unspecified,BRONX,40.83769912896827,-73.92328015757747,"{'latitude': '40.83769912896827', 'longitude': '-73.92328015757747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T16:38:04.000,Recycling - Metal/Glass/Rigid Plastic,,,,,,,,
