unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,road_ramp,bridge_highway_segment,facility_type,bridge_highway_direction,due_date
58903044,2023-09-23T12:41:13.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11104,44 STREET,44 STREET,44 STREET,QUEENS BOULEVARD,44 STREET,QUEENS BOULEVARD,INTERSECTION,QUEENS,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-23T15:08:04.000,02 QUEENS,,QUEENS,1006264,210118,MOBILE,Unspecified,QUEENS,40.74337457464539,-73.92055586737139,"{'latitude': '40.74337457464539', 'longitude': '-73.92055586737139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903234,2023-09-23T12:40:57.000,2023-10-06T09:47:25.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11219,1249 44 STREET,44 STREET,12 AVENUE,13 AVENUE,12 AVENUE,13 AVENUE,ADDRESS,BROOKLYN,44 STREET,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-10-06T09:47:29.000,12 BROOKLYN,3056040050,BROOKLYN,986938,171901,PHONE,Unspecified,BROOKLYN,40.63850472570199,-73.990314790718,"{'latitude': '40.63850472570199', 'longitude': '-73.990314790718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903326,2023-09-23T12:40:18.000,2023-09-25T12:30:34.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Sidewalk,11356,23 AVENUE,23 AVENUE,23 AVENUE,123 STREET,23 AVENUE,123 STREET,INTERSECTION,,,Closed,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,2023-09-25T12:30:37.000,07 QUEENS,,QUEENS,1027124,222982,ONLINE,Unspecified,QUEENS,40.77860636841352,-73.84519436724977,"{'latitude': '40.77860636841352', 'longitude': '-73.84519436724977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904469,2023-09-23T12:39:52.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11228,1529 71 STREET,71 STREET,15 AVENUE,NEW UTRECHT AVENUE,15 AVENUE,NEW UTRECHT AVENUE,ADDRESS,BROOKLYN,71 STREET,In Progress,,,11 BROOKLYN,3061690037,BROOKLYN,984284,164964,ONLINE,Unspecified,BROOKLYN,40.61946453068187,-73.99987752857795,"{'latitude': '40.61946453068187', 'longitude': '-73.99987752857795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903204,2023-09-23T12:39:51.000,2023-09-23T13:05:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T13:05:32.000,10 MANHATTAN,1020260029,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904730,2023-09-23T12:39:20.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11414,164-22 89 STREET,89 STREET,164 AVENUE,165 AVENUE,164 AVENUE,165 AVENUE,ADDRESS,HOWARD BEACH,89 STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-04T11:50:29.000,10 QUEENS,4140820017,QUEENS,1028250,176038,PHONE,Unspecified,QUEENS,40.649751001225106,-73.84143553816347,"{'latitude': '40.649751001225106', 'longitude': '-73.84143553816347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904250,2023-09-23T12:38:56.000,2023-09-23T17:05:12.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11414,162-01 CROSSBAY BOULEVARD,CROSSBAY BOULEVARD,162 AVENUE,163 AVENUE,162 AVENUE,163 AVENUE,ADDRESS,HOWARD BEACH,CROSS BAY BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T17:05:16.000,10 QUEENS,4141950001,QUEENS,1029045,177551,PHONE,Unspecified,QUEENS,40.65389986420804,-73.838560524341,"{'latitude': '40.65389986420804', 'longitude': '-73.838560524341', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903482,2023-09-23T12:38:51.000,2023-09-28T08:41:10.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11364,53-33 CLEARVIEW EXPRESSWAY SR EAST,CLEARVIEW EXPRESSWAY SR EAST,53 AVENUE,56 AVENUE,53 AVENUE,56 AVENUE,ADDRESS,OAKLAND GARDENS,CLEARVIEW EXPRESSWAY SR EAST,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-28T08:41:12.000,11 QUEENS,4074140043,QUEENS,1046972,212508,ONLINE,Unspecified,QUEENS,40.74973947707908,-73.77362697212459,"{'latitude': '40.74973947707908', 'longitude': '-73.77362697212459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904258,2023-09-23T12:38:41.000,2023-09-23T13:30:29.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10017,301 EAST   47 STREET,EAST   47 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   47 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T13:30:32.000,06 MANHATTAN,1013400001,MANHATTAN,992631,213598,MOBILE,Unspecified,MANHATTAN,40.75294972668894,-73.96975029968496,"{'latitude': '40.75294972668894', 'longitude': '-73.96975029968496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904570,2023-09-23T12:38:30.000,2023-09-25T12:38:00.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Sidewalk,11356,23-15 126 STREET,126 STREET,23 AVENUE,25 AVENUE,23 AVENUE,25 AVENUE,ADDRESS,COLLEGE POINT,126 STREET,Closed,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,2023-09-25T12:38:06.000,07 QUEENS,4042300023,QUEENS,1027873,222867,ONLINE,Unspecified,QUEENS,40.77828705942275,-73.84249069695784,"{'latitude': '40.77828705942275', 'longitude': '-73.84249069695784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904321,2023-09-23T12:37:55.000,2023-09-23T13:29:48.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11370,21-30 81 STREET,81 STREET,21 AVENUE,DITMARS BOULEVARD,21 AVENUE,DITMARS BOULEVARD,ADDRESS,EAST ELMHURST,81 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-23T13:29:52.000,01 QUEENS,4009760020,QUEENS,1015015,219920,MOBILE,Unspecified,QUEENS,40.77025242966094,-73.88893043182259,"{'latitude': '40.77025242966094', 'longitude': '-73.88893043182259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904668,2023-09-23T12:37:47.000,2023-09-23T13:07:29.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11209,317 100 STREET,100 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,100 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T13:07:33.000,10 BROOKLYN,3061340038,BROOKLYN,974562,162778,ONLINE,Unspecified,BROOKLYN,40.613459117286446,-74.03489401258018,"{'latitude': '40.613459117286446', 'longitude': '-74.03489401258018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903939,2023-09-23T12:37:26.000,2023-09-23T12:45:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1460 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T12:44:56.000,03 BRONX,2029110001,BRONX,1010863,244145,ONLINE,Unspecified,BRONX,40.83675683376762,-73.90382418403077,"{'latitude': '40.83675683376762', 'longitude': '-73.90382418403077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58902985,2023-09-23T12:37:21.000,2023-09-23T13:11:51.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11215,535 3 STREET,3 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,3 STREET,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-09-23T13:11:57.000,06 BROOKLYN,3010780059,BROOKLYN,990520,183362,PHONE,Unspecified,BROOKLYN,40.66996085449978,-73.97739772975073,"{'latitude': '40.66996085449978', 'longitude': '-73.97739772975073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58902982,2023-09-23T12:37:14.000,2023-09-23T18:57:44.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11420,133-40 123 STREET,123 STREET,133 AVENUE,135 AVENUE,133 AVENUE,135 AVENUE,ADDRESS,SOUTH OZONE PARK,123 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T18:57:49.000,10 QUEENS,4117440058,QUEENS,1035339,183870,PHONE,Unspecified,QUEENS,40.67121000857289,-73.8158293701088,"{'latitude': '40.67121000857289', 'longitude': '-73.8158293701088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58907793,2023-09-23T12:37:00.000,2023-10-04T11:35:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11427,,,,,HILLSIDE AVENUE,212 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-04T11:35:00.000,13 QUEENS,,QUEENS,1052410,203397,UNKNOWN,Unspecified,QUEENS,40.7246918900282,-73.75409283063345,"{'latitude': '40.7246918900282', 'longitude': '-73.75409283063345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,
58904235,2023-09-23T12:36:33.000,2023-10-04T15:44:06.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11372,86-10 34 AVENUE,34 AVENUE,86 STREET,87 STREET,86 STREET,87 STREET,ADDRESS,JACKSON HEIGHTS,34 AVENUE,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-04T15:44:10.000,03 QUEENS,4014470001,QUEENS,1017189,214051,PHONE,Unspecified,QUEENS,40.754135715655934,-73.88111049937491,"{'latitude': '40.754135715655934', 'longitude': '-73.88111049937491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904024,2023-09-23T12:36:32.000,2023-10-16T13:47:12.000,DOT,Department of Transportation,Street Sign - Missing,St Name - Attached to Pole,Street,11212,MOTHER GASTON BOULEVARD,MOTHER GASTON BOULEVARD,MOTHER GASTON BOULEVARD,SUTTER AVENUE,MOTHER GASTON BOULEVARD,SUTTER AVENUE,INTERSECTION,,,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-16T13:47:15.000,16 BROOKLYN,,BROOKLYN,1010229,182554,ONLINE,Unspecified,BROOKLYN,40.66770717954865,-73.90635332626901,"{'latitude': '40.66770717954865', 'longitude': '-73.90635332626901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903268,2023-09-23T12:36:28.000,2023-09-23T13:17:42.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,903 DREW STREET,DREW STREET,BEND,STANLEY AVENUE,BEND,STANLEY AVENUE,ADDRESS,BROOKLYN,DREW STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T13:17:47.000,05 BROOKLYN,3045167501,BROOKLYN,1023020,182309,ONLINE,Unspecified,BROOKLYN,40.66698793707663,-73.86024699798972,"{'latitude': '40.66698793707663', 'longitude': '-73.86024699798972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903399,2023-09-23T12:36:22.000,2023-10-02T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10029,172 EAST  110 STREET,EAST  110 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The City inspected the property for cleaning, but no graffiti was found.",2023-10-03T09:56:47.000,11 MANHATTAN,1016370141,MANHATTAN,999919,228695,UNKNOWN,Unspecified,MANHATTAN,40.794377117384236,-73.94341038877927,"{'latitude': '40.794377117384236', 'longitude': '-73.94341038877927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,2023-10-23T12:36:22.000
58903124,2023-09-23T12:35:51.000,2023-09-23T12:38:56.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10019,857 NINTH AVENUE,NINTH AVENUE,WEST   55 STREET,WEST   56 STREET,WEST   55 STREET,WEST   56 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T12:39:01.000,04 MANHATTAN,1010650034,MANHATTAN,988033,218739,MOBILE,Unspecified,MANHATTAN,40.767063616485785,-73.98634305387702,"{'latitude': '40.767063616485785', 'longitude': '-73.98634305387702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904013,2023-09-23T12:35:40.000,2023-09-23T13:16:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10302,550 PORT RICHMOND AVENUE,PORT RICHMOND AVENUE,WALKER STREET,BEEKMAN STREET,WALKER STREET,BEEKMAN STREET,ADDRESS,STATEN ISLAND,PORT RICHMOND AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T13:16:28.000,01 STATEN ISLAND,5011320092,STATEN ISLAND,945186,168675,MOBILE,Unspecified,STATEN ISLAND,40.62956431649617,-74.14073381472622,"{'latitude': '40.62956431649617', 'longitude': '-74.14073381472622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903485,2023-09-23T12:35:31.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11228,1529 71 STREET,71 STREET,15 AVENUE,NEW UTRECHT AVENUE,15 AVENUE,NEW UTRECHT AVENUE,ADDRESS,BROOKLYN,71 STREET,In Progress,,,11 BROOKLYN,3061690037,BROOKLYN,984284,164964,ONLINE,Unspecified,BROOKLYN,40.61946453068187,-73.99987752857795,"{'latitude': '40.61946453068187', 'longitude': '-73.99987752857795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58906764,2023-09-23T12:35:00.000,2023-10-03T10:00:00.000,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),,11226,481 EAST   18 STREET,EAST   18 STREET,DORCHESTER RD,DITMAS AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,2023-10-03T10:00:00.000,14 BROOKLYN,3051820065,BROOKLYN,995033,172201,PHONE,Unspecified,BROOKLYN,40.639322005705154,-73.9611469888383,"{'latitude': '40.639322005705154', 'longitude': '-73.9611469888383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903088,2023-09-23T12:34:58.000,2023-09-23T13:05:53.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11205,382 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,BEDFORD AVENUE,SPENCER STREET,BEDFORD AVENUE,SPENCER STREET,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T13:05:57.000,03 BROOKLYN,3017627502,BROOKLYN,996645,191774,MOBILE,Unspecified,BROOKLYN,40.693043422677505,-73.9553026894071,"{'latitude': '40.693043422677505', 'longitude': '-73.9553026894071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904109,2023-09-23T12:34:37.000,2023-09-23T12:58:55.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11235,2828 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,KATHLEEN PLACE,AVENUE Z,KATHLEEN PLACE,AVENUE Z,ADDRESS,BROOKLYN,CONEY ISLAND AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T12:58:59.000,13 BROOKLYN,3072240100,BROOKLYN,995253,153364,PHONE,Unspecified,BROOKLYN,40.58761806364197,-73.96038498585294,"{'latitude': '40.58761806364197', 'longitude': '-73.96038498585294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903293,2023-09-23T12:34:35.000,2023-10-04T08:00:45.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-03T20:59:58.000,Unspecified MANHATTAN,,MANHATTAN,997305,222022,MOBILE,Unspecified,MANHATTAN,40.77606576326383,-73.95286398573538,"{'latitude': '40.77606576326383', 'longitude': '-73.95286398573538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,Q,E 83 St & 2 Av,Entrance,,,
58903045,2023-09-23T12:34:30.000,2023-09-26T12:25:10.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11207,2795 FULTON STREET,FULTON STREET,VAN SICLEN AVENUE,HENDRIX STREET,VAN SICLEN AVENUE,HENDRIX STREET,ADDRESS,BROOKLYN,FULTON STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-26T12:25:17.000,05 BROOKLYN,3039330055,BROOKLYN,1014381,186340,MOBILE,Unspecified,BROOKLYN,40.67808573493005,-73.89136967428414,"{'latitude': '40.67808573493005', 'longitude': '-73.89136967428414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904238,2023-09-23T12:34:02.000,2023-09-23T12:34:02.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10009,433 EAST    9 STREET,EAST    9 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST    9 STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-23T12:34:02.000,03 MANHATTAN,1004370036,MANHATTAN,988892,204331,ONLINE,Unspecified,MANHATTAN,40.72751686877051,-73.9832519369437,"{'latitude': '40.72751686877051', 'longitude': '-73.9832519369437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903233,2023-09-23T12:33:58.000,2023-09-23T13:52:30.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11233,202 DECATUR STREET,DECATUR STREET,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,ADDRESS,BROOKLYN,DECATUR STREET,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-23T13:52:34.000,03 BROOKLYN,3016790033,BROOKLYN,1002138,187462,MOBILE,Unspecified,BROOKLYN,40.68119857638015,-73.93550596897619,"{'latitude': '40.68119857638015', 'longitude': '-73.93550596897619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904023,2023-09-23T12:33:31.000,2023-09-27T13:36:15.000,DOT,Department of Transportation,Street Sign - Damaged,Stop,Street,11207,BARBEY STREET,BARBEY STREET,BARBEY STREET,GLENMORE AVENUE,BARBEY STREET,GLENMORE AVENUE,INTERSECTION,,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-27T13:36:21.000,05 BROOKLYN,,BROOKLYN,1015335,184993,ONLINE,Unspecified,BROOKLYN,40.67438522810085,-73.88793646512441,"{'latitude': '40.67438522810085', 'longitude': '-73.88793646512441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905918,2023-09-23T12:32:47.000,2023-09-27T02:02:10.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11203,530 EAST   56 STREET,EAST   56 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-27T00:00:00.000,17 BROOKLYN,3047760027,BROOKLYN,1005422,173799,PHONE,Unspecified,BROOKLYN,40.643689430579094,-73.92370862728106,"{'latitude': '40.643689430579094', 'longitude': '-73.92370862728106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905903,2023-09-23T12:32:47.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10451,890 COURTLANDT AVENUE,COURTLANDT AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-23T00:00:00.000,03 BRONX,2024080001,BRONX,1007719,239822,PHONE,Unspecified,BRONX,40.82490035934692,-73.9152012948009,"{'latitude': '40.82490035934692', 'longitude': '-73.9152012948009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58909204,2023-09-23T12:32:47.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10451,890 COURTLANDT AVENUE,COURTLANDT AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-23T00:00:00.000,03 BRONX,2024080001,BRONX,1007719,239822,PHONE,Unspecified,BRONX,40.82490035934692,-73.9152012948009,"{'latitude': '40.82490035934692', 'longitude': '-73.9152012948009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58908126,2023-09-23T12:32:47.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10451,890 COURTLANDT AVENUE,COURTLANDT AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-23T00:00:00.000,03 BRONX,2024080001,BRONX,1007719,239822,PHONE,Unspecified,BRONX,40.82490035934692,-73.9152012948009,"{'latitude': '40.82490035934692', 'longitude': '-73.9152012948009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58906522,2023-09-23T12:32:47.000,,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10451,890 COURTLANDT AVENUE,COURTLANDT AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-23T00:00:00.000,03 BRONX,2024080001,BRONX,1007719,239822,PHONE,Unspecified,BRONX,40.82490035934692,-73.9152012948009,"{'latitude': '40.82490035934692', 'longitude': '-73.9152012948009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58909201,2023-09-23T12:32:47.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10451,890 COURTLANDT AVENUE,COURTLANDT AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-23T00:00:00.000,03 BRONX,2024080001,BRONX,1007719,239822,PHONE,Unspecified,BRONX,40.82490035934692,-73.9152012948009,"{'latitude': '40.82490035934692', 'longitude': '-73.9152012948009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904423,2023-09-23T12:32:42.000,2023-09-23T13:01:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11225,961 WASHINGTON AVENUE,WASHINGTON AVENUE,MONTGOMERY STREET,FRANKLIN AVENUE SHUTTLE LINE,MONTGOMERY STREET,FRANKLIN AVENUE SHUTTLE LINE,ADDRESS,BROOKLYN,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T13:02:02.000,09 BROOKLYN,3011920014,BROOKLYN,994938,181922,ONLINE,Unspecified,BROOKLYN,40.66600414447176,-73.96147388523079,"{'latitude': '40.66600414447176', 'longitude': '-73.96147388523079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904800,2023-09-23T12:32:37.000,2023-09-25T13:03:03.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10304,93 TARGEE STREET,TARGEE STREET,PURROY PLACE,BROAD STREET,PURROY PLACE,BROAD STREET,ADDRESS,STATEN ISLAND,TARGEE STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T10:34:12.000,01 STATEN ISLAND,5005430033,STATEN ISLAND,961053,166855,ONLINE,Unspecified,STATEN ISLAND,40.62462456118136,-74.08356440136751,"{'latitude': '40.62462456118136', 'longitude': '-74.08356440136751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
