unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,due_date
58856539,2023-09-19T15:11:38.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Insects / Pests,Mobile Food Vendor,11201,7 EVERIT STREET,EVERIT STREET,OLD FULTON STREET,COLUMBIA HEIGHTS,OLD FULTON STREET,COLUMBIA HEIGHTS,ADDRESS,BROOKLYN,EVERIT STREET,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-20T07:55:55.000,02 BROOKLYN,3002010004,BROOKLYN,985826,195229,MOBILE,Unspecified,BROOKLYN,40.70253513253691,-73.99431601548454,"{'latitude': '40.70253513253691', 'longitude': '-73.99431601548454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58860595,2023-09-19T15:11:22.000,2023-09-28T16:07:00.000,DOT,Department of Transportation,Street Sign - Damaged,St Name - Attached to Pole,Street,11367,77 ROAD,77 ROAD,77 ROAD,MAIN STREET,77 ROAD,MAIN STREET,INTERSECTION,,,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction. It has been referred to the Department of Parks and Recreation.,2023-09-28T16:07:03.000,08 QUEENS,,QUEENS,1034514,201894,ONLINE,Unspecified,QUEENS,40.72068631748213,-73.81866890135416,"{'latitude': '40.72068631748213', 'longitude': '-73.81866890135416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58855495,2023-09-19T15:11:07.000,2023-09-19T16:34:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11226,123 LINDEN BOULEVARD,LINDEN BOULEVARD,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T16:34:03.000,17 BROOKLYN,3050840084,BROOKLYN,996951,176972,MOBILE,Unspecified,BROOKLYN,40.6524148264688,-73.95422712196176,"{'latitude': '40.6524148264688', 'longitude': '-73.95422712196176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859164,2023-09-19T15:11:05.000,2023-10-25T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11411,119-33 237 STREET,237 STREET,,,,,ADDRESS,CAMBRIA HEIGHTS,,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-10-25T00:00:00.000,13 QUEENS,4127970045,QUEENS,1059873,189589,UNKNOWN,Unspecified,QUEENS,40.686731716748234,-73.72732310749738,"{'latitude': '40.686731716748234', 'longitude': '-73.72732310749738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856301,2023-09-19T15:11:00.000,2023-10-03T21:02:13.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10456,1277 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,04 BRONX,2024500036,BRONX,1008303,243507,PHONE,Unspecified,BRONX,40.83501305268133,-73.91307796247919,"{'latitude': '40.83501305268133', 'longitude': '-73.91307796247919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857694,2023-09-19T15:11:00.000,2023-11-20T10:50:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11206,,,,,MARCUS GARVEY BOULEVARD,MYRTLE AVENUE,INTERSECTION,BROOKLYN,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-11-20T10:50:00.000,03 BROOKLYN,,BROOKLYN,1000692,192982,UNKNOWN,Unspecified,BROOKLYN,40.696352508574904,-73.94070595556543,"{'latitude': '40.696352508574904', 'longitude': '-73.94070595556543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58862989,2023-09-19T15:11:00.000,2023-09-28T11:56:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11106,35-50 21 STREET,21 STREET,35 AVE,36 AVE,,,ADDRESS,ASTORIA,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-28T11:56:00.000,01 QUEENS,4003320002,QUEENS,1001967,216420,ONLINE,Unspecified,QUEENS,40.76068161730047,-73.93604627248367,"{'latitude': '40.76068161730047', 'longitude': '-73.93604627248367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58856233,2023-09-19T15:11:00.000,2023-10-03T21:02:13.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10456,1277 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,04 BRONX,2024500036,BRONX,1008303,243507,PHONE,Unspecified,BRONX,40.83501305268133,-73.91307796247919,"{'latitude': '40.83501305268133', 'longitude': '-73.91307796247919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58868800,2023-09-19T15:11:00.000,2023-09-20T13:35:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Search (SC2),,10036,,,,,WEST 43 STREET,8 AVENUE,INTERSECTION,MANHATTAN,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-20T13:35:00.000,04 MANHATTAN,,MANHATTAN,987215,215403,PHONE,Unspecified,MANHATTAN,40.75790746711998,-73.98929757361397,"{'latitude': '40.75790746711998', 'longitude': '-73.98929757361397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856304,2023-09-19T15:11:00.000,2023-10-03T21:02:14.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10456,1277 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,04 BRONX,2024500036,BRONX,1008303,243507,PHONE,Unspecified,BRONX,40.83501305268133,-73.91307796247919,"{'latitude': '40.83501305268133', 'longitude': '-73.91307796247919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861976,2023-09-19T15:11:00.000,2023-10-03T21:02:14.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10456,1277 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,04 BRONX,2024500036,BRONX,1008303,243507,PHONE,Unspecified,BRONX,40.83501305268133,-73.91307796247919,"{'latitude': '40.83501305268133', 'longitude': '-73.91307796247919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862074,2023-09-19T15:11:00.000,2023-10-03T21:02:12.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10456,1277 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,04 BRONX,2024500036,BRONX,1008303,243507,PHONE,Unspecified,BRONX,40.83501305268133,-73.91307796247919,"{'latitude': '40.83501305268133', 'longitude': '-73.91307796247919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58864996,2023-09-19T15:10:53.000,2023-09-20T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,,10455,563 CAULDWELL AVENUE,CAULDWELL AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-20T00:00:00.000,01 BRONX,2026230049,BRONX,1008994,236075,UNKNOWN,Unspecified,BRONX,40.81461242596687,-73.91060825606351,"{'latitude': '40.81461242596687', 'longitude': '-73.91060825606351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58865424,2023-09-19T15:10:36.000,2023-09-21T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11228,1169 83 STREET,83 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-21T00:00:00.000,10 BROOKLYN,3063010049,BROOKLYN,980051,164288,UNKNOWN,Unspecified,BROOKLYN,40.61760805618287,-74.0151248000335,"{'latitude': '40.61760805618287', 'longitude': '-74.0151248000335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58865255,2023-09-19T15:10:35.000,2023-09-20T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11413,224-05 137 AVENUE,137 AVENUE,,,,,ADDRESS,SPRINGFIELD GARDENS,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T00:00:00.000,13 QUEENS,4131190004,QUEENS,1054358,185137,UNKNOWN,Unspecified,QUEENS,40.674557440555276,-73.74725496709547,"{'latitude': '40.674557440555276', 'longitude': '-73.74725496709547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866725,2023-09-19T15:10:34.000,2023-09-19T22:59:32.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11365,67-05E 186 LANE,186 LANE,BEND,BEND,BEND,BEND,ADDRESS,FRESH MEADOWS,186 LANE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-19T22:59:35.000,08 QUEENS,4071150002,QUEENS,1043411,207765,PHONE,Unspecified,QUEENS,40.73674570654529,-73.78652081626997,"{'latitude': '40.73674570654529', 'longitude': '-73.78652081626997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870705,2023-09-19T15:10:09.000,2023-09-20T10:19:04.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Other Store (Non-Food),Business,11223,1626 STILLWELL AVENUE,STILLWELL AVENUE,AVENUE P,KINGS HIGHWAY,AVENUE P,KINGS HIGHWAY,ADDRESS,BROOKLYN,STILLWELL AVENUE,Closed,"The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.  Unfortunately, DCWP doesn't know of any agency that can act on the complaint and can't provide further assistance.",2023-09-20T10:19:08.000,11 BROOKLYN,3062530021,BROOKLYN,987825,160237,ONLINE,Unspecified,BROOKLYN,40.60648916927199,-73.98712499291648,"{'latitude': '40.60648916927199', 'longitude': '-73.98712499291648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58860340,2023-09-19T15:10:07.000,2023-09-23T09:38:09.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,10312,347 DARLINGTON AVENUE,DARLINGTON AVENUE,ELLSWORTH AVENUE,MARCY AVENUE,ELLSWORTH AVENUE,MARCY AVENUE,ADDRESS,STATEN ISLAND,DARLINGTON AVENUE,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-09-23T09:38:12.000,03 STATEN ISLAND,5068330047,STATEN ISLAND,929427,134483,PHONE,Unspecified,STATEN ISLAND,40.535630786200265,-74.197230418681,"{'latitude': '40.535630786200265', 'longitude': '-74.197230418681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856939,2023-09-19T15:10:04.000,2023-09-20T11:11:39.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11210,1110 EAST   40 STREET,EAST   40 STREET,AVENUE I,AVENUE J,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,EAST   40 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T11:11:04.000,18 BROOKLYN,3077650073,BROOKLYN,1001576,168208,MOBILE,Unspecified,BROOKLYN,40.62835168845628,-73.93758168831218,"{'latitude': '40.62835168845628', 'longitude': '-73.93758168831218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858912,2023-09-19T15:09:45.000,2023-09-19T16:31:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11226,135 LINDEN BOULEVARD,LINDEN BOULEVARD,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T16:31:08.000,17 BROOKLYN,3050840082,BROOKLYN,997044,176979,MOBILE,Unspecified,BROOKLYN,40.65243390606725,-73.95389194791827,"{'latitude': '40.65243390606725', 'longitude': '-73.95389194791827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858609,2023-09-19T15:09:37.000,2023-10-04T10:10:19.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,10016,208 EAST   29 STREET,EAST   29 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   29 STREET,Closed,The Department of Health and Mental Hygiene has determined that this issue is not within its jurisdiction; it cannot be determined if another agency would regulate the issue reported. This Service Request has been closed.,2023-10-04T10:10:24.000,06 MANHATTAN,1009090050,MANHATTAN,989805,209748,ONLINE,Unspecified,MANHATTAN,40.742384671872344,-73.97995341404733,"{'latitude': '40.742384671872344', 'longitude': '-73.97995341404733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58864276,2023-09-19T15:09:34.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11236,943 EAST  102 STREET,EAST  102 STREET,FLATLANDS AVENUE,AVENUE J,FLATLANDS AVENUE,AVENUE J,ADDRESS,BROOKLYN,EAST  102 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-10T11:56:50.000,18 BROOKLYN,3082100023,BROOKLYN,1013097,174407,ONLINE,Unspecified,BROOKLYN,40.64533658564729,-73.8960498867992,"{'latitude': '40.64533658564729', 'longitude': '-73.8960498867992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58864694,2023-09-19T15:09:33.000,2023-09-20T10:08:17.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11212,431 HERZL STREET,HERZL STREET,RIVERDALE AVENUE,NEWPORT STREET,RIVERDALE AVENUE,NEWPORT STREET,ADDRESS,BROOKLYN,HERZL STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-20T10:08:22.000,16 BROOKLYN,3035980011,BROOKLYN,1008404,179493,PHONE,Unspecified,BROOKLYN,40.65931058339853,-73.91294287735596,"{'latitude': '40.65931058339853', 'longitude': '-73.91294287735596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867028,2023-09-19T15:09:29.000,2023-09-19T15:58:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10019,550 WEST   51 STREET,WEST   51 STREET,10 AVENUE,11 AVENUE,10 AVENUE,11 AVENUE,ADDRESS,NEW YORK,WEST   51 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T15:58:12.000,04 MANHATTAN,1010790003,MANHATTAN,986175,218359,MOBILE,Unspecified,MANHATTAN,40.76602121471939,-73.99305069792815,"{'latitude': '40.76602121471939', 'longitude': '-73.99305069792815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858445,2023-09-19T15:09:09.000,2023-09-27T12:39:29.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11230,793 ARGYLE ROAD,ARGYLE ROAD,GLENWOOD ROAD,AVENUE H,GLENWOOD ROAD,AVENUE H,ADDRESS,BROOKLYN,ARGYLE ROAD,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-27T12:39:35.000,14 BROOKLYN,3066880049,BROOKLYN,994180,168874,ONLINE,Unspecified,BROOKLYN,40.630191095757695,-73.96422539057548,"{'latitude': '40.630191095757695', 'longitude': '-73.96422539057548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869312,2023-09-19T15:09:00.000,2023-09-19T16:50:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11223,,,,,CONEY ISLAND AVENUE,QUENTIN ROAD,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T16:50:00.000,15 BROOKLYN,,BROOKLYN,994811,160732,UNKNOWN,Unspecified,BROOKLYN,40.60784227081624,-73.9619648365069,"{'latitude': '40.60784227081624', 'longitude': '-73.9619648365069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58866461,2023-09-19T15:08:57.000,2023-09-19T15:36:49.000,NYPD,New York City Police Department,Animal-Abuse,Tortured,Street/Sidewalk,11205,467 FLUSHING AVENUE,FLUSHING AVENUE,BEDFORD AVENUE,SPENCER STREET,BEDFORD AVENUE,SPENCER STREET,ADDRESS,BROOKLYN,FLUSHING AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T15:36:52.000,01 BROOKLYN,3022630083,BROOKLYN,996350,193967,ONLINE,Unspecified,BROOKLYN,40.699063105763585,-73.95636254210213,"{'latitude': '40.699063105763585', 'longitude': '-73.95636254210213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58864641,2023-09-19T15:08:52.000,,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Car Wash,Business,11208,570 JAMAICA AVENUE,JAMAICA AVENUE,SHEPHERD AVENUE,FORCE TUBE AVENUE,SHEPHERD AVENUE,FORCE TUBE AVENUE,ADDRESS,BROOKLYN,JAMAICA AVENUE,In Progress,"The Department of Consumer and Worker Protection (DCWP) Enforcement Division is reviewing your NYC311 Service Request.   If the Enforcement Division needs to conduct an inspection, it may take 35 days to complete.  Please wait 35 days from the date of this update before calling DCWP for status.  You can get status by calling DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-10-17T08:44:23.000,05 BROOKLYN,3039120024,BROOKLYN,1016778,188904,PHONE,Unspecified,BROOKLYN,40.68511484223842,-73.88271548046248,"{'latitude': '40.68511484223842', 'longitude': '-73.88271548046248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869230,2023-09-19T15:08:44.000,2023-09-19T23:49:51.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11235,2799 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,GERALD COURT,KATHLEEN PLACE,GERALD COURT,KATHLEEN PLACE,ADDRESS,BROOKLYN,CONEY ISLAND AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T23:49:55.000,15 BROOKLYN,3074300058,BROOKLYN,995244,153624,PHONE,Unspecified,BROOKLYN,40.58833172287895,-73.96041696629518,"{'latitude': '40.58833172287895', 'longitude': '-73.96041696629518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866651,2023-09-19T15:08:43.000,2023-09-21T12:55:05.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,11235,157 LANGHAM STREET,LANGHAM STREET,SHORE BOULEVARD,JUGHANDLE,SHORE BOULEVARD,JUGHANDLE,ADDRESS,BROOKLYN,LANGHAM STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-21T09:14:15.000,15 BROOKLYN,3087550075,BROOKLYN,1000650,150379,ONLINE,Unspecified,BROOKLYN,40.57941649007667,-73.94096096710912,"{'latitude': '40.57941649007667', 'longitude': '-73.94096096710912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58868374,2023-09-19T15:08:40.000,,DOHMH,Department of Health and Mental Hygiene,Day Care,Day Care Facility,Private House,11379,61-39 82 STREET,82 STREET,CALDWELL AVENUE,62 AVENUE,CALDWELL AVENUE,62 AVENUE,ADDRESS,MIDDLE VILLAGE,82 STREET,In Progress,,,05 QUEENS,4029400064,QUEENS,1018368,203422,PHONE,Unspecified,QUEENS,40.724957307744475,-73.87690895011372,"{'latitude': '40.724957307744475', 'longitude': '-73.87690895011372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58868742,2023-09-19T15:08:24.000,2023-10-25T00:01:33.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Electronics Store,Business,11354,135-07 ROOSEVELT AVENUE,ROOSEVELT AVENUE,PRINCE STREET,MAIN STREET,PRINCE STREET,MAIN STREET,ADDRESS,FLUSHING,ROOSEVELT AVENUE,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-25T00:01:36.000,07 QUEENS,,QUEENS,1030910,215873,PHONE,Unspecified,QUEENS,40.75907487184141,-73.83157360070527,"{'latitude': '40.75907487184141', 'longitude': '-73.83157360070527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58864708,2023-09-19T15:08:14.000,2023-09-23T13:35:13.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11225,1231 NOSTRAND AVENUE,NOSTRAND AVENUE,HAWTHORNE STREET,WINTHROP STREET,HAWTHORNE STREET,WINTHROP STREET,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T08:54:56.000,09 BROOKLYN,3048190001,BROOKLYN,998054,178719,MOBILE,Unspecified,BROOKLYN,40.65720830810942,-73.9502484674527,"{'latitude': '40.65720830810942', 'longitude': '-73.9502484674527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866161,2023-09-19T15:08:09.000,2023-09-20T10:33:50.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10463,2530 INDEPENDENCE AVENUE,INDEPENDENCE AVENUE,PALISADE AVENUE,KAPPOCK STREET,PALISADE AVENUE,KAPPOCK STREET,ADDRESS,BRONX,INDEPENDENCE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T10:33:52.000,08 BRONX,2057430002,BRONX,1006089,260023,MOBILE,Unspecified,BRONX,40.880350257868706,-73.9210250370758,"{'latitude': '40.880350257868706', 'longitude': '-73.9210250370758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58855318,2023-09-19T15:08:00.000,2023-09-20T17:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11211,168 POWERS STREET,POWERS STREET,MANHATTAN AVE,GRAHAM AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T17:30:00.000,01 BROOKLYN,3027820021,BROOKLYN,999652,198803,ONLINE,Unspecified,BROOKLYN,40.712331652284874,-73.94444314593264,"{'latitude': '40.712331652284874', 'longitude': '-73.94444314593264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58856329,2023-09-19T15:07:52.000,2023-09-28T16:44:57.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10040,12 DONGAN PLACE,DONGAN PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,12 MANHATTAN,1021750015,MANHATTAN,1003748,253838,ONLINE,Unspecified,MANHATTAN,40.86337981659301,-73.92950863878826,"{'latitude': '40.86337981659301', 'longitude': '-73.92950863878826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856315,2023-09-19T15:07:52.000,2023-09-28T16:44:57.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10040,12 DONGAN PLACE,DONGAN PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,12 MANHATTAN,1021750015,MANHATTAN,1003748,253838,ONLINE,Unspecified,MANHATTAN,40.86337981659301,-73.92950863878826,"{'latitude': '40.86337981659301', 'longitude': '-73.92950863878826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
