unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp,due_date
58858671,2023-09-19T21:44:00.000,2023-09-21T11:55:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10312,153 ASPEN KNOLLS WAY,ASPEN KNOLLS WAY,,DEAD END,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-21T11:55:00.000,03 STATEN ISLAND,5057400075,STATEN ISLAND,933194,144377,PHONE,Unspecified,STATEN ISLAND,40.562810356524096,-74.18375302269605,"{'latitude': '40.562810356524096', 'longitude': '-74.18375302269605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866891,2023-09-19T21:44:00.000,2023-09-19T21:44:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10025,308 WEST  106 STREET,WEST  106 STREET,WEST END AVE,RIVERSIDE DR,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-19T21:44:00.000,07 MANHATTAN,1018910061,MANHATTAN,992808,231412,PHONE,Unspecified,MANHATTAN,40.80184429001441,-73.96908876146018,"{'latitude': '40.80184429001441', 'longitude': '-73.96908876146018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857603,2023-09-19T21:43:45.000,2023-09-20T01:02:20.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11366,164-11 77 ROAD,77 ROAD,164 STREET,166 STREET,164 STREET,166 STREET,ADDRESS,FRESH MEADOWS,77 ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T01:02:26.000,08 QUEENS,4069700059,QUEENS,1038542,203003,PHONE,Unspecified,QUEENS,40.72370644354332,-73.80412869404024,"{'latitude': '40.72370644354332', 'longitude': '-73.80412869404024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861416,2023-09-19T21:43:30.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,11432,170-25 90 AVENUE,90 AVENUE,,,,,ADDRESS,JAMAICA,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:42:06.000,12 QUEENS,4098050031,QUEENS,1042380,197598,UNKNOWN,Unspecified,QUEENS,40.708846667734406,-73.79032892145989,"{'latitude': '40.708846667734406', 'longitude': '-73.79032892145989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,2023-11-14T07:42:06.000
58869417,2023-09-19T21:43:27.000,2023-09-19T21:45:19.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11209,528 88 STREET,88 STREET,5 AVENUE,GELSTON AVENUE,5 AVENUE,GELSTON AVENUE,ADDRESS,BROOKLYN,88 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-19T21:45:22.000,10 BROOKLYN,3060670032,BROOKLYN,976893,165143,ONLINE,Unspecified,BROOKLYN,40.61995279393342,-74.02650084872462,"{'latitude': '40.61995279393342', 'longitude': '-74.02650084872462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858356,2023-09-19T21:42:59.000,2023-09-19T22:21:38.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11224,NEPTUNE AVENUE,NEPTUNE AVENUE,NEPTUNE AVENUE,WEST    6 STREET,NEPTUNE AVENUE,WEST    6 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T22:21:43.000,13 BROOKLYN,,BROOKLYN,991291,150577,PHONE,Unspecified,BROOKLYN,40.57997233445759,-73.97465260582312,"{'latitude': '40.57997233445759', 'longitude': '-73.97465260582312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865660,2023-09-19T21:42:46.000,2023-09-19T22:33:11.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,127 MULBERRY STREET,MULBERRY STREET,CANAL STREET,HESTER STREET,CANAL STREET,HESTER STREET,ADDRESS,NEW YORK,MULBERRY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T22:33:15.000,02 MANHATTAN,1002060016,MANHATTAN,984794,200864,ONLINE,Unspecified,MANHATTAN,40.71800199374638,-73.99803756019594,"{'latitude': '40.71800199374638', 'longitude': '-73.99803756019594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857577,2023-09-19T21:42:31.000,2023-09-19T23:00:51.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,45-12 JUNCTION BOULEVARD,JUNCTION BOULEVARD,45 AVENUE,46 AVENUE,45 AVENUE,46 AVENUE,ADDRESS,CORONA,JUNCTION BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T23:00:53.000,04 QUEENS,4016020047,QUEENS,1020881,210547,PHONE,Unspecified,QUEENS,40.74450360539574,-73.86780375921451,"{'latitude': '40.74450360539574', 'longitude': '-73.86780375921451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58860516,2023-09-19T21:42:29.000,2023-09-20T08:31:37.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11360,15-06 212 STREET,212 STREET,15 AVENUE,16 AVENUE,15 AVENUE,16 AVENUE,ADDRESS,BAYSIDE,212 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T08:31:40.000,07 QUEENS,4058630060,QUEENS,1044718,225430,PHONE,Unspecified,QUEENS,40.785222605835294,-73.78164570588035,"{'latitude': '40.785222605835294', 'longitude': '-73.78164570588035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857829,2023-09-19T21:42:12.000,2023-09-19T22:14:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10465,722 CALHOUN AVENUE,CALHOUN AVENUE,RANDALL AVENUE,PHILIP AVENUE,RANDALL AVENUE,PHILIP AVENUE,ADDRESS,BRONX,CALHOUN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T22:14:43.000,10 BRONX,2055440125,BRONX,1032867,240154,ONLINE,Unspecified,BRONX,40.825708984626935,-73.82433376496918,"{'latitude': '40.825708984626935', 'longitude': '-73.82433376496918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58855806,2023-09-19T21:42:00.000,2023-09-21T12:59:00.000,DOT,Department of Transportation,Street Light Condition,Fixture/Luminaire Door Open,,10463,,,,,WEST 231 STREET,INDEPENDENCE AVENUE,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T12:59:00.000,08 BRONX,,BRONX,1007265,261349,UNKNOWN,Unspecified,BRONX,40.88398672456965,-73.91676779066327,"{'latitude': '40.88398672456965', 'longitude': '-73.91676779066327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58855956,2023-09-19T21:41:57.000,2023-09-19T22:40:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,200 THROOP AVENUE,THROOP AVENUE,PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,THROOP AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T22:40:23.000,03 BROOKLYN,3017400001,BROOKLYN,999833,193369,ONLINE,Unspecified,BROOKLYN,40.69741628760918,-73.94380283237564,"{'latitude': '40.69741628760918', 'longitude': '-73.94380283237564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870342,2023-09-19T21:41:50.000,2023-09-29T07:56:12.000,DOT,Department of Transportation,Street Sign - Damaged,Other/Unknown,Street,10005,80 PINE STREET,PINE STREET,PEARL STREET,WATER STREET,PEARL STREET,WATER STREET,ADDRESS,NEW YORK,PINE STREET,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-29T07:56:17.000,01 MANHATTAN,1000390012,MANHATTAN,982259,196452,MOBILE,Unspecified,MANHATTAN,40.70589189627768,-74.00718108060579,"{'latitude': '40.70589189627768', 'longitude': '-74.00718108060579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859805,2023-09-19T21:41:32.000,2023-09-19T22:06:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11230,1096 OCEAN AVENUE,OCEAN AVENUE,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,OCEAN AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-19T22:06:17.000,14 BROOKLYN,3052400107,BROOKLYN,995821,170921,MOBILE,Unspecified,BROOKLYN,40.63580768475537,-73.9583098841857,"{'latitude': '40.63580768475537', 'longitude': '-73.9583098841857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858819,2023-09-19T21:41:21.000,2023-09-19T22:07:27.000,NYPD,New York City Police Department,Panhandling,N/A,Subway,,,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T22:07:30.000,Unspecified BROOKLYN,,BROOKLYN,996205,200612,MOBILE,Unspecified,BROOKLYN,40.71730225347281,-73.95687367188553,"{'latitude': '40.71730225347281', 'longitude': '-73.95687367188553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,L,,Stairway,,,
58863187,2023-09-19T21:41:15.000,2023-09-20T01:22:23.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11219,1036 54 STREET,54 STREET,FORT HAMILTON PARKWAY,11 AVENUE,FORT HAMILTON PARKWAY,11 AVENUE,ADDRESS,BROOKLYN,54 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T01:22:28.000,12 BROOKLYN,3056740013,BROOKLYN,984051,170861,ONLINE,Unspecified,BROOKLYN,40.63565055303208,-74.00071699189344,"{'latitude': '40.63565055303208', 'longitude': '-74.00071699189344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867255,2023-09-19T21:41:04.000,2023-09-19T22:02:06.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11210,717 EAST   35 STREET,EAST   35 STREET,BROOKLYN ROAD,FARRAGUT ROAD,BROOKLYN ROAD,FARRAGUT ROAD,ADDRESS,BROOKLYN,EAST   35 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T22:02:09.000,17 BROOKLYN,3049990018,BROOKLYN,999985,171490,PHONE,Unspecified,BROOKLYN,40.63736304993294,-73.94330573992718,"{'latitude': '40.63736304993294', 'longitude': '-73.94330573992718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58873547,2023-09-19T21:41:03.000,2023-09-19T21:41:03.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,11238,459 ST JOHNS PLACE,ST JOHNS PLACE,,,,,ADDRESS,BROOKLYN,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-19T00:00:00.000,08 BROOKLYN,3011740064,BROOKLYN,994659,184652,UNKNOWN,Unspecified,BROOKLYN,40.67349771630093,-73.96247535693556,"{'latitude': '40.67349771630093', 'longitude': '-73.96247535693556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58880736,2023-09-19T21:41:02.000,2023-10-24T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11373,86-25 DONGAN AVENUE,DONGAN AVENUE,,,,,ADDRESS,ELMHURST,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-24T00:00:00.000,04 QUEENS,4015800037,QUEENS,1017907,209218,UNKNOWN,Unspecified,QUEENS,40.740867654278155,-73.87854315188426,"{'latitude': '40.740867654278155', 'longitude': '-73.87854315188426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861026,2023-09-19T21:41:00.000,2023-09-21T12:25:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11231,67 DIKEMAN STREET,DIKEMAN STREET,RICHARDS ST,VAN BRUNT ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-21T12:25:00.000,06 BROOKLYN,3005870027,BROOKLYN,980813,185560,ONLINE,Unspecified,BROOKLYN,40.67599542418369,-74.01239091410228,"{'latitude': '40.67599542418369', 'longitude': '-74.01239091410228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859107,2023-09-19T21:41:00.000,2023-09-28T11:50:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11106,35-06 24 STREET,24 STREET,35 AVE,36 AVE,,,ADDRESS,ASTORIA,,Closed,"The Department of Environmental Protection (DEP) closed your Service Request because it didn't include enough dog owner location information to respond to the complaint.  If the excessive dog barking continues, please file a new Service Request. You must include an NYC address for the dog's owner so DEP can send them a letter.",2023-09-28T11:50:00.000,01 QUEENS,4003350002,QUEENS,1002809,216203,ONLINE,Unspecified,QUEENS,40.7600842807427,-73.93300747333721,"{'latitude': '40.7600842807427', 'longitude': '-73.93300747333721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58855294,2023-09-19T21:41:00.000,2023-09-20T10:38:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10001,420 WEST   25 STREET,WEST   25 STREET,9 AVE,10 AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-20T10:38:00.000,04 MANHATTAN,1007227501,MANHATTAN,983911,211833,ONLINE,Unspecified,MANHATTAN,40.74810921281167,-74.00122347012359,"{'latitude': '40.74810921281167', 'longitude': '-74.00122347012359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58863590,2023-09-19T21:40:54.000,2023-09-19T22:18:48.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11005,269-10 GRAND CENTRAL PARKWAY,GRAND CENTRAL PARKWAY,GRAND CENTRAL EB EN N SHR TOWER,NASSAU CNTY BOUNDARY,GRAND CENTRAL EB EN N SHR TOWER,NASSAU CNTY BOUNDARY,ADDRESS,FLORAL PARK,GRAND CENTRAL PARKWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T22:18:53.000,13 QUEENS,4084890001,QUEENS,1063139,216032,PHONE,Unspecified,QUEENS,40.75928245751228,-73.7152368872902,"{'latitude': '40.75928245751228', 'longitude': '-73.7152368872902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867062,2023-09-19T21:40:21.000,2023-09-19T22:01:21.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11203,510 TROY AVENUE,TROY AVENUE,MAPLE STREET,MIDWOOD STREET,MAPLE STREET,MIDWOOD STREET,ADDRESS,BROOKLYN,TROY AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T22:01:24.000,09 BROOKLYN,,BROOKLYN,1001665,180190,ONLINE,Unspecified,BROOKLYN,40.66123951290553,-73.93723012704466,"{'latitude': '40.66123951290553', 'longitude': '-73.93723012704466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859605,2023-09-19T21:39:57.000,2023-09-19T22:21:03.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11385,84-21 77 AVENUE,77 AVENUE,84 STREET,85 STREET,84 STREET,85 STREET,ADDRESS,RIDGEWOOD,77 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T22:21:08.000,05 QUEENS,4038100254,QUEENS,1021698,196769,PHONE,Unspecified,QUEENS,40.70668296659143,-73.8649319919426,"{'latitude': '40.70668296659143', 'longitude': '-73.8649319919426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58860509,2023-09-19T21:39:47.000,2023-09-20T02:06:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11379,58-06 78 STREET,78 STREET,58 AVENUE,CALDWELL AVENUE,58 AVENUE,CALDWELL AVENUE,ADDRESS,MIDDLE VILLAGE,78 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T02:06:22.000,05 QUEENS,4028250010,QUEENS,1016778,203980,PHONE,Unspecified,QUEENS,40.72649487036839,-73.8826426540182,"{'latitude': '40.72649487036839', 'longitude': '-73.8826426540182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58868145,2023-09-19T21:39:45.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Homeless Shelter,10035,65 CHARLES GAY LOOP,CHARLES GAY LOOP,SUNKEN GARDEN LOOP,BEND,SUNKEN GARDEN LOOP,BEND,ADDRESS,NEW YORK,CHARLES GAY LOOP,In Progress,,,11 MANHATTAN,1018190010,MANHATTAN,1002930,225024,ONLINE,Unspecified,MANHATTAN,40.784295358952704,-73.93254617996261,"{'latitude': '40.784295358952704', 'longitude': '-73.93254617996261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856696,2023-09-19T21:39:43.000,2023-09-20T02:43:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,1729 HARMON STREET,HARMON STREET,CYPRESS AVENUE,SENECA AVENUE,CYPRESS AVENUE,SENECA AVENUE,ADDRESS,RIDGEWOOD,HARMAN STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T02:44:04.000,05 QUEENS,4034320052,QUEENS,1008195,196193,PHONE,Unspecified,QUEENS,40.705148827559306,-73.91363682266224,"{'latitude': '40.705148827559306', 'longitude': '-73.91363682266224', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866254,2023-09-19T21:39:36.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11432,170-25 90 AVENUE,90 AVENUE,170 STREET,171 STREET,170 STREET,171 STREET,ADDRESS,JAMAICA,90 AVENUE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-02T09:51:42.000,12 QUEENS,4098050031,QUEENS,1042380,197598,PHONE,Unspecified,QUEENS,40.708846667734406,-73.79032892145989,"{'latitude': '40.708846667734406', 'longitude': '-73.79032892145989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869507,2023-09-19T21:39:30.000,2023-09-19T23:18:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11691,704 BEACH   19 STREET,BEACH   19 STREET,EVERDELL AVENUE,CRAWFORD COURT,EVERDELL AVENUE,CRAWFORD COURT,ADDRESS,FAR ROCKAWAY,BEACH   19 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T23:18:15.000,14 QUEENS,4155630083,QUEENS,1053179,158459,PHONE,Unspecified,QUEENS,40.601341582235925,-73.75177786672309,"{'latitude': '40.601341582235925', 'longitude': '-73.75177786672309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869895,2023-09-19T21:39:17.000,2023-10-20T06:57:56.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11225,175 HAWTHORNE STREET,HAWTHORNE STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,09 BROOKLYN,3050430071,BROOKLYN,996844,178854,PHONE,Unspecified,BROOKLYN,40.65758065705773,-73.95460922250794,"{'latitude': '40.65758065705773', 'longitude': '-73.95460922250794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867589,2023-09-19T21:39:08.000,2023-09-19T22:01:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10025,7 WEST  108 STREET,WEST  108 STREET,CENTRAL PARK WEST,MANHATTAN AVENUE,CENTRAL PARK WEST,MANHATTAN AVENUE,ADDRESS,NEW YORK,WEST  108 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T22:01:17.000,07 MANHATTAN,1018440025,MANHATTAN,995472,230568,ONLINE,Unspecified,MANHATTAN,40.79952475913887,-73.95946788538738,"{'latitude': '40.79952475913887', 'longitude': '-73.95946788538738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863622,2023-09-19T21:38:45.000,2023-09-19T22:02:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11421,91-47 88 ROAD,88 ROAD,DEAD END,WOODHAVEN BOULEVARD,DEAD END,WOODHAVEN BOULEVARD,ADDRESS,WOODHAVEN,88 ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T22:02:39.000,09 QUEENS,4089300098,QUEENS,1025287,191295,ONLINE,Unspecified,QUEENS,40.69164221830489,-73.85202050981518,"{'latitude': '40.69164221830489', 'longitude': '-73.85202050981518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865509,2023-09-19T21:38:41.000,2023-09-19T21:47:29.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11204,5709 19 AVENUE,19 AVENUE,55 STREET,58 STREET,55 STREET,58 STREET,ADDRESS,BROOKLYN,19 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T21:47:32.000,12 BROOKLYN,3055060006,BROOKLYN,988836,165975,ONLINE,Unspecified,BROOKLYN,40.622238328097545,-73.98348007983238,"{'latitude': '40.622238328097545', 'longitude': '-73.98348007983238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859066,2023-09-19T21:38:37.000,2023-09-20T09:35:18.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Garage or Parking Lot,Business,10028,350 EAST   82 STREET,EAST   82 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   82 STREET,Closed,The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.  You should contact the Department of Buildings (DOB). NYC311 can help you file a complaint or contact the agency for further assistance.,2023-09-20T09:35:21.000,08 MANHATTAN,1015447501,MANHATTAN,997425,221553,ONLINE,Unspecified,MANHATTAN,40.77477830356627,-73.95243163676221,"{'latitude': '40.77477830356627', 'longitude': '-73.95243163676221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58868601,2023-09-19T21:38:27.000,2023-09-19T22:32:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11208,120 GRANT AVENUE,GRANT AVENUE,ETNA STREET,KARWEG PLACE,ETNA STREET,KARWEG PLACE,ADDRESS,BROOKLYN,GRANT AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T22:32:40.000,05 BROOKLYN,3041220030,BROOKLYN,1020762,189986,MOBILE,Unspecified,BROOKLYN,40.68806914329747,-73.8683447355951,"{'latitude': '40.68806914329747', 'longitude': '-73.8683447355951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58868901,2023-09-19T21:38:17.000,2023-09-19T22:14:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10032,112 HAVEN AVENUE,HAVEN AVENUE,WEST  171 STREET,WEST  172 STREET,WEST  171 STREET,WEST  172 STREET,ADDRESS,NEW YORK,HAVEN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T22:14:24.000,12 MANHATTAN,1021390236,MANHATTAN,1000195,247098,MOBILE,Unspecified,MANHATTAN,40.84488766079496,-73.94236987078908,"{'latitude': '40.84488766079496', 'longitude': '-73.94236987078908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58873549,2023-09-19T21:38:01.000,2023-09-19T21:38:01.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10308,4157J AMBOY ROAD,AMBOY ROAD,,,,,ADDRESS,STATEN ISLAND,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-19T00:00:00.000,03 STATEN ISLAND,5054520063,STATEN ISLAND,941261,139202,UNKNOWN,Unspecified,STATEN ISLAND,40.548648773560245,-74.15468667437268,"{'latitude': '40.548648773560245', 'longitude': '-74.15468667437268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863023,2023-09-19T21:38:00.000,2023-09-20T00:30:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10022,386 PARK AVENUE,PARK AVENUE,E 53 ST,E 54 ST,,,ADDRESS,NEW YORK,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-20T00:30:00.000,05 MANHATTAN,1012890036,MANHATTAN,991889,215923,PHONE,Unspecified,MANHATTAN,40.75933193122672,-73.97242577243642,"{'latitude': '40.75933193122672', 'longitude': '-73.97242577243642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
