unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,resolution_description,resolution_action_updated_date,bbl,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,due_date,taxi_pick_up_location
59449271,2023-09-29T08:05:15.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11214,8776 25 AVENUE,25 AVENUE,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,25 AVENUE,Closed,11 BROOKLYN,BROOKLYN,986827,155888,PHONE,Unspecified,BROOKLYN,40.59455239260602,-73.99072084978934,"{'latitude': '40.59455239260602', 'longitude': '-73.99072084978934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T12:00:00.000,,2023-09-30T12:00:00.000,,,,,,,,
59442171,2023-09-29T08:05:11.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11210,2621 AVENUE N,AVENUE N,EAST   26 STREET,EAST   27 STREET,EAST   26 STREET,EAST   27 STREET,ADDRESS,BROOKLYN,AVENUE N,Closed,14 BROOKLYN,BROOKLYN,998527,164011,PHONE,Unspecified,BROOKLYN,40.61683724087503,-73.94857483022811,"{'latitude': '40.61683724087503', 'longitude': '-73.94857483022811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T13:25:00.000,,2023-09-29T13:25:00.000,,,,,,,,
59456070,2023-09-29T08:05:09.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,10169,230 PARK AVENUE,PARK AVENUE,EAST   45 STREET,EAST   46 STREET,EAST   45 STREET,EAST   46 STREET,ADDRESS,NEW YORK,PARK AVENUE,Closed,05 MANHATTAN,MANHATTAN,990913,214165,ONLINE,Unspecified,MANHATTAN,40.75450745921105,-73.97595054706579,"{'latitude': '40.75450745921105', 'longitude': '-73.97595054706579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T09:30:00.000,,2023-09-29T09:30:00.000,1013000001,,,,,,,
58966548,2023-09-29T08:05:07.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,Unspecified MANHATTAN,MANHATTAN,987826,214103,PHONE,Unspecified,MANHATTAN,40.7543390723224,-73.98709280721492,"{'latitude': '40.7543390723224', 'longitude': '-73.98709280721492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-10-13T10:41:13.000,,1,,W 40 St & Broadway,Entrance,,,
58965169,2023-09-29T08:05:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11694,320 BEACH  104 STREET,BEACH  104 STREET,ROCKAWAY FRWY,BEACH CHANNEL DR,,,ADDRESS,FAR ROCKAWAY,,Closed,14 QUEENS,QUEENS,1032654,152149,PHONE,Unspecified,QUEENS,40.58415780559874,-73.82573598176462,"{'latitude': '40.58415780559874', 'longitude': '-73.82573598176462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-04T19:55:00.000,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-10-04T19:55:00.000,4161590012,,,,,,,
58959128,2023-09-29T08:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11218,285 OCEAN PARKWAY,OCEAN PARKWAY,BEVERLEY RD,AVENUE C,,,ADDRESS,BROOKLYN,,Closed,12 BROOKLYN,BROOKLYN,991490,173318,PHONE,Unspecified,BROOKLYN,40.64239153591142,-73.9739118301069,"{'latitude': '40.64239153591142', 'longitude': '-73.9739118301069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T08:45:00.000,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T08:45:00.000,3053580077,,,,,,,
58956041,2023-09-29T08:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11224,3803 LAUREL AVENUE,LAUREL AVENUE,SEA GATE AVE,HIGHLAND AVE,,,ADDRESS,BROOKLYN,,Closed,13 BROOKLYN,BROOKLYN,982527,149846,PHONE,Unspecified,BROOKLYN,40.57796851227929,-74.00620256345968,"{'latitude': '40.57796851227929', 'longitude': '-74.00620256345968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T21:35:00.000,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T21:35:00.000,3069730039,,,,,,,
58965320,2023-09-29T08:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11223,70 STRYKER STREET,STRYKER STREET,AVENUE W,STRYKER CT,,,ADDRESS,BROOKLYN,,Closed,15 BROOKLYN,BROOKLYN,991820,154968,PHONE,Unspecified,BROOKLYN,40.5920243193618,-73.97274330276305,"{'latitude': '40.5920243193618', 'longitude': '-73.97274330276305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T12:40:00.000,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T12:40:00.000,3071730017,,,,,,,
58958995,2023-09-29T08:05:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11218,611 20 STREET,20 STREET,BEND,TERRACE PL,,,ADDRESS,BROOKLYN,,Closed,07 BROOKLYN,BROOKLYN,989798,177594,PHONE,Unspecified,BROOKLYN,40.65412945104767,-73.98000516142397,"{'latitude': '40.65412945104767', 'longitude': '-73.98000516142397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T10:20:00.000,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2023-09-29T10:20:00.000,3008900044,,,,,,,
58957644,2023-09-29T08:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11226,2713 CHURCH AVENUE,CHURCH AVENUE,ROGERS AVE,LLOYD ST,,,ADDRESS,BROOKLYN,,Closed,17 BROOKLYN,BROOKLYN,997569,176346,PHONE,Unspecified,BROOKLYN,40.65069568500587,-73.95200116083609,"{'latitude': '40.65069568500587', 'longitude': '-73.95200116083609', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T09:45:00.000,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T09:45:00.000,3050910078,,,,,,,
58965400,2023-09-29T08:05:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11210,945 EAST   26 STREET,EAST   26 STREET,AVENUE I,AVENUE J,,,ADDRESS,BROOKLYN,,Closed,14 BROOKLYN,BROOKLYN,997883,167947,PHONE,Unspecified,BROOKLYN,40.6276417516064,-73.95088654253388,"{'latitude': '40.6276417516064', 'longitude': '-73.95088654253388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T13:45:00.000,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-29T13:45:00.000,3075900023,,,,,,,
58957643,2023-09-29T08:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11368,126-01 ROOSEVELT AVENUE,ROOSEVELT AVENUE,126 ST,FLUSHING RIVER SHORELINE,,,ADDRESS,CORONA,,Closed,07 QUEENS,QUEENS,1027853,214576,PHONE,Unspecified,QUEENS,40.75553054818381,-73.84261669620673,"{'latitude': '40.75553054818381', 'longitude': '-73.84261669620673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T09:35:00.000,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-29T09:35:00.000,4018330117,,,,,,,
58966711,2023-09-29T08:05:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11423,91-53 195 STREET,195 STREET,BEND,WOODHULL AVE,,,ADDRESS,HOLLIS,,Closed,12 QUEENS,QUEENS,1049206,198871,ONLINE,Unspecified,QUEENS,40.71229325947404,-73.76569581902382,"{'latitude': '40.71229325947404', 'longitude': '-73.76569581902382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-07T09:30:00.000,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-10-07T09:30:00.000,4108230001,,,,,,,
58957502,2023-09-29T08:05:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11434,172-19 143 ROAD,143 ROAD,172 ST,173 ST,,,ADDRESS,JAMAICA,,Closed,12 QUEENS,QUEENS,1048647,183240,PHONE,Unspecified,QUEENS,40.66939400522573,-73.76786160849234,"{'latitude': '40.66939400522573', 'longitude': '-73.76786160849234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T10:35:00.000,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-10-02T10:35:00.000,4125900001,,,,,,,
58960742,2023-09-29T08:05:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10305,30 JACKSON AVENUE,JACKSON AVENUE,MC CLEAN AVE,CEDAR AVE,,,ADDRESS,STATEN ISLAND,,Closed,02 STATEN ISLAND,STATEN ISLAND,965665,156781,PHONE,Unspecified,STATEN ISLAND,40.59698438621194,-74.06692250846311,"{'latitude': '40.59698438621194', 'longitude': '-74.06692250846311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T20:30:00.000,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2023-09-29T20:30:00.000,5031130052,,,,,,,
58959207,2023-09-29T08:05:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11218,227 OCEAN PARKWAY,OCEAN PARKWAY,CHURCH AVE,BEVERLEY RD,,,ADDRESS,BROOKLYN,,Closed,12 BROOKLYN,BROOKLYN,991392,173976,PHONE,Unspecified,BROOKLYN,40.64419768390274,-73.97426426065803,"{'latitude': '40.64419768390274', 'longitude': '-73.97426426065803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T12:50:00.000,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T12:50:00.000,3053390061,,,,,,,
59445702,2023-09-29T08:04:54.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11691,14-30 PINSON STREET,PINSON STREET,NAMEOKE AVENUE,BATTERY ROAD,NAMEOKE AVENUE,BATTERY ROAD,ADDRESS,FAR ROCKAWAY,PINSON STREET,Closed,14 QUEENS,QUEENS,1052300,161251,PHONE,Unspecified,QUEENS,40.60901181573513,-73.7549151107753,"{'latitude': '40.60901181573513', 'longitude': '-73.7549151107753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T09:35:00.000,,2023-09-30T09:35:00.000,4156510025,,,,,,,
58957810,2023-09-29T08:04:34.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10459,750 JENNINGS STREET,JENNINGS STREET,UNION AVENUE,PROSPECT AVENUE,UNION AVENUE,PROSPECT AVENUE,ADDRESS,BRONX,JENNINGS STREET,Closed,03 BRONX,BRONX,1012456,242348,MOBILE,Unspecified,BRONX,40.83181964631455,-73.89807485686529,"{'latitude': '40.83181964631455', 'longitude': '-73.89807485686529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T08:27:09.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T08:27:04.000,,,,,,,,
59452648,2023-09-29T08:04:31.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11208,810 PINE STREET,PINE STREET,STANLEY AVENUE,WORTMAN AVENUE,STANLEY AVENUE,WORTMAN AVENUE,ADDRESS,BROOKLYN,PINE STREET,Closed,05 BROOKLYN,BROOKLYN,1020758,181612,PHONE,Unspecified,BROOKLYN,40.665084445507446,-73.86840452014142,"{'latitude': '40.665084445507446', 'longitude': '-73.86840452014142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T08:20:00.000,,2023-10-02T08:20:00.000,,,,,,,,
58962908,2023-09-29T08:04:29.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10458,2995 BOTANICAL SQUARE,BOTANICAL SQUARE,,,,,ADDRESS,BRONX,,Closed,07 BRONX,BRONX,1016994,255432,PHONE,Unspecified,BRONX,40.86771566456841,-73.88161246880681,"{'latitude': '40.86771566456841', 'longitude': '-73.88161246880681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-11T21:15:37.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-11T00:00:00.000,2032740027,,,,,,,
59452554,2023-09-29T08:04:24.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11224,3803 LAUREL AVENUE,LAUREL AVENUE,SEA GATE AVENUE,HIGHLAND AVENUE,SEA GATE AVENUE,HIGHLAND AVENUE,ADDRESS,BROOKLYN,LAUREL AVENUE,Closed,13 BROOKLYN,BROOKLYN,982527,149846,PHONE,Unspecified,BROOKLYN,40.57796851227929,-74.00620256345968,"{'latitude': '40.57796851227929', 'longitude': '-74.00620256345968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T21:35:00.000,,2023-09-29T21:35:00.000,3069730039,,,,,,,
59438816,2023-09-29T08:04:17.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11219,6211 10 AVENUE,10 AVENUE,62 STREET,63 STREET,62 STREET,63 STREET,ADDRESS,BROOKLYN,10 AVENUE,Closed,10 BROOKLYN,BROOKLYN,982457,169372,ONLINE,Unspecified,BROOKLYN,40.6315633846673,-74.00645973735615,"{'latitude': '40.6315633846673', 'longitude': '-74.00645973735615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T09:20:00.000,,2023-09-29T09:20:00.000,,,,,,,,
59445701,2023-09-29T08:04:15.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11218,611 20 STREET,20 STREET,10 AVENUE,TERRACE PLACE,10 AVENUE,TERRACE PLACE,ADDRESS,BROOKLYN,20 STREET,Closed,07 BROOKLYN,BROOKLYN,989798,177594,PHONE,Unspecified,BROOKLYN,40.65412945104767,-73.98000516142397,"{'latitude': '40.65412945104767', 'longitude': '-73.98000516142397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T10:20:00.000,,2023-09-29T10:20:00.000,,,,,,,,
58966412,2023-09-29T08:04:15.000,DOT,Department of Transportation,Street Condition,Plate Condition - Anti-Skid,Street,11104,QUEENS BOULEVARD,QUEENS BOULEVARD,QUEENS BOULEVARD,ROOSEVELT AVENUE,QUEENS BOULEVARD,ROOSEVELT AVENUE,INTERSECTION,,,Closed,02 QUEENS,QUEENS,1007390,209951,PHONE,Unspecified,QUEENS,40.7429133269271,-73.9164929350203,"{'latitude': '40.7429133269271', 'longitude': '-73.9164929350203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T11:25:47.000,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,2023-10-02T11:25:50.000,,,,,,,,
59453199,2023-09-29T08:04:13.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11221,995 GATES AVENUE,GATES AVENUE,PATCHEN AVENUE,RALPH AVENUE,PATCHEN AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,GATES AVENUE,In Progress,03 BROOKLYN,BROOKLYN,1004869,190340,PHONE,Unspecified,BROOKLYN,40.689092085559636,-73.92565072178077,"{'latitude': '40.689092085559636', 'longitude': '-73.92565072178077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58965527,2023-09-29T08:04:12.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10462,2333 CROSS BRONX EXPRESSWAY,CROSS BRONX EXPRESSWAY,,,,,ADDRESS,BRONX,,Open,09 BRONX,BRONX,1026861,241417,UNKNOWN,Unspecified,BRONX,40.82920657022202,-73.84602698130536,"{'latitude': '40.82920657022202', 'longitude': '-73.84602698130536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The graffiti on this property has been scheduled to be removed by the City.,2023-09-29T08:04:13.000,2038270101,,,,,N/A,2023-10-29T08:04:12.000,
59442563,2023-09-29T08:04:09.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11210,1353 FLATBUSH AVENUE,FLATBUSH AVENUE,FOSTER AVENUE,EAST   26 STREET,FOSTER AVENUE,EAST   26 STREET,ADDRESS,BROOKLYN,FLATBUSH AVENUE,Closed,14 BROOKLYN,BROOKLYN,997250,171726,PHONE,Unspecified,BROOKLYN,40.638015255873825,-73.95315967155167,"{'latitude': '40.638015255873825', 'longitude': '-73.95315967155167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T00:00:00.000,,2023-10-01T00:00:00.000,,,,,,,,
59435374,2023-09-29T08:04:05.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11223,70 STRYKER STREET,STRYKER STREET,AVENUE W,STRYKER COURT,AVENUE W,STRYKER COURT,ADDRESS,BROOKLYN,STRYKER STREET,Closed,15 BROOKLYN,BROOKLYN,991820,154968,PHONE,Unspecified,BROOKLYN,40.5920243193618,-73.97274330276305,"{'latitude': '40.5920243193618', 'longitude': '-73.97274330276305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T12:40:00.000,,2023-09-29T12:40:00.000,,,,,,,,
59439345,2023-09-29T08:04:03.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11238,912 BERGEN STREET,BERGEN STREET,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,ADDRESS,BROOKLYN,BERGEN STREET,In Progress,08 BROOKLYN,BROOKLYN,996084,185974,ONLINE,Unspecified,BROOKLYN,40.67712451791123,-73.95733588439029,"{'latitude': '40.67712451791123', 'longitude': '-73.95733588439029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
59449493,2023-09-29T08:03:59.000,HPD,Department of Housing Preservation and Development,Water Leak,Damp Spot,Apartment,11210,3906 AVENUE K,AVENUE K,EAST   39 STREET,EAST   40 STREET,EAST   39 STREET,EAST   40 STREET,ADDRESS,BROOKLYN,AVENUE K,Closed,18 BROOKLYN,BROOKLYN,1001438,167226,PHONE,Unspecified,BROOKLYN,40.62565657436326,-73.9380813449397,"{'latitude': '40.62565657436326', 'longitude': '-73.9380813449397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-12T00:00:00.000,,2023-10-12T00:00:00.000,,,,,,,,
59453056,2023-09-29T08:03:52.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11210,3906 AVENUE K,AVENUE K,EAST   39 STREET,EAST   40 STREET,EAST   39 STREET,EAST   40 STREET,ADDRESS,BROOKLYN,AVENUE K,Closed,18 BROOKLYN,BROOKLYN,1001438,167226,PHONE,Unspecified,BROOKLYN,40.62565657436326,-73.9380813449397,"{'latitude': '40.62565657436326', 'longitude': '-73.9380813449397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-12T00:00:00.000,,2023-10-12T00:00:00.000,,,,,,,,
58963319,2023-09-29T08:03:50.000,DOHMH,Department of Health and Mental Hygiene,Day Care,Day Care Facility,Commercial Building,11375,99-06 METROPOLITAN AVENUE,METROPOLITAN AVENUE,70 AVENUE,70 AVENUE,70 AVENUE,70 AVENUE,ADDRESS,FOREST HILLS,METROPOLITAN AVENUE,In Progress,06 QUEENS,QUEENS,1024857,198301,ONLINE,Unspecified,QUEENS,40.710874004497555,-73.85352884436902,"{'latitude': '40.710874004497555', 'longitude': '-73.85352884436902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58964335,2023-09-29T08:03:36.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10463,3300 NETHERLAND AVENUE,NETHERLAND AVENUE,,,,,ADDRESS,BRONX,,Closed,08 BRONX,BRONX,1008768,261568,ONLINE,Unspecified,BRONX,40.88458376308551,-73.911331493528,"{'latitude': '40.88458376308551', 'longitude': '-73.911331493528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T09:57:58.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,2057870154,,,,,,,
58957039,2023-09-29T08:03:36.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10463,3300 NETHERLAND AVENUE,NETHERLAND AVENUE,,,,,ADDRESS,BRONX,,Closed,08 BRONX,BRONX,1008768,261568,ONLINE,Unspecified,BRONX,40.88458376308551,-73.911331493528,"{'latitude': '40.88458376308551', 'longitude': '-73.911331493528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T09:57:59.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,2057870154,,,,,,,
58958852,2023-09-29T08:03:15.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11216,1280 FULTON STREET,FULTON STREET,NOSTRAND AVENUE,VERONA PLACE,NOSTRAND AVENUE,VERONA PLACE,ADDRESS,BROOKLYN,FULTON STREET,Closed,03 BROOKLYN,BROOKLYN,998317,187157,ONLINE,Unspecified,BROOKLYN,40.68036831776395,-73.94928297137528,"{'latitude': '40.68036831776395', 'longitude': '-73.94928297137528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-07T11:43:39.000,The Department of Sanitation removed the items.,2023-09-30T11:22:05.000,3018610001,,,,,,,
58957261,2023-09-29T08:03:07.000,DOT,Department of Transportation,Street Sign - Missing,"No Parking, Standing, Stopping",Street,11101,31-00 47 AVENUE,47 AVENUE,31 STREET,31 PLACE,31 STREET,31 PLACE,ADDRESS,LONG ISLAND CITY,47 AVENUE,Closed,02 QUEENS,QUEENS,1002081,210000,MOBILE,Unspecified,QUEENS,40.74306011758023,-73.93565178631272,"{'latitude': '40.74306011758023', 'longitude': '-73.93565178631272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-04T10:38:56.000,The Department of Transportation has completed the request or corrected the condition.,2023-10-04T10:39:01.000,4002810001,,,,,,,
59435588,2023-09-29T08:02:45.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11218,227 OCEAN PARKWAY,OCEAN PARKWAY,CHURCH AVENUE,BEVERLEY ROAD,CHURCH AVENUE,BEVERLEY ROAD,ADDRESS,BROOKLYN,OCEAN PARKWAY,Closed,12 BROOKLYN,BROOKLYN,991392,173976,PHONE,Unspecified,BROOKLYN,40.64419768390274,-73.97426426065803,"{'latitude': '40.64419768390274', 'longitude': '-73.97426426065803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T12:50:00.000,,2023-09-30T12:50:00.000,3053390061,,,,,,,
59449142,2023-09-29T08:02:42.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11218,285 OCEAN PARKWAY,OCEAN PARKWAY,BEVERLEY ROAD,AVENUE C,BEVERLEY ROAD,AVENUE C,ADDRESS,BROOKLYN,OCEAN PARKWAY,Closed,12 BROOKLYN,BROOKLYN,991490,173318,PHONE,Unspecified,BROOKLYN,40.64239153591142,-73.9739118301069,"{'latitude': '40.64239153591142', 'longitude': '-73.9739118301069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T08:45:00.000,,2023-09-29T08:45:00.000,3053580077,,,,,,,
58956212,2023-09-29T08:02:27.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11219,1049 38 STREET,38 STREET,10 AVENUE,FORT HAMILTON PARKWAY,10 AVENUE,FORT HAMILTON PARKWAY,ADDRESS,BROOKLYN,38 STREET,Closed,12 BROOKLYN,BROOKLYN,986703,174083,PHONE,Unspecified,BROOKLYN,40.64449391583504,-73.99116073255658,"{'latitude': '40.64449391583504', 'longitude': '-73.99116073255658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T13:20:35.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T13:20:41.000,,,,,,,,
59452746,2023-09-29T08:02:01.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11210,945 EAST   26 STREET,EAST   26 STREET,AVENUE I,AVENUE J,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,EAST   26 STREET,Closed,14 BROOKLYN,BROOKLYN,997883,167947,PHONE,Unspecified,BROOKLYN,40.6276417516064,-73.95088654253388,"{'latitude': '40.6276417516064', 'longitude': '-73.95088654253388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T13:45:00.000,,2023-09-29T13:45:00.000,,,,,,,,
58965192,2023-09-29T08:02:00.000,DEP,Department of Environmental Protection,Sewer,Manhole Overflow (Use Comments) (SA1),,11223,419 QUENTIN ROAD,QUENTIN ROAD,E 3 ST,E 4 ST,,,ADDRESS,BROOKLYN,,Closed,15 BROOKLYN,BROOKLYN,992500,160401,PHONE,Unspecified,BROOKLYN,40.60693619651246,-73.97028824578402,"{'latitude': '40.60693619651246', 'longitude': '-73.97028824578402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T13:00:00.000,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T13:00:00.000,3066350046,,,,,,,
