unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,intersection_street_1,intersection_street_2,facility_type,cross_street_1,cross_street_2,landmark,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58860334,2023-09-15T10:14:55.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Permit/License/Certificate,Food Cart Vendor,,,,,,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-15T14:32:14.000,0 Unspecified,,Unspecified,990714,215028,ONLINE,Unspecified,Unspecified,40.75687632214713,-73.9766679885756,"{'latitude': '40.75687632214713', 'longitude': '-73.9766679885756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58861301,2023-09-15T10:14:47.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T10:50:15.000,0 Unspecified,,Unspecified,984614,185549,ONLINE,Unspecified,Unspecified,40.675965891400246,-73.99868772455017,"{'latitude': '40.675965891400246', 'longitude': '-73.99868772455017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T10:50:10.000,,,,,,,,,,,,
58857376,2023-09-15T10:14:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T10:37:13.000,0 Unspecified,,Unspecified,982675,198302,PHONE,Unspecified,Unspecified,40.71096979225186,-74.0056810967147,"{'latitude': '40.71096979225186', 'longitude': '-74.0056810967147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T10:37:08.000,,,,,,,,,,,,
58836741,2023-09-15T10:14:41.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10452,985 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T06:42:22.000,04 BRONX,2025110095,BRONX,1004088,242493,MOBILE,Unspecified,BRONX,40.832240389759164,-73.92831299916863,"{'latitude': '40.832240389759164', 'longitude': '-73.92831299916863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T16:39:44.000,WEST  163 STREET,WEST  164 STREET,,WEST  163 STREET,WEST  164 STREET,WOODYCREST AVENUE,,,,,,
58865015,2023-09-15T10:14:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T11:08:41.000,0 Unspecified,,Unspecified,1034626,211967,MOBILE,Unspecified,Unspecified,40.748333524438344,-73.81818943150381,"{'latitude': '40.748333524438344', 'longitude': '-73.81818943150381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:08:36.000,,,,,,,,,,,,
58853058,2023-09-15T10:14:30.000,DPR,Department of Parks and Recreation,Illegal Tree Damage,Trunk Damaged,Street,,,,,,Closed,"NYC Parks created a work order for the tree condition. Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-18T12:58:28.000,0 Unspecified,,Unspecified,990651,173334,ONLINE,Unspecified,Unspecified,40.64243609857567,-73.9769350156808,"{'latitude': '40.64243609857567', 'longitude': '-73.9769350156808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:58:23.000,,,,,,,,,,,,
58857645,2023-09-15T10:14:22.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T11:11:14.000,0 Unspecified,,Unspecified,1025427,208563,ONLINE,Unspecified,Unspecified,40.739038028551384,-73.85141004557305,"{'latitude': '40.739038028551384', 'longitude': '-73.85141004557305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:11:09.000,,,,,,,,,,,,
58869104,2023-09-15T10:14:22.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T10:42:13.000,0 Unspecified,,Unspecified,999692,187452,PHONE,Unspecified,Unspecified,40.68117573371995,-73.94432488467092,"{'latitude': '40.68117573371995', 'longitude': '-73.94432488467092', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T10:42:09.000,,,,,,,,,,,,
58850679,2023-09-15T10:14:10.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,,,,,,Closed,NYC Parks inspected the condition and determined that no work was needed.,2023-09-18T10:55:17.000,0 Unspecified,,Unspecified,,207561,ONLINE,Unspecified,Unspecified,,,,2023-09-18T10:55:15.000,,,,,,,,,,,,
58822991,2023-09-15T10:14:00.000,DEP,Department of Environmental Protection,Water Conservation,"Wasting Faucets,Sinks,Flushometer,Urinal,Etc. - Other (CWO)",,11233,,,INTERSECTION,BROOKLYN,Closed,"The Department of Environmental Protection requires an appointment to inspect this complaint type.  Complainant information was not provided and an appointment could not be scheduled.  The complaint has been closed. If the problem still exists, please call 311 and file a new complaint including your contact information.",2023-09-15T10:16:00.000,16 BROOKLYN,,BROOKLYN,1008167,185459,ONLINE,Unspecified,BROOKLYN,40.6756865603105,-73.91377591882916,"{'latitude': '40.6756865603105', 'longitude': '-73.91377591882916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T10:16:00.000,HOPKINSON AVENUE,PACIFIC STREET,,,,,,,,,,
58823861,2023-09-15T10:14:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10036,640 8 AVENUE,8 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-18T06:31:00.000,05 MANHATTAN,1010137501,MANHATTAN,986967,214950,ONLINE,Unspecified,MANHATTAN,40.75666417742652,-73.99019293432467,"{'latitude': '40.75666417742652', 'longitude': '-73.99019293432467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T06:31:00.000,,,N/A,W 41 ST,W 42 ST,,,,,,,
58825548,2023-09-15T10:14:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10036,640 8 AVENUE,8 AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-22T15:45:00.000,05 MANHATTAN,1010137501,MANHATTAN,986967,214950,ONLINE,Unspecified,MANHATTAN,40.75666417742652,-73.99019293432467,"{'latitude': '40.75666417742652', 'longitude': '-73.99019293432467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T15:45:00.000,,,N/A,W 41 ST,W 42 ST,,,,,,,
58821283,2023-09-15T10:14:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10036,640 8 AVENUE,8 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-18T06:31:00.000,05 MANHATTAN,1010137501,MANHATTAN,986967,214950,ONLINE,Unspecified,MANHATTAN,40.75666417742652,-73.99019293432467,"{'latitude': '40.75666417742652', 'longitude': '-73.99019293432467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T06:31:00.000,,,N/A,W 41 ST,W 42 ST,,,,,,,
58848941,2023-09-15T10:13:53.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T10:22:52.000,0 Unspecified,,Unspecified,1003270,173725,PHONE,Unspecified,Unspecified,40.643491199523,-73.9314633684685,"{'latitude': '40.643491199523', 'longitude': '-73.9314633684685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T10:22:43.000,,,,,,,,,,,,
58863441,2023-09-15T10:13:41.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T11:41:32.000,0 Unspecified,,Unspecified,,193200,PHONE,Unspecified,Unspecified,,,,2023-09-15T11:41:27.000,,,,,,,,,,,,
58868154,2023-09-15T10:13:37.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,,,,,,In Progress,,,0 Unspecified,,Unspecified,1003242,165269,ONLINE,Unspecified,Unspecified,40.62028133630305,-73.93158806037911,"{'latitude': '40.62028133630305', 'longitude': '-73.93158806037911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58862959,2023-09-15T10:13:33.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T11:27:46.000,0 Unspecified,,Unspecified,983284,175890,MOBILE,Unspecified,Unspecified,40.6494540272316,-74.00348119328932,"{'latitude': '40.6494540272316', 'longitude': '-74.00348119328932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:27:41.000,,,,,,,,,,,,
58868168,2023-09-15T10:13:26.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10031,824 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-15T10:13:26.000,09 MANHATTAN,1020660029,MANHATTAN,1000198,241060,PHONE,Unspecified,MANHATTAN,40.82831509735347,-73.94237338444583,"{'latitude': '40.82831509735347', 'longitude': '-73.94237338444583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T10:55:32.000,,,,WEST 151 STREET,WEST 152 STREET,,,,,,,
58823584,2023-09-15T10:13:23.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10462,2363 LYON AVENUE,LYON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,10 BRONX,2039720038,BRONX,1026148,244418,PHONE,Unspecified,BRONX,40.83744684960191,-73.8485846267631,"{'latitude': '40.83744684960191', 'longitude': '-73.8485846267631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T19:57:01.000,,,,,,,,,,,,
58856150,2023-09-15T10:13:18.000,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,,,,,,Closed,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",2023-09-15T12:49:43.000,0 Unspecified,,Unspecified,,240428,PHONE,Unspecified,Unspecified,,,,2023-09-15T12:49:37.000,,,,,,,,,,,,
58823608,2023-09-15T10:13:16.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,STAIRS,RESIDENTIAL BUILDING,11212,1091 WILLMOHR STREET,WILLMOHR STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,17 BROOKLYN,3046700007,BROOKLYN,1007018,178617,PHONE,Unspecified,BROOKLYN,40.656909829202746,-73.91794132644934,"{'latitude': '40.656909829202746', 'longitude': '-73.91794132644934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T02:07:30.000,,,,,,,,,,,,
58858817,2023-09-15T10:12:58.000,NYPD,New York City Police Department,Panhandling,N/A,Subway,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T10:57:16.000,Unspecified BRONX,,BRONX,1007854,246938,MOBILE,Unspecified,BRONX,40.8444313561996,-73.91468846937256,"{'latitude': '40.8444313561996', 'longitude': '-73.91468846937256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T10:57:10.000,,,,,,,,,4,,Mezzanine,
58825282,2023-09-15T10:12:55.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10031,820 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-20T00:00:00.000,09 MANHATTAN,1020660029,MANHATTAN,1000187,241028,PHONE,Unspecified,MANHATTAN,40.82822728637,-73.94241320792688,"{'latitude': '40.82822728637', 'longitude': '-73.94241320792688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T13:43:35.000,,,,,,,,,,,,
58820038,2023-09-15T10:12:55.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10031,424 WEST  146 STREET,WEST  146 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,09 MANHATTAN,1020600046,MANHATTAN,999433,239875,PHONE,Unspecified,MANHATTAN,40.82506395886931,-73.94514032171935,"{'latitude': '40.82506395886931', 'longitude': '-73.94514032171935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T18:05:57.000,,,,,,,,,,,,
58825231,2023-09-15T10:12:55.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10031,424 WEST  146 STREET,WEST  146 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,09 MANHATTAN,1020600046,MANHATTAN,999433,239875,PHONE,Unspecified,MANHATTAN,40.82506395886931,-73.94514032171935,"{'latitude': '40.82506395886931', 'longitude': '-73.94514032171935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T18:05:57.000,,,,,,,,,,,,
58824344,2023-09-15T10:12:55.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10031,424 WEST  146 STREET,WEST  146 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,09 MANHATTAN,1020600046,MANHATTAN,999433,239875,PHONE,Unspecified,MANHATTAN,40.82506395886931,-73.94514032171935,"{'latitude': '40.82506395886931', 'longitude': '-73.94514032171935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T18:05:57.000,,,,,,,,,,,,
58820928,2023-09-15T10:12:55.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10031,424 WEST  146 STREET,WEST  146 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,09 MANHATTAN,1020600046,MANHATTAN,999433,239875,PHONE,Unspecified,MANHATTAN,40.82506395886931,-73.94514032171935,"{'latitude': '40.82506395886931', 'longitude': '-73.94514032171935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T18:05:57.000,,,,,,,,,,,,
58835503,2023-09-15T10:12:53.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Noise,Street,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T11:25:04.000,0 Unspecified,,Unspecified,993506,227762,ONLINE,Unspecified,Unspecified,40.79182532876487,-73.96657263762945,"{'latitude': '40.79182532876487', 'longitude': '-73.96657263762945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T12:52:52.000,,,,,,,,,,,,
58862275,2023-09-15T10:12:20.000,TLC,Taxi and Limousine Commission,Taxi Report,Driver Report - Non Passenger,,,,,,,In Progress,,,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
58869022,2023-09-15T10:12:19.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T11:02:13.000,0 Unspecified,,Unspecified,995466,158159,PHONE,Unspecified,Unspecified,40.600779106085334,-73.95961014426904,"{'latitude': '40.600779106085334', 'longitude': '-73.95961014426904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:02:07.000,,,,,,,,,,,,
58853982,2023-09-15T10:12:19.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T10:22:12.000,0 Unspecified,,Unspecified,1003351,173745,PHONE,Unspecified,Unspecified,40.64354592088292,-73.93117143671707,"{'latitude': '40.64354592088292', 'longitude': '-73.93117143671707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T10:22:07.000,,,,,,,,,,,,
58825425,2023-09-15T10:12:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10306,448 LINCOLN AVENUE,LINCOLN AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the E-waste.,2023-09-18T12:29:00.000,02 STATEN ISLAND,5037430031,STATEN ISLAND,956838,148435,PHONE,Unspecified,STATEN ISLAND,40.574053384586854,-74.09867367351448,"{'latitude': '40.574053384586854', 'longitude': '-74.09867367351448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:29:00.000,,,,OLDFIELD STREET,MASON AVENUE,,,,,,,
58856747,2023-09-15T10:11:59.000,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,11231,457 HICKS STREET,HICKS STREET,ADDRESS,BROOKLYN,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-28T10:57:18.000,06 BROOKLYN,,BROOKLYN,984297,189534,PHONE,Unspecified,BROOKLYN,40.68690381804058,-73.99983053004605,"{'latitude': '40.68690381804058', 'longitude': '-73.99983053004605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T10:57:21.000,KANE STREET,DEGRAW STREET,,KANE STREET,DEGRAW STREET,HICKS STREET,,,,,,
58862509,2023-09-15T10:11:53.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11233,SARATOGA BALLFIELDS,SARATOGA BALLFIELDS,UNRECOGNIZED,BROOKLYN,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-23T11:26:46.000,16 BROOKLYN,3014400032,BROOKLYN,1008017,185328,ONLINE,Unspecified,BROOKLYN,40.675327398987726,-73.91431715110738,"{'latitude': '40.675327398987726', 'longitude': '-73.91431715110738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-23T11:26:42.000,PACIFIC STREET,DEAN STREET,,PACIFIC STREET,DEAN STREET,SARATOGA BALLFIELDS,,,,,,
58823191,2023-09-15T10:11:47.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10303,2246 FOREST AVENUE,FOREST AVENUE,ADDRESS,STATEN ISLAND,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-15T00:00:00.000,01 STATEN ISLAND,5016850068,STATEN ISLAND,938620,167735,UNKNOWN,Unspecified,STATEN ISLAND,40.62695283095942,-74.16438239048065,"{'latitude': '40.62695283095942', 'longitude': '-74.16438239048065', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T10:11:47.000,,,,,,,,,,,,
58869968,2023-09-15T10:11:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T13:26:28.000,0 Unspecified,,Unspecified,987620,192682,ONLINE,Unspecified,Unspecified,40.69554371053941,-73.98784706902408,"{'latitude': '40.69554371053941', 'longitude': '-73.98784706902408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T13:26:24.000,,,,,,,,,,,,
58862898,2023-09-15T10:11:17.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T05:41:41.000,0 Unspecified,,Unspecified,1002576,155339,PHONE,Unspecified,Unspecified,40.593026926929404,-73.9340140326773,"{'latitude': '40.593026926929404', 'longitude': '-73.9340140326773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T14:04:46.000,,,,,,,,,,,,
58849978,2023-09-15T10:11:15.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,No Permit or License,Other (Explain Below),,,,,,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-18T10:04:36.000,0 Unspecified,,Unspecified,990714,215028,ONLINE,Unspecified,Unspecified,40.75687632214713,-73.9766679885756,"{'latitude': '40.75687632214713', 'longitude': '-73.9766679885756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58819589,2023-09-15T10:11:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10036,640 8 AVENUE,8 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-18T06:31:00.000,05 MANHATTAN,1010137501,MANHATTAN,986967,214950,ONLINE,Unspecified,MANHATTAN,40.75666417742652,-73.99019293432467,"{'latitude': '40.75666417742652', 'longitude': '-73.99019293432467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T06:31:00.000,,,N/A,W 41 ST,W 42 ST,,,,,,,
58822184,2023-09-15T10:11:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10014,45 CARMINE STREET,CARMINE STREET,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2023-09-15T10:45:00.000,02 MANHATTAN,1005860040,MANHATTAN,983250,205226,ONLINE,Unspecified,MANHATTAN,40.72997458675549,-74.00360807424809,"{'latitude': '40.72997458675549', 'longitude': '-74.00360807424809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T10:45:00.000,,,,BLEECKER ST,BEDFORD ST,,,,,,,
58867153,2023-09-15T10:10:50.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T10:45:51.000,0 Unspecified,,Unspecified,982595,198113,PHONE,Unspecified,Unspecified,40.710451017536265,-74.00596961389753,"{'latitude': '40.710451017536265', 'longitude': '-74.00596961389753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T10:45:46.000,,,,,,,,,,,,
58821347,2023-09-15T10:10:48.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10012,125 SULLIVAN STREET,SULLIVAN STREET,ADDRESS,NEW YORK,Open,,2023-11-27T11:53:09.000,02 MANHATTAN,1005030015,MANHATTAN,983537,203853,UNKNOWN,Unspecified,MANHATTAN,40.72620606441196,-74.00257241146201,"{'latitude': '40.72620606441196', 'longitude': '-74.00257241146201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,N/A,,,,,2023-11-14T07:29:10.000,,,,
58823663,2023-09-15T10:10:46.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and a report was prepared.,2023-09-15T23:54:08.000,0 Unspecified,,Unspecified,1025554,184845,ONLINE,Unspecified,Unspecified,40.67393722079827,-73.85109724566205,"{'latitude': '40.67393722079827', 'longitude': '-73.85109724566205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:54:02.000,,,,,,,,,,,,
58868958,2023-09-15T10:10:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T10:14:48.000,0 Unspecified,,Unspecified,984160,188428,ONLINE,Unspecified,Unspecified,40.68386810055574,-74.00032450215981,"{'latitude': '40.68386810055574', 'longitude': '-74.00032450215981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T10:14:44.000,,,,,,,,,,,,
58852692,2023-09-15T10:10:35.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,,,,,,Closed,The Department of Sanitation collected the requested items.,2023-09-18T12:07:19.000,0 Unspecified,,Unspecified,993370,161552,ONLINE,Unspecified,Unspecified,40.61009460272613,-73.96715345217751,"{'latitude': '40.61009460272613', 'longitude': '-73.96715345217751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T14:13:06.000,,,,,,,,,,,,
58823774,2023-09-15T10:10:21.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10032,466 WEST  166 STREET,WEST  166 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation cleaned the location.,2023-09-15T23:56:58.000,12 MANHATTAN,1021110052,MANHATTAN,1001587,244677,ONLINE,Unspecified,MANHATTAN,40.8382401008262,-73.93734501544776,"{'latitude': '40.8382401008262', 'longitude': '-73.93734501544776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T14:35:41.000,EDGECOMBE AVENUE,AMSTERDAM AVENUE,,EDGECOMBE AVENUE,AMSTERDAM AVENUE,WEST  166 STREET,,,,,,
