unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58934453,2023-09-26T09:44:22.000,2023-09-27T09:59:23.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Tour Bus,Business,11105,45-03 23 AVENUE,23 AVENUE,ADDRESS,ASTORIA,Closed,The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.  You should contact the Department of Transportation (DOT). NYC311 can help you file a complaint or contact the agency for further assistance.,2023-09-27T09:59:26.000,01 QUEENS,4007690038,QUEENS,1010509,219446,ONLINE,Unspecified,QUEENS,40.76896595717731,-73.90520008973718,"{'latitude': '40.76896595717731', 'longitude': '-73.90520008973718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45 STREET,46 STREET,45 STREET,46 STREET,23 AVENUE,,,,,,,
58926611,2023-09-26T09:44:20.000,2023-09-27T10:35:42.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11232,176A 26 STREET,26 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T10:35:45.000,07 BROOKLYN,3006570031,BROOKLYN,984422,179867,MOBILE,Unspecified,BROOKLYN,40.6603700736922,-73.99938005877068,"{'latitude': '40.6603700736922', 'longitude': '-73.99938005877068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,26 STREET,,,,,,,
58928848,2023-09-26T09:44:16.000,2023-09-26T10:19:21.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11210,3401 AVENUE K,AVENUE K,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T10:19:24.000,18 BROOKLYN,3076160010,BROOKLYN,1000211,166922,MOBILE,Unspecified,BROOKLYN,40.62482445390386,-73.94250225036564,"{'latitude': '40.62482445390386', 'longitude': '-73.94250225036564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   34 STREET,EAST   35 STREET,EAST   34 STREET,EAST   35 STREET,AVENUE K,,,,,,,
58934481,2023-09-26T09:44:00.000,2023-09-26T12:21:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10452,114 EAST  168 STREET,EAST  168 STREET,ADDRESS,BRONX,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-26T12:21:00.000,04 BRONX,2024650034,BRONX,1006946,243968,ONLINE,Unspecified,BRONX,40.836281955455235,-73.91798028710747,"{'latitude': '40.836281955455235', 'longitude': '-73.91798028710747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WALTON AVE,GRANDVIEW PL,,,,,N/A,,,,,
58929329,2023-09-26T09:44:00.000,2023-09-26T15:35:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11433,,,INTERSECTION,QUEENS,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-26T15:35:00.000,12 QUEENS,,QUEENS,1043755,193976,PHONE,Unspecified,QUEENS,40.698896018574146,-73.78540141203314,"{'latitude': '40.698896018574146', 'longitude': '-73.78540141203314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,108 AVENUE,171 STREET,,,,,,,,
58930634,2023-09-26T09:44:00.000,2023-09-26T12:21:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11373,45-08 82 STREET,82 STREET,ADDRESS,ELMHURST,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-26T12:21:00.000,04 QUEENS,4015330057,QUEENS,1016689,209452,ONLINE,Unspecified,QUEENS,40.741514476934476,-73.88293737242229,"{'latitude': '40.741514476934476', 'longitude': '-73.88293737242229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45 AVE,47 AVE,,,,,N/A,,,,,
58934706,2023-09-26T09:43:59.000,2023-09-26T10:10:45.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10023,101 WEST   74 STREET,WEST   74 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T10:10:49.000,07 MANHATTAN,1011460029,MANHATTAN,990331,223025,MOBILE,Unspecified,MANHATTAN,40.77882628294285,-73.97804320376947,"{'latitude': '40.77882628294285', 'longitude': '-73.97804320376947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,WEST   74 STREET,,,,,,,
58933435,2023-09-26T09:43:47.000,2023-09-26T09:54:14.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234,5621 FILLMORE AVENUE,FILLMORE AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T09:54:19.000,18 BROOKLYN,3083770001,BROOKLYN,1006367,163298,PHONE,Unspecified,BROOKLYN,40.61486410249222,-73.92033781941339,"{'latitude': '40.61486410249222', 'longitude': '-73.92033781941339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   56 STREET,EAST   57 STREET,EAST   56 STREET,EAST   57 STREET,FILLMORE AVENUE,,,,,,,
58931427,2023-09-26T09:43:37.000,2023-09-26T11:49:32.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11203,925 SCHENECTADY AVENUE,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T11:49:36.000,17 BROOKLYN,3046950047,BROOKLYN,1002792,176322,PHONE,Unspecified,BROOKLYN,40.65062041460657,-73.93317865354251,"{'latitude': '40.65062041460657', 'longitude': '-73.93317865354251', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CHURCH AVENUE,SNYDER AVENUE,CHURCH AVENUE,SNYDER AVENUE,SCHENECTADY AVENUE,,,,,,,
58932812,2023-09-26T09:43:35.000,2023-09-26T09:43:35.000,DOHMH,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,Public/Unfenced Area,11413,230-09 EDGEWOOD AVENUE,EDGEWOOD AVENUE,ADDRESS,SPRINGFIELD GARDENS,Closed,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",2023-09-28T09:15:14.000,13 QUEENS,4135130024,QUEENS,1054318,181151,PHONE,Unspecified,QUEENS,40.66361712235626,-73.747440600438,"{'latitude': '40.66361712235626', 'longitude': '-73.747440600438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",230 STREET,230 PLACE,230 STREET,230 PLACE,EDGEWOOD AVENUE,,,,,,,
58933478,2023-09-26T09:43:25.000,2023-09-26T10:39:26.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10469,1375 BURKE AVENUE,BURKE AVENUE,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T10:39:30.000,12 BRONX,2047400027,BRONX,1026473,257040,PHONE,Unspecified,BRONX,40.87208887522508,-73.84733061035398,"{'latitude': '40.87208887522508', 'longitude': '-73.84733061035398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FISH AVENUE,SEYMOUR AVENUE,FISH AVENUE,SEYMOUR AVENUE,BURKE AVENUE,,,,,,,
58933040,2023-09-26T09:43:23.000,2023-09-27T11:02:37.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11385,56-53 MYRTLE AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,Closed,The Department of Sanitation collected the requested items.,2023-09-27T09:53:14.000,05 QUEENS,4034640026,QUEENS,1010750,194440,ONLINE,Unspecified,QUEENS,40.70032997379337,-73.90442852970237,"{'latitude': '40.70032997379337', 'longitude': '-73.90442852970237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CATALPA AVENUE,HANCOCK STREET,CATALPA AVENUE,HANCOCK STREET,MYRTLE AVENUE,,,,,,,
58929607,2023-09-26T09:43:12.000,2023-09-26T11:54:20.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11230,1653 EAST    5 STREET,EAST    5 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T11:54:24.000,12 BROOKLYN,3066120080,BROOKLYN,992790,161655,PHONE,Unspecified,BROOKLYN,40.6103778945175,-73.96924224693488,"{'latitude': '40.6103778945175', 'longitude': '-73.96924224693488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE O,AVENUE P,AVENUE O,AVENUE P,EAST    5 STREET,,,,,,,
58926972,2023-09-26T09:42:44.000,2023-09-26T17:58:59.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11416,97-45 92 STREET,92 STREET,ADDRESS,OZONE PARK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T17:59:02.000,09 QUEENS,4090660040,QUEENS,1026066,188862,ONLINE,Unspecified,QUEENS,40.684960555501625,-73.84922654089326,"{'latitude': '40.684960555501625', 'longitude': '-73.84922654089326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",97 AVENUE,101 AVENUE,97 AVENUE,101 AVENUE,92 STREET,,,,,,,
58931558,2023-09-26T09:42:32.000,,DOHMH,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,Public/Unfenced Area,11221,LEWIS AVENUE,LEWIS AVENUE,INTERSECTION,,In Progress,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",2023-09-28T09:15:14.000,03 BROOKLYN,,BROOKLYN,1001951,190168,ONLINE,Unspecified,BROOKLYN,40.68862630213289,-73.9361730763391,"{'latitude': '40.68862630213289', 'longitude': '-73.9361730763391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LEWIS AVENUE,QUINCY STREET,LEWIS AVENUE,QUINCY STREET,,,,,,,,
58934081,2023-09-26T09:42:31.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11211,453 GRAND STREET,GRAND STREET,ADDRESS,BROOKLYN,In Progress,,,01 BROOKLYN,3023870037,BROOKLYN,997387,198408,PHONE,Unspecified,BROOKLYN,40.71125112442472,-73.9526140405554,"{'latitude': '40.71125112442472', 'longitude': '-73.9526140405554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KEAP STREET,BORINQUEN PLACE,KEAP STREET,BORINQUEN PLACE,GRAND STREET,,,,,,,
58929605,2023-09-26T09:42:25.000,2023-09-26T12:07:58.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11204,1599 WEST   10 STREET,WEST   10 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T12:08:02.000,11 BROOKLYN,3065970052,BROOKLYN,988821,160805,MOBILE,Unspecified,BROOKLYN,40.60804775524316,-73.98353761357693,"{'latitude': '40.60804775524316', 'longitude': '-73.98353761357693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE O,AVENUE P,AVENUE O,AVENUE P,WEST   10 STREET,,,,,,,
58928198,2023-09-26T09:42:08.000,2023-09-26T10:37:39.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11232,178A 26 STREET,26 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T10:37:43.000,07 BROOKLYN,3006570033,BROOKLYN,984437,179856,MOBILE,Unspecified,BROOKLYN,40.66033988081214,-73.99932599443366,"{'latitude': '40.66033988081214', 'longitude': '-73.99932599443366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,26 STREET,,,,,,,
58926949,2023-09-26T09:41:58.000,2023-09-26T10:21:36.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11226,SAINT PAULS PLACE,SAINT PAULS PLACE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T10:21:43.000,14 BROOKLYN,,BROOKLYN,994511,176649,MOBILE,Unspecified,BROOKLYN,40.65153142529534,-73.96302107904071,"{'latitude': '40.65153142529534', 'longitude': '-73.96302107904071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CATON AVENUE,SAINT PAULS PLACE,CATON AVENUE,SAINT PAULS PLACE,,,,,,,,
58933362,2023-09-26T09:41:53.000,2023-09-26T10:01:04.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11691,HOLLYWOOD COURT,HOLLYWOOD COURT,INTERSECTION,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T10:01:09.000,14 QUEENS,,QUEENS,1051504,159619,PHONE,Unspecified,QUEENS,40.60453840371363,-73.7577981745344,"{'latitude': '40.60453840371363', 'longitude': '-73.7577981745344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOLLYWOOD COURT,MCBRIDE STREET,HOLLYWOOD COURT,MCBRIDE STREET,,,,,,,,
58931656,2023-09-26T09:41:53.000,2023-09-28T08:56:27.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10065,795 MADISON AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,Closed,This request required re-assignment to a new DOT unit.,2023-09-28T08:56:37.000,08 MANHATTAN,1013820023,MANHATTAN,993212,219349,ONLINE,Unspecified,MANHATTAN,40.768734174852014,-73.96764561893457,"{'latitude': '40.768734174852014', 'longitude': '-73.96764561893457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   67 STREET,EAST   68 STREET,EAST   67 STREET,EAST   68 STREET,MADISON AVENUE,,,,,,,
58933035,2023-09-26T09:41:43.000,2023-10-14T13:18:23.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10017,310 EAST   49 STREET,EAST   49 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation collected the requested items.,2023-09-26T22:02:16.000,06 MANHATTAN,1013410044,MANHATTAN,992985,213990,ONLINE,Unspecified,MANHATTAN,40.75402532454942,-73.96847209172856,"{'latitude': '40.75402532454942', 'longitude': '-73.96847209172856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,EAST   49 STREET,,,,,,,
58929157,2023-09-26T09:41:38.000,2023-09-29T15:54:57.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11206,204 BUSHWICK AVENUE,BUSHWICK AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-26T14:24:06.000,01 BROOKLYN,3030450017,BROOKLYN,1000876,197505,ONLINE,Unspecified,BROOKLYN,40.70876673588753,-73.94003123833956,"{'latitude': '40.70876673588753', 'longitude': '-73.94003123833956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SCHOLES STREET,MESEROLE STREET,SCHOLES STREET,MESEROLE STREET,BUSHWICK AVENUE,,,,,,,
58929560,2023-09-26T09:41:29.000,2023-09-26T10:11:57.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11377,39-26 55 STREET,55 STREET,ADDRESS,WOODSIDE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T10:12:02.000,02 QUEENS,4012250052,QUEENS,1009657,211801,MOBILE,Unspecified,QUEENS,40.747984888278054,-73.90830485812488,"{'latitude': '40.747984888278054', 'longitude': '-73.90830485812488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39 AVENUE,WOODSIDE AVENUE,39 AVENUE,WOODSIDE AVENUE,55 STREET,,,,,,,
58931537,2023-09-26T09:41:24.000,2023-09-26T11:28:41.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11216,1102 BEDFORD AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-26T09:41:24.000,03 BROOKLYN,3019710027,BROOKLYN,996828,189575,MOBILE,Unspecified,BROOKLYN,40.687007416508834,-73.95464688323898,"{'latitude': '40.687007416508834', 'longitude': '-73.95464688323898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LEXINGTON AVENUE,QUINCY STREET,LEXINGTON AVENUE,QUINCY STREET,BEDFORD AVENUE,,,,,,,
58927254,2023-09-26T09:41:14.000,2023-09-26T10:38:33.000,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,11359,FORT TOTTEN PARK,FORT TOTTEN PARK,UNRECOGNIZED,BAYSIDE,Closed,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",2023-09-26T10:38:38.000,07 QUEENS,4059170001,QUEENS,1045473,227465,PHONE,Unspecified,QUEENS,40.79080292006661,-73.77890081015126,"{'latitude': '40.79080292006661', 'longitude': '-73.77890081015126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNDERHILL ROAD,BEND,UNDERHILL ROAD,BEND,FORT TOTTEN PARK,,,,,,,
58934614,2023-09-26T09:41:10.000,2023-09-26T10:39:50.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11230,1496 EAST   18 STREET,EAST   18 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T10:39:53.000,14 BROOKLYN,3067550041,BROOKLYN,996360,162994,ONLINE,Unspecified,BROOKLYN,40.61404901344957,-73.95638209818564,"{'latitude': '40.61404901344957', 'longitude': '-73.95638209818564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE N,AVENUE O,AVENUE N,AVENUE O,EAST   18 STREET,,,,,,,
58927615,2023-09-26T09:41:03.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11210,1648 BROOKLYN AVENUE,BROOKLYN AVENUE,ADDRESS,BROOKLYN,In Progress,,,17 BROOKLYN,3075630068,BROOKLYN,1000384,169890,PHONE,Unspecified,BROOKLYN,40.632970673252224,-73.9418719420856,"{'latitude': '40.632970673252224', 'longitude': '-73.9418719420856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GLENWOOD ROAD,AVENUE H,GLENWOOD ROAD,AVENUE H,BROOKLYN AVENUE,,,,,,,
58930974,2023-09-26T09:41:00.000,2023-09-26T11:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Cable,,10002,,,INTERSECTION,MANHATTAN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T11:15:00.000,03 MANHATTAN,,MANHATTAN,986240,199539,UNKNOWN,Unspecified,MANHATTAN,40.71436497898066,-73.99282161375164,"{'latitude': '40.71436497898066', 'longitude': '-73.99282161375164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,ALLEN STREET,DIVISION STREET,,,N/A,,,,,
58932024,2023-09-26T09:40:59.000,2023-09-26T11:51:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11235,2502 EAST   19 STREET,EAST   19 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T11:51:18.000,15 BROOKLYN,3074390006,BROOKLYN,997889,154289,ONLINE,Unspecified,BROOKLYN,40.59015333949006,-73.95089251104693,"{'latitude': '40.59015333949006', 'longitude': '-73.95089251104693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE Y,AVENUE Z,AVENUE Y,AVENUE Z,EAST   19 STREET,,,,,,,
58929030,2023-09-26T09:40:53.000,2023-10-06T10:56:21.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11364,48-31 BELL BOULEVARD,BELL BOULEVARD,ADDRESS,OAKLAND GARDENS,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-06T10:56:29.000,11 QUEENS,4073920080,QUEENS,1048868,214323,ONLINE,Unspecified,QUEENS,40.7547075230841,-73.76676661658415,"{'latitude': '40.7547075230841', 'longitude': '-73.76676661658415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48 AVENUE,50 AVENUE,48 AVENUE,50 AVENUE,BELL BOULEVARD,,,,,,,
58930424,2023-09-26T09:40:51.000,2023-09-27T05:19:47.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10075,1120 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T05:19:52.000,08 MANHATTAN,1014130016,MANHATTAN,995467,221426,MOBILE,Unspecified,MANHATTAN,40.7744324234307,-73.95950121048561,"{'latitude': '40.7744324234307', 'longitude': '-73.95950121048561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,,,
58935100,2023-09-26T09:40:49.000,2023-09-27T19:25:05.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11228,1405 70 STREET,70 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following conditions were reported. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,11 BROOKLYN,3061570001,BROOKLYN,983729,165736,PHONE,Unspecified,BROOKLYN,40.62158349460714,-74.00187675401598,"{'latitude': '40.62158349460714', 'longitude': '-74.00187675401598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58935156,2023-09-26T09:40:49.000,2023-09-27T19:25:05.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11228,1405 70 STREET,70 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,11 BROOKLYN,3061570001,BROOKLYN,983729,165736,PHONE,Unspecified,BROOKLYN,40.62158349460714,-74.00187675401598,"{'latitude': '40.62158349460714', 'longitude': '-74.00187675401598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58926112,2023-09-26T09:40:49.000,2023-09-27T19:25:05.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11228,1405 70 STREET,70 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,11 BROOKLYN,3061570001,BROOKLYN,983729,165736,PHONE,Unspecified,BROOKLYN,40.62158349460714,-74.00187675401598,"{'latitude': '40.62158349460714', 'longitude': '-74.00187675401598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58931524,2023-09-26T09:40:42.000,2023-09-26T09:40:42.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Vacant Building,10455,674 ST ANNS AVENUE,ST ANNS AVENUE,ADDRESS,BRONX,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-26T09:40:42.000,01 BRONX,2026170022,BRONX,1008812,237174,ONLINE,Unspecified,BRONX,40.817629379394376,-73.91126173832384,"{'latitude': '40.817629379394376', 'longitude': '-73.91126173832384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RAE STREET,EAST 156 STREET,RAE STREET,EAST  156 STREET,ST ANNS AVENUE,,,,,,,
58932807,2023-09-26T09:40:32.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11360,23-48 204 STREET,204 STREET,ADDRESS,BAYSIDE,In Progress,,,07 QUEENS,4058030060,QUEENS,1042677,222371,UNKNOWN,Unspecified,QUEENS,40.776840214130964,-73.78904247689229,"{'latitude': '40.776840214130964', 'longitude': '-73.78904247689229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23 AVENUE,26 AVENUE,23 AVENUE,26 AVENUE,204 STREET,,,,,,,
58930435,2023-09-26T09:40:11.000,2023-10-02T15:10:36.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10026,45 WEST  110 STREET,WEST  110 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation cleaned the location.,2023-09-27T12:19:18.000,10 MANHATTAN,1015940007,MANHATTAN,997732,229929,ONLINE,Unspecified,MANHATTAN,40.7977677192684,-73.95130640219199,"{'latitude': '40.7977677192684', 'longitude': '-73.95130640219199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRAWLEY CIRCLE,LENOX AVENUE,FRAWLEY CIRCLE,LENOX AVENUE,WEST  110 STREET,,,,,,,
58927823,2023-09-26T09:39:58.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-02T08:25:23.000,Unspecified MANHATTAN,,MANHATTAN,986292,205354,MOBILE,Unspecified,MANHATTAN,40.73032573625844,-73.99263227355422,"{'latitude': '40.73032573625844', 'longitude': '-73.99263227355422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,R,R W Uptown & Queens,,Platform,
