unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date
58815338,2023-09-14T04:41:03.000,2023-09-14T05:37:22.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11203,740 CLARKSON AVENUE,CLARKSON AVENUE,EAST   46 STREET,SCHENECTADY AVENUE,EAST   46 STREET,SCHENECTADY AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T05:37:35.000,17 BROOKLYN,BROOKLYN,1002437,178418,ONLINE,Unspecified,BROOKLYN,40.65637421183081,-73.9344523438765,"{'latitude': '40.65637421183081', 'longitude': '-73.9344523438765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,CLARKSON AVENUE,3048510001,,,,,,,
58816504,2023-09-14T04:40:00.000,2023-09-14T05:01:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T05:01:26.000,10 MANHATTAN,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,7 AVENUE,1020260029,,,,,,,
58814343,2023-09-14T04:39:13.000,2023-10-10T12:22:32.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10453,2229 CRESTON AVENUE,CRESTON AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,05 BRONX,BRONX,1011372,251211,PHONE,Unspecified,BRONX,40.85614936426443,-73.90195614688277,"{'latitude': '40.85614936426443', 'longitude': '-73.90195614688277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2031700032,,,,,,,
58815265,2023-09-14T04:38:16.000,2023-09-14T05:36:24.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11432,90-22 172 STREET,172 STREET,90 AVENUE,91 AVENUE,90 AVENUE,91 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T05:36:30.000,12 QUEENS,QUEENS,1042867,197665,PHONE,Unspecified,QUEENS,40.70902735343143,-73.78857176806245,"{'latitude': '40.70902735343143', 'longitude': '-73.78857176806245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,172 STREET,4098060050,,,,,,,
58817368,2023-09-14T04:35:39.000,2023-09-14T05:43:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,59-24 MADISON STREET,MADISON STREET,FOREST AVENUE,60 PLACE,FOREST AVENUE,60 PLACE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T05:43:14.000,05 QUEENS,QUEENS,1011490,196505,MOBILE,Unspecified,QUEENS,40.70599566342014,-73.90175139076311,"{'latitude': '40.70599566342014', 'longitude': '-73.90175139076311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RIDGEWOOD,MADISON STREET,4035010020,,,,,,,
58817497,2023-09-14T04:35:08.000,2023-09-14T08:09:53.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10004,90 BROAD STREET,BROAD STREET,STONE STREET,BRIDGE STREET,STONE STREET,BRIDGE STREET,ADDRESS,Closed,This request required re-assignment to a new DOT unit.,2023-09-14T08:10:11.000,01 MANHATTAN,MANHATTAN,981036,195746,ONLINE,Unspecified,MANHATTAN,40.703953732789486,-74.0115918242526,"{'latitude': '40.703953732789486', 'longitude': '-74.0115918242526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,BROAD STREET,1000100016,,,,,,,
58815078,2023-09-14T04:34:16.000,2023-09-14T12:31:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11229,3680 BEDFORD AVENUE,BEDFORD AVENUE,KINGS HIGHWAY,AVENUE P,KINGS HIGHWAY,AVENUE P,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T12:31:13.000,15 BROOKLYN,BROOKLYN,998410,162379,MOBILE,Unspecified,BROOKLYN,40.61235792662489,-73.94899968182845,"{'latitude': '40.61235792662489', 'longitude': '-73.94899968182845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,BEDFORD AVENUE,3067710031,,,,,,,
58811814,2023-09-14T04:34:06.000,2023-09-14T06:17:31.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11212,30 EAST   96 STREET,EAST   96 STREET,EAST NEW YORK AVENUE,RUTLAND ROAD,EAST NEW YORK AVENUE,RUTLAND ROAD,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T06:17:34.000,17 BROOKLYN,BROOKLYN,1004869,181514,MOBILE,Unspecified,BROOKLYN,40.66486671725025,-73.9256777241333,"{'latitude': '40.66486671725025', 'longitude': '-73.9256777241333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,EAST   96 STREET,3045980027,,,,,,,
58818768,2023-09-14T04:33:44.000,2023-09-14T05:02:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,281 CORNELIA STREET,CORNELIA STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T05:02:56.000,04 BROOKLYN,BROOKLYN,1008779,192225,MOBILE,Unspecified,BROOKLYN,40.694256000288995,-73.91154494474141,"{'latitude': '40.694256000288995', 'longitude': '-73.91154494474141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,CORNELIA STREET,3033770045,,,,,,,
58813075,2023-09-14T04:32:47.000,2023-09-14T04:48:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10003,445 LAFAYETTE STREET,LAFAYETTE STREET,EAST    4 STREET,ASTOR PLACE,EAST    4 STREET,ASTOR PLACE,ADDRESS,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-14T04:48:58.000,02 MANHATTAN,MANHATTAN,986556,205076,ONLINE,Unspecified,MANHATTAN,40.72956262937125,-73.99167983220961,"{'latitude': '40.72956262937125', 'longitude': '-73.99167983220961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,LAFAYETTE STREET,1005447502,,,,,,,
58810993,2023-09-14T04:32:37.000,2023-10-25T17:53:35.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10013,119 BAXTER STREET,BAXTER STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-25T00:00:00.000,02 MANHATTAN,MANHATTAN,984534,200887,PHONE,Unspecified,MANHATTAN,40.7180651353898,-73.99897549001412,"{'latitude': '40.7180651353898', 'longitude': '-73.99897549001412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1002060004,,,,,,,
58818679,2023-09-14T04:32:36.000,2023-09-14T05:14:47.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11357,147-17 22 AVENUE,22 AVENUE,147 STREET,149 STREET,147 STREET,149 STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T05:14:51.000,07 QUEENS,QUEENS,1034382,223228,MOBILE,Unspecified,QUEENS,40.77924338633253,-73.8189860589572,"{'latitude': '40.77924338633253', 'longitude': '-73.8189860589572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WHITESTONE,22 AVENUE,4046560016,,,,,,,
58818667,2023-09-14T04:31:27.000,2023-09-14T05:08:25.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11206,263 JOHNSON AVENUE,JOHNSON AVENUE,BUSHWICK AVENUE,BUSHWICK PLACE,BUSHWICK AVENUE,BUSHWICK PLACE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T05:08:29.000,01 BROOKLYN,BROOKLYN,1001201,196865,PHONE,Unspecified,BROOKLYN,40.70700947099769,-73.93886059876613,"{'latitude': '40.70700947099769', 'longitude': '-73.93886059876613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,JOHNSON AVENUE,,,,,,,,
58813924,2023-09-14T04:26:32.000,2023-09-14T06:17:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,8210 19 AVENUE,19 AVENUE,82 STREET,83 STREET,82 STREET,83 STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T06:17:14.000,11 BROOKLYN,BROOKLYN,984717,160788,MOBILE,Unspecified,BROOKLYN,40.608002260364394,-73.99831810781541,"{'latitude': '40.608002260364394', 'longitude': '-73.99831810781541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,19 AVENUE,3063150034,,,,,,,
58812486,2023-09-14T04:26:23.000,2023-09-14T04:56:11.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10011,425 6 AVENUE,6 AVENUE,CHRISTOPHER STREET,WEST   10 STREET,CHRISTOPHER STREET,WEST   10 STREET,ADDRESS,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-14T04:56:14.000,02 MANHATTAN,MANHATTAN,984509,206810,MOBILE,Unspecified,MANHATTAN,40.734322330739964,-73.99906544779539,"{'latitude': '40.734322330739964', 'longitude': '-73.99906544779539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,AVENUE OF THE AMERICAS,1006060001,,,,,,,
58819358,2023-09-14T04:26:23.000,2023-09-21T09:30:04.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10011,425 6 AVENUE,6 AVENUE,CHRISTOPHER STREET,WEST   10 STREET,CHRISTOPHER STREET,WEST   10 STREET,ADDRESS,Closed,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2023-09-21T09:30:10.000,02 MANHATTAN,MANHATTAN,984509,206810,MOBILE,Unspecified,MANHATTAN,40.734322330739964,-73.99906544779539,"{'latitude': '40.734322330739964', 'longitude': '-73.99906544779539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,AVENUE OF THE AMERICAS,1006060001,,,,,,,
58815915,2023-09-14T04:25:04.000,,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Residential Building/House,11420,113-18 ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,LINDEN BOULEVARD,114 STREET,LINDEN BOULEVARD,114 STREET,ADDRESS,In Progress,,2023-09-14T07:07:17.000,10 QUEENS,QUEENS,1032737,186013,PHONE,Unspecified,QUEENS,40.67710668326486,-73.82519387260668,"{'latitude': '40.67710668326486', 'longitude': '-73.82519387260668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH OZONE PARK,ROCKAWAY BOULEVARD,4117050036,,,,,,,
58816475,2023-09-14T04:24:57.000,2023-09-14T04:48:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,1366 LYMAN PLACE,LYMAN PLACE,EAST  169 STREET,FREEMAN STREET,EAST  169 STREET,FREEMAN STREET,ADDRESS,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-14T04:48:33.000,03 BRONX,BRONX,1012886,241514,ONLINE,Unspecified,BRONX,40.8295291733699,-73.89652457121207,"{'latitude': '40.8295291733699', 'longitude': '-73.89652457121207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,LYMAN PLACE,2029700049,,,,,,,
58811394,2023-09-14T04:24:03.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10036,1585 BROADWAY,BROADWAY,BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,ADDRESS,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-14T05:30:45.000,05 MANHATTAN,MANHATTAN,988313,216244,ONLINE,Unspecified,MANHATTAN,40.760215360467875,-73.98533373855116,"{'latitude': '40.760215360467875', 'longitude': '-73.98533373855116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,BROADWAY,1010197502,,,,,,,
58813019,2023-09-14T04:21:35.000,2023-09-14T04:34:14.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11236,1663 RALPH AVENUE,RALPH AVENUE,EAST   77 STREET,EAST   76 STREET,EAST   77 STREET,EAST   76 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T04:34:17.000,18 BROOKLYN,BROOKLYN,1006721,171099,ONLINE,Unspecified,BROOKLYN,40.63627531109799,-73.9190367941174,"{'latitude': '40.63627531109799', 'longitude': '-73.9190367941174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,RALPH AVENUE,3079817501,,,,,,,
58817432,2023-09-14T04:20:48.000,2023-09-14T04:23:02.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11225,243 SULLIVAN PLACE,SULLIVAN PLACE,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T04:23:07.000,09 BROOKLYN,BROOKLYN,997345,181405,ONLINE,Unspecified,BROOKLYN,40.664581861556336,-73.9527985849674,"{'latitude': '40.664581861556336', 'longitude': '-73.9527985849674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,SULLIVAN PLACE,,,,,,,,
58818490,2023-09-14T04:19:19.000,2023-09-14T05:15:32.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11204,60 STREET,60 STREET,16 AVENUE,60 STREET,16 AVENUE,60 STREET,INTERSECTION,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T05:15:34.000,12 BROOKLYN,BROOKLYN,986486,166928,MOBILE,Unspecified,BROOKLYN,40.62485501851155,-73.99194505243989,"{'latitude': '40.62485501851155', 'longitude': '-73.99194505243989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58811213,2023-09-14T04:18:52.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11211,296 MARCY AVENUE,MARCY AVENUE,HEWES STREET,PENN STREET,HEWES STREET,PENN STREET,ADDRESS,In Progress,,,01 BROOKLYN,BROOKLYN,996624,195972,PHONE,Unspecified,BROOKLYN,40.704565981360865,-73.95537070427908,"{'latitude': '40.704565981360865', 'longitude': '-73.95537070427908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,MARCY AVENUE,3022120038,,,,,,,
58818661,2023-09-14T04:16:25.000,2023-09-14T04:39:24.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11203,704 MIDWOOD STREET,MIDWOOD STREET,ALBANY AVENUE,TROY AVENUE,ALBANY AVENUE,TROY AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T04:39:30.000,09 BROOKLYN,BROOKLYN,1001637,180077,ONLINE,Unspecified,BROOKLYN,40.66092940793976,-73.93733134038375,"{'latitude': '40.66092940793976', 'longitude': '-73.93733134038375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,MIDWOOD STREET,3048050037,,,,,,,
58816692,2023-09-14T04:14:40.000,2023-09-24T10:52:34.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11210,570 EAST   26 STREET,EAST   26 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-24T00:00:00.000,14 BROOKLYN,BROOKLYN,997402,171232,ONLINE,Unspecified,BROOKLYN,40.63665910701873,-73.95261296300639,"{'latitude': '40.63665910701873', 'longitude': '-73.95261296300639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3052250066,,,,,,,
58819103,2023-09-14T04:13:27.000,2023-09-22T09:58:43.000,DOT,Department of Transportation,Bus Stop Shelter Complaint,Broken Glass,Bus Stop Shelter,11205,102 WASHINGTON AVENUE,WASHINGTON AVENUE,PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,Closed,The contractor has reported that the requested work has been completed.,2023-09-22T09:58:47.000,02 BROOKLYN,BROOKLYN,993324,192579,ONLINE,Unspecified,BROOKLYN,40.69525698917028,-73.96727738170559,"{'latitude': '40.69525698917028', 'longitude': '-73.96727738170559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,WASHINGTON AVENUE,3018890054,,,,,,,
58812797,2023-09-14T04:11:12.000,2023-09-14T06:11:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,2228 EAST    8 STREET,EAST    8 STREET,AVENUE V,GRAVESEND NECK ROAD,AVENUE V,GRAVESEND NECK ROAD,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T06:11:43.000,15 BROOKLYN,BROOKLYN,994674,156067,MOBILE,Unspecified,BROOKLYN,40.59503795628802,-73.96246543735097,"{'latitude': '40.59503795628802', 'longitude': '-73.96246543735097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,EAST    8 STREET,3071590019,,,,,,,
58818807,2023-09-14T04:07:02.000,2023-09-14T04:57:31.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11103,41-12 BROADWAY,BROADWAY,41 STREET,42 STREET,41 STREET,42 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T04:57:37.000,01 QUEENS,QUEENS,1007023,215593,ONLINE,Unspecified,QUEENS,40.75840013768475,-73.91779824823908,"{'latitude': '40.75840013768475', 'longitude': '-73.91779824823908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,BROADWAY,4006770038,,,,,,,
58812838,2023-09-14T04:06:10.000,2023-09-14T04:37:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11205,81 STEUBEN STREET,STEUBEN STREET,PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T04:37:57.000,02 BROOKLYN,BROOKLYN,994405,192493,MOBILE,Unspecified,BROOKLYN,40.6950197647379,-73.96337921441484,"{'latitude': '40.6950197647379', 'longitude': '-73.96337921441484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,STEUBEN STREET,3018940011,,,,,,,
58814184,2023-09-14T04:05:49.000,2023-09-14T04:19:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T04:19:27.000,03 BRONX,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,WASHINGTON AVENUE,2029020036,,,,,,,
58819227,2023-09-14T04:05:31.000,2023-09-26T09:50:10.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11212,104 CHESTER STREET,CHESTER STREET,PITKIN AVENUE,SUTTER AVENUE,PITKIN AVENUE,SUTTER AVENUE,ADDRESS,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-26T09:50:09.000,16 BROOKLYN,BROOKLYN,1008794,183009,ONLINE,Unspecified,BROOKLYN,40.66896014694358,-73.9115244200859,"{'latitude': '40.66896014694358', 'longitude': '-73.9115244200859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,CHESTER STREET,,,,,,,,
58814404,2023-09-14T04:05:13.000,2023-09-20T09:45:09.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11233,2160 DEAN STREET,DEAN STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,16 BROOKLYN,BROOKLYN,1007586,185212,PHONE,Unspecified,BROOKLYN,40.67501015190807,-73.9158713578057,"{'latitude': '40.67501015190807', 'longitude': '-73.9158713578057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3014470013,,,,,,,
58811766,2023-09-14T04:05:04.000,2023-09-14T06:27:35.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11208,467 BERRIMAN STREET,BERRIMAN STREET,NEW LOTS AVENUE,HEGEMAN AVENUE,NEW LOTS AVENUE,HEGEMAN AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T06:27:41.000,05 BROOKLYN,BROOKLYN,1018228,182328,PHONE,Unspecified,BROOKLYN,40.667059775265905,-73.87752045010649,"{'latitude': '40.667059775265905', 'longitude': '-73.87752045010649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,BERRIMAN STREET,3044540059,,,,,,,
58814185,2023-09-14T04:03:51.000,2023-09-14T04:20:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T04:20:05.000,03 BRONX,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,WASHINGTON AVENUE,2029020036,,,,,,,
58817375,2023-09-14T04:01:55.000,2023-09-14T04:26:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11236,1687 RALPH AVENUE,RALPH AVENUE,EAST   76 STREET,GLENWOOD ROAD,EAST   76 STREET,GLENWOOD ROAD,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T04:26:48.000,18 BROOKLYN,BROOKLYN,1006742,170852,ONLINE,Unspecified,BROOKLYN,40.63559729565515,-73.91896195428521,"{'latitude': '40.63559729565515', 'longitude': '-73.91896195428521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,RALPH AVENUE,3079800020,,,,,,,
58816232,2023-09-14T04:01:39.000,2023-09-14T04:24:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11236,1660 RALPH AVENUE,RALPH AVENUE,EAST   77 STREET,EAST   76 STREET,EAST   77 STREET,EAST   76 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T04:24:27.000,18 BROOKLYN,BROOKLYN,1006716,171086,ONLINE,Unspecified,BROOKLYN,40.63623964156432,-73.91905485243223,"{'latitude': '40.63623964156432', 'longitude': '-73.91905485243223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,RALPH AVENUE,3079780001,,,,,,,
58810621,2023-09-14T04:01:24.000,2023-09-14T04:34:34.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11236,1669 RALPH AVENUE,RALPH AVENUE,EAST   77 STREET,EAST   76 STREET,EAST   77 STREET,EAST   76 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T04:34:37.000,18 BROOKLYN,BROOKLYN,1006728,171023,ONLINE,Unspecified,BROOKLYN,40.63606668960582,-73.91901182624039,"{'latitude': '40.63606668960582', 'longitude': '-73.91901182624039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,RALPH AVENUE,3079817501,,,,,,,
58817660,2023-09-14T04:01:22.000,2023-09-14T04:25:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11212,100 EAST   93 STREET,EAST   93 STREET,DEAD END,RUTLAND ROAD,DEAD END,RUTLAND ROAD,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T04:25:47.000,17 BROOKLYN,BROOKLYN,1004525,180621,ONLINE,Unspecified,BROOKLYN,40.662416425262286,-73.92692037514253,"{'latitude': '40.662416425262286', 'longitude': '-73.92692037514253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,EAST   93 STREET,3045950215,,,,,,,
58813537,2023-09-14T04:01:22.000,2023-10-19T14:47:38.000,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Non Passenger,,,,,,,,,,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-10-19T14:47:42.000,0 Unspecified,Unspecified,,,MOBILE,Unspecified,Unspecified,,,,,,,,LaGuardia Airport,,,,,
