unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,intersection_street_1,intersection_street_2,cross_street_1,cross_street_2,landmark,due_date,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp
58869827,2023-09-19T10:31:45.000,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,11216,30 MAC DONOUGH STREET,MAC DONOUGH STREET,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,03 BROOKLYN,3018540014,BROOKLYN,999487,187334,ONLINE,Unspecified,BROOKLYN,40.68085220583943,-73.94506426530351,"{'latitude': '40.68085220583943', 'longitude': '-73.94506426530351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T08:20:39.000,,,,,,,,,,,
58867871,2023-09-19T10:31:45.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11216,30 MAC DONOUGH STREET,MAC DONOUGH STREET,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,03 BROOKLYN,3018540014,BROOKLYN,999487,187334,ONLINE,Unspecified,BROOKLYN,40.68085220583943,-73.94506426530351,"{'latitude': '40.68085220583943', 'longitude': '-73.94506426530351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-24T17:10:37.000,,,,,,,,,,,
58870407,2023-09-19T10:31:40.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10010,441 2 AVENUE,2 AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-19T11:07:37.000,06 MANHATTAN,1009060024,MANHATTAN,989818,208611,ONLINE,Unspecified,MANHATTAN,40.73926388159885,-73.97990744150259,"{'latitude': '40.73926388159885', 'longitude': '-73.97990744150259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:07:34.000,EAST   25 STREET,EAST   26 STREET,EAST   25 STREET,EAST   26 STREET,2 AVENUE,,,,,,
58870561,2023-09-19T10:31:39.000,DSNY,Department of Sanitation,Missed Collection,Compost,Street,11215,12 FISKE PLACE,FISKE PLACE,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation collected the requested items.,2023-09-20T09:58:16.000,06 BROOKLYN,3010700023,BROOKLYN,991183,184164,ONLINE,Unspecified,BROOKLYN,40.67216167052234,-73.97500690417304,"{'latitude': '40.67216167052234', 'longitude': '-73.97500690417304', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T12:51:54.000,CARROLL STREET,GARFIELD PLACE,CARROLL STREET,GARFIELD PLACE,FISKE PLACE,,,,,,
58868863,2023-09-19T10:31:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10467,2385 BARKER AVENUE,BARKER AVENUE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T22:23:33.000,11 BRONX,2043407502,BRONX,1020357,252930,ONLINE,Unspecified,BRONX,40.86083532422503,-73.86946687527605,"{'latitude': '40.86083532422503', 'longitude': '-73.86946687527605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T22:23:29.000,THWAITES PLACE,WARING AVENUE,THWAITES PLACE,WARING AVENUE,BARKER AVENUE,,,,,,
58863864,2023-09-19T10:31:36.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11211,695 GRAND STREET,GRAND STREET,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,01 BROOKLYN,3027827502,BROOKLYN,999554,198524,PHONE,Unspecified,BROOKLYN,40.711566033878675,-73.94479727775924,"{'latitude': '40.711566033878675', 'longitude': '-73.94479727775924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T02:03:20.000,,,,,,,,,,,
58861509,2023-09-19T10:31:34.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11360,15-58 215 STREET,215 STREET,ADDRESS,BAYSIDE,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T12:25:27.000,07 QUEENS,4059440086,QUEENS,1045660,225847,PHONE,Unspecified,QUEENS,40.78636066066297,-73.77824027850289,"{'latitude': '40.78636066066297', 'longitude': '-73.77824027850289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:25:23.000,15 ROAD,16 AVENUE,15 ROAD,16 AVENUE,215 STREET,,,,,,
58869938,2023-09-19T10:31:34.000,DOT,Department of Transportation,Street Condition,Pothole,,10004,PEARL STREET,PEARL STREET,BLOCKFACE,MANHATTAN,N/A,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-20T14:10:00.000,01 MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,2023-09-20T14:10:00.000,,,COENTIES ALLEY,HANOVER SQUARE,,,,,,,
58866790,2023-09-19T10:31:33.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,10465,3175 SPENCER DRIVE,SPENCER DRIVE,ADDRESS,BRONX,,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-20T16:07:49.000,10 BRONX,2054100278,BRONX,1033582,246451,PHONE,Unspecified,BRONX,40.84298843259804,-73.82170397461806,"{'latitude': '40.84298843259804', 'longitude': '-73.82170397461806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T12:08:50.000,KENNELLWORTH PLACE,OHM AVENUE,KENNELLWORTH PLACE,OHM AVENUE,SPENCER DRIVE,,,,,,
58866055,2023-09-19T10:31:32.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11211,695 GRAND STREET,GRAND STREET,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,01 BROOKLYN,3027827502,BROOKLYN,999554,198524,PHONE,Unspecified,BROOKLYN,40.711566033878675,-73.94479727775924,"{'latitude': '40.711566033878675', 'longitude': '-73.94479727775924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T02:03:20.000,,,,,,,,,,,
58862038,2023-09-19T10:31:29.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10457,2115 RYER AVENUE,RYER AVENUE,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-23T00:00:00.000,05 BRONX,2031560150,BRONX,1011740,250252,PHONE,Unspecified,BRONX,40.8535160587481,-73.9006297901815,"{'latitude': '40.8535160587481', 'longitude': '-73.9006297901815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T09:40:37.000,,,,,,,,,,,
58865901,2023-09-19T10:31:29.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10457,2115 RYER AVENUE,RYER AVENUE,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-23T00:00:00.000,05 BRONX,2031560150,BRONX,1011740,250252,PHONE,Unspecified,BRONX,40.8535160587481,-73.9006297901815,"{'latitude': '40.8535160587481', 'longitude': '-73.9006297901815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T09:40:37.000,,,,,,,,,,,
58869861,2023-09-19T10:31:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11226,2574 BEDFORD AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,14 BROOKLYN,3051890042,BROOKLYN,996924,172802,ONLINE,Unspecified,BROOKLYN,40.64096911779797,-73.95433226145578,"{'latitude': '40.64096911779797', 'longitude': '-73.95433226145578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-10T08:44:41.000,,,,,,,,,,,
58868755,2023-09-19T10:31:08.000,DOB,Department of Buildings,General Construction/Plumbing,Structural Stability Impacted - New Building Under Construction,,11218,423 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-20T00:00:00.000,14 BROOKLYN,3050700018,BROOKLYN,992266,175118,UNKNOWN,Unspecified,BROOKLYN,40.64733147936447,-73.97111350085595,"{'latitude': '40.64733147936447', 'longitude': '-73.97111350085595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:00:00.000,,,,,,,,,,,
58867223,2023-09-19T10:31:08.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11355,135-25 FRANKLIN AVENUE,FRANKLIN AVENUE,ADDRESS,FLUSHING,,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T00:00:00.000,07 QUEENS,,QUEENS,1031839,214066,UNKNOWN,Unspecified,QUEENS,40.75411017551751,-73.82823303182542,"{'latitude': '40.75411017551751', 'longitude': '-73.82823303182542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:00:00.000,,,,,,,,,,,
58860844,2023-09-19T10:31:08.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,10034,4996 BROADWAY,BROADWAY,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-20T00:00:00.000,12 MANHATTAN,1022290005,MANHATTAN,1006863,255604,UNKNOWN,Unspecified,MANHATTAN,40.86821951872901,-73.91824098763226,"{'latitude': '40.86821951872901', 'longitude': '-73.91824098763226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:00:00.000,,,,,,,,,,,
58869470,2023-09-19T10:31:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,107-36 130 STREET,130 STREET,ADDRESS,SOUTH RICHMOND HILL,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T12:42:12.000,10 QUEENS,4096090020,QUEENS,1035915,189288,MOBILE,Unspecified,QUEENS,40.686077815872245,-73.81371141889073,"{'latitude': '40.686077815872245', 'longitude': '-73.81371141889073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:42:09.000,107 AVENUE,109 AVENUE,107 AVENUE,109 AVENUE,130 STREET,,,,,,
58862422,2023-09-19T10:31:05.000,DOT,Department of Transportation,Curb Condition,Curb Defect-Metal Protruding,Sidewalk,11356,133-11 20 AVENUE,20 AVENUE,ADDRESS,COLLEGE POINT,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-06T13:05:22.000,07 QUEENS,4041380001,QUEENS,1029884,224100,ONLINE,Unspecified,QUEENS,40.78166115859382,-73.83522123353457,"{'latitude': '40.78166115859382', 'longitude': '-73.83522123353457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T13:05:19.000,132 STREET,UNNAMED STREET,132 STREET,UNNAMED STREET,20 AVENUE,,,,,,
58869823,2023-09-19T10:31:03.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11374,98-33 64 AVENUE,64 AVENUE,ADDRESS,REGO PARK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,06 QUEENS,4021000021,QUEENS,1023699,205467,PHONE,Unspecified,QUEENS,40.7305481592761,-73.85766379125519,"{'latitude': '40.7305481592761', 'longitude': '-73.85766379125519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T00:10:11.000,,,,,,,,,,,
58863896,2023-09-19T10:31:01.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11423,102-42 188 STREET,188 STREET,ADDRESS,HOLLIS,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,12 QUEENS,4103660031,QUEENS,1048129,197200,PHONE,Unspecified,QUEENS,40.70771461817502,-73.76959652461103,"{'latitude': '40.70771461817502', 'longitude': '-73.76959652461103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T16:57:54.000,,,,,,,,,,,
58862645,2023-09-19T10:30:44.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10003,819 BROADWAY,BROADWAY,ADDRESS,NEW YORK,,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-10-24T08:19:57.000,02 MANHATTAN,1005630031,MANHATTAN,986703,206366,ONLINE,Unspecified,MANHATTAN,40.73310332361074,-73.99114897828711,"{'latitude': '40.73310332361074', 'longitude': '-73.99114897828711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-24T08:19:40.000,EAST   11 STREET,EAST   12 STREET,EAST   11 STREET,EAST   12 STREET,BROADWAY,,,,"819 BROADWAY, MANHATTAN (NEW YORK), NY, 10003",,
58863220,2023-09-19T10:30:40.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11220,154 67 STREET,67 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T12:14:59.000,10 BROOKLYN,3058480128,BROOKLYN,976258,172141,ONLINE,Unspecified,BROOKLYN,40.63916027664399,-74.02879648595334,"{'latitude': '40.63916027664399', 'longitude': '-74.02879648595334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:14:56.000,SEDGWICK PLACE,BERGEN PLACE,SEDGWICK PLACE,BERGEN PLACE,67 STREET,,,,,,
58859741,2023-09-19T10:30:29.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10024,491 COLUMBUS AVENUE,COLUMBUS AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T10:49:17.000,07 MANHATTAN,1011970063,MANHATTAN,991643,225246,MOBILE,Unspecified,MANHATTAN,40.784921338423295,-73.97330349365983,"{'latitude': '40.784921338423295', 'longitude': '-73.97330349365983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T10:49:14.000,WEST   83 STREET,WEST   84 STREET,WEST   83 STREET,WEST   84 STREET,COLUMBUS AVENUE,,,,,,
58860539,2023-09-19T10:30:21.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11229,MARINE PARK,MARINE PARK,UNRECOGNIZED,BROOKLYN,,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-11-20T11:32:55.000,18 BROOKLYN,3085900600,BROOKLYN,1006747,156658,PHONE,Unspecified,BROOKLYN,40.59663770945727,-73.91899123356184,"{'latitude': '40.59663770945727', 'longitude': '-73.91899123356184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-20T11:32:47.000,BURNETT STREET,EAST   33 STREET,BURNETT STREET,EAST   33 STREET,MARINE PARK,,,,,,
58856613,2023-09-19T10:30:15.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10035,2400 2 AVENUE,2 AVENUE,ADDRESS,NEW YORK,,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-19T10:30:15.000,11 MANHATTAN,1017970001,MANHATTAN,1002403,231268,MOBILE,Unspecified,MANHATTAN,40.80143454654757,-73.93443230896085,"{'latitude': '40.80143454654757', 'longitude': '-73.93443230896085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:51:37.000,EAST  123 STREET,EAST  124 STREET,EAST 123 STREET,EAST 124 STREET,2 AVENUE,,,,,,
58869076,2023-09-19T10:30:08.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10031,772 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T10:54:04.000,09 MANHATTAN,1020530114,MANHATTAN,999982,240293,MOBILE,Unspecified,MANHATTAN,40.82621028895064,-73.94315567864055,"{'latitude': '40.82621028895064', 'longitude': '-73.94315567864055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T10:54:08.000,WEST  148 STREET,DONNELLON SQUARE,WEST  148 STREET,DONNELLON SQUARE,ST NICHOLAS AVENUE,,,,,,
58856908,2023-09-19T10:30:02.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,10002,FORSYTH STREET,FORSYTH STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Homeless Services did not have enough information to act on your request.,2023-09-19T11:29:34.000,03 MANHATTAN,,MANHATTAN,985838,199997,MOBILE,Unspecified,MANHATTAN,40.71562216078298,-73.99427161187455,"{'latitude': '40.71562216078298', 'longitude': '-73.99427161187455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:29:34.000,CANAL STREET,FORSYTH STREET,CANAL STREET,FORSYTH STREET,,,,,,,
58856954,2023-09-19T10:30:01.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11211,214 BORINQUEN PLACE,BORINQUEN PLACE,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T20:56:10.000,01 BROOKLYN,3023990016,BROOKLYN,997537,198264,PHONE,Unspecified,BROOKLYN,40.710855654710876,-73.95207326570967,"{'latitude': '40.710855654710876', 'longitude': '-73.95207326570967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T13:31:13.000,SOUTH    1 STREET,GRAND STREET,SOUTH    1 STREET,GRAND STREET,GRAND STREET EXTENSION,,,,,,
58859547,2023-09-19T10:29:19.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11419,101-26 118 STREET,118 STREET,ADDRESS,SOUTH RICHMOND HILL,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T11:11:31.000,09 QUEENS,4094850016,QUEENS,1032310,190482,MOBILE,Unspecified,QUEENS,40.68937537435298,-73.82670142129986,"{'latitude': '40.68937537435298', 'longitude': '-73.82670142129986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:11:27.000,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,118 STREET,,,,,,
58858365,2023-09-19T10:29:02.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11222,168 HURON STREET,HURON STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T11:37:07.000,01 BROOKLYN,3025320040,BROOKLYN,996660,206323,PHONE,Unspecified,BROOKLYN,40.73297693327,-73.95522177916419,"{'latitude': '40.73297693327', 'longitude': '-73.95522177916419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:37:08.000,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,HURON STREET,,,,,,
58870376,2023-09-19T10:29:00.000,DPR,Department of Parks and Recreation,Wood Pile Remaining,Remove Debris,Street,10312,459 TENNYSON DRIVE,TENNYSON DRIVE,ADDRESS,STATEN ISLAND,,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-29T16:44:24.000,03 STATEN ISLAND,5053200066,STATEN ISLAND,942300,133800,PHONE,Unspecified,STATEN ISLAND,40.53382629780511,-74.15091457563534,"{'latitude': '40.53382629780511', 'longitude': '-74.15091457563534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T16:44:19.000,WINCHESTER AVENUE,SEACREST AVENUE,WINCHESTER AVENUE,SEACREST AVENUE,TENNYSON DRIVE,,,,,,
58864907,2023-09-19T10:29:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11226,2023 CATON AVENUE,CATON AVENUE,ADDRESS,BROOKLYN,N/A,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-20T10:37:00.000,14 BROOKLYN,3050620064,BROOKLYN,995041,176928,ONLINE,Unspecified,BROOKLYN,40.65229658950883,-73.96111060189885,"{'latitude': '40.65229658950883', 'longitude': '-73.96111060189885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T10:37:00.000,,,OCEAN AVE,E 21 ST,,,,,,,
58859158,2023-09-19T10:29:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Multiple Lamps,,10023,,,INTERSECTION,MANHATTAN,N/A,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T12:10:00.000,07 MANHATTAN,,MANHATTAN,987654,221766,UNKNOWN,Unspecified,MANHATTAN,40.7753720958196,-73.98770974232366,"{'latitude': '40.7753720958196', 'longitude': '-73.98770974232366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:10:00.000,WEST END AVENUE,WEST 65 STREET,,,,,,,,,
58861093,2023-09-19T10:28:55.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11222,118 NORMAN AVENUE,NORMAN AVENUE,ADDRESS,BROOKLYN,N/A,Closed,The City has removed the graffiti from this property.,2023-09-21T07:15:27.000,01 BROOKLYN,3026480008,BROOKLYN,998066,203764,UNKNOWN,Unspecified,BROOKLYN,40.725951020382816,-73.95015385321848,"{'latitude': '40.725951020382816', 'longitude': '-73.95015385321848', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:00:00.000,,,,,,2023-10-19T10:28:55.000,,,,,
58861514,2023-09-19T10:28:32.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11355,56-08 137 STREET,137 STREET,ADDRESS,FLUSHING,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T11:40:40.000,07 QUEENS,4051200076,QUEENS,1031934,211901,MOBILE,Unspecified,QUEENS,40.748167297425034,-73.82790549331459,"{'latitude': '40.748167297425034', 'longitude': '-73.82790549331459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:40:34.000,56 AVENUE,BOOTH MEMORIAL AVENUE,56 AVENUE,BOOTH MEMORIAL AVENUE,137 STREET,,,,,,
58868429,2023-09-19T10:28:28.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10023,305 COLUMBUS AVENUE,COLUMBUS AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-19T10:50:57.000,07 MANHATTAN,1011270003,MANHATTAN,990433,223063,ONLINE,Unspecified,MANHATTAN,40.77893051214288,-73.97767487524376,"{'latitude': '40.77893051214288', 'longitude': '-73.97767487524376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T10:50:52.000,WEST   74 STREET,WEST   75 STREET,WEST   74 STREET,WEST   75 STREET,COLUMBUS AVENUE,,,,,,
58858428,2023-09-19T10:28:24.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11211,391 HOOPER STREET,HOOPER STREET,ADDRESS,BROOKLYN,,In Progress,,,01 BROOKLYN,3023990019,BROOKLYN,997577,198107,MOBILE,Unspecified,BROOKLYN,40.71042466689818,-73.95192929492832,"{'latitude': '40.71042466689818', 'longitude': '-73.95192929492832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,SOUTH    1 STREET,GRAND STREET,SOUTH    1 STREET,GRAND STREET,HOOPER STREET,,,,,,
58856377,2023-09-19T10:28:22.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10452,1083 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,04 BRONX,2024780052,BRONX,1006044,242430,PHONE,Unspecified,BRONX,40.83206286279062,-73.92124496604752,"{'latitude': '40.83206286279062', 'longitude': '-73.92124496604752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58860137,2023-09-19T10:28:22.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10452,1083 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,04 BRONX,2024780052,BRONX,1006044,242430,PHONE,Unspecified,BRONX,40.83206286279062,-73.92124496604752,"{'latitude': '40.83206286279062', 'longitude': '-73.92124496604752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58856309,2023-09-19T10:28:22.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10452,1083 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,04 BRONX,2024780052,BRONX,1006044,242430,PHONE,Unspecified,BRONX,40.83206286279062,-73.92124496604752,"{'latitude': '40.83206286279062', 'longitude': '-73.92124496604752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
