unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,vehicle_type,taxi_company_borough
58929417,2023-09-26T18:58:34.000,2023-09-26T20:00:52.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11385,88-12 79 AVENUE,79 AVENUE,88 STREET,WOODHAVEN BOULEVARD,88 STREET,WOODHAVEN BOULEVARD,ADDRESS,RIDGEWOOD,79 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T20:00:58.000,05 QUEENS,4038600006,QUEENS,1022986,196372,PHONE,Unspecified,QUEENS,40.705587751782254,-73.86028870575679,"{'latitude': '40.705587751782254', 'longitude': '-73.86028870575679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926413,2023-09-26T18:58:32.000,2023-09-27T07:51:27.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10035,2400 2 AVENUE,2 AVENUE,EAST 123 STREET,EAST 124 STREET,EAST  123 STREET,EAST  124 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-26T18:58:32.000,11 MANHATTAN,1017970001,MANHATTAN,1002403,231268,MOBILE,Unspecified,MANHATTAN,40.80143454654757,-73.93443230896085,"{'latitude': '40.80143454654757', 'longitude': '-73.93443230896085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929006,2023-09-26T18:58:29.000,2023-09-27T16:17:46.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,10017,2 AVENUE,2 AVENUE,2 AVENUE,EAST   44 STREET,2 AVENUE,EAST   44 STREET,INTERSECTION,,,Closed,See notes for information.,2023-09-27T16:17:48.000,06 MANHATTAN,,MANHATTAN,992212,212932,PHONE,Unspecified,MANHATTAN,40.75112211258347,-73.97126339270125,"{'latitude': '40.75112211258347', 'longitude': '-73.97126339270125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","2 AVENUE AND EAST   44 STREET, MANHATTAN, NY, 10017",,,,,,,
58927650,2023-09-26T18:58:21.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,10001,1227 BROADWAY,BROADWAY,WEST   29 STREET,WEST   30 STREET,WEST   29 STREET,WEST   30 STREET,ADDRESS,NEW YORK,BROADWAY,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-19T14:37:52.000,05 MANHATTAN,1008310068,MANHATTAN,987439,211296,ONLINE,Unspecified,MANHATTAN,40.746634714241466,-73.98849097380226,"{'latitude': '40.746634714241466', 'longitude': '-73.98849097380226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","1227 BROADWAY, MANHATTAN (NEW YORK), NY, 10001",,,,,,,
58933809,2023-09-26T18:58:09.000,2023-09-27T06:52:32.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11207,191 WORTMAN AVENUE,WORTMAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development contacted an occupant of the apartment or building and verified that the complaint was addressed.  The complaint has been closed.,2023-09-27T00:00:00.000,05 BROOKLYN,,BROOKLYN,1015913,178501,PHONE,Unspecified,BROOKLYN,40.656564096129216,-73.88588322776577,"{'latitude': '40.656564096129216', 'longitude': '-73.88588322776577', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933736,2023-09-26T18:58:06.000,2023-09-28T08:11:05.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11230,1439 OCEAN AVENUE,OCEAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-28T00:00:00.000,14 BROOKLYN,3075840019,BROOKLYN,996290,167717,PHONE,Unspecified,BROOKLYN,40.62701275833746,-73.95662580149565,"{'latitude': '40.62701275833746', 'longitude': '-73.95662580149565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58934797,2023-09-26T18:58:04.000,2023-09-26T19:22:37.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,11366,79-20 PARSONS BOULEVARD,PARSONS BOULEVARD,79 AVENUE,UNION TURNPIKE,79 AVENUE,UNION TURNPIKE,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T19:22:42.000,08 QUEENS,4068170020,QUEENS,1037125,201870,MOBILE,Unspecified,QUEENS,40.720605222939746,-73.80924974326689,"{'latitude': '40.720605222939746', 'longitude': '-73.80924974326689', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931017,2023-09-26T18:57:52.000,2023-09-26T19:37:38.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11235,2750 HOMECREST AVENUE,HOMECREST AVENUE,NASSAU COURT,GUIDER AVENUE,NASSAU COURT,GUIDER AVENUE,ADDRESS,BROOKLYN,HOMECREST AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T19:37:43.000,15 BROOKLYN,3087640010,BROOKLYN,996391,152155,ONLINE,Unspecified,BROOKLYN,40.58429811390181,-73.95628992267918,"{'latitude': '40.58429811390181', 'longitude': '-73.95628992267918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58925800,2023-09-26T18:57:27.000,2023-09-26T20:15:32.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10305,129 PIAVE AVENUE,PIAVE AVENUE,ARGONNE STREET,OLYMPIA BOULEVARD,ARGONNE STREET,OLYMPIA BOULEVARD,ADDRESS,STATEN ISLAND,PIAVE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T20:15:35.000,02 STATEN ISLAND,5032840016,STATEN ISLAND,964971,155382,PHONE,Unspecified,STATEN ISLAND,40.593142931577894,-74.06941753175094,"{'latitude': '40.593142931577894', 'longitude': '-74.06941753175094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931187,2023-09-26T18:57:26.000,2023-09-27T10:31:12.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-27T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926668,2023-09-26T18:57:18.000,2023-09-26T19:42:21.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11212,588 CHESTER STREET,CHESTER STREET,LOTT AVENUE,HEGEMAN AVENUE,LOTT AVENUE,HEGEMAN AVENUE,ADDRESS,BROOKLYN,CHESTER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T19:42:25.000,16 BROOKLYN,3036240046,BROOKLYN,1009643,178654,PHONE,Unspecified,BROOKLYN,40.657004247457344,-73.90848037065416,"{'latitude': '40.657004247457344', 'longitude': '-73.90848037065416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930307,2023-09-26T18:57:17.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,11226,179 LINDEN BOULEVARD,LINDEN BOULEVARD,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-28T09:02:33.000,17 BROOKLYN,3050850090,BROOKLYN,997612,177018,PHONE,Unspecified,BROOKLYN,40.65254011371671,-73.95184486671171,"{'latitude': '40.65254011371671', 'longitude': '-73.95184486671171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929451,2023-09-26T18:57:01.000,2023-09-26T19:00:36.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11356,14-36 131 STREET,131 STREET,14 AVENUE,15 AVENUE,14 AVENUE,15 AVENUE,ADDRESS,COLLEGE POINT,131 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T19:00:40.000,07 QUEENS,4040980048,QUEENS,1029226,225492,MOBILE,Unspecified,QUEENS,40.785485194566974,-73.83758786597494,"{'latitude': '40.785485194566974', 'longitude': '-73.83758786597494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926943,2023-09-26T18:56:43.000,2023-09-26T19:04:59.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10001,107 WEST   25 STREET,WEST   25 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   25 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T19:05:02.000,04 MANHATTAN,1008010030,MANHATTAN,986353,210491,ONLINE,Unspecified,MANHATTAN,40.744425515906904,-73.99241057401285,"{'latitude': '40.744425515906904', 'longitude': '-73.99241057401285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929669,2023-09-26T18:56:28.000,2023-09-26T18:58:53.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10452,1001 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  164 STREET,WEST  165 STREET,WEST  164 STREET,WEST  165 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T18:58:56.000,04 BRONX,2025120045,BRONX,1004203,242690,ONLINE,Unspecified,BRONX,40.832780838847206,-73.92789684704749,"{'latitude': '40.832780838847206', 'longitude': '-73.92789684704749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933710,2023-09-26T18:56:26.000,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11238,76 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,03 BROOKLYN,3019700013,BROOKLYN,995671,189485,PHONE,Unspecified,BROOKLYN,40.686761955741325,-73.95881888728502,"{'latitude': '40.686761955741325', 'longitude': '-73.95881888728502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933117,2023-09-26T18:56:24.000,2023-09-29T11:50:54.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,11201,88 CADMAN PLAZA WEST,CADMAN PLAZA WEST,BROOKLYN QUEENS EP EB ET   28 A,HENRY STREET,BROOKLYN QUEENS EP EB ET   28 A,HENRY STREET,ADDRESS,BROOKLYN,CADMAN PLAZA WEST,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T12:50:06.000,02 BROOKLYN,,BROOKLYN,986569,194782,ONLINE,Unspecified,BROOKLYN,40.70130805877423,-73.99163647367558,"{'latitude': '40.70130805877423', 'longitude': '-73.99163647367558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930416,2023-09-26T18:56:20.000,2023-10-27T00:01:52.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Tow Truck Company,Business,11214,2502 HARWAY AVENUE,HARWAY AVENUE,25 AVENUE,BAY   40 STREET,25 AVENUE,BAY   40 STREET,ADDRESS,BROOKLYN,HARWAY AVENUE,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-27T00:01:56.000,11 BROOKLYN,3069070012,BROOKLYN,986356,155199,PHONE,Unspecified,BROOKLYN,40.592661350479844,-73.99241702098571,"{'latitude': '40.592661350479844', 'longitude': '-73.99241702098571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58932695,2023-09-26T18:56:19.000,2023-09-26T19:32:46.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11358,166-17 43 AVENUE,43 AVENUE,166 STREET,167 STREET,166 STREET,167 STREET,ADDRESS,FLUSHING,43 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T19:32:49.000,07 QUEENS,4053970032,QUEENS,1039596,215661,MOBILE,Unspecified,QUEENS,40.758442881317755,-73.80022200199028,"{'latitude': '40.758442881317755', 'longitude': '-73.80022200199028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929753,2023-09-26T18:56:19.000,2023-09-26T19:24:24.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10459,1366 LYMAN PLACE,LYMAN PLACE,EAST  169 STREET,FREEMAN STREET,EAST  169 STREET,FREEMAN STREET,ADDRESS,BRONX,LYMAN PLACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T19:24:27.000,03 BRONX,2029700049,BRONX,1012886,241514,ONLINE,Unspecified,BRONX,40.8295291733699,-73.89652457121207,"{'latitude': '40.8295291733699', 'longitude': '-73.89652457121207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58932672,2023-09-26T18:56:18.000,2023-09-26T18:56:18.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10462,1545 ARCHER ROAD,ARCHER ROAD,,,,,ADDRESS,BRONX,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-26T00:00:00.000,09 BRONX,2039377501,BRONX,1022090,245139,UNKNOWN,Unspecified,BRONX,40.839444102988864,-73.86324575853756,"{'latitude': '40.839444102988864', 'longitude': '-73.86324575853756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931782,2023-09-26T18:56:05.000,2023-09-27T11:18:39.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10036,271 WEST   47 STREET,WEST   47 STREET,WEST   47 STREET BIKE PATH,8 AVENUE,WEST   47 STREET BIKE PATH,8 AVENUE,ADDRESS,NEW YORK,WEST   47 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T11:18:43.000,05 MANHATTAN,1010190001,MANHATTAN,987960,216183,ONLINE,Unspecified,MANHATTAN,40.76004808628082,-73.98660800066811,"{'latitude': '40.76004808628082', 'longitude': '-73.98660800066811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58934541,2023-09-26T18:56:03.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Advertising Sign/Billboard/Posters/Flexible Fabric - Illegal,,10022,200 EAST   59 STREET,EAST   59 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-28T00:00:00.000,06 MANHATTAN,1013327501,MANHATTAN,993600,216677,UNKNOWN,Unspecified,MANHATTAN,40.76139982384703,-73.96624858825973,"{'latitude': '40.76139982384703', 'longitude': '-73.96624858825973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58933224,2023-09-26T18:56:00.000,2023-09-27T11:15:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10314,,,,,TRAVIS AVENUE,VICTORY BOULEVARD,INTERSECTION,STATEN ISLAND,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-27T11:15:00.000,02 STATEN ISLAND,,STATEN ISLAND,934758,157860,PHONE,Unspecified,STATEN ISLAND,40.59982731534111,-74.17822285597472,"{'latitude': '40.59982731534111', 'longitude': '-74.17822285597472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58925615,2023-09-26T18:56:00.000,2023-09-29T13:17:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10314,,,,,TRAVIS AVENUE,VICTORY BOULEVARD,INTERSECTION,STATEN ISLAND,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-29T13:17:00.000,02 STATEN ISLAND,,STATEN ISLAND,934758,157860,PHONE,Unspecified,STATEN ISLAND,40.59982731534111,-74.17822285597472,"{'latitude': '40.59982731534111', 'longitude': '-74.17822285597472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927028,2023-09-26T18:55:46.000,2023-09-26T19:20:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11103,28-05 37 STREET,37 STREET,28 AVENUE,30 AVENUE,28 AVENUE,30 AVENUE,ADDRESS,ASTORIA,37 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T19:20:12.000,01 QUEENS,4006610017,QUEENS,1007661,218357,ONLINE,Unspecified,QUEENS,40.76598493698832,-73.91548568973718,"{'latitude': '40.76598493698832', 'longitude': '-73.91548568973718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935250,2023-09-26T18:55:42.000,2023-09-26T19:25:31.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11232,270 40 STREET,40 STREET,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,40 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T19:25:37.000,07 BROOKLYN,3007120035,BROOKLYN,981561,177486,MOBILE,Unspecified,BROOKLYN,40.653834344326455,-74.00969103870626,"{'latitude': '40.653834344326455', 'longitude': '-74.00969103870626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933034,2023-09-26T18:55:20.000,2023-10-05T11:06:23.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11436,126-03 146 STREET,146 STREET,ROCKAWAY BOULEVARD,SUTTER AVENUE,ROCKAWAY BOULEVARD,SUTTER AVENUE,ADDRESS,JAMAICA,146 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T10:31:13.000,12 QUEENS,,QUEENS,1042021,184624,ONLINE,Unspecified,QUEENS,40.67323848145529,-73.79173506538912,"{'latitude': '40.67323848145529', 'longitude': '-73.79173506538912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927925,2023-09-26T18:55:18.000,2023-09-27T09:55:58.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Home Improvement Contractor,Business,11378,56-54 REMSEN PLACE,REMSEN PLACE,PERRY AVENUE,GRAND AVENUE,PERRY AVENUE,GRAND AVENUE,ADDRESS,MASPETH,REMSEN PLACE,Closed,The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.  You should contact the Department of Buildings (DOB). NYC311 can help you file a complaint or contact the agency for further assistance.,2023-09-27T09:54:07.000,05 QUEENS,4027160031,QUEENS,1011951,203129,ONLINE,Unspecified,QUEENS,40.724175516657226,-73.90006141066748,"{'latitude': '40.724175516657226', 'longitude': '-73.90006141066748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935190,2023-09-26T18:55:05.000,2023-09-27T14:10:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10038,FULTON STREET,FULTON STREET,BROADWAY,NASSAU STREET,,,BLOCKFACE,MANHATTAN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-27T14:10:00.000,01 MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,N/A,,,,,,
58933095,2023-09-26T18:55:04.000,2023-09-27T21:44:55.000,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,11207,893 SCHENCK AVENUE,SCHENCK AVENUE,STANLEY AVENUE,WORTMAN AVENUE,STANLEY AVENUE,WORTMAN AVENUE,ADDRESS,BROOKLYN,SCHENCK AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-27T21:45:01.000,05 BROOKLYN,3043770001,BROOKLYN,1017022,179173,ONLINE,Unspecified,BROOKLYN,40.65840455203174,-73.88188301444583,"{'latitude': '40.65840455203174', 'longitude': '-73.88188301444583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933069,2023-09-26T18:55:03.000,2023-09-26T22:10:03.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11222,15 CLIFFORD PLACE,CLIFFORD PLACE,DOBBIN STREET,CALYER STREET,DOBBIN STREET,CALYER STREET,ADDRESS,BROOKLYN,CLIFFORD PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T22:10:06.000,01 BROOKLYN,3025930032,BROOKLYN,996595,204024,MOBILE,Unspecified,BROOKLYN,40.72666683225511,-73.95546053235265,"{'latitude': '40.72666683225511', 'longitude': '-73.95546053235265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935463,2023-09-26T18:54:58.000,2023-09-29T15:29:42.000,DOT,Department of Transportation,Street Sign - Dangling,St Name - Attached to Pole,Street,11365,171-04 PIDGEON MEADOW ROAD,PIDGEON MEADOW ROAD,171 STREET,FRESH MEADOW LANE,171 STREET,FRESH MEADOW LANE,ADDRESS,FRESH MEADOWS,PIDGEON MEADOW ROAD,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-29T15:29:46.000,07 QUEENS,4055760011,QUEENS,1040849,211981,MOBILE,Unspecified,QUEENS,40.74833430997401,-73.79573014082648,"{'latitude': '40.74833430997401', 'longitude': '-73.79573014082648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930231,2023-09-26T18:54:57.000,2023-10-04T11:52:48.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11204,6516 BAY PARKWAY,BAY PARKWAY,WEST 7 STREET,66 STREET,WEST    7 STREET,66 STREET,ADDRESS,BROOKLYN,BAY PARKWAY,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-26T18:54:57.000,11 BROOKLYN,3055570046,BROOKLYN,989299,162792,PHONE,Unspecified,BROOKLYN,40.6135014021959,-73.98181461831936,"{'latitude': '40.6135014021959', 'longitude': '-73.98181461831936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928425,2023-09-26T18:54:48.000,2023-09-26T21:26:07.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11101,41-13 10 STREET,10 STREET,41 AVENUE,41 ROAD,41 AVENUE,41 ROAD,ADDRESS,LONG ISLAND CITY,10 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T21:26:13.000,01 QUEENS,4004650100,QUEENS,999261,214530,ONLINE,Unspecified,QUEENS,40.75549905971615,-73.94581844056434,"{'latitude': '40.75549905971615', 'longitude': '-73.94581844056434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935191,2023-09-26T18:54:17.000,2023-09-27T13:50:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10038,FULTON STREET,FULTON STREET,DUTCH STREET,NASSAU STREET,,,BLOCKFACE,MANHATTAN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-27T13:50:00.000,01 MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,N/A,,,,,,
58934302,2023-09-26T18:53:50.000,2023-09-29T11:29:43.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,10011,128 9 AVENUE,9 AVENUE,WEST   18 STREET,WEST   19 STREET,WEST   18 STREET,WEST   19 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,The Department of Sanitation removed the items.,2023-09-28T05:38:14.000,04 MANHATTAN,1007420001,MANHATTAN,983289,210166,ONLINE,Unspecified,MANHATTAN,40.74353366998278,-74.00346806501868,"{'latitude': '40.74353366998278', 'longitude': '-74.00346806501868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58932399,2023-09-26T18:53:48.000,2023-11-16T11:01:28.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10453,2255 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-16T00:00:00.000,05 BRONX,2031630030,BRONX,1011761,251319,ONLINE,Unspecified,BRONX,40.85644458820439,-73.90054950106486,"{'latitude': '40.85644458820439', 'longitude': '-73.90054950106486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927998,2023-09-26T18:53:41.000,2023-09-26T19:23:46.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11249,645 KENT AVENUE,KENT AVENUE,RODNEY STREET,KEAP STREET,RODNEY STREET,KEAP STREET,ADDRESS,BROOKLYN,KENT AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T19:23:52.000,01 BROOKLYN,3021910001,BROOKLYN,994243,194900,MOBILE,Unspecified,BROOKLYN,40.70162660255421,-73.9639598447015,"{'latitude': '40.70162660255421', 'longitude': '-73.9639598447015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
