unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,due_date,road_ramp
58848480,2023-09-18T16:10:36.000,2023-09-18T16:21:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11220,663 57 STREET,57 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,57 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T16:21:24.000,07 BROOKLYN,3008410051,BROOKLYN,981231,172107,ONLINE,Unspecified,BROOKLYN,40.63907004504402,-74.01087793696126,"{'latitude': '40.63907004504402', 'longitude': '-74.01087793696126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58853153,2023-09-18T16:10:35.000,2023-09-18T16:40:03.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10012,179 SULLIVAN STREET,SULLIVAN STREET,WEST HOUSTON STREET,BLEECKER STREET,WEST HOUSTON STREET,BLEECKER STREET,ADDRESS,NEW YORK,SULLIVAN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T16:40:06.000,02 MANHATTAN,1005250005,MANHATTAN,984001,204590,ONLINE,Unspecified,MANHATTAN,40.72822897513536,-74.00089838695371,"{'latitude': '40.72822897513536', 'longitude': '-74.00089838695371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58853879,2023-09-18T16:10:34.000,2023-09-18T17:16:36.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10010,351 3 AVENUE,3 AVENUE,EAST 25 STREET,EAST 26 STREET,EAST   25 STREET,EAST   26 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,"Due to technical issues or other circumstances, the Department of Homeless Services has determined that this request should now be administratively closed.",2023-09-18T17:16:36.000,06 MANHATTAN,1009060055,MANHATTAN,989255,209052,MOBILE,Unspecified,MANHATTAN,40.74047465357167,-73.98193874235128,"{'latitude': '40.74047465357167', 'longitude': '-73.98193874235128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58849229,2023-09-18T16:10:33.000,2023-09-18T16:29:34.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11231,606 CLINTON STREET,CLINTON STREET,MILL STREET,CENTRE MALL,MILL STREET,CENTRE MALL,ADDRESS,BROOKLYN,CLINTON STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T16:29:37.000,06 BROOKLYN,3005380001,BROOKLYN,983762,185181,MOBILE,Unspecified,BROOKLYN,40.674955808336826,-74.00175928769411,"{'latitude': '40.674955808336826', 'longitude': '-74.00175928769411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58852936,2023-09-18T16:10:29.000,2023-09-18T16:51:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10468,2535 GRAND AVENUE,GRAND AVENUE,WEST  190 STREET,WEST  192 STREET,WEST  190 STREET,WEST  192 STREET,ADDRESS,BRONX,GRAND AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T16:51:43.000,07 BRONX,2032140044,BRONX,1011527,254549,MOBILE,Unspecified,BRONX,40.865310686039486,-73.90138225011205,"{'latitude': '40.865310686039486', 'longitude': '-73.90138225011205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58846677,2023-09-18T16:10:20.000,2023-09-18T23:59:30.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10472,1049 WHITE PLAINS ROAD,WHITE PLAINS ROAD,BRUCKNER BOULEVARD,WATSON AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-18T23:59:33.000,09 BRONX,2037320063,BRONX,1022942,240726,ONLINE,Unspecified,BRONX,40.82732801276355,-73.86019207937336,"{'latitude': '40.82732801276355', 'longitude': '-73.86019207937336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58847664,2023-09-18T16:10:05.000,2023-09-23T10:03:36.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,11224,1709 SURF AVENUE,SURF AVENUE,WEST   17 STREET,WEST   19 STREET,WEST   17 STREET,WEST   19 STREET,ADDRESS,BROOKLYN,SURF AVENUE,Closed,The Department of Sanitation removed the items.,2023-09-22T04:34:43.000,13 BROOKLYN,3070610027,BROOKLYN,988498,148868,ONLINE,Unspecified,BROOKLYN,40.5752832442379,-73.98470839790491,"{'latitude': '40.5752832442379', 'longitude': '-73.98470839790491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58853220,2023-09-18T16:10:04.000,2023-09-18T16:43:05.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11373,40-26 BENHAM STREET,BENHAM STREET,ROOSEVELT AVENUE,WHITNEY AVENUE,ROOSEVELT AVENUE,WHITNEY AVENUE,ADDRESS,ELMHURST,BENHAM STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-18T16:43:08.000,04 QUEENS,4015510024,QUEENS,1018899,211926,ONLINE,Unspecified,QUEENS,40.74829659827454,-73.87494941017859,"{'latitude': '40.74829659827454', 'longitude': '-73.87494941017859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58848183,2023-09-18T16:09:44.000,2023-09-18T16:28:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10014,35 GROVE STREET,GROVE STREET,BEDFORD STREET,BLEECKER STREET,BEDFORD STREET,BLEECKER STREET,ADDRESS,NEW YORK,GROVE STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T16:28:39.000,02 MANHATTAN,1005880071,MANHATTAN,982970,206227,ONLINE,Unspecified,MANHATTAN,40.73272205029939,-74.00461852546024,"{'latitude': '40.73272205029939', 'longitude': '-74.00461852546024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58845681,2023-09-18T16:09:41.000,2023-09-18T20:25:40.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11207,124 MOFFAT STREET,MOFFAT STREET,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,MOFFAT STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T20:25:44.000,04 BROOKLYN,3034460010,BROOKLYN,1009894,189358,MOBILE,Unspecified,BROOKLYN,40.686383589328486,-73.90753501274806,"{'latitude': '40.686383589328486', 'longitude': '-73.90753501274806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58854250,2023-09-18T16:09:38.000,2023-09-18T19:34:26.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11420,124-04 116 AVENUE,116 AVENUE,124 STREET,125 STREET,124 STREET,125 STREET,ADDRESS,SOUTH OZONE PARK,116 AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-18T19:34:29.000,10 QUEENS,4116810001,QUEENS,1035787,185816,PHONE,Unspecified,QUEENS,40.676548732521354,-73.81419950104882,"{'latitude': '40.676548732521354', 'longitude': '-73.81419950104882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58852745,2023-09-18T16:09:15.000,2023-09-18T18:01:22.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10036,1557 BROADWAY,BROADWAY,WEST   46 STREET,WEST   47 STREET BIKE PATH,WEST   46 STREET,WEST   47 STREET BIKE PATH,ADDRESS,NEW YORK,BROADWAY,Closed,N/A,2023-09-18T18:01:26.000,05 MANHATTAN,1010180028,MANHATTAN,988334,215790,ONLINE,Unspecified,MANHATTAN,40.75896923709595,-73.98525821038857,"{'latitude': '40.75896923709595', 'longitude': '-73.98525821038857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58845717,2023-09-18T16:09:00.000,2023-09-19T19:50:00.000,DOT,Department of Transportation,Traffic Signal Condition,LED Lense,,11212,,,,,LINDEN BOULEVARD,EAST 96 STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T19:50:00.000,17 BROOKLYN,,BROOKLYN,1008179,177620,UNKNOWN,Unspecified,BROOKLYN,40.65417022239662,-73.91376047984436,"{'latitude': '40.65417022239662', 'longitude': '-73.91376047984436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58853507,2023-09-18T16:08:59.000,2023-10-02T08:18:04.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11102,27-34 27 STREET,27 STREET,,,,,ADDRESS,ASTORIA,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-02T00:00:00.000,01 QUEENS,4005747503,QUEENS,1005446,219535,PHONE,Unspecified,QUEENS,40.769223828350036,-73.92347817732188,"{'latitude': '40.769223828350036', 'longitude': '-73.92347817732188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58845887,2023-09-18T16:08:57.000,2023-09-28T19:33:11.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10029,415 EAST  115 STREET,EAST  115 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,11 MANHATTAN,1017090007,MANHATTAN,1002153,228955,PHONE,Unspecified,MANHATTAN,40.79508650318475,-73.93534146231272,"{'latitude': '40.79508650318475', 'longitude': '-73.93534146231272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58845739,2023-09-18T16:08:54.000,2023-10-12T11:40:40.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11230,1347 OCEAN AVENUE,OCEAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,14 BROOKLYN,3075660020,BROOKLYN,996176,168502,ONLINE,Unspecified,BROOKLYN,40.62916757203581,-73.95703510029328,"{'latitude': '40.62916757203581', 'longitude': '-73.95703510029328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58852074,2023-09-18T16:08:47.000,2023-09-21T20:24:42.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10467,282 EAST  205 STREET,EAST  205 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,07 BRONX,2033410010,BRONX,1017789,257758,ONLINE,Unspecified,BRONX,40.874096831796784,-73.87872646825814,"{'latitude': '40.874096831796784', 'longitude': '-73.87872646825814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58848313,2023-09-18T16:08:47.000,2023-09-21T20:24:42.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10467,282 EAST  205 STREET,EAST  205 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,07 BRONX,2033410010,BRONX,1017789,257758,ONLINE,Unspecified,BRONX,40.874096831796784,-73.87872646825814,"{'latitude': '40.874096831796784', 'longitude': '-73.87872646825814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58850448,2023-09-18T16:08:46.000,2023-09-18T22:23:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11206,17 PARK STREET,PARK STREET,BROADWAY,BEAVER STREET,BROADWAY,BEAVER STREET,ADDRESS,BROOKLYN,PARK STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T22:23:11.000,04 BROOKLYN,3031330044,BROOKLYN,1001321,194141,MOBILE,Unspecified,BROOKLYN,40.69953250181848,-73.93843468436236,"{'latitude': '40.69953250181848', 'longitude': '-73.93843468436236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58847944,2023-09-18T16:08:42.000,2023-09-18T20:54:54.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10457,1780 GRAND CONCOURSE,GRAND CONCOURSE,EAST  175 STREET,EAST  175 STREET,EAST  175 STREET,EAST  175 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T20:54:57.000,05 BRONX,2027950014,BRONX,1009367,247706,PHONE,Unspecified,BRONX,40.846535115482595,-73.90921718661863,"{'latitude': '40.846535115482595', 'longitude': '-73.90921718661863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58850788,2023-09-18T16:08:34.000,2023-09-18T16:15:04.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11374,98-27 67 AVENUE,67 AVENUE,WETHEROLE STREET,BOOTH STREET,WETHEROLE STREET,BOOTH STREET,ADDRESS,REGO PARK,67 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T16:15:09.000,06 QUEENS,4031570147,QUEENS,1024416,203436,ONLINE,Unspecified,QUEENS,40.724970340164575,-73.85508890601548,"{'latitude': '40.724970340164575', 'longitude': '-73.85508890601548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58854487,2023-09-18T16:08:30.000,2023-09-18T22:35:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10461,3014 WILKINSON AVENUE,WILKINSON AVENUE,HOBART AVENUE,WESTCHESTER AVENUE,HOBART AVENUE,WESTCHESTER AVENUE,ADDRESS,BRONX,WILKINSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T22:35:16.000,10 BRONX,,BRONX,1031171,249600,ONLINE,Unspecified,BRONX,40.85164463383146,-73.83039576775319,"{'latitude': '40.85164463383146', 'longitude': '-73.83039576775319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58848514,2023-09-18T16:08:04.000,2023-09-18T20:25:19.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11207,124 MOFFAT STREET,MOFFAT STREET,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,MOFFAT STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T20:25:22.000,04 BROOKLYN,3034460010,BROOKLYN,1009894,189358,MOBILE,Unspecified,BROOKLYN,40.686383589328486,-73.90753501274806,"{'latitude': '40.686383589328486', 'longitude': '-73.90753501274806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58850072,2023-09-18T16:07:48.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10019,36 WEST   52 STREET,WEST   52 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   52 STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-18T20:27:44.000,05 MANHATTAN,1012670022,MANHATTAN,990328,216357,MOBILE,Unspecified,MANHATTAN,40.76052436087331,-73.97806006617142,"{'latitude': '40.76052436087331', 'longitude': '-73.97806006617142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58851778,2023-09-18T16:07:47.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11232,4317 8 AVENUE,8 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-25T00:00:00.000,12 BROOKLYN,3007330001,BROOKLYN,984310,174227,UNKNOWN,Unspecified,BROOKLYN,40.64488950430892,-73.99978379160615,"{'latitude': '40.64488950430892', 'longitude': '-73.99978379160615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58847991,2023-09-18T16:07:37.000,2023-10-23T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Failure To Maintain,,11235,2626 HOMECREST AVENUE,HOMECREST AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-23T00:00:00.000,15 BROOKLYN,3074560006,BROOKLYN,996188,153163,UNKNOWN,Unspecified,BROOKLYN,40.587065148827286,-73.9570189833512,"{'latitude': '40.587065148827286', 'longitude': '-73.9570189833512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58850395,2023-09-18T16:07:37.000,2023-10-18T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11212,2070 STRAUSS STREET,STRAUSS STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-18T00:00:00.000,16 BROOKLYN,3035540047,BROOKLYN,1007830,181040,UNKNOWN,Unspecified,BROOKLYN,40.66355830214278,-73.91500630710529,"{'latitude': '40.66355830214278', 'longitude': '-73.91500630710529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58852729,2023-09-18T16:07:36.000,2023-09-20T08:14:16.000,DSNY,Department of Sanitation,Obstruction,Merchandise,Street,10314,RICHMOND AVENUE,RICHMOND AVENUE,RICHMOND AVENUE,RICHMOND HILL ROAD,RICHMOND AVENUE,RICHMOND HILL ROAD,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T23:02:47.000,02 STATEN ISLAND,,STATEN ISLAND,937703,153893,PHONE,Unspecified,STATEN ISLAND,40.588954675167635,-74.16759047831839,"{'latitude': '40.588954675167635', 'longitude': '-74.16759047831839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58846466,2023-09-18T16:07:27.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Contaminated,Restaurant/Bar/Deli/Bakery,10002,205 EAST HOUSTON STREET,EAST HOUSTON STREET,ORCHARD STREET,EAST    1 STREET,ORCHARD STREET,EAST    1 STREET,ADDRESS,NEW YORK,EAST HOUSTON STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T12:18:44.000,03 MANHATTAN,1004120021,MANHATTAN,987770,202507,PHONE,Unspecified,MANHATTAN,40.72251094922887,-73.98730100093874,"{'latitude': '40.72251094922887', 'longitude': '-73.98730100093874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58845970,2023-09-18T16:07:26.000,2023-09-19T10:00:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10022,EAST   56 STREET,EAST   56 STREET,3 AVENUE,LEXINGTON AVENUE,,,BLOCKFACE,MANHATTAN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-19T10:00:00.000,06 MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,N/A,,,,,,
58852570,2023-09-18T16:07:00.000,2023-09-20T10:54:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10314,299 TRAVIS AVENUE,TRAVIS AVENUE,EVANS STREET,KELLY BOULEVARD,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-20T10:54:00.000,02 STATEN ISLAND,5023730217,STATEN ISLAND,941869,153386,PHONE,Unspecified,STATEN ISLAND,40.587583961484,-74.15258782596052,"{'latitude': '40.587583961484', 'longitude': '-74.15258782596052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58846122,2023-09-18T16:06:59.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11374,64 ROAD,64 ROAD,64 ROAD,98 STREET,64 ROAD,98 STREET,INTERSECTION,,,In Progress,,,06 QUEENS,,QUEENS,1023561,205130,PHONE,Unspecified,QUEENS,40.72962379232779,-73.8581636779543,"{'latitude': '40.72962379232779', 'longitude': '-73.8581636779543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58848726,2023-09-18T16:06:52.000,2023-09-26T09:27:18.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11220,LEIF ERICSON PARK,LEIF ERICSON PARK,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,UNRECOGNIZED,BROOKLYN,LEIF ERICSON PARK,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-26T09:27:20.000,10 BROOKLYN,3058440001,BROOKLYN,979061,170650,ONLINE,Unspecified,BROOKLYN,40.63506988524358,-74.0186956713075,"{'latitude': '40.63506988524358', 'longitude': '-74.0186956713075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58855139,2023-09-18T16:06:50.000,2023-09-29T12:54:37.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Left in Front of Other Residence,Sidewalk,11223,4 CORSO COURT,CORSO COURT,VAN SICKLEN STREET,DEAD END,VAN SICKLEN STREET,DEAD END,ADDRESS,BROOKLYN,CORSO COURT,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-29T12:54:41.000,15 BROOKLYN,3071460108,BROOKLYN,991150,155974,ONLINE,Unspecified,BROOKLYN,40.59478613407975,-73.97515469099116,"{'latitude': '40.59478613407975', 'longitude': '-73.97515469099116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58853840,2023-09-18T16:06:23.000,2023-09-18T22:26:59.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11385,59-19 PUTNAM AVENUE,PUTNAM AVENUE,FOREST AVENUE,60 STREET,FOREST AVENUE,60 STREET,ADDRESS,RIDGEWOOD,PUTNAM AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T22:27:02.000,05 QUEENS,4035010059,QUEENS,1011486,196236,ONLINE,Unspecified,QUEENS,40.70525733459171,-73.90176690588451,"{'latitude': '40.70525733459171', 'longitude': '-73.90176690588451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58846898,2023-09-18T16:06:21.000,2023-09-18T16:30:33.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10027,504 WEST  126 STREET,WEST  126 STREET,AMSTERDAM AVENUE,OLD BROADWAY,AMSTERDAM AVENUE,OLD BROADWAY,ADDRESS,NEW YORK,WEST  126 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T16:30:39.000,09 MANHATTAN,1019820031,MANHATTAN,996437,236002,ONLINE,Unspecified,MANHATTAN,40.814438308548404,-73.95597259174166,"{'latitude': '40.814438308548404', 'longitude': '-73.95597259174166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58845569,2023-09-18T16:06:19.000,2023-09-18T16:13:26.000,TLC,Taxi and Limousine Commission,Lost Property,Other,Taxi,10023,2070 BROADWAY,BROADWAY,WEST   70 STREET,AMSTERDAM AVENUE,WEST   70 STREET,AMSTERDAM AVENUE,ADDRESS,NEW YORK,BROADWAY,Closed,See notes for information.,2023-09-18T16:13:29.000,07 MANHATTAN,1011430001,MANHATTAN,989213,222675,UNKNOWN,Unspecified,MANHATTAN,40.777866323760925,-73.98208024858415,"{'latitude': '40.777866323760925', 'longitude': '-73.98208024858415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,"2070 BROADWAY, MANHATTAN (NEW YORK), NY, 10023",,
58853645,2023-09-18T16:06:15.000,2023-09-26T11:41:17.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10309,24 STATION AVENUE,STATION AVENUE,AMBOY ROAD,CANTERBURY COURT,AMBOY ROAD,CANTERBURY COURT,ADDRESS,STATEN ISLAND,STATION AVENUE,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-09-26T11:41:22.000,03 STATEN ISLAND,5075340157,STATEN ISLAND,923837,129919,ONLINE,Unspecified,STATEN ISLAND,40.52306718427205,-74.21730011075225,"{'latitude': '40.52306718427205', 'longitude': '-74.21730011075225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58854275,2023-09-18T16:05:52.000,2023-09-18T20:23:22.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10457,ARTHUR AVENUE,ARTHUR AVENUE,ARTHUR AVENUE,EAST  176 STREET,ARTHUR AVENUE,EAST  176 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T20:23:25.000,06 BRONX,,BRONX,1013582,247044,ONLINE,Unspecified,BRONX,40.84470512563218,-73.89398541221374,"{'latitude': '40.84470512563218', 'longitude': '-73.89398541221374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58852057,2023-09-18T16:05:46.000,,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10026,265 WEST  114 STREET,WEST  114 STREET,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-18T00:00:00.000,10 MANHATTAN,1018300011,MANHATTAN,996586,231745,ONLINE,Unspecified,MANHATTAN,40.80275381673463,-73.95544212929333,"{'latitude': '40.80275381673463', 'longitude': '-73.95544212929333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
