unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58840726,2023-09-17T08:58:14.000,2023-09-18T09:20:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10026,,,,,5 AVENUE,WEST 119 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-18T09:20:00.000,10 MANHATTAN,,MANHATTAN,999463,231690,UNKNOWN,Unspecified,MANHATTAN,40.802598371723896,-73.94505047671012,"{'latitude': '40.802598371723896', 'longitude': '-73.94505047671012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58844225,2023-09-17T08:58:00.000,2023-09-18T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,,11205,264 FLUSHING AVENUE,FLUSHING AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-18T00:00:00.000,02 BROOKLYN,3018770023,BROOKLYN,993848,193455,UNKNOWN,Unspecified,BROOKLYN,40.69766085258846,-73.96538648716566,"{'latitude': '40.69766085258846', 'longitude': '-73.96538648716566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58845028,2023-09-17T08:57:57.000,2023-09-17T09:19:30.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10002,257 EAST HOUSTON STREET,EAST HOUSTON STREET,NORFOLK STREET,SUFFOLK STREET,NORFOLK STREET,SUFFOLK STREET,ADDRESS,NEW YORK,EAST HOUSTON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T09:19:34.000,03 MANHATTAN,1003550054,MANHATTAN,988387,202264,ONLINE,Unspecified,MANHATTAN,40.72184370594171,-73.98507521783836,"{'latitude': '40.72184370594171', 'longitude': '-73.98507521783836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839568,2023-09-17T08:57:47.000,2023-09-17T10:03:34.000,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11222,MSGR MCGOLRICK PARK,MSGR MCGOLRICK PARK,DRIGGS AVENUE,NASSAU AVENUE,DRIGGS AVENUE,NASSAU AVENUE,UNRECOGNIZED,BROOKLYN,MONSIGNOR MCGOLRICK PARK,Closed,The reported condition was inspected and a summons has been issued.,2023-09-17T10:03:39.000,01 BROOKLYN,3026870001,BROOKLYN,999951,203215,ONLINE,Unspecified,BROOKLYN,40.724441004030766,-73.94335432615917,"{'latitude': '40.724441004030766', 'longitude': '-73.94335432615917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844076,2023-09-17T08:57:35.000,2023-09-18T10:58:16.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11213,928 ST JOHNS PLACE,ST JOHNS PLACE,NEW YORK AVENUE,BROOKLYN AVENUE,NEW YORK AVENUE,BROOKLYN AVENUE,ADDRESS,BROOKLYN,ST JOHNS PLACE,Closed,The Department of Sanitation removed the items.,2023-09-18T06:32:10.000,08 BROOKLYN,3012560010,BROOKLYN,998911,183911,ONLINE,Unspecified,BROOKLYN,40.67145781724893,-73.94714843094184,"{'latitude': '40.67145781724893', 'longitude': '-73.94714843094184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837696,2023-09-17T08:57:25.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,Park,11375,68-01 YELLOWSTONE BOULEVARD,YELLOWSTONE BOULEVARD,68 AVENUE,68 ROAD,68 AVENUE,68 ROAD,ADDRESS,FOREST HILLS,YELLOWSTONE BOULEVARD,In Progress,An inspection is currently in progress to determine whether the reported condition requires further action.,2023-11-02T10:02:48.000,06 QUEENS,4021580001,QUEENS,1026254,203913,ONLINE,Unspecified,QUEENS,40.72627105070567,-73.84845479620932,"{'latitude': '40.72627105070567', 'longitude': '-73.84845479620932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838103,2023-09-17T08:57:16.000,2023-09-17T09:58:17.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11209,85 89 STREET,89 STREET,SHORE COURT,COLONIAL ROAD,SHORE COURT,COLONIAL ROAD,ADDRESS,BROOKLYN,89 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T09:58:21.000,10 BROOKLYN,,BROOKLYN,973755,166170,PHONE,Unspecified,BROOKLYN,40.62276853302223,-74.03780591883142,"{'latitude': '40.62276853302223', 'longitude': '-74.03780591883142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844545,2023-09-17T08:56:44.000,2023-09-17T09:10:48.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10458,2670 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,EAST  194 STREET,EAST  196 STREET,EAST  194 STREET,EAST  196 STREET,ADDRESS,BRONX,BAINBRIDGE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T09:10:50.000,07 BRONX,2032870031,BRONX,1014268,254610,ONLINE,Unspecified,BRONX,40.86546921715945,-73.89147212650845,"{'latitude': '40.86546921715945', 'longitude': '-73.89147212650845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843684,2023-09-17T08:56:32.000,2023-09-17T09:09:25.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10035,3 AVENUE,3 AVENUE,3 AVENUE,EAST  118 STREET,3 AVENUE,EAST  118 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T09:09:30.000,11 MANHATTAN,,MANHATTAN,1001125,230473,ONLINE,Unspecified,MANHATTAN,40.799255022455384,-73.93905037485891,"{'latitude': '40.799255022455384', 'longitude': '-73.93905037485891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836960,2023-09-17T08:56:07.000,2023-09-17T10:18:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11368,57-17 XENIA STREET,XENIA STREET,57 AVENUE,OTIS AVENUE,57 AVENUE,OTIS AVENUE,ADDRESS,CORONA,XENIA STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T10:18:51.000,04 QUEENS,4019500028,QUEENS,1023607,208442,MOBILE,Unspecified,QUEENS,40.738714200434345,-73.8579783332626,"{'latitude': '40.738714200434345', 'longitude': '-73.8579783332626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836925,2023-09-17T08:56:00.000,2023-09-17T12:15:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10029,1405 PARK AVENUE,PARK AVENUE,E 104 ST,E 105 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-17T12:15:00.000,11 MANHATTAN,1016320001,MANHATTAN,998454,227754,MOBILE,Unspecified,MANHATTAN,40.79179680318756,-73.94870332030196,"{'latitude': '40.79179680318756', 'longitude': '-73.94870332030196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843177,2023-09-17T08:56:00.000,2023-10-02T09:34:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10309,76 PITNEY AVENUE,PITNEY AVENUE,GAYNOR ST,PEACOCK LOOP,,,ADDRESS,STATEN ISLAND,,Closed,,2023-10-02T09:34:00.000,03 STATEN ISLAND,5073560100,STATEN ISLAND,922994,132548,ONLINE,Unspecified,STATEN ISLAND,40.53027749966512,-74.22035608077547,"{'latitude': '40.53027749966512', 'longitude': '-74.22035608077547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58843187,2023-09-17T08:56:00.000,2023-09-17T09:14:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10467,2996 HOLLAND AVENUE,HOLLAND AVENUE,WILLIAMSBRIDGE RD,ADEE AVE,,,ADDRESS,BRONX,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-17T09:14:00.000,11 BRONX,2045480131,BRONX,1021516,256108,PHONE,Unspecified,BRONX,40.86955314385188,-73.86525922168619,"{'latitude': '40.86955314385188', 'longitude': '-73.86525922168619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840187,2023-09-17T08:55:54.000,2023-09-17T09:50:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11233,2260 PACIFIC STREET,PACIFIC STREET,ROCKAWAY AVENUE,EASTERN PARKWAY,ROCKAWAY AVENUE,EASTERN PARKWAY,ADDRESS,BROOKLYN,PACIFIC STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T09:50:36.000,16 BROOKLYN,3014420032,BROOKLYN,1009332,185375,PHONE,Unspecified,BROOKLYN,40.67545277516528,-73.90957624878959,"{'latitude': '40.67545277516528', 'longitude': '-73.90957624878959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837415,2023-09-17T08:55:53.000,2023-09-17T09:44:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11373,40-21 CASE STREET,CASE STREET,ELMHURST AVENUE,WHITNEY AVENUE,ELMHURST AVENUE,WHITNEY AVENUE,ADDRESS,ELMHURST,CASE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T09:44:04.000,04 QUEENS,4015510001,QUEENS,1018594,211813,ONLINE,Unspecified,QUEENS,40.747987631836516,-73.87605075144602,"{'latitude': '40.747987631836516', 'longitude': '-73.87605075144602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841967,2023-09-17T08:55:09.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11372,35-46 74 STREET,74 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,JACKSON HEIGHTS,74 STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-17T13:37:46.000,03 QUEENS,4012730021,QUEENS,1014155,212772,MOBILE,Unspecified,QUEENS,40.75063596911893,-73.8920670469794,"{'latitude': '40.75063596911893', 'longitude': '-73.8920670469794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840822,2023-09-17T08:54:46.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Broken Glass,Park,11691,9-01 SEAGIRT BOULEVARD,SEAGIRT BOULEVARD,BEACH    9 STREET,HEYSON ROAD,BEACH    9 STREET,HEYSON ROAD,ADDRESS,FAR ROCKAWAY,SEAGIRT BOULEVARD,In Progress,,,14 QUEENS,4156490001,QUEENS,1055255,156671,MOBILE,Beach 17 Playground,QUEENS,40.596417514917285,-73.7443207609956,"{'latitude': '40.596417514917285', 'longitude': '-73.7443207609956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843038,2023-09-17T08:54:44.000,2023-09-19T04:05:35.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10471,5431 FIELDSTON ROAD,FIELDSTON ROAD,HENRY HUDSON PY SB EN FIELDSTON,WEST  255 STREET,HENRY HUDSON PY SB EN FIELDSTON,WEST  255 STREET,ADDRESS,BRONX,FIELDSTON ROAD,Closed,The Department of Sanitation cleaned the location.,2023-09-19T04:05:42.000,08 BRONX,2058471354,BRONX,1011415,267892,MOBILE,Unspecified,BRONX,40.901933374474865,-73.90173306016587,"{'latitude': '40.901933374474865', 'longitude': '-73.90173306016587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838195,2023-09-17T08:54:05.000,2023-09-17T09:00:59.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11375,1 TENNIS PLACE,TENNIS PLACE,DARTMOUTH STREET,BURNS STREET,DARTMOUTH STREET,BURNS STREET,ADDRESS,FOREST HILLS,TENNIS PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T09:01:04.000,06 QUEENS,4032190001,QUEENS,1026762,201267,ONLINE,Unspecified,QUEENS,40.719006004974794,-73.84663871262093,"{'latitude': '40.719006004974794', 'longitude': '-73.84663871262093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838121,2023-09-17T08:54:05.000,2023-09-17T11:59:04.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,560 HART STREET,HART STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,ADDRESS,BROOKLYN,HART STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T11:59:08.000,04 BROOKLYN,3032260020,BROOKLYN,1003821,193152,MOBILE,Unspecified,BROOKLYN,40.69681275231955,-73.92942149426102,"{'latitude': '40.69681275231955', 'longitude': '-73.92942149426102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841351,2023-09-17T08:54:00.000,2023-09-17T11:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10465,,,,,GUN HILL ROAD,BRONX RIVER PARKWAY,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-17T11:20:00.000,12 BRONX,,BRONX,1020184,259289,UNKNOWN,Unspecified,BRONX,40.878289523978026,-73.87005819791149,"{'latitude': '40.878289523978026', 'longitude': '-73.87005819791149', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58838946,2023-09-17T08:53:56.000,,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,E-Cigarette Sales,Business,10027,3189 BROADWAY,BROADWAY,TIEMANN PLACE,WEST  125 STREET,TIEMANN PLACE,WEST  125 STREET,ADDRESS,NEW YORK,BROADWAY,In Progress,"The Department of Consumer and Worker Protection (DCWP) Enforcement Division is reviewing your NYC311 Service Request.   If the Enforcement Division needs to conduct an inspection, it may take 35 days to complete.  Please wait 35 days from the date of this update before calling DCWP for status.  You can get status by calling DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-11-08T15:02:40.000,09 MANHATTAN,1019957501,MANHATTAN,995735,236355,PHONE,Unspecified,MANHATTAN,40.81540813526184,-73.95850807005895,"{'latitude': '40.81540813526184', 'longitude': '-73.95850807005895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843784,2023-09-17T08:53:53.000,2023-09-22T20:07:58.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10010,213 EAST   26 STREET,EAST   26 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,06 MANHATTAN,1009070010,MANHATTAN,989520,209030,PHONE,Unspecified,MANHATTAN,40.7404141151012,-73.9809824692513,"{'latitude': '40.7404141151012', 'longitude': '-73.9809824692513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840007,2023-09-17T08:53:48.000,2023-09-18T06:47:54.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,10452,1006 GERARD AVENUE,GERARD AVENUE,EAST  164 STREET,EAST  165 STREET,EAST  164 STREET,EAST  165 STREET,ADDRESS,BRONX,GERARD AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-18T06:48:02.000,04 BRONX,2024770001,BRONX,1005543,241930,PHONE,Unspecified,BRONX,40.8306917289719,-73.92305697116862,"{'latitude': '40.8306917289719', 'longitude': '-73.92305697116862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840990,2023-09-17T08:52:10.000,2023-10-11T12:41:50.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10013,143 BAXTER STREET,BAXTER STREET,HESTER STREET,CENTRE MARKET PLACE,HESTER STREET,CENTRE MARKET PLACE,ADDRESS,NEW YORK,BAXTER STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-20T07:29:30.000,02 MANHATTAN,1002360038,MANHATTAN,984683,201192,ONLINE,Unspecified,MANHATTAN,40.71890228105334,-73.99843796339458,"{'latitude': '40.71890228105334', 'longitude': '-73.99843796339458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843386,2023-09-17T08:52:07.000,2023-09-17T10:54:32.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10453,1710 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  176 STREET,SEDGWICK AVENUE,WEST  176 STREET,SEDGWICK AVENUE,ADDRESS,BRONX,UNDERCLIFF AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T10:54:37.000,05 BRONX,2028770356,BRONX,1006163,249176,PHONE,Unspecified,BRONX,40.850578362452715,-73.9207929040716,"{'latitude': '40.850578362452715', 'longitude': '-73.9207929040716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840199,2023-09-17T08:52:06.000,2023-09-17T16:37:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10463,3245 KINGSBRIDGE AVENUE,KINGSBRIDGE AVENUE,WEST  233 STREET,WEST  234 STREET,WEST  233 STREET,WEST  234 STREET,ADDRESS,BRONX,KINGSBRIDGE AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T16:37:35.000,08 BRONX,2057560235,BRONX,1010703,260674,MOBILE,Unspecified,BRONX,40.882124425649906,-73.9043371685361,"{'latitude': '40.882124425649906', 'longitude': '-73.9043371685361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839713,2023-09-17T08:51:58.000,2023-09-18T12:45:32.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11364,56-19 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,56 AVENUE,58 AVENUE,56 AVENUE,58 AVENUE,ADDRESS,OAKLAND GARDENS,FRANCIS LEWIS BOULEVARD,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-18T12:45:38.000,11 QUEENS,4074290050,QUEENS,1045968,211357,ONLINE,Unspecified,QUEENS,40.74658734636286,-73.77726110466332,"{'latitude': '40.74658734636286', 'longitude': '-73.77726110466332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840595,2023-09-17T08:51:46.000,2023-09-17T09:36:00.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11215,307 7 AVENUE,7 AVENUE,7 STREET,8 STREET,7 STREET,8 STREET,ADDRESS,BROOKLYN,7 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T09:36:04.000,06 BROOKLYN,3010880080,BROOKLYN,989524,182496,MOBILE,Unspecified,BROOKLYN,40.6675845271067,-73.98098881562571,"{'latitude': '40.6675845271067', 'longitude': '-73.98098881562571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840555,2023-09-17T08:51:15.000,2023-09-17T09:25:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11101,11-25 46 ROAD,46 ROAD,11 STREET,21 STREET,11 STREET,21 STREET,ADDRESS,LONG ISLAND CITY,46 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T09:26:04.000,02 QUEENS,4000550013,QUEENS,998168,210916,MOBILE,Unspecified,QUEENS,40.74558133205491,-73.94977105605933,"{'latitude': '40.74558133205491', 'longitude': '-73.94977105605933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837108,2023-09-17T08:51:13.000,2023-09-17T08:54:50.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,Street/Sidewalk,10010,365 FIRST AVENUE,FIRST AVENUE,EAST   21 STREET,EAST   22 STREET,EAST   21 STREET,EAST   22 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T08:54:55.000,06 MANHATTAN,1009270027,MANHATTAN,990013,207338,PHONE,Unspecified,MANHATTAN,40.735769686808894,-73.97920485947759,"{'latitude': '40.735769686808894', 'longitude': '-73.97920485947759', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837896,2023-09-17T08:51:11.000,2023-09-18T12:27:17.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Garage or Parking Lot,Business,11208,470 PINE STREET,PINE STREET,BELMONT AVENUE,SUTTER AVENUE,BELMONT AVENUE,SUTTER AVENUE,ADDRESS,BROOKLYN,PINE STREET,Closed,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-09-18T12:27:19.000,05 BROOKLYN,3042500029,BROOKLYN,1020143,184832,PHONE,Unspecified,BROOKLYN,40.673925131307925,-73.87060417968115,"{'latitude': '40.673925131307925', 'longitude': '-73.87060417968115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838525,2023-09-17T08:50:56.000,,HPD,Department of Housing Preservation and Development,GENERAL,JANITOR/SUPER,RESIDENTIAL BUILDING,10009,43 AVENUE A,AVENUE A,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-17T00:00:00.000,03 MANHATTAN,1004310031,MANHATTAN,988345,202957,PHONE,Unspecified,MANHATTAN,40.723745842809215,-73.98522631681462,"{'latitude': '40.723745842809215', 'longitude': '-73.98522631681462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841138,2023-09-17T08:50:53.000,2023-09-17T09:19:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,340 WEBSTER AVENUE,WEBSTER AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,WEBSTER AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T09:19:50.000,14 BROOKLYN,3054250001,BROOKLYN,992912,170186,MOBILE,Unspecified,BROOKLYN,40.63379358847941,-73.96879190404287,"{'latitude': '40.63379358847941', 'longitude': '-73.96879190404287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837989,2023-09-17T08:50:16.000,2023-09-17T09:57:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11201,111 LIVINGSTON STREET,LIVINGSTON STREET,COURT STREET,BOERUM PLACE,COURT STREET,BOERUM PLACE,ADDRESS,BROOKLYN,LIVINGSTON STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T09:57:29.000,02 BROOKLYN,3002660001,BROOKLYN,987081,191076,PHONE,Unspecified,BROOKLYN,40.691135800946995,-73.98979149166405,"{'latitude': '40.691135800946995', 'longitude': '-73.98979149166405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838011,2023-09-17T08:50:10.000,2023-09-17T08:56:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11692,71-30 BEACH CHANNEL DRIVE,BEACH CHANNEL DRIVE,AMSTEL BOULEVARD,BEACH   72 STREET,AMSTEL BOULEVARD,BEACH   72 STREET,ADDRESS,ARVERNE,BEACH CHANNEL DRIVE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T08:56:08.000,14 QUEENS,4160760118,QUEENS,1039765,154999,MOBILE,Unspecified,QUEENS,40.59193878535616,-73.80011163835137,"{'latitude': '40.59193878535616', 'longitude': '-73.80011163835137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839675,2023-09-17T08:50:08.000,2023-09-17T09:19:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10002,257 EAST HOUSTON STREET,EAST HOUSTON STREET,NORFOLK STREET,SUFFOLK STREET,NORFOLK STREET,SUFFOLK STREET,ADDRESS,NEW YORK,EAST HOUSTON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T09:19:25.000,03 MANHATTAN,1003550054,MANHATTAN,988387,202264,ONLINE,Unspecified,MANHATTAN,40.72184370594171,-73.98507521783836,"{'latitude': '40.72184370594171', 'longitude': '-73.98507521783836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838981,2023-09-17T08:50:00.000,2023-10-03T05:45:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11434,134-15 FARMERS BOULEVARD,FARMERS BOULEVARD,134 AVE,135 AVE,,,ADDRESS,JAMAICA,,Closed,The Department of Environmental Protection investigated this complaint and resolved the leak.,2023-10-03T05:45:00.000,12 QUEENS,4129890052,QUEENS,1049850,185606,PHONE,Unspecified,QUEENS,40.67587928860295,-73.76350202664594,"{'latitude': '40.67587928860295', 'longitude': '-73.76350202664594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
