unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,vehicle_type,bridge_highway_direction,road_ramp
58854683,2023-09-18T12:34:49.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11225,1004 UNION STREET,UNION STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,09 BROOKLYN,3011870044,BROOKLYN,995664,183338,PHONE,Unspecified,BROOKLYN,40.6698898423611,-73.95885453834447,"{'latitude': '40.6698898423611', 'longitude': '-73.95885453834447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T21:38:31.000,,,,,,,
58848349,2023-09-18T12:34:49.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11225,1004 UNION STREET,UNION STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,09 BROOKLYN,3011870044,BROOKLYN,995664,183338,PHONE,Unspecified,BROOKLYN,40.6698898423611,-73.95885453834447,"{'latitude': '40.6698898423611', 'longitude': '-73.95885453834447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T08:01:11.000,,,,,,,
58845765,2023-09-18T12:34:49.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11225,1004 UNION STREET,UNION STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,09 BROOKLYN,3011870044,BROOKLYN,995664,183338,PHONE,Unspecified,BROOKLYN,40.6698898423611,-73.95885453834447,"{'latitude': '40.6698898423611', 'longitude': '-73.95885453834447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T08:01:11.000,,,,,,,
58852200,2023-09-18T12:34:46.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10468,3121 VILLA AVENUE,VILLA AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,07 BRONX,2033220057,BRONX,1015354,258137,PHONE,Unspecified,BRONX,40.87514598606357,-73.88752940510024,"{'latitude': '40.87514598606357', 'longitude': '-73.88752940510024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T07:58:24.000,,,,,,,
58849551,2023-09-18T12:34:46.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10468,3121 VILLA AVENUE,VILLA AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,07 BRONX,2033220057,BRONX,1015354,258137,PHONE,Unspecified,BRONX,40.87514598606357,-73.88752940510024,"{'latitude': '40.87514598606357', 'longitude': '-73.88752940510024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T17:19:26.000,,,,,,,
58852147,2023-09-18T12:34:46.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10468,3121 VILLA AVENUE,VILLA AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,07 BRONX,2033220057,BRONX,1015354,258137,PHONE,Unspecified,BRONX,40.87514598606357,-73.88752940510024,"{'latitude': '40.87514598606357', 'longitude': '-73.88752940510024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T17:19:26.000,,,,,,,
58845792,2023-09-18T12:34:46.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10468,3121 VILLA AVENUE,VILLA AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-19T00:00:00.000,07 BRONX,2033220057,BRONX,1015354,258137,PHONE,Unspecified,BRONX,40.87514598606357,-73.88752940510024,"{'latitude': '40.87514598606357', 'longitude': '-73.88752940510024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T20:47:11.000,,,,,,,
58847086,2023-09-18T12:34:46.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10468,3121 VILLA AVENUE,VILLA AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,07 BRONX,2033220057,BRONX,1015354,258137,PHONE,Unspecified,BRONX,40.87514598606357,-73.88752940510024,"{'latitude': '40.87514598606357', 'longitude': '-73.88752940510024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T17:19:26.000,,,,,,,
58854649,2023-09-18T12:34:46.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10468,3121 VILLA AVENUE,VILLA AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,07 BRONX,2033220057,BRONX,1015354,258137,PHONE,Unspecified,BRONX,40.87514598606357,-73.88752940510024,"{'latitude': '40.87514598606357', 'longitude': '-73.88752940510024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T17:19:27.000,,,,,,,
58848385,2023-09-18T12:34:42.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10009,388 EAST    8 STREET,EAST    8 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,03 MANHATTAN,1003770026,MANHATTAN,990664,203061,PHONE,Unspecified,MANHATTAN,40.724029920132644,-73.97685987581802,"{'latitude': '40.724029920132644', 'longitude': '-73.97685987581802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T21:51:46.000,,,,,,,
58853332,2023-09-18T12:34:33.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11230,1464 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-20T00:00:00.000,12 BROOKLYN,3065360013,BROOKLYN,994079,165766,PHONE,Unspecified,BROOKLYN,40.62166040139184,-73.96459378698938,"{'latitude': '40.62166040139184', 'longitude': '-73.96459378698938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T14:38:37.000,,,,,,,
58845406,2023-09-18T12:34:25.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11691,631 BEACH    9 STREET,BEACH    9 STREET,ROOSEVELT COURT,CAFFREY AVENUE,ROOSEVELT COURT,CAFFREY AVENUE,ADDRESS,FAR ROCKAWAY,BEACH    9 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T13:47:21.000,14 QUEENS,4155840004,QUEENS,1054972,158519,ONLINE,Unspecified,QUEENS,40.60149214228954,-73.74532045243673,"{'latitude': '40.60149214228954', 'longitude': '-73.74532045243673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:47:17.000,,,,,,,
58855153,2023-09-18T12:34:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10458,2406 LORILLARD PLACE,LORILLARD PLACE,EAST  187 STREET,EAST  188 STREET,EAST  187 STREET,EAST  188 STREET,ADDRESS,BRONX,LORILLARD PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T19:21:34.000,06 BRONX,2030560001,BRONX,1014962,251403,ONLINE,Unspecified,BRONX,40.85666458797081,-73.88897771844158,"{'latitude': '40.85666458797081', 'longitude': '-73.88897771844158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T19:21:30.000,,,,,,,
58854878,2023-09-18T12:34:02.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11422,248-17 139 AVENUE,139 AVENUE,248 STREET,249 STREET,248 STREET,249 STREET,ADDRESS,ROSEDALE,139 AVENUE,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-29T15:06:54.000,13 QUEENS,4136200001,QUEENS,1058681,181283,PHONE,Unspecified,QUEENS,40.66394382895681,-73.7317128491669,"{'latitude': '40.66394382895681', 'longitude': '-73.7317128491669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T15:06:48.000,,,,,,,
58846205,2023-09-18T12:33:50.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,11234,4584 KINGS HIGHWAY,KINGS HIGHWAY,AVENUE J,AVENUE I,AVENUE J,AVENUE I,ADDRESS,BROOKLYN,KINGS HIGHWAY,Closed,This request required re-assignment to a new DOT unit.,2023-09-19T15:07:50.000,18 BROOKLYN,3077710155,BROOKLYN,1002940,168648,ONLINE,Unspecified,BROOKLYN,40.62955662260728,-73.93266655177464,"{'latitude': '40.62955662260728', 'longitude': '-73.93266655177464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T15:07:40.000,,,,,,,
58850429,2023-09-18T12:33:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11103,32-34 44 STREET,44 STREET,BROADWAY,34 AVENUE,BROADWAY,34 AVENUE,ADDRESS,ASTORIA,44 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T16:30:09.000,01 QUEENS,4006910054,QUEENS,1007366,214922,MOBILE,Unspecified,QUEENS,40.75655752470631,-73.91656245823343,"{'latitude': '40.75655752470631', 'longitude': '-73.91656245823343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T16:30:05.000,,,,,,,
58847096,2023-09-18T12:32:58.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10452,975 WALTON AVENUE,WALTON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,04 BRONX,2024760022,BRONX,1005614,241459,PHONE,Unspecified,BRONX,40.829398797965425,-73.92280191014713,"{'latitude': '40.829398797965425', 'longitude': '-73.92280191014713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T17:26:57.000,,,,,,,
58853361,2023-09-18T12:32:58.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10452,975 WALTON AVENUE,WALTON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,04 BRONX,2024760022,BRONX,1005614,241459,PHONE,Unspecified,BRONX,40.829398797965425,-73.92280191014713,"{'latitude': '40.829398797965425', 'longitude': '-73.92280191014713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T17:26:57.000,,,,,,,
58851412,2023-09-18T12:32:51.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,10304,76 GORDON STREET,GORDON STREET,GRAY STREET,PURROY PLACE,GRAY STREET,PURROY PLACE,ADDRESS,STATEN ISLAND,GORDON STREET,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T05:22:05.000,01 STATEN ISLAND,5005420020,STATEN ISLAND,961345,167032,PHONE,Unspecified,STATEN ISLAND,40.625111148640244,-74.08251310774166,"{'latitude': '40.625111148640244', 'longitude': '-74.08251310774166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T08:20:58.000,,,,,,,
58850203,2023-09-18T12:32:42.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Street Not Swept,Street,10025,203 WEST   94 STREET,WEST   94 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   94 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-20T10:19:12.000,07 MANHATTAN,1012420128,MANHATTAN,992123,228141,PHONE,Unspecified,MANHATTAN,40.79286692180825,-73.97156679562453,"{'latitude': '40.79286692180825', 'longitude': '-73.97156679562453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T10:25:12.000,,,,,,,
58854217,2023-09-18T12:32:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11102,23-12 30 DRIVE,30 DRIVE,23 STREET,CRESCENT STREET,23 STREET,CRESCENT STREET,ADDRESS,ASTORIA,30 DRIVE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T14:11:51.000,01 QUEENS,4005700030,QUEENS,1004323,218895,PHONE,Unspecified,QUEENS,40.76746981644549,-73.92753434267112,"{'latitude': '40.76746981644549', 'longitude': '-73.92753434267112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:11:47.000,,,,,,,
58852756,2023-09-18T12:32:34.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11226,2116 DITMAS AVENUE,DITMAS AVENUE,EAST   21 STREET,EAST   22 STREET,EAST   21 STREET,EAST   22 STREET,ADDRESS,BROOKLYN,DITMAS AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T04:31:03.000,14 BROOKLYN,3052070004,BROOKLYN,995971,172398,ONLINE,Unspecified,BROOKLYN,40.63986153688562,-73.957766871127,"{'latitude': '40.63986153688562', 'longitude': '-73.957766871127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T04:30:57.000,,,,,,,
58850430,2023-09-18T12:32:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11219,1179 51 STREET,51 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,BROOKLYN,51 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T13:03:15.000,12 BROOKLYN,3056470044,BROOKLYN,985326,170854,MOBILE,Unspecified,BROOKLYN,40.63563127640235,-73.99612320073001,"{'latitude': '40.63563127640235', 'longitude': '-73.99612320073001', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:03:10.000,,,,,,,
58853709,2023-09-18T12:32:14.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11237,321 HARMAN STREET,HARMAN STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,HARMAN STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-18T12:32:14.000,04 BROOKLYN,3032790038,BROOKLYN,1006867,194449,ONLINE,Unspecified,BROOKLYN,40.700365452901124,-73.91843241594009,"{'latitude': '40.700365452901124', 'longitude': '-73.91843241594009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:32:14.000,,,,,,,
58852902,2023-09-18T12:32:01.000,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,11355,132-14 59 AVENUE,59 AVENUE,,,,,ADDRESS,FLUSHING,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-18T00:00:00.000,07 QUEENS,4063670072,QUEENS,1030544,210588,UNKNOWN,Unspecified,QUEENS,40.744570834543666,-73.83293111479988,"{'latitude': '40.744570834543666', 'longitude': '-73.83293111479988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:32:01.000,,,,,,,
58854297,2023-09-18T12:32:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,11411,227-71 114 ROAD,114 ROAD,,,,,ADDRESS,CAMBRIA HEIGHTS,,Assigned,The Department of Buildings has attempted to conduct an inspection of this premises and was denied access. A second attempt will be made.,2023-11-09T00:00:00.000,13 QUEENS,4112540039,QUEENS,1059487,194734,UNKNOWN,Unspecified,QUEENS,40.70085677247684,-73.72865744896093,"{'latitude': '40.70085677247684', 'longitude': '-73.72865744896093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-09T00:00:00.000,N/A,,,,,,
58845441,2023-09-18T12:32:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11423,88-23 184 STREET,184 STREET,,,,,ADDRESS,HOLLIS,,Assigned,The Department of Buildings has attempted to conduct an inspection of this premises and was denied access. A second attempt will be made.,2023-10-24T00:00:00.000,12 QUEENS,4099310018,QUEENS,1045856,199260,UNKNOWN,Unspecified,QUEENS,40.71338492868179,-73.77777606295892,"{'latitude': '40.71338492868179', 'longitude': '-73.77777606295892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-24T00:00:00.000,,,,,,,
58846868,2023-09-18T12:32:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller Cabinet,,11207,,,,,ATLANTIC AVENUE,MILLER AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-18T13:55:00.000,05 BROOKLYN,,BROOKLYN,1014162,185682,UNKNOWN,Unspecified,BROOKLYN,40.676280417639255,-73.89216214755515,"{'latitude': '40.676280417639255', 'longitude': '-73.89216214755515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:55:00.000,N/A,,,,,,
58854077,2023-09-18T12:32:00.000,DEP,Department of Environmental Protection,Hazardous Materials,"Oil Spill On Street, Small (HQS)",,10035,1890 PARK AVENUE,PARK AVENUE,E 128 ST,E 129 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection investigated this complaint and determined that no further action is required.,2023-09-18T14:30:00.000,11 MANHATTAN,1017530037,MANHATTAN,1001580,233410,ONLINE,Unspecified,MANHATTAN,40.807315398557954,-73.93739941205367,"{'latitude': '40.807315398557954', 'longitude': '-73.93739941205367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:30:00.000,N/A,,,,,,
58854389,2023-09-18T12:32:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11385,66-01 MYRTLE AVENUE,MYRTLE AVENUE,66 ST,SAME AS FIRST CROSS ST,MYRTLE AVENUE,66 STREET,INTERSECTION,QUEENS,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T11:33:00.000,05 QUEENS,4036780039,QUEENS,1015324,194819,UNKNOWN,Unspecified,QUEENS,40.70135535971843,-73.88793080124931,"{'latitude': '40.70135535971843', 'longitude': '-73.88793080124931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58849052,2023-09-18T12:32:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11232,687 3 AVENUE,3 AVENUE,21 ST,22 ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-19T11:15:00.000,07 BROOKLYN,3006420013,BROOKLYN,984871,181134,ONLINE,Unspecified,BROOKLYN,40.6638476886697,-73.99776160712491,"{'latitude': '40.6638476886697', 'longitude': '-73.99776160712491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:15:00.000,N/A,,,,,,
58847172,2023-09-18T12:31:40.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11207,476 WYONA STREET,WYONA STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,05 BROOKLYN,3037910050,BROOKLYN,1014289,182335,PHONE,Unspecified,BROOKLYN,40.66709322947242,-73.89171920705397,"{'latitude': '40.66709322947242', 'longitude': '-73.89171920705397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T19:56:59.000,,,,,,,
58847133,2023-09-18T12:31:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10002,161 STANTON STREET,STANTON STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,03 MANHATTAN,1003490017,MANHATTAN,988455,201714,PHONE,Unspecified,MANHATTAN,40.72033405660837,-73.9848302423423,"{'latitude': '40.72033405660837', 'longitude': '-73.9848302423423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-24T18:39:27.000,,,,,,,
58848520,2023-09-18T12:31:34.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11378,54 AVENUE,54 AVENUE,54 AVENUE,63 STREET,54 AVENUE,63 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T18:58:55.000,05 QUEENS,,QUEENS,1011102,204294,MOBILE,Unspecified,QUEENS,40.72737577444409,-73.90311974882425,"{'latitude': '40.72737577444409', 'longitude': '-73.90311974882425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T18:58:53.000,,,,,,,
58850601,2023-09-18T12:31:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11230,1327 EAST   10 STREET,EAST   10 STREET,AVENUE M,RODER AVENUE,AVENUE M,RODER AVENUE,ADDRESS,BROOKLYN,EAST   10 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T13:41:18.000,12 BROOKLYN,3065730078,BROOKLYN,994065,163947,PHONE,Unspecified,BROOKLYN,40.61666764054368,-73.96464686253412,"{'latitude': '40.61666764054368', 'longitude': '-73.96464686253412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:41:14.000,,,,,,,
58846031,2023-09-18T12:31:24.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11385,1717B TROUTMAN STREET,TROUTMAN STREET,CYPRESS AVENUE,SENECA AVENUE,CYPRESS AVENUE,SENECA AVENUE,ADDRESS,RIDGEWOOD,TROUTMAN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T17:41:46.000,05 QUEENS,4034120047,QUEENS,1006317,197593,PHONE,Unspecified,QUEENS,40.70899637807242,-73.92040567176555,"{'latitude': '40.70899637807242', 'longitude': '-73.92040567176555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T17:41:42.000,,,,,,,
58847626,2023-09-18T12:31:21.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10011,105 WEST   22 STREET,WEST   22 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   22 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T14:52:16.000,04 MANHATTAN,1007980041,MANHATTAN,985970,209773,ONLINE,Unspecified,MANHATTAN,40.74245486802154,-73.99379294979391,"{'latitude': '40.74245486802154', 'longitude': '-73.99379294979391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:53:53.000,,,,,,,
58854955,2023-09-18T12:30:43.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Toilet Facility,Restaurant/Bar/Deli/Bakery,11249,154 NORTH    7 STREET,NORTH    7 STREET,BERRY STREET,BEDFORD AVENUE,BERRY STREET,BEDFORD AVENUE,ADDRESS,BROOKLYN,NORTH    7 STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T12:18:24.000,01 BROOKLYN,3023270019,BROOKLYN,995844,200904,ONLINE,Unspecified,BROOKLYN,40.71810420375018,-73.95817543594998,"{'latitude': '40.71810420375018', 'longitude': '-73.95817543594998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58850122,2023-09-18T12:30:40.000,DSNY,Department of Sanitation,Incorrect Data,Collection Days,Sidewalk,11222,15 DIVISION PLACE,DIVISION PLACE,KINGSLAND AVENUE,DEBEVOISE AVENUE,KINGSLAND AVENUE,DEBEVOISE AVENUE,ADDRESS,BROOKLYN,DIVISION PLACE,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-18T14:08:24.000,01 BROOKLYN,3028400021,BROOKLYN,1000847,201715,PHONE,Unspecified,BROOKLYN,40.72032223192411,-73.94012545980463,"{'latitude': '40.72032223192411', 'longitude': '-73.94012545980463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:08:24.000,,,,,,,
