unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment
58841981,2023-09-17T13:58:11.000,2023-09-18T14:16:25.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10019,756 9 AVENUE,9 AVENUE,WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2023-09-18T14:16:29.000,04 MANHATTAN,1010410061,MANHATTAN,987401,217592,ONLINE,Unspecified,MANHATTAN,40.76391564589152,-73.98862516435561,"{'latitude': '40.76391564589152', 'longitude': '-73.98862516435561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58845073,2023-09-17T13:58:11.000,2023-09-17T15:39:16.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10019,756 9 AVENUE,9 AVENUE,WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-17T15:39:22.000,04 MANHATTAN,1010410061,MANHATTAN,987401,217592,ONLINE,Unspecified,MANHATTAN,40.76391564589152,-73.98862516435561,"{'latitude': '40.76391564589152', 'longitude': '-73.98862516435561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58842434,2023-09-17T13:58:00.000,2023-09-25T11:09:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,HUTCH RVR PKWY,HUTCH RVR PKWY,SHORE RD,,,,BLOCKFACE,,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T11:09:00.000,Unspecified BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,,,,,
58842647,2023-09-17T13:57:50.000,2023-09-17T14:08:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,345 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  174 STREET,WEST  175 STREET,WEST  174 STREET,WEST  175 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T14:08:32.000,12 MANHATTAN,1021390404,MANHATTAN,1000814,247637,MOBILE,Unspecified,MANHATTAN,40.84636591764491,-73.94013128383543,"{'latitude': '40.84636591764491', 'longitude': '-73.94013128383543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58837850,2023-09-17T13:57:50.000,2023-09-17T15:01:30.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11214,8995 BAY PARKWAY,BAY PARKWAY,SHORE PARKWAY,DEAD END,SHORE PARKWAY,DEAD END,ADDRESS,BROOKLYN,BAY PARKWAY,Closed,N/A,2023-09-17T15:01:36.000,11 BROOKLYN,,BROOKLYN,983965,156047,ONLINE,Unspecified,BROOKLYN,40.59498918566713,-74.00102622239204,"{'latitude': '40.59498918566713', 'longitude': '-74.00102622239204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58837673,2023-09-17T13:57:46.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,,11231,SACKETT STREET,SACKETT STREET,COURT STREET,SACKETT STREET,COURT STREET,SACKETT STREET,INTERSECTION,,,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T12:10:41.000,06 BROOKLYN,,BROOKLYN,985482,188137,MOBILE,Unspecified,BROOKLYN,40.683069286612145,-73.9955579791997,"{'latitude': '40.683069286612145', 'longitude': '-73.9955579791997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"COURT STREET AND SACKETT STREET, BROOKLYN, NY, 11231",,,,
58845207,2023-09-17T13:57:45.000,2023-10-31T10:42:42.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Hotel or Motel,Business,11101,37-06 36 STREET,36 STREET,37 AVENUE,NORTHERN BOULEVARD,37 AVENUE,NORTHERN BOULEVARD,ADDRESS,LONG ISLAND CITY,36 STREET,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-31T10:42:45.000,01 QUEENS,4003770013,QUEENS,1004365,213514,PHONE,Unspecified,QUEENS,40.75270026042949,-73.9273988186705,"{'latitude': '40.75270026042949', 'longitude': '-73.9273988186705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58838697,2023-09-17T13:57:38.000,2023-09-21T06:54:26.000,DOT,Department of Transportation,Bus Stop Shelter Complaint,Dirty/Graffiti,Bus Stop Shelter,11433,170-13 LIBERTY AVENUE,LIBERTY AVENUE,170 STREET,171 STREET,170 STREET,171 STREET,ADDRESS,JAMAICA,LIBERTY AVENUE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-21T06:54:31.000,12 QUEENS,4102200092,QUEENS,1043052,195689,PHONE,Unspecified,QUEENS,40.703602487957376,-73.78792174168767,"{'latitude': '40.703602487957376', 'longitude': '-73.78792174168767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58853158,2023-09-17T13:57:33.000,2023-09-18T09:45:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11220,,,,,5 AVENUE,56 STREET,INTERSECTION,BROOKLYN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-18T09:45:00.000,07 BROOKLYN,,BROOKLYN,980416,173082,UNKNOWN,Unspecified,BROOKLYN,40.64174589590802,-74.01381506553874,"{'latitude': '40.64174589590802', 'longitude': '-74.01381506553874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58838726,2023-09-17T13:57:27.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,10025,BROADWAY,BROADWAY,BROADWAY,WEST  103 STREET,BROADWAY,WEST  103 STREET,INTERSECTION,,,In Progress,,,07 MANHATTAN,,MANHATTAN,992960,230413,ONLINE,Unspecified,MANHATTAN,40.79910215965054,-73.96854103795626,"{'latitude': '40.79910215965054', 'longitude': '-73.96854103795626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58838561,2023-09-17T13:57:25.000,2023-09-18T20:49:32.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11432,87-40 165 STREET,165 STREET,,,,,ADDRESS,JAMAICA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,08 QUEENS,4098360001,QUEENS,1040256,197825,PHONE,Unspecified,QUEENS,40.7094834266287,-73.79798813357753,"{'latitude': '40.7094834266287', 'longitude': '-73.79798813357753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58842542,2023-09-17T13:57:15.000,2023-09-17T14:34:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11234,3102 FILLMORE AVENUE,FILLMORE AVENUE,EAST   31 STREET,EAST   32 STREET,EAST   31 STREET,EAST   32 STREET,ADDRESS,BROOKLYN,FILLMORE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T14:35:01.000,18 BROOKLYN,,BROOKLYN,1001844,161203,ONLINE,Unspecified,BROOKLYN,40.609123896054136,-73.93663445215819,"{'latitude': '40.609123896054136', 'longitude': '-73.93663445215819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58843446,2023-09-17T13:57:14.000,2023-09-17T14:12:28.000,NYPD,New York City Police Department,Panhandling,N/A,Store/Commercial,10309,645 ROSSVILLE AVENUE,ROSSVILLE AVENUE,WOODROW ROAD,MC BAINE AVENUE,WOODROW ROAD,MC BAINE AVENUE,ADDRESS,STATEN ISLAND,ROSSVILLE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T14:12:32.000,03 STATEN ISLAND,5061450040,STATEN ISLAND,926373,136941,MOBILE,Unspecified,STATEN ISLAND,40.54235811585236,-74.20823842532725,"{'latitude': '40.54235811585236', 'longitude': '-74.20823842532725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58842832,2023-09-17T13:57:11.000,2023-09-19T14:54:58.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10019,310 WEST   49 STREET,WEST   49 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,04 MANHATTAN,1010390041,MANHATTAN,987775,216876,PHONE,Unspecified,MANHATTAN,40.761950269060215,-73.98727543239644,"{'latitude': '40.761950269060215', 'longitude': '-73.98727543239644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58841205,2023-09-17T13:57:10.000,2023-09-17T14:18:15.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11355,60-02 138 STREET,138 STREET,60 AVENUE,HORACE HARDING EXPRESSWAY,60 AVENUE,HORACE HARDING EXPRESSWAY,ADDRESS,FLUSHING,138 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T14:18:20.000,07 QUEENS,4063800021,QUEENS,1032003,210127,ONLINE,Unspecified,QUEENS,40.743297749155694,-73.82766906432747,"{'latitude': '40.743297749155694', 'longitude': '-73.82766906432747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58838890,2023-09-17T13:57:05.000,2023-10-10T10:31:10.000,DSNY,Department of Sanitation,Litter Basket Request,Replacement Basket,Street,10013,68 LAIGHT STREET,LAIGHT STREET,GREENWICH STREET,WASHINGTON STREET,GREENWICH STREET,WASHINGTON STREET,ADDRESS,NEW YORK,LAIGHT STREET,Closed,A Litter Basket was placed at the location.,2023-09-18T14:08:01.000,01 MANHATTAN,1002180013,MANHATTAN,981479,202376,PHONE,Unspecified,MANHATTAN,40.7221516522246,-74.00999680018242,"{'latitude': '40.7221516522246', 'longitude': '-74.00999680018242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58840254,2023-09-17T13:56:55.000,2023-09-17T18:18:07.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,102-01 47 AVENUE,47 AVENUE,102 STREET,104 STREET,102 STREET,104 STREET,ADDRESS,CORONA,47 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T18:18:10.000,04 QUEENS,4019810065,QUEENS,1022641,210792,ONLINE,Unspecified,QUEENS,40.74516860281897,-73.8614507731752,"{'latitude': '40.74516860281897', 'longitude': '-73.8614507731752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58839524,2023-09-17T13:56:53.000,2023-09-17T16:50:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1122 ANDERSON AVENUE,ANDERSON AVENUE,WEST  166 STREET,WEST  167 STREET,WEST  166 STREET,WEST  167 STREET,ADDRESS,BRONX,ANDERSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T16:50:53.000,04 BRONX,2025050045,BRONX,1005000,243529,ONLINE,Unspecified,BRONX,40.83508181454018,-73.92501417424235,"{'latitude': '40.83508181454018', 'longitude': '-73.92501417424235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58839118,2023-09-17T13:56:39.000,2023-09-17T14:23:31.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11377,59-12 37 AVENUE,37 AVENUE,59 STREET,60 STREET,59 STREET,60 STREET,ADDRESS,WOODSIDE,37 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T14:23:37.000,02 QUEENS,4012140053,QUEENS,1011059,212489,ONLINE,Unspecified,QUEENS,40.74986913452316,-73.90324223087272,"{'latitude': '40.74986913452316', 'longitude': '-73.90324223087272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58842848,2023-09-17T13:56:12.000,2023-09-17T15:11:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11101,50-15 VERNON BOULEVARD,VERNON BOULEVARD,50 AVENUE,51 AVENUE,50 AVENUE,51 AVENUE,ADDRESS,LONG ISLAND CITY,VERNON BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T15:11:03.000,02 QUEENS,4000417501,QUEENS,996955,209702,MOBILE,Unspecified,QUEENS,40.74225103184047,-73.95415096794589,"{'latitude': '40.74225103184047', 'longitude': '-73.95415096794589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58841038,2023-09-17T13:56:09.000,,DSNY,Department of Sanitation,Lot Condition,Trash,Lot,11207,342 VAN SICLEN AVENUE,VAN SICLEN AVENUE,PITKIN AVENUE,BELMONT AVENUE,PITKIN AVENUE,BELMONT AVENUE,ADDRESS,BROOKLYN,VAN SICLEN AVENUE,In Progress,,,05 BROOKLYN,3040090047,BROOKLYN,1014749,183990,PHONE,Unspecified,BROOKLYN,40.67163425870092,-73.89005357108098,"{'latitude': '40.67163425870092', 'longitude': '-73.89005357108098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58840203,2023-09-17T13:55:59.000,2023-09-17T14:34:38.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10075,531 EAST   77 STREET,EAST   77 STREET,YORK AVENUE,CHEROKEE PLACE,YORK AVENUE,CHEROKEE PLACE,ADDRESS,NEW YORK,EAST   77 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T14:34:42.000,08 MANHATTAN,,MANHATTAN,997861,219761,ONLINE,Unspecified,MANHATTAN,40.76985907201671,-73.95086108768454,"{'latitude': '40.76985907201671', 'longitude': '-73.95086108768454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844173,2023-09-17T13:55:44.000,2023-09-25T08:21:37.000,DSNY,Department of Sanitation,Litter Basket Request,Replacement Basket,Street,10013,429 GREENWICH STREET,GREENWICH STREET,LAIGHT STREET,VESTRY STREET,LAIGHT STREET,VESTRY STREET,ADDRESS,NEW YORK,GREENWICH STREET,Unspecified,A Litter Basket was placed at the location.,2023-09-11T05:02:50.000,01 MANHATTAN,1002197501,MANHATTAN,981550,202401,PHONE,Unspecified,MANHATTAN,40.72222029313694,-74.00974066701161,"{'latitude': '40.72222029313694', 'longitude': '-74.00974066701161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58838699,2023-09-17T13:55:35.000,,DOHMH,Department of Health and Mental Hygiene,Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,Commercial Building,11203,489 CLARKSON AVENUE,CLARKSON AVENUE,EAST   37 STREET,EAST   38 STREET,EAST   37 STREET,EAST   38 STREET,ADDRESS,BROOKLYN,CLARKSON AVENUE,In Progress,,,09 BROOKLYN,3048290001,BROOKLYN,1000022,178224,PHONE,Unspecified,BROOKLYN,40.65584635522631,-73.94315668178167,"{'latitude': '40.65584635522631', 'longitude': '-73.94315668178167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58838399,2023-09-17T13:54:56.000,2023-09-17T14:20:05.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11212,331 EAST   93 STREET,EAST   93 STREET,CLARKSON AVENUE,LENOX ROAD,CLARKSON AVENUE,LENOX ROAD,ADDRESS,BROOKLYN,EAST   93 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T14:20:10.000,17 BROOKLYN,3046480057,BROOKLYN,1005862,179059,ONLINE,Unspecified,BROOKLYN,40.65812591860949,-73.92210627388111,"{'latitude': '40.65812591860949', 'longitude': '-73.92210627388111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58839696,2023-09-17T13:54:35.000,2023-09-18T00:55:14.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11366,164-16 76 ROAD,76 ROAD,164 STREET,166 STREET,164 STREET,166 STREET,ADDRESS,FRESH MEADOWS,76 ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T00:55:20.000,08 QUEENS,4069690013,QUEENS,1038520,203517,ONLINE,Unspecified,QUEENS,40.72511738036118,-73.80420391913883,"{'latitude': '40.72511738036118', 'longitude': '-73.80420391913883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58841363,2023-09-17T13:54:34.000,2023-09-17T14:12:36.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11207,855 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,SCHAEFER STREET,DECATUR STREET,SCHAEFER STREET,DECATUR STREET,ADDRESS,BROOKLYN,KNICKERBOCKER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T14:12:40.000,04 BROOKLYN,3034310010,BROOKLYN,1010427,191246,MOBILE,Unspecified,BROOKLYN,40.691564152074115,-73.90560583165338,"{'latitude': '40.691564152074115', 'longitude': '-73.90560583165338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58842020,2023-09-17T13:54:29.000,2023-09-20T15:43:13.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11378,59-63 54 STREET,54 STREET,LIRR BUSHWICK LINE,FLUSHING AVENUE,LIRR BUSHWICK LINE,FLUSHING AVENUE,ADDRESS,MASPETH,54 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-19T10:29:31.000,05 QUEENS,,QUEENS,1008204,200032,PHONE,Unspecified,QUEENS,40.71568594173811,-73.91359070363978,"{'latitude': '40.71568594173811', 'longitude': '-73.91359070363978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58840967,2023-09-17T13:54:27.000,2023-09-19T07:29:47.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10468,66 EAST KINGSBRIDGE ROAD,EAST KINGSBRIDGE ROAD,MORRIS AVENUE,CRESTON AVENUE,MORRIS AVENUE,CRESTON AVENUE,ADDRESS,BRONX,EAST KINGSBRIDGE ROAD,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-19T07:29:52.000,07 BRONX,2031770036,BRONX,1013041,255102,ONLINE,Unspecified,BRONX,40.86682369395125,-73.89590613681504,"{'latitude': '40.86682369395125', 'longitude': '-73.89590613681504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58841719,2023-09-17T13:54:24.000,2023-10-12T06:57:38.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10472,2104 CROSS BRONX EXPRESSWAY,CROSS BRONX EXPRESSWAY,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,09 BRONX,2038100013,BRONX,1024897,241994,PHONE,Unspecified,BRONX,40.83079952461309,-73.85312030135792,"{'latitude': '40.83079952461309', 'longitude': '-73.85312030135792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844278,2023-09-17T13:54:18.000,2023-09-17T14:23:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11377,59-19 37 AVENUE,37 AVENUE,59 STREET,60 STREET,59 STREET,60 STREET,ADDRESS,WOODSIDE,37 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T14:23:47.000,02 QUEENS,4011980001,QUEENS,1011072,212491,ONLINE,Unspecified,QUEENS,40.74987458459255,-73.9031953039515,"{'latitude': '40.74987458459255', 'longitude': '-73.9031953039515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58842626,2023-09-17T13:54:07.000,2023-09-17T14:00:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,WEST  111 STREET,WEST  111 STREET,ST NICHOLAS AVENUE,7 AVENUE,ST NICHOLAS AVENUE,7 AVENUE,BLOCKFACE,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T14:00:52.000,Unspecified MANHATTAN,,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,,,,,,
58842256,2023-09-17T13:54:04.000,2023-09-17T14:00:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10303,1973 FOREST AVENUE,FOREST AVENUE,VAN NAME AVENUE,VAN PELT AVENUE,VAN NAME AVENUE,VAN PELT AVENUE,ADDRESS,STATEN ISLAND,FOREST AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T14:00:37.000,01 STATEN ISLAND,5012000001,STATEN ISLAND,941205,167318,ONLINE,Unspecified,STATEN ISLAND,40.625821192967386,-74.15506727083034,"{'latitude': '40.625821192967386', 'longitude': '-74.15506727083034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58838046,2023-09-17T13:53:45.000,2023-09-17T14:14:45.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10468,2531 DAVIDSON AVENUE,DAVIDSON AVENUE,WEST  190 STREET,WEST  192 STREET,WEST  190 STREET,WEST  192 STREET,ADDRESS,BRONX,DAVIDSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T14:14:50.000,07 BRONX,2032040040,BRONX,1011729,254397,MOBILE,Unspecified,BRONX,40.86489286589889,-73.90065255960958,"{'latitude': '40.86489286589889', 'longitude': '-73.90065255960958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58841705,2023-09-17T13:53:40.000,2023-11-24T09:22:49.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11222,151 DUPONT STREET,DUPONT STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-24T00:00:00.000,01 BROOKLYN,3024880047,BROOKLYN,997028,207425,ONLINE,Unspecified,BROOKLYN,40.73600112742902,-73.95389185522558,"{'latitude': '40.73600112742902', 'longitude': '-73.95389185522558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844890,2023-09-17T13:53:40.000,2023-11-24T09:22:49.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11222,151 DUPONT STREET,DUPONT STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-24T00:00:00.000,01 BROOKLYN,3024880047,BROOKLYN,997028,207425,ONLINE,Unspecified,BROOKLYN,40.73600112742902,-73.95389185522558,"{'latitude': '40.73600112742902', 'longitude': '-73.95389185522558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844746,2023-09-17T13:53:29.000,2023-09-17T13:58:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11375,71 AVENUE,71 AVENUE,71 AVENUE,AUSTIN STREET,71 AVENUE,AUSTIN STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T13:58:36.000,06 QUEENS,,QUEENS,1027274,201690,ONLINE,Unspecified,QUEENS,40.72016456114445,-73.84478898171724,"{'latitude': '40.72016456114445', 'longitude': '-73.84478898171724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58842736,2023-09-17T13:53:20.000,2023-09-17T16:12:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10463,3114 BAILEY AVENUE,BAILEY AVENUE,WEST  231 STREET,SUMMIT PLACE,WEST  231 STREET,SUMMIT PLACE,ADDRESS,BRONX,BAILEY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T16:12:52.000,08 BRONX,2032610031,BRONX,1011327,259315,ONLINE,Unspecified,BRONX,40.87839250277802,-73.90208607260666,"{'latitude': '40.87839250277802', 'longitude': '-73.90208607260666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844350,2023-09-17T13:53:20.000,2023-09-17T14:34:15.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10075,531 EAST   77 STREET,EAST   77 STREET,YORK AVENUE,CHEROKEE PLACE,YORK AVENUE,CHEROKEE PLACE,ADDRESS,NEW YORK,EAST   77 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T14:34:20.000,08 MANHATTAN,,MANHATTAN,997861,219761,ONLINE,Unspecified,MANHATTAN,40.76985907201671,-73.95086108768454,"{'latitude': '40.76985907201671', 'longitude': '-73.95086108768454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58836911,2023-09-17T13:53:00.000,2023-09-24T12:30:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,10036,1515 BROADWAY,BROADWAY,W 44 ST,W 45 ST,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-24T12:30:00.000,05 MANHATTAN,1010160036,MANHATTAN,988183,215304,ONLINE,Unspecified,MANHATTAN,40.75763535980379,-73.98580355106148,"{'latitude': '40.75763535980379', 'longitude': '-73.98580355106148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
