unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,road_ramp,bridge_highway_direction,taxi_pick_up_location
58930278,2023-09-27T00:11:57.000,2023-09-27T02:29:02.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11235,1303 SHEEPSHEAD BAY ROAD,SHEEPSHEAD BAY ROAD,EAST   13 STREET,AVENUE Z,EAST   13 STREET,AVENUE Z,ADDRESS,BROOKLYN,SHEEPSHEAD BAY ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T02:29:07.000,15 BROOKLYN,3074340046,BROOKLYN,996456,153486,ONLINE,Unspecified,BROOKLYN,40.587951354343076,-73.95605350543023,"{'latitude': '40.587951354343076', 'longitude': '-73.95605350543023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58931730,2023-09-27T00:11:54.000,2023-09-27T00:33:23.000,NYPD,New York City Police Department,Panhandling,N/A,Subway,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T00:33:29.000,Unspecified MANHATTAN,,MANHATTAN,1002621,248782,MOBILE,Unspecified,MANHATTAN,40.84950502947927,-73.93359695065767,"{'latitude': '40.84950502947927', 'longitude': '-73.93359695065767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,1,Mezzanine,,,
58929004,2023-09-27T00:11:23.000,2023-09-27T04:07:07.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10463,116 WEST  238 STREET,WEST  238 STREET,FORT INDEPENDENCE STREET,BAILEY AVENUE,FORT INDEPENDENCE STREET,BAILEY AVENUE,ADDRESS,BRONX,WEST  238 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T04:07:13.000,08 BRONX,2032620077,BRONX,1012507,261041,MOBILE,Unspecified,BRONX,40.883126133797745,-73.8978117630022,"{'latitude': '40.883126133797745', 'longitude': '-73.8978117630022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58945095,2023-09-27T00:11:15.000,2023-11-06T07:58:40.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10009,438 EAST   13 STREET,EAST   13 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-06T00:00:00.000,03 MANHATTAN,1004400027,MANHATTAN,989200,205328,ONLINE,Unspecified,MANHATTAN,40.73025322326065,-73.98213995767371,"{'latitude': '40.73025322326065', 'longitude': '-73.98213995767371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58938771,2023-09-27T00:11:15.000,2023-10-02T19:17:16.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10009,438 EAST   13 STREET,EAST   13 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-02T00:00:00.000,03 MANHATTAN,1004400027,MANHATTAN,989200,205328,ONLINE,Unspecified,MANHATTAN,40.73025322326065,-73.98213995767371,"{'latitude': '40.73025322326065', 'longitude': '-73.98213995767371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58932176,2023-09-27T00:11:14.000,2023-09-27T00:34:43.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10314,364 CASWELL AVENUE,CASWELL AVENUE,WOODBINE AVENUE,CAMBRIDGE AVENUE,WOODBINE AVENUE,CAMBRIDGE AVENUE,ADDRESS,STATEN ISLAND,CASWELL AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T00:34:47.000,01 STATEN ISLAND,5015040144,STATEN ISLAND,942946,163295,PHONE,Unspecified,STATEN ISLAND,40.614787200009296,-74.14877081179975,"{'latitude': '40.614787200009296', 'longitude': '-74.14877081179975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58927209,2023-09-27T00:11:12.000,2023-09-27T00:45:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,3920 BROADWAY,BROADWAY,WEST  164 STREET,WEST  165 STREET,WEST  164 STREET,WEST  165 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T00:46:03.000,12 MANHATTAN,1021220069,MANHATTAN,1000411,244784,ONLINE,Unspecified,MANHATTAN,40.838536015095094,-73.94159475699887,"{'latitude': '40.838536015095094', 'longitude': '-73.94159475699887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58932163,2023-09-27T00:10:56.000,2023-09-27T02:02:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,1836 61 STREET,61 STREET,18 AVENUE,19 AVENUE,18 AVENUE,19 AVENUE,ADDRESS,BROOKLYN,61 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T02:02:08.000,11 BROOKLYN,3055260020,BROOKLYN,987865,165486,MOBILE,Unspecified,BROOKLYN,40.620896574541916,-73.98697812673501,"{'latitude': '40.620896574541916', 'longitude': '-73.98697812673501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58928387,2023-09-27T00:10:44.000,2023-09-27T01:14:13.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11366,196-10 UNION TURNPIKE,UNION TURNPIKE,196 STREET,196 PLACE,196 STREET,196 PLACE,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T01:14:28.000,08 QUEENS,4072900001,QUEENS,1046709,205663,ONLINE,Cunningham Park,QUEENS,40.730953577308505,-73.77463973117385,"{'latitude': '40.730953577308505', 'longitude': '-73.77463973117385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58927697,2023-09-27T00:10:32.000,2023-09-27T02:23:54.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10463,3489 FORT INDEPENDENCE STREET,FORT INDEPENDENCE STREET,BAILEY PLACE,ORLOFF AVENUE,BAILEY PLACE,ORLOFF AVENUE,ADDRESS,BRONX,FORT INDEPENDENCE STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T02:23:56.000,08 BRONX,2032620097,BRONX,1012347,260665,MOBILE,Unspecified,BRONX,40.88209464260877,-73.89839196159124,"{'latitude': '40.88209464260877', 'longitude': '-73.89839196159124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58926466,2023-09-27T00:10:13.000,2023-09-27T03:48:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11364,219-52 74 AVENUE,74 AVENUE,75 AVENUE,220 STREET,75 AVENUE,220 STREET,ADDRESS,OAKLAND GARDENS,74 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T03:48:06.000,11 QUEENS,4077550003,QUEENS,1052090,208988,MOBILE,Unspecified,QUEENS,40.74004021232258,-73.7551909458911,"{'latitude': '40.74004021232258', 'longitude': '-73.7551909458911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58928377,2023-09-27T00:09:45.000,2023-09-27T00:40:24.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10454,920 EAST  132 STREET,EAST  132 STREET,LOCUST AVENUE,DEAD END,LOCUST AVENUE,DEAD END,ADDRESS,BRONX,EAST  132 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T00:40:27.000,01 BRONX,2025830050,BRONX,1009136,230067,MOBILE,Unspecified,BRONX,40.79812173310224,-73.91011752932747,"{'latitude': '40.79812173310224', 'longitude': '-73.91011752932747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58929653,2023-09-27T00:09:23.000,2023-09-27T01:58:09.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10454,25 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,LINCOLN AVENUE,ALEXANDER AVENUE,LINCOLN AVENUE,ALEXANDER AVENUE,ADDRESS,BRONX,BRUCKNER BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T01:58:12.000,01 BRONX,2023090012,BRONX,1004022,233409,MOBILE,Unspecified,BRONX,40.80730752638972,-73.92857826253507,"{'latitude': '40.80730752638972', 'longitude': '-73.92857826253507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58927246,2023-09-27T00:09:03.000,2023-09-27T00:15:49.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11225,2121 BEEKMAN PLACE,BEEKMAN PLACE,DEAD END,FLATBUSH AVENUE,DEAD END,FLATBUSH AVENUE,ADDRESS,BROOKLYN,BEEKMAN PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T00:15:57.000,09 BROOKLYN,3050260070,BROOKLYN,995080,179741,MOBILE,Unspecified,BROOKLYN,40.66001760998396,-73.96096553336491,"{'latitude': '40.66001760998396', 'longitude': '-73.96096553336491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58934884,2023-09-27T00:08:31.000,2023-09-27T00:28:12.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11207,SUNNYSIDE AVENUE,SUNNYSIDE AVENUE,SUNNYSIDE AVENUE,VERMONT STREET,SUNNYSIDE AVENUE,VERMONT STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T00:28:16.000,05 BROOKLYN,,BROOKLYN,1013102,187077,ONLINE,Unspecified,BROOKLYN,40.68011289267049,-73.89597765213554,"{'latitude': '40.68011289267049', 'longitude': '-73.89597765213554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58926487,2023-09-27T00:08:23.000,2023-09-27T02:25:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10453,54 WEST  174 STREET,WEST  174 STREET,GRAND AVENUE,MACOMBS ROAD,GRAND AVENUE,MACOMBS ROAD,ADDRESS,BRONX,WEST  174 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T02:25:42.000,05 BRONX,2028660009,BRONX,1007541,248046,ONLINE,Unspecified,BRONX,40.84747332022759,-73.91581589059129,"{'latitude': '40.84747332022759', 'longitude': '-73.91581589059129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58934272,2023-09-27T00:07:55.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-28T12:07:27.000,Unspecified MANHATTAN,,MANHATTAN,981602,198897,MOBILE,Unspecified,MANHATTAN,40.7126026696348,-74.00955169057023,"{'latitude': '40.7126026696348', 'longitude': '-74.00955169057023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,R,Platform,,R W Downtown & Brooklyn,
58926479,2023-09-27T00:07:27.000,2023-10-23T11:45:26.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11235,HOMECREST PLAYGROUND,HOMECREST PLAYGROUND,WILLIAMS COURT,SHORE PARKWAY,WILLIAMS COURT,SHORE PARKWAY,UNRECOGNIZED,BROOKLYN,HOMECREST PLAYGROUND,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-23T11:45:29.000,15 BROOKLYN,3074560025,BROOKLYN,996094,152857,PHONE,Unspecified,BROOKLYN,40.58622536595292,-73.95735795280737,"{'latitude': '40.58622536595292', 'longitude': '-73.95735795280737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58932712,2023-09-27T00:07:14.000,2023-09-27T06:12:00.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11374,AUBREY AVENUE,AUBREY AVENUE,AUBREY AVENUE,METROPOLITAN AVENUE,AUBREY AVENUE,METROPOLITAN AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T06:12:06.000,05 QUEENS,,QUEENS,1022861,198706,ONLINE,Unspecified,QUEENS,40.71199456732221,-73.86072616515352,"{'latitude': '40.71199456732221', 'longitude': '-73.86072616515352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58930764,2023-09-27T00:06:13.000,2023-09-27T01:49:10.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11366,75-53 181 STREET,181 STREET,75 AVENUE,UNION TURNPIKE,75 AVENUE,UNION TURNPIKE,ADDRESS,FRESH MEADOWS,181 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T01:49:13.000,08 QUEENS,,QUEENS,1043038,204721,MOBILE,Unspecified,QUEENS,40.7283931857737,-73.78789335747973,"{'latitude': '40.7283931857737', 'longitude': '-73.78789335747973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58934869,2023-09-27T00:05:58.000,2023-09-27T00:56:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10039,159-20 HARLEM RIVER DRIVE SERVICE RD W,HARLEM RIVER DRIVE SERVICE RD W,FREDERICK DOUGLASS BOULEVARD,HARLEM RIVER DRIVE EXIT   23 SB,FREDERICK DOUGLASS BOULEVARD,HARLEM RIVER DRIVE EXIT   23 SB,ADDRESS,NEW YORK,HARLEM RIVER DRIVE SERVICE RD W,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T00:56:24.000,10 MANHATTAN,1021060320,MANHATTAN,1002118,242603,ONLINE,Unspecified,MANHATTAN,40.83254651332819,-73.93543153557164,"{'latitude': '40.83254651332819', 'longitude': '-73.93543153557164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58926917,2023-09-27T00:05:31.000,2023-09-27T01:05:11.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11214,1746 79 STREET,79 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,79 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T01:05:20.000,11 BROOKLYN,3062720026,BROOKLYN,984365,162188,ONLINE,Unspecified,BROOKLYN,40.611844984456994,-73.99958580570673,"{'latitude': '40.611844984456994', 'longitude': '-73.99958580570673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58934837,2023-09-27T00:05:19.000,2023-09-27T01:27:13.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10458,443 EAST  184 STREET,EAST  184 STREET,PARK AVENUE,WASHINGTON AVENUE,PARK AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,EAST  184 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-27T01:27:19.000,06 BRONX,2030390001,BRONX,1013649,251262,ONLINE,Unspecified,BRONX,40.856282055286286,-73.89372475873367,"{'latitude': '40.856282055286286', 'longitude': '-73.89372475873367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58925977,2023-09-27T00:05:12.000,2023-09-27T00:14:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11226,CATON AVENUE,CATON AVENUE,CATON AVENUE,EAST   18 STREET,CATON AVENUE,EAST   18 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T00:14:47.000,14 BROOKLYN,,BROOKLYN,994394,176588,ONLINE,Unspecified,BROOKLYN,40.65136412837614,-73.96344281908847,"{'latitude': '40.65136412837614', 'longitude': '-73.96344281908847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58939529,2023-09-27T00:05:00.000,2023-09-27T18:05:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11106,21-05 BROADWAY,BROADWAY,21 ST,23 ST,,,ADDRESS,ASTORIA,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-27T18:05:00.000,01 QUEENS,4005540001,QUEENS,1003230,218038,ONLINE,Unspecified,QUEENS,40.76511998821069,-73.93148260682747,"{'latitude': '40.76511998821069', 'longitude': '-73.93148260682747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58939530,2023-09-27T00:05:00.000,2023-09-27T20:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11220,6001 8 AVENUE,8 AVENUE,60 ST,61 ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T20:00:00.000,12 BROOKLYN,3057140010,BROOKLYN,981574,170770,ONLINE,Unspecified,BROOKLYN,40.63540037540104,-74.00964152320458,"{'latitude': '40.63540037540104', 'longitude': '-74.00964152320458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58936953,2023-09-27T00:05:00.000,2023-09-27T01:00:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11385,1820 FLUSHING AVENUE,FLUSHING AVENUE,????????????????????????????,ONDERDONK AVE,,,ADDRESS,RIDGEWOOD,,Closed,The Department of Environmental Protection will keep the location under observation for idling commercial vehicles.Â Summonses will be issued when warranted.,2023-09-27T01:00:00.000,05 QUEENS,4034120001,QUEENS,1006330,198296,PHONE,Unspecified,QUEENS,40.71092591307725,-73.92035647613966,"{'latitude': '40.71092591307725', 'longitude': '-73.92035647613966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58926492,2023-09-27T00:04:56.000,2023-09-27T02:33:18.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11221,991 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T02:33:26.000,04 BROOKLYN,3031840060,BROOKLYN,1003867,193838,MOBILE,Unspecified,BROOKLYN,40.6986955600991,-73.92925360744465,"{'latitude': '40.6986955600991', 'longitude': '-73.92925360744465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58935527,2023-09-27T00:04:52.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10169,230 PARK AVENUE,PARK AVENUE,EAST 45 STREET,EAST 46 STREET,EAST   45 STREET,EAST   46 STREET,ADDRESS,NEW YORK,PARK AVENUE,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-27T04:43:55.000,05 MANHATTAN,1013000001,MANHATTAN,990913,214165,MOBILE,Unspecified,MANHATTAN,40.75450745921105,-73.97595054706579,"{'latitude': '40.75450745921105', 'longitude': '-73.97595054706579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58934384,2023-09-27T00:04:50.000,2023-09-27T12:28:00.000,DSNY,Department of Sanitation,Dead Animal,Dog,Street,11366,195 STREET,195 STREET,195 STREET,UNION TURNPIKE,195 STREET,UNION TURNPIKE,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T11:42:19.000,08 QUEENS,,QUEENS,1046387,205563,PHONE,Unspecified,QUEENS,40.730681370605424,-73.77580246781268,"{'latitude': '40.730681370605424', 'longitude': '-73.77580246781268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58934899,2023-09-27T00:04:29.000,2023-09-27T00:50:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11372,89-01 34 AVENUE,34 AVENUE,89 STREET,90 STREET,89 STREET,90 STREET,ADDRESS,JACKSON HEIGHTS,34 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T00:50:29.000,03 QUEENS,4014370032,QUEENS,1017942,214162,ONLINE,Unspecified,QUEENS,40.7544375449921,-73.87839208045668,"{'latitude': '40.7544375449921', 'longitude': '-73.87839208045668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58933597,2023-09-27T00:04:20.000,2023-09-27T00:48:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10016,344 EAST   28 STREET,EAST   28 STREET,MOUNT CARMEL PLACE,1 AVENUE,MOUNT CARMEL PLACE,1 AVENUE,ADDRESS,NEW YORK,EAST   28 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T00:48:44.000,06 MANHATTAN,1009330025,MANHATTAN,990637,208987,PHONE,Unspecified,MANHATTAN,40.740295354643706,-73.97695165980414,"{'latitude': '40.740295354643706', 'longitude': '-73.97695165980414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58929752,2023-09-27T00:04:17.000,2023-09-27T00:14:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,LENOX AVENUE,LENOX AVENUE,LENOX AVENUE,WEST  115 STREET,LENOX AVENUE,WEST  115 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T00:14:57.000,10 MANHATTAN,,MANHATTAN,998041,231228,ONLINE,Unspecified,MANHATTAN,40.801332642391955,-73.95018770411934,"{'latitude': '40.801332642391955', 'longitude': '-73.95018770411934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58930285,2023-09-27T00:02:55.000,2023-09-27T02:39:53.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11221,6 SUYDAM STREET,SUYDAM STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,SUYDAM STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T02:40:02.000,04 BROOKLYN,3032140047,BROOKLYN,1003081,192718,MOBILE,Unspecified,BROOKLYN,40.695623129089014,-73.93209135370898,"{'latitude': '40.695623129089014', 'longitude': '-73.93209135370898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58930765,2023-09-27T00:02:47.000,2023-09-27T00:35:19.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11214,1721 79 STREET,79 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,79 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T00:35:27.000,11 BROOKLYN,3062600079,BROOKLYN,984244,162292,ONLINE,Unspecified,BROOKLYN,40.612130443786945,-74.00002161022945,"{'latitude': '40.612130443786945', 'longitude': '-74.00002161022945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58933569,2023-09-27T00:02:46.000,2023-09-27T00:43:38.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10030,113 WEST  144 STREET,WEST  144 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  144 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T00:43:43.000,10 MANHATTAN,1020130024,MANHATTAN,1001576,238055,ONLINE,Unspecified,MANHATTAN,40.82006463172612,-73.93740187063955,"{'latitude': '40.82006463172612', 'longitude': '-73.93740187063955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58929778,2023-09-27T00:02:34.000,2023-09-27T00:38:01.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11249,48 SOUTH    4 STREET,SOUTH    4 STREET,KENT AVENUE,WYTHE AVENUE,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,SOUTH    4 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T00:38:04.000,01 BROOKLYN,3024410021,BROOKLYN,993584,199043,ONLINE,Unspecified,BROOKLYN,40.712998877490364,-73.96633081126946,"{'latitude': '40.712998877490364', 'longitude': '-73.96633081126946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58928168,2023-09-27T00:02:27.000,2023-09-27T01:40:53.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11354,40-29 149 STREET,149 STREET,LIRR PORT WASHINGTON LINE,41 AVENUE,LIRR PORT WASHINGTON LINE,41 AVENUE,ADDRESS,FLUSHING,149 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T01:41:00.000,07 QUEENS,4050290009,QUEENS,1035220,217079,ONLINE,Unspecified,QUEENS,40.76236122892493,-73.81600689726437,"{'latitude': '40.76236122892493', 'longitude': '-73.81600689726437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58939527,2023-09-27T00:02:00.000,2023-09-27T17:06:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10031,530 WEST  135 STREET,WEST  135 STREET,AMSTERDAM AVE,BROADWAY,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-27T17:06:00.000,09 MANHATTAN,1019880053,MANHATTAN,997200,237789,ONLINE,Unspecified,MANHATTAN,40.81934203601091,-73.95321268945766,"{'latitude': '40.81934203601091', 'longitude': '-73.95321268945766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
