unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date
58823934,2023-09-15T18:06:48.000,2023-09-21T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,11229,2021 EAST   14 STREET,EAST   14 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-21T00:00:00.000,15 BROOKLYN,3073190073,BROOKLYN,996018,157995,UNKNOWN,Unspecified,BROOKLYN,40.600328243597446,-73.95762262710872,"{'latitude': '40.600328243597446', 'longitude': '-73.95762262710872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822578,2023-09-15T18:06:44.000,2023-09-15T18:10:12.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10023,COLUMBUS AVENUE,COLUMBUS AVENUE,WEST   63 STREET,JACQUES D'AMBOISE PLACE,WEST   63 STREET,JACQUES D'AMBOISE PLACE,BLOCKFACE,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T18:10:16.000,Unspecified MANHATTAN,,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,,,,,,,,,
58823771,2023-09-15T18:06:39.000,2023-09-16T10:46:44.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11379,82-24 CALDWELL AVENUE,CALDWELL AVENUE,82 STREET,82 PLACE,82 STREET,82 PLACE,ADDRESS,MIDDLE VILLAGE,CALDWELL AVENUE,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-16T10:46:48.000,05 QUEENS,4029400015,QUEENS,1018443,203682,MOBILE,Unspecified,QUEENS,40.72567065430871,-73.87663704416349,"{'latitude': '40.72567065430871', 'longitude': '-73.87663704416349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58826298,2023-09-15T18:06:31.000,2023-09-21T12:54:14.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,11235,14 MESEREAU COURT,MESEREAU COURT,DEAD END,DUNNE PLACE,DEAD END,DUNNE PLACE,ADDRESS,BROOKLYN,MESEREAU COURT,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-21T09:30:40.000,15 BROOKLYN,3087970047,BROOKLYN,1001607,152513,PHONE,Unspecified,BROOKLYN,40.58527207398009,-73.93751034434021,"{'latitude': '40.58527207398009', 'longitude': '-73.93751034434021', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822839,2023-09-15T18:06:25.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,10467,3341 PERRY AVENUE,PERRY AVENUE,EAST  209 STREET,EAST GUN HILL ROAD,EAST  209 STREET,EAST GUN HILL ROAD,ADDRESS,BRONX,PERRY AVENUE,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-16T09:00:46.000,07 BRONX,2033430146,BRONX,1018914,259275,ONLINE,Unspecified,BRONX,40.87825617775159,-73.87465074153168,"{'latitude': '40.87825617775159', 'longitude': '-73.87465074153168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820722,2023-09-15T18:06:06.000,2023-09-15T18:35:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,3971 GOUVERNEUR AVENUE,GOUVERNEUR AVENUE,SEDGWICK AVENUE,VAN CORTLANDT PARK SOUTH,SEDGWICK AVENUE,VAN CORTLANDT PARK SOUTH,ADDRESS,BRONX,GOUVERNEUR AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T18:36:02.000,08 BRONX,2032520310,BRONX,1014155,261193,MOBILE,Unspecified,BRONX,40.88353789546767,-73.89185128507039,"{'latitude': '40.88353789546767', 'longitude': '-73.89185128507039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823675,2023-09-15T18:05:53.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10467,3341 PERRY AVENUE,PERRY AVENUE,EAST  209 STREET,EAST GUN HILL ROAD,EAST  209 STREET,EAST GUN HILL ROAD,ADDRESS,BRONX,PERRY AVENUE,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-16T09:00:46.000,07 BRONX,2033430146,BRONX,1018914,259275,ONLINE,Unspecified,BRONX,40.87825617775159,-73.87465074153168,"{'latitude': '40.87825617775159', 'longitude': '-73.87465074153168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824028,2023-09-15T18:05:50.000,2023-09-15T19:02:07.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,65-15 CATALPA AVENUE,CATALPA AVENUE,65 STREET,65 PLACE,65 STREET,65 PLACE,ADDRESS,RIDGEWOOD,CATALPA AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T19:02:12.000,05 QUEENS,4036340003,QUEENS,1014217,196112,UNKNOWN,Unspecified,QUEENS,40.704908156511095,-73.89191746798406,"{'latitude': '40.704908156511095', 'longitude': '-73.89191746798406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58821204,2023-09-15T18:05:47.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10128,1642 3 AVENUE,3 AVENUE,EAST 91 STREET,EAST 92 STREET,EAST   91 STREET,EAST   92 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-15T22:14:22.000,08 MANHATTAN,1015200038,MANHATTAN,997743,224382,MOBILE,Unspecified,MANHATTAN,40.78254268094986,-73.95127781621709,"{'latitude': '40.78254268094986', 'longitude': '-73.95127781621709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58826265,2023-09-15T18:05:38.000,2023-09-20T05:21:16.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,11434,161-15 NORTH CONDUIT AVENUE,NORTH CONDUIT AVENUE,161 STREET,LATHAM LANE,161 STREET,LATHAM LANE,ADDRESS,JAMAICA,NORTH CONDUIT AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-16T04:32:45.000,12 QUEENS,4123170003,QUEENS,1046920,182728,ONLINE,Unspecified,QUEENS,40.66800107756737,-73.77409183224668,"{'latitude': '40.66800107756737', 'longitude': '-73.77409183224668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58821212,2023-09-15T18:05:35.000,2023-09-16T06:42:54.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11221,147 STANHOPE STREET,STANHOPE STREET,MYRTLE AVENUE,WILSON AVENUE,MYRTLE AVENUE,WILSON AVENUE,ADDRESS,BROOKLYN,STANHOPE STREET,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-16T06:42:57.000,04 BROOKLYN,3032560030,BROOKLYN,1005740,193811,MOBILE,Unspecified,BROOKLYN,40.69861710121383,-73.92249894377912,"{'latitude': '40.69861710121383', 'longitude': '-73.92249894377912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819970,2023-09-15T18:05:35.000,2023-09-15T19:08:00.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10469,EAST GUNHILL ROAD,EAST GUNHILL ROAD,EAST GUNHILL ROAD,EDSON AVENUE,EAST GUNHILL ROAD,EDSON AVENUE,INTERSECTION,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T19:08:03.000,12 BRONX,,BRONX,1030831,253607,ONLINE,Unspecified,BRONX,40.86264442946923,-73.83159690965239,"{'latitude': '40.86264442946923', 'longitude': '-73.83159690965239', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820316,2023-09-15T18:05:14.000,2023-09-21T15:11:10.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,11216,1442 FULTON STREET,FULTON STREET,TOMPKINS AVENUE,KINGSTON AVENUE,TOMPKINS AVENUE,KINGSTON AVENUE,ADDRESS,BROOKLYN,FULTON STREET,Closed,This request required re-assignment to a new DOT unit.,2023-09-21T15:11:16.000,03 BROOKLYN,3018630017,BROOKLYN,1000103,187031,ONLINE,Unspecified,BROOKLYN,40.680019457989935,-73.94284404201915,"{'latitude': '40.680019457989935', 'longitude': '-73.94284404201915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820717,2023-09-15T18:05:13.000,2023-09-15T18:40:12.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10001,425 WEST   25 STREET,WEST   25 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   25 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T18:40:17.000,04 MANHATTAN,1007230015,MANHATTAN,983879,211858,MOBILE,Unspecified,MANHATTAN,40.748177830237246,-74.0013389613079,"{'latitude': '40.748177830237246', 'longitude': '-74.0013389613079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820177,2023-09-15T18:05:09.000,2023-09-21T16:35:13.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10467,2835 BARKER AVENUE,BARKER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,11 BRONX,2045060040,BRONX,1020429,255183,PHONE,Unspecified,BRONX,40.867018825788996,-73.86919442046984,"{'latitude': '40.867018825788996', 'longitude': '-73.86919442046984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824846,2023-09-15T18:05:04.000,2023-09-15T19:37:32.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11102,31-10 28 ROAD,28 ROAD,31 STREET,33 STREET,31 STREET,33 STREET,ADDRESS,ASTORIA,28 ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T19:37:38.000,01 QUEENS,4006197501,QUEENS,1006397,219050,ONLINE,Unspecified,QUEENS,40.76789029852138,-73.92004647609441,"{'latitude': '40.76789029852138', 'longitude': '-73.92004647609441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822207,2023-09-15T18:05:00.000,2023-09-16T12:34:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,10305,390 MARYLAND AVENUE,MARYLAND AVENUE,REYNOLDS ST,MARYLAND LN,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection investigated this complaint. No violation was found or issued.,2023-09-16T12:34:00.000,01 STATEN ISLAND,5029860012,STATEN ISLAND,963773,161257,ONLINE,Unspecified,STATEN ISLAND,40.60926592169751,-74.07374895553617,"{'latitude': '40.60926592169751', 'longitude': '-74.07374895553617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823435,2023-09-15T18:04:52.000,2023-09-15T18:23:43.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11435,94 AVENUE,94 AVENUE,94 AVENUE,143 STREET,94 AVENUE,143 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T18:23:46.000,12 QUEENS,,QUEENS,1036973,193655,ONLINE,Unspecified,QUEENS,40.69805795531369,-73.80986242003911,"{'latitude': '40.69805795531369', 'longitude': '-73.80986242003911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823249,2023-09-15T18:04:47.000,2023-09-15T18:30:34.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10035,1 AVENUE,1 AVENUE,EAST  118 STREET,EAST  119 STREET,EAST  118 STREET,EAST  119 STREET,BLOCKFACE,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T18:30:37.000,Unspecified MANHATTAN,,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,,,,,,,,,
58822094,2023-09-15T18:04:43.000,2023-09-19T13:16:21.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Sidewalk,11208,ELDERT LANE,ELDERT LANE,ELDERT LANE,LORING AVENUE,ELDERT LANE,LORING AVENUE,INTERSECTION,,,Closed,The Department of Sanitation observed illegal postings at the location. The Department will issue a Summons to the responsible party once it is identified.,2023-09-19T13:16:29.000,05 BROOKLYN,,BROOKLYN,1022417,182598,ONLINE,Unspecified,BROOKLYN,40.66778379677734,-73.86241897337905,"{'latitude': '40.66778379677734', 'longitude': '-73.86241897337905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824811,2023-09-15T18:04:43.000,2023-09-15T18:05:46.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11220,6802 8 AVENUE,8 AVENUE,68 STREET,BAY RIDGE AVENUE,68 STREET,BAY RIDGE AVENUE,ADDRESS,BROOKLYN,8 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T18:05:51.000,10 BROOKLYN,3058670025,BROOKLYN,980246,169103,ONLINE,Unspecified,BROOKLYN,40.63082431308697,-74.01442526605275,"{'latitude': '40.63082431308697', 'longitude': '-74.01442526605275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58821984,2023-09-15T18:04:27.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11225,310 CROWN STREET,CROWN STREET,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,CROWN STREET,In Progress,,,09 BROOKLYN,3012970023,BROOKLYN,998232,182000,PHONE,Unspecified,BROOKLYN,40.66621364788955,-73.94960012715468,"{'latitude': '40.66621364788955', 'longitude': '-73.94960012715468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819780,2023-09-15T18:03:49.000,2023-09-15T19:26:44.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11103,41-27 NEWTOWN ROAD,NEWTOWN ROAD,41 STREET,42 STREET,41 STREET,42 STREET,ADDRESS,ASTORIA,NEWTOWN ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T19:26:48.000,01 QUEENS,4006830002,QUEENS,1007776,216895,PHONE,Unspecified,QUEENS,40.76197182065029,-73.91507565385889,"{'latitude': '40.76197182065029', 'longitude': '-73.91507565385889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819654,2023-09-15T18:03:33.000,2023-09-19T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,11229,2019 EAST   14 STREET,EAST   14 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-19T00:00:00.000,15 BROOKLYN,3073190074,BROOKLYN,996016,158007,UNKNOWN,Unspecified,BROOKLYN,40.600361183816496,-73.95762980834263,"{'latitude': '40.600361183816496', 'longitude': '-73.95762980834263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825462,2023-09-15T18:03:31.000,2023-09-18T14:32:39.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Home Improvement Contractor,Business,11209,237 79 STREET,79 STREET,RIDGE BOULEVARD,3 AVENUE,RIDGE BOULEVARD,3 AVENUE,ADDRESS,BROOKLYN,79 STREET,Closed,"The Department of Consumer and Worker Protection (DCWP) closed your NYC311 Service Request.   DCWP couldn't take action on your complaint because it didn't include important details, such as your contact information or the business's name or location.  If you would like to pursue this complaint, you can file a new NYC311 Service Request. Please provide more information about the complaint so DCWP can help you.",2023-09-18T14:32:42.000,10 BROOKLYN,3059680069,BROOKLYN,975767,168421,ONLINE,Unspecified,BROOKLYN,40.628949210247846,-74.03056096297946,"{'latitude': '40.628949210247846', 'longitude': '-74.03056096297946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824628,2023-09-15T18:03:27.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11218,115 DITMAS AVENUE,DITMAS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-25T00:00:00.000,12 BROOKLYN,3053850053,BROOKLYN,990428,170840,UNKNOWN,Unspecified,BROOKLYN,40.63559076024262,-73.97774084423934,"{'latitude': '40.63559076024262', 'longitude': '-73.97774084423934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58823117,2023-09-15T18:03:26.000,2023-09-15T18:03:26.000,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,10308,31 MC KEE AVENUE,MC KEE AVENUE,,,,,ADDRESS,STATEN ISLAND,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-15T00:00:00.000,03 STATEN ISLAND,5052000048,STATEN ISLAND,945033,137949,UNKNOWN,Unspecified,STATEN ISLAND,40.545227011356296,-74.14110670512738,"{'latitude': '40.545227011356296', 'longitude': '-74.14110670512738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819768,2023-09-15T18:03:25.000,2023-09-15T18:52:41.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11375,108-14 67 AVENUE,67 AVENUE,108 STREET,110 STREET,108 STREET,110 STREET,ADDRESS,FOREST HILLS,67 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T18:52:44.000,06 QUEENS,4021760011,QUEENS,1026584,204920,PHONE,Unspecified,QUEENS,40.729033442913526,-73.84725786465239,"{'latitude': '40.729033442913526', 'longitude': '-73.84725786465239', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824042,2023-09-15T18:03:22.000,2023-09-15T19:00:14.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11203,1239 SCHENECTADY AVENUE,SCHENECTADY AVENUE,CLARENDON ROAD,AVENUE D,CLARENDON ROAD,AVENUE D,ADDRESS,BROOKLYN,SCHENECTADY AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T19:00:17.000,17 BROOKLYN,3047680052,BROOKLYN,1003030,173422,ONLINE,Unspecified,BROOKLYN,40.64266004206626,-73.93232902712658,"{'latitude': '40.64266004206626', 'longitude': '-73.93232902712658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822052,2023-09-15T18:03:18.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10001,6 AVENUE,6 AVENUE,6 AVENUE,WEST   27 STREET,6 AVENUE,WEST 27 STREET,INTERSECTION,MANHATTAN,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-15T20:07:37.000,05 MANHATTAN,,MANHATTAN,986753,210854,PHONE,Unspecified,MANHATTAN,40.745421755862786,-73.99096689618635,"{'latitude': '40.745421755862786', 'longitude': '-73.99096689618635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823797,2023-09-15T18:03:18.000,2023-09-15T20:04:18.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11222,18 BEDFORD AVENUE,BEDFORD AVENUE,MANHATTAN AVENUE,LORIMER STREET,MANHATTAN AVENUE,LORIMER STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,N/A,2023-09-15T20:04:23.000,01 BROOKLYN,3026450036,BROOKLYN,997678,202901,ONLINE,Unspecified,BROOKLYN,40.72358289264739,-73.95155542321689,"{'latitude': '40.72358289264739', 'longitude': '-73.95155542321689', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822070,2023-09-15T18:03:17.000,2023-09-18T15:32:05.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11235,2558 EAST   28 STREET,EAST   28 STREET,JEROME AVENUE,AVENUE Z,JEROME AVENUE,AVENUE Z,ADDRESS,BROOKLYN,EAST   28 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-18T12:11:14.000,15 BROOKLYN,3074430010,BROOKLYN,1000384,154275,ONLINE,Unspecified,BROOKLYN,40.590110721964656,-73.94190925011361,"{'latitude': '40.590110721964656', 'longitude': '-73.94190925011361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825106,2023-09-15T18:03:15.000,2023-09-15T18:40:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,3716 TENTH AVENUE,TENTH AVENUE,DYCKMAN STREET,DYCKMAN HOUSES   10 AVE PED OVPS,DYCKMAN STREET,DYCKMAN HOUSES   10 AVE PED OVPS,ADDRESS,NEW YORK,10 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T18:40:32.000,12 MANHATTAN,1022160001,MANHATTAN,1005574,252243,MOBILE,Unspecified,MANHATTAN,40.858997801840935,-73.92291215620644,"{'latitude': '40.858997801840935', 'longitude': '-73.92291215620644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823739,2023-09-15T18:03:10.000,2023-10-26T14:50:05.000,DOT,Department of Transportation,Outdoor Dining,Sidewalk Zone Blocked,Sidewalk,11217,196 BERGEN STREET,BERGEN STREET,BOND STREET,NEVINS STREET,BOND STREET,NEVINS STREET,ADDRESS,BROOKLYN,BERGEN STREET,Closed,"The Department of Transportation's inspectors could not find the condition you reported. If you would like to pursue the complaint, please check the address and submit a new Service Request.",2023-10-26T14:50:09.000,02 BROOKLYN,3003870008,BROOKLYN,988189,188801,ONLINE,Unspecified,BROOKLYN,40.68489102439248,-73.9857974042109,"{'latitude': '40.68489102439248', 'longitude': '-73.9857974042109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825629,2023-09-15T18:03:07.000,2023-09-15T19:02:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,65-19 CATALPA AVENUE,CATALPA AVENUE,65 STREET,65 PLACE,65 STREET,65 PLACE,ADDRESS,RIDGEWOOD,CATALPA AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T19:02:32.000,05 QUEENS,4036340001,QUEENS,1014224,196114,MOBILE,Unspecified,QUEENS,40.704913622326785,-73.89189221207806,"{'latitude': '40.704913622326785', 'longitude': '-73.89189221207806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823654,2023-09-15T18:02:54.000,2023-09-15T23:02:36.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11374,62-60 BOOTH STREET,BOOTH STREET,62 AVENUE,63 AVENUE,62 AVENUE,63 AVENUE,ADDRESS,REGO PARK,BOOTH STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:02:38.000,06 QUEENS,4030910064,QUEENS,1021085,205288,MOBILE,Unspecified,QUEENS,40.73006812066224,-73.86709634757374,"{'latitude': '40.73006812066224', 'longitude': '-73.86709634757374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58821417,2023-09-15T18:02:34.000,2023-09-15T18:19:00.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11238,568 STERLING PLACE,STERLING PLACE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,ADDRESS,BROOKLYN,STERLING PLACE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T18:19:03.000,08 BROOKLYN,3011750020,BROOKLYN,995466,184767,PHONE,Unspecified,BROOKLYN,40.6738123797766,-73.95956591561314,"{'latitude': '40.6738123797766', 'longitude': '-73.95956591561314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824616,2023-09-15T18:02:08.000,2023-09-18T13:21:26.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Sidewalk,11207,425 NEW LOTS AVENUE,NEW LOTS AVENUE,NEW JERSEY AVENUE,VERMONT STREET,NEW JERSEY AVENUE,VERMONT STREET,ADDRESS,BROOKLYN,NEW LOTS AVENUE,Closed,The Department of Sanitation observed illegal postings at the location. The Department will issue a Summons to the responsible party once it is identified.,2023-09-18T13:21:31.000,05 BROOKLYN,3038410038,BROOKLYN,1014238,180614,ONLINE,Unspecified,BROOKLYN,40.66236964262738,-73.891910700115,"{'latitude': '40.66236964262738', 'longitude': '-73.891910700115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822994,2023-09-15T18:02:00.000,2023-09-16T00:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11218,811 CORTELYOU ROAD,CORTELYOU ROAD,E 8 ST,E 9 ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-16T00:00:00.000,12 BROOKLYN,3053770043,BROOKLYN,992428,172019,ONLINE,Unspecified,BROOKLYN,40.63882524295581,-73.97053347348054,"{'latitude': '40.63882524295581', 'longitude': '-73.97053347348054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
