unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,taxi_pick_up_location,latitude,longitude,location,bbl,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,due_date
58954270,2023-09-28T17:53:55.000,2023-09-29T16:08:34.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10305,390 MARYLAND AVENUE,MARYLAND AVENUE,REYNOLDS STREET,MARYLAND LANE,REYNOLDS STREET,MARYLAND LANE,ADDRESS,STATEN ISLAND,MARYLAND AVENUE,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-29T16:08:37.000,01 STATEN ISLAND,STATEN ISLAND,963773,161257,ONLINE,Unspecified,STATEN ISLAND,,40.60926592169751,-74.07374895553617,"{'latitude': '40.60926592169751', 'longitude': '-74.07374895553617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58951168,2023-09-28T17:53:49.000,2023-09-28T18:52:29.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11220,351 62 STREET,62 STREET,GOWANUS EXPRESSWAY EB EXIT   21,4 AVENUE,GOWANUS EXPRESSWAY EB EXIT   21,4 AVENUE,ADDRESS,BROOKLYN,62 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T18:52:34.000,07 BROOKLYN,BROOKLYN,978586,172520,ONLINE,Unspecified,BROOKLYN,,40.640202345175034,-74.02040863890221,"{'latitude': '40.640202345175034', 'longitude': '-74.02040863890221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3057900053,,,,,,
58949342,2023-09-28T17:53:48.000,2023-10-31T13:25:09.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11249,91 SOUTH    9 STREET,SOUTH    9 STREET,BERRY STREET,BEDFORD AVENUE,BERRY STREET,BEDFORD AVENUE,ADDRESS,BROOKLYN,SOUTH    9 STREET,Closed,"The Department of Transportation will inspect the condition to determine if the location can be added to a curb contract (3-5 years). The property owner will be notified if there are sidewalk defects. Property owners are responsible for repairing and installing sidewalks adjoining their property, according to Section 19-152 of the NYC Administrative Code. Community Boards and elected officials may contribute funding for curb, affecting timeframe for construction.",2023-10-31T13:25:13.000,01 BROOKLYN,BROOKLYN,993832,197538,ONLINE,Unspecified,BROOKLYN,,40.708867745245094,-73.96543837874485,"{'latitude': '40.708867745245094', 'longitude': '-73.96543837874485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3021370044,,,,,,
58947424,2023-09-28T17:53:38.000,2023-09-28T20:15:36.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10457,2066 WEBSTER AVENUE,WEBSTER AVENUE,EAST  179 STREET,EAST  180 STREET,EAST  179 STREET,EAST  180 STREET,ADDRESS,BRONX,WEBSTER AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T20:15:41.000,06 BRONX,BRONX,1012290,249506,PHONE,Unspecified,BRONX,,40.85146678212637,-73.89864478493944,"{'latitude': '40.85146678212637', 'longitude': '-73.89864478493944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2030290015,,,,,,
58946998,2023-09-28T17:53:33.000,2023-10-02T12:14:55.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11207,8 WILLIAMS AVENUE,WILLIAMS AVENUE,EAST NEW YORK AVENUE,ATLANTIC AVENUE,EAST NEW YORK AVENUE,ATLANTIC AVENUE,ADDRESS,BROOKLYN,WILLIAMS AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-30T13:03:25.000,05 BROOKLYN,BROOKLYN,1011765,185641,ONLINE,Unspecified,BROOKLYN,,40.67617565688238,-73.90080390031291,"{'latitude': '40.67617565688238', 'longitude': '-73.90080390031291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3036650013,,,,,,
58953160,2023-09-28T17:53:19.000,2023-09-28T18:22:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11229,2258 BATCHELDER STREET,BATCHELDER STREET,AVENUE V,AVENUE W,AVENUE V,AVENUE W,ADDRESS,BROOKLYN,BATCHELDER STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T18:23:02.000,15 BROOKLYN,BROOKLYN,1001363,156854,ONLINE,Unspecified,BROOKLYN,,40.597187720927046,-73.93837781232567,"{'latitude': '40.597187720927046', 'longitude': '-73.93837781232567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58955387,2023-09-28T17:53:18.000,2023-09-28T17:53:18.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,10009,155 AVENUE B,AVENUE B,EAST 9 STREET,EAST 10 STREET,EAST    9 STREET,EAST   10 STREET,ADDRESS,NEW YORK,AVENUE B,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-28T17:53:18.000,03 MANHATTAN,MANHATTAN,989802,204057,MOBILE,Unspecified,MANHATTAN,,40.7267642811597,-73.97996893661556,"{'latitude': '40.7267642811597', 'longitude': '-73.97996893661556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1003920007,,,,,,
58949817,2023-09-28T17:53:17.000,2023-09-28T19:20:12.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10034,616 WEST  207 STREET,WEST  207 STREET,BROADWAY,COOPER STREET,BROADWAY,COOPER STREET,ADDRESS,NEW YORK,WEST  207 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T19:20:14.000,12 MANHATTAN,MANHATTAN,1006017,255454,ONLINE,Unspecified,MANHATTAN,,40.86780994129924,-73.92130025021115,"{'latitude': '40.86780994129924', 'longitude': '-73.92130025021115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58955339,2023-09-28T17:53:05.000,,TLC,Taxi and Limousine Commission,Taxi Report,Driver Report - Non Passenger,,11106,14-01 36 AVENUE,36 AVENUE,14 STREET,21 STREET,14 STREET,21 STREET,ADDRESS,ASTORIA,36 AVENUE,In Progress,,,01 QUEENS,QUEENS,1001572,216246,PHONE,Unspecified,QUEENS,"14-01 36 AVENUE, QUEENS (ASTORIA), NY, 11106",40.760204814768336,-73.93747256682728,"{'latitude': '40.760204814768336', 'longitude': '-73.93747256682728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4003320002,,,,,,
58953329,2023-09-28T17:53:00.000,2023-09-29T11:00:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10309,128 MEADE LOOP,MEADE LOOP,BEND,BUTLER ST,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-29T11:00:00.000,03 STATEN ISLAND,STATEN ISLAND,920610,129425,PHONE,Unspecified,STATEN ISLAND,,40.521688690499296,-74.22890264393847,"{'latitude': '40.521688690499296', 'longitude': '-74.22890264393847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5075660015,,,,,,
58955572,2023-09-28T17:52:35.000,2023-09-28T18:47:41.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10019,151 WEST   55 STREET,WEST   55 STREET,6 1/2 AVENUE,7 AVENUE,6 1/2 AVENUE,7 AVENUE,ADDRESS,NEW YORK,WEST   55 STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-28T18:47:44.000,05 MANHATTAN,MANHATTAN,989725,217593,MOBILE,Unspecified,MANHATTAN,,40.763917256867465,-73.98023572611463,"{'latitude': '40.763917256867465', 'longitude': '-73.98023572611463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58946932,2023-09-28T17:52:35.000,2023-10-01T21:53:33.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10019,151 WEST   55 STREET,WEST   55 STREET,6 1/2 AVENUE,7 AVENUE,6 1/2 AVENUE,7 AVENUE,ADDRESS,NEW YORK,WEST   55 STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-10-01T21:53:38.000,05 MANHATTAN,MANHATTAN,989725,217593,MOBILE,Unspecified,MANHATTAN,,40.763917256867465,-73.98023572611463,"{'latitude': '40.763917256867465', 'longitude': '-73.98023572611463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58946248,2023-09-28T17:52:32.000,2023-09-28T18:10:56.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,10028,147 EAST   86 STREET,EAST   86 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   86 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T18:11:01.000,08 MANHATTAN,MANHATTAN,996641,223225,MOBILE,Unspecified,MANHATTAN,,40.779368636523515,-73.95525918647503,"{'latitude': '40.779368636523515', 'longitude': '-73.95525918647503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58946150,2023-09-28T17:52:18.000,2023-09-28T23:08:43.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11106,21-41 34 AVENUE,34 AVENUE,21 STREET,24 STREET,21 STREET,24 STREET,ADDRESS,ASTORIA,34 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T23:08:46.000,01 QUEENS,QUEENS,1002964,216944,PHONE,Unspecified,QUEENS,,40.76211780816837,-73.93244590641461,"{'latitude': '40.76211780816837', 'longitude': '-73.93244590641461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4005570003,,,,,,
58953843,2023-09-28T17:51:39.000,2023-10-16T12:07:43.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11226,531 EAST   22 STREET,EAST   22 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,14 BROOKLYN,BROOKLYN,996194,172220,PHONE,Unspecified,BROOKLYN,,40.639372667111694,-73.95696367234636,"{'latitude': '40.639372667111694', 'longitude': '-73.95696367234636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3052080046,,,,,,
58948202,2023-09-28T17:51:31.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-29T09:09:59.000,Unspecified MANHATTAN,MANHATTAN,980350,196060,MOBILE,Unspecified,MANHATTAN,,40.70481531315986,-74.01406617888522,"{'latitude': '40.70481531315986', 'longitude': '-74.01406617888522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,5,Platform,4 5 to Brooklyn,,
58953728,2023-09-28T17:51:17.000,2023-09-28T21:59:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,134 STREET,134 STREET,SUTTER AVENUE,131 AVENUE,SUTTER AVENUE,131 AVENUE,BLOCKFACE,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T22:00:03.000,Unspecified QUEENS,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,,,,,
58952972,2023-09-28T17:51:10.000,2023-10-16T10:21:17.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11234,1853 EAST   38 STREET,EAST   38 STREET,AVENUE R,FILLMORE AVENUE,AVENUE R,FILLMORE AVENUE,ADDRESS,BROOKLYN,EAST   38 STREET,Closed,"The Department of Transportation is unable to schedule a sidewalk dismissal inspection because there is no record of a permit to make a sidewalk repair. Owner must obtain a permit of record. Once a permit is obtained, the owner must call 3-1-1 to make another request for sidewalk dismissal - work done by owner.",2023-10-16T10:21:21.000,18 BROOKLYN,BROOKLYN,1002991,162632,ONLINE,Unspecified,BROOKLYN,,40.61304385439106,-73.932499518044,"{'latitude': '40.61304385439106', 'longitude': '-73.932499518044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58946324,2023-09-28T17:51:10.000,2023-09-28T18:45:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11238,315 LINCOLN PLACE,LINCOLN PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,LINCOLN PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T18:45:30.000,08 BROOKLYN,BROOKLYN,993755,184616,ONLINE,Unspecified,BROOKLYN,,40.673399921160446,-73.96573434455547,"{'latitude': '40.673399921160446', 'longitude': '-73.96573434455547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3011760072,,,,,,
58952805,2023-09-28T17:50:51.000,2023-09-28T21:44:34.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11226,79 EAST   32 STREET,EAST   32 STREET,SNYDER AVENUE,TILDEN AVENUE,SNYDER AVENUE,TILDEN AVENUE,ADDRESS,BROOKLYN,EAST   32 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T21:44:39.000,17 BROOKLYN,BROOKLYN,998843,175603,MOBILE,Unspecified,BROOKLYN,,40.64865430387043,-73.94741154473117,"{'latitude': '40.64865430387043', 'longitude': '-73.94741154473117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3049030001,,,,,,
58946288,2023-09-28T17:50:42.000,2023-09-28T18:16:21.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,234 SANDS STREET,SANDS STREET,BIKE PATH,NAVY STREET,BIKE PATH,NAVY STREET,ADDRESS,BROOKLYN,SANDS STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T18:16:24.000,02 BROOKLYN,BROOKLYN,989518,194201,ONLINE,Unspecified,BROOKLYN,,40.699712085471425,-73.9810012927035,"{'latitude': '40.699712085471425', 'longitude': '-73.9810012927035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3000900001,,,,,,
58952321,2023-09-28T17:50:29.000,2023-09-28T21:32:19.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11226,1694 NOSTRAND AVENUE,NOSTRAND AVENUE,BEVERLEY ROAD,CORTELYOU ROAD,BEVERLEY ROAD,CORTELYOU ROAD,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T21:32:23.000,17 BROOKLYN,BROOKLYN,998428,174100,MOBILE,Unspecified,BROOKLYN,,40.644529568420346,-73.94891022924192,"{'latitude': '40.644529568420346', 'longitude': '-73.94891022924192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3051730018,,,,,,
58953266,2023-09-28T17:50:16.000,2023-10-03T15:11:10.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Tobacco Sales,Business,10035,2127 3 AVENUE,3 AVENUE,EAST  116 STREET,EAST  117 STREET,EAST  116 STREET,EAST  117 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-10-03T15:11:14.000,11 MANHATTAN,MANHATTAN,1000894,230057,ONLINE,Unspecified,MANHATTAN,,40.79811365421294,-73.93988573835783,"{'latitude': '40.79811365421294', 'longitude': '-73.93988573835783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58951092,2023-09-28T17:49:59.000,2023-10-12T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11211,316 DEVOE STREET,DEVOE STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-12T00:00:00.000,01 BROOKLYN,BROOKLYN,1001483,199349,UNKNOWN,Unspecified,BROOKLYN,,40.713826914880784,-73.93783711464835,"{'latitude': '40.713826914880784', 'longitude': '-73.93783711464835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3029210015,,,,,,
58951640,2023-09-28T17:49:59.000,2023-11-21T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11210,1411 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-11-21T00:00:00.000,17 BROOKLYN,BROOKLYN,999430,171813,UNKNOWN,Unspecified,BROOKLYN,,40.63825058438901,-73.945304714947,"{'latitude': '40.63825058438901', 'longitude': '-73.945304714947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3049810001,,,,,,
58952505,2023-09-28T17:49:46.000,2023-09-28T17:56:15.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10472,1689 EAST  172 STREET,EAST  172 STREET,FTELEY AVENUE,CROES AVENUE,FTELEY AVENUE,CROES AVENUE,ADDRESS,BRONX,EAST  172 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T17:56:19.000,09 BRONX,BRONX,1019726,242505,ONLINE,Unspecified,BRONX,,40.83222435571281,-73.87180320331895,"{'latitude': '40.83222435571281', 'longitude': '-73.87180320331895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2038710001,,,,,,
58950357,2023-09-28T17:49:42.000,2023-09-28T18:42:20.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10307,7018 HYLAN BOULEVARD,HYLAN BOULEVARD,JOLINE AVENUE,SPRAGUE AVENUE,JOLINE AVENUE,SPRAGUE AVENUE,ADDRESS,STATEN ISLAND,HYLAN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T18:42:23.000,03 STATEN ISLAND,STATEN ISLAND,918454,123655,ONLINE,Unspecified,STATEN ISLAND,,40.50583542560001,-74.23660132926511,"{'latitude': '40.50583542560001', 'longitude': '-74.23660132926511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5078260266,,,,,,
58955586,2023-09-28T17:49:14.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10021,1445 FIRST AVENUE,FIRST AVENUE,EAST 75 STREET,EAST 76 STREET,EAST   75 STREET,EAST   76 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-28T19:58:08.000,08 MANHATTAN,MANHATTAN,996849,219758,MOBILE,Unspecified,MANHATTAN,,40.76985233804935,-73.9545146507227,"{'latitude': '40.76985233804935', 'longitude': '-73.9545146507227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1014500023,,,,,,
58948883,2023-09-28T17:49:07.000,2023-09-28T18:32:36.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11373,78-02 WOODSIDE AVENUE,WOODSIDE AVENUE,78 STREET,79 STREET,78 STREET,79 STREET,ADDRESS,ELMHURST,WOODSIDE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T18:32:38.000,04 QUEENS,QUEENS,1015576,210241,ONLINE,Unspecified,QUEENS,,40.74368409579206,-73.8869501766927,"{'latitude': '40.74368409579206', 'longitude': '-73.8869501766927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4015240001,,,,,,
58953068,2023-09-28T17:48:57.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,11372,37-48 82 STREET,82 STREET,37 AVENUE,ROOSEVELT AVENUE,37 AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,82 STREET,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-29T10:48:22.000,03 QUEENS,QUEENS,1016319,212322,MOBILE,Unspecified,QUEENS,,40.74939325043122,-73.88425890543085,"{'latitude': '40.74939325043122', 'longitude': '-73.88425890543085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4012920031,,,,,,
58953998,2023-09-28T17:48:42.000,2023-10-19T11:24:09.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11226,531 EAST   22 STREET,EAST   22 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-19T00:00:00.000,14 BROOKLYN,BROOKLYN,996194,172220,PHONE,Unspecified,BROOKLYN,,40.639372667111694,-73.95696367234636,"{'latitude': '40.639372667111694', 'longitude': '-73.95696367234636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3052080046,,,,,,
58955172,2023-09-28T17:48:40.000,2023-10-01T10:11:08.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10024,483 WEST END AVENUE,WEST END AVENUE,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-01T00:00:00.000,07 MANHATTAN,MANHATTAN,990010,226029,PHONE,Unspecified,MANHATTAN,,40.78707167940748,-73.97919966968996,"{'latitude': '40.78707167940748', 'longitude': '-73.97919966968996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1012450070,,,,,,
58951878,2023-09-28T17:48:36.000,2023-11-21T12:08:09.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10001,247 WEST   34 STREET,WEST   34 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   34 STREET,Closed,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,2023-11-21T12:08:13.000,05 MANHATTAN,MANHATTAN,986344,213167,ONLINE,Unspecified,MANHATTAN,"247 WEST   34 STREET, MANHATTAN (NEW YORK), NY, 10001",40.75177046480181,-73.99244222050463,"{'latitude': '40.75177046480181', 'longitude': '-73.99244222050463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58952936,2023-09-28T17:48:26.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Report,Driver Report - Non Passenger,,10036,570 11 AVENUE,11 AVENUE,WEST   42 STREET,WEST   43 STREET,WEST   42 STREET,WEST   43 STREET,ADDRESS,NEW YORK,11 AVENUE,In Progress,,,04 MANHATTAN,MANHATTAN,984836,216674,ONLINE,Unspecified,MANHATTAN,"570 11 AVENUE, MANHATTAN (NEW YORK), NY, 10036",40.76139651427056,-73.9978846710364,"{'latitude': '40.76139651427056', 'longitude': '-73.9978846710364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58946520,2023-09-28T17:48:20.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10455,455 WALES AVENUE,WALES AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,01 BRONX,BRONX,1009693,234590,PHONE,Unspecified,BRONX,,40.810534531409594,-73.90808863517132,"{'latitude': '40.810534531409594', 'longitude': '-73.90808863517132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2025770058,,,,,,
58949096,2023-09-28T17:48:20.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10455,455 WALES AVENUE,WALES AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,01 BRONX,BRONX,1009693,234590,PHONE,Unspecified,BRONX,,40.810534531409594,-73.90808863517132,"{'latitude': '40.810534531409594', 'longitude': '-73.90808863517132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2025770058,,,,,,
58954343,2023-09-28T17:47:54.000,2023-11-13T07:23:28.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10119,272 WEST   34 STREET,WEST   34 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   34 STREET,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-13T07:23:32.000,05 MANHATTAN,MANHATTAN,986231,213223,ONLINE,Unspecified,MANHATTAN,"272 WEST   34 STREET, MANHATTAN (NEW YORK), NY, 10119",40.75192419666841,-73.99285004979467,"{'latitude': '40.75192419666841', 'longitude': '-73.99285004979467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1007830001,,,,,,
58951692,2023-09-28T17:47:42.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11206,618 BUSHWICK AVENUE,BUSHWICK AVENUE,JEFFERSON STREET,STANWIX STREET,JEFFERSON STREET,STANWIX STREET,ADDRESS,BROOKLYN,BUSHWICK AVENUE,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 28 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-30T10:17:01.000,04 BROOKLYN,BROOKLYN,1002579,193659,UNKNOWN,Unspecified,BROOKLYN,,40.69820700842793,-73.93389911255557,"{'latitude': '40.69820700842793', 'longitude': '-73.93389911255557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
