unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp,due_date
58877326,2023-09-20T18:08:00.000,2023-09-20T18:08:00.000,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),,10469,1339 EAST GUN HILL ROAD,EAST GUN HILL ROAD,ADDRESS,BRONX,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-20T18:08:00.000,12 BRONX,2047590034,BRONX,1026549,256606,PHONE,Unspecified,BRONX,40.87089731610521,-73.84705855092402,"{'latitude': '40.87089731610521', 'longitude': '-73.84705855092402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FISH AVE,FISH AVE,,,,,,,,,,
58874351,2023-09-20T18:07:58.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Non Passenger,Street,10035,1 AVENUE,1 AVENUE,INTERSECTION,,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T11:25:58.000,11 MANHATTAN,,MANHATTAN,1002526,229992,PHONE,Unspecified,MANHATTAN,40.79793202222838,-73.93399151250489,"{'latitude': '40.79793202222838', 'longitude': '-73.93399151250489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1 AVENUE,EAST  119 STREET,1 AVENUE,EAST  119 STREET,,,,,"1 AVENUE AND EAST  119 STREET, MANHATTAN, NY, 10035",,,
58872851,2023-09-20T18:07:49.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Source/Protection,Green Cart Vendor,11361,46-06 206 STREET,206 STREET,ADDRESS,BAYSIDE,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-22T09:57:32.000,11 QUEENS,4073040035,QUEENS,1046334,214767,ONLINE,Unspecified,QUEENS,40.75594434164381,-73.77590874179717,"{'latitude': '40.75594434164381', 'longitude': '-73.77590874179717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46 AVENUE PEDESTRIAN OVERPASS,46 ROAD,46 AVENUE PEDESTRIAN OVERPASS,46 ROAD,206 STREET,,,,,,,
58873523,2023-09-20T18:07:31.000,2023-09-21T00:11:59.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11214,1973 20 DRIVE,20 DRIVE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T00:12:06.000,11 BROOKLYN,,BROOKLYN,983048,157675,ONLINE,Unspecified,BROOKLYN,40.59945764007367,-74.0043284276064,"{'latitude': '40.59945764007367', 'longitude': '-74.0043284276064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19 LANE,20 AVENUE,19 LANE,20 AVENUE,20 DRIVE,,,,,,,
58879206,2023-09-20T18:07:31.000,2023-09-28T17:21:31.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10460,806 EAST  175 STREET,EAST  175 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,06 BRONX,2029520046,BRONX,1014579,245706,PHONE,Unspecified,BRONX,40.84102934176002,-73.89038801213047,"{'latitude': '40.84102934176002', 'longitude': '-73.89038801213047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58873474,2023-09-20T18:07:21.000,2023-09-20T18:54:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11370,25-30 76 STREET,76 STREET,ADDRESS,EAST ELMHURST,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T18:54:14.000,03 QUEENS,4010520022,QUEENS,1014095,216974,ONLINE,Unspecified,QUEENS,40.762169582173954,-73.8922649460988,"{'latitude': '40.762169582173954', 'longitude': '-73.8922649460988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25 AVENUE,30 AVENUE,25 AVENUE,30 AVENUE,76 STREET,,,,,,,
58875769,2023-09-20T18:07:16.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-21T01:16:42.000,Unspecified MANHATTAN,,MANHATTAN,1001526,232252,MOBILE,Unspecified,MANHATTAN,40.80413711422111,-73.93759745429841,"{'latitude': '40.80413711422111', 'longitude': '-73.93759745429841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,4,Stairway,,,,
58876733,2023-09-20T18:07:14.000,2023-09-20T18:11:47.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T18:11:50.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,164 STREET,,,,,,,
58872456,2023-09-20T18:07:08.000,2023-09-20T18:33:37.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11203,1351 NEW YORK AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T18:33:40.000,17 BROOKLYN,3049670040,BROOKLYN,999378,172435,ONLINE,Unspecified,BROOKLYN,40.63995793005804,-73.94549068227904,"{'latitude': '40.63995793005804', 'longitude': '-73.94549068227904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEWKIRK AVENUE,FOSTER AVENUE,NEWKIRK AVENUE,FOSTER AVENUE,NEW YORK AVENUE,,,,,,,
58874977,2023-09-20T18:07:00.000,2023-09-20T19:09:22.000,NYPD,New York City Police Department,Urinating in Public,N/A,Club/Bar/Restaurant,11378,57-54 MASPETH AVENUE,MASPETH AVENUE,ADDRESS,MASPETH,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T19:09:26.000,05 QUEENS,4026700030,QUEENS,1008507,202774,ONLINE,Unspecified,QUEENS,40.72321124246724,-73.91248781044116,"{'latitude': '40.72321124246724', 'longitude': '-73.91248781044116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",58 STREET,58 STREET,58 STREET,58 STREET,MASPETH AVENUE,,,,,,,
58878065,2023-09-20T18:06:33.000,2023-09-20T19:16:16.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11234,2020 EAST   54 STREET,EAST   54 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T19:16:20.000,18 BROOKLYN,3085450049,BROOKLYN,1005974,162377,MOBILE,Unspecified,BROOKLYN,40.612337120829146,-73.92175630993053,"{'latitude': '40.612337120829146', 'longitude': '-73.92175630993053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE T,AVENUE U,AVENUE T,AVENUE U,EAST   54 STREET,,,,,,,
58875967,2023-09-20T18:06:31.000,,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Tobacco Sales,Business,10457,252 EAST  172 STREET,EAST  172 STREET,ADDRESS,BRONX,In Progress,"The Department of Consumer and Worker Protection (DCWP) Enforcement Division is reviewing your NYC311 Service Request.   If the Enforcement Division needs to conduct an inspection, it may take 35 days to complete.  Please wait 35 days from the date of this update before calling DCWP for status.  You can get status by calling DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-10-31T14:31:57.000,04 BRONX,,BRONX,1008967,245453,PHONE,Unspecified,BRONX,40.84035242204598,-73.91067124867077,"{'latitude': '40.84035242204598', 'longitude': '-73.91067124867077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SHERIDAN AVENUE,MORRIS AVENUE,SHERIDAN AVENUE,MORRIS AVENUE,EAST  172 STREET,,,,,,,
58872943,2023-09-20T18:06:31.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Bare Hands in Contact w/ Food,Restaurant/Bar/Deli/Bakery,10013,117 6 AVENUE,6 AVENUE,ADDRESS,NEW YORK,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-22T09:57:02.000,02 MANHATTAN,1004770064,MANHATTAN,982939,202979,PHONE,Unspecified,MANHATTAN,40.72380707815423,-74.00472974758733,"{'latitude': '40.72380707815423', 'longitude': '-74.00472974758733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SULLIVAN STREET,BROOME STREET,SULLIVAN STREET,BROOME STREET,AVENUE OF THE AMERICAS,,,,,,,
58874129,2023-09-20T18:06:18.000,2023-09-21T10:04:08.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10457,1660 TOPPING AVENUE,TOPPING AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T10:04:16.000,04 BRONX,2027900010,BRONX,1010289,246498,PHONE,Unspecified,BRONX,40.8432168410879,-73.90588940580105,"{'latitude': '40.8432168410879', 'longitude': '-73.90588940580105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST MOUNT EDEN AVENUE,EAST  173 STREET,EAST MOUNT EDEN AVENUE,EAST  173 STREET,TOPPING AVENUE,,,,,,,
58874139,2023-09-20T18:06:04.000,2023-09-21T10:03:36.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11414,155-42 79 STREET,79 STREET,ADDRESS,HOWARD BEACH,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T10:03:41.000,10 QUEENS,4114580040,QUEENS,1024615,180935,PHONE,Unspecified,QUEENS,40.66320948893208,-73.85450578826946,"{'latitude': '40.66320948893208', 'longitude': '-73.85450578826946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",155 AVENUE,156 AVENUE,155 AVENUE,156 AVENUE,79 STREET,,,,,,,
58871111,2023-09-20T18:05:57.000,2023-09-20T18:44:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10457,1644 ANTHONY AVENUE,ANTHONY AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T18:44:04.000,04 BRONX,2028880028,BRONX,1010578,246331,ONLINE,Unspecified,BRONX,40.84275761828386,-73.90484555357605,"{'latitude': '40.84275761828386', 'longitude': '-73.90484555357605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CLAY AVENUE,EAST  173 STREET,CLAY AVENUE,EAST  173 STREET,ANTHONY AVENUE,,,,,,,
58872524,2023-09-20T18:05:31.000,2023-09-20T19:31:07.000,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11102,24-02 19 STREET,19 STREET,ADDRESS,ASTORIA,Closed,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",2023-09-20T19:31:10.000,01 QUEENS,4008980001,QUEENS,1005632,222482,ONLINE,Unspecified,QUEENS,40.777312121014575,-73.92279730348663,"{'latitude': '40.777312121014575', 'longitude': '-73.92279730348663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24 AVENUE,24 ROAD,24 AVENUE,24 ROAD,19 STREET,,,,,,,
58878824,2023-09-20T18:05:11.000,2023-09-21T01:55:38.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11355,140-28 HOLLY AVENUE,HOLLY AVENUE,ADDRESS,FLUSHING,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T01:55:43.000,07 QUEENS,4052080011,QUEENS,1034478,212891,PHONE,Unspecified,QUEENS,40.75087050789597,-73.81871667115368,"{'latitude': '40.75087050789597', 'longitude': '-73.81871667115368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KISSENA BOULEVARD,UNION STREET,KISSENA BOULEVARD,UNION STREET,HOLLY AVENUE,,,,,,,
58870766,2023-09-20T18:05:00.000,2023-09-21T03:25:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11237,1450 PUTNAM AVENUE,PUTNAM AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-21T03:25:00.000,04 BROOKLYN,,BROOKLYN,1008965,192899,MOBILE,Unspecified,BROOKLYN,40.69610545549316,-73.91087172978446,"{'latitude': '40.69610545549316', 'longitude': '-73.91087172978446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KNICKERBOCKER AVE,IRVING AVE,,,,,,,,,,
58878583,2023-09-20T18:05:00.000,2023-09-21T19:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11211,235 JACKSON STREET,JACKSON STREET,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-21T19:00:00.000,01 BROOKLYN,3028750063,BROOKLYN,1000596,200510,ONLINE,Unspecified,BROOKLYN,40.717015264685095,-73.94103388132788,"{'latitude': '40.717015264685095', 'longitude': '-73.94103388132788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WOODPOINT RD,KINGSLAND AVE,,,,N/A,,,,,,
58878569,2023-09-20T18:05:00.000,2023-09-21T11:22:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11361,214-32 45 ROAD,45 ROAD,ADDRESS,BAYSIDE,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-21T11:22:00.000,11 QUEENS,4073320122,QUEENS,1048432,216125,ONLINE,Unspecified,QUEENS,40.759656711531015,-73.76832311337104,"{'latitude': '40.759656711531015', 'longitude': '-73.76832311337104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BELL BLVD,215 ST,,,,N/A,,,,,,
58877665,2023-09-20T18:04:52.000,2023-09-20T18:10:30.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11375,102-30 QUEENS BOULEVARD,QUEENS BOULEVARD,ADDRESS,FOREST HILLS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T18:10:33.000,06 QUEENS,4031737501,QUEENS,1025568,203636,ONLINE,Unspecified,QUEENS,40.725513985000454,-73.85093149470026,"{'latitude': '40.725513985000454', 'longitude': '-73.85093149470026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",68 AVENUE,68 ROAD,68 AVENUE,68 ROAD,QUEENS BOULEVARD,,,,,,,
58875549,2023-09-20T18:04:44.000,2023-09-20T18:04:44.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11236,621 EAST  105 STREET,EAST  105 STREET,ADDRESS,BROOKLYN,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-20T18:04:44.000,18 BROOKLYN,3081740001,BROOKLYN,1012659,176173,MOBILE,Unspecified,BROOKLYN,40.65018528596593,-73.89762077991313,"{'latitude': '40.65018528596593', 'longitude': '-73.89762077991313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FARRAGUT ROAD,GLENWOOD ROAD,FARRAGUT ROAD,GLENWOOD ROAD,EAST  105 STREET,,,,,,,
58878463,2023-09-20T18:04:44.000,2023-09-28T16:42:04.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,10457,1660 TOPPING AVENUE,TOPPING AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation cleaned the location.,2023-09-23T06:58:12.000,04 BRONX,2027900010,BRONX,1010289,246498,ONLINE,Unspecified,BRONX,40.8432168410879,-73.90588940580105,"{'latitude': '40.8432168410879', 'longitude': '-73.90588940580105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST MOUNT EDEN AVENUE,EAST  173 STREET,EAST MOUNT EDEN AVENUE,EAST  173 STREET,TOPPING AVENUE,,,,,,,
58871131,2023-09-20T18:04:39.000,2023-09-20T18:30:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11385,687 ONDERDONK AVENUE,ONDERDONK AVENUE,ADDRESS,RIDGEWOOD,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-20T18:30:19.000,05 QUEENS,4034680002,QUEENS,1010000,195755,MOBILE,Unspecified,QUEENS,40.7039415526842,-73.90712835251543,"{'latitude': '40.7039415526842', 'longitude': '-73.90712835251543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GATES AVENUE,PALMETTO STREET,GATES AVENUE,PALMETTO STREET,ONDERDONK AVENUE,,,,,,,
58879761,2023-09-20T18:04:37.000,2023-09-23T11:52:06.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Left in Front of Other Residence,Sidewalk,11420,116-44 LINCOLN STREET,LINCOLN STREET,ADDRESS,SOUTH OZONE PARK,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-23T11:52:10.000,10 QUEENS,4116870031,QUEENS,1037629,186005,PHONE,Unspecified,QUEENS,40.677056578072836,-73.80755727150719,"{'latitude': '40.677056578072836', 'longitude': '-73.80755727150719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",132 STREET,FOCH BOULEVARD,132 STREET,FOCH BOULEVARD,LINCOLN STREET,,,,,,,
58877057,2023-09-20T18:04:33.000,2023-09-20T18:35:04.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10009,445 EAST   14 STREET,EAST   14 STREET,ADDRESS,NEW YORK,Closed,The Police Department visited the location and no Encampment was found.,2023-09-20T18:35:09.000,06 MANHATTAN,1009720001,MANHATTAN,989645,205430,ONLINE,Unspecified,MANHATTAN,40.730532928062104,-73.98053427617775,"{'latitude': '40.730532928062104', 'longitude': '-73.98053427617775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,EAST   14 STREET,,,,,,,
58875676,2023-09-20T18:04:23.000,2023-09-27T10:18:31.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11357,163-28 20 ROAD,20 ROAD,ADDRESS,WHITESTONE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-27T10:18:33.000,07 QUEENS,4057490019,QUEENS,1039645,223311,ONLINE,Unspecified,QUEENS,40.779439781155915,-73.79998207899514,"{'latitude': '40.779439781155915', 'longitude': '-73.79998207899514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",163 STREET,166 STREET,163 STREET,166 STREET,20 ROAD,,,,,,,
58877422,2023-09-20T18:04:20.000,2023-09-20T18:21:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,10-30 JACKSON AVENUE,JACKSON AVENUE,ADDRESS,LONG ISLAND CITY,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T18:21:24.000,02 QUEENS,4000400015,QUEENS,997125,209634,MOBILE,Unspecified,QUEENS,40.742064142956444,-73.95353761254866,"{'latitude': '40.742064142956444', 'longitude': '-73.95353761254866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",51 AVENUE,50 AVENUE,51 AVENUE,50 AVENUE,JACKSON AVENUE,,,,,,,
58873999,2023-09-20T18:04:11.000,2023-09-28T17:21:31.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10460,806 EAST  175 STREET,EAST  175 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,06 BRONX,2029520046,BRONX,1014579,245706,PHONE,Unspecified,BRONX,40.84102934176002,-73.89038801213047,"{'latitude': '40.84102934176002', 'longitude': '-73.89038801213047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58877707,2023-09-20T18:04:04.000,2023-09-20T18:19:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10014,168 WEST    4 STREET,WEST    4 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T18:19:28.000,02 MANHATTAN,1005900029,MANHATTAN,983850,205987,ONLINE,Unspecified,MANHATTAN,40.73206339279665,-74.00144327493952,"{'latitude': '40.73206339279665', 'longitude': '-74.00144327493952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORNELIA STREET,JONES STREET,CORNELIA STREET,JONES STREET,WEST    4 STREET,,,,,,,
58875784,2023-09-20T18:04:03.000,2023-09-21T10:12:40.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10011,142 8 AVENUE,8 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T10:12:46.000,04 MANHATTAN,1007667502,MANHATTAN,983922,209453,MOBILE,Unspecified,MANHATTAN,40.74157670894545,-74.00118365443703,"{'latitude': '40.74157670894545', 'longitude': '-74.00118365443703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   16 STREET,WEST   17 STREET,WEST   16 STREET,WEST   17 STREET,8 AVENUE,,,,,,,
58874737,2023-09-20T18:03:59.000,2023-09-20T21:53:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10466,4343 GRACE AVENUE,GRACE AVENUE,ADDRESS,BRONX,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-20T21:53:17.000,12 BRONX,2050540060,BRONX,1026458,266280,MOBILE,Unspecified,BRONX,40.89744981636699,-73.84732661697697,"{'latitude': '40.89744981636699', 'longitude': '-73.84732661697697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PITMAN AVENUE,NEREID AVENUE,PITMAN AVENUE,NEREID AVENUE,GRACE AVENUE,,,,,,,
58879004,2023-09-20T18:03:48.000,2023-09-20T18:21:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10036,127 WEST   43 STREET,WEST   43 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T18:21:44.000,05 MANHATTAN,1009960014,MANHATTAN,988557,214662,ONLINE,Unspecified,MANHATTAN,40.75587305926563,-73.9844539822084,"{'latitude': '40.75587305926563', 'longitude': '-73.9844539822084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE OF THE AMERICAS,BROADWAY,AVENUE OF THE AMERICAS,BROADWAY,WEST   43 STREET,,,,,,,
58877342,2023-09-20T18:03:32.000,2023-09-20T20:18:53.000,NYPD,New York City Police Department,Illegal Parking,Detached Trailer,Street/Sidewalk,10306,748 NEW DORP LANE,NEW DORP LANE,ADDRESS,STATEN ISLAND,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T20:18:57.000,02 STATEN ISLAND,5040780043,STATEN ISLAND,956638,145254,PHONE,Unspecified,STATEN ISLAND,40.56532154442458,-74.09938061260922,"{'latitude': '40.56532154442458', 'longitude': '-74.09938061260922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROMA AVENUE,CEDAR GROVE AVENUE,ROMA AVENUE,CEDAR GROVE AVENUE,NEW DORP LANE,,,,,,,
58871729,2023-09-20T18:03:19.000,2023-10-06T13:35:43.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,10458,EAST FORDHAM ROAD,EAST FORDHAM ROAD,INTERSECTION,,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-10-06T13:35:46.000,06 BRONX,,BRONX,1017226,251575,PHONE,Unspecified,BRONX,40.85712851005098,-73.88079263989022,"{'latitude': '40.85712851005098', 'longitude': '-73.88079263989022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST FORDHAM ROAD,SOUTHERN BOULEVARD,EAST FORDHAM ROAD,SOUTHERN BOULEVARD,,,,,,,,
58874209,2023-09-20T18:03:10.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11375,108-25 64 ROAD,64 ROAD,ADDRESS,FOREST HILLS,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-04T12:09:22.000,06 QUEENS,4021700051,QUEENS,1026268,206199,PHONE,Unspecified,QUEENS,40.73254548614579,-73.84839001142538,"{'latitude': '40.73254548614579', 'longitude': '-73.84839001142538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",108 STREET,110 STREET,108 STREET,110 STREET,64 ROAD,,,,,,,
58880530,2023-09-20T18:03:08.000,2023-09-20T20:19:34.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11212,535 EAST   98 STREET,EAST   98 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-20T00:00:00.000,16 BROOKLYN,3036200005,BROOKLYN,1008423,178284,PHONE,Unspecified,BROOKLYN,40.65599209357402,-73.91287873046097,"{'latitude': '40.65599209357402', 'longitude': '-73.91287873046097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
