unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction
58800164,2023-09-13T14:05:17.000,2023-09-13T15:00:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11418,87-15 132 STREET,132 STREET,JAMAICA AVENUE,88 AVENUE,JAMAICA AVENUE,88 AVENUE,ADDRESS,RICHMOND HILL,132 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T15:00:56.000,09 QUEENS,4093400170,QUEENS,1034030,195032,PHONE,Unspecified,QUEENS,40.70185453494024,-73.82046569896964,"{'latitude': '40.70185453494024', 'longitude': '-73.82046569896964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808709,2023-09-13T14:05:03.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,1-2 Family Dwelling,11222,963 LORIMER STREET,LORIMER STREET,BEDFORD AVENUE,NORMAN AVENUE,BEDFORD AVENUE,NORMAN AVENUE,ADDRESS,BROOKLYN,LORIMER STREET,In Progress,,,01 BROOKLYN,3026440015,BROOKLYN,997458,203308,MOBILE,Unspecified,BROOKLYN,40.724700340033344,-73.95234832454476,"{'latitude': '40.724700340033344', 'longitude': '-73.95234832454476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809491,2023-09-13T14:05:00.000,2023-09-13T16:10:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11219,,,,,11 AVENUE,51 STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-13T16:10:00.000,12 BROOKLYN,,BROOKLYN,984892,171195,UNKNOWN,Unspecified,BROOKLYN,40.63656729090128,-73.99768685869743,"{'latitude': '40.63656729090128', 'longitude': '-73.99768685869743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58802762,2023-09-13T14:04:52.000,2023-09-13T14:11:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11238,835 BERGEN STREET,BERGEN STREET,GRAND AVENUE,CLASSON AVENUE,GRAND AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,BERGEN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T14:11:08.000,08 BROOKLYN,3011410059,BROOKLYN,995292,186201,MOBILE,Unspecified,BROOKLYN,40.67774860490527,-73.96019084242997,"{'latitude': '40.67774860490527', 'longitude': '-73.96019084242997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807539,2023-09-13T14:04:51.000,2023-11-13T07:05:32.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,11201,89 TILLARY STREET,TILLARY STREET,ADAMS STREET,JAY STREET,ADAMS STREET,JAY STREET,ADDRESS,BROOKLYN,TILLARY STREET,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-13T07:05:40.000,02 BROOKLYN,3000860011,BROOKLYN,987740,192904,ONLINE,Unspecified,BROOKLYN,40.696153002471476,-73.98741420868772,"{'latitude': '40.696153002471476', 'longitude': '-73.98741420868772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"89 TILLARY STREET, BROOKLYN, NY, 11201",,,,,
58810005,2023-09-13T14:04:49.000,2023-09-13T15:18:28.000,DOHMH,Department of Health and Mental Hygiene,Mold,Public Complaint - Comm Location,Commercial Building,11221,820 PUTNAM AVENUE,PUTNAM AVENUE,MALCOLM X BOULEVARD,PATCHEN AVENUE,MALCOLM X BOULEVARD,PATCHEN AVENUE,ADDRESS,BROOKLYN,PUTNAM AVENUE,Closed,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-13T15:18:28.000,03 BROOKLYN,3016520015,BROOKLYN,1004009,189385,ONLINE,Unspecified,BROOKLYN,40.686472792258634,-73.92875456288628,"{'latitude': '40.686472792258634', 'longitude': '-73.92875456288628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807732,2023-09-13T14:04:45.000,2023-09-15T10:02:23.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Street,11434,153-18 118 AVENUE,118 AVENUE,153 STREET,155 STREET,153 STREET,155 STREET,ADDRESS,JAMAICA,118 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T10:32:22.000,12 QUEENS,4122080030,QUEENS,1042770,187431,PHONE,Unspecified,QUEENS,40.68093812073044,-73.78901055102892,"{'latitude': '40.68093812073044', 'longitude': '-73.78901055102892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807389,2023-09-13T14:04:43.000,2023-09-13T14:04:43.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10014,331 WEST   11 STREET,WEST   11 STREET,GREENWICH STREET,WASHINGTON STREET,GREENWICH STREET,WASHINGTON STREET,ADDRESS,NEW YORK,WEST   11 STREET,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-13T14:04:43.000,02 MANHATTAN,1006340040,MANHATTAN,982137,207282,PHONE,Unspecified,MANHATTAN,40.73561760578351,-74.00762450655513,"{'latitude': '40.73561760578351', 'longitude': '-74.00762450655513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802766,2023-09-13T14:04:32.000,2023-09-13T15:02:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11429,102 AVENUE,102 AVENUE,102 AVENUE,217 PLACE,102 AVENUE,217 PLACE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T15:02:21.000,13 QUEENS,,QUEENS,1056311,199419,PHONE,Unspecified,QUEENS,40.71374236702628,-73.74006149843821,"{'latitude': '40.71374236702628', 'longitude': '-73.74006149843821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804868,2023-09-13T14:04:27.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11385,77-18 86 STREET,86 STREET,77 AVENUE,78 AVENUE,77 AVENUE,78 AVENUE,ADDRESS,RIDGEWOOD,86 STREET,In Progress,,,05 QUEENS,4038410016,QUEENS,1022150,196682,ONLINE,Unspecified,QUEENS,40.706442247911674,-73.86330220387606,"{'latitude': '40.706442247911674', 'longitude': '-73.86330220387606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808880,2023-09-13T14:04:11.000,2023-11-14T11:07:47.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,11201,89 TILLARY STREET,TILLARY STREET,ADAMS STREET,JAY STREET,ADAMS STREET,JAY STREET,ADDRESS,BROOKLYN,TILLARY STREET,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-11-14T11:07:50.000,02 BROOKLYN,3000860011,BROOKLYN,987740,192904,ONLINE,Unspecified,BROOKLYN,40.696153002471476,-73.98741420868772,"{'latitude': '40.696153002471476', 'longitude': '-73.98741420868772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"89 TILLARY STREET, BROOKLYN, NY, 11201",,,,,
58807689,2023-09-13T14:03:58.000,2023-09-13T15:03:43.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11211,483 DRIGGS AVENUE,DRIGGS AVENUE,NORTH   10 STREET,NORTH    9 STREET,NORTH   10 STREET,NORTH    9 STREET,ADDRESS,BROOKLYN,DRIGGS AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T15:03:46.000,01 BROOKLYN,3023060007,BROOKLYN,996787,201074,ONLINE,Unspecified,BROOKLYN,40.71856952675907,-73.9547733117343,"{'latitude': '40.71856952675907', 'longitude': '-73.9547733117343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807409,2023-09-13T14:03:53.000,2023-09-13T14:03:53.000,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11427,89-43 212 PLACE,212 PLACE,89 AVENUE,90 AVENUE,89 AVENUE,90 AVENUE,ADDRESS,QUEENS VILLAGE,212 PLACE,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-13T14:03:53.000,13 QUEENS,4106540025,QUEENS,1053309,202813,PHONE,Unspecified,QUEENS,40.72308198536544,-73.7508554347114,"{'latitude': '40.72308198536544', 'longitude': '-73.7508554347114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807492,2023-09-13T14:03:51.000,,DOT,Department of Transportation,Street Sign - Missing,Other/Unknown,Street,11372,35-43 84 STREET,84 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,JACKSON HEIGHTS,84 STREET,In Progress,The Department of Transportation inspected the condition and opened a repair order. Repairs of this type are corrected within 180 (120 Biz) days from the date of inspection.,2023-09-13T14:39:56.000,03 QUEENS,4014580046,QUEENS,1016737,213135,MOBILE,Unspecified,QUEENS,40.751623202335196,-73.88274636451436,"{'latitude': '40.751623202335196', 'longitude': '-73.88274636451436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806420,2023-09-13T14:03:46.000,2023-09-14T00:35:38.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,10473,2203 TURNBULL AVENUE,TURNBULL AVENUE,CASTLE HILL AVENUE,HAVEMEYER AVENUE,CASTLE HILL AVENUE,HAVEMEYER AVENUE,ADDRESS,BRONX,TURNBULL AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T00:35:42.000,09 BRONX,2036910001,BRONX,1026127,239553,ONLINE,Unspecified,BRONX,40.82409393969352,-73.8486908878392,"{'latitude': '40.82409393969352', 'longitude': '-73.8486908878392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807249,2023-09-13T14:03:35.000,2023-09-13T14:47:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11201,89 TILLARY STREET,TILLARY STREET,ADAMS STREET,JAY STREET,ADAMS STREET,JAY STREET,ADDRESS,BROOKLYN,TILLARY STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T14:47:57.000,02 BROOKLYN,3000860011,BROOKLYN,987740,192904,ONLINE,Unspecified,BROOKLYN,40.696153002471476,-73.98741420868772,"{'latitude': '40.696153002471476', 'longitude': '-73.98741420868772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805394,2023-09-13T14:03:19.000,2023-09-13T14:38:28.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10001,49 WEST   33 STREET,WEST   33 STREET,5 AVENUE,BROADWAY,5 AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   33 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T14:38:34.000,05 MANHATTAN,1008350009,MANHATTAN,987796,212042,MOBILE,Unspecified,MANHATTAN,40.74868216072707,-73.98720217585308,"{'latitude': '40.74868216072707', 'longitude': '-73.98720217585308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807683,2023-09-13T14:03:14.000,2023-09-13T14:03:14.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11211,147 BROADWAY,BROADWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-13T00:00:00.000,01 BROOKLYN,3024577501,BROOKLYN,994408,198060,UNKNOWN,Unspecified,BROOKLYN,40.71029986883365,-73.96335999867692,"{'latitude': '40.71029986883365', 'longitude': '-73.96335999867692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800946,2023-09-13T14:03:10.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11206,451 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,In Progress,,,03 BROOKLYN,3017580085,BROOKLYN,997734,191988,ONLINE,Unspecified,BROOKLYN,40.69362921088696,-73.95137524517597,"{'latitude': '40.69362921088696', 'longitude': '-73.95137524517597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801660,2023-09-13T14:03:00.000,2023-09-13T15:25:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,11218,,,,,CONEY ISLAND AVENUE,DITMAS AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-13T15:25:00.000,12 BROOKLYN,,BROOKLYN,993121,171227,UNKNOWN,Unspecified,BROOKLYN,40.63665070511987,-73.96803753489446,"{'latitude': '40.63665070511987', 'longitude': '-73.96803753489446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58808945,2023-09-13T14:02:58.000,2023-09-14T12:28:18.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10012,11 SPRING STREET,SPRING STREET,BOWERY,ELIZABETH STREET,BOWERY,ELIZABETH STREET,ADDRESS,NEW YORK,SPRING STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-14T12:28:21.000,02 MANHATTAN,1004920044,MANHATTAN,985755,202053,MOBILE,Unspecified,MANHATTAN,40.72126540120532,-73.99457055785524,"{'latitude': '40.72126540120532', 'longitude': '-73.99457055785524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801586,2023-09-13T14:02:50.000,2023-09-15T00:00:00.000,DOB,Department of Buildings,Plumbing,Plumbing-Defective/Leaking/Not Maintained,,11103,32-43 STEINWAY AVENUE,STEINWAY AVENUE,,,,,ADDRESS,ASTORIA,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-15T00:00:00.000,01 QUEENS,4006760024,QUEENS,1006410,215341,UNKNOWN,Unspecified,QUEENS,40.757710020008034,-73.92001177131044,"{'latitude': '40.757710020008034', 'longitude': '-73.92001177131044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806635,2023-09-13T14:02:40.000,2023-09-13T14:11:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11238,835 BERGEN STREET,BERGEN STREET,GRAND AVENUE,CLASSON AVENUE,GRAND AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,BERGEN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T14:11:03.000,08 BROOKLYN,3011410059,BROOKLYN,995292,186201,MOBILE,Unspecified,BROOKLYN,40.67774860490527,-73.96019084242997,"{'latitude': '40.67774860490527', 'longitude': '-73.96019084242997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806021,2023-09-13T14:02:32.000,2023-09-13T14:39:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10001,550 WEST   29 STREET,WEST   29 STREET,HIGH LINE,11 AVENUE,HIGH LINE,11 AVENUE,ADDRESS,NEW YORK,WEST   29 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T14:39:44.000,04 MANHATTAN,1007007502,MANHATTAN,983392,213301,MOBILE,Unspecified,MANHATTAN,40.75213846720398,-74.00309675769968,"{'latitude': '40.75213846720398', 'longitude': '-74.00309675769968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808167,2023-09-13T14:02:32.000,2023-09-15T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Construction - Change Grade/Watercourse,,10301,50 EADIE PLACE,EADIE PLACE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-15T00:00:00.000,01 STATEN ISLAND,5000600010,STATEN ISLAND,959147,173983,UNKNOWN,Unspecified,STATEN ISLAND,40.64418420116906,-74.09045704840143,"{'latitude': '40.64418420116906', 'longitude': '-74.09045704840143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800865,2023-09-13T14:02:31.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Park,11222,178 BAYARD STREET,BAYARD STREET,GRAHAM AVENUE,BQE WB EN MC GUINNESS BLVD S,GRAHAM AVENUE,BQE WB EN MC GUINNESS BLVD S,ADDRESS,BROOKLYN,BAYARD STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-25T13:09:25.000,01 BROOKLYN,3027260014,BROOKLYN,999438,201829,PHONE,Unspecified,BROOKLYN,40.72063766560069,-73.94520824191352,"{'latitude': '40.72063766560069', 'longitude': '-73.94520824191352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800593,2023-09-13T14:02:24.000,2023-09-14T20:26:33.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11212,425 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,17 BROOKLYN,3046940038,BROOKLYN,1007494,178882,PHONE,Unspecified,BROOKLYN,40.657635959031175,-73.91622485149466,"{'latitude': '40.657635959031175', 'longitude': '-73.91622485149466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803859,2023-09-13T14:02:19.000,2023-09-16T06:27:31.000,DSNY,Department of Sanitation,Dirty Condition,Syringes,Sidewalk,10033,663 WEST  187 STREET,WEST  187 STREET,WADSWORTH AVENUE,BROADWAY,WADSWORTH AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  187 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-14T11:14:30.000,12 MANHATTAN,1021700031,MANHATTAN,1002851,250348,ONLINE,Unspecified,MANHATTAN,40.8538027520957,-73.93276125772486,"{'latitude': '40.8538027520957', 'longitude': '-73.93276125772486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806701,2023-09-13T14:02:09.000,2023-09-13T15:39:45.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11228,1206 BAY RIDGE PARKWAY,BAY RIDGE PARKWAY,12 AVENUE,13 AVENUE,12 AVENUE,13 AVENUE,ADDRESS,BROOKLYN,BAY RIDGE PARKWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T15:39:50.000,10 BROOKLYN,3062210009,BROOKLYN,981693,165659,PHONE,Unspecified,BROOKLYN,40.6213717919942,-74.00921083456181,"{'latitude': '40.6213717919942', 'longitude': '-74.00921083456181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802876,2023-09-13T14:02:06.000,2023-10-10T00:00:00.000,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,10012,59 GREAT JONES STREET,GREAT JONES STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-10T00:00:00.000,02 MANHATTAN,1005300033,MANHATTAN,986415,203987,UNKNOWN,Unspecified,MANHATTAN,40.72657362560792,-73.99218891789701,"{'latitude': '40.72657362560792', 'longitude': '-73.99218891789701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801557,2023-09-13T14:02:04.000,2023-09-13T14:02:04.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,10001,302 8 AVENUE,8 AVENUE,,,,,ADDRESS,NEW YORK,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-13T00:00:00.000,04 MANHATTAN,1007750002,MANHATTAN,984965,211338,UNKNOWN,Unspecified,MANHATTAN,40.746750539803045,-73.99741957729205,"{'latitude': '40.746750539803045', 'longitude': '-73.99741957729205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58808499,2023-09-13T14:02:00.000,2023-10-23T17:12:35.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10458,2804 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-23T00:00:00.000,07 BRONX,2032900025,BRONX,1015096,255681,ONLINE,Unspecified,BRONX,40.86840592964741,-73.88847362665956,"{'latitude': '40.86840592964741', 'longitude': '-73.88847362665956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800554,2023-09-13T14:01:59.000,2023-09-18T19:33:17.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11212,425 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,17 BROOKLYN,3046940038,BROOKLYN,1007494,178882,PHONE,Unspecified,BROOKLYN,40.657635959031175,-73.91622485149466,"{'latitude': '40.657635959031175', 'longitude': '-73.91622485149466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804663,2023-09-13T14:01:59.000,2023-09-15T15:20:14.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11212,425 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-15T00:00:00.000,17 BROOKLYN,3046940038,BROOKLYN,1007494,178882,PHONE,Unspecified,BROOKLYN,40.657635959031175,-73.91622485149466,"{'latitude': '40.657635959031175', 'longitude': '-73.91622485149466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803226,2023-09-13T14:01:59.000,2023-09-15T15:20:15.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11212,425 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-15T00:00:00.000,17 BROOKLYN,3046940038,BROOKLYN,1007494,178882,PHONE,Unspecified,BROOKLYN,40.657635959031175,-73.91622485149466,"{'latitude': '40.657635959031175', 'longitude': '-73.91622485149466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805962,2023-09-13T14:01:59.000,2023-09-15T15:20:14.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11212,425 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,17 BROOKLYN,3046940038,BROOKLYN,1007494,178882,PHONE,Unspecified,BROOKLYN,40.657635959031175,-73.91622485149466,"{'latitude': '40.657635959031175', 'longitude': '-73.91622485149466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803301,2023-09-13T14:01:59.000,2023-09-15T15:20:14.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11212,425 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,17 BROOKLYN,3046940038,BROOKLYN,1007494,178882,PHONE,Unspecified,BROOKLYN,40.657635959031175,-73.91622485149466,"{'latitude': '40.657635959031175', 'longitude': '-73.91622485149466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801939,2023-09-13T14:01:59.000,2023-09-15T15:20:14.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11212,425 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-15T00:00:00.000,17 BROOKLYN,3046940038,BROOKLYN,1007494,178882,PHONE,Unspecified,BROOKLYN,40.657635959031175,-73.91622485149466,"{'latitude': '40.657635959031175', 'longitude': '-73.91622485149466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803289,2023-09-13T14:01:59.000,2023-09-15T15:20:15.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11212,425 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,17 BROOKLYN,3046940038,BROOKLYN,1007494,178882,PHONE,Unspecified,BROOKLYN,40.657635959031175,-73.91622485149466,"{'latitude': '40.657635959031175', 'longitude': '-73.91622485149466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
