unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,intersection_street_1,intersection_street_2,location_type,landmark,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,due_date,road_ramp
59452627,2023-09-29T08:45:24.000,2023-09-29T15:20:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,11377,32 AVENUE,32 AVENUE,32 AVENUE,68 STREET,INTERSECTION,,Closed,,2023-09-29T15:20:00.000,03 QUEENS,,QUEENS,1012252,214833,PHONE,Unspecified,QUEENS,40.75629911855345,-73.89892675437245,"{'latitude': '40.75629911855345', 'longitude': '-73.89892675437245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32 AVENUE,68 STREET,Sewer,,,,,,,,
59439181,2023-09-29T08:45:16.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11204,1958 50 STREET,50 STREET,19 AVENUE,DAHILL ROAD,ADDRESS,BROOKLYN,Closed,,2023-10-01T00:00:00.000,12 BROOKLYN,,BROOKLYN,990331,167212,PHONE,Unspecified,BROOKLYN,40.62563273408241,-73.97809360137906,"{'latitude': '40.62563273408241', 'longitude': '-73.97809360137906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19 AVENUE,DAHILL ROAD,Apartment,50 STREET,,,,,,,
59011188,2023-09-29T08:45:12.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,11434,176-17 129 AVENUE,129 AVENUE,176 STREET,177 STREET,ADDRESS,JAMAICA,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-29T06:06:19.000,12 QUEENS,4125350172,QUEENS,1049009,187153,ONLINE,Unspecified,QUEENS,40.68013163091847,-73.76651907974608,"{'latitude': '40.68013163091847', 'longitude': '-73.76651907974608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",176 STREET,177 STREET,Street,129 AVENUE,,,,,,,
58996232,2023-09-29T08:45:11.000,2023-10-03T14:30:10.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,11226,CORTELYOU ROAD,CORTELYOU ROAD,CORTELYOU ROAD,RUGBY ROAD,INTERSECTION,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-10-03T14:30:13.000,14 BROOKLYN,,BROOKLYN,993880,172748,PHONE,Unspecified,BROOKLYN,40.64082473213948,-73.96530066576003,"{'latitude': '40.64082473213948', 'longitude': '-73.96530066576003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORTELYOU ROAD,RUGBY ROAD,Street,,,,,,,,
59449226,2023-09-29T08:45:07.000,2023-09-29T13:40:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,11377,48-05 66 STREET,66 STREET,48 AVENUE,49 AVENUE,ADDRESS,WOODSIDE,Closed,,2023-09-29T13:40:00.000,02 QUEENS,,QUEENS,1012270,208272,ONLINE,Unspecified,QUEENS,40.73829077710623,-73.89888911875597,"{'latitude': '40.73829077710623', 'longitude': '-73.89888911875597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48 AVENUE,49 AVENUE,Sewer,66 STREET,,,,,,,
58957030,2023-09-29T08:45:06.000,2023-10-05T10:30:43.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,10039,211 WEST  146 STREET,WEST  146 STREET,,,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,10 MANHATTAN,1020320019,MANHATTAN,1000981,239024,ONLINE,Unspecified,MANHATTAN,40.822725409289035,-73.93954916459944,"{'latitude': '40.822725409289035', 'longitude': '-73.93954916459944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
59001928,2023-09-29T08:45:01.000,2023-09-29T08:45:42.000,NYPD,New York City Police Department,Drug Activity,Use Outside,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T08:45:46.000,08 QUEENS,,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVENUE,78 ROAD,Street/Sidewalk,PARSONS BOULEVARD,,,,,,,
59435593,2023-09-29T08:45:00.000,2023-09-29T10:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11362,245-05 GRAND CENTRAL PARKWAY SR NORTH,GRAND CENTRAL PARKWAY SR NORTH,COMMONWEALTH BOULEVARD,246 STREET,ADDRESS,LITTLE NECK,Closed,,2023-09-29T10:30:00.000,11 QUEENS,,QUEENS,1059623,213031,ONLINE,Unspecified,QUEENS,40.75107618860666,-73.72796203824421,"{'latitude': '40.75107618860666', 'longitude': '-73.72796203824421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COMMONWEALTH BOULEVARD,246 STREET,Street,GRAND CENTRAL PARKWAY SR NORTH,,,,,,,
58958308,2023-09-29T08:44:50.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,11215,336 7 STREET,7 STREET,,,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,06 BROOKLYN,3009990011,BROOKLYN,988495,183407,PHONE,Unspecified,BROOKLYN,40.670085571997205,-73.98469747750543,"{'latitude': '40.670085571997205', 'longitude': '-73.98469747750543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
58962830,2023-09-29T08:44:50.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,11215,336 7 STREET,7 STREET,,,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,06 BROOKLYN,3009990011,BROOKLYN,988495,183407,PHONE,Unspecified,BROOKLYN,40.670085571997205,-73.98469747750543,"{'latitude': '40.670085571997205', 'longitude': '-73.98469747750543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
58959803,2023-09-29T08:44:50.000,,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,11215,336 7 STREET,7 STREET,,,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,06 BROOKLYN,3009990011,BROOKLYN,988495,183407,PHONE,Unspecified,BROOKLYN,40.670085571997205,-73.98469747750543,"{'latitude': '40.670085571997205', 'longitude': '-73.98469747750543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
59435503,2023-09-29T08:44:50.000,2023-09-29T09:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,11218,233 OCEAN PARKWAY,OCEAN PARKWAY,CHURCH AVENUE,BEVERLEY ROAD,ADDRESS,BROOKLYN,Closed,,2023-09-29T09:00:00.000,12 BROOKLYN,,BROOKLYN,991399,173929,PHONE,Unspecified,BROOKLYN,40.64406867337979,-73.97423908641447,"{'latitude': '40.64406867337979', 'longitude': '-73.97423908641447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CHURCH AVENUE,BEVERLEY ROAD,Sewer,OCEAN PARKWAY,,,,,,,
58957756,2023-09-29T08:44:43.000,2023-10-02T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,10025,947 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,Closed,The cleaning crew was not able to access the graffiti.,2023-10-03T09:56:47.000,07 MANHATTAN,1018610004,MANHATTAN,993810,231014,UNKNOWN,Unspecified,MANHATTAN,40.8007508616918,-73.96547013463167,"{'latitude': '40.8007508616918', 'longitude': '-73.96547013463167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,Mixed Use,,N/A,,,,,2023-10-29T08:44:43.000,
58964669,2023-09-29T08:44:35.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11212,50 LEGION STREET,LEGION STREET,,,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,16 BROOKLYN,3035130001,BROOKLYN,1006994,182499,ONLINE,Unspecified,BROOKLYN,40.66756511839927,-73.91801473050373,"{'latitude': '40.66756511839927', 'longitude': '-73.91801473050373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
59009105,2023-09-29T08:44:34.000,2023-09-29T08:48:06.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11201,234 SANDS STREET,SANDS STREET,BIKE PATH,NAVY STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T08:48:03.000,02 BROOKLYN,,BROOKLYN,989518,194201,ONLINE,Unspecified,BROOKLYN,40.699712085471425,-73.9810012927035,"{'latitude': '40.699712085471425', 'longitude': '-73.9810012927035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BIKE PATH,NAVY STREET,Residential Building/House,SANDS STREET,,,,,,,
58961532,2023-09-29T08:44:33.000,2023-10-01T19:53:27.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,10033,712 WEST  180 STREET,WEST  180 STREET,,,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,12 MANHATTAN,1021760042,MANHATTAN,1001692,248833,PHONE,Unspecified,MANHATTAN,40.84964689338934,-73.93695474139341,"{'latitude': '40.84964689338934', 'longitude': '-73.93695474139341', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
58971909,2023-09-29T08:44:33.000,2023-10-12T10:49:57.000,DSNY,Department of Sanitation,Dirty Condition,Dirt or Gravel,10465,3006 RANDALL AVENUE,RANDALL AVENUE,LOGAN AVENUE,HOLLYWOOD AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T04:21:58.000,10 BRONX,,BRONX,1034113,240658,ONLINE,Unspecified,BRONX,40.82708537201194,-73.81982790032232,"{'latitude': '40.82708537201194', 'longitude': '-73.81982790032232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LOGAN AVENUE,HOLLYWOOD AVENUE,Street,RANDALL AVENUE,,,,,,,
58960904,2023-09-29T08:44:32.000,2023-09-29T20:35:49.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11378,58-65 MASPETH AVENUE,MASPETH AVENUE,58 PLACE,MELVINA PLACE,ADDRESS,MASPETH,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T20:35:55.000,05 QUEENS,,QUEENS,1009258,202701,PHONE,Unspecified,QUEENS,40.72300878405186,-73.90977869435844,"{'latitude': '40.72300878405186', 'longitude': '-73.90977869435844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",58 PLACE,MELVINA PLACE,Street/Sidewalk,MASPETH AVENUE,,,,,,,
59441756,2023-09-29T08:44:32.000,,HPD,Department of Housing Preservation and Development,Plumbing,Bathtub/Shower,11215,336 7 STREET,7 STREET,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,In Progress,,,06 BROOKLYN,3009990011,BROOKLYN,988495,183407,PHONE,Unspecified,BROOKLYN,40.670085571997205,-73.98469747750543,"{'latitude': '40.670085571997205', 'longitude': '-73.98469747750543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,6 AVENUE,Apartment,7 STREET,,,,,,,
59001360,2023-09-29T08:44:32.000,2023-09-29T18:16:57.000,NYPD,New York City Police Department,Traffic,Drag Racing,,,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T18:17:01.000,Unspecified BRONX,,BRONX,,,ONLINE,Unspecified,BRONX,,,,,,Highway,,,,Hutchinson River Pkwy,South/Queens Bound,Westchester Ave E Tremont Ave (Exit 2) - Bruckner Blvd  to Cross Bx Expwy Bruckner Expwy (Exit 1),,Roadway
59445231,2023-09-29T08:44:31.000,,HPD,Department of Housing Preservation and Development,Plumbing,Basin/Sink,11215,336 7 STREET,7 STREET,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,In Progress,,,06 BROOKLYN,3009990011,BROOKLYN,988495,183407,PHONE,Unspecified,BROOKLYN,40.670085571997205,-73.98469747750543,"{'latitude': '40.670085571997205', 'longitude': '-73.98469747750543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,6 AVENUE,Apartment,7 STREET,,,,,,,
59439392,2023-09-29T08:44:29.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,10039,211 WEST  146 STREET,WEST  146 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,Closed,,2023-10-05T00:00:00.000,10 MANHATTAN,1020320019,MANHATTAN,1000981,239024,ONLINE,Unspecified,MANHATTAN,40.822725409289035,-73.93954916459944,"{'latitude': '40.822725409289035', 'longitude': '-73.93954916459944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,Apartment,WEST  146 STREET,,,,,,,
59442170,2023-09-29T08:44:27.000,2023-10-02T12:25:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,11414,79-20 153 AVENUE,153 AVENUE,79 STREET,80 STREET,ADDRESS,HOWARD BEACH,Closed,,2023-10-02T12:25:00.000,10 QUEENS,,QUEENS,1024530,181833,PHONE,Unspecified,QUEENS,40.66567468358054,-73.85480680215942,"{'latitude': '40.66567468358054', 'longitude': '-73.85480680215942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",79 STREET,80 STREET,Sewer,153 AVENUE,,,,,,,
59455703,2023-09-29T08:44:26.000,,HPD,Department of Housing Preservation and Development,Plumbing,Toilet,11215,336 7 STREET,7 STREET,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,In Progress,,,06 BROOKLYN,3009990011,BROOKLYN,988495,183407,PHONE,Unspecified,BROOKLYN,40.670085571997205,-73.98469747750543,"{'latitude': '40.670085571997205', 'longitude': '-73.98469747750543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,6 AVENUE,Apartment,7 STREET,,,,,,,
59442251,2023-09-29T08:44:21.000,2023-09-30T07:50:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11223,86 STREET,86 STREET,86 STREET,AVENUE X,INTERSECTION,,Closed,,2023-09-30T07:50:00.000,15 BROOKLYN,,BROOKLYN,991418,154269,PHONE,Unspecified,BROOKLYN,40.59010603864346,-73.97419149364775,"{'latitude': '40.59010603864346', 'longitude': '-73.97419149364775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",86 STREET,AVENUE X,Street,,,,,,,,
58965492,2023-09-29T08:44:19.000,2023-09-29T09:50:07.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,11213,1451 PROSPECT PLACE,PROSPECT PLACE,UTICA AVENUE,ROCHESTER AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T09:50:00.000,08 BROOKLYN,3013610061,BROOKLYN,1004077,184530,ONLINE,Unspecified,BROOKLYN,40.67314677044367,-73.9285236580908,"{'latitude': '40.67314677044367', 'longitude': '-73.9285236580908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UTICA AVENUE,ROCHESTER AVENUE,Street/Sidewalk,PROSPECT PLACE,,,,,,,
58965696,2023-09-29T08:44:17.000,2023-09-29T08:48:42.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10456,1385 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T08:48:35.000,03 BRONX,,BRONX,1010561,243449,ONLINE,Unspecified,BRONX,40.8348474210791,-73.90491830085918,"{'latitude': '40.8348474210791', 'longitude': '-73.90491830085918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  169 STREET,EAST  170 STREET,Residential Building/House,WASHINGTON AVENUE,,,,,,,
59453223,2023-09-29T08:44:15.000,,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,11212,50 LEGION STREET,LEGION STREET,PITKIN AVENUE,SUTTER AVENUE,ADDRESS,BROOKLYN,In Progress,,,16 BROOKLYN,3035130001,BROOKLYN,1006994,182499,ONLINE,Unspecified,BROOKLYN,40.66756511839927,-73.91801473050373,"{'latitude': '40.66756511839927', 'longitude': '-73.91801473050373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PITKIN AVENUE,SUTTER AVENUE,Apartment,LEGION STREET,,,,,,,
58966095,2023-09-29T08:44:12.000,2023-09-30T19:38:02.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11215,369 5 AVENUE,5 AVENUE,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-30T00:00:00.000,06 BROOKLYN,3009880004,BROOKLYN,988541,183844,PHONE,Unspecified,BROOKLYN,40.67128501704247,-73.98453137694004,"{'latitude': '40.67128501704247', 'longitude': '-73.98453137694004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
58966099,2023-09-29T08:44:11.000,2023-10-03T11:08:41.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11237,185 STANHOPE STREET,STANHOPE STREET,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,04 BROOKLYN,3032570041,BROOKLYN,1006000,194158,ONLINE,Unspecified,BROOKLYN,40.6995688996517,-73.92156016549174,"{'latitude': '40.6995688996517', 'longitude': '-73.92156016549174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
58967658,2023-09-29T08:44:09.000,2023-10-01T17:51:00.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,11102,19-19 24 AVENUE,24 AVENUE,,,ADDRESS,ASTORIA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,01 QUEENS,4008907501,QUEENS,1005725,222477,ONLINE,Unspecified,QUEENS,40.77729817187707,-73.92246153015647,"{'latitude': '40.77729817187707', 'longitude': '-73.92246153015647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
58963113,2023-09-29T08:44:09.000,2023-10-01T17:51:00.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11102,19-19 24 AVENUE,24 AVENUE,,,ADDRESS,ASTORIA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,01 QUEENS,4008907501,QUEENS,1005725,222477,ONLINE,Unspecified,QUEENS,40.77729817187707,-73.92246153015647,"{'latitude': '40.77729817187707', 'longitude': '-73.92246153015647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
59448998,2023-09-29T08:44:09.000,2023-09-29T12:05:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11226,650 OCEAN AVENUE,OCEAN AVENUE,ALBEMARLE ROAD,REGENT PLACE,ADDRESS,BROOKLYN,Closed,,2023-09-29T12:05:00.000,14 BROOKLYN,3051230005,BROOKLYN,995238,174936,PHONE,Unspecified,BROOKLYN,40.646828740026976,-73.9604038839779,"{'latitude': '40.646828740026976', 'longitude': '-73.9604038839779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALBEMARLE ROAD,REGENT PLACE,Sewer,OCEAN AVENUE,,,,,,,
58956965,2023-09-29T08:44:09.000,2023-10-01T17:51:00.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11102,19-19 24 AVENUE,24 AVENUE,,,ADDRESS,ASTORIA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,01 QUEENS,4008907501,QUEENS,1005725,222477,ONLINE,Unspecified,QUEENS,40.77729817187707,-73.92246153015647,"{'latitude': '40.77729817187707', 'longitude': '-73.92246153015647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
58964667,2023-09-29T08:44:09.000,2023-10-16T07:59:47.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11238,1036 DEAN STREET,DEAN STREET,,,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,08 BROOKLYN,3011427501,BROOKLYN,996477,186169,ONLINE,Unspecified,BROOKLYN,40.67765921468709,-73.95591868131018,"{'latitude': '40.67765921468709', 'longitude': '-73.95591868131018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
58966278,2023-09-29T08:44:09.000,2023-09-29T17:12:27.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11226,60 EAST   17 STREET,EAST   17 STREET,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,14 BROOKLYN,3050770021,BROOKLYN,994212,175957,ONLINE,Unspecified,BROOKLYN,40.649632377222076,-73.96409964677582,"{'latitude': '40.649632377222076', 'longitude': '-73.96409964677582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
59455864,2023-09-29T08:44:05.000,2023-09-29T22:15:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11216,283 NOSTRAND AVENUE,NOSTRAND AVENUE,CLIFTON PLACE,GREENE AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-29T22:15:00.000,03 BROOKLYN,3017940005,BROOKLYN,997764,190284,PHONE,Unspecified,BROOKLYN,40.688952078857184,-73.95127048026887,"{'latitude': '40.688952078857184', 'longitude': '-73.95127048026887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CLIFTON PLACE,GREENE AVENUE,Sewer,NOSTRAND AVENUE,,,,,,,
58957529,2023-09-29T08:44:00.000,2023-09-29T11:00:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11211,108 JACKSON STREET,JACKSON STREET,LEONARD ST,MANHATTAN AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T11:00:00.000,01 BROOKLYN,3027487501,BROOKLYN,998903,200289,ONLINE,Unspecified,BROOKLYN,40.716411638821924,-73.94714164327682,"{'latitude': '40.716411638821924', 'longitude': '-73.94714164327682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58958987,2023-09-29T08:44:00.000,2023-09-29T14:35:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),11367,,,,,INTERSECTION,QUEENS,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-29T14:35:00.000,08 QUEENS,,QUEENS,1033963,203065,PHONE,Unspecified,QUEENS,40.72390353619076,-73.8206480196056,"{'latitude': '40.72390353619076', 'longitude': '-73.8206480196056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VLEIGH PLACE,75 AVENUE,,,,,,,,,
58963677,2023-09-29T08:44:00.000,2023-09-29T10:10:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11207,84 SCHAEFER STREET,SCHAEFER STREET,BUSHWICK AVE,EVERGREEN AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T10:10:00.000,04 BROOKLYN,3034270011,BROOKLYN,1009018,189489,ONLINE,Unspecified,BROOKLYN,40.68674564882287,-73.91069313637917,"{'latitude': '40.68674564882287', 'longitude': '-73.91069313637917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58957714,2023-09-29T08:44:00.000,2023-10-01T09:30:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11412,119-25 199 STREET,199 STREET,119 AVE,120 AVE,ADDRESS,SAINT ALBANS,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-10-01T09:30:00.000,12 QUEENS,4126550042,QUEENS,1053061,191115,PHONE,Unspecified,QUEENS,40.690975799920984,-73.75186968588652,"{'latitude': '40.690975799920984', 'longitude': '-73.75186968588652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58960731,2023-09-29T08:44:00.000,2023-09-30T12:25:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11223,2377 WEST   12 STREET,WEST   12 STREET,AVENUE W,AVENUE X,ADDRESS,BROOKLYN,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T12:25:00.000,13 BROOKLYN,3071620044,BROOKLYN,989251,154198,ONLINE,Unspecified,BROOKLYN,40.589912645387365,-73.98199386641703,"{'latitude': '40.589912645387365', 'longitude': '-73.98199386641703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
