unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_company_borough,road_ramp,due_date
58976529,2023-09-30T19:07:25.000,2023-10-01T02:10:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11379,66-39 75 STREET,75 STREET,JUNIPER VALLEY ROAD,66 DRIVE,JUNIPER VALLEY ROAD,66 DRIVE,ADDRESS,MIDDLE VILLAGE,75 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-10-01T02:10:59.000,05 QUEENS,4030600015,QUEENS,1017890,199680,ONLINE,Unspecified,QUEENS,40.71468825943774,-73.87865218010415,"{'latitude': '40.71468825943774', 'longitude': '-73.87865218010415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971569,2023-09-30T19:07:19.000,2023-09-30T19:18:43.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T19:18:47.000,08 QUEENS,4068540028,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58969930,2023-09-30T19:07:17.000,2023-09-30T20:22:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,4267 CARPENTER AVENUE,CARPENTER AVENUE,EAST  235 STREET,EAST  236 STREET,EAST  235 STREET,EAST  236 STREET,ADDRESS,BRONX,CARPENTER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T20:22:53.000,12 BRONX,2049930063,BRONX,1023153,265780,ONLINE,Unspecified,BRONX,40.896092668859175,-73.8592842376348,"{'latitude': '40.896092668859175', 'longitude': '-73.8592842376348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968424,2023-09-30T19:07:11.000,2023-09-30T19:27:21.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11216,1227 PACIFIC STREET,PACIFIC STREET,BEDFORD AVENUE,NOSTRAND AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,PACIFIC STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T19:27:26.000,08 BROOKLYN,3012000016,BROOKLYN,997550,186222,ONLINE,Unspecified,BROOKLYN,40.67780314057835,-73.95205015061913,"{'latitude': '40.67780314057835', 'longitude': '-73.95205015061913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59460924,2023-09-30T19:07:05.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,10456,1088 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  166 STREET,GOUVERNEUR PLACE,EAST  166 STREET,GOUVERNEUR PLACE,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,,2023-10-03T00:00:00.000,03 BRONX,2023710001,BRONX,1009572,241096,PHONE,Unspecified,BRONX,40.82839200656637,-73.90850119100655,"{'latitude': '40.82839200656637', 'longitude': '-73.90850119100655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973354,2023-09-30T19:07:00.000,2023-10-17T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11204,2201 59 STREET,59 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The City has removed the graffiti from this property.,2023-10-18T06:53:52.000,12 BROOKLYN,3065470001,BROOKLYN,990493,164101,UNKNOWN,Unspecified,BROOKLYN,40.617093575511966,-73.97751288416055,"{'latitude': '40.617093575511966', 'longitude': '-73.97751288416055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,2023-10-30T19:07:00.000
58977614,2023-09-30T19:06:55.000,2023-09-30T19:15:22.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T19:15:27.000,08 QUEENS,4068540028,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58977343,2023-09-30T19:06:49.000,2023-09-30T19:19:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,85 MCCLELLAN STREET,MCCLELLAN STREET,GERARD AVENUE,WALTON AVENUE,GERARD AVENUE,WALTON AVENUE,ADDRESS,BRONX,MCCLELLAN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T19:19:57.000,04 BRONX,2024790001,BRONX,1006114,243050,ONLINE,Unspecified,BRONX,40.833764410623225,-73.92098999262167,"{'latitude': '40.833764410623225', 'longitude': '-73.92098999262167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58977707,2023-09-30T19:06:36.000,2023-10-03T15:48:54.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11213,919 PARK PLACE,PARK PLACE,NEW YORK AVENUE,BROOKLYN AVENUE,NEW YORK AVENUE,BROOKLYN AVENUE,ADDRESS,BROOKLYN,PARK PLACE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-30T19:06:36.000,08 BROOKLYN,3012350001,BROOKLYN,998997,184564,ONLINE,Unspecified,BROOKLYN,40.67325001264197,-73.94683698020148,"{'latitude': '40.67325001264197', 'longitude': '-73.94683698020148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971368,2023-09-30T19:06:26.000,2023-09-30T19:09:42.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033,703 WEST  180 STREET,WEST  180 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  180 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T19:09:44.000,12 MANHATTAN,1021760144,MANHATTAN,1001743,248825,ONLINE,Unspecified,MANHATTAN,40.84962483486739,-73.9367704194685,"{'latitude': '40.84962483486739', 'longitude': '-73.9367704194685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58975527,2023-09-30T19:05:52.000,2023-10-02T12:21:47.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Gutter,10309,93 MAGUIRE AVENUE,MAGUIRE AVENUE,AMBOY ROAD,SAGONA COURT,AMBOY ROAD,SAGONA COURT,ADDRESS,STATEN ISLAND,MAGUIRE AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-02T12:21:52.000,03 STATEN ISLAND,5069440065,STATEN ISLAND,925733,131469,ONLINE,Unspecified,STATEN ISLAND,40.52733434273371,-74.21049379353362,"{'latitude': '40.52733434273371', 'longitude': '-74.21049379353362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58977461,2023-09-30T19:05:50.000,2023-10-03T17:15:09.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10459,1255 LONGFELLOW AVENUE,LONGFELLOW AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-10-03T00:00:00.000,03 BRONX,2029930046,BRONX,1015227,241388,ONLINE,Unspecified,BRONX,40.82917543940849,-73.8880660202654,"{'latitude': '40.82917543940849', 'longitude': '-73.8880660202654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58974490,2023-09-30T19:05:48.000,2023-09-30T20:31:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11234,1656 UTICA AVENUE,UTICA AVENUE,AVENUE H,AVENUE I,AVENUE H,AVENUE I,ADDRESS,BROOKLYN,UTICA AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T20:31:28.000,18 BROOKLYN,3077530058,BROOKLYN,1004159,169499,MOBILE,Unspecified,BROOKLYN,40.63188978126174,-73.9282724181406,"{'latitude': '40.63188978126174', 'longitude': '-73.9282724181406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968476,2023-09-30T19:05:47.000,2023-09-30T19:19:31.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11239,598 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ESSEX STREET,BERRIMAN STREET,ESSEX STREET,BERRIMAN STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T19:19:36.000,05 BROOKLYN,3045860945,BROOKLYN,1020207,178299,ONLINE,Unspecified,BROOKLYN,40.65599325559804,-73.87040829977123,"{'latitude': '40.65599325559804', 'longitude': '-73.87040829977123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58976963,2023-09-30T19:05:41.000,2023-09-30T19:31:34.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11216,175 KOSCIUSZKO STREET,KOSCIUSZKO STREET,MARCY AVENUE,TOMPKINS AVENUE,MARCY AVENUE,TOMPKINS AVENUE,ADDRESS,BROOKLYN,KOSCIUSZKO STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T19:31:37.000,03 BROOKLYN,3017800078,BROOKLYN,998746,191049,MOBILE,Unspecified,BROOKLYN,40.691050273503016,-73.94772788574156,"{'latitude': '40.691050273503016', 'longitude': '-73.94772788574156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58977445,2023-09-30T19:05:12.000,2023-10-02T10:30:10.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11211,296 SOUTH    3 STREET,SOUTH    3 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-02T00:00:00.000,01 BROOKLYN,3024360004,BROOKLYN,996636,197907,ONLINE,Unspecified,BROOKLYN,40.70987708176223,-73.95532386450223,"{'latitude': '40.70987708176223', 'longitude': '-73.95532386450223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58976346,2023-09-30T19:05:08.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11216,1302 PACIFIC STREET,PACIFIC STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-30T00:00:00.000,08 BROOKLYN,3012070025,BROOKLYN,998706,186127,PHONE,Unspecified,BROOKLYN,40.67754057476929,-73.94788268421917,"{'latitude': '40.67754057476929', 'longitude': '-73.94788268421917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58969472,2023-09-30T19:05:05.000,,DSNY,Department of Sanitation,Lot Condition,Appliances,Lot,11223,166 KINGS HIGHWAY,KINGS HIGHWAY,WEST   13 STREET,WEST   12 STREET,WEST   13 STREET,WEST   12 STREET,ADDRESS,BROOKLYN,KINGS HIGHWAY,In Progress,,,11 BROOKLYN,3066190042,BROOKLYN,988304,159979,ONLINE,Unspecified,BROOKLYN,40.6057808058,-73.98540007693168,"{'latitude': '40.6057808058', 'longitude': '-73.98540007693168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971423,2023-09-30T19:05:04.000,2023-10-04T11:23:39.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11216,804 PARK PLACE,PARK PLACE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-10-04T00:00:00.000,08 BROOKLYN,3012400027,BROOKLYN,997783,184643,ONLINE,Unspecified,BROOKLYN,40.673468788922605,-73.9512132976217,"{'latitude': '40.673468788922605', 'longitude': '-73.9512132976217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58976285,2023-09-30T19:05:02.000,2023-10-16T07:59:43.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10460,2114 DALY AVENUE,DALY AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,06 BRONX,2031280005,BRONX,1017076,247152,PHONE,Unspecified,BRONX,40.84498925610054,-73.88135654107106,"{'latitude': '40.84498925610054', 'longitude': '-73.88135654107106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968219,2023-09-30T19:05:00.000,2023-10-02T12:30:00.000,DEP,Department of Environmental Protection,Industrial Waste,Concrete In Catch Basin (IEA),,11208,203 FORBELL STREET,FORBELL STREET,LIBERTY AVE,GLENMORE AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and resolved the issue during a field inspection.,2023-10-02T12:30:00.000,05 BROOKLYN,3042060006,BROOKLYN,1021972,186386,ONLINE,Unspecified,BROOKLYN,40.678182901168846,-73.86400186807866,"{'latitude': '40.678182901168846', 'longitude': '-73.86400186807866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
59450511,2023-09-30T19:04:57.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,11221,441 WILSON AVENUE,WILSON AVENUE,MADISON STREET,PUTNAM AVENUE,MADISON STREET,PUTNAM AVENUE,ADDRESS,BROOKLYN,WILSON AVENUE,Closed,,2023-10-03T00:00:00.000,04 BROOKLYN,3033700003,BROOKLYN,1008212,192060,PHONE,Unspecified,BROOKLYN,40.693804667081345,-73.91359021281768,"{'latitude': '40.693804667081345', 'longitude': '-73.91359021281768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58970234,2023-09-30T19:04:49.000,2023-10-01T17:33:05.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11218,1462 40 STREET,40 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-01T00:00:00.000,12 BROOKLYN,3053450029,BROOKLYN,988865,171695,PHONE,Unspecified,BROOKLYN,40.637938505273304,-73.98337170321865,"{'latitude': '40.637938505273304', 'longitude': '-73.98337170321865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58977540,2023-09-30T19:04:46.000,2023-10-22T17:13:16.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11413,224-20 141 AVENUE,141 AVENUE,,,,,ADDRESS,SPRINGFIELD GARDENS,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-22T00:00:00.000,13 QUEENS,4131520055,QUEENS,1053547,183255,ONLINE,Unspecified,QUEENS,40.66939817895556,-73.75019802013523,"{'latitude': '40.66939817895556', 'longitude': '-73.75019802013523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58977569,2023-09-30T19:04:46.000,2023-10-22T17:13:15.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11413,224-20 141 AVENUE,141 AVENUE,,,,,ADDRESS,SPRINGFIELD GARDENS,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-22T00:00:00.000,13 QUEENS,4131520055,QUEENS,1053547,183255,ONLINE,Unspecified,QUEENS,40.66939817895556,-73.75019802013523,"{'latitude': '40.66939817895556', 'longitude': '-73.75019802013523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58977468,2023-09-30T19:04:46.000,2023-10-22T17:13:16.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11413,224-20 141 AVENUE,141 AVENUE,,,,,ADDRESS,SPRINGFIELD GARDENS,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-22T00:00:00.000,13 QUEENS,4131520055,QUEENS,1053547,183255,ONLINE,Unspecified,QUEENS,40.66939817895556,-73.75019802013523,"{'latitude': '40.66939817895556', 'longitude': '-73.75019802013523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58977462,2023-09-30T19:04:42.000,2023-10-03T09:02:31.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11233,1711 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-10-03T00:00:00.000,03 BROOKLYN,3016910012,BROOKLYN,1003562,186785,MOBILE,Unspecified,BROOKLYN,40.67933737332684,-73.93037377096427,"{'latitude': '40.67933737332684', 'longitude': '-73.93037377096427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968942,2023-09-30T19:04:41.000,2023-10-03T09:02:31.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11233,1711 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-10-03T00:00:00.000,03 BROOKLYN,3016910012,BROOKLYN,1003562,186785,MOBILE,Unspecified,BROOKLYN,40.67933737332684,-73.93037377096427,"{'latitude': '40.67933737332684', 'longitude': '-73.93037377096427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973406,2023-09-30T19:04:41.000,2023-09-30T19:08:43.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11239,1132 ESSEX STREET,ESSEX STREET,VANDALIA AVENUE,SCHROEDERS AVENUE,VANDALIA AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,ESSEX STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T19:08:45.000,05 BROOKLYN,3044520701,BROOKLYN,1019860,178375,ONLINE,Unspecified,BROOKLYN,40.6562032609717,-73.87165851044746,"{'latitude': '40.6562032609717', 'longitude': '-73.87165851044746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58970601,2023-09-30T19:04:36.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-04T10:43:09.000,Unspecified MANHATTAN,,MANHATTAN,987606,212392,MOBILE,Unspecified,MANHATTAN,40.74964289667063,-73.98788772779935,"{'latitude': '40.74964289667063', 'longitude': '-73.98788772779935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N,N Q R W Uptown & Queens,Platform,,,
58971304,2023-09-30T19:04:23.000,2023-09-30T19:08:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10004,47 STONE STREET,STONE STREET,COENTIES ALLEY,MILL LANE,COENTIES ALLEY,MILL LANE,ADDRESS,NEW YORK,STONE STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T19:08:30.000,01 MANHATTAN,1000297503,MANHATTAN,981390,195892,MOBILE,Unspecified,MANHATTAN,40.70435458995396,-74.01031512653833,"{'latitude': '40.70435458995396', 'longitude': '-74.01031512653833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58972978,2023-09-30T19:04:19.000,2023-10-04T10:47:28.000,DOT,Department of Transportation,Street Sign - Missing,Stop,Street,11430,130-23 150 AVENUE,150 AVENUE,130 STREET,131 STREET,130 STREET,131 STREET,ADDRESS,JAMAICA,150 AVENUE,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-04T10:47:35.000,10 QUEENS,4118840001,QUEENS,1036917,181530,MOBILE,Unspecified,QUEENS,40.66477799810605,-73.8101591400524,"{'latitude': '40.66477799810605', 'longitude': '-73.8101591400524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971127,2023-09-30T19:03:53.000,2023-09-30T19:11:28.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,1385 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T19:11:32.000,03 BRONX,2029010001,BRONX,1010561,243449,ONLINE,Unspecified,BRONX,40.8348474210791,-73.90491830085918,"{'latitude': '40.8348474210791', 'longitude': '-73.90491830085918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59443581,2023-09-30T19:03:43.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,11211,344 RODNEY STREET,RODNEY STREET,SOUTH    4 STREET,SOUTH    3 STREET,SOUTH    4 STREET,SOUTH    3 STREET,ADDRESS,BROOKLYN,RODNEY STREET,Closed,,2023-10-02T00:00:00.000,01 BROOKLYN,3024360004,BROOKLYN,996541,197827,ONLINE,Unspecified,BROOKLYN,40.70965763324076,-73.95566667420731,"{'latitude': '40.70965763324076', 'longitude': '-73.95566667420731', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59453983,2023-09-30T19:03:42.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,10459,1255 LONGFELLOW AVENUE,LONGFELLOW AVENUE,WEST FARMS ROAD,FREEMAN STREET,WEST FARMS ROAD,FREEMAN STREET,ADDRESS,BRONX,LONGFELLOW AVENUE,Closed,,2023-10-03T00:00:00.000,03 BRONX,2029930046,BRONX,1015227,241388,ONLINE,Unspecified,BRONX,40.82917543940849,-73.8880660202654,"{'latitude': '40.82917543940849', 'longitude': '-73.8880660202654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58976441,2023-09-30T19:03:42.000,2023-09-30T19:08:31.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,1132 ESSEX STREET,ESSEX STREET,VANDALIA AVENUE,SCHROEDERS AVENUE,VANDALIA AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,ESSEX STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T19:08:34.000,05 BROOKLYN,3044520701,BROOKLYN,1019860,178375,ONLINE,Unspecified,BROOKLYN,40.6562032609717,-73.87165851044746,"{'latitude': '40.6562032609717', 'longitude': '-73.87165851044746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58977201,2023-09-30T19:03:36.000,2023-09-30T19:42:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10033,185 AUDUBON AVENUE,AUDUBON AVENUE,WEST  174 STREET,WEST  175 STREET,WEST  174 STREET,WEST  175 STREET,ADDRESS,NEW YORK,AUDUBON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T19:42:41.000,12 MANHATTAN,1021310029,MANHATTAN,1002076,246883,ONLINE,Unspecified,MANHATTAN,40.84429395207422,-73.93557193270345,"{'latitude': '40.84429395207422', 'longitude': '-73.93557193270345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971699,2023-09-30T19:03:24.000,2023-10-02T14:16:56.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10305,280 FR CAPODANNO BOULEVARD,FR CAPODANNO BOULEVARD,SUNNYMEADE VILLAGE,SAND LANE,SUNNYMEADE VILLAGE,SAND LANE,ADDRESS,STATEN ISLAND,FATHER CAPODANNO BOULEVARD,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-02T14:16:59.000,95 STATEN ISLAND,5031250003,STATEN ISLAND,965875,154500,MOBILE,Franklin D. Roosevelt Boardwalk and Beach,STATEN ISLAND,40.59072393932942,-74.06616011865943,"{'latitude': '40.59072393932942', 'longitude': '-74.06616011865943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58976585,2023-09-30T19:03:21.000,2023-10-02T11:00:42.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11212,793 HOWARD AVENUE,HOWARD AVENUE,DUMONT AVENUE,LIVONIA AVENUE,DUMONT AVENUE,LIVONIA AVENUE,ADDRESS,BROOKLYN,HOWARD AVENUE,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction.,2023-10-02T11:00:47.000,16 BROOKLYN,3035660024,BROOKLYN,1006833,180600,ONLINE,Unspecified,BROOKLYN,40.66235319906788,-73.91860144759802,"{'latitude': '40.66235319906788', 'longitude': '-73.91860144759802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
