unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date,taxi_company_borough
58876219,2023-09-20T10:38:26.000,2023-10-05T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,10128,1725 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-05T00:00:00.000,08 MANHATTAN,1015350021,MANHATTAN,998040,223458,UNKNOWN,Unspecified,MANHATTAN,40.78000608785876,-73.9502072688765,"{'latitude': '40.78000608785876', 'longitude': '-73.9502072688765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871066,2023-09-20T10:38:22.000,2023-09-20T14:25:17.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11375,105-40 62 ROAD,62 ROAD,YELLOWSTONE BOULEVARD,108 STREET,YELLOWSTONE BOULEVARD,108 STREET,ADDRESS,FOREST HILLS,62 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T14:25:14.000,06 QUEENS,4021440015,QUEENS,1024930,207364,ONLINE,Unspecified,QUEENS,40.73574937484077,-73.8532107502099,"{'latitude': '40.73574937484077', 'longitude': '-73.8532107502099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871926,2023-09-20T10:38:14.000,2023-09-23T14:20:08.000,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Street,11205,38 SKILLMAN STREET,SKILLMAN STREET,FLUSHING AVENUE,PARK AVENUE,FLUSHING AVENUE,PARK AVENUE,ADDRESS,BROOKLYN,SKILLMAN STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T16:25:57.000,03 BROOKLYN,3018857503,BROOKLYN,995973,193433,PHONE,Unspecified,BROOKLYN,40.697597907855936,-73.95772308469991,"{'latitude': '40.697597907855936', 'longitude': '-73.95772308469991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877436,2023-09-20T10:38:12.000,2023-09-20T11:13:15.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10027,310 WEST  125 STREET,WEST  125 STREET,FREDERICK DOUGLASS BOULEVARD,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  125 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T11:13:18.000,10 MANHATTAN,1019510022,MANHATTAN,997650,234510,MOBILE,Unspecified,MANHATTAN,40.810341428071744,-73.95159342247138,"{'latitude': '40.810341428071744', 'longitude': '-73.95159342247138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876193,2023-09-20T10:38:00.000,2023-09-20T16:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11432,187-12 WEXFORD TERRACE,WEXFORD TERRACE,CHELSEA ST,87 DR,,,ADDRESS,JAMAICA,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T16:00:00.000,08 QUEENS,4099600035,QUEENS,1046477,200010,PHONE,Unspecified,QUEENS,40.71543914690023,-73.77552908124869,"{'latitude': '40.71543914690023', 'longitude': '-73.77552908124869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58878572,2023-09-20T10:38:00.000,2023-09-21T11:20:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10305,217 CHESTNUT AVENUE,CHESTNUT AVENUE,TOMPKINS AVE,WHITE PLAINS AVE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-21T11:20:00.000,01 STATEN ISLAND,5029650030,STATEN ISLAND,963404,163330,ONLINE,Unspecified,STATEN ISLAND,40.61495501729632,-74.07508432665651,"{'latitude': '40.61495501729632', 'longitude': '-74.07508432665651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58871790,2023-09-20T10:37:59.000,2023-09-20T13:35:47.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11230,1405 LOCUST AVENUE,LOCUST AVENUE,EAST   14 STREET,EAST   15 STREET,EAST   14 STREET,EAST   15 STREET,ADDRESS,BROOKLYN,LOCUST AVENUE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-20T13:35:51.000,14 BROOKLYN,3067340023,BROOKLYN,995079,164788,MOBILE,Unspecified,BROOKLYN,40.61897482947182,-73.96099313696459,"{'latitude': '40.61897482947182', 'longitude': '-73.96099313696459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874312,2023-09-20T10:37:26.000,2023-09-20T14:27:54.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T14:27:59.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874917,2023-09-20T10:37:16.000,2023-09-20T12:27:06.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,1714 WEST    5 STREET,WEST    5 STREET,QUENTIN ROAD,KINGS HIGHWAY,QUENTIN ROAD,KINGS HIGHWAY,ADDRESS,BROOKLYN,WEST    5 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T12:27:09.000,11 BROOKLYN,3066510012,BROOKLYN,990296,159929,PHONE,Unspecified,BROOKLYN,40.60564243082645,-73.9782262080865,"{'latitude': '40.60564243082645', 'longitude': '-73.9782262080865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873470,2023-09-20T10:37:02.000,2023-09-20T11:04:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11235,64 NEPTUNE AVENUE,NEPTUNE AVENUE,GUIDER AVENUE,EAST   12 STREET,GUIDER AVENUE,EAST   12 STREET,ADDRESS,BROOKLYN,NEPTUNE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T11:04:03.000,13 BROOKLYN,3087070371,BROOKLYN,996314,151548,PHONE,Unspecified,BROOKLYN,40.58263212459709,-73.95656822185532,"{'latitude': '40.58263212459709', 'longitude': '-73.95656822185532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877901,2023-09-20T10:36:59.000,2023-09-26T21:22:25.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11213,1593 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,03 BROOKLYN,3016840001,BROOKLYN,1001719,186922,PHONE,Unspecified,BROOKLYN,40.67971723613814,-73.93701804577863,"{'latitude': '40.67971723613814', 'longitude': '-73.93701804577863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877883,2023-09-20T10:36:59.000,2023-09-25T15:15:00.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11213,1593 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,03 BROOKLYN,3016840001,BROOKLYN,1001719,186922,PHONE,Unspecified,BROOKLYN,40.67971723613814,-73.93701804577863,"{'latitude': '40.67971723613814', 'longitude': '-73.93701804577863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877803,2023-09-20T10:36:59.000,2023-09-26T21:22:25.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11213,1593 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,03 BROOKLYN,3016840001,BROOKLYN,1001719,186922,PHONE,Unspecified,BROOKLYN,40.67971723613814,-73.93701804577863,"{'latitude': '40.67971723613814', 'longitude': '-73.93701804577863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880628,2023-09-20T10:36:59.000,2023-09-26T21:22:25.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11213,1593 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,03 BROOKLYN,3016840001,BROOKLYN,1001719,186922,PHONE,Unspecified,BROOKLYN,40.67971723613814,-73.93701804577863,"{'latitude': '40.67971723613814', 'longitude': '-73.93701804577863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873442,2023-09-20T10:36:46.000,2023-09-20T13:20:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11205,510 PARK AVENUE,PARK AVENUE,PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,PARK AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T13:20:28.000,03 BROOKLYN,3017340009,BROOKLYN,996534,193088,MOBILE,Unspecified,BROOKLYN,40.69665020230548,-73.9557005674795,"{'latitude': '40.69665020230548', 'longitude': '-73.9557005674795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874313,2023-09-20T10:36:26.000,2023-09-20T12:21:04.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11377,50-20 39 AVENUE,39 AVENUE,50 STREET,51 STREET,50 STREET,51 STREET,ADDRESS,WOODSIDE,39 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T12:21:06.000,02 QUEENS,4001290136,QUEENS,1008333,212111,PHONE,Unspecified,QUEENS,40.74883946476737,-73.91308212741824,"{'latitude': '40.74883946476737', 'longitude': '-73.91308212741824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874502,2023-09-20T10:36:13.000,2023-09-21T09:38:31.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10022,60 EAST   55 STREET,EAST   55 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,EAST   55 STREET,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-21T09:38:30.000,05 MANHATTAN,1012907501,MANHATTAN,991835,216418,ONLINE,Unspecified,MANHATTAN,40.76069062578073,-73.97262013582304,"{'latitude': '40.76069062578073', 'longitude': '-73.97262013582304', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877823,2023-09-20T10:36:11.000,2023-09-22T19:20:44.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11225,286 EASTERN PARKWAY,EASTERN PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,09 BROOKLYN,3011850027,BROOKLYN,995391,183756,PHONE,Unspecified,BROOKLYN,40.671037506518516,-73.95983796431626,"{'latitude': '40.671037506518516', 'longitude': '-73.95983796431626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879225,2023-09-20T10:36:11.000,2023-09-22T19:20:44.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11225,286 EASTERN PARKWAY,EASTERN PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,09 BROOKLYN,3011850027,BROOKLYN,995391,183756,PHONE,Unspecified,BROOKLYN,40.671037506518516,-73.95983796431626,"{'latitude': '40.671037506518516', 'longitude': '-73.95983796431626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873852,2023-09-20T10:36:11.000,2023-09-22T19:20:44.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11225,286 EASTERN PARKWAY,EASTERN PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,09 BROOKLYN,3011850027,BROOKLYN,995391,183756,PHONE,Unspecified,BROOKLYN,40.671037506518516,-73.95983796431626,"{'latitude': '40.671037506518516', 'longitude': '-73.95983796431626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875200,2023-09-20T10:36:11.000,2023-09-22T19:20:45.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,11225,286 EASTERN PARKWAY,EASTERN PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,09 BROOKLYN,3011850027,BROOKLYN,995391,183756,PHONE,Unspecified,BROOKLYN,40.671037506518516,-73.95983796431626,"{'latitude': '40.671037506518516', 'longitude': '-73.95983796431626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880555,2023-09-20T10:36:11.000,2023-09-22T19:20:45.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11225,286 EASTERN PARKWAY,EASTERN PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,09 BROOKLYN,3011850027,BROOKLYN,995391,183756,PHONE,Unspecified,BROOKLYN,40.671037506518516,-73.95983796431626,"{'latitude': '40.671037506518516', 'longitude': '-73.95983796431626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872572,2023-09-20T10:36:11.000,2023-09-22T19:20:44.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11225,286 EASTERN PARKWAY,EASTERN PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,09 BROOKLYN,3011850027,BROOKLYN,995391,183756,PHONE,Unspecified,BROOKLYN,40.671037506518516,-73.95983796431626,"{'latitude': '40.671037506518516', 'longitude': '-73.95983796431626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878948,2023-09-20T10:36:02.000,2023-09-20T17:09:07.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11207,585 BLAKE AVENUE,BLAKE AVENUE,ALABAMA AVENUE,GEORGIA AVENUE,ALABAMA AVENUE,GEORGIA AVENUE,ADDRESS,BROOKLYN,BLAKE AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-20T17:09:12.000,05 BROOKLYN,3037690001,BROOKLYN,1012738,182472,PHONE,Unspecified,BROOKLYN,40.667474390214934,-73.89730947175362,"{'latitude': '40.667474390214934', 'longitude': '-73.89730947175362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875473,2023-09-20T10:36:00.000,2023-09-20T17:57:34.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11366,75-30 194 STREET,194 STREET,75 AVENUE,UNION TURNPIKE,75 AVENUE,UNION TURNPIKE,ADDRESS,FRESH MEADOWS,194 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T17:57:38.000,08 QUEENS,4072090020,QUEENS,1045966,205951,PHONE,Unspecified,QUEENS,40.731749279564504,-73.77731791945219,"{'latitude': '40.731749279564504', 'longitude': '-73.77731791945219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877814,2023-09-20T10:35:54.000,2023-10-08T05:03:13.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,RESIDENTIAL BUILDING,11238,230 ST MARKS AVENUE,ST MARKS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-08T00:00:00.000,08 BROOKLYN,3011520012,BROOKLYN,993094,186454,PHONE,Unspecified,BROOKLYN,40.678445501501656,-73.96811484655714,"{'latitude': '40.678445501501656', 'longitude': '-73.96811484655714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874493,2023-09-20T10:35:44.000,2023-09-22T06:30:57.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11419,104-52 114 STREET,114 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,114 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-21T00:28:46.000,10 QUEENS,4095360030,QUEENS,1031833,188974,ONLINE,Unspecified,QUEENS,40.685238845350554,-73.8284320716986,"{'latitude': '40.685238845350554', 'longitude': '-73.8284320716986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871080,2023-09-20T10:35:44.000,2023-09-20T11:53:39.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10468,2386 DAVIDSON AVENUE,DAVIDSON AVENUE,WEST  184 STREET,WEST FORDHAM ROAD,WEST  184 STREET,WEST FORDHAM ROAD,ADDRESS,BRONX,DAVIDSON AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-20T11:53:44.000,07 BRONX,2031990053,BRONX,1011021,253125,ONLINE,Unspecified,BRONX,40.861403787976336,-73.90321733819738,"{'latitude': '40.861403787976336', 'longitude': '-73.90321733819738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879600,2023-09-20T10:35:40.000,2023-09-22T07:58:57.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11223,AVENUE S,AVENUE S,AVENUE S,CONEY ISLAND AVENUE,AVENUE S,CONEY ISLAND AVENUE,INTERSECTION,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-22T07:59:03.000,15 BROOKLYN,,BROOKLYN,994926,158970,PHONE,Unspecified,BROOKLYN,40.603005803094305,-73.96155345226595,"{'latitude': '40.603005803094305', 'longitude': '-73.96155345226595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870988,2023-09-20T10:35:37.000,2023-09-20T11:10:30.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10040,45 SICKLES STREET,SICKLES STREET,NAGLE AVENUE,SHERMAN AVENUE,NAGLE AVENUE,SHERMAN AVENUE,ADDRESS,NEW YORK,SICKLES STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T11:10:33.000,12 MANHATTAN,1021740154,MANHATTAN,1004206,253147,ONLINE,Unspecified,MANHATTAN,40.86148220735698,-73.92785488395077,"{'latitude': '40.86148220735698', 'longitude': '-73.92785488395077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876966,2023-09-20T10:35:24.000,2023-09-26T09:54:20.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11368,97-05 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,JUNCTION BOULEVARD,LIE WESTBOUND ENTRANCE   99 ST,JUNCTION BOULEVARD,LIE WESTBOUND ENTRANCE   99 ST,ADDRESS,CORONA,HORACE HARDING EXPRESSWAY,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-09-26T09:54:24.000,04 QUEENS,4019180108,QUEENS,1022389,207066,PHONE,Unspecified,QUEENS,40.73494276157093,-73.86238133948564,"{'latitude': '40.73494276157093', 'longitude': '-73.86238133948564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870874,2023-09-20T10:35:19.000,2023-09-20T13:33:06.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11372,86-07 35 AVENUE,35 AVENUE,86 STREET,87 STREET,86 STREET,87 STREET,ADDRESS,JACKSON HEIGHTS,35 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T13:33:11.000,03 QUEENS,4014470035,QUEENS,1017280,213348,MOBILE,Unspecified,QUEENS,40.75220582123903,-73.8807854990738,"{'latitude': '40.75220582123903', 'longitude': '-73.8807854990738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874667,2023-09-20T10:35:00.000,2023-09-21T11:20:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11218,202 SEELEY STREET,SEELEY STREET,PROSPECT AVE,TEMPLE CT,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-21T11:20:00.000,07 BROOKLYN,3052680018,BROOKLYN,991100,177897,ONLINE,Unspecified,BROOKLYN,40.65496020835412,-73.97531248189497,"{'latitude': '40.65496020835412', 'longitude': '-73.97531248189497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58877271,2023-09-20T10:35:00.000,2023-09-21T06:19:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10036,640 8 AVENUE,8 AVENUE,W 41 ST,W 42 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-21T06:19:00.000,05 MANHATTAN,1010137501,MANHATTAN,986967,214950,ONLINE,Unspecified,MANHATTAN,40.75666417742652,-73.99019293432467,"{'latitude': '40.75666417742652', 'longitude': '-73.99019293432467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58875987,2023-09-20T10:35:00.000,2023-09-21T06:19:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10036,640 8 AVENUE,8 AVENUE,W 41 ST,W 42 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-21T06:19:00.000,05 MANHATTAN,1010137501,MANHATTAN,986967,214950,ONLINE,Unspecified,MANHATTAN,40.75666417742652,-73.99019293432467,"{'latitude': '40.75666417742652', 'longitude': '-73.99019293432467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58871005,2023-09-20T10:35:00.000,2023-09-25T14:15:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11427,210-10 UNION TURNPIKE,UNION TURNPIKE,210 ST,211 ST,UNION TURNPIKE,210 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T14:15:00.000,11 QUEENS,4077840045,QUEENS,1050542,206545,UNKNOWN,Unspecified,QUEENS,40.73334654502312,-73.76080114093234,"{'latitude': '40.73334654502312', 'longitude': '-73.76080114093234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879916,2023-09-20T10:35:00.000,2023-09-21T06:19:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10036,640 8 AVENUE,8 AVENUE,W 41 ST,W 42 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-21T06:19:00.000,05 MANHATTAN,1010137501,MANHATTAN,986967,214950,ONLINE,Unspecified,MANHATTAN,40.75666417742652,-73.99019293432467,"{'latitude': '40.75666417742652', 'longitude': '-73.99019293432467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58872035,2023-09-20T10:35:00.000,2023-11-15T17:23:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10027,,,,,AMSTERDAM AVENUE,WEST 118 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-11-15T17:23:00.000,09 MANHATTAN,,MANHATTAN,995294,233700,ONLINE,Unspecified,MANHATTAN,40.80812146206882,-73.96010564159722,"{'latitude': '40.80812146206882', 'longitude': '-73.96010564159722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
