unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,due_date,taxi_pick_up_location,bridge_highway_direction,road_ramp
58894804,2023-09-22T08:22:09.000,2023-09-22T20:06:25.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11204,1773 73 STREET,73 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T20:06:29.000,11 BROOKLYN,3061930053,BROOKLYN,985476,163355,MOBILE,Unspecified,BROOKLYN,40.6150480746143,-73.99558411678143,"{'latitude': '40.6150480746143', 'longitude': '-73.99558411678143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,73 STREET,,,,,,,
58895703,2023-09-22T08:22:02.000,2023-10-02T08:09:47.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,10065,1274 1 AVENUE,1 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation collected the requested items.,2023-09-23T16:35:39.000,08 MANHATTAN,1014630048,MANHATTAN,995987,218191,ONLINE,Unspecified,MANHATTAN,40.765552516582495,-73.95762940908126,"{'latitude': '40.765552516582495', 'longitude': '-73.95762940908126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   68 STREET,EAST   69 STREET,EAST   68 STREET,EAST   69 STREET,1 AVENUE,,,,,,,
58897844,2023-09-22T08:21:59.000,2023-09-22T09:04:24.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10027,44 WEST  128 STREET,WEST  128 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T09:04:28.000,10 MANHATTAN,1017250057,MANHATTAN,1000224,233997,ONLINE,Unspecified,MANHATTAN,40.808929106557834,-73.94229624790253,"{'latitude': '40.808929106557834', 'longitude': '-73.94229624790253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,WEST  128 STREET,,,,,,,
58899809,2023-09-22T08:21:54.000,2023-09-24T10:17:17.000,DHS,Department of Homeless Services,Encampment,N/A,Highway,,,,,,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-24T10:17:19.000,Unspecified MANHATTAN,,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,,,,,,,Harlem River Dr,Entrance ramp from George Washington Bridge,,,South/Downtown,Ramp
58892886,2023-09-22T08:21:54.000,2023-09-22T09:10:38.000,NYPD,New York City Police Department,Encampment,N/A,Highway,,,,,,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-22T09:10:43.000,Unspecified MANHATTAN,,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,,,,,,,Harlem River Dr,Entrance ramp from George Washington Bridge,,,South/Downtown,Ramp
58901351,2023-09-22T08:21:47.000,2023-10-05T08:30:50.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Inappropriate Behavior,Street,11436,130-38 146 STREET,146 STREET,ADDRESS,JAMAICA,Closed,This Service Request is not within the Department of Sanitationâs jurisdiction and/or was found to be unsubstantiated.,2023-10-02T12:03:09.000,12 QUEENS,4120820016,QUEENS,1041812,183469,PHONE,Unspecified,QUEENS,40.67006963551975,-73.79249837251713,"{'latitude': '40.67006963551975', 'longitude': '-73.79249837251713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",130 AVENUE,133 AVENUE,130 AVENUE,133 AVENUE,146 STREET,,,,,,,
58892897,2023-09-22T08:21:44.000,2023-09-22T15:29:51.000,DHS,Department of Homeless Services,Encampment,N/A,Store/Commercial,11211,317 UNION AVENUE,UNION AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-22T15:29:54.000,01 BROOKLYN,3024130015,BROOKLYN,997851,197896,MOBILE,Unspecified,BROOKLYN,40.70984510510269,-73.95094139893158,"{'latitude': '40.70984510510269', 'longitude': '-73.95094139893158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TEN EYCK STREET,SOUTH    1 STREET,TEN EYCK STREET,SOUTH    1 STREET,UNION AVENUE,,,,,,,
58902622,2023-09-22T08:21:44.000,2023-09-22T08:49:19.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,11211,317 UNION AVENUE,UNION AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-22T08:49:23.000,01 BROOKLYN,3024130015,BROOKLYN,997851,197896,MOBILE,Unspecified,BROOKLYN,40.70984510510269,-73.95094139893158,"{'latitude': '40.70984510510269', 'longitude': '-73.95094139893158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TEN EYCK STREET,SOUTH    1 STREET,TEN EYCK STREET,SOUTH    1 STREET,UNION AVENUE,,,,,,,
58902821,2023-09-22T08:21:42.000,2023-09-23T14:23:49.000,DSNY,Department of Sanitation,Missed Collection,Trash and Bulky Trash,Street,11102,25-35 21 STREET,21 STREET,ADDRESS,ASTORIA,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T06:05:30.000,01 QUEENS,4008840079,QUEENS,1005136,221238,ONLINE,Unspecified,QUEENS,40.7738988549781,-73.92459204646389,"{'latitude': '40.7738988549781', 'longitude': '-73.92459204646389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25 ROAD,26 AVENUE,25 ROAD,26 AVENUE,21 STREET,,,,,,,
58894681,2023-09-22T08:21:30.000,2023-09-22T08:52:21.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10128,EAST   92 STREET,EAST   92 STREET,INTERSECTION,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-22T08:52:24.000,08 MANHATTAN,,MANHATTAN,996426,225156,PHONE,Unspecified,MANHATTAN,40.784669017240084,-73.95603199810968,"{'latitude': '40.784669017240084', 'longitude': '-73.95603199810968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   92 STREET,MADISON AVENUE,EAST   92 STREET,MADISON AVENUE,,,,,,,,
58892171,2023-09-22T08:21:23.000,2023-09-22T08:25:56.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10458,2966 BRIGGS AVENUE,BRIGGS AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T08:26:00.000,07 BRONX,2032980016,BRONX,1015901,256713,ONLINE,Unspecified,BRONX,40.871235602201345,-73.88555820825009,"{'latitude': '40.871235602201345', 'longitude': '-73.88555820825009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEDFORD PARK BOULEVARD,EAST  201 STREET,BEDFORD PARK BOULEVARD,EAST  201 STREET,BRIGGS AVENUE,,,,,,,
58897587,2023-09-22T08:21:00.000,2023-11-13T00:10:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11211,538 DRIGGS AVENUE,DRIGGS AVENUE,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-11-13T00:10:00.000,01 BROOKLYN,3023200022,BROOKLYN,996326,200514,UNKNOWN,Unspecified,BROOKLYN,40.71703310267381,-73.95643735377254,"{'latitude': '40.71703310267381', 'longitude': '-73.95643735377254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7 ST N,8 ST N,DRIGGS AVENUE,NORTH 7 STREET,,,,,,,,
58893411,2023-09-22T08:20:51.000,2023-09-22T10:25:28.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11214,7502 NEW UTRECTH AVENUE,NEW UTRECTH AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T10:25:31.000,11 BROOKLYN,3062250017,BROOKLYN,984252,163573,PHONE,Unspecified,BROOKLYN,40.615646524341,-73.99999279621076,"{'latitude': '40.615646524341', 'longitude': '-73.99999279621076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BAY RIDGE PARKWAY,76 STREET,BAY RIDGE PARKWAY,76 STREET,NEW UTRECHT AVENUE,,,,,,,
58902354,2023-09-22T08:20:41.000,2023-11-16T14:32:53.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11204,1535 WEST   11 STREET,WEST   11 STREET,ADDRESS,BROOKLYN,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-11-16T14:33:00.000,11 BROOKLYN,3065960078,BROOKLYN,988502,161194,PHONE,Unspecified,BROOKLYN,40.609115639306786,-73.98468624224307,"{'latitude': '40.609115639306786', 'longitude': '-73.98468624224307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE O,AVENUE P,AVENUE O,AVENUE P,WEST   11 STREET,,,,,,,
58902381,2023-09-22T08:20:40.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10306,31 RENE DRIVE,RENE DRIVE,ADDRESS,STATEN ISLAND,In Progress,,,03 STATEN ISLAND,5043960017,STATEN ISLAND,947270,145427,UNKNOWN,Unspecified,STATEN ISLAND,40.5657622744361,-74.13309865009168,"{'latitude': '40.5657622744361', 'longitude': '-74.13309865009168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEND,CLARKE AVENUE,BEND,CLARKE AVENUE,RENE DRIVE,,,,,,,
58894419,2023-09-22T08:20:29.000,2023-09-22T15:41:41.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10468,66 EAST KINGSBRIDGE ROAD,EAST KINGSBRIDGE ROAD,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-22T15:41:45.000,07 BRONX,2031770036,BRONX,1013041,255102,ONLINE,Unspecified,BRONX,40.86682369395125,-73.89590613681504,"{'latitude': '40.86682369395125', 'longitude': '-73.89590613681504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MORRIS AVENUE,CRESTON AVENUE,MORRIS AVENUE,CRESTON AVENUE,EAST KINGSBRIDGE ROAD,,,,,,,
58892977,2023-09-22T08:20:26.000,2023-09-23T14:15:50.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11238,135 EASTERN PARKWAY,EASTERN PARKWAY,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-23T09:53:24.000,08 BROOKLYN,3011790047,BROOKLYN,994156,184165,ONLINE,Unspecified,BROOKLYN,40.67216158783738,-73.96428939702098,"{'latitude': '40.67216158783738', 'longitude': '-73.96428939702098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,EASTERN PARKWAY,,,,,,,
58894056,2023-09-22T08:20:25.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,11354,146-03 25 DRIVE,25 DRIVE,ADDRESS,FLUSHING,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-28T11:09:01.000,07 QUEENS,4047910001,QUEENS,1033703,221778,MOBILE,Unspecified,QUEENS,40.775267351560686,-73.82144842075998,"{'latitude': '40.775267351560686', 'longitude': '-73.82144842075998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",146 STREET,147 STREET,146 STREET,147 STREET,25 DRIVE,,,,,,,
58891958,2023-09-22T08:20:23.000,2023-09-22T13:23:26.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11223,1750 OCEAN PARKWAY,OCEAN PARKWAY,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T13:23:24.000,15 BROOKLYN,3066620033,BROOKLYN,993408,160028,ONLINE,Unspecified,BROOKLYN,40.60591149595023,-73.96701865818098,"{'latitude': '40.60591149595023', 'longitude': '-73.96701865818098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUENTIN ROAD,KINGS HIGHWAY,QUENTIN ROAD,KINGS HIGHWAY,OCEAN PARKWAY,,,,,,,
58901706,2023-09-22T08:20:15.000,2023-10-04T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,10314,276 GOWER STREET,GOWER STREET,ADDRESS,STATEN ISLAND,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-04T00:00:00.000,02 STATEN ISLAND,5007520648,STATEN ISLAND,949866,159956,UNKNOWN,Unspecified,STATEN ISLAND,40.60565189622472,-74.12382904547391,"{'latitude': '40.60565189622472', 'longitude': '-74.12382904547391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58894616,2023-09-22T08:20:02.000,2023-09-22T09:21:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11236,689 EAST   96 STREET,EAST   96 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T09:21:23.000,17 BROOKLYN,3081140030,BROOKLYN,1008844,176847,MOBILE,Unspecified,BROOKLYN,40.65204668509698,-73.91136665684043,"{'latitude': '40.65204668509698', 'longitude': '-73.91136665684043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE B,DITMAS AVENUE,AVENUE B,DITMAS AVENUE,EAST   96 STREET,,,,,,,
58897297,2023-09-22T08:20:00.000,2023-09-22T18:40:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10314,15 WELLBROOK AVENUE,WELLBROOK AVENUE,ADDRESS,STATEN ISLAND,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-22T18:40:00.000,02 STATEN ISLAND,5007690025,STATEN ISLAND,947929,159762,PHONE,Unspecified,STATEN ISLAND,40.6051116789749,-74.13080381985067,"{'latitude': '40.6051116789749', 'longitude': '-74.13080381985067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WESTWOOD AVE,HOLDEN BLVD,,,,,,,,,,
58895105,2023-09-22T08:19:58.000,2023-09-22T08:31:41.000,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10002,21 COLUMBIA STREET,COLUMBIA STREET,ADDRESS,NEW YORK,Closed,NYC Parks couldn't respond to your complaint because they had to devote resources to other critical services at the time. The agency will use your complaint for future planning.,2023-09-22T08:31:47.000,03 MANHATTAN,1003310095,MANHATTAN,989479,199940,PHONE,Unspecified,MANHATTAN,40.71546430667436,-73.98113748691576,"{'latitude': '40.71546430667436', 'longitude': '-73.98113748691576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOME STREET,DELANCEY STREET,BROOME STREET,DELANCEY STREET,COLUMBIA STREET,,,,,,,
58893001,2023-09-22T08:19:52.000,2023-09-22T09:28:52.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11225,39 OCEAN AVENUE,OCEAN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T09:28:56.000,09 BROOKLYN,3050240026,BROOKLYN,994510,180397,ONLINE,Unspecified,BROOKLYN,40.66181886397098,-73.96301898053893,"{'latitude': '40.66181886397098', 'longitude': '-73.96301898053893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EMPIRE BOULEVARD,EAST LAKE DRIVE,EMPIRE BOULEVARD,EAST LAKE DRIVE,OCEAN AVENUE,,,,,,,
58899568,2023-09-22T08:19:39.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11413,226-41 129 AVENUE,129 AVENUE,ADDRESS,SPRINGFIELD GARDENS,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-11T10:56:43.000,13 QUEENS,4128250352,QUEENS,1056637,188216,PHONE,Unspecified,QUEENS,40.6829902190942,-73.73900596264421,"{'latitude': '40.6829902190942', 'longitude': '-73.73900596264421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",226 STREET,229 STREET,226 STREET,229 STREET,129 AVENUE,,,,,,,
58898450,2023-09-22T08:19:34.000,2023-09-23T10:43:29.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11210,1377 EAST   29 STREET,EAST   29 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-22T22:55:03.000,14 BROOKLYN,3076650014,BROOKLYN,999188,164376,ONLINE,Unspecified,BROOKLYN,40.61783800021025,-73.94619312829475,"{'latitude': '40.61783800021025', 'longitude': '-73.94619312829475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE M,AVENUE N,AVENUE M,AVENUE N,EAST   29 STREET,,,,,,,
58897408,2023-09-22T08:19:18.000,2023-09-22T09:20:28.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11234,FARRAGUT ROAD,FARRAGUT ROAD,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T09:20:31.000,18 BROOKLYN,,BROOKLYN,1005667,170838,PHONE,Unspecified,BROOKLYN,40.635561533120125,-73.92283519154113,"{'latitude': '40.635561533120125', 'longitude': '-73.92283519154113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FARRAGUT ROAD,GLENWOOD ROAD,FARRAGUT ROAD,GLENWOOD ROAD,,,,,,,,
58900379,2023-09-22T08:19:10.000,2023-09-22T08:38:40.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11355,132-35 41 ROAD,41 ROAD,ADDRESS,FLUSHING,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T08:38:42.000,07 QUEENS,4050397509,QUEENS,1030628,214718,PHONE,Unspecified,QUEENS,40.75590618122952,-73.83259948764572,"{'latitude': '40.75590618122952', 'longitude': '-73.83259948764572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COLLEGE POINT BOULEVARD,FRAME PLACE,COLLEGE POINT BOULEVARD,FRAME PLACE,41 ROAD,,,,,,,
58897087,2023-09-22T08:19:02.000,2023-09-23T04:25:13.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11372,35-52 84 STREET,84 STREET,ADDRESS,JACKSON HEIGHTS,Closed,The Department of Sanitation removed the items.,2023-09-23T04:25:20.000,03 QUEENS,4014570032,QUEENS,1016731,213129,ONLINE,Unspecified,QUEENS,40.75160675590961,-73.88276804895736,"{'latitude': '40.75160675590961', 'longitude': '-73.88276804895736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,84 STREET,,,,,,,
58901796,2023-09-22T08:19:00.000,2023-09-22T08:50:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11234,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T08:50:00.000,18 BROOKLYN,,BROOKLYN,1006265,170026,UNKNOWN,Unspecified,BROOKLYN,40.63333130039747,-73.92068326569888,"{'latitude': '40.63333130039747', 'longitude': '-73.92068326569888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,AVENUE H,EAST 58 STREET,,N/A,,,,,,
58898500,2023-09-22T08:18:48.000,2023-09-22T08:49:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11363,248 STREET,248 STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T08:49:29.000,11 QUEENS,,QUEENS,1055883,220123,PHONE,Unspecified,QUEENS,40.77057291226897,-73.74138488245325,"{'latitude': '40.77057291226897', 'longitude': '-73.74138488245325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",248 STREET,DEPEW AVENUE,248 STREET,DEPEW AVENUE,,,,,,,,
58898002,2023-09-22T08:18:45.000,2023-10-14T12:07:37.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11221,1119 JEFFERSON AVENUE,JEFFERSON AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-14T00:00:00.000,04 BROOKLYN,3033810052,BROOKLYN,1007707,190352,ONLINE,Unspecified,BROOKLYN,40.689117956206054,-73.9154172482925,"{'latitude': '40.689117956206054', 'longitude': '-73.9154172482925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58894360,2023-09-22T08:18:43.000,2023-09-29T16:21:33.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,10457,1963 BELMONT AVENUE,BELMONT AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-29T04:41:30.000,06 BRONX,2030790001,BRONX,1014236,247524,ONLINE,Unspecified,BRONX,40.84602038699809,-73.8916195172591,"{'latitude': '40.84602038699809', 'longitude': '-73.8916195172591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST TREMONT AVENUE,EAST  179 STREET,EAST TREMONT AVENUE,EAST  179 STREET,BELMONT AVENUE,,,,,,,
58902661,2023-09-22T08:18:27.000,2023-10-04T08:00:48.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-03T21:05:06.000,Unspecified BROOKLYN,,BROOKLYN,987758,191193,MOBILE,Unspecified,BROOKLYN,40.6914566965117,-73.98735018734124,"{'latitude': '40.6914566965117', 'longitude': '-73.98735018734124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,A,Entrance,,,,Fulton St & Jay St
58899897,2023-09-22T08:18:25.000,2023-09-26T13:55:41.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,10025,255 WEST   94 STREET,WEST   94 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T05:37:33.000,07 MANHATTAN,1012420010,MANHATTAN,991646,228406,ONLINE,Unspecified,MANHATTAN,40.793594687282905,-73.97328918099866,"{'latitude': '40.793594687282905', 'longitude': '-73.97328918099866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,POMANDER WALK,BROADWAY,POMANDER WALK,WEST   94 STREET,,,,,,,
58901647,2023-09-22T08:18:16.000,2023-09-22T08:45:12.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11230,950 EAST    5 STREET,EAST    5 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T08:45:15.000,14 BROOKLYN,3065010036,BROOKLYN,991827,168261,MOBILE,Unspecified,BROOKLYN,40.628510865238425,-73.97270318346541,"{'latitude': '40.628510865238425', 'longitude': '-73.97270318346541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FOSTER AVENUE,WALSH COURT,FOSTER AVENUE,WALSH COURT,EAST    5 STREET,,,,,,,
58898133,2023-09-22T08:18:00.000,2023-09-22T08:49:25.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11374,65-35 FITCHETT STREET,FITCHETT STREET,ADDRESS,REGO PARK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T08:49:29.000,06 QUEENS,4031330005,QUEENS,1022180,201614,PHONE,Unspecified,QUEENS,40.719979267048785,-73.86316621258669,"{'latitude': '40.719979267048785', 'longitude': '-73.86316621258669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",65 ROAD,65 DRIVE,65 ROAD,65 DRIVE,FITCHETT STREET,,,,,,,
58899662,2023-09-22T08:17:47.000,2023-09-29T09:44:42.000,DOT,Department of Transportation,Bus Stop Shelter Complaint,Dirty/Graffiti,Bus Stop Shelter,11214,8773 18 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,Closed,The contractor has reported that the requested work has been completed.,2023-09-22T08:38:30.000,11 BROOKLYN,3064360028,BROOKLYN,982476,159208,ONLINE,Unspecified,BROOKLYN,40.60366531775545,-74.0063886143953,"{'latitude': '40.60366531775545', 'longitude': '-74.0063886143953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BATH AVENUE,CROPSEY AVENUE,BATH AVENUE,CROPSEY AVENUE,18 AVENUE,,,,,,,
58892967,2023-09-22T08:17:38.000,2023-09-23T14:22:54.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11205,525 LAFAYETTE AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T12:17:42.000,03 BROOKLYN,3017830086,BROOKLYN,997152,190535,ONLINE,Unspecified,BROOKLYN,40.68964192933997,-73.95347678220367,"{'latitude': '40.68964192933997', 'longitude': '-73.95347678220367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEDFORD AVENUE,NOSTRAND AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,LAFAYETTE AVENUE,,,,,,,
