unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location
58931186,2023-09-26T00:57:35.000,2023-09-26T07:59:16.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10462,2156 CRUGER AVENUE,CRUGER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-26T00:00:00.000,11 BRONX,2043190010,BRONX,1021137,250885,MOBILE,Unspecified,BRONX,40.85521919401333,-73.86665829683199,"{'latitude': '40.85521919401333', 'longitude': '-73.86665829683199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58921309,2023-09-26T00:57:18.000,2023-09-26T01:55:10.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11214,2225 BATH AVENUE,BATH AVENUE,BAY   31 STREET,BAY   32 STREET,BAY   31 STREET,BAY   32 STREET,ADDRESS,BROOKLYN,BATH AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T01:55:13.000,11 BROOKLYN,3064160006,BROOKLYN,985222,157138,MOBILE,Unspecified,BROOKLYN,40.59798371190966,-73.99649988455897,"{'latitude': '40.59798371190966', 'longitude': '-73.99649988455897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58924070,2023-09-26T00:56:49.000,2023-09-26T01:17:25.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,1132 ESSEX STREET,ESSEX STREET,VANDALIA AVENUE,SCHROEDERS AVENUE,VANDALIA AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,ESSEX STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-26T01:17:29.000,05 BROOKLYN,3044520701,BROOKLYN,1019860,178375,ONLINE,Unspecified,BROOKLYN,40.6562032609717,-73.87165851044746,"{'latitude': '40.6562032609717', 'longitude': '-73.87165851044746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58919503,2023-09-26T00:56:42.000,2023-09-26T08:30:10.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10469,3024 HONE AVENUE,HONE AVENUE,ADEE AVENUE,BURKE AVENUE,ADEE AVENUE,BURKE AVENUE,ADDRESS,BRONX,HONE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T08:30:14.000,12 BRONX,2045780010,BRONX,1023640,256308,PHONE,Unspecified,BRONX,40.87009285927751,-73.8575784205133,"{'latitude': '40.87009285927751', 'longitude': '-73.8575784205133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58922400,2023-09-26T00:56:25.000,2023-09-26T01:26:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10065,332 EAST   66 STREET,EAST   66 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   66 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T01:26:10.000,08 MANHATTAN,1014400038,MANHATTAN,995259,217845,ONLINE,Unspecified,MANHATTAN,40.76460377260736,-73.96025805669186,"{'latitude': '40.76460377260736', 'longitude': '-73.96025805669186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58916952,2023-09-26T00:56:09.000,2023-09-26T01:34:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11105,38-07 21 AVENUE,21 AVENUE,38 STREET,STEINWAY STREET,38 STREET,STEINWAY STREET,ADDRESS,ASTORIA,21 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T01:34:17.000,01 QUEENS,4008090003,QUEENS,1010719,221690,ONLINE,Unspecified,QUEENS,40.77512452108227,-73.90443311267241,"{'latitude': '40.77512452108227', 'longitude': '-73.90443311267241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58919596,2023-09-26T00:56:03.000,2023-09-26T00:56:03.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10453,2042 MORRIS AVENUE,MORRIS AVENUE,EAST 179 STREET,EAST BURNSIDE AVENUE,EAST  179 STREET,EAST BURNSIDE AVENUE,ADDRESS,BRONX,MORRIS AVENUE,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-26T00:56:03.000,05 BRONX,2028070056,BRONX,1010322,250050,PHONE,Unspecified,BRONX,40.85296593034592,-73.90575632498064,"{'latitude': '40.85296593034592', 'longitude': '-73.90575632498064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58919497,2023-09-26T00:56:00.000,2023-09-26T01:14:45.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-26T01:14:47.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58921478,2023-09-26T00:55:35.000,2023-09-26T01:04:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,78 THAYER STREET,THAYER STREET,SHERMAN AVENUE,BROADWAY,SHERMAN AVENUE,BROADWAY,ADDRESS,NEW YORK,THAYER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T01:04:32.000,12 MANHATTAN,1021750175,MANHATTAN,1004314,254085,ONLINE,Unspecified,MANHATTAN,40.864056488364504,-73.92746163342187,"{'latitude': '40.864056488364504', 'longitude': '-73.92746163342187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58919046,2023-09-26T00:55:35.000,2023-09-26T01:47:38.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11237,929 HART STREET,HART STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,HART STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T01:47:41.000,04 BROOKLYN,3032210051,BROOKLYN,1006216,195752,PHONE,Unspecified,BROOKLYN,40.70394352087419,-73.92077597806582,"{'latitude': '40.70394352087419', 'longitude': '-73.92077597806582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58920595,2023-09-26T00:54:55.000,2023-09-26T01:14:25.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,507 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-26T01:14:27.000,05 BROOKLYN,3044520451,BROOKLYN,1019433,177859,ONLINE,Unspecified,BROOKLYN,40.654788662239774,-73.87320014483838,"{'latitude': '40.654788662239774', 'longitude': '-73.87320014483838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931297,2023-09-26T00:54:50.000,2023-11-21T10:13:37.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10453,2042 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-21T00:00:00.000,05 BRONX,2028070056,BRONX,1010322,250050,PHONE,Unspecified,BRONX,40.85296593034592,-73.90575632498064,"{'latitude': '40.85296593034592', 'longitude': '-73.90575632498064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932549,2023-09-26T00:54:50.000,2023-11-21T10:13:38.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10453,2042 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-21T00:00:00.000,05 BRONX,2028070056,BRONX,1010322,250050,PHONE,Unspecified,BRONX,40.85296593034592,-73.90575632498064,"{'latitude': '40.85296593034592', 'longitude': '-73.90575632498064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927370,2023-09-26T00:54:50.000,2023-11-21T10:13:37.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10453,2042 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-21T00:00:00.000,05 BRONX,2028070056,BRONX,1010322,250050,PHONE,Unspecified,BRONX,40.85296593034592,-73.90575632498064,"{'latitude': '40.85296593034592', 'longitude': '-73.90575632498064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934979,2023-09-26T00:54:50.000,2023-11-21T10:13:38.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10453,2042 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-21T00:00:00.000,05 BRONX,2028070056,BRONX,1010322,250050,PHONE,Unspecified,BRONX,40.85296593034592,-73.90575632498064,"{'latitude': '40.85296593034592', 'longitude': '-73.90575632498064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931238,2023-09-26T00:54:50.000,2023-11-21T10:13:38.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10453,2042 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-21T00:00:00.000,05 BRONX,2028070056,BRONX,1010322,250050,PHONE,Unspecified,BRONX,40.85296593034592,-73.90575632498064,"{'latitude': '40.85296593034592', 'longitude': '-73.90575632498064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931149,2023-09-26T00:54:50.000,2023-11-21T10:13:38.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10453,2042 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-21T00:00:00.000,05 BRONX,2028070056,BRONX,1010322,250050,PHONE,Unspecified,BRONX,40.85296593034592,-73.90575632498064,"{'latitude': '40.85296593034592', 'longitude': '-73.90575632498064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926052,2023-09-26T00:54:50.000,2023-11-21T10:13:38.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10453,2042 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-21T00:00:00.000,05 BRONX,2028070056,BRONX,1010322,250050,PHONE,Unspecified,BRONX,40.85296593034592,-73.90575632498064,"{'latitude': '40.85296593034592', 'longitude': '-73.90575632498064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58922393,2023-09-26T00:53:51.000,2023-09-26T01:13:50.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-26T01:13:52.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58923425,2023-09-26T00:53:35.000,2023-09-26T01:03:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10462,1849 MATTHEWS AVENUE,MATTHEWS AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,ADDRESS,BRONX,MATTHEWS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T01:03:42.000,11 BRONX,2040540061,BRONX,1022369,248088,PHONE,Unspecified,BRONX,40.84753703463667,-73.86222068741331,"{'latitude': '40.84753703463667', 'longitude': '-73.86222068741331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58920104,2023-09-26T00:53:30.000,2023-09-26T01:49:27.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11237,929 HART STREET,HART STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,HART STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T01:49:33.000,04 BROOKLYN,3032210051,BROOKLYN,1006216,195752,PHONE,Unspecified,BROOKLYN,40.70394352087419,-73.92077597806582,"{'latitude': '40.70394352087419', 'longitude': '-73.92077597806582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58921981,2023-09-26T00:53:12.000,2023-09-26T04:05:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10451,430 GRAND CONCOURSE,GRAND CONCOURSE,EAST  144 STREET,EAST  149 STREET,EAST  144 STREET,EAST  149 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T04:05:56.000,01 BRONX,2023430012,BRONX,1004184,236953,ONLINE,Unspecified,BRONX,40.817034452358484,-73.92798255062196,"{'latitude': '40.817034452358484', 'longitude': '-73.92798255062196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58919155,2023-09-26T00:53:03.000,2023-09-26T01:26:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11204,6118 20 AVENUE,20 AVENUE,61 STREET,62 STREET,61 STREET,62 STREET,ADDRESS,BROOKLYN,20 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T01:26:50.000,11 BROOKLYN,3055270045,BROOKLYN,988787,164667,ONLINE,Unspecified,BROOKLYN,40.61864816583787,-73.98365746914,"{'latitude': '40.61864816583787', 'longitude': '-73.98365746914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58920174,2023-09-26T00:52:35.000,2023-09-26T01:00:42.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10002,134 ELDRIDGE STREET,ELDRIDGE STREET,BROOME STREET,DELANCEY STREET,BROOME STREET,DELANCEY STREET,ADDRESS,NEW YORK,ELDRIDGE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T01:00:45.000,03 MANHATTAN,1004140001,MANHATTAN,986588,201196,ONLINE,Unspecified,MANHATTAN,40.7189129617464,-73.99156572246149,"{'latitude': '40.7189129617464', 'longitude': '-73.99156572246149', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58916992,2023-09-26T00:52:34.000,2023-09-26T01:02:11.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11233,670 HALSEY STREET,HALSEY STREET,MALCOLM X BOULEVARD,PATCHEN AVENUE,MALCOLM X BOULEVARD,PATCHEN AVENUE,ADDRESS,BROOKLYN,HALSEY STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T01:02:15.000,03 BROOKLYN,3016670035,BROOKLYN,1004404,188625,ONLINE,Unspecified,BROOKLYN,40.68438587612116,-73.92733257711146,"{'latitude': '40.68438587612116', 'longitude': '-73.92733257711146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58922626,2023-09-26T00:52:31.000,2023-09-26T01:36:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002,161 ORCHARD STREET,ORCHARD STREET,RIVINGTON STREET,STANTON STREET,RIVINGTON STREET,STANTON STREET,ADDRESS,NEW YORK,ORCHARD STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T01:36:25.000,03 MANHATTAN,1004160059,MANHATTAN,987360,201949,ONLINE,Unspecified,MANHATTAN,40.720979527654166,-73.98878040353709,"{'latitude': '40.720979527654166', 'longitude': '-73.98878040353709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58923396,2023-09-26T00:51:55.000,2023-09-26T01:41:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10001,312 11 AVENUE,11 AVENUE,WEST   29 STREET,WEST   30 STREET,WEST   29 STREET,WEST   30 STREET,ADDRESS,NEW YORK,11 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T01:41:14.000,04 MANHATTAN,1007010062,MANHATTAN,983150,213630,MOBILE,Unspecified,MANHATTAN,40.75304146205967,-74.00397025599806,"{'latitude': '40.75304146205967', 'longitude': '-74.00397025599806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58917692,2023-09-26T00:51:49.000,2023-10-02T15:26:07.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,E-Cigarette Sales,Business,11223,1684 WEST   10 STREET,WEST   10 STREET,AVENUE P,KINGS HIGHWAY,AVENUE P,KINGS HIGHWAY,ADDRESS,BROOKLYN,WEST   10 STREET,Closed,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-10-02T15:26:11.000,11 BROOKLYN,3066210042,BROOKLYN,988921,160073,ONLINE,Unspecified,BROOKLYN,40.60603851285432,-73.98317797138695,"{'latitude': '40.60603851285432', 'longitude': '-73.98317797138695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58918114,2023-09-26T00:51:47.000,2023-09-26T00:58:33.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10027,86 MORNINGSIDE AVENUE,MORNINGSIDE AVENUE,WEST  121 STREET,WEST  122 STREET,WEST  121 STREET,WEST  122 STREET,ADDRESS,NEW YORK,MORNINGSIDE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T00:58:38.000,10 MANHATTAN,1019487502,MANHATTAN,996563,234124,MOBILE,Unspecified,MANHATTAN,40.809283547102936,-73.95552084246853,"{'latitude': '40.809283547102936', 'longitude': '-73.95552084246853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58918030,2023-09-26T00:51:19.000,2023-09-26T01:02:09.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10034,4790 BROADWAY,BROADWAY,DYCKMAN STREET,CUMMING STREET,DYCKMAN STREET,CUMMING STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T01:02:12.000,12 MANHATTAN,1022330013,MANHATTAN,1004697,254774,MOBILE,Unspecified,MANHATTAN,40.86594670502324,-73.9260748531389,"{'latitude': '40.86594670502324', 'longitude': '-73.9260748531389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58924816,2023-09-26T00:51:14.000,2023-09-26T01:11:26.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10033,728 WEST  181 STREET,WEST  181 STREET,BENNETT AVENUE,MAGAW PLACE,BENNETT AVENUE,MAGAW PLACE,ADDRESS,NEW YORK,WEST  181 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-26T01:11:31.000,12 MANHATTAN,1021760119,MANHATTAN,1001645,249168,ONLINE,Unspecified,MANHATTAN,40.8505664617366,-73.93712375677805,"{'latitude': '40.8505664617366', 'longitude': '-73.93712375677805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58916924,2023-09-26T00:51:00.000,2023-09-26T01:05:12.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10452,1125 UNIVERSITY AVENUE,UNIVERSITY AVENUE,WEST  166 STREET,UNNAMED STREET,WEST  166 STREET,UNNAMED STREET,ADDRESS,BRONX,UNIVERSITY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T01:05:15.000,04 BRONX,2025270032,BRONX,1004060,244210,ONLINE,Unspecified,BRONX,40.83695312046897,-73.92840910965141,"{'latitude': '40.83695312046897', 'longitude': '-73.92840910965141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58920772,2023-09-26T00:50:47.000,2023-09-26T03:12:10.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11218,3841 18 AVENUE,18 AVENUE,EAST    7 STREET,OCEAN PARKWAY,EAST    7 STREET,OCEAN PARKWAY,ADDRESS,BROOKLYN,18 AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-26T03:12:14.000,14 BROOKLYN,3054170020,BROOKLYN,992274,170118,PHONE,Unspecified,BROOKLYN,40.633607543827594,-73.97109061843709,"{'latitude': '40.633607543827594', 'longitude': '-73.97109061843709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929309,2023-09-26T00:50:00.000,2023-09-26T18:12:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10034,4778 BROADWAY,BROADWAY,DYCKMAN ST,CUMMING ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-26T18:12:00.000,12 MANHATTAN,1022330010,MANHATTAN,1004595,254727,ONLINE,Unspecified,MANHATTAN,40.86581794001009,-73.92644377175685,"{'latitude': '40.86581794001009', 'longitude': '-73.92644377175685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58923758,2023-09-26T00:49:45.000,2023-09-26T01:08:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10027,225 WEST  123 STREET,WEST  123 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  123 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T01:08:34.000,10 MANHATTAN,1019290017,MANHATTAN,998026,233686,MOBILE,Unspecified,MANHATTAN,40.80807919847091,-73.9502368396467,"{'latitude': '40.80807919847091', 'longitude': '-73.9502368396467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58918115,2023-09-26T00:49:26.000,2023-09-26T01:02:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11218,800 CORTELYOU ROAD,CORTELYOU ROAD,EAST    8 STREET,EAST    9 STREET,EAST    8 STREET,EAST    9 STREET,ADDRESS,BROOKLYN,CORTELYOU ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T01:02:05.000,12 BROOKLYN,3053920001,BROOKLYN,992410,172011,PHONE,Unspecified,BROOKLYN,40.6388033012678,-73.97059833977548,"{'latitude': '40.6388033012678', 'longitude': '-73.97059833977548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925217,2023-09-26T00:48:56.000,2023-09-26T02:27:23.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10465,1059 BRINSMADE AVENUE,BRINSMADE AVENUE,BARKLEY AVENUE,BRUCKNER BOULEVARD,BARKLEY AVENUE,BRUCKNER BOULEVARD,ADDRESS,BRONX,BRINSMADE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T02:27:28.000,10 BRONX,2055360009,BRONX,1030931,241691,ONLINE,Unspecified,BRONX,40.82993804697331,-73.83131833929099,"{'latitude': '40.82993804697331', 'longitude': '-73.83131833929099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58918075,2023-09-26T00:48:08.000,2023-09-26T00:49:57.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,789 ASTOR AVENUE,ASTOR AVENUE,WALLACE AVENUE,BARNES AVENUE,WALLACE AVENUE,BARNES AVENUE,ADDRESS,BRONX,ASTOR AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T00:50:03.000,11 BRONX,2043520001,BRONX,1021832,252492,ONLINE,Unspecified,BRONX,40.8596269914278,-73.86413695641335,"{'latitude': '40.8596269914278', 'longitude': '-73.86413695641335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58920238,2023-09-26T00:47:13.000,2023-09-26T01:01:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11233,670 HALSEY STREET,HALSEY STREET,MALCOLM X BOULEVARD,PATCHEN AVENUE,MALCOLM X BOULEVARD,PATCHEN AVENUE,ADDRESS,BROOKLYN,HALSEY STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T01:01:55.000,03 BROOKLYN,3016670035,BROOKLYN,1004404,188625,ONLINE,Unspecified,BROOKLYN,40.68438587612116,-73.92733257711146,"{'latitude': '40.68438587612116', 'longitude': '-73.92733257711146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
