unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp
58927872,2023-09-26T12:45:44.000,2023-09-29T07:50:15.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10303,274 PULASKI AVENUE,PULASKI AVENUE,HOOKER PLACE,WALKER STREET,HOOKER PLACE,WALKER STREET,ADDRESS,STATEN ISLAND,PULASKI AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-28T13:27:26.000,01 STATEN ISLAND,5011550188,STATEN ISLAND,943258,169449,ONLINE,Unspecified,STATEN ISLAND,40.631680068109475,-74.1476844070746,"{'latitude': '40.631680068109475', 'longitude': '-74.1476844070746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928818,2023-09-26T12:45:37.000,2023-09-26T13:13:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11217,244 BOND STREET,BOND STREET,BUTLER STREET,DOUGLASS STREET,BUTLER STREET,DOUGLASS STREET,ADDRESS,BROOKLYN,BOND STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T13:13:43.000,06 BROOKLYN,3004040001,BROOKLYN,987509,187716,ONLINE,Unspecified,BROOKLYN,40.68191322323206,-73.98824976066484,"{'latitude': '40.68191322323206', 'longitude': '-73.98824976066484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931489,2023-09-26T12:45:29.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11426,237-24 93 AVENUE,93 AVENUE,GETTYSBURG STREET,239 STREET,GETTYSBURG STREET,239 STREET,ADDRESS,BELLEROSE,93 AVENUE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-26T14:46:15.000,13 QUEENS,4079980044,QUEENS,1059114,203167,PHONE,Unspecified,QUEENS,40.72400640278177,-73.72990889145657,"{'latitude': '40.72400640278177', 'longitude': '-73.72990889145657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927940,2023-09-26T12:45:23.000,,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,10463,3198 CAMBRIDGE AVENUE,CAMBRIDGE AVENUE,OXFORD AVENUE,WEST  232 STREET,OXFORD AVENUE,WEST  232 STREET,ADDRESS,BRONX,CAMBRIDGE AVENUE,In Progress,"The lot you reported is locked. To clean it, the Department of Sanitation (DSNY) needs an access warrant. The conditions DSNY observed don't meet the criteria for the courts to grant a warrant.   The agency will send cleaning crews to address the conditions they can reach outside the locked area.",2023-11-08T12:58:08.000,08 BRONX,2057380412,BRONX,1009314,261233,ONLINE,Unspecified,BRONX,40.883662759498094,-73.90935815826433,"{'latitude': '40.883662759498094', 'longitude': '-73.90935815826433', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931119,2023-09-26T12:45:19.000,2023-09-26T13:09:31.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10019,306 WEST   54 STREET,WEST   54 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   54 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T13:09:34.000,04 MANHATTAN,1010440038,MANHATTAN,988451,217993,ONLINE,Unspecified,MANHATTAN,40.76501585078629,-73.98483450522959,"{'latitude': '40.76501585078629', 'longitude': '-73.98483450522959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927511,2023-09-26T12:45:19.000,2023-09-26T13:00:15.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,10036,250 WEST   41 STREET,WEST   41 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   41 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T13:00:19.000,05 MANHATTAN,1010127501,MANHATTAN,987329,214698,ONLINE,Unspecified,MANHATTAN,40.75597238299794,-73.98888640352203,"{'latitude': '40.75597238299794', 'longitude': '-73.98888640352203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933175,2023-09-26T12:44:30.000,2023-09-26T13:04:36.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,10009,303 EAST    4 STREET,EAST    4 STREET,AVENUE C,AVENUE D,AVENUE C,AVENUE D,ADDRESS,NEW YORK,EAST    4 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T13:04:39.000,03 MANHATTAN,1003740001,MANHATTAN,989792,202402,MOBILE,Unspecified,MANHATTAN,40.72222171396419,-73.98000637848645,"{'latitude': '40.72222171396419', 'longitude': '-73.98000637848645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931456,2023-09-26T12:44:08.000,2023-09-26T13:17:58.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11219,1313 63 STREET,63 STREET,13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,ADDRESS,BROOKLYN,63 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T13:18:03.000,10 BROOKLYN,3057330074,BROOKLYN,984309,167650,ONLINE,Unspecified,BROOKLYN,40.626837038981044,-73.99978745258561,"{'latitude': '40.626837038981044', 'longitude': '-73.99978745258561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928056,2023-09-26T12:44:00.000,2023-09-26T14:20:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Odor (SA2),,10465,1121 VINCENT AVENUE,VINCENT AVENUE,LAYTON AVE,FAIRMOUNT AVE,,,ADDRESS,BRONX,,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-26T14:20:00.000,10 BRONX,2053210036,BRONX,1033815,243733,PHONE,Unspecified,BRONX,40.83552702383303,-73.82088195369134,"{'latitude': '40.83552702383303', 'longitude': '-73.82088195369134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935217,2023-09-26T12:44:00.000,2023-09-26T14:00:00.000,DEP,Department of Environmental Protection,Water System,No Water (WNW),,10305,79 CHESTNUT AVENUE,CHESTNUT AVENUE,ANDERSON ST,TOMPKINS AVE,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-26T14:00:00.000,01 STATEN ISLAND,5028440124,STATEN ISLAND,964575,163912,ONLINE,Unspecified,STATEN ISLAND,40.61655516396479,-74.07086824906752,"{'latitude': '40.61655516396479', 'longitude': '-74.07086824906752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930235,2023-09-26T12:43:30.000,2023-09-29T11:57:18.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11214,2459 84 STREET,84 STREET,24 AVENUE,25 AVENUE,24 AVENUE,25 AVENUE,ADDRESS,BROOKLYN,84 STREET,Closed,NYC Parks inspected and determined that the site is ineligible for the Trees and Sidewalks Program because of one or more of the following reasons:  - The property adjacent to the sidewalk is not in Tax Class 1 - The property adjacent to the sidewalk is not owner-occupied - The property adjacent to the sidewalk contains a place of business  You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.,2023-09-29T07:56:13.000,11 BROOKLYN,3068540050,BROOKLYN,987877,157752,PHONE,Unspecified,BROOKLYN,40.59966832880832,-73.98693905447674,"{'latitude': '40.59966832880832', 'longitude': '-73.98693905447674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927744,2023-09-26T12:43:23.000,2023-10-03T09:11:38.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,11418,116-17 GROSVENOR LANE,GROSVENOR LANE,116 STREET,METROPOLITAN AVENUE,116 STREET,METROPOLITAN AVENUE,ADDRESS,RICHMOND HILL,GROSVENOR LANE,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,2023-10-03T09:11:41.000,09 QUEENS,4033217507,QUEENS,1029743,196874,ONLINE,Unspecified,QUEENS,40.7069334609,-73.83591451775338,"{'latitude': '40.7069334609', 'longitude': '-73.83591451775338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928928,2023-09-26T12:43:14.000,2023-09-27T12:16:24.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,10309,76 GAYNOR STREET,GAYNOR STREET,PLEASANT PLAINS AVENUE,SOUTH SERVICE ROAD,PLEASANT PLAINS AVENUE,SOUTH SERVICE ROAD,ADDRESS,STATEN ISLAND,GAYNOR STREET,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-27T12:16:28.000,03 STATEN ISLAND,5074990166,STATEN ISLAND,923133,130830,ONLINE,Unspecified,STATEN ISLAND,40.52556288171827,-74.21984054831526,"{'latitude': '40.52556288171827', 'longitude': '-74.21984054831526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928327,2023-09-26T12:42:50.000,2023-09-26T14:23:37.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11101,38-04 47 AVENUE,47 AVENUE,38 STREET,39 STREET,38 STREET,39 STREET,ADDRESS,LONG ISLAND CITY,47 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T14:23:41.000,02 QUEENS,4002270031,QUEENS,1004400,209650,ONLINE,Unspecified,QUEENS,40.742094475425425,-73.92728407013581,"{'latitude': '40.742094475425425', 'longitude': '-73.92728407013581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932457,2023-09-26T12:42:48.000,2023-09-27T19:34:45.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11422,148-41 236 STREET,236 STREET,,,,,ADDRESS,ROSEDALE,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-27T00:00:00.000,13 QUEENS,4137360014,QUEENS,1054436,177568,ONLINE,Unspecified,QUEENS,40.65378168145543,-73.74705256616203,"{'latitude': '40.65378168145543', 'longitude': '-73.74705256616203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931672,2023-09-26T12:42:47.000,,DPR,Department of Parks and Recreation,Uprooted Stump,Remove Stump,Street,11211,379 UNION AVENUE,UNION AVENUE,HOPE STREET,AINSLIE STREET,HOPE STREET,AINSLIE STREET,ADDRESS,BROOKLYN,UNION AVENUE,In Progress,,,01 BROOKLYN,3023750024,BROOKLYN,997756,198646,ONLINE,Unspecified,BROOKLYN,40.711903822145416,-73.95128255789648,"{'latitude': '40.711903822145416', 'longitude': '-73.95128255789648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931756,2023-09-26T12:42:37.000,2023-10-05T08:30:46.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11433,169-04 110 AVENUE,110 AVENUE,169 PLACE,MERRICK BOULEVARD,169 PLACE,MERRICK BOULEVARD,ADDRESS,JAMAICA,110 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T06:17:25.000,12 QUEENS,4101970055,QUEENS,1044221,192766,ONLINE,Unspecified,QUEENS,40.69557171451128,-73.7837316119401,"{'latitude': '40.69557171451128', 'longitude': '-73.7837316119401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935480,2023-09-26T12:42:30.000,2023-09-27T10:01:28.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,11434,150-14 116 DRIVE,116 DRIVE,SUTPHIN BOULEVARD,155 STREET,SUTPHIN BOULEVARD,155 STREET,ADDRESS,JAMAICA,116 DRIVE,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-27T10:01:31.000,12 QUEENS,4122030188,QUEENS,1042007,187583,PHONE,Unspecified,QUEENS,40.68136033643541,-73.79176017679956,"{'latitude': '40.68136033643541', 'longitude': '-73.79176017679956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933012,2023-09-26T12:42:29.000,2023-09-27T13:34:11.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11215,355 15 STREET,15 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,15 STREET,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-26T22:49:53.000,06 BROOKLYN,3011027504,BROOKLYN,988711,180815,MOBILE,Unspecified,BROOKLYN,40.662971002252945,-73.9839205484147,"{'latitude': '40.662971002252945', 'longitude': '-73.9839205484147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933488,2023-09-26T12:42:27.000,2023-09-26T12:52:55.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11235,181 BRIGHTON   10 STREET,BRIGHTON   10 STREET,CONEY ISLAND AVENUE,OCEAN VIEW AVENUE,CONEY ISLAND AVENUE,OCEAN VIEW AVENUE,ADDRESS,BROOKLYN,BRIGHTON   10 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T12:52:58.000,13 BROOKLYN,3087070049,BROOKLYN,995648,150506,ONLINE,Unspecified,BROOKLYN,40.579772922278515,-73.9589676547705,"{'latitude': '40.579772922278515', 'longitude': '-73.9589676547705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930537,2023-09-26T12:42:26.000,2023-09-27T12:48:10.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Street,10312,24 KENILWORTH AVENUE,KENILWORTH AVENUE,ARTHUR KILL ROAD,BENSON STREET,ARTHUR KILL ROAD,BENSON STREET,ADDRESS,STATEN ISLAND,KENILWORTH AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-27T12:48:15.000,03 STATEN ISLAND,5057270006,STATEN ISLAND,933312,145176,ONLINE,Unspecified,STATEN ISLAND,40.56500413077759,-74.18333435469596,"{'latitude': '40.56500413077759', 'longitude': '-74.18333435469596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926293,2023-09-26T12:42:25.000,2023-09-26T12:42:25.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10451,865 WALTON AVENUE,WALTON AVENUE,,,,,ADDRESS,BRONX,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-26T00:00:00.000,04 BRONX,2024740046,BRONX,1005189,240506,UNKNOWN,Unspecified,BRONX,40.826784103932,-73.92434060680064,"{'latitude': '40.826784103932', 'longitude': '-73.92434060680064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927013,2023-09-26T12:42:25.000,2023-11-15T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,10003,310 EAST   12 STREET,EAST   12 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-15T00:00:00.000,03 MANHATTAN,1004530011,MANHATTAN,988299,205523,UNKNOWN,Unspecified,MANHATTAN,40.73078890884715,-73.98539072877799,"{'latitude': '40.73078890884715', 'longitude': '-73.98539072877799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934187,2023-09-26T12:42:00.000,2023-09-28T11:14:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10306,16 NEUTRAL AVENUE,NEUTRAL AVENUE,BEND,CEDAR GROVE AVENUE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-28T11:14:00.000,02 STATEN ISLAND,5040930008,STATEN ISLAND,955638,143623,PHONE,Unspecified,STATEN ISLAND,40.560841597315815,-74.10297289067165,"{'latitude': '40.560841597315815', 'longitude': '-74.10297289067165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934169,2023-09-26T12:42:00.000,2023-10-04T14:57:32.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10469,1303 HICKS STREET,HICKS STREET,WILSON AVENUE,FISH AVENUE,WILSON AVENUE,FISH AVENUE,ADDRESS,BRONX,HICKS STREET,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-04T14:57:35.000,12 BRONX,2047110103,BRONX,1025204,258977,PHONE,Unspecified,BRONX,40.87741131530807,-73.85190719498085,"{'latitude': '40.87741131530807', 'longitude': '-73.85190719498085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935567,2023-09-26T12:41:59.000,2023-09-27T13:34:11.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11215,355 15 STREET,15 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,15 STREET,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-26T22:49:53.000,06 BROOKLYN,3011027504,BROOKLYN,988711,180815,MOBILE,Unspecified,BROOKLYN,40.662971002252945,-73.9839205484147,"{'latitude': '40.662971002252945', 'longitude': '-73.9839205484147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931493,2023-09-26T12:41:44.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11228,1549 85 STREET,85 STREET,15 AVENUE,16 AVENUE,15 AVENUE,16 AVENUE,ADDRESS,BROOKLYN,85 STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-27T09:03:29.000,11 BROOKLYN,3063240062,BROOKLYN,982087,162011,ONLINE,Unspecified,BROOKLYN,40.61135889262871,-74.0077903976871,"{'latitude': '40.61135889262871', 'longitude': '-74.0077903976871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926645,2023-09-26T12:41:35.000,2023-09-29T07:48:14.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10302,99 GROVE AVENUE,GROVE AVENUE,FABER STREET,SHARPE AVENUE,FABER STREET,SHARPE AVENUE,ADDRESS,STATEN ISLAND,GROVE AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-28T12:19:30.000,01 STATEN ISLAND,5010760014,STATEN ISLAND,946302,171948,ONLINE,Unspecified,STATEN ISLAND,40.63855284682158,-74.13673167238585,"{'latitude': '40.63855284682158', 'longitude': '-74.13673167238585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932041,2023-09-26T12:41:25.000,2023-09-26T16:08:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11418,86-11 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,HILLSIDE AVENUE,BABBAGE STREET,HILLSIDE AVENUE,BABBAGE STREET,ADDRESS,RICHMOND HILL,LEFFERTS BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T16:08:19.000,09 QUEENS,4092730048,QUEENS,1031020,194699,MOBILE,Unspecified,QUEENS,40.700956950476176,-73.83132371400245,"{'latitude': '40.700956950476176', 'longitude': '-73.83132371400245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929108,2023-09-26T12:41:05.000,2023-09-27T08:00:35.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10019,7 AVENUE,7 AVENUE,7 AVENUE,WEST   53 STREET,7 AVENUE,WEST 53 STREET,INTERSECTION,MANHATTAN,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-26T16:43:13.000,05 MANHATTAN,,MANHATTAN,989266,217247,PHONE,Unspecified,MANHATTAN,40.76296784838588,-73.98189293433464,"{'latitude': '40.76296784838588', 'longitude': '-73.98189293433464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926789,2023-09-26T12:41:00.000,2023-10-21T09:45:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10314,1260 RICHMOND AVENUE,RICHMOND AVENUE,DEPPE PL,W CASWELL AVE,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-21T09:45:00.000,01 STATEN ISLAND,5016447501,STATEN ISLAND,940946,164328,ONLINE,Unspecified,STATEN ISLAND,40.61761301763288,-74.1559811222199,"{'latitude': '40.61761301763288', 'longitude': '-74.1559811222199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58928288,2023-09-26T12:40:49.000,2023-09-26T13:21:45.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11215,275 20 STREET,20 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,20 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T13:21:50.000,07 BROOKLYN,3008850058,BROOKLYN,986511,180214,MOBILE,Unspecified,BROOKLYN,40.66132222516142,-73.9918505399491,"{'latitude': '40.66132222516142', 'longitude': '-73.9918505399491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927853,2023-09-26T12:40:47.000,2023-09-27T13:34:10.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11215,355 15 STREET,15 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,15 STREET,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-26T22:49:53.000,06 BROOKLYN,3011027504,BROOKLYN,988711,180815,MOBILE,Unspecified,BROOKLYN,40.662971002252945,-73.9839205484147,"{'latitude': '40.662971002252945', 'longitude': '-73.9839205484147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929147,2023-09-26T12:40:23.000,2023-09-27T13:34:07.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11215,355 15 STREET,15 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,15 STREET,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-26T22:49:47.000,06 BROOKLYN,3011027504,BROOKLYN,988711,180815,MOBILE,Unspecified,BROOKLYN,40.662971002252945,-73.9839205484147,"{'latitude': '40.662971002252945', 'longitude': '-73.9839205484147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925843,2023-09-26T12:40:21.000,2023-09-26T12:55:54.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11106,36-13 13 STREET,13 STREET,36 AVENUE,37 AVENUE,36 AVENUE,37 AVENUE,ADDRESS,ASTORIA,13 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T12:55:58.000,01 QUEENS,,QUEENS,1001279,216242,ONLINE,Unspecified,QUEENS,40.760194404991395,-73.93853022225758,"{'latitude': '40.760194404991395', 'longitude': '-73.93853022225758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931202,2023-09-26T12:40:00.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10002,151 ALLEN STREET,ALLEN STREET,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,03 MANHATTAN,1004167501,MANHATTAN,987137,201870,PHONE,Unspecified,MANHATTAN,40.720762767296364,-73.98958492937989,"{'latitude': '40.720762767296364', 'longitude': '-73.98958492937989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928322,2023-09-26T12:39:59.000,2023-09-26T14:25:49.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11215,157 16 STREET,16 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,16 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T14:25:55.000,07 BROOKLYN,3010470067,BROOKLYN,986660,181809,PHONE,Unspecified,BROOKLYN,40.66570010774007,-73.99131292004668,"{'latitude': '40.66570010774007', 'longitude': '-73.99131292004668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934993,2023-09-26T12:39:50.000,2023-10-19T19:42:13.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11415,84-09 TALBOT STREET,TALBOT STREET,,,,,ADDRESS,KEW GARDENS,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-19T00:00:00.000,09 QUEENS,4033570012,QUEENS,1032053,197469,PHONE,Unspecified,QUEENS,40.708554413815015,-73.82757853904246,"{'latitude': '40.708554413815015', 'longitude': '-73.82757853904246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
