unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,facility_type,taxi_company_borough,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58869639,2023-09-19T17:34:16.000,2023-09-19T17:55:55.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10453,17 WEST  182 STREET,WEST  182 STREET,JEROME AVENUE,DAVIDSON AVENUE,JEROME AVENUE,DAVIDSON AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T17:55:58.000,05 BRONX,BRONX,1010407,251641,MOBILE,Unspecified,BRONX,40.857332496725945,-73.905442863751,"{'latitude': '40.857332496725945', 'longitude': '-73.905442863751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,WEST  182 STREET,2031960023,,,,,,,,
58862164,2023-09-19T17:34:16.000,2023-09-19T17:46:01.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T17:46:04.000,08 QUEENS,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRESH MEADOWS,PARSONS BOULEVARD,4068290001,,,,,,,,
58856902,2023-09-19T17:34:15.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10027,265 WEST  121 STREET,WEST  121 STREET,ADAM CLAYTON POWELL JR BOULEVARD,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ST NICHOLAS AVENUE,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-19T21:05:25.000,10 MANHATTAN,MANHATTAN,997573,233339,MOBILE,Unspecified,MANHATTAN,40.80712747424947,-73.95187390367103,"{'latitude': '40.80712747424947', 'longitude': '-73.95187390367103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  121 STREET,1019270007,,,,,,,,
58856015,2023-09-19T17:34:14.000,2023-09-19T17:44:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10467,3535 ROCHAMBEAU AVENUE,ROCHAMBEAU AVENUE,EAST GUN HILL ROAD,EAST  212 STREET,EAST GUN HILL ROAD,EAST  212 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T17:44:44.000,07 BRONX,BRONX,1017693,260786,ONLINE,Unspecified,BRONX,40.88240811038497,-73.87905847713522,"{'latitude': '40.88240811038497', 'longitude': '-73.87905847713522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,ROCHAMBEAU AVENUE,2033280171,,,,,,,,
58863501,2023-09-19T17:33:46.000,2023-09-19T18:23:24.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,10027,263 WEST  121 STREET,WEST  121 STREET,ADAM CLAYTON POWELL JR BOULEVARD,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ST NICHOLAS AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T18:23:28.000,10 MANHATTAN,MANHATTAN,997584,233333,MOBILE,Unspecified,MANHATTAN,40.80711098931465,-73.9518341807724,"{'latitude': '40.80711098931465', 'longitude': '-73.9518341807724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  121 STREET,1019270008,,,,,,,,
58868954,2023-09-19T17:33:41.000,2023-09-19T18:01:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10038,7 OLIVER STREET,OLIVER STREET,ST JAMES PLACE,HENRY STREET,ST JAMES PLACE,HENRY STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T18:01:39.000,03 MANHATTAN,MANHATTAN,984790,199012,MOBILE,Unspecified,MANHATTAN,40.712918697020896,-73.9980521384618,"{'latitude': '40.712918697020896', 'longitude': '-73.9980521384618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,OLIVER STREET,1002790015,,,,,,,,
58858841,2023-09-19T17:33:32.000,2023-09-20T20:07:51.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10025,101 WEST   93 STREET,WEST   93 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-20T20:07:57.000,07 MANHATTAN,MANHATTAN,992839,227451,MOBILE,Unspecified,MANHATTAN,40.79097239102523,-73.96898185650934,"{'latitude': '40.79097239102523', 'longitude': '-73.96898185650934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   93 STREET,1012240029,,,,,,,,
58870177,2023-09-19T17:33:21.000,2023-09-22T08:50:04.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10470,514 EAST  236 STREET,EAST  236 STREET,VIREO AVENUE,WEBSTER AVENUE,VIREO AVENUE,WEBSTER AVENUE,ADDRESS,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-19T17:33:21.000,12 BRONX,BRONX,1022064,266730,PHONE,Unspecified,BRONX,40.89870484645738,-73.86321787958774,"{'latitude': '40.89870484645738', 'longitude': '-73.86321787958774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,EAST  236 STREET,2033970015,,,,,,,,
58869214,2023-09-19T17:33:11.000,2023-09-19T18:37:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11239,11629 SEAVIEW AVENUE,SEAVIEW AVENUE,ERSKINE STREET,FOUNTAIN AVENUE,ERSKINE STREET,FOUNTAIN AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T18:37:35.000,05 BROOKLYN,BROOKLYN,1021739,177586,MOBILE,Unspecified,BROOKLYN,40.654029875415695,-73.8648908299817,"{'latitude': '40.654029875415695', 'longitude': '-73.8648908299817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,SEAVIEW AVENUE,3045860501,,,,,,,,
58855952,2023-09-19T17:32:46.000,2023-09-19T18:17:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472,1338 MANOR AVENUE,MANOR AVENUE,EAST  172 STREET,EAST  173 STREET,EAST  172 STREET,EAST  173 STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T18:17:18.000,09 BRONX,BRONX,1018230,242601,ONLINE,Unspecified,BRONX,40.83249373032266,-73.87720868588839,"{'latitude': '40.83249373032266', 'longitude': '-73.87720868588839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,MANOR AVENUE,2038660029,,,,,,,,
58855884,2023-09-19T17:32:41.000,2023-09-19T18:47:45.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10305,26 LANDIS AVENUE,LANDIS AVENUE,CHICAGO AVENUE,KNAUTH PLACE,CHICAGO AVENUE,KNAUTH PLACE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T18:47:49.000,02 STATEN ISLAND,STATEN ISLAND,965113,158242,ONLINE,Unspecified,STATEN ISLAND,40.60099335961572,-74.06891433682208,"{'latitude': '40.60099335961572', 'longitude': '-74.06891433682208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,LANDIS AVENUE,5030950021,,,,,,,,
58857568,2023-09-19T17:32:40.000,2023-09-19T19:48:05.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,Street/Sidewalk,11230,990 EAST   14 STREET,EAST   14 STREET,AVENUE I,AVENUE J,AVENUE I,AVENUE J,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T19:48:10.000,14 BROOKLYN,BROOKLYN,994681,167191,PHONE,Unspecified,BROOKLYN,40.62557103958693,-73.96242304926501,"{'latitude': '40.62557103958693', 'longitude': '-73.96242304926501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,EAST   14 STREET,3067060043,,,,,,,,
58867335,2023-09-19T17:32:32.000,2023-09-19T18:54:45.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11220,824 67 STREET,67 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T18:54:49.000,10 BROOKLYN,BROOKLYN,980635,169186,MOBILE,Unspecified,BROOKLYN,40.63105229783166,-74.01302385486528,"{'latitude': '40.63105229783166', 'longitude': '-74.01302385486528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,67 STREET,3057630017,,,,,,,,
58865168,2023-09-19T17:32:30.000,2023-09-19T18:14:42.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11436,115-17 147 STREET,147 STREET,115 AVENUE,116 AVENUE,115 AVENUE,116 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T18:14:46.000,12 QUEENS,QUEENS,1041036,188324,MOBILE,Unspecified,QUEENS,40.683400489731106,-73.79525480879505,"{'latitude': '40.683400489731106', 'longitude': '-73.79525480879505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,147 STREET,4119920107,,,,,,,,
58862716,2023-09-19T17:31:59.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10027,263 WEST  121 STREET,WEST  121 STREET,ADAM CLAYTON POWELL JR BOULEVARD,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ST NICHOLAS AVENUE,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-19T21:04:33.000,10 MANHATTAN,MANHATTAN,997584,233333,MOBILE,Unspecified,MANHATTAN,40.80711098931465,-73.9518341807724,"{'latitude': '40.80711098931465', 'longitude': '-73.9518341807724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  121 STREET,1019270008,,,,,,,,
58868162,2023-09-19T17:31:48.000,2023-09-20T09:11:30.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,10469,1274 ADEE AVENUE,ADEE AVENUE,BOUCK AVENUE,WILSON AVENUE,BOUCK AVENUE,WILSON AVENUE,ADDRESS,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-20T09:11:36.000,11 BRONX,BRONX,1025788,256052,ONLINE,Unspecified,BRONX,40.86938037167996,-73.84981354471181,"{'latitude': '40.86938037167996', 'longitude': '-73.84981354471181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,ADEE AVENUE,2045860033,,,,,,,,
58869025,2023-09-19T17:31:38.000,2023-09-19T17:53:36.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10034,4773 BROADWAY,BROADWAY,DYCKMAN STREET,CUMMING STREET,DYCKMAN STREET,CUMMING STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T17:53:39.000,12 MANHATTAN,MANHATTAN,1004567,254720,MOBILE,Unspecified,MANHATTAN,40.86579879163001,-73.92654502539118,"{'latitude': '40.86579879163001', 'longitude': '-73.92654502539118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,BROADWAY,1022370001,,,,,,,,
58862874,2023-09-19T17:31:30.000,,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,"Bodega, Deli, or Convenience Store",Business,11207,591 SUTTER AVENUE,SUTTER AVENUE,GEORGIA AVENUE,SHEFFIELD AVENUE,GEORGIA AVENUE,SHEFFIELD AVENUE,ADDRESS,In Progress,"The Department of Consumer and Worker Protection (DCWP) Enforcement Division is reviewing your NYC311 Service Request.   If the Enforcement Division needs to conduct an inspection, it may take 35 days to complete.  Please wait 35 days from the date of this update before calling DCWP for status.  You can get status by calling DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-09-28T10:09:07.000,05 BROOKLYN,BROOKLYN,1012832,183072,ONLINE,Unspecified,BROOKLYN,40.669120952355776,-73.89696808690633,"{'latitude': '40.669120952355776', 'longitude': '-73.89696808690633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,SUTTER AVENUE,3037530001,,,,,,,,
58866172,2023-09-19T17:31:24.000,2023-09-20T21:45:44.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10473,645 THIERIOT AVENUE,THIERIOT AVENUE,RANDALL AVENUE,SEWARD AVENUE,RANDALL AVENUE,SEWARD AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T21:45:47.000,09 BRONX,BRONX,1022645,237416,PHONE,Unspecified,BRONX,40.81824430760195,-73.86128418365467,"{'latitude': '40.81824430760195', 'longitude': '-73.86128418365467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,THIERIOT AVENUE,2035590059,,,,,,,,
58865625,2023-09-19T17:30:51.000,2023-09-19T18:38:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11104,45-10 QUEENS BOULEVARD,QUEENS BOULEVARD,45 STREET,46 STREET,45 STREET,46 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T18:38:24.000,02 QUEENS,QUEENS,1006577,210066,ONLINE,Unspecified,QUEENS,40.74323106300567,-73.91942648608082,"{'latitude': '40.74323106300567', 'longitude': '-73.91942648608082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SUNNYSIDE,QUEENS BOULEVARD,4001640011,,,,,,,,
58868552,2023-09-19T17:30:44.000,2023-09-22T09:41:10.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,11201,134 SMITH STREET,SMITH STREET,DEAN STREET,BERGEN STREET,DEAN STREET,BERGEN STREET,ADDRESS,Closed,The Department of Sanitation collected the requested items.,2023-09-20T11:58:13.000,02 BROOKLYN,BROOKLYN,986965,189615,ONLINE,Unspecified,BROOKLYN,40.68712572819214,-73.9902103732519,"{'latitude': '40.68712572819214', 'longitude': '-73.9902103732519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,SMITH STREET,3001930023,,,,,,,,
58862412,2023-09-19T17:30:30.000,2023-09-19T17:30:30.000,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Other Animal,1-2 Family Dwelling,11435,148-20 87 AVENUE,87 AVENUE,148 STREET,150 STREET,148 STREET,150 STREET,ADDRESS,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-19T17:30:30.000,08 QUEENS,QUEENS,1037123,197088,ONLINE,Unspecified,QUEENS,40.707479817489364,-73.80929451586381,"{'latitude': '40.707479817489364', 'longitude': '-73.80929451586381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,87 AVENUE,4097050009,,,,,,,,
58862502,2023-09-19T17:30:28.000,2023-11-20T11:32:31.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11229,MARINE PARK,MARINE PARK,BURNETT STREET,EAST   33 STREET,BURNETT STREET,EAST   33 STREET,UNRECOGNIZED,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-11-20T11:32:40.000,18 BROOKLYN,BROOKLYN,1006747,156658,PHONE,Unspecified,BROOKLYN,40.59663770945727,-73.91899123356184,"{'latitude': '40.59663770945727', 'longitude': '-73.91899123356184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,MARINE PARK,3085900600,,,,,,,,
58869253,2023-09-19T17:30:26.000,2023-09-19T22:07:19.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11234,2114 COLEMAN STREET,COLEMAN STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T22:07:22.000,18 BROOKLYN,BROOKLYN,1004940,161535,ONLINE,Unspecified,BROOKLYN,40.61002847958509,-73.9254830627897,"{'latitude': '40.61002847958509', 'longitude': '-73.9254830627897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,COLEMAN STREET,3085400052,,,,,,,,
58864675,2023-09-19T17:30:16.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-20T00:16:24.000,Unspecified BRONX,BRONX,1022765,242874,PHONE,Unspecified,BRONX,40.83322442325393,-73.86081931009038,"{'latitude': '40.83322442325393', 'longitude': '-73.86081931009038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,6,,Other,
58860425,2023-09-19T17:30:03.000,2023-09-19T17:30:03.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Other (Explain Below),10025,139 WEST   93 STREET,WEST   93 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-19T17:30:03.000,07 MANHATTAN,MANHATTAN,992468,227652,MOBILE,Unspecified,MANHATTAN,40.791524434659735,-73.97032143247763,"{'latitude': '40.791524434659735', 'longitude': '-73.97032143247763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   93 STREET,1012240016,,,,,,,,
58859664,2023-09-19T17:30:00.000,2023-09-20T16:55:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10023,,,,,COLUMBUS AVENUE,WEST 76 STREET,INTERSECTION,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-20T16:55:00.000,07 MANHATTAN,MANHATTAN,990647,223452,UNKNOWN,Unspecified,MANHATTAN,40.77999806200927,-73.97690180934424,"{'latitude': '40.77999806200927', 'longitude': '-73.97690180934424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MANHATTAN,,,,,,,,,,
58867885,2023-09-19T17:29:50.000,2023-09-29T16:11:35.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10468,2719 SEDGWICK AVENUE,SEDGWICK AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-29T00:00:00.000,08 BRONX,BRONX,1011103,256349,ONLINE,Unspecified,BRONX,40.87025243489277,-73.90290797283738,"{'latitude': '40.87025243489277', 'longitude': '-73.90290797283738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2032530063,,,,,,,,
58860122,2023-09-19T17:29:50.000,2023-09-29T16:11:35.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10468,2719 SEDGWICK AVENUE,SEDGWICK AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,08 BRONX,BRONX,1011103,256349,ONLINE,Unspecified,BRONX,40.87025243489277,-73.90290797283738,"{'latitude': '40.87025243489277', 'longitude': '-73.90290797283738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2032530063,,,,,,,,
58856354,2023-09-19T17:29:50.000,2023-09-29T16:11:35.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10468,2719 SEDGWICK AVENUE,SEDGWICK AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,08 BRONX,BRONX,1011103,256349,ONLINE,Unspecified,BRONX,40.87025243489277,-73.90290797283738,"{'latitude': '40.87025243489277', 'longitude': '-73.90290797283738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2032530063,,,,,,,,
58857260,2023-09-19T17:29:49.000,2023-09-19T22:59:33.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11235,2000 AVENUE X,AVENUE X,OCEAN AVENUE,EAST   21 STREET,OCEAN AVENUE,EAST   21 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T22:59:36.000,15 BROOKLYN,BROOKLYN,998138,155239,MOBILE,Unspecified,BROOKLYN,40.59276051207896,-73.9499940291894,"{'latitude': '40.59276051207896', 'longitude': '-73.9499940291894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,AVENUE X,,,,,,,,,
58862098,2023-09-19T17:29:45.000,2023-10-04T16:22:41.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10001,211 WEST   28 STREET,WEST   28 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-04T00:00:00.000,05 MANHATTAN,MANHATTAN,985917,211615,ONLINE,Unspecified,MANHATTAN,40.74751070700358,-73.99398375700693,"{'latitude': '40.74751070700358', 'longitude': '-73.99398375700693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1007780033,,,,,,,,
58857079,2023-09-19T17:29:39.000,2023-09-21T12:52:34.000,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11234,2248 RYDER STREET,RYDER STREET,AVENUE U,AVENUE V,AVENUE U,AVENUE V,ADDRESS,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-21T04:43:23.000,18 BROOKLYN,BROOKLYN,1005172,160458,PHONE,Unspecified,BROOKLYN,40.60707179167191,-73.92465083042414,"{'latitude': '40.60707179167191', 'longitude': '-73.92465083042414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,RYDER STREET,3085550060,,,,,,,,
58856307,2023-09-19T17:29:37.000,2023-10-10T08:44:37.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10469,3355 SEYMOUR AVENUE,SEYMOUR AVENUE,,,,,ADDRESS,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,12 BRONX,BRONX,1026157,258139,PHONE,Unspecified,BRONX,40.87510679387343,-73.84846632272254,"{'latitude': '40.87510679387343', 'longitude': '-73.84846632272254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2047360010,,,,,,,,
58870124,2023-09-19T17:29:27.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11211,225 ROSS STREET,ROSS STREET,LEE AVENUE,WILLIAMSBURG ST WEST,LEE AVENUE,WILLIAMSBURG ST WEST,ADDRESS,In Progress,,,01 BROOKLYN,BROOKLYN,995620,196721,PHONE,Unspecified,BROOKLYN,40.70662315667549,-73.95899056501582,"{'latitude': '40.70662315667549', 'longitude': '-73.95899056501582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,ROSS STREET,3021830041,,,,,,,,
58859657,2023-09-19T17:29:00.000,2023-10-04T00:05:00.000,DOT,Department of Transportation,Street Light Condition,Multiple Street Lights Out,,10007,CITY HALL PARK,CITY HALL PARK,,,BROADWAY,CHAMBERS STREET,INTERSECTION,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-04T00:05:00.000,01 MANHATTAN,MANHATTAN,982501,199466,UNKNOWN,Unspecified,MANHATTAN,40.71416466233701,-74.0063090250317,"{'latitude': '40.71416466233701', 'longitude': '-74.0063090250317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MANHATTAN,,,,,,,,,,
58870647,2023-09-19T17:28:12.000,2023-09-20T15:39:20.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Street,11385,1828 PUTNAM AVENUE,PUTNAM AVENUE,SENECA AVENUE,ONDERDONK AVENUE,SENECA AVENUE,ONDERDONK AVENUE,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T12:28:49.000,05 QUEENS,QUEENS,1010603,195041,PHONE,Unspecified,QUEENS,40.701980016130605,-73.90495632871882,"{'latitude': '40.701980016130605', 'longitude': '-73.90495632871882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RIDGEWOOD,PUTNAM AVENUE,4034630027,,,,,,,,
58855766,2023-09-19T17:28:01.000,2023-09-19T19:23:30.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11419,107-54 129 STREET,129 STREET,107 AVENUE,109 AVENUE,107 AVENUE,109 AVENUE,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T19:23:32.000,10 QUEENS,QUEENS,1035615,189370,MOBILE,Unspecified,QUEENS,40.68630463266448,-73.81479250105252,"{'latitude': '40.68630463266448', 'longitude': '-73.81479250105252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH RICHMOND HILL,129 STREET,4096080048,,,,,,,,
