unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_company_borough
58869582,2023-09-14T23:06:02.000,2023-09-14T23:19:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,72 RUTLAND ROAD,RUTLAND ROAD,FLATBUSH AVENUE,BEDFORD AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,RUTLAND ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T23:19:58.000,09 BROOKLYN,3050370038,BROOKLYN,995814,179337,ONLINE,Unspecified,BROOKLYN,40.65890779083729,-73.95832067732681,"{'latitude': '40.65890779083729', 'longitude': '-73.95832067732681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857279,2023-09-14T23:05:36.000,2023-09-15T00:06:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11355,146-45 59 AVENUE,59 AVENUE,146 STREET,148 STREET,146 STREET,148 STREET,ADDRESS,FLUSHING,59 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T00:06:45.000,07 QUEENS,4064150032,QUEENS,1033496,210061,ONLINE,Unspecified,QUEENS,40.74310840811963,-73.82228162654806,"{'latitude': '40.74310840811963', 'longitude': '-73.82228162654806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861739,2023-09-14T23:04:34.000,2023-09-15T00:09:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,466 EAST   10 STREET,EAST   10 STREET,AVENUE D,FRANKLIN D ROOSEVELT DRIVE,AVENUE D,FRANKLIN D ROOSEVELT DRIVE,ADDRESS,NEW YORK,EAST   10 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T00:09:30.000,03 MANHATTAN,1003620010,MANHATTAN,991338,203190,ONLINE,Unspecified,MANHATTAN,40.7243834794696,-73.97442811493946,"{'latitude': '40.7243834794696', 'longitude': '-73.97442811493946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864313,2023-09-14T23:04:34.000,2023-09-21T15:38:26.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11230,1126 EAST    8 STREET,EAST    8 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST    8 STREET,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-21T15:38:32.000,12 BROOKLYN,3065330013,BROOKLYN,993279,165702,UNKNOWN,Unspecified,BROOKLYN,40.62148558617719,-73.96747564771192,"{'latitude': '40.62148558617719', 'longitude': '-73.96747564771192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865640,2023-09-14T23:04:18.000,2023-09-14T23:19:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10029,EAST  112 STREET,EAST  112 STREET,2 AVENUE,EAST  112 STREET,2 AVENUE,EAST  112 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T23:19:19.000,11 MANHATTAN,,MANHATTAN,1000966,228728,MOBILE,Unspecified,MANHATTAN,40.79446577491698,-73.9396289992966,"{'latitude': '40.79446577491698', 'longitude': '-73.9396289992966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859432,2023-09-14T23:04:05.000,2023-09-15T00:06:01.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11356,20 AVENUE,20 AVENUE,20 AVENUE,132 STREET,20 AVENUE,132 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T00:06:04.000,07 QUEENS,,QUEENS,1029476,224095,ONLINE,Unspecified,QUEENS,40.78164953207379,-73.8366945016287,"{'latitude': '40.78164953207379', 'longitude': '-73.8366945016287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861345,2023-09-14T23:04:02.000,2023-09-15T09:04:33.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11214,1914 80 STREET,80 STREET,19 AVENUE,20 AVENUE,19 AVENUE,20 AVENUE,ADDRESS,BROOKLYN,80 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T09:04:36.000,11 BROOKLYN,3062860012,BROOKLYN,985256,161150,PHONE,Unspecified,BROOKLYN,40.60899583137721,-73.9963768549901,"{'latitude': '40.60899583137721', 'longitude': '-73.9963768549901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866592,2023-09-14T23:04:02.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-07T09:09:55.000,Unspecified BROOKLYN,,BROOKLYN,994933,178019,MOBILE,Unspecified,BROOKLYN,40.65529127701072,-73.96149809200942,"{'latitude': '40.65529127701072', 'longitude': '-73.96149809200942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,Q,,Mezzanine,,
58857481,2023-09-14T23:03:52.000,2023-09-15T03:26:24.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11385,2103 GATES AVENUE,GATES AVENUE,GRANDVIEW AVENUE,FOREST AVENUE,GRANDVIEW AVENUE,FOREST AVENUE,ADDRESS,RIDGEWOOD,GATES AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T03:26:28.000,05 QUEENS,4034870001,QUEENS,1010871,197093,MOBILE,Unspecified,QUEENS,40.70761146757963,-73.90398165933793,"{'latitude': '40.70761146757963', 'longitude': '-73.90398165933793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867587,2023-09-14T23:03:44.000,2023-09-15T02:17:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1069 WALTON AVENUE,WALTON AVENUE,EAST  165 STREET,EAST  166 STREET,EAST  165 STREET,EAST  166 STREET,ADDRESS,BRONX,WALTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T02:17:36.000,04 BRONX,2024780058,BRONX,1006004,242339,MOBILE,Unspecified,BRONX,40.83181319265939,-73.9213898055035,"{'latitude': '40.83181319265939', 'longitude': '-73.9213898055035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865269,2023-09-14T23:03:36.000,2023-09-14T23:17:43.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11226,490 EAST   23 STREET,EAST   23 STREET,STEPHENS COURT,FOSTER AVENUE,STEPHENS COURT,FOSTER AVENUE,ADDRESS,BROOKLYN,EAST   23 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T23:17:48.000,14 BROOKLYN,3052220082,BROOKLYN,996521,171737,ONLINE,Unspecified,BROOKLYN,40.63804648847743,-73.95578631258272,"{'latitude': '40.63804648847743', 'longitude': '-73.95578631258272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863810,2023-09-14T23:03:36.000,2023-09-14T23:06:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11226,1054 FLATBUSH AVENUE,FLATBUSH AVENUE,DURYEA PLACE,BEVERLEY ROAD,DURYEA PLACE,BEVERLEY ROAD,ADDRESS,BROOKLYN,FLATBUSH AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T23:06:23.000,14 BROOKLYN,3051250071,BROOKLYN,995893,174367,MOBILE,Unspecified,BROOKLYN,40.645266121158336,-73.9580445227562,"{'latitude': '40.645266121158336', 'longitude': '-73.9580445227562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58814293,2023-09-14T23:03:12.000,2023-09-15T20:46:03.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11435,87-87 144 STREET,144 STREET,,,,,ADDRESS,JAMAICA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,12 QUEENS,4096890006,QUEENS,1036423,196047,ONLINE,Unspecified,QUEENS,40.70462667976169,-73.81182737547903,"{'latitude': '40.70462667976169', 'longitude': '-73.81182737547903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863792,2023-09-14T23:02:56.000,2023-09-14T23:09:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11249,65 NORTH SEVENTH STREET,NORTH SEVENTH STREET,KENT AVENUE,WYTHE AVENUE,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,NORTH    7 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T23:09:53.000,01 BROOKLYN,3023170035,BROOKLYN,995026,201581,MOBILE,Unspecified,BROOKLYN,40.7199634399241,-73.96112523090576,"{'latitude': '40.7199634399241', 'longitude': '-73.96112523090576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867516,2023-09-14T23:02:46.000,2023-09-14T23:14:51.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10305,20 FATHER CAPODANNO BOULEVARD,FATHER CAPODANNO BOULEVARD,LILY POND AVENUE,ROBIN ROAD,LILY POND AVENUE,ROBIN ROAD,ADDRESS,STATEN ISLAND,FATHER CAPODANNO BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T23:14:58.000,02 STATEN ISLAND,5031250116,STATEN ISLAND,966982,156412,ONLINE,Unspecified,STATEN ISLAND,40.59597421974536,-74.06217919709624,"{'latitude': '40.59597421974536', 'longitude': '-74.06217919709624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857436,2023-09-14T23:02:44.000,2023-09-15T05:06:41.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11385,2026 GATES AVENUE,GATES AVENUE,FAIRVIEW AVENUE,GRANDVIEW AVENUE,FAIRVIEW AVENUE,GRANDVIEW AVENUE,ADDRESS,RIDGEWOOD,GATES AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T05:06:46.000,05 QUEENS,4034860001,QUEENS,1010634,196781,MOBILE,Unspecified,QUEENS,40.7067558116576,-73.90483770808392,"{'latitude': '40.7067558116576', 'longitude': '-73.90483770808392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859908,2023-09-14T23:02:27.000,2023-09-15T00:44:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11228,1544 85 STREET,85 STREET,15 AVENUE,16 AVENUE,15 AVENUE,16 AVENUE,ADDRESS,BROOKLYN,85 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T00:44:50.000,11 BROOKLYN,,BROOKLYN,982066,162020,ONLINE,Unspecified,BROOKLYN,40.611383590625884,-74.00786603552649,"{'latitude': '40.611383590625884', 'longitude': '-74.00786603552649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58824022,2023-09-14T23:02:26.000,2023-09-27T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Sign/Awning/Marquee - Illegal/No Permit,,11224,2126 MERMAID AVENUE,MERMAID AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T00:00:00.000,13 BROOKLYN,3070580002,BROOKLYN,987497,149212,UNKNOWN,Unspecified,BROOKLYN,40.57622787980632,-73.98831155034912,"{'latitude': '40.57622787980632', 'longitude': '-73.98831155034912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58859315,2023-09-14T23:02:15.000,2023-09-15T01:24:16.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11204,1766 59 STREET,59 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,59 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T01:24:21.000,12 BROOKLYN,3055110034,BROOKLYN,987717,166294,ONLINE,Unspecified,BROOKLYN,40.62311442500842,-73.9875108340905,"{'latitude': '40.62311442500842', 'longitude': '-73.9875108340905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865480,2023-09-14T23:02:12.000,2023-09-15T02:59:48.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10465,2918 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,EAST TREMONT AVENUE,EDISON AVENUE,EAST TREMONT AVENUE,EDISON AVENUE,ADDRESS,BRONX,BRUCKNER BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T02:59:54.000,10 BRONX,2054190122,BRONX,1031969,242900,MOBILE,Unspecified,BRONX,40.83325085108711,-73.82755893872277,"{'latitude': '40.83325085108711', 'longitude': '-73.82755893872277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818456,2023-09-14T23:02:00.000,2023-09-15T11:30:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10314,365 SIGNS ROAD,SIGNS ROAD,SPARK PL,VICTORY BLVD,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-15T11:30:00.000,02 STATEN ISLAND,,STATEN ISLAND,936208,159116,PHONE,Unspecified,STATEN ISLAND,40.603282752476154,-74.17301028939337,"{'latitude': '40.603282752476154', 'longitude': '-74.17301028939337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859880,2023-09-14T23:01:56.000,2023-09-14T23:06:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,3424 BROADWAY,BROADWAY,WEST  139 STREET,WEST  140 STREET,WEST  139 STREET,WEST  140 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T23:07:03.000,09 MANHATTAN,1020710001,MANHATTAN,997239,239060,MOBILE,Unspecified,MANHATTAN,40.82283051428899,-73.95306932541597,"{'latitude': '40.82283051428899', 'longitude': '-73.95306932541597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865374,2023-09-14T23:01:54.000,2023-09-15T04:23:00.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11385,657 FAIRVIEW AVENUE,FAIRVIEW AVENUE,LINDEN STREET,GATES AVENUE,LINDEN STREET,GATES AVENUE,ADDRESS,RIDGEWOOD,FAIRVIEW AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T04:23:09.000,05 QUEENS,4034850001,QUEENS,1010385,196744,MOBILE,Unspecified,QUEENS,40.706654994416525,-73.905735948733,"{'latitude': '40.706654994416525', 'longitude': '-73.905735948733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863586,2023-09-14T23:01:51.000,2023-09-14T23:55:17.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10001,125 WEST   31 STREET,WEST   31 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   31 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T23:55:24.000,05 MANHATTAN,1008077501,MANHATTAN,987001,211899,ONLINE,Unspecified,MANHATTAN,40.7482899447875,-73.99007145885507,"{'latitude': '40.7482899447875', 'longitude': '-73.99007145885507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861731,2023-09-14T23:01:45.000,2023-09-14T23:20:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,333 EAST  102 STREET,EAST  102 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST  102 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T23:20:13.000,11 MANHATTAN,1016747501,MANHATTAN,999980,226225,ONLINE,Unspecified,MANHATTAN,40.78759752527264,-73.94319586809269,"{'latitude': '40.78759752527264', 'longitude': '-73.94319586809269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867629,2023-09-14T23:01:28.000,2023-09-15T04:19:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1815 GRAND CONCOURSE,GRAND CONCOURSE,EASTBURN AVENUE,EAST  176 STREET,EASTBURN AVENUE,EAST  176 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T04:19:25.000,05 BRONX,2028260072,BRONX,1009655,247989,PHONE,Unspecified,BRONX,40.84731104281934,-73.908175168756,"{'latitude': '40.84731104281934', 'longitude': '-73.908175168756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859695,2023-09-14T23:01:23.000,2023-09-15T02:59:39.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10465,2918 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,EAST TREMONT AVENUE,EDISON AVENUE,EAST TREMONT AVENUE,EDISON AVENUE,ADDRESS,BRONX,BRUCKNER BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T02:59:47.000,10 BRONX,2054190122,BRONX,1031969,242900,MOBILE,Unspecified,BRONX,40.83325085108711,-73.82755893872277,"{'latitude': '40.83325085108711', 'longitude': '-73.82755893872277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857499,2023-09-14T23:01:23.000,2023-09-15T00:05:30.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11356,131-36 20 AVENUE,20 AVENUE,131 STREET,132 STREET,131 STREET,132 STREET,ADDRESS,COLLEGE POINT,20 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T00:05:34.000,07 QUEENS,4041760062,QUEENS,1029298,224092,ONLINE,Unspecified,QUEENS,40.78164220690705,-73.83733725627202,"{'latitude': '40.78164220690705', 'longitude': '-73.83733725627202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857876,2023-09-14T23:01:08.000,2023-09-15T02:34:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1201 OGDEN AVENUE,OGDEN AVENUE,WEST  167 STREET,WEST  168 STREET,WEST  167 STREET,WEST  168 STREET,ADDRESS,BRONX,OGDEN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T02:35:02.000,04 BRONX,2025280029,BRONX,1004566,244546,MOBILE,Unspecified,BRONX,40.83787419318297,-73.92657947132132,"{'latitude': '40.83787419318297', 'longitude': '-73.92657947132132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58839889,2023-09-14T23:01:03.000,2023-09-17T08:55:51.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10003,124 EAST   16 STREET,EAST   16 STREET,IRVING PLACE,3 AVENUE,IRVING PLACE,3 AVENUE,ADDRESS,NEW YORK,EAST   16 STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-17T08:55:58.000,06 MANHATTAN,1008710060,MANHATTAN,987699,207120,ONLINE,Unspecified,MANHATTAN,40.73517253566588,-73.98755478111048,"{'latitude': '40.73517253566588', 'longitude': '-73.98755478111048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856868,2023-09-14T23:01:03.000,2023-09-14T23:07:01.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10003,124 EAST   16 STREET,EAST   16 STREET,IRVING PLACE,3 AVENUE,IRVING PLACE,3 AVENUE,ADDRESS,NEW YORK,EAST   16 STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-14T23:07:08.000,06 MANHATTAN,1008710060,MANHATTAN,987699,207120,ONLINE,Unspecified,MANHATTAN,40.73517253566588,-73.98755478111048,"{'latitude': '40.73517253566588', 'longitude': '-73.98755478111048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859694,2023-09-14T23:01:00.000,2023-09-14T23:12:34.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10028,1591 1 AVENUE,1 AVENUE,EAST   82 STREET,EAST   83 STREET,EAST   82 STREET,EAST   83 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T23:12:38.000,08 MANHATTAN,1015450030,MANHATTAN,997828,221526,MOBILE,Unspecified,MANHATTAN,40.774703585806904,-73.95097665933041,"{'latitude': '40.774703585806904', 'longitude': '-73.95097665933041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866521,2023-09-14T23:00:55.000,2023-09-14T23:13:36.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10028,1251 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST   84 STREET,EAST   85 STREET,EAST   84 STREET,EAST   85 STREET,ADDRESS,NEW YORK,LEXINGTON AVENUE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-14T23:13:43.000,08 MANHATTAN,1015130020,MANHATTAN,996352,222906,PHONE,Unspecified,MANHATTAN,40.77849346629018,-73.95630326786453,"{'latitude': '40.77849346629018', 'longitude': '-73.95630326786453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856087,2023-09-14T23:00:54.000,2023-09-15T02:29:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1122 ANDERSON AVENUE,ANDERSON AVENUE,WEST  166 STREET,WEST  167 STREET,WEST  166 STREET,WEST  167 STREET,ADDRESS,BRONX,ANDERSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T02:29:48.000,04 BRONX,2025050045,BRONX,1005000,243529,ONLINE,Unspecified,BRONX,40.83508181454018,-73.92501417424235,"{'latitude': '40.83508181454018', 'longitude': '-73.92501417424235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859933,2023-09-14T23:00:50.000,2023-09-14T23:01:59.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10456,1460 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T23:02:03.000,03 BRONX,2029110001,BRONX,1010863,244145,ONLINE,Unspecified,BRONX,40.83675683376762,-73.90382418403077,"{'latitude': '40.83675683376762', 'longitude': '-73.90382418403077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859876,2023-09-14T23:00:48.000,2023-09-15T00:18:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11210,1688 FLATBUSH AVENUE,FLATBUSH AVENUE,AVENUE I,EAST   34 STREET,AVENUE I,EAST   34 STREET,ADDRESS,BROOKLYN,FLATBUSH AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T00:18:39.000,18 BROOKLYN,3075970044,BROOKLYN,999843,168509,ONLINE,Unspecified,BROOKLYN,40.62918108980317,-73.9438242633002,"{'latitude': '40.62918108980317', 'longitude': '-73.9438242633002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861764,2023-09-14T23:00:48.000,2023-09-14T23:27:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,369 EDGECOMBE AVENUE,EDGECOMBE AVENUE,WEST  150 STREET,WEST  155 STREET,WEST  150 STREET,WEST  155 STREET,ADDRESS,NEW YORK,EDGECOMBE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T23:27:18.000,09 MANHATTAN,1020540016,MANHATTAN,1000612,240851,MOBILE,Unspecified,MANHATTAN,40.827740694936836,-73.9408779440867,"{'latitude': '40.827740694936836', 'longitude': '-73.9408779440867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865642,2023-09-14T23:00:42.000,2023-09-14T23:07:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,3424 BROADWAY,BROADWAY,WEST  139 STREET,WEST  140 STREET,WEST  139 STREET,WEST  140 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T23:07:08.000,09 MANHATTAN,1020710001,MANHATTAN,997239,239060,MOBILE,Unspecified,MANHATTAN,40.82283051428899,-73.95306932541597,"{'latitude': '40.82283051428899', 'longitude': '-73.95306932541597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
