unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,taxi_company_borough,road_ramp
58942441,2023-09-27T20:38:24.000,2023-09-27T20:45:28.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11211,701 GRAND STREET,GRAND STREET,MANHATTAN AVENUE,GRAHAM AVENUE,MANHATTAN AVENUE,GRAHAM AVENUE,ADDRESS,BROOKLYN,GRAND STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T20:45:32.000,01 BROOKLYN,BROOKLYN,999591,198529,ONLINE,Unspecified,BROOKLYN,40.71157969361007,-73.94466380451425,"{'latitude': '40.71157969361007', 'longitude': '-73.94466380451425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58944483,2023-09-27T20:38:23.000,2023-09-28T07:21:37.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11369,25-43 ERICSSON STREET,ERICSSON STREET,25 AVENUE,27 AVENUE,25 AVENUE,27 AVENUE,ADDRESS,EAST ELMHURST,ERICSSON STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-28T07:21:42.000,03 QUEENS,QUEENS,1021016,218189,ONLINE,Unspecified,QUEENS,40.765478367651255,-73.86727477662942,"{'latitude': '40.765478367651255', 'longitude': '-73.86727477662942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4016540055,,,,,,,
58936548,2023-09-27T20:38:23.000,2023-10-17T10:46:50.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10075,336 EAST   78 STREET,EAST   78 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   78 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-27T20:38:23.000,08 MANHATTAN,MANHATTAN,996826,220629,ONLINE,Unspecified,MANHATTAN,40.77224303832661,-73.95459605622581,"{'latitude': '40.77224303832661', 'longitude': '-73.95459605622581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1014520038,,,,,,,
58943407,2023-09-27T20:38:16.000,2023-09-27T21:42:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,901 NEWKIRK AVENUE,NEWKIRK AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,NEWKIRK AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T21:42:50.000,14 BROOKLYN,BROOKLYN,992954,169912,MOBILE,Unspecified,BROOKLYN,40.633041475465006,-73.96864093674586,"{'latitude': '40.633041475465006', 'longitude': '-73.96864093674586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3054250053,,,,,,,
58937871,2023-09-27T20:38:05.000,2023-10-04T16:01:05.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11213,1596 STERLING PLACE,STERLING PLACE,ROCHESTER AVENUE,BUFFALO AVENUE,ROCHESTER AVENUE,BUFFALO AVENUE,ADDRESS,BROOKLYN,STERLING PLACE,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-04T16:01:11.000,08 BROOKLYN,BROOKLYN,1004778,183820,ONLINE,Unspecified,BROOKLYN,40.67119638257383,-73.92599871631087,"{'latitude': '40.67119638257383', 'longitude': '-73.92599871631087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58941823,2023-09-27T20:38:03.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10065,172 EAST   61 STREET,EAST   61 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   61 STREET,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-20T08:50:26.000,08 MANHATTAN,MANHATTAN,993542,217306,ONLINE,Unspecified,MANHATTAN,40.7631263280818,-73.96645708584177,"{'latitude': '40.7631263280818', 'longitude': '-73.96645708584177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1013950040,,,,,"172 EAST   61 STREET, MANHATTAN (NEW YORK), NY, 10065",,
58939642,2023-09-27T20:38:02.000,2023-09-28T00:01:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11385,64-01 MYRTLE AVENUE,MYRTLE AVENUE,64 STREET,64 PLACE,64 STREET,64 PLACE,ADDRESS,RIDGEWOOD,MYRTLE AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T00:02:04.000,05 QUEENS,QUEENS,1014110,194682,ONLINE,Unspecified,QUEENS,40.70098350684144,-73.89230972712505,"{'latitude': '40.70098350684144', 'longitude': '-73.89230972712505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58944609,2023-09-27T20:38:00.000,2023-09-28T20:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11249,751 WYTHE AVENUE,WYTHE AVENUE,RUTLEDGE ST,HEYWARD ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T20:30:00.000,01 BROOKLYN,BROOKLYN,995433,194332,ONLINE,Unspecified,BROOKLYN,40.700066151756644,-73.95966900571224,"{'latitude': '40.700066151756644', 'longitude': '-73.95966900571224', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3022247506,N/A,,,,,,
58944678,2023-09-27T20:37:44.000,2023-09-27T21:18:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,1948 WEST   12 STREET,WEST   12 STREET,AVENUE S,AVENUE T,AVENUE S,AVENUE T,ADDRESS,BROOKLYN,WEST   12 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T21:18:43.000,11 BROOKLYN,BROOKLYN,988747,157637,ONLINE,Unspecified,BROOKLYN,40.599352278345314,-73.98380623266789,"{'latitude': '40.599352278345314', 'longitude': '-73.98380623266789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939928,2023-09-27T20:37:42.000,2023-09-27T21:05:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,821 GATES AVENUE,GATES AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,ADDRESS,BROOKLYN,GATES AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T21:05:46.000,03 BROOKLYN,BROOKLYN,1002643,190003,ONLINE,Unspecified,BROOKLYN,40.68817200413485,-73.93367828841549,"{'latitude': '40.68817200413485', 'longitude': '-73.93367828841549', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58943237,2023-09-27T20:37:33.000,2023-09-27T22:01:27.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,10013,BROADWAY,BROADWAY,BROADWAY,LISPENARD STREET,BROADWAY,LISPENARD STREET,INTERSECTION,,,Closed,N/A,2023-09-27T22:01:31.000,01 MANHATTAN,MANHATTAN,983670,201284,ONLINE,Unspecified,MANHATTAN,40.71915479050901,-74.00209234333407,"{'latitude': '40.71915479050901', 'longitude': '-74.00209234333407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58941532,2023-09-27T20:37:28.000,2023-09-27T20:55:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10065,172 EAST   61 STREET,EAST   61 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   61 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T20:56:03.000,08 MANHATTAN,MANHATTAN,993542,217306,ONLINE,Unspecified,MANHATTAN,40.7631263280818,-73.96645708584177,"{'latitude': '40.7631263280818', 'longitude': '-73.96645708584177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942556,2023-09-27T20:37:27.000,2023-09-27T21:14:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10459,846 BECK STREET,BECK STREET,LONGWOOD AVENUE,INTERVALE AVENUE,LONGWOOD AVENUE,INTERVALE AVENUE,ADDRESS,BRONX,BECK STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T21:14:36.000,02 BRONX,BRONX,1012778,237335,ONLINE,Unspecified,BRONX,40.81805936122028,-73.89693259356494,"{'latitude': '40.81805936122028', 'longitude': '-73.89693259356494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2027090013,,,,,,,
58936864,2023-09-27T20:37:15.000,2023-11-05T23:04:22.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Mobile Food Vendor,Business,10012,BROADWAY,BROADWAY,BROADWAY,SPRING STREET,BROADWAY,SPRING STREET,INTERSECTION,,,Closed,The Department of Consumer and Worker Protection (DCWP) finished reviewing your complaint. DCWP will contact you directly to report its status.,2023-11-05T23:04:26.000,02 MANHATTAN,MANHATTAN,984579,202693,PHONE,Unspecified,MANHATTAN,40.72302216843563,-73.99881306740762,"{'latitude': '40.72302216843563', 'longitude': '-73.99881306740762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58943757,2023-09-27T20:36:59.000,2023-09-27T20:59:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10473,2045 STORY AVENUE,STORY AVENUE,PUGSLEY AVENUE,OLMSTEAD AVENUE,PUGSLEY AVENUE,OLMSTEAD AVENUE,ADDRESS,BRONX,STORY AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-27T20:59:40.000,09 BRONX,BRONX,1024593,239819,ONLINE,Unspecified,BRONX,40.82483117267298,-73.85423189520691,"{'latitude': '40.82483117267298', 'longitude': '-73.85423189520691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58941533,2023-09-27T20:36:53.000,2023-09-27T20:56:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10065,166 EAST   61 STREET,EAST   61 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   61 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T20:56:38.000,08 MANHATTAN,MANHATTAN,993508,217325,ONLINE,Unspecified,MANHATTAN,40.76317851385353,-73.96657979524998,"{'latitude': '40.76317851385353', 'longitude': '-73.96657979524998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1013957501,,,,,,,
58942504,2023-09-27T20:36:42.000,2023-09-27T20:44:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,107-16 159 STREET,159 STREET,107 AVENUE,108 AVENUE,107 AVENUE,108 AVENUE,ADDRESS,JAMAICA,159 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T20:44:38.000,12 QUEENS,QUEENS,1041131,193090,ONLINE,Unspecified,QUEENS,40.69648141686476,-73.79487204187575,"{'latitude': '40.69648141686476', 'longitude': '-73.79487204187575', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58945172,2023-09-27T20:36:41.000,2023-09-28T08:53:09.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10456,1420 CLAY AVENUE,CLAY AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,04 BRONX,BRONX,1009792,244407,PHONE,Unspecified,BRONX,40.83747910996361,-73.90769363386275,"{'latitude': '40.83747910996361', 'longitude': '-73.90769363386275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2028870088,,,,,,,
58937889,2023-09-27T20:36:27.000,2023-10-04T13:35:59.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11378,66 STREET,66 STREET,56 AVENUE,BORDEN AVENUE,56 AVENUE,BORDEN AVENUE,BLOCKFACE,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-10-04T13:36:04.000,Unspecified QUEENS,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,
58941361,2023-09-27T20:36:19.000,2023-09-29T08:58:25.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11216,869 ST JOHNS PLACE,ST JOHNS PLACE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,08 BROOKLYN,BROOKLYN,998313,183959,MOBILE,Unspecified,BROOKLYN,40.67159053659896,-73.94930406581675,"{'latitude': '40.67159053659896', 'longitude': '-73.94930406581675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3012480058,,,,,,,
58941824,2023-09-27T20:36:15.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10065,523 PARK AVENUE,PARK AVENUE,EAST   60 STREET,EAST   61 STREET,EAST   60 STREET,EAST   61 STREET,ADDRESS,NEW YORK,PARK AVENUE,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-20T09:05:52.000,08 MANHATTAN,MANHATTAN,992800,217554,ONLINE,Unspecified,MANHATTAN,40.763807772851465,-73.96913529388088,"{'latitude': '40.763807772851465', 'longitude': '-73.96913529388088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,"523 PARK AVENUE, MANHATTAN (NEW YORK), NY, 10065",,
58940391,2023-09-27T20:36:07.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11365,175-28 UNDERHILL AVENUE,UNDERHILL AVENUE,FRESH MEADOW LANE,UTOPIA PARKWAY,FRESH MEADOW LANE,UTOPIA PARKWAY,ADDRESS,FRESH MEADOWS,UNDERHILL AVENUE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-06T12:02:47.000,11 QUEENS,QUEENS,1041451,211492,PHONE,Unspecified,QUEENS,40.74698825802494,-73.79356164669939,"{'latitude': '40.74698825802494', 'longitude': '-73.79356164669939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58941602,2023-09-27T20:35:55.000,2023-09-28T00:50:06.000,NYPD,New York City Police Department,Animal-Abuse,No Shelter,Residential Building,11378,69-74 57 DRIVE,57 DRIVE,69 LANE,70 STREET,69 LANE,70 STREET,ADDRESS,MASPETH,57 DRIVE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T00:50:10.000,05 QUEENS,QUEENS,1013964,203873,PHONE,Unspecified,QUEENS,40.726211081814604,-73.89279570966765,"{'latitude': '40.726211081814604', 'longitude': '-73.89279570966765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4027990117,,,,,,,
58940258,2023-09-27T20:35:36.000,2023-09-27T20:56:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10065,38 EAST   62 STREET,EAST   62 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,EAST   62 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T20:56:24.000,08 MANHATTAN,MANHATTAN,992644,218103,ONLINE,Unspecified,MANHATTAN,40.76531478553256,-73.9696977537791,"{'latitude': '40.76531478553256', 'longitude': '-73.9696977537791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1013760046,,,,,,,
58941071,2023-09-27T20:35:34.000,2023-09-27T21:40:41.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11214,135 BAY   29 STREET,BAY   29 STREET,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,BAY   29 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T21:40:45.000,11 BROOKLYN,BROOKLYN,984983,157773,PHONE,Unspecified,BROOKLYN,40.599726681427036,-73.99736044074953,"{'latitude': '40.599726681427036', 'longitude': '-73.99736044074953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3064140019,,,,,,,
58939995,2023-09-27T20:35:17.000,2023-09-27T20:50:15.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11226,1050 FLATBUSH AVENUE,FLATBUSH AVENUE,REGENT PLACE,DURYEA PLACE,REGENT PLACE,DURYEA PLACE,ADDRESS,BROOKLYN,FLATBUSH AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T20:50:19.000,14 BROOKLYN,BROOKLYN,995888,174464,MOBILE,Unspecified,BROOKLYN,40.64553237177799,-73.95806237287843,"{'latitude': '40.64553237177799', 'longitude': '-73.95806237287843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938684,2023-09-27T20:35:14.000,2023-09-27T21:03:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10037,480 LENOX AVENUE,LENOX AVENUE,WEST  133 STREET,WEST  134 STREET,WEST  133 STREET,WEST  134 STREET,ADDRESS,NEW YORK,LENOX AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T21:03:53.000,10 MANHATTAN,MANHATTAN,1000436,235543,ONLINE,Unspecified,MANHATTAN,40.813172060098644,-73.94152670103334,"{'latitude': '40.813172060098644', 'longitude': '-73.94152670103334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942979,2023-09-27T20:35:13.000,2023-09-28T02:17:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11420,111-43 128 STREET,128 STREET,111 AVENUE,LINDEN BOULEVARD,111 AVENUE,LINDEN BOULEVARD,ADDRESS,SOUTH OZONE PARK,128 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T02:17:40.000,10 QUEENS,QUEENS,1036041,187974,ONLINE,Unspecified,QUEENS,40.68247045759208,-73.81326720169024,"{'latitude': '40.68247045759208', 'longitude': '-73.81326720169024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4116330049,,,,,,,
58939617,2023-09-27T20:35:06.000,2023-09-27T21:18:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,1838 WEST    7 STREET,WEST    7 STREET,HIGHLAWN AVENUE,AVENUE S,HIGHLAWN AVENUE,AVENUE S,ADDRESS,BROOKLYN,WEST    7 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T21:18:29.000,11 BROOKLYN,BROOKLYN,989899,158751,ONLINE,Unspecified,BROOKLYN,40.60240932285499,-73.97965693117018,"{'latitude': '40.60240932285499', 'longitude': '-73.97965693117018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939929,2023-09-27T20:35:06.000,2023-09-28T00:17:42.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10033,490 WEST  187 STREET,WEST  187 STREET,LAUREL HILL TERRACE,AMSTERDAM AVENUE,LAUREL HILL TERRACE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST  187 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T00:17:46.000,12 MANHATTAN,MANHATTAN,1004187,249607,ONLINE,Unspecified,MANHATTAN,40.85176601224075,-73.92793410162689,"{'latitude': '40.85176601224075', 'longitude': '-73.92793410162689', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021490097,,,,,,,
58943721,2023-09-27T20:35:02.000,2023-09-27T20:38:32.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10463,49 WEST  225 STREET,WEST  225 STREET,EXTERIOR STREET,BROADWAY,EXTERIOR STREET,BROADWAY,ADDRESS,BRONX,WEST  225 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T20:38:35.000,08 BRONX,BRONX,1009652,257603,ONLINE,Unspecified,BRONX,40.87369857353044,-73.90814957564673,"{'latitude': '40.87369857353044', 'longitude': '-73.90814957564673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1022150116,,,,,,,
58938504,2023-09-27T20:35:00.000,2023-09-27T22:09:24.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10466,EAST  232 STREET,EAST  232 STREET,EAST  232 STREET,WHITE PLAINS ROAD,EAST  232 STREET,WHITE PLAINS ROAD,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T22:09:27.000,12 BRONX,BRONX,1023584,264564,ONLINE,Unspecified,BRONX,40.892753229006566,-73.8577324168085,"{'latitude': '40.892753229006566', 'longitude': '-73.8577324168085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940259,2023-09-27T20:34:59.000,2023-09-27T20:56:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10065,25 EAST   62 STREET,EAST   62 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,EAST   62 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T20:56:50.000,08 MANHATTAN,MANHATTAN,992613,218127,ONLINE,Unspecified,MANHATTAN,40.76538068870508,-73.96980963356354,"{'latitude': '40.76538068870508', 'longitude': '-73.96980963356354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58941206,2023-09-27T20:34:24.000,2023-09-27T20:45:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10035,322 PLEASANT AVENUE,PLEASANT AVENUE,EAST  117 STREET,EAST  118 STREET,EAST  117 STREET,EAST  118 STREET,ADDRESS,NEW YORK,PLEASANT AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T20:45:45.000,11 MANHATTAN,MANHATTAN,1002932,229251,ONLINE,Unspecified,MANHATTAN,40.7958973301245,-73.93252720082958,"{'latitude': '40.7958973301245', 'longitude': '-73.93252720082958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938976,2023-09-27T20:34:20.000,2023-09-27T20:56:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10065,138 EAST   62 STREET,EAST   62 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   62 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T20:57:03.000,08 MANHATTAN,MANHATTAN,993527,217613,ONLINE,Unspecified,MANHATTAN,40.76396897964907,-73.96651081020381,"{'latitude': '40.76396897964907', 'longitude': '-73.96651081020381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58944743,2023-09-27T20:34:16.000,2023-09-27T21:43:32.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11238,567 LINCOLN PLACE,LINCOLN PLACE,FRANKLIN AVENUE SHUTTLE LINE,FRANKLIN AVENUE,FRANKLIN AVENUE SHUTTLE LINE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,LINCOLN PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T21:43:36.000,08 BROOKLYN,BROOKLYN,995939,183957,MOBILE,Unspecified,BROOKLYN,40.67158849986297,-73.9578621384949,"{'latitude': '40.67158849986297', 'longitude': '-73.9578621384949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938672,2023-09-27T20:34:06.000,2023-09-27T20:50:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1165 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,WEST  167 STREET,ANDERSON AVENUE,WEST  167 STREET,ANDERSON AVENUE,ADDRESS,BRONX,SHAKESPEARE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T20:50:17.000,04 BRONX,BRONX,1005415,243807,MOBILE,Unspecified,BRONX,40.835843859085045,-73.92351358127978,"{'latitude': '40.835843859085045', 'longitude': '-73.92351358127978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939904,2023-09-27T20:34:06.000,2023-09-27T21:31:44.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11210,1425 BROOKLYN AVENUE,BROOKLYN AVENUE,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,BROOKLYN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T21:31:49.000,17 BROOKLYN,BROOKLYN,1000231,171817,ONLINE,Unspecified,BROOKLYN,40.63826015453521,-73.94241861120278,"{'latitude': '40.63826015453521', 'longitude': '-73.94241861120278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050000200,,,,,,,
