unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,due_date,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58815719,2023-09-14T14:24:24.000,2023-10-11T17:43:17.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11691,14-11 HEYSON ROAD,HEYSON ROAD,BEACH 14 STREET,BEACH 15 STREET,BEACH   14 STREET,BEACH   15 STREET,ADDRESS,FAR ROCKAWAY,HEYSON ROAD,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-14T14:24:24.000,14 QUEENS,4156270021,QUEENS,1054130,156720,PHONE,Unspecified,QUEENS,40.59656095103975,-73.74837120195897,"{'latitude': '40.59656095103975', 'longitude': '-73.74837120195897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814594,2023-09-14T14:24:03.000,2023-09-14T14:24:03.000,DOHMH,Department of Health and Mental Hygiene,Standing Water,Swimming Pool - Unmaintained,1-2 Family Dwelling,10308,40 STERN COURT,STERN COURT,DEAD END,,DEAD END,,ADDRESS,STATEN ISLAND,STERN COURT,Closed,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",2023-09-14T14:24:03.000,03 STATEN ISLAND,5046400065,STATEN ISLAND,943952,140842,ONLINE,Unspecified,STATEN ISLAND,40.55316289017267,-74.14501347684147,"{'latitude': '40.55316289017267', 'longitude': '-74.14501347684147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818582,2023-09-14T14:24:03.000,2023-09-14T18:04:14.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11379,67-46 80 STREET,80 STREET,67 ROAD,67 DRIVE,67 ROAD,67 DRIVE,ADDRESS,MIDDLE VILLAGE,80 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-14T18:04:20.000,05 QUEENS,4037810043,QUEENS,1019909,198753,MOBILE,Unspecified,QUEENS,40.71213596103052,-73.87137406687111,"{'latitude': '40.71213596103052', 'longitude': '-73.87137406687111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812505,2023-09-14T14:23:59.000,2023-09-14T14:31:49.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10011,509 6 AVENUE,6 AVENUE,WEST 13 STREET,WEST 14 STREET,WEST   13 STREET,WEST   14 STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,Closed,The Department of Homeless Services did not have enough information to act on your request.,2023-09-14T14:31:49.000,02 MANHATTAN,1006090047,MANHATTAN,985015,207722,MOBILE,Unspecified,MANHATTAN,40.736825516433484,-73.99723953940034,"{'latitude': '40.736825516433484', 'longitude': '-73.99723953940034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816321,2023-09-14T14:23:58.000,2023-09-14T14:48:52.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11694,195 BEACH  129 STREET,BEACH  129 STREET,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,ADDRESS,FAR ROCKAWAY,BEACH  129 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T14:48:55.000,14 QUEENS,4162390009,QUEENS,1026539,149005,PHONE,Unspecified,QUEENS,40.575559440674404,-73.84777081985712,"{'latitude': '40.575559440674404', 'longitude': '-73.84777081985712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814704,2023-09-14T14:23:40.000,2023-09-15T09:23:24.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10027,160 WEST  124 STREET,WEST  124 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  124 STREET,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-09-15T09:23:27.000,10 MANHATTAN,1019080060,MANHATTAN,998756,233575,ONLINE,Unspecified,MANHATTAN,40.80777336580858,-73.94760009499119,"{'latitude': '40.80777336580858', 'longitude': '-73.94760009499119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812528,2023-09-14T14:23:37.000,2023-09-15T12:24:22.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10038,49 FULTON STREET,FULTON STREET,PEARL STREET,CLIFF STREET,PEARL STREET,CLIFF STREET,ADDRESS,NEW YORK,FULTON STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-15T12:24:08.000,01 MANHATTAN,1000950027,MANHATTAN,982969,197285,MOBILE,Unspecified,MANHATTAN,40.708178415818026,-74.00462043183734,"{'latitude': '40.708178415818026', 'longitude': '-74.00462043183734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815622,2023-09-14T14:23:27.000,2023-10-06T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10457,1520 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-06T00:00:00.000,04 BRONX,2028190005,BRONX,1008819,245780,UNKNOWN,Unspecified,BRONX,40.84125035426411,-73.91120493140677,"{'latitude': '40.84125035426411', 'longitude': '-73.91120493140677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811775,2023-09-14T14:23:26.000,2023-10-27T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,10468,131 WEST  197 STREET,WEST  197 STREET,,,,,ADDRESS,BRONX,,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-10-27T00:00:00.000,08 BRONX,2032500057,BRONX,1011760,257070,UNKNOWN,Unspecified,BRONX,40.87222933467289,-73.90052950862469,"{'latitude': '40.87222933467289', 'longitude': '-73.90052950862469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58811287,2023-09-14T14:22:28.000,2023-09-14T21:21:54.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10454,105 WILLIS AVENUE,WILLIS AVENUE,EAST  132 STREET,BRUCKNER BOULEVARD,EAST  132 STREET,BRUCKNER BOULEVARD,ADDRESS,BRONX,WILLIS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T21:22:01.000,01 BRONX,2022957501,BRONX,1004928,232856,ONLINE,Unspecified,BRONX,40.80578762054628,-73.92530725375082,"{'latitude': '40.80578762054628', 'longitude': '-73.92530725375082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812171,2023-09-14T14:21:23.000,2023-09-14T14:36:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10014,344 WEST   13 STREET,WEST   13 STREET,GANSEVOORT STREET,HUDSON STREET,GANSEVOORT STREET,HUDSON STREET,ADDRESS,NEW YORK,WEST   13 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T14:36:13.000,02 MANHATTAN,1006280017,MANHATTAN,982901,208819,MOBILE,Unspecified,MANHATTAN,40.73983643981781,-74.00486801259207,"{'latitude': '40.73983643981781', 'longitude': '-74.00486801259207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811915,2023-09-14T14:21:17.000,2023-09-14T14:50:24.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11220,4717 FIFTH AVENUE,FIFTH AVENUE,47 STREET,48 STREET,47 STREET,48 STREET,ADDRESS,BROOKLYN,5 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T14:50:30.000,07 BROOKLYN,3007660003,BROOKLYN,981832,174863,MOBILE,Unspecified,BROOKLYN,40.646634857173765,-74.00871342621247,"{'latitude': '40.646634857173765', 'longitude': '-74.00871342621247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817673,2023-09-14T14:21:10.000,2023-09-14T14:46:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10458,BRIGGS AVENUE,BRIGGS AVENUE,BRIGGS AVENUE,EAST  198 STREET,BRIGGS AVENUE,EAST  198 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T14:46:33.000,07 BRONX,,BRONX,1014915,255920,ONLINE,Unspecified,BRONX,40.869062541878975,-73.88912695333434,"{'latitude': '40.869062541878975', 'longitude': '-73.88912695333434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58810610,2023-09-14T14:20:44.000,2023-09-14T14:46:56.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11101,5-35 51 AVENUE,51 AVENUE,5 STREET,VERNON BOULEVARD,5 STREET,VERNON BOULEVARD,ADDRESS,LONG ISLAND CITY,51 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T14:47:00.000,02 QUEENS,4000330011,QUEENS,996358,209766,MOBILE,Unspecified,QUEENS,40.74242753337477,-73.95630526970072,"{'latitude': '40.74242753337477', 'longitude': '-73.95630526970072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811802,2023-09-14T14:20:42.000,2023-09-14T17:16:31.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,1821 EAST    3 STREET,EAST    3 STREET,QUENTIN ROAD,KINGS HIGHWAY,QUENTIN ROAD,KINGS HIGHWAY,ADDRESS,BROOKLYN,EAST    3 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T17:16:34.000,15 BROOKLYN,3066600069,BROOKLYN,992506,159987,PHONE,Unspecified,BROOKLYN,40.60579984559204,-73.9702671433192,"{'latitude': '40.60579984559204', 'longitude': '-73.9702671433192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817875,2023-09-14T14:20:38.000,2023-11-03T11:58:54.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10030,582 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-03T00:00:00.000,10 MANHATTAN,1020480025,MANHATTAN,999025,238062,PHONE,Unspecified,MANHATTAN,40.82008847995872,-73.94661851141184,"{'latitude': '40.82008847995872', 'longitude': '-73.94661851141184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814849,2023-09-14T14:20:37.000,2023-09-18T11:56:57.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11216,244 MADISON STREET,MADISON STREET,NOSTRAND AVENUE,MARCY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,MADISON STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T11:09:16.000,03 BROOKLYN,3018230025,BROOKLYN,998393,188805,ONLINE,Unspecified,BROOKLYN,40.68489158067552,-73.94900550282144,"{'latitude': '40.68489158067552', 'longitude': '-73.94900550282144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814341,2023-09-14T14:20:29.000,2023-09-20T15:10:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11102,27-24 21 STREET,21 STREET,,,,,ADDRESS,ASTORIA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-20T00:00:00.000,01 QUEENS,4005390035,QUEENS,1004614,220389,PHONE,Unspecified,QUEENS,40.77156979077409,-73.92647927553604,"{'latitude': '40.77156979077409', 'longitude': '-73.92647927553604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812998,2023-09-14T14:20:25.000,2023-09-18T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,,11221,1042A LAFAYETTE AVENUE,LAFAYETTE AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-18T00:00:00.000,03 BROOKLYN,3016120014,BROOKLYN,1003646,191514,UNKNOWN,Unspecified,BROOKLYN,40.69231720867608,-73.9300573095486,"{'latitude': '40.69231720867608', 'longitude': '-73.9300573095486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58815563,2023-09-14T14:20:13.000,2023-09-21T09:31:00.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11218,553 MC DONALD AVENUE,MC DONALD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,12 BROOKLYN,3053530059,BROOKLYN,990061,172705,PHONE,Unspecified,BROOKLYN,40.64071003531238,-73.9790615284192,"{'latitude': '40.64071003531238', 'longitude': '-73.9790615284192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816765,2023-09-14T14:20:11.000,2023-10-17T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10463,3045 GODWIN TERRACE,GODWIN TERRACE,,,,,ADDRESS,BRONX,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-10-17T00:00:00.000,08 BRONX,2057030197,BRONX,1010169,259447,UNKNOWN,Unspecified,BRONX,40.87875827837968,-73.9062730360959,"{'latitude': '40.87875827837968', 'longitude': '-73.9062730360959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58810732,2023-09-14T14:20:02.000,2023-09-14T14:27:22.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10458,2641 MARION AVENUE,MARION AVENUE,EAST  194 STREET,EAST  195 STREET,EAST  194 STREET,EAST  195 STREET,ADDRESS,BRONX,MARION AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T14:27:27.000,07 BRONX,2032870109,BRONX,1014427,254269,PHONE,Unspecified,BRONX,40.86453273413781,-73.89089880979414,"{'latitude': '40.86453273413781', 'longitude': '-73.89089880979414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813862,2023-09-14T14:20:00.000,2023-09-20T12:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,11225,164 SULLIVAN PLACE,SULLIVAN PLACE,STODDARD PL,LUDLAM PL,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T12:15:00.000,09 BROOKLYN,3013070024,BROOKLYN,996580,181337,ONLINE,Unspecified,BROOKLYN,40.66439631505111,-73.95555617982042,"{'latitude': '40.66439631505111', 'longitude': '-73.95555617982042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58816145,2023-09-14T14:20:00.000,2023-10-07T02:00:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11216,1520 BEDFORD AVENUE,BEDFORD AVENUE,ST JOHNS PL,LINCOLN PL,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-07T02:00:00.000,08 BROOKLYN,3012527501,BROOKLYN,996777,183865,ONLINE,Unspecified,BROOKLYN,40.67133483438631,-73.9548413904955,"{'latitude': '40.67133483438631', 'longitude': '-73.9548413904955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58813331,2023-09-14T14:19:53.000,2023-09-14T16:07:28.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10463,58 TERRACE VIEW AVENUE,TERRACE VIEW AVENUE,ADRIAN AVENUE,TEUNISSEN PLACE,ADRIAN AVENUE,TEUNISSEN PLACE,ADDRESS,BRONX,TERRACE VIEW AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T16:07:32.000,08 BRONX,1022150265,BRONX,1008888,259132,MOBILE,Unspecified,BRONX,40.87789737040826,-73.91090647813085,"{'latitude': '40.87789737040826', 'longitude': '-73.91090647813085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813325,2023-09-14T14:19:48.000,2023-09-14T14:55:24.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11220,740 51 STREET,51 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,51 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T14:55:28.000,07 BROOKLYN,3008020023,BROOKLYN,982762,172878,ONLINE,Unspecified,BROOKLYN,40.6411866645065,-74.00536167062204,"{'latitude': '40.6411866645065', 'longitude': '-74.00536167062204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816038,2023-09-14T14:19:36.000,2023-09-16T12:10:32.000,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Street,10011,341 WEST   22 STREET,WEST   22 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   22 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T07:04:58.000,04 MANHATTAN,1007460015,MANHATTAN,984194,210757,ONLINE,Unspecified,MANHATTAN,40.74515586920728,-74.0002020981997,"{'latitude': '40.74515586920728', 'longitude': '-74.0002020981997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812856,2023-09-14T14:19:29.000,2023-09-14T14:48:21.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11368,111-31 44 AVENUE,44 AVENUE,111 STREET,114 STREET,111 STREET,114 STREET,ADDRESS,CORONA,44 AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-14T14:48:31.000,04 QUEENS,4020160076,QUEENS,1024713,212230,MOBILE,Unspecified,QUEENS,40.749106308278684,-73.85396449704344,"{'latitude': '40.749106308278684', 'longitude': '-73.85396449704344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812545,2023-09-14T14:19:27.000,2023-09-22T09:32:08.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11207,673 LIVONIA AVENUE,LIVONIA AVENUE,VERMONT STREET,WYONA STREET,VERMONT STREET,WYONA STREET,ADDRESS,BROOKLYN,LIVONIA AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-21T12:56:39.000,05 BROOKLYN,3038080001,BROOKLYN,1014213,181596,ONLINE,Unspecified,BROOKLYN,40.66506509775733,-73.89199644638997,"{'latitude': '40.66506509775733', 'longitude': '-73.89199644638997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816923,2023-09-14T14:19:26.000,2023-11-08T13:32:32.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,,11101,44-61 21 STREET,21 STREET,44 DRIVE,45 AVENUE,44 DRIVE,45 AVENUE,ADDRESS,LONG ISLAND CITY,21 STREET,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-11-08T13:32:34.000,02 QUEENS,4000780054,QUEENS,998816,211744,MOBILE,Unspecified,QUEENS,40.74785294018792,-73.9474306833778,"{'latitude': '40.74785294018792', 'longitude': '-73.9474306833778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","44-61 21 STREET, QUEENS (LONG ISLAND CITY), NY, 11101",,,,,,,,
58814944,2023-09-14T14:19:23.000,2023-10-02T11:52:39.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Inappropriate Behavior,Street,10473,736 SAINT LAWRENCE AVENUE,SAINT LAWRENCE AVENUE,SOUNDVIEW AVENUE,DEAD END,SOUNDVIEW AVENUE,DEAD END,ADDRESS,BRONX,ST LAWRENCE AVENUE,Closed,This Service Request is not within the Department of Sanitationâs jurisdiction and/or was found to be unsubstantiated.,2023-09-22T05:29:15.000,09 BRONX,2035970029,BRONX,1021736,238101,PHONE,Unspecified,BRONX,40.8201283416243,-73.86456444309609,"{'latitude': '40.8201283416243', 'longitude': '-73.86456444309609', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814532,2023-09-14T14:19:13.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,10307,PAGE AVENUE,PAGE AVENUE,EASTWOOD AVENUE,ESTELLE PLACE,EASTWOOD AVENUE,ESTELLE PLACE,BLOCKFACE,,,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-26T11:41:21.000,Unspecified STATEN ISLAND,,STATEN ISLAND,,,PHONE,Unspecified,STATEN ISLAND,,,,,,,,,,,,
58813038,2023-09-14T14:19:12.000,2023-09-14T14:43:17.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10032,707 WEST  171 STREET,WEST  171 STREET,FORT WASHINGTON AVENUE,HAVEN AVENUE,FORT WASHINGTON AVENUE,HAVEN AVENUE,ADDRESS,NEW YORK,WEST  171 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T14:43:20.000,12 MANHATTAN,1021390196,MANHATTAN,1000466,246834,ONLINE,Unspecified,MANHATTAN,40.84416256486759,-73.94139103222669,"{'latitude': '40.84416256486759', 'longitude': '-73.94139103222669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817267,2023-09-14T14:19:09.000,2023-10-15T00:01:46.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,E-Cigarette Sales,Business,10038,135 WILLIAM STREET,WILLIAM STREET,JOHN STREET,FULTON STREET,JOHN STREET,FULTON STREET,ADDRESS,NEW YORK,WILLIAM STREET,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-15T00:01:50.000,01 MANHATTAN,1000780001,MANHATTAN,982407,197715,ONLINE,Unspecified,MANHATTAN,40.70935856478214,-74.00664762423266,"{'latitude': '40.70935856478214', 'longitude': '-74.00664762423266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811535,2023-09-14T14:18:45.000,,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,10306,119 GRIMSBY STREET,GRIMSBY STREET,HUNTER AVENUE,MAPLETON AVENUE,HUNTER AVENUE,MAPLETON AVENUE,ADDRESS,STATEN ISLAND,GRIMSBY STREET,In Progress,,2023-09-15T12:26:48.000,02 STATEN ISLAND,5037950023,STATEN ISLAND,958418,148868,PHONE,Unspecified,STATEN ISLAND,40.57524662839337,-74.09298788158145,"{'latitude': '40.57524662839337', 'longitude': '-74.09298788158145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814725,2023-09-14T14:18:41.000,2023-09-15T09:12:57.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Street,10466,4348 BOYD AVENUE,BOYD AVENUE,PITMAN AVENUE,BARNES AVENUE,PITMAN AVENUE,BARNES AVENUE,ADDRESS,BRONX,BOYD AVENUE,Closed,NYC Parks does not perform tree work for phone or cable service. Please contact the appropriate service provider.,2023-09-15T09:13:01.000,12 BRONX,2050500024,BRONX,1025234,265963,ONLINE,Unspecified,BRONX,40.89658552417043,-73.85175596125829,"{'latitude': '40.89658552417043', 'longitude': '-73.85175596125829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816934,2023-09-14T14:18:25.000,2023-09-14T22:47:14.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11417,107-87 100 STREET,100 STREET,ROCKAWAY BOULEVARD,133 AVENUE,ROCKAWAY BOULEVARD,133 AVENUE,ADDRESS,OZONE PARK,100 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T22:47:18.000,10 QUEENS,4095390070,QUEENS,1028831,186871,PHONE,Unspecified,QUEENS,40.67948222808221,-73.8392701390949,"{'latitude': '40.67948222808221', 'longitude': '-73.8392701390949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
