unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,due_date,bridge_highway_direction,road_ramp
58852649,2023-09-18T23:59:26.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-28T10:14:35.000,Unspecified MANHATTAN,,MANHATTAN,994185,233553,MOBILE,Unspecified,MANHATTAN,40.80771930443076,-73.96411191114464,"{'latitude': '40.80771930443076', 'longitude': '-73.96411191114464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,1,Platform,,,1 Downtown,
58847823,2023-09-18T23:59:19.000,2023-09-19T01:26:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10469,3329 FENTON AVENUE,FENTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T01:26:18.000,12 BRONX,2047370026,BRONX,1026461,258084,MOBILE,Unspecified,BRONX,40.87495438741501,-73.84736742223036,"{'latitude': '40.87495438741501', 'longitude': '-73.84736742223036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GIVAN AVENUE,BOSTON ROAD,GIVAN AVENUE,BOSTON ROAD,FENTON AVENUE,,,,,,,
58845635,2023-09-18T23:59:08.000,2023-09-19T00:31:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,622 WEST  137 STREET,WEST  137 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T00:31:52.000,09 MANHATTAN,1020020061,MANHATTAN,996757,238636,ONLINE,Unspecified,MANHATTAN,40.821667450043606,-73.95481163398917,"{'latitude': '40.821667450043606', 'longitude': '-73.95481163398917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,WEST  137 STREET,,,,,,,
58854431,2023-09-18T23:59:07.000,2023-09-19T00:47:45.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10452,1400 JESUP AVENUE,JESUP AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T00:47:52.000,04 BRONX,2028720054,BRONX,1006159,245731,ONLINE,Unspecified,BRONX,40.84112286374409,-73.92081861852992,"{'latitude': '40.84112286374409', 'longitude': '-73.92081861852992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EDWARD L GRANT HIGHWAY,JESUP PLACE,EDWARD L GRANT HIGHWAY,JESUP PLACE,JESUP AVENUE,,,,,,,
58845243,2023-09-18T23:59:00.000,2023-09-19T19:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10016,330 EAST   33 STREET,EAST   33 STREET,ADDRESS,NEW YORK,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T19:30:00.000,06 MANHATTAN,1009367501,MANHATTAN,991106,210199,ONLINE,Unspecified,MANHATTAN,40.74362164136069,-73.97525797557361,"{'latitude': '40.74362164136069', 'longitude': '-73.97525797557361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2 AVE,1 AVE,,,,N/A,,,,,,
58852889,2023-09-18T23:59:00.000,2023-09-18T23:59:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11205,33 FRANKLIN AVENUE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-18T23:59:00.000,03 BROOKLYN,3018850023,BROOKLYN,995695,193604,PHONE,Unspecified,BROOKLYN,40.69806762687695,-73.95872535155297,"{'latitude': '40.69806762687695', 'longitude': '-73.95872535155297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING AVE,PARK AVE,,,,,,,,,,
58852851,2023-09-18T23:59:00.000,2023-09-19T22:02:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10028,,,INTERSECTION,MANHATTAN,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-19T22:02:00.000,08 MANHATTAN,,MANHATTAN,996285,222792,ONLINE,Unspecified,MANHATTAN,40.778180657884434,-73.95654538914386,"{'latitude': '40.778180657884434', 'longitude': '-73.95654538914386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,EAST 84 STREET,LEXINGTON AVENUE,,N/A,,,,,,
58854986,2023-09-18T23:58:46.000,2023-09-25T08:16:16.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,11369,LAGUARDIA AIRPORT,LAGUARDIA AIRPORT,UNRECOGNIZED,EAST ELMHURST,Closed,See notes for information.,2023-09-25T08:16:20.000,80 QUEENS,4009260001,QUEENS,1018236,221443,PHONE,Unspecified,QUEENS,40.77442086598845,-73.87729410513894,"{'latitude': '40.77442086598845', 'longitude': '-73.87729410513894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",94 STREET,GRAND CENTRAL PARKWAY ET    7 EB,94 STREET,GRAND CENTRAL PARKWAY ET    7 EB,LA GUARDIA AIRPORT,,,,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369",,,
58849430,2023-09-18T23:58:44.000,2023-09-19T00:33:27.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10039,206 WEST  148 STREET,WEST  148 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T00:33:32.000,10 MANHATTAN,1020330038,MANHATTAN,1001331,239421,ONLINE,Unspecified,MANHATTAN,40.823814391623685,-73.93828356816849,"{'latitude': '40.823814391623685', 'longitude': '-73.93828356816849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  148 STREET,,,,,,,
58848602,2023-09-18T23:58:10.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11221,520 HART STREET,HART STREET,ADDRESS,BROOKLYN,In Progress,"NYC Parks will inspect the site to determine if it is suitable for a new street tree, including a review of potential conflicts with other infrastructure. If the site is found to be suitable, a tree will be planted during the next available planting season. You may review recently completed and upcoming street tree plantings in your neighborhood by visiting the NYC Parks Tree Work Hub at nyc.gov/parks/treework.",2023-10-30T11:29:00.000,04 BROOKLYN,3032257501,BROOKLYN,1003453,192879,ONLINE,Unspecified,BROOKLYN,40.69606423718695,-73.93074938305489,"{'latitude': '40.69606423718695', 'longitude': '-73.93074938305489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,HART STREET,,,,,,,
58847835,2023-09-18T23:58:04.000,2023-09-19T00:14:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373,43-17 FORLEY STREET,FORLEY STREET,ADDRESS,ELMHURST,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T00:14:09.000,04 QUEENS,4015760056,QUEENS,1019328,210505,ONLINE,Unspecified,QUEENS,40.744394622500586,-73.8734085336844,"{'latitude': '40.744394622500586', 'longitude': '-73.8734085336844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LAMONT AVENUE,43 AVENUE,LAMONT AVENUE,43 AVENUE,FORLEY STREET,,,,,,,
58845636,2023-09-18T23:58:02.000,2023-09-19T00:32:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,594 RIVERSIDE DRIVE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T00:32:34.000,09 MANHATTAN,1020020067,MANHATTAN,996319,238772,ONLINE,Unspecified,MANHATTAN,40.82204134084715,-73.95639390325287,"{'latitude': '40.82204134084715', 'longitude': '-73.95639390325287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  136 STREET,WEST  137 STREET,WEST  136 STREET,WEST  137 STREET,RIVERSIDE DRIVE,,,,,,,
58853790,2023-09-18T23:57:43.000,2023-09-22T16:16:52.000,TLC,Taxi and Limousine Commission,Lost Property,Other,Taxi,10022,3 AVENUE,3 AVENUE,INTERSECTION,,Closed,See notes for information.,2023-09-22T16:16:55.000,06 MANHATTAN,,MANHATTAN,992474,214874,PHONE,Unspecified,MANHATTAN,40.75645216956897,-73.97031540199235,"{'latitude': '40.75645216956897', 'longitude': '-73.97031540199235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3 AVENUE,EAST   51 STREET,3 AVENUE,EAST   51 STREET,,,,,"3 AVENUE AND EAST   51 STREET, MANHATTAN, NY, 10022",,,
58854248,2023-09-18T23:57:42.000,2023-09-19T01:46:47.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11417,103-11 103 STREET,103 STREET,ADDRESS,OZONE PARK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T01:46:50.000,10 QUEENS,4095070075,QUEENS,1028992,188329,ONLINE,Unspecified,QUEENS,40.683483287591194,-73.83867999936275,"{'latitude': '40.683483287591194', 'longitude': '-73.83867999936275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",103 AVENUE,LIBERTY AVENUE,103 AVENUE,LIBERTY AVENUE,103 STREET,,,,,,,
58851904,2023-09-18T23:57:09.000,2023-09-19T00:27:42.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10002,107 ELDRIDGE STREET,ELDRIDGE STREET,ADDRESS,NEW YORK,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-19T00:27:47.000,03 MANHATTAN,1004180048,MANHATTAN,986462,200889,ONLINE,Unspecified,MANHATTAN,40.71807035293164,-73.992020365249,"{'latitude': '40.71807035293164', 'longitude': '-73.992020365249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GRAND STREET,BROOME STREET,GRAND STREET,BROOME STREET,ELDRIDGE STREET,,,,,,,
58853254,2023-09-18T23:56:32.000,2023-09-19T00:21:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10039,210P WEST  153 STREET,WEST  153 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-19T00:21:12.000,10 MANHATTAN,1020370011,MANHATTAN,1002046,240511,ONLINE,Unspecified,MANHATTAN,40.826804719288,-73.93569726672507,"{'latitude': '40.826804719288', 'longitude': '-73.93569726672507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADAM CLAYTON POWELL JR BOULEVARD,DEAD END,ADAM CLAYTON POWELL JR BOULEVARD,DEAD END,WEST  153 STREET,,,,,,,
58845637,2023-09-18T23:56:07.000,2023-09-19T00:32:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,622 WEST  137 STREET,WEST  137 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T00:32:49.000,09 MANHATTAN,1020020061,MANHATTAN,996757,238636,ONLINE,Unspecified,MANHATTAN,40.821667450043606,-73.95481163398917,"{'latitude': '40.821667450043606', 'longitude': '-73.95481163398917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,WEST  137 STREET,,,,,,,
58851903,2023-09-18T23:56:05.000,2023-09-19T00:27:57.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10002,134 ELDRIDGE STREET,ELDRIDGE STREET,ADDRESS,NEW YORK,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-19T00:28:02.000,03 MANHATTAN,1004140001,MANHATTAN,986588,201196,ONLINE,Unspecified,MANHATTAN,40.7189129617464,-73.99156572246149,"{'latitude': '40.7189129617464', 'longitude': '-73.99156572246149', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOME STREET,DELANCEY STREET,BROOME STREET,DELANCEY STREET,ELDRIDGE STREET,,,,,,,
58847750,2023-09-18T23:56:00.000,2023-09-25T18:06:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10028,,,INTERSECTION,MANHATTAN,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-25T18:06:00.000,08 MANHATTAN,,MANHATTAN,996413,223023,ONLINE,Unspecified,MANHATTAN,40.778814516637816,-73.95608280319802,"{'latitude': '40.778814516637816', 'longitude': '-73.95608280319802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,EAST 85 STREET,LEXINGTON AVENUE,,N/A,,,,,,
58849064,2023-09-18T23:56:00.000,2023-09-26T04:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10009,298 EAST    3 STREET,EAST    3 STREET,ADDRESS,NEW YORK,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-26T04:15:00.000,03 MANHATTAN,1003720022,MANHATTAN,989835,202084,PHONE,Unspecified,MANHATTAN,40.72134885375417,-73.97985151322482,"{'latitude': '40.72134885375417', 'longitude': '-73.97985151322482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE C,AVENUE D,,,,N/A,,,,,,
58851956,2023-09-18T23:55:22.000,2023-09-19T01:14:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11426,246-09 JERICHO TURNPIKE,JERICHO TURNPIKE,ADDRESS,BELLEROSE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T01:14:50.000,13 QUEENS,4086600006,QUEENS,1061390,203582,ONLINE,Unspecified,QUEENS,40.725125916834905,-73.72169293448363,"{'latitude': '40.725125916834905', 'longitude': '-73.72169293448363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CITY LIMIT,247 STREET,CITY LIMIT,247 STREET,JERICHO TURNPIKE,,,,,,,
58846634,2023-09-18T23:55:01.000,2023-09-19T01:10:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11207,1577 BUSHWICK AVENUE,BUSHWICK AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T01:11:03.000,04 BROOKLYN,3034710001,BROOKLYN,1010813,187611,PHONE,Unspecified,BROOKLYN,40.68158576542831,-73.90422824913867,"{'latitude': '40.68158576542831', 'longitude': '-73.90422824913867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DE SALES PLACE,EASTERN PARKWAY,DE SALES PLACE,EASTERN PARKWAY,BUSHWICK AVENUE,,,,,,,
58851831,2023-09-18T23:54:00.000,2023-09-19T00:34:48.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10453,1655 POPHAM AVENUE,POPHAM AVENUE,ADDRESS,BRONX,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-19T00:34:52.000,05 BRONX,2028770275,BRONX,1006167,248697,PHONE,Unspecified,BRONX,40.84926363976822,-73.92078001143342,"{'latitude': '40.84926363976822', 'longitude': '-73.92078001143342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,POPHAM AVENUE,,,,,,,
58852948,2023-09-18T23:53:59.000,2023-09-19T01:49:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11102,23-12 30 DRIVE,30 DRIVE,ADDRESS,ASTORIA,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T01:49:54.000,01 QUEENS,4005700030,QUEENS,1004323,218895,PHONE,Unspecified,QUEENS,40.76746981644549,-73.92753434267112,"{'latitude': '40.76746981644549', 'longitude': '-73.92753434267112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23 STREET,CRESCENT STREET,23 STREET,CRESCENT STREET,30 DRIVE,,,,,,,
58846114,2023-09-18T23:53:53.000,2023-09-19T10:37:43.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10030,117 WEST  141 STREET,WEST  141 STREET,ADDRESS,NEW YORK,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-18T23:53:53.000,10 MANHATTAN,1020100018,MANHATTAN,1001210,237368,ONLINE,Unspecified,MANHATTAN,40.81817972089657,-73.93872594945869,"{'latitude': '40.81817972089657', 'longitude': '-73.93872594945869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,WEST  141 STREET,,,,,,,
58848536,2023-09-18T23:53:36.000,2023-09-19T05:27:40.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10453,1655 POPHAM AVENUE,POPHAM AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T05:27:44.000,05 BRONX,2028770275,BRONX,1006167,248697,ONLINE,Unspecified,BRONX,40.84926363976822,-73.92078001143342,"{'latitude': '40.84926363976822', 'longitude': '-73.92078001143342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,POPHAM AVENUE,,,,,,,
58853812,2023-09-18T23:53:19.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10031,723 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T11:58:07.000,09 MANHATTAN,1020610029,MANHATTAN,999690,239780,ONLINE,Unspecified,MANHATTAN,40.8248027654127,-73.94421194034668,"{'latitude': '40.8248027654127', 'longitude': '-73.94421194034668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  146 STREET,WEST  147 STREET,WEST  146 STREET,WEST  147 STREET,ST NICHOLAS AVENUE,,,,,,,
58846874,2023-09-18T23:53:11.000,2023-09-19T00:17:11.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,11213,253 KINGSTON AVENUE,KINGSTON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T00:17:14.000,08 BROOKLYN,3012580012,BROOKLYN,1000331,183767,MOBILE,Unspecified,BROOKLYN,40.67106010409758,-73.94202980529899,"{'latitude': '40.67106010409758', 'longitude': '-73.94202980529899', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST JOHNS PLACE,LINCOLN PLACE,ST JOHNS PLACE,LINCOLN PLACE,KINGSTON AVENUE,,,,,,,
58850750,2023-09-18T23:53:11.000,2023-09-19T00:32:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,622 WEST  137 STREET,WEST  137 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T00:33:04.000,09 MANHATTAN,1020020061,MANHATTAN,996757,238636,MOBILE,Unspecified,MANHATTAN,40.821667450043606,-73.95481163398917,"{'latitude': '40.821667450043606', 'longitude': '-73.95481163398917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,WEST  137 STREET,,,,,,,
58849461,2023-09-18T23:53:07.000,2023-09-19T00:33:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,622 WEST  137 STREET,WEST  137 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T00:33:22.000,09 MANHATTAN,1020020061,MANHATTAN,996757,238636,ONLINE,Unspecified,MANHATTAN,40.821667450043606,-73.95481163398917,"{'latitude': '40.821667450043606', 'longitude': '-73.95481163398917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,WEST  137 STREET,,,,,,,
58849599,2023-09-18T23:52:50.000,2023-09-19T18:26:27.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11105,21-49 41 STREET,41 STREET,ADDRESS,ASTORIA,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,01 QUEENS,4007960014,QUEENS,1010787,221011,ONLINE,Unspecified,QUEENS,40.773260641272984,-73.90419027880417,"{'latitude': '40.773260641272984', 'longitude': '-73.90419027880417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58849502,2023-09-18T23:52:46.000,2023-09-19T00:16:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11213,257 TROY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T00:16:52.000,08 BROOKLYN,3013830006,BROOKLYN,1001859,183541,MOBILE,Unspecified,BROOKLYN,40.67043687743747,-73.936522129537,"{'latitude': '40.67043687743747', 'longitude': '-73.936522129537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST JOHNS PLACE,LINCOLN PLACE,ST JOHNS PLACE,LINCOLN PLACE,TROY AVENUE,,,,,,,
58848717,2023-09-18T23:52:43.000,2023-09-19T04:32:39.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11378,60-21 56 DRIVE,56 DRIVE,ADDRESS,MASPETH,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T04:32:48.000,05 QUEENS,4027040090,QUEENS,1010365,202993,MOBILE,Unspecified,QUEENS,40.72380705415196,-73.90578384290343,"{'latitude': '40.72380705415196', 'longitude': '-73.90578384290343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",60 STREET,61 STREET,60 STREET,61 STREET,56 DRIVE,,,,,,,
58849121,2023-09-18T23:52:26.000,2023-09-19T01:20:08.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11204,5308 17 AVENUE,17 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T01:20:13.000,12 BROOKLYN,,BROOKLYN,988271,167784,ONLINE,Unspecified,BROOKLYN,40.62720392844831,-73.98551427363627,"{'latitude': '40.62720392844831', 'longitude': '-73.98551427363627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53 STREET,54 STREET,53 STREET,54 STREET,17 AVENUE,,,,,,,
58852507,2023-09-18T23:52:14.000,2023-09-19T12:50:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,87-27 81 AVENUE,81 AVENUE,ADDRESS,RIDGEWOOD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T12:50:48.000,05 QUEENS,4038480056,QUEENS,1022840,195628,ONLINE,Unspecified,QUEENS,40.7035462873545,-73.86081955482852,"{'latitude': '40.7035462873545', 'longitude': '-73.86081955482852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MYRTLE AVENUE,88 STREET,MYRTLE AVENUE,88 STREET,81 AVENUE,,,,,,,
58848718,2023-09-18T23:51:49.000,2023-09-19T02:10:20.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11213,732 CROWN STREET,CROWN STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T02:10:24.000,09 BROOKLYN,,BROOKLYN,1002767,181677,MOBILE,Unspecified,BROOKLYN,40.66531876161234,-73.93325404350543,"{'latitude': '40.66531876161234', 'longitude': '-73.93325404350543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SCHENECTADY AVENUE,UTICA AVENUE,SCHENECTADY AVENUE,UTICA AVENUE,CROWN STREET,,,,,,,
58852009,2023-09-18T23:51:07.000,2023-09-19T00:07:04.000,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Street/Curbside,10468,2876 CLAFLIN AVENUE,CLAFLIN AVENUE,ADDRESS,BRONX,Closed,NYC Parks inspected the condition and determined that the issue is out of their jurisdiction.,2023-09-19T00:07:08.000,08 BRONX,2032500121,BRONX,1012007,257516,PHONE,Unspecified,BRONX,40.87345269366442,-73.89963456059589,"{'latitude': '40.87345269366442', 'longitude': '-73.89963456059589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  197 STREET,RESERVOIR AVENUE,WEST  197 STREET,RESERVOIR AVENUE,CLAFLIN AVENUE,,,,,,,
58850482,2023-09-18T23:50:54.000,2023-09-19T01:46:41.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11102,30-60 29 STREET,29 STREET,ADDRESS,ASTORIA,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T01:46:46.000,01 QUEENS,4005770056,QUEENS,1005269,218457,PHONE,Unspecified,QUEENS,40.766265421758774,-73.92412055379155,"{'latitude': '40.766265421758774', 'longitude': '-73.92412055379155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30 ROAD,30 DRIVE,30 ROAD,30 DRIVE,29 STREET,,,,,,,
