unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,road_ramp,taxi_pick_up_location,bridge_highway_direction,taxi_company_borough,due_date
58907539,2023-09-23T18:04:57.000,2023-09-25T16:32:49.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11210,1155 EAST   35 STREET,EAST   35 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,18 BROOKLYN,3076170017,BROOKLYN,1000381,167347,PHONE,Unspecified,BROOKLYN,40.625990681603746,-73.94188882855283,"{'latitude': '40.625990681603746', 'longitude': '-73.94188882855283', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908146,2023-09-23T18:04:50.000,2023-09-25T19:27:18.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10458,3224 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,07 BRONX,2033230001,BRONX,1016013,259063,ONLINE,Unspecified,BRONX,40.87768522100344,-73.88514210453008,"{'latitude': '40.87768522100344', 'longitude': '-73.88514210453008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58905941,2023-09-23T18:04:50.000,2023-09-25T19:27:18.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10458,3224 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,07 BRONX,2033230001,BRONX,1016013,259063,ONLINE,Unspecified,BRONX,40.87768522100344,-73.88514210453008,"{'latitude': '40.87768522100344', 'longitude': '-73.88514210453008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909195,2023-09-23T18:04:50.000,2023-09-25T19:27:18.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10458,3224 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,07 BRONX,2033230001,BRONX,1016013,259063,ONLINE,Unspecified,BRONX,40.87768522100344,-73.88514210453008,"{'latitude': '40.87768522100344', 'longitude': '-73.88514210453008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907929,2023-09-23T18:03:57.000,2023-09-23T18:19:34.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11385,71-25 FRESH POND ROAD,FRESH POND ROAD,71 AVENUE,MYRTLE AVENUE,71 AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,FRESH POND ROAD,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-23T18:19:38.000,05 QUEENS,4036370053,QUEENS,1013413,194886,ONLINE,Unspecified,QUEENS,40.70154576315655,-73.89482257606645,"{'latitude': '40.70154576315655', 'longitude': '-73.89482257606645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909821,2023-09-23T18:03:54.000,2023-09-24T10:07:00.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11377,67-25 51 ROAD,51 ROAD,67 STREET,69 STREET,67 STREET,69 STREET,ADDRESS,WOODSIDE,51 ROAD,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-24T10:07:03.000,05 QUEENS,4024230001,QUEENS,1012641,206816,PHONE,Unspecified,QUEENS,40.73429323629368,-73.89755650152914,"{'latitude': '40.73429323629368', 'longitude': '-73.89755650152914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906596,2023-09-23T18:03:51.000,2023-09-23T18:37:26.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10036,12 AVENUE,12 AVENUE,12 AVENUE,WEST   42 STREET,12 AVENUE,WEST   42 STREET,INTERSECTION,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T18:37:29.000,04 MANHATTAN,,MANHATTAN,983931,216903,ONLINE,Unspecified,MANHATTAN,40.7620250740853,-74.00115152953482,"{'latitude': '40.7620250740853', 'longitude': '-74.00115152953482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908910,2023-09-23T18:03:46.000,2023-09-23T20:16:23.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11414,137-45 82 STREET,82 STREET,DEAD END,149 AVENUE,DEAD END,149 AVENUE,ADDRESS,HOWARD BEACH,82 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T20:16:26.000,10 QUEENS,4113880054,QUEENS,1024995,183314,PHONE,Unspecified,QUEENS,40.66973756527184,-73.85312171617701,"{'latitude': '40.66973756527184', 'longitude': '-73.85312171617701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907925,2023-09-23T18:03:20.000,2023-09-23T18:05:36.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10000,CENTRAL PARK,CENTRAL PARK,79 ST TRANSVERSE,BRIDLE PATH,79 ST TRANSVERSE,BRIDLE PATH,UNRECOGNIZED,NEW YORK,CENTRAL PARK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T18:05:39.000,64 MANHATTAN,1011110001,MANHATTAN,993877,224317,ONLINE,Unspecified,MANHATTAN,40.7823693296991,-73.96523773584458,"{'latitude': '40.7823693296991', 'longitude': '-73.96523773584458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909816,2023-09-23T18:02:41.000,2023-09-24T09:35:53.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11222,44 ECKFORD STREET,ECKFORD STREET,ENGERT AVENUE,DRIGGS AVENUE,ENGERT AVENUE,DRIGGS AVENUE,ADDRESS,BROOKLYN,ECKFORD STREET,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-09-24T09:35:57.000,01 BROOKLYN,3026990038,BROOKLYN,998672,202169,ONLINE,Unspecified,BROOKLYN,40.721572165331686,-73.94797091057289,"{'latitude': '40.721572165331686', 'longitude': '-73.94797091057289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909556,2023-09-23T18:02:35.000,2023-09-23T18:32:51.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10459,1159 FOX STREET,FOX STREET,HOME STREET,INTERVALE AVENUE,HOME STREET,INTERVALE AVENUE,ADDRESS,BRONX,FOX STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T18:32:54.000,03 BRONX,2029740022,BRONX,1013626,241224,ONLINE,Unspecified,BRONX,40.82873077667152,-73.89385187319155,"{'latitude': '40.82873077667152', 'longitude': '-73.89385187319155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909533,2023-09-23T18:02:29.000,2023-09-23T18:05:54.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10028,1000 5 AVENUE,5 AVENUE,EAST   81 STREET,EAST   82 STREET,EAST   81 STREET,EAST   82 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T18:05:58.000,64 MANHATTAN,1011110001,MANHATTAN,994623,222956,ONLINE,Central Park,MANHATTAN,40.77863290127972,-73.96254609596876,"{'latitude': '40.77863290127972', 'longitude': '-73.96254609596876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909944,2023-09-23T18:02:09.000,2023-09-23T19:03:09.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,10462,1810 WALLACE AVENUE,WALLACE AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,ADDRESS,BRONX,WALLACE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T19:03:14.000,11 BRONX,2040530010,BRONX,1021983,247624,ONLINE,Unspecified,BRONX,40.846265150734226,-73.86361847490011,"{'latitude': '40.846265150734226', 'longitude': '-73.86361847490011', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908053,2023-09-23T18:02:09.000,2023-09-23T18:55:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,109 POST AVENUE,POST AVENUE,WEST  204 STREET,WEST  207 STREET,WEST  204 STREET,WEST  207 STREET,ADDRESS,NEW YORK,POST AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T18:55:59.000,12 MANHATTAN,1022190001,MANHATTAN,1006227,254199,MOBILE,Unspecified,MANHATTAN,40.8643648284726,-73.92054510016914,"{'latitude': '40.8643648284726', 'longitude': '-73.92054510016914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908864,2023-09-23T18:02:00.000,2023-09-23T18:55:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11229,2285 EAST   24 STREET,EAST   24 STREET,AVENUE V,AVENUE W,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-23T18:55:00.000,15 BROOKLYN,3073820149,BROOKLYN,999013,156380,ONLINE,Unspecified,BROOKLYN,40.595890912802886,-73.94684095895688,"{'latitude': '40.595890912802886', 'longitude': '-73.94684095895688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906350,2023-09-23T18:01:33.000,2023-09-23T18:31:38.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10030,131 WEST  137 STREET,WEST  137 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  137 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T18:31:44.000,10 MANHATTAN,1020060014,MANHATTAN,1000595,236519,ONLINE,Unspecified,MANHATTAN,40.815850613988964,-73.94094992338078,"{'latitude': '40.815850613988964', 'longitude': '-73.94094992338078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907627,2023-09-23T18:01:28.000,2023-09-29T10:34:33.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10456,1046 CLAY AVENUE,CLAY AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,04 BRONX,2024250005,BRONX,1008394,241134,PHONE,Unspecified,BRONX,40.82849960438073,-73.91275765025593,"{'latitude': '40.82849960438073', 'longitude': '-73.91275765025593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909494,2023-09-23T18:01:18.000,2023-09-23T18:53:31.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11223,2170 WEST    8 STREET,WEST    8 STREET,LAKE PLACE,AVENUE V,LAKE PLACE,AVENUE V,ADDRESS,BROOKLYN,WEST    8 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T18:53:38.000,15 BROOKLYN,3071180038,BROOKLYN,990050,155897,PHONE,Unspecified,BROOKLYN,40.59457557267957,-73.97911560329301,"{'latitude': '40.59457557267957', 'longitude': '-73.97911560329301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908359,2023-09-23T18:01:06.000,2023-09-23T18:13:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11222,57 ENGERT AVENUE,ENGERT AVENUE,LEONARD STREET,ECKFORD STREET,LEONARD STREET,ECKFORD STREET,ADDRESS,BROOKLYN,ENGERT AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T18:13:48.000,01 BROOKLYN,3026987501,BROOKLYN,998540,202085,MOBILE,Unspecified,BROOKLYN,40.72134181986186,-73.94844729459062,"{'latitude': '40.72134181986186', 'longitude': '-73.94844729459062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906858,2023-09-23T18:00:20.000,2023-09-23T18:45:29.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Street/Sidewalk,11235,186 NORFOLK STREET,NORFOLK STREET,SHORE BOULEVARD,ORIENTAL BOULEVARD,SHORE BOULEVARD,ORIENTAL BOULEVARD,ADDRESS,BROOKLYN,NORFOLK STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T18:45:33.000,15 BROOKLYN,3087560131,BROOKLYN,1001219,150225,PHONE,Unspecified,BROOKLYN,40.5789927196684,-73.93891298792737,"{'latitude': '40.5789927196684', 'longitude': '-73.93891298792737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908955,2023-09-23T18:00:12.000,2023-09-23T18:03:03.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11104,41-11 39 PLACE,39 PLACE,SKILLMAN AVENUE,43 AVENUE,SKILLMAN AVENUE,43 AVENUE,ADDRESS,SUNNYSIDE,39 PLACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T18:03:08.000,02 QUEENS,4001860018,QUEENS,1005156,211459,PHONE,Unspecified,QUEENS,40.747057971145864,-73.92455024791593,"{'latitude': '40.747057971145864', 'longitude': '-73.92455024791593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906704,2023-09-23T18:00:02.000,2023-09-23T18:38:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11221,28 MENAHAN STREET,MENAHAN STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,ADDRESS,BROOKLYN,MENAHAN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T18:38:33.000,04 BROOKLYN,3033130009,BROOKLYN,1005846,191764,ONLINE,Unspecified,BROOKLYN,40.69299830570859,-73.92212323100826,"{'latitude': '40.69299830570859', 'longitude': '-73.92212323100826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906717,2023-09-23T17:59:22.000,2023-09-23T18:27:35.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,10004,50 BEAVER STREET,BEAVER STREET,BROAD STREET,SOUTH WILLIAM STREET,BROAD STREET,SOUTH WILLIAM STREET,ADDRESS,NEW YORK,BEAVER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T18:27:39.000,01 MANHATTAN,1000297501,MANHATTAN,981272,196156,ONLINE,Unspecified,MANHATTAN,40.70507916889231,-74.01074083242189,"{'latitude': '40.70507916889231', 'longitude': '-74.01074083242189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58905707,2023-09-23T17:59:17.000,2023-09-23T18:19:31.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10029,323 EAST  108 STREET,EAST  108 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST  108 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T18:19:34.000,11 MANHATTAN,1016800015,MANHATTAN,1000768,227621,MOBILE,Unspecified,MANHATTAN,40.79142773184086,-73.94034681251257,"{'latitude': '40.79142773184086', 'longitude': '-73.94034681251257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908364,2023-09-23T17:59:08.000,2023-09-23T18:57:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11238,369 ST JOHNS PLACE,ST JOHNS PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,ST JOHNS PLACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T18:57:49.000,08 BROOKLYN,3011730078,BROOKLYN,993859,184874,ONLINE,Unspecified,BROOKLYN,40.67410796085446,-73.96535905535501,"{'latitude': '40.67410796085446', 'longitude': '-73.96535905535501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906867,2023-09-23T17:59:00.000,2023-09-23T19:58:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11225,,,,,FLATBUSH AVENUE,WINTHROP STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-23T19:58:00.000,09 BROOKLYN,,BROOKLYN,995328,178454,UNKNOWN,Unspecified,BROOKLYN,40.65648477129687,-73.96007378372889,"{'latitude': '40.65648477129687', 'longitude': '-73.96007378372889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58909142,2023-09-23T17:58:36.000,2023-10-14T05:03:20.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10302,137 HEBERTON AVENUE,HEBERTON AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-14T00:00:00.000,01 STATEN ISLAND,5010150001,STATEN ISLAND,947807,171320,PHONE,Unspecified,STATEN ISLAND,40.6368354428596,-74.13130557443678,"{'latitude': '40.6368354428596', 'longitude': '-74.13130557443678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908641,2023-09-23T17:58:36.000,2023-10-14T05:03:19.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10302,137 HEBERTON AVENUE,HEBERTON AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-14T00:00:00.000,01 STATEN ISLAND,5010150001,STATEN ISLAND,947807,171320,PHONE,Unspecified,STATEN ISLAND,40.6368354428596,-74.13130557443678,"{'latitude': '40.6368354428596', 'longitude': '-74.13130557443678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58905784,2023-09-23T17:58:31.000,2023-09-23T18:14:56.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11221,982 DE KALB AVENUE,DE KALB AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,ADDRESS,BROOKLYN,DEKALB AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T18:14:59.000,03 BROOKLYN,,BROOKLYN,1001990,191809,ONLINE,Eleanor Roosevelt Playground,BROOKLYN,40.693130389605756,-73.9360281274507,"{'latitude': '40.693130389605756', 'longitude': '-73.9360281274507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907108,2023-09-23T17:58:30.000,2023-10-01T17:52:18.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,10474,638 MANIDA STREET,MANIDA STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,02 BRONX,2027650299,BRONX,1015264,235449,PHONE,Unspecified,BRONX,40.812874445102864,-73.88795977113767,"{'latitude': '40.812874445102864', 'longitude': '-73.88795977113767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909258,2023-09-23T17:58:30.000,2023-10-01T17:52:19.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10474,638 MANIDA STREET,MANIDA STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,02 BRONX,2027650299,BRONX,1015264,235449,PHONE,Unspecified,BRONX,40.812874445102864,-73.88795977113767,"{'latitude': '40.812874445102864', 'longitude': '-73.88795977113767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908092,2023-09-23T17:58:30.000,2023-10-01T17:52:19.000,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,10474,638 MANIDA STREET,MANIDA STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,02 BRONX,2027650299,BRONX,1015264,235449,PHONE,Unspecified,BRONX,40.812874445102864,-73.88795977113767,"{'latitude': '40.812874445102864', 'longitude': '-73.88795977113767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909717,2023-09-23T17:58:30.000,2023-10-01T17:52:18.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10474,638 MANIDA STREET,MANIDA STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,02 BRONX,2027650299,BRONX,1015264,235449,PHONE,Unspecified,BRONX,40.812874445102864,-73.88795977113767,"{'latitude': '40.812874445102864', 'longitude': '-73.88795977113767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908033,2023-09-23T17:58:29.000,2023-09-23T18:14:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,205 NORTH    7 STREET,NORTH    7 STREET,DRIGGS AVENUE,ROEBLING STREET,DRIGGS AVENUE,ROEBLING STREET,ADDRESS,BROOKLYN,NORTH    7 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-23T18:14:23.000,01 BROOKLYN,3023210038,BROOKLYN,996444,200421,ONLINE,Unspecified,BROOKLYN,40.71677767814682,-73.95601185220197,"{'latitude': '40.71677767814682', 'longitude': '-73.95601185220197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909882,2023-09-23T17:58:21.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Restaurant/Bar/Deli/Bakery,10065,36 EAST   61 STREET,EAST   61 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,EAST   61 STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-25T13:56:34.000,08 MANHATTAN,1013750146,MANHATTAN,992510,217878,ONLINE,Unspecified,MANHATTAN,40.76469734490603,-73.97018176873466,"{'latitude': '40.76469734490603', 'longitude': '-73.97018176873466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907403,2023-09-23T17:58:17.000,2023-09-23T18:34:18.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11207,366 GLENMORE AVENUE,GLENMORE AVENUE,SHEFFIELD AVENUE,PENNSYLVANIA AVENUE,SHEFFIELD AVENUE,PENNSYLVANIA AVENUE,ADDRESS,BROOKLYN,GLENMORE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T18:34:23.000,05 BROOKLYN,3037200018,BROOKLYN,1012816,184495,ONLINE,Unspecified,BROOKLYN,40.67302681777982,-73.8970197329652,"{'latitude': '40.67302681777982', 'longitude': '-73.8970197329652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906273,2023-09-23T17:58:06.000,2023-09-23T18:53:21.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11238,529 WAVERLY AVENUE,WAVERLY AVENUE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,WAVERLY AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-23T18:53:24.000,02 BROOKLYN,3020120010,BROOKLYN,993767,187882,PHONE,Unspecified,BROOKLYN,40.68236433917126,-73.96568647230198,"{'latitude': '40.68236433917126', 'longitude': '-73.96568647230198', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907838,2023-09-23T17:58:00.000,2023-09-23T18:25:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11102,27-25 1 STREET,1 STREET,27 AVENUE,ASTORIA BOULEVARD,27 AVENUE,ASTORIA BOULEVARD,ADDRESS,ASTORIA,1 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T18:25:33.000,01 QUEENS,4004900101,QUEENS,1001852,221634,ONLINE,Unspecified,QUEENS,40.77499292028254,-73.93644773734287,"{'latitude': '40.77499292028254', 'longitude': '-73.93644773734287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907163,2023-09-23T17:57:08.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11373,40-29 81 STREET,81 STREET,ROOSEVELT AVENUE,41 AVENUE,ROOSEVELT AVENUE,41 AVENUE,ADDRESS,ELMHURST,81 STREET,In Progress,,,04 QUEENS,4014920046,QUEENS,1016187,211436,UNKNOWN,Unspecified,QUEENS,40.74696188318363,-73.8847395171624,"{'latitude': '40.74696188318363', 'longitude': '-73.8847395171624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
