unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location
58938518,2023-09-27T09:29:34.000,2023-09-27T09:29:34.000,DOB,Department of Buildings,Boilers,Boiler - Defective/Inoperative/No Permit,,10016,335 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-27T00:00:00.000,06 MANHATTAN,1008950028,MANHATTAN,990523,212387,UNKNOWN,Unspecified,MANHATTAN,40.74962758473869,-73.97735987286809,"{'latitude': '40.74962758473869', 'longitude': '-73.97735987286809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58936839,2023-09-27T09:29:34.000,2023-09-27T09:29:34.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11249,135 KENT AVENUE,KENT AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-27T00:00:00.000,01 BROOKLYN,3023330005,BROOKLYN,994675,201478,UNKNOWN,Unspecified,BROOKLYN,40.719681150342815,-73.96239163414805,"{'latitude': '40.719681150342815', 'longitude': '-73.96239163414805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58944665,2023-09-27T09:29:34.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,10312,8 NOTUS AVENUE,NOTUS AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T00:00:00.000,03 STATEN ISLAND,5056600032,STATEN ISLAND,935426,140016,UNKNOWN,Unspecified,STATEN ISLAND,40.550852842517536,-74.17568848899647,"{'latitude': '40.550852842517536', 'longitude': '-74.17568848899647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58944744,2023-09-27T09:29:28.000,2023-09-27T10:24:06.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11236,EAST   94 STREET,EAST   94 STREET,EAST   94 STREET,GLENWOOD ROAD,EAST   94 STREET,GLENWOOD ROAD,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T10:24:09.000,18 BROOKLYN,,BROOKLYN,1010697,173768,PHONE,Unspecified,BROOKLYN,40.64359016138858,-73.90470078049103,"{'latitude': '40.64359016138858', 'longitude': '-73.90470078049103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58945581,2023-09-27T09:29:25.000,2023-10-02T10:59:52.000,DOT,Department of Transportation,Sidewalk Condition,Dumpster - Construction Waste,Sidewalk,11104,42-09 47 AVENUE,47 AVENUE,42 STREET,43 STREET,42 STREET,43 STREET,ADDRESS,SUNNYSIDE,47 AVENUE,Closed,"The Department of Transportation inspected the condition and issued a summons to the responsible party. A re-inspection will be done within 10 days. If the condition still exists, a second summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-10-02T10:59:55.000,02 QUEENS,4001690001,QUEENS,1005694,209461,ONLINE,Unspecified,QUEENS,40.74157267471363,-73.92261497710001,"{'latitude': '40.74157267471363', 'longitude': '-73.92261497710001', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58940385,2023-09-27T09:29:25.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11204,1644 65 STREET,65 STREET,16 AVENUE,17 AVENUE,16 AVENUE,17 AVENUE,ADDRESS,BROOKLYN,65 STREET,In Progress,,,11 BROOKLYN,3055520028,BROOKLYN,985974,165632,ONLINE,Unspecified,BROOKLYN,40.621297883880594,-73.99378980790556,"{'latitude': '40.621297883880594', 'longitude': '-73.99378980790556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58940506,2023-09-27T09:29:19.000,2023-09-27T09:29:19.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Office Building,11361,41-22 BELL BOULEVARD,BELL BOULEVARD,41 ROAD,42 AVENUE,41 ROAD,42 AVENUE,ADDRESS,BAYSIDE,BELL BOULEVARD,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-27T09:29:19.000,11 QUEENS,4062270311,QUEENS,1047777,217336,ONLINE,Unspecified,QUEENS,40.7629853146833,-73.77067600320585,"{'latitude': '40.7629853146833', 'longitude': '-73.77067600320585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58938508,2023-09-27T09:29:14.000,2023-09-27T10:27:36.000,NYPD,New York City Police Department,Urinating in Public,N/A,Street/Sidewalk,11372,WARREN STREET,WARREN STREET,37 AVENUE,NYCTA SUBWAY,37 AVENUE,NYCTA SUBWAY,BLOCKFACE,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T10:27:41.000,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,
58940623,2023-09-27T09:28:55.000,2023-10-07T11:41:05.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11249,26 WILSON STREET,WILSON STREET,KENT AVENUE,WYTHE AVENUE,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,WILSON STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-03T13:09:50.000,01 BROOKLYN,3021807501,BROOKLYN,993858,195579,ONLINE,Unspecified,BROOKLYN,40.703490724529146,-73.96534739375795,"{'latitude': '40.703490724529146', 'longitude': '-73.96534739375795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58940459,2023-09-27T09:28:40.000,2023-11-17T13:24:02.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Hours of Operation,Park,11212,BETSY HEAD PARK,BETSY HEAD PARK,HERZL STREET,AMBOY STREET,HERZL STREET,AMBOY STREET,UNRECOGNIZED,BROOKLYN,BETSY HEAD PARK,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-11-17T13:24:07.000,16 BROOKLYN,3035700001,BROOKLYN,1008255,180767,MOBILE,Betsy Head Park,BROOKLYN,40.6628078358559,-73.91347537508494,"{'latitude': '40.6628078358559', 'longitude': '-73.91347537508494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58940390,2023-09-27T09:28:36.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,10466,4316 GRACE AVENUE,GRACE AVENUE,PITMAN AVENUE,NEREID AVENUE,PITMAN AVENUE,NEREID AVENUE,ADDRESS,BRONX,GRACE AVENUE,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-28T14:34:14.000,12 BRONX,2050550007,BRONX,1026515,266109,ONLINE,Unspecified,BRONX,40.896980203833735,-73.84712151837262,"{'latitude': '40.896980203833735', 'longitude': '-73.84712151837262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58942809,2023-09-27T09:28:31.000,2023-09-27T10:22:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10019,COLUMBUS CIRCLE,COLUMBUS CIRCLE,8 AVENUE,COLUMBUS CIRCLE,8 AVENUE,COLUMBUS CIRCLE,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T10:22:50.000,04 MANHATTAN,,MANHATTAN,989205,218987,MOBILE,Unspecified,MANHATTAN,40.76774373295265,-73.9821118532151,"{'latitude': '40.76774373295265', 'longitude': '-73.9821118532151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
59006226,2023-09-27T09:28:26.000,2023-09-27T15:12:32.000,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10468,2550 JEROME AVENUE,JEROME AVENUE,EAST  190 STREET,WEST  192 STREET,EAST  190 STREET,WEST  192 STREET,ADDRESS,BRONX,JEROME AVENUE,Closed,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",2023-09-27T15:12:36.000,07 BRONX,2031760001,BRONX,1012155,254532,UNKNOWN,Unspecified,BRONX,40.865262063365364,-73.89911184053967,"{'latitude': '40.865262063365364', 'longitude': '-73.89911184053967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58938354,2023-09-27T09:28:10.000,2023-09-27T09:57:50.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10006,61 BROADWAY,BROADWAY,EXCHANGE ALLEY,RECTOR STREET,EXCHANGE ALLEY,RECTOR STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T09:57:55.000,01 MANHATTAN,1000210001,MANHATTAN,980830,196854,ONLINE,Unspecified,MANHATTAN,40.706994854480634,-74.01233536016082,"{'latitude': '40.706994854480634', 'longitude': '-74.01233536016082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58944878,2023-09-27T09:28:00.000,,DOT,Department of Transportation,Street Light Condition,Fixture/Luminaire Missing,,11211,215 NORTH   10 STREET,NORTH   10 STREET,DRIGGS AVE,ROEBLING ST,NORTH 10 STREET,DRIGGS AVENUE,INTERSECTION,BROOKLYN,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-17T09:49:00.000,01 BROOKLYN,0000000000,BROOKLYN,996820,201119,UNKNOWN,Unspecified,BROOKLYN,40.71869299409883,-73.95465418163987,"{'latitude': '40.71869299409883', 'longitude': '-73.95465418163987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58939824,2023-09-27T09:28:00.000,2023-09-27T16:50:00.000,DOT,Department of Transportation,Street Light Condition,Fixture/Luminaire Hanging,,10022,981 3 AVENUE,3 AVENUE,58 ST E,59 ST E,,,ADDRESS,NEW YORK,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-27T16:50:00.000,06 MANHATTAN,1013320048,MANHATTAN,993452,216625,UNKNOWN,Unspecified,MANHATTAN,40.76125725249223,-73.9667829063328,"{'latitude': '40.76125725249223', 'longitude': '-73.9667829063328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58949572,2023-09-27T09:27:47.000,2023-09-28T14:03:54.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,Private Carter Decal Not Posted,Street,10306,1111 FATHER CAPODANNO BOULEVARD,FATHER CAPODANNO BOULEVARD,MIDLAND AVENUE,LINCOLN AVENUE,MIDLAND AVENUE,LINCOLN AVENUE,ADDRESS,STATEN ISLAND,FATHER CAPODANNO BOULEVARD,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-28T14:03:58.000,02 STATEN ISLAND,5038750001,STATEN ISLAND,959133,147195,PHONE,Unspecified,STATEN ISLAND,40.57065662764996,-74.09040787044486,"{'latitude': '40.57065662764996', 'longitude': '-74.09040787044486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58941679,2023-09-27T09:27:22.000,2023-10-23T15:52:41.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11211,140 JACKSON STREET,JACKSON STREET,MANHATTAN AVENUE,GRAHAM AVENUE,MANHATTAN AVENUE,GRAHAM AVENUE,ADDRESS,BROOKLYN,JACKSON STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-27T09:27:22.000,01 BROOKLYN,3027490011,BROOKLYN,999328,200342,PHONE,Unspecified,BROOKLYN,40.716556396978255,-73.94560840534325,"{'latitude': '40.716556396978255', 'longitude': '-73.94560840534325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58936796,2023-09-27T09:27:06.000,2023-09-29T15:35:55.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11379,68-15 75 STREET,75 STREET,68 AVENUE,68 ROAD,68 AVENUE,68 ROAD,ADDRESS,MIDDLE VILLAGE,75 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T12:49:11.000,05 QUEENS,4037880071,QUEENS,1018326,198109,ONLINE,Unspecified,QUEENS,40.71037457427197,-73.87708737372795,"{'latitude': '40.71037457427197', 'longitude': '-73.87708737372795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58943318,2023-09-27T09:27:05.000,2023-10-02T15:12:21.000,DSNY,Department of Sanitation,Dirty Condition,Syringes,Street,10027,107 WEST  123 STREET,WEST  123 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  123 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T12:16:18.000,10 MANHATTAN,1019080025,MANHATTAN,998918,233194,ONLINE,Unspecified,MANHATTAN,40.80672735877686,-73.9470157363215,"{'latitude': '40.80672735877686', 'longitude': '-73.9470157363215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58938831,2023-09-27T09:26:52.000,2023-09-28T19:45:44.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10468,2619 SEDGWICK AVENUE,SEDGWICK AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,07 BRONX,2032370111,BRONX,1010423,255882,PHONE,Unspecified,BRONX,40.86897270576108,-73.90536846177652,"{'latitude': '40.86897270576108', 'longitude': '-73.90536846177652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58938878,2023-09-27T09:26:52.000,2023-09-28T19:45:42.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10468,2619 SEDGWICK AVENUE,SEDGWICK AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,07 BRONX,2032370111,BRONX,1010423,255882,PHONE,Unspecified,BRONX,40.86897270576108,-73.90536846177652,"{'latitude': '40.86897270576108', 'longitude': '-73.90536846177652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58937622,2023-09-27T09:26:52.000,2023-09-28T19:45:44.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10468,2619 SEDGWICK AVENUE,SEDGWICK AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,07 BRONX,2032370111,BRONX,1010423,255882,PHONE,Unspecified,BRONX,40.86897270576108,-73.90536846177652,"{'latitude': '40.86897270576108', 'longitude': '-73.90536846177652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58945272,2023-09-27T09:26:43.000,2023-10-19T21:04:46.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10462,1650 METROPOLITAN AVENUE,METROPOLITAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-19T00:00:00.000,09 BRONX,2039437501,BRONX,1024092,245480,PHONE,Unspecified,BRONX,40.84037124204348,-73.85600849200037,"{'latitude': '40.84037124204348', 'longitude': '-73.85600849200037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58936261,2023-09-27T09:26:43.000,2023-10-19T21:04:46.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10462,1650 METROPOLITAN AVENUE,METROPOLITAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-19T00:00:00.000,09 BRONX,2039437501,BRONX,1024092,245480,PHONE,Unspecified,BRONX,40.84037124204348,-73.85600849200037,"{'latitude': '40.84037124204348', 'longitude': '-73.85600849200037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58940110,2023-09-27T09:26:43.000,2023-10-19T21:04:46.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10462,1650 METROPOLITAN AVENUE,METROPOLITAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-19T00:00:00.000,09 BRONX,2039437501,BRONX,1024092,245480,PHONE,Unspecified,BRONX,40.84037124204348,-73.85600849200037,"{'latitude': '40.84037124204348', 'longitude': '-73.85600849200037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58942852,2023-09-27T09:26:36.000,2023-09-27T21:52:33.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11385,1914 STANHOPE STREET,STANHOPE STREET,WOODWARD AVENUE,FAIRVIEW AVENUE,WOODWARD AVENUE,FAIRVIEW AVENUE,ADDRESS,RIDGEWOOD,STANHOPE STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T21:52:36.000,05 QUEENS,4033860017,QUEENS,1008646,197614,MOBILE,Unspecified,QUEENS,40.70904790301922,-73.91200503956489,"{'latitude': '40.70904790301922', 'longitude': '-73.91200503956489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58943239,2023-09-27T09:26:34.000,2023-09-27T11:01:43.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11201,268 LIVINGSTON STREET,LIVINGSTON STREET,ELM PLACE,BOND STREET,ELM PLACE,BOND STREET,ADDRESS,BROOKLYN,LIVINGSTON STREET,Closed,N/A,2023-09-27T11:01:47.000,02 BROOKLYN,3001650029,BROOKLYN,988733,190254,ONLINE,Unspecified,BROOKLYN,40.68887891759485,-73.98383497208559,"{'latitude': '40.68887891759485', 'longitude': '-73.98383497208559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935902,2023-09-27T09:26:33.000,2023-11-16T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11385,59-46 PALMETTO STREET,PALMETTO STREET,,,,,ADDRESS,RIDGEWOOD,,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-11-16T00:00:00.000,05 QUEENS,4034990042,QUEENS,1011365,197009,UNKNOWN,Unspecified,QUEENS,40.707379407522396,-73.9022002079917,"{'latitude': '40.707379407522396', 'longitude': '-73.9022002079917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58941328,2023-09-27T09:26:32.000,2023-10-13T19:27:23.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11203,189 EAST   52 STREET,EAST   52 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-13T00:00:00.000,17 BROOKLYN,3046390105,BROOKLYN,1003973,178426,PHONE,Unspecified,BROOKLYN,40.656392882096824,-73.92891643455373,"{'latitude': '40.656392882096824', 'longitude': '-73.92891643455373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58945255,2023-09-27T09:26:32.000,2023-10-13T19:27:23.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11203,189 EAST   52 STREET,EAST   52 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-13T00:00:00.000,17 BROOKLYN,3046390105,BROOKLYN,1003973,178426,PHONE,Unspecified,BROOKLYN,40.656392882096824,-73.92891643455373,"{'latitude': '40.656392882096824', 'longitude': '-73.92891643455373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58938851,2023-09-27T09:26:32.000,2023-10-13T19:27:24.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11203,189 EAST   52 STREET,EAST   52 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-13T00:00:00.000,17 BROOKLYN,3046390105,BROOKLYN,1003973,178426,PHONE,Unspecified,BROOKLYN,40.656392882096824,-73.92891643455373,"{'latitude': '40.656392882096824', 'longitude': '-73.92891643455373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58938776,2023-09-27T09:26:32.000,2023-10-13T19:27:23.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11203,189 EAST   52 STREET,EAST   52 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-13T00:00:00.000,17 BROOKLYN,3046390105,BROOKLYN,1003973,178426,PHONE,Unspecified,BROOKLYN,40.656392882096824,-73.92891643455373,"{'latitude': '40.656392882096824', 'longitude': '-73.92891643455373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58941401,2023-09-27T09:26:32.000,2023-10-13T19:27:23.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11203,189 EAST   52 STREET,EAST   52 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-13T00:00:00.000,17 BROOKLYN,3046390105,BROOKLYN,1003973,178426,PHONE,Unspecified,BROOKLYN,40.656392882096824,-73.92891643455373,"{'latitude': '40.656392882096824', 'longitude': '-73.92891643455373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58943982,2023-09-27T09:26:32.000,2023-10-13T19:27:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11203,189 EAST   52 STREET,EAST   52 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-13T00:00:00.000,17 BROOKLYN,3046390105,BROOKLYN,1003973,178426,PHONE,Unspecified,BROOKLYN,40.656392882096824,-73.92891643455373,"{'latitude': '40.656392882096824', 'longitude': '-73.92891643455373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58944041,2023-09-27T09:26:32.000,2023-10-13T19:27:24.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11203,189 EAST   52 STREET,EAST   52 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-13T00:00:00.000,17 BROOKLYN,3046390105,BROOKLYN,1003973,178426,PHONE,Unspecified,BROOKLYN,40.656392882096824,-73.92891643455373,"{'latitude': '40.656392882096824', 'longitude': '-73.92891643455373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58936340,2023-09-27T09:26:31.000,2023-10-13T19:27:23.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11203,189 EAST   52 STREET,EAST   52 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-13T00:00:00.000,17 BROOKLYN,3046390105,BROOKLYN,1003973,178426,PHONE,Unspecified,BROOKLYN,40.656392882096824,-73.92891643455373,"{'latitude': '40.656392882096824', 'longitude': '-73.92891643455373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58942669,2023-09-27T09:26:31.000,2023-10-13T19:27:23.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11203,189 EAST   52 STREET,EAST   52 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-13T00:00:00.000,17 BROOKLYN,3046390105,BROOKLYN,1003973,178426,PHONE,Unspecified,BROOKLYN,40.656392882096824,-73.92891643455373,"{'latitude': '40.656392882096824', 'longitude': '-73.92891643455373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58941501,2023-09-27T09:26:31.000,2023-10-13T19:27:22.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11203,189 EAST   52 STREET,EAST   52 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-13T00:00:00.000,17 BROOKLYN,3046390105,BROOKLYN,1003973,178426,PHONE,Unspecified,BROOKLYN,40.656392882096824,-73.92891643455373,"{'latitude': '40.656392882096824', 'longitude': '-73.92891643455373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
