unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,due_date,bridge_highway_direction
58851303,2023-09-18T09:17:12.000,,DPR,Department of Parks and Recreation,Wood Pile Remaining,Remove Debris,11223,2098 EAST    4 STREET,EAST    4 STREET,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.     NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-02T09:32:48.000,15 BROOKLYN,3071060084,BROOKLYN,993121,157507,ONLINE,Unspecified,BROOKLYN,40.59899215584954,-73.96805556202725,"{'latitude': '40.59899215584954', 'longitude': '-73.96805556202725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,AVENUE T,AVENUE U,EAST    4 STREET,,,,,
58854144,2023-09-18T09:17:00.000,2023-09-18T13:20:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),11249,390 WYTHE AVENUE,WYTHE AVENUE,S 4 ST,S 5 ST,ADDRESS,BROOKLYN,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-18T13:20:00.000,01 BROOKLYN,3024410024,BROOKLYN,993708,198921,MOBILE,Unspecified,BROOKLYN,40.71266388489602,-73.96588369543603,"{'latitude': '40.71266388489602', 'longitude': '-73.96588369543603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58846542,2023-09-18T09:17:00.000,2023-09-19T09:50:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10312,361 WOODROW ROAD,WOODROW ROAD,SHOTWELL AVE,GRANTWOOD AVE,ADDRESS,STATEN ISLAND,,Closed,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-19T09:50:00.000,03 STATEN ISLAND,5057350165,STATEN ISLAND,933550,141865,ONLINE,Unspecified,STATEN ISLAND,40.55591745738774,-74.18245293440036,"{'latitude': '40.55591745738774', 'longitude': '-74.18245293440036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58845552,2023-09-18T09:17:00.000,2023-09-20T13:25:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,10029,,,,,INTERSECTION,MANHATTAN,N/A,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-20T13:25:00.000,11 MANHATTAN,,MANHATTAN,999069,228871,UNKNOWN,Unspecified,MANHATTAN,40.794861655945425,-73.94647982984135,"{'latitude': '40.794861655945425', 'longitude': '-73.94647982984135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,PARK AVENUE,EAST 109 STREET,,,,,,
58845292,2023-09-18T09:16:59.000,2023-09-20T00:00:00.000,DOB,Department of Buildings,Investigations and Discipline (IAD),Investigative Inspection,11421,80-10 JAMAICA AVENUE,JAMAICA AVENUE,,,ADDRESS,WOODHAVEN,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-20T00:00:00.000,09 QUEENS,4089190001,QUEENS,1022589,191492,UNKNOWN,Unspecified,QUEENS,40.69219503595526,-73.86174836440303,"{'latitude': '40.69219503595526', 'longitude': '-73.86174836440303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58845460,2023-09-18T09:16:59.000,2023-10-03T00:00:00.000,DOB,Department of Buildings,Plumbing,Plumbing-Defective/Leaking/Not Maintained,11104,47-07 39 STREET,39 STREET,,,ADDRESS,SUNNYSIDE,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-03T00:00:00.000,02 QUEENS,4002000030,QUEENS,1004585,209485,UNKNOWN,Unspecified,QUEENS,40.74164116824256,-73.92661695402963,"{'latitude': '40.74164116824256', 'longitude': '-73.92661695402963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58851873,2023-09-18T09:16:58.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,11220,5109 5 AVENUE,5 AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,The Department of Buildings investigated this complaint and removed the stop work order.,2023-09-22T00:00:00.000,07 BROOKLYN,3008000005,BROOKLYN,981194,174058,UNKNOWN,Unspecified,BROOKLYN,40.64442510867938,-74.01101213757693,"{'latitude': '40.64442510867938', 'longitude': '-74.01101213757693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58851790,2023-09-18T09:16:57.000,2023-09-21T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,10458,2730 DECATUR AVENUE,DECATUR AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-21T00:00:00.000,07 BRONX,2032780022,BRONX,1015229,254640,UNKNOWN,Unspecified,BRONX,40.865548237783095,-73.88799756666266,"{'latitude': '40.865548237783095', 'longitude': '-73.88799756666266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58849357,2023-09-18T09:16:49.000,2023-09-18T09:27:37.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11374,66-05 WOODHAVEN BOULEVARD,WOODHAVEN BOULEVARD,66 AVENUE,66 ROAD,ADDRESS,REGO PARK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T09:27:45.000,06 QUEENS,4031400006,QUEENS,1022112,200940,PHONE,Unspecified,QUEENS,40.71812959270729,-73.86341531578508,"{'latitude': '40.71812959270729', 'longitude': '-73.86341531578508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,66 AVENUE,66 ROAD,WOODHAVEN BOULEVARD,,,,,
58846324,2023-09-18T09:16:45.000,2023-10-10T09:52:50.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,10019,42 WEST   56 STREET,WEST   56 STREET,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T03:42:52.000,05 MANHATTAN,1012710061,MANHATTAN,990929,217217,MOBILE,Unspecified,MANHATTAN,40.76288440618541,-73.97588976460645,"{'latitude': '40.76288440618541', 'longitude': '-73.97588976460645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,5 AVENUE,AVENUE OF THE AMERICAS,WEST   56 STREET,,,,,
58847330,2023-09-18T09:16:41.000,2023-09-22T14:47:51.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,10308,361 ARMSTRONG AVENUE,ARMSTRONG AVENUE,BENNINGTON STREET,SYCAMORE STREET,ADDRESS,STATEN ISLAND,,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-22T14:47:55.000,03 STATEN ISLAND,5052610075,STATEN ISLAND,941106,136909,PHONE,Unspecified,STATEN ISLAND,40.54235417965944,-74.15522978615603,"{'latitude': '40.54235417965944', 'longitude': '-74.15522978615603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,BENNINGTON STREET,SYCAMORE STREET,ARMSTRONG AVENUE,,,,,
58851381,2023-09-18T09:16:38.000,2023-09-18T09:57:32.000,NYPD,New York City Police Department,Panhandling,N/A,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T09:57:40.000,Unspecified BROOKLYN,,BROOKLYN,993724,188209,MOBILE,Unspecified,BROOKLYN,40.683261925759496,-73.96584104895908,"{'latitude': '40.683261925759496', 'longitude': '-73.96584104895908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Subway,,,,C,Platform,,,C to Manhattan
58851379,2023-09-18T09:16:32.000,2023-09-18T09:58:06.000,NYPD,New York City Police Department,Panhandling,N/A,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T09:58:15.000,Unspecified BROOKLYN,,BROOKLYN,993724,188209,MOBILE,Unspecified,BROOKLYN,40.683261925759496,-73.96584104895908,"{'latitude': '40.683261925759496', 'longitude': '-73.96584104895908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Subway,,,,C,Platform,,,
58845481,2023-09-18T09:16:29.000,2023-09-18T12:42:20.000,NYPD,New York City Police Department,Blocked Driveway,No Access,10470,4273 KATONAH AVENUE,KATONAH AVENUE,EAST  235 STREET,EAST  236 STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T12:42:24.000,12 BRONX,2033760061,BRONX,1020954,266379,ONLINE,Unspecified,BRONX,40.89774615223692,-73.86723492840048,"{'latitude': '40.89774615223692', 'longitude': '-73.86723492840048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST  235 STREET,EAST  236 STREET,KATONAH AVENUE,,,,,
58853272,2023-09-18T09:15:58.000,2023-09-18T09:49:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,10026,35 CENTRAL PARK NORTH,CENTRAL PARK NORTH,FRAWLEY CIRCLE,LENOX AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T09:49:25.000,10 MANHATTAN,1015940012,MANHATTAN,997775,229905,PHONE,Unspecified,MANHATTAN,40.79770178009685,-73.95115114536263,"{'latitude': '40.79770178009685', 'longitude': '-73.95115114536263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,FRAWLEY CIRCLE,LENOX AVENUE,WEST  110 STREET,,,,,
58850626,2023-09-18T09:15:57.000,2023-09-18T09:58:53.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11370,32-63 81 STREET,81 STREET,32 AVENUE,NORTHERN BOULEVARD,ADDRESS,EAST ELMHURST,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T09:59:01.000,03 QUEENS,4011770045,QUEENS,1015710,214847,MOBILE,Unspecified,QUEENS,40.756325917270495,-73.8864450477916,"{'latitude': '40.756325917270495', 'longitude': '-73.8864450477916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,32 AVENUE,NORTHERN BOULEVARD,81 STREET,,,,,
58845392,2023-09-18T09:15:57.000,2023-09-18T09:37:41.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11212,358 REMSEN AVENUE,REMSEN AVENUE,CLARKSON AVENUE,EAST   57 STREET,ADDRESS,BROOKLYN,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-18T09:37:46.000,17 BROOKLYN,3046430014,BROOKLYN,1005257,178525,MOBILE,Unspecified,BROOKLYN,40.65666166230306,-73.92428847043162,"{'latitude': '40.65666166230306', 'longitude': '-73.92428847043162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,CLARKSON AVENUE,EAST   57 STREET,REMSEN AVENUE,,,,,
58846799,2023-09-18T09:15:53.000,2023-09-18T10:11:03.000,NYPD,New York City Police Department,Blocked Driveway,No Access,10460,GUERLAIN STREET,GUERLAIN STREET,GUERLAIN STREET,LELAND AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T10:11:16.000,09 BRONX,,BRONX,1021636,245257,PHONE,Unspecified,BRONX,40.83976991197117,-73.86488585991422,"{'latitude': '40.83976991197117', 'longitude': '-73.86488585991422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,GUERLAIN STREET,LELAND AVENUE,,,,,,
58854826,2023-09-18T09:15:44.000,2023-10-25T05:29:04.000,DOT,Department of Transportation,Broken Parking Meter,Coin or Card Did Not Register,11435,89 AVENUE,89 AVENUE,SUTPHIN BOULEVARD,148 STREET,BLOCKFACE,,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-25T05:29:12.000,Unspecified QUEENS,,QUEENS,1037450,195808,PHONE,Unspecified,QUEENS,40.70396456756923,-73.80812518923345,"{'latitude': '40.70396456756923', 'longitude': '-73.80812518923345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,SUTPHIN BOULEVARD,148 STREET,,,,,,
58852607,2023-09-18T09:15:43.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,11354,39 AVENUE,39 AVENUE,39 AVENUE,UNION STREET,INTERSECTION,,,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T12:12:28.000,07 QUEENS,,QUEENS,1032212,216611,PHONE,Unspecified,QUEENS,40.76109352164867,-73.82686857974085,"{'latitude': '40.76109352164867', 'longitude': '-73.82686857974085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,39 AVENUE,UNION STREET,,,,"39 AVENUE AND UNION STREET, QUEENS, NY, 11354",,
58852127,2023-09-18T09:15:36.000,2023-09-20T15:07:28.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,11434,150-26 115 DRIVE,115 DRIVE,,,ADDRESS,JAMAICA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-20T00:00:00.000,12 QUEENS,4121920020,QUEENS,1041882,188376,PHONE,Unspecified,QUEENS,40.683537749549174,-73.79220407370852,"{'latitude': '40.683537749549174', 'longitude': '-73.79220407370852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58848363,2023-09-18T09:15:34.000,2023-10-07T16:24:42.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,10035,1428 5 AVENUE,5 AVENUE,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,10 MANHATTAN,1016000021,MANHATTAN,999167,231162,PHONE,Unspecified,MANHATTAN,40.8011496612852,-73.94612080473502,"{'latitude': '40.8011496612852', 'longitude': '-73.94612080473502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58854646,2023-09-18T09:15:34.000,2023-10-08T15:19:58.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,10035,1428 5 AVENUE,5 AVENUE,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,10 MANHATTAN,1016000021,MANHATTAN,999167,231162,PHONE,Unspecified,MANHATTAN,40.8011496612852,-73.94612080473502,"{'latitude': '40.8011496612852', 'longitude': '-73.94612080473502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58852061,2023-09-18T09:15:34.000,2023-10-07T16:24:42.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,10035,1428 5 AVENUE,5 AVENUE,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,10 MANHATTAN,1016000021,MANHATTAN,999167,231162,PHONE,Unspecified,MANHATTAN,40.8011496612852,-73.94612080473502,"{'latitude': '40.8011496612852', 'longitude': '-73.94612080473502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58848289,2023-09-18T09:15:32.000,2023-10-20T06:57:56.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,11236,623 EAST   84 STREET,EAST   84 STREET,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,18 BROOKLYN,3079890030,BROOKLYN,1008306,172479,ONLINE,Unspecified,BROOKLYN,40.64005895180414,-73.9133211090932,"{'latitude': '40.64005895180414', 'longitude': '-73.9133211090932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58847293,2023-09-18T09:15:26.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11226,20 EAST   18 STREET,EAST   18 STREET,CATON AVENUE,BRIGHTON LINE,ADDRESS,BROOKLYN,,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-20T08:56:21.000,14 BROOKLYN,3050780014,BROOKLYN,994416,176420,PHONE,Unspecified,BROOKLYN,40.65090297972153,-73.96336378820787,"{'latitude': '40.65090297972153', 'longitude': '-73.96336378820787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,CATON AVENUE,BRIGHTON LINE,EAST   18 STREET,,,,,
58849871,2023-09-18T09:15:16.000,2023-09-20T07:43:11.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,10309,900 ROSSVILLE AVENUE,ROSSVILLE AVENUE,LOCUST COURT,BALSAM PLACE,ADDRESS,STATEN ISLAND,,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-20T07:43:19.000,03 STATEN ISLAND,5070380150,STATEN ISLAND,925679,139248,PHONE,Unspecified,STATEN ISLAND,40.5486858204883,-74.21075536207154,"{'latitude': '40.5486858204883', 'longitude': '-74.21075536207154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,LOCUST COURT,BALSAM PLACE,ROSSVILLE AVENUE,,,,,
58846273,2023-09-18T09:15:02.000,2023-09-18T09:53:47.000,NYPD,New York City Police Department,Encampment,N/A,10029,202 EAST  104 STREET,EAST  104 STREET,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-18T09:53:55.000,11 MANHATTAN,1016520001,MANHATTAN,999330,227174,MOBILE,Unspecified,MANHATTAN,40.79020340819491,-73.94554101507929,"{'latitude': '40.79020340819491', 'longitude': '-73.94554101507929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,3 AVENUE,2 AVENUE,EAST  104 STREET,,,,,
58845713,2023-09-18T09:14:48.000,2023-09-18T09:20:56.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),10001,129 WEST   31 STREET,WEST   31 STREET,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T09:21:05.000,05 MANHATTAN,1008077501,MANHATTAN,986978,211912,ONLINE,Unspecified,MANHATTAN,40.74832563364112,-73.99015446210385,"{'latitude': '40.74832563364112', 'longitude': '-73.99015446210385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,AVENUE OF THE AMERICAS,7 AVENUE,WEST   31 STREET,,,,,
58846970,2023-09-18T09:14:48.000,2023-09-18T09:19:09.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),10038,180 WATER STREET,WATER STREET,FLETCHER STREET,JOHN STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T09:19:15.000,01 MANHATTAN,1000700032,MANHATTAN,982832,196778,ONLINE,Unspecified,MANHATTAN,40.706786799744656,-74.00511446961036,"{'latitude': '40.706786799744656', 'longitude': '-74.00511446961036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,FLETCHER STREET,JOHN STREET,WATER STREET,,,,,
58847443,2023-09-18T09:14:45.000,2023-09-19T10:34:19.000,DOT,Department of Transportation,Street Condition,Cave-in,10456,EAST  165 STREET,EAST  165 STREET,EAST  165 STREET,WASHINGTON AVENUE,INTERSECTION,,,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,2023-09-19T10:34:25.000,03 BRONX,,BRONX,1009355,240585,PHONE,Unspecified,BRONX,40.826990077641,-73.90928721288985,"{'latitude': '40.826990077641', 'longitude': '-73.90928721288985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,EAST  165 STREET,WASHINGTON AVENUE,,,,,,
58852346,2023-09-18T09:14:40.000,2023-09-19T07:03:28.000,DOT,Department of Transportation,Broken Parking Meter,Coin or Card Did Not Register,11435,89 AVENUE,89 AVENUE,SUTPHIN BOULEVARD,148 STREET,BLOCKFACE,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-19T07:03:32.000,Unspecified QUEENS,,QUEENS,1037397,195821,PHONE,Unspecified,QUEENS,40.70400056791487,-73.80831623950066,"{'latitude': '40.70400056791487', 'longitude': '-73.80831623950066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,SUTPHIN BOULEVARD,148 STREET,,,,,,
58847319,2023-09-18T09:14:39.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,11238,277 EASTERN PARKWAY,EASTERN PARKWAY,CLASSON AVENUE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,,In Progress,,,08 BROOKLYN,3011810024,BROOKLYN,995375,183767,UNKNOWN,Unspecified,BROOKLYN,40.67106771917382,-73.95989562433074,"{'latitude': '40.67106771917382', 'longitude': '-73.95989562433074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,CLASSON AVENUE,FRANKLIN AVENUE,EASTERN PARKWAY,,,,,
58847654,2023-09-18T09:14:34.000,2023-09-20T13:22:22.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,10308,226 WIMAN AVENUE,WIMAN AVENUE,SWEETWATER AVENUE,TENNYSON DRIVE,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T13:22:25.000,03 STATEN ISLAND,5053060065,STATEN ISLAND,944023,135684,MOBILE,Unspecified,STATEN ISLAND,40.53900549847996,-74.14472731520438,"{'latitude': '40.53900549847996', 'longitude': '-74.14472731520438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,SWEETWATER AVENUE,TENNYSON DRIVE,WIMAN AVENUE,,,,,
58850581,2023-09-18T09:14:31.000,2023-09-18T09:56:38.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11368,45-01 98 STREET,98 STREET,45 AVENUE,CORONA AVENUE,ADDRESS,CORONA,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T09:56:45.000,04 QUEENS,4016270222,QUEENS,1021604,210863,PHONE,Unspecified,QUEENS,40.74536792089525,-73.86519280072466,"{'latitude': '40.74536792089525', 'longitude': '-73.86519280072466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,45 AVENUE,CORONA AVENUE,98 STREET,,,,,
58849218,2023-09-18T09:14:28.000,2023-09-18T10:56:15.000,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,11235,FALMOUTH STREET,FALMOUTH STREET,FALMOUTH STREET,SHORE BOULEVARD,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T10:56:17.000,15 BROOKLYN,,BROOKLYN,998960,151172,PHONE,Unspecified,BROOKLYN,40.581596083356786,-73.94704314004287,"{'latitude': '40.581596083356786', 'longitude': '-73.94704314004287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,FALMOUTH STREET,SHORE BOULEVARD,,,,,,
58847611,2023-09-18T09:14:19.000,2023-09-18T10:06:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,10467,RESERVOIR OVAL EAST,RESERVOIR OVAL EAST,HOLT PLACE,RESERVOIR OVAL EAST,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T10:06:32.000,07 BRONX,,BRONX,1018391,258671,MOBILE,Unspecified,BRONX,40.876600424829995,-73.87654504910392,"{'latitude': '40.876600424829995', 'longitude': '-73.87654504910392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,HOLT PLACE,RESERVOIR OVAL EAST,,,,,,
58845467,2023-09-18T09:14:16.000,2023-09-18T13:25:06.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11358,189-10 42 AVENUE,42 AVENUE,189 STREET,190 STREET,ADDRESS,FLUSHING,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T13:25:10.000,11 QUEENS,4053650022,QUEENS,1041837,215956,PHONE,Unspecified,QUEENS,40.759238266405696,-73.79213034770967,"{'latitude': '40.759238266405696', 'longitude': '-73.79213034770967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,189 STREET,190 STREET,42 AVENUE,,,,,
58851892,2023-09-18T09:14:00.000,2023-09-18T09:55:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,10029,,,,,INTERSECTION,MANHATTAN,N/A,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-18T09:55:00.000,11 MANHATTAN,,MANHATTAN,998050,229135,UNKNOWN,Unspecified,MANHATTAN,40.795587914373385,-73.95015949796851,"{'latitude': '40.795587914373385', 'longitude': '-73.95015949796851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,5 AVENUE,EAST 108 STREET,,,,,,
58849379,2023-09-18T09:14:00.000,2023-09-19T09:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,11366,,,,,INTERSECTION,QUEENS,N/A,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T09:20:00.000,08 QUEENS,,QUEENS,1047006,207529,UNKNOWN,Unspecified,QUEENS,40.73607316905106,-73.77355071597772,"{'latitude': '40.73607316905106', 'longitude': '-73.77355071597772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,73 AVENUE,199 STREET,,,,,,
