unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_segment,due_date,vehicle_type,bridge_highway_direction
58888074,2023-09-21T16:18:18.000,2023-09-21T17:00:34.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11379,64-86 83 STREET,83 STREET,64 ROAD,FURMANVILLE AVENUE,64 ROAD,FURMANVILLE AVENUE,ADDRESS,MIDDLE VILLAGE,83 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T17:00:39.000,05 QUEENS,4030190038,QUEENS,1020315,201224,PHONE,Unspecified,QUEENS,40.71891661174996,-73.86989634411864,"{'latitude': '40.71891661174996', 'longitude': '-73.86989634411864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886211,2023-09-21T16:17:52.000,2023-09-22T16:24:34.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Collapsed,Sidewalk,11234,1953 EAST   35 STREET,EAST   35 STREET,FILLMORE AVENUE,AVENUE S,FILLMORE AVENUE,AVENUE S,ADDRESS,BROOKLYN,EAST   35 STREET,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-22T16:24:40.000,18 BROOKLYN,3085020019,BROOKLYN,1002868,161543,ONLINE,Unspecified,BROOKLYN,40.610055033667294,-73.9329455361534,"{'latitude': '40.610055033667294', 'longitude': '-73.9329455361534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886434,2023-09-21T16:17:42.000,2023-10-03T12:07:45.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,10012,167 BLEECKER STREET,BLEECKER STREET,THOMPSON STREET,SULLIVAN STREET,THOMPSON STREET,SULLIVAN STREET,ADDRESS,NEW YORK,BLEECKER STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-15T12:49:27.000,02 MANHATTAN,1005390041,MANHATTAN,984183,204765,ONLINE,Unspecified,MANHATTAN,40.72870931068029,-74.00024173638461,"{'latitude': '40.72870931068029', 'longitude': '-74.00024173638461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886131,2023-09-21T16:17:18.000,2023-09-21T16:17:18.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11369,31-05 92 STREET,92 STREET,31 AVENUE,32 AVENUE,31 AVENUE,32 AVENUE,ADDRESS,EAST ELMHURST,92 STREET,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-21T16:17:18.000,03 QUEENS,4014040070,QUEENS,1018414,216166,ONLINE,Unspecified,QUEENS,40.75993619705655,-73.87667826254443,"{'latitude': '40.75993619705655', 'longitude': '-73.87667826254443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886549,2023-09-21T16:17:00.000,2023-09-22T05:26:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10035,347 PLEASANT AVENUE,PLEASANT AVENUE,E 118 ST,E 119 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-22T05:26:00.000,11 MANHATTAN,1018060023,MANHATTAN,1003065,229503,ONLINE,Unspecified,MANHATTAN,40.796588719333506,-73.93204614585964,"{'latitude': '40.796588719333506', 'longitude': '-73.93204614585964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,
58887930,2023-09-21T16:17:00.000,2023-09-21T17:55:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,10314,,,,,WOODBINE AVENUE,AUBURN AVENUE,INTERSECTION,STATEN ISLAND,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-21T17:55:00.000,01 STATEN ISLAND,,STATEN ISLAND,942801,162456,PHONE,Unspecified,STATEN ISLAND,40.61248364437465,-74.1492879288691,"{'latitude': '40.61248364437465', 'longitude': '-74.1492879288691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58890187,2023-09-21T16:16:51.000,,DOHMH,Department of Health and Mental Hygiene,Day Care,Day Care Facility,Apartment,10463,3150 KINGSBRIDGE AVENUE,KINGSBRIDGE AVENUE,NAPLES TERRACE,WEST  232 STREET,NAPLES TERRACE,WEST  232 STREET,ADDRESS,BRONX,KINGSBRIDGE AVENUE,In Progress,,,08 BRONX,2057070013,BRONX,1010290,260102,PHONE,Unspecified,BRONX,40.88055569285422,-73.90583293619167,"{'latitude': '40.88055569285422', 'longitude': '-73.90583293619167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58885479,2023-09-21T16:16:47.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Debris - Excessive,,10027,250 WEST  132 STREET,WEST  132 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-22T00:00:00.000,10 MANHATTAN,1019370051,MANHATTAN,999035,235844,UNKNOWN,Unspecified,MANHATTAN,40.8140006767301,-73.94658726810609,"{'latitude': '40.8140006767301', 'longitude': '-73.94658726810609', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887954,2023-09-21T16:16:44.000,2023-09-21T22:44:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,1654 JEFFERSON AVENUE,JEFFERSON AVENUE,WYCKOFF AVENUE,CYPRESS AVENUE,WYCKOFF AVENUE,CYPRESS AVENUE,ADDRESS,RIDGEWOOD,JEFFERSON AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T22:44:10.000,05 QUEENS,4035480039,QUEENS,1010191,193848,ONLINE,Unspecified,QUEENS,40.698706729295736,-73.90644682540105,"{'latitude': '40.698706729295736', 'longitude': '-73.90644682540105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889407,2023-09-21T16:16:43.000,2023-10-31T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11412,201-37 119 AVENUE,119 AVENUE,,,,,ADDRESS,SAINT ALBANS,,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-10-31T00:00:00.000,12 QUEENS,4126310019,QUEENS,1053751,191568,UNKNOWN,Unspecified,QUEENS,40.692213783729635,-73.74937690739496,"{'latitude': '40.692213783729635', 'longitude': '-73.74937690739496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888406,2023-09-21T16:16:38.000,2023-09-21T17:11:54.000,NYPD,New York City Police Department,Posting Advertisement,Building,Residential Building/House,11215,1663 8 AVENUE,8 AVENUE,PROSPECT AVENUE,17 STREET,PROSPECT AVENUE,17 STREET,ADDRESS,BROOKLYN,8 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T17:11:53.000,07 BROOKLYN,3008700006,BROOKLYN,988680,179738,ONLINE,Unspecified,BROOKLYN,40.66001489059304,-73.9840329939632,"{'latitude': '40.66001489059304', 'longitude': '-73.9840329939632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883342,2023-09-21T16:16:23.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10034,1781 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,12 MANHATTAN,1022460135,MANHATTAN,1003358,255069,ONLINE,Unspecified,MANHATTAN,40.866759390133424,-73.93091510011978,"{'latitude': '40.866759390133424', 'longitude': '-73.93091510011978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888763,2023-09-21T16:16:15.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Clear Street Light,Street,11223,514 AVENUE T,AVENUE T,EAST    5 STREET,OCEAN PARKWAY,EAST    5 STREET,OCEAN PARKWAY,ADDRESS,BROOKLYN,AVENUE T,In Progress,,,15 BROOKLYN,3071080005,BROOKLYN,993475,157867,PHONE,Unspecified,BROOKLYN,40.59997992147493,-73.96678031784427,"{'latitude': '40.59997992147493', 'longitude': '-73.96678031784427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888007,2023-09-21T16:15:58.000,2023-09-21T16:51:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10002,18 FORSYTH STREET,FORSYTH STREET,DIVISION STREET,CANAL STREET,DIVISION STREET,CANAL STREET,ADDRESS,NEW YORK,FORSYTH STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T16:51:27.000,03 MANHATTAN,,MANHATTAN,985816,199655,MOBILE,Unspecified,MANHATTAN,40.71468345647964,-73.99435105197338,"{'latitude': '40.71468345647964', 'longitude': '-73.99435105197338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901371,2023-09-21T16:15:13.000,2023-09-23T07:28:15.000,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,10304,BUEL AVENUE,BUEL AVENUE,BUEL AVENUE,RICHMOND ROAD,BUEL AVENUE,RICHMOND ROAD,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T13:22:43.000,02 STATEN ISLAND,,STATEN ISLAND,956061,154007,PHONE,Unspecified,STATEN ISLAND,40.58934497545975,-74.10149384019567,"{'latitude': '40.58934497545975', 'longitude': '-74.10149384019567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888989,2023-09-21T16:15:06.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11418,117-02 MYRTLE AVENUE,MYRTLE AVENUE,117 STREET,JAMAICA AVENUE,117 STREET,JAMAICA AVENUE,ADDRESS,RICHMOND HILL,MYRTLE AVENUE,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-22T04:46:16.000,09 QUEENS,4092550030,QUEENS,1030692,194380,MOBILE,Unspecified,QUEENS,40.7000830991724,-73.832508844855,"{'latitude': '40.7000830991724', 'longitude': '-73.832508844855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58890369,2023-09-21T16:14:43.000,2023-09-21T18:01:57.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,10472,1564 WESTCHESTER AVENUE,WESTCHESTER AVENUE,WARD AVENUE,MANOR AVENUE,WARD AVENUE,MANOR AVENUE,ADDRESS,BRONX,WESTCHESTER AVENUE,Closed,N/A,2023-09-21T18:02:00.000,09 BRONX,2037420040,BRONX,1018284,241257,ONLINE,Unspecified,BRONX,40.828804631483735,-73.87702036831611,"{'latitude': '40.828804631483735', 'longitude': '-73.87702036831611', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883732,2023-09-21T16:14:42.000,2023-10-25T13:19:09.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10472,1115 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,WATSON AVENUE,GLEASON AVENUE,WATSON AVENUE,GLEASON AVENUE,ADDRESS,BRONX,COMMONWEALTH AVENUE,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-10-07T14:46:58.000,09 BRONX,2037510001,BRONX,1020944,241013,ONLINE,Unspecified,BRONX,40.828124271488676,-73.8674099810812,"{'latitude': '40.828124271488676', 'longitude': '-73.8674099810812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886814,2023-09-21T16:14:33.000,2023-09-21T21:12:07.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10467,788 SOUTH OAK DRIVE,SOUTH OAK DRIVE,NORTH OAK DRIVE,CHESTNUT DRIVE NORTH,NORTH OAK DRIVE,CHESTNUT DRIVE NORTH,ADDRESS,BRONX,SOUTH OAK DRIVE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T21:12:09.000,12 BRONX,2046030014,BRONX,1021957,257096,MOBILE,Unspecified,BRONX,40.87226302535233,-73.86365916295868,"{'latitude': '40.87226302535233', 'longitude': '-73.86365916295868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58884689,2023-09-21T16:14:08.000,2023-09-21T16:44:55.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T16:45:00.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888764,2023-09-21T16:14:03.000,2023-11-16T15:44:07.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11203,618 TROY AVENUE,TROY AVENUE,HAWTHORNE STREET,WINTHROP STREET,HAWTHORNE STREET,WINTHROP STREET,ADDRESS,BROOKLYN,TROY AVENUE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-11-16T15:44:17.000,09 BROOKLYN,3048230035,BROOKLYN,1001749,179163,PHONE,Unspecified,BROOKLYN,40.658420459167885,-73.93693002638506,"{'latitude': '40.658420459167885', 'longitude': '-73.93693002638506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886394,2023-09-21T16:14:00.000,2023-09-21T19:24:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10306,106 ROSE AVENUE,ROSE AVENUE,3 STREET,4 STREET,3 STREET,4 STREET,ADDRESS,STATEN ISLAND,ROSE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T19:24:49.000,02 STATEN ISLAND,5042020001,STATEN ISLAND,951278,148349,PHONE,Unspecified,STATEN ISLAND,40.57379839740211,-74.11868729937687,"{'latitude': '40.57379839740211', 'longitude': '-74.11868729937687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58882651,2023-09-21T16:14:00.000,2023-09-22T09:40:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11239,911 ERSKINE STREET,ERSKINE STREET,SCHROEDERS AVE,GATEWAY DR,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-22T09:40:00.000,05 BROOKLYN,3045867501,BROOKLYN,1020973,177807,ONLINE,Unspecified,BROOKLYN,40.65463968119303,-73.867650262116,"{'latitude': '40.65463968119303', 'longitude': '-73.867650262116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,
58891213,2023-09-21T16:13:55.000,2023-09-21T18:51:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11201,140 SCHERMERHORN STREET,SCHERMERHORN STREET,SMITH STREET,HOYT STREET,SMITH STREET,HOYT STREET,ADDRESS,BROOKLYN,SCHERMERHORN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T18:51:13.000,02 BROOKLYN,3001707501,BROOKLYN,987538,190589,MOBILE,Unspecified,BROOKLYN,40.689798940160095,-73.98814379990745,"{'latitude': '40.689798940160095', 'longitude': '-73.98814379990745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58885604,2023-09-21T16:13:50.000,2023-09-21T16:29:23.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10002,11 CLINTON STREET,CLINTON STREET,AVENUE B,STANTON STREET,AVENUE B,STANTON STREET,ADDRESS,NEW YORK,CLINTON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T16:29:28.000,03 MANHATTAN,1003500008,MANHATTAN,988655,201940,PHONE,Unspecified,MANHATTAN,40.72095427477922,-73.98410858397796,"{'latitude': '40.72095427477922', 'longitude': '-73.98410858397796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58882077,2023-09-21T16:13:47.000,2023-09-21T16:43:38.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T16:43:43.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58885455,2023-09-21T16:13:42.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,BEST/Site Safety,Demolition - Unsafe,,10463,2758 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-22T00:00:00.000,08 BRONX,2032530086,BRONX,1010980,257043,UNKNOWN,Unspecified,BRONX,40.87215762457486,-73.90334993329371,"{'latitude': '40.87215762457486', 'longitude': '-73.90334993329371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,
58887083,2023-09-21T16:13:40.000,2023-10-27T20:11:09.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10458,2976 MARION AVENUE,MARION AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-27T00:00:00.000,07 BRONX,2032850019,BRONX,1016408,256008,PHONE,Unspecified,BRONX,40.86929876186837,-73.88372841365039,"{'latitude': '40.86929876186837', 'longitude': '-73.88372841365039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891069,2023-09-21T16:13:40.000,2023-10-27T20:11:09.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10458,2976 MARION AVENUE,MARION AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-27T00:00:00.000,07 BRONX,2032850019,BRONX,1016408,256008,PHONE,Unspecified,BRONX,40.86929876186837,-73.88372841365039,"{'latitude': '40.86929876186837', 'longitude': '-73.88372841365039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891049,2023-09-21T16:13:40.000,2023-10-27T20:11:09.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10458,2976 MARION AVENUE,MARION AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-27T00:00:00.000,07 BRONX,2032850019,BRONX,1016408,256008,PHONE,Unspecified,BRONX,40.86929876186837,-73.88372841365039,"{'latitude': '40.86929876186837', 'longitude': '-73.88372841365039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58885860,2023-09-21T16:13:40.000,2023-10-27T20:11:09.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10458,2976 MARION AVENUE,MARION AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-27T00:00:00.000,07 BRONX,2032850019,BRONX,1016408,256008,PHONE,Unspecified,BRONX,40.86929876186837,-73.88372841365039,"{'latitude': '40.86929876186837', 'longitude': '-73.88372841365039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891055,2023-09-21T16:13:40.000,2023-10-27T20:11:09.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10458,2976 MARION AVENUE,MARION AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-27T00:00:00.000,07 BRONX,2032850019,BRONX,1016408,256008,PHONE,Unspecified,BRONX,40.86929876186837,-73.88372841365039,"{'latitude': '40.86929876186837', 'longitude': '-73.88372841365039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58884562,2023-09-21T16:13:23.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11106,21-41 34 AVENUE,34 AVENUE,,,,,ADDRESS,ASTORIA,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,01 QUEENS,4005570003,QUEENS,1002964,216944,PHONE,Unspecified,QUEENS,40.76211780816837,-73.93244590641461,"{'latitude': '40.76211780816837', 'longitude': '-73.93244590641461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58885785,2023-09-21T16:13:22.000,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11102,28-05 NEWTOWN AVENUE,NEWTOWN AVENUE,,,,,ADDRESS,ASTORIA,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,01 QUEENS,4005960016,QUEENS,1005792,219547,PHONE,Unspecified,QUEENS,40.76925592883872,-73.92222900992707,"{'latitude': '40.76925592883872', 'longitude': '-73.92222900992707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58882944,2023-09-21T16:13:13.000,2023-09-21T18:34:45.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Street/Sidewalk,10454,317 BEEKMAN AVENUE,BEEKMAN AVENUE,EAST  141 STREET,OAK TERRACE,EAST  141 STREET,OAK TERRACE,ADDRESS,BRONX,BEEKMAN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T18:34:50.000,01 BRONX,2025550129,BRONX,1007982,233707,ONLINE,Unspecified,BRONX,40.808115704119544,-73.91427264124307,"{'latitude': '40.808115704119544', 'longitude': '-73.91427264124307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58882535,2023-09-21T16:12:52.000,2023-09-23T21:12:02.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,Waste Left in Front of Residence,Sidewalk,11216,1196 FULTON STREET,FULTON STREET,BEDFORD AVENUE,ARLINGTON PLACE,BEDFORD AVENUE,ARLINGTON PLACE,ADDRESS,BROOKLYN,FULTON STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-23T21:12:07.000,03 BROOKLYN,3018600011,BROOKLYN,997346,187236,ONLINE,Unspecified,BROOKLYN,40.68058664462816,-73.9527836513536,"{'latitude': '40.68058664462816', 'longitude': '-73.9527836513536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883107,2023-09-21T16:12:50.000,2023-09-21T16:45:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10458,2665 VALENTINE AVENUE,VALENTINE AVENUE,EAST  194 STREET,EAST  196 STREET,EAST  194 STREET,EAST  196 STREET,ADDRESS,BRONX,VALENTINE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T16:45:13.000,07 BRONX,2033040069,BRONX,1013846,254751,ONLINE,Unspecified,BRONX,40.86585764401575,-73.89299721226823,"{'latitude': '40.86585764401575', 'longitude': '-73.89299721226823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58890809,2023-09-21T16:12:36.000,2023-09-21T19:22:37.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10458,2320 BEAUMONT AVENUE,BEAUMONT AVENUE,EAST  183 STREET,EAST  187 STREET,EAST  183 STREET,EAST  187 STREET,ADDRESS,BRONX,BEAUMONT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T19:22:41.000,06 BRONX,2031037501,BRONX,1016055,250065,ONLINE,Unspecified,BRONX,40.85298831025246,-73.88503293284711,"{'latitude': '40.85298831025246', 'longitude': '-73.88503293284711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58881545,2023-09-21T16:12:31.000,2023-09-21T19:54:46.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,KINGS HIGHWAY,KINGS HIGHWAY,KINGS HIGHWAY,WEST    9 STREET,KINGS HIGHWAY,WEST    9 STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T19:54:52.000,11 BROOKLYN,,BROOKLYN,989220,159833,PHONE,Unspecified,BROOKLYN,40.605379599220434,-73.98210133651556,"{'latitude': '40.605379599220434', 'longitude': '-73.98210133651556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
