unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,due_date
58897900,2023-09-22T10:21:39.000,2023-09-28T07:37:00.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10458,2760 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,07 BRONX,2033040092,BRONX,1013951,255666,ONLINE,Unspecified,BRONX,40.86836868615612,-73.89261353516922,"{'latitude': '40.86836868615612', 'longitude': '-73.89261353516922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900839,2023-09-22T10:21:39.000,2023-09-28T07:37:00.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10458,2760 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,07 BRONX,2033040092,BRONX,1013951,255666,ONLINE,Unspecified,BRONX,40.86836868615612,-73.89261353516922,"{'latitude': '40.86836868615612', 'longitude': '-73.89261353516922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900857,2023-09-22T10:21:39.000,2023-09-28T07:36:59.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10458,2760 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,07 BRONX,2033040092,BRONX,1013951,255666,ONLINE,Unspecified,BRONX,40.86836868615612,-73.89261353516922,"{'latitude': '40.86836868615612', 'longitude': '-73.89261353516922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900849,2023-09-22T10:21:39.000,2023-09-28T07:37:00.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10458,2760 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,07 BRONX,2033040092,BRONX,1013951,255666,ONLINE,Unspecified,BRONX,40.86836868615612,-73.89261353516922,"{'latitude': '40.86836868615612', 'longitude': '-73.89261353516922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898579,2023-09-22T10:21:22.000,,DSNY,Department of Sanitation,Lot Condition,Trash,Lot,11691,239 BEACH    3 STREET,BEACH    3 STREET,SEAGIRT AVENUE,DEAD END,SEAGIRT AVENUE,DEAD END,ADDRESS,FAR ROCKAWAY,BEACH    3 STREET,In Progress,The lot you reported isn't vacant because it contains an occupied structure. The Department of Sanitation (DSNY) will refer your complaint to their enforcement division for further action.,2023-09-29T12:39:41.000,14 QUEENS,4156020014,QUEENS,1056758,156738,ONLINE,Unspecified,QUEENS,40.59658924683161,-73.73890797734902,"{'latitude': '40.59658924683161', 'longitude': '-73.73890797734902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892494,2023-09-22T10:21:13.000,2023-09-27T15:30:20.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11216,778 LINCOLN PLACE,LINCOLN PLACE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-27T00:00:00.000,08 BROOKLYN,3012610030,BROOKLYN,997836,183661,PHONE,Unspecified,BROOKLYN,40.67077333830835,-73.95102421102389,"{'latitude': '40.67077333830835', 'longitude': '-73.95102421102389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895921,2023-09-22T10:21:07.000,2023-09-22T22:00:54.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,11374,92-29 QUEENS BOULEVARD,QUEENS BOULEVARD,ELIOT AVENUE,LIE WB ENTRANCE QUEENS BLVD,ELIOT AVENUE,LIE WB ENTRANCE QUEENS BLVD,ADDRESS,REGO PARK,QUEENS BOULEVARD,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction.,2023-09-22T22:00:58.000,06 QUEENS,4020757501,QUEENS,1020930,206137,ONLINE,Unspecified,QUEENS,40.73239905905272,-73.86765097100877,"{'latitude': '40.73239905905272', 'longitude': '-73.86765097100877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900864,2023-09-22T10:21:05.000,2023-10-17T10:23:19.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11225,1989 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-17T00:00:00.000,09 BROOKLYN,3050490007,BROOKLYN,996341,178392,PHONE,Unspecified,BROOKLYN,40.65631326964359,-73.9564229424906,"{'latitude': '40.65631326964359', 'longitude': '-73.9564229424906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895990,2023-09-22T10:21:03.000,2023-09-22T11:03:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,44-11 11 STREET,11 STREET,44 AVENUE,44 ROAD,44 AVENUE,44 ROAD,ADDRESS,LONG ISLAND CITY,11 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T11:03:30.000,02 QUEENS,4004460026,QUEENS,998305,212410,MOBILE,Unspecified,QUEENS,40.74968176911009,-73.94927351189236,"{'latitude': '40.74968176911009', 'longitude': '-73.94927351189236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899316,2023-09-22T10:21:02.000,2023-09-26T11:11:33.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10473,946 CASTLE HILL AVENUE,CASTLE HILL AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,09 BRONX,2036940009,BRONX,1025824,240456,PHONE,Unspecified,BRONX,40.826573845607896,-73.84978008385285,"{'latitude': '40.826573845607896', 'longitude': '-73.84978008385285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899329,2023-09-22T10:21:02.000,2023-09-26T11:11:34.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10473,946 CASTLE HILL AVENUE,CASTLE HILL AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,09 BRONX,2036940009,BRONX,1025824,240456,PHONE,Unspecified,BRONX,40.826573845607896,-73.84978008385285,"{'latitude': '40.826573845607896', 'longitude': '-73.84978008385285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895270,2023-09-22T10:21:02.000,2023-09-26T11:11:33.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10473,946 CASTLE HILL AVENUE,CASTLE HILL AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,09 BRONX,2036940009,BRONX,1025824,240456,PHONE,Unspecified,BRONX,40.826573845607896,-73.84978008385285,"{'latitude': '40.826573845607896', 'longitude': '-73.84978008385285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894835,2023-09-22T10:21:00.000,2023-09-22T10:21:19.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Street/Curbside,10031,JACKIE ROBINSON PARK,JACKIE ROBINSON PARK,WEST  145 STREET,WEST  150 STREET,WEST  145 STREET,WEST  150 STREET,UNRECOGNIZED,NEW YORK,JACKIE ROBINSON PARK,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-22T10:21:22.000,10 MANHATTAN,1020520001,MANHATTAN,1000543,240430,UNKNOWN,Unspecified,MANHATTAN,40.826585297816386,-73.94112828932408,"{'latitude': '40.826585297816386', 'longitude': '-73.94112828932408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895360,2023-09-22T10:20:56.000,2023-10-26T09:33:33.000,DOT,Department of Transportation,Broken Parking Meter,Coin or Card Did Not Register,Street,11365,HORACE HARDING EXPRESSWAY SOUTH,HORACE HARDING EXPRESSWAY SOUTH,185 STREET,186 STREET,185 STREET,186 STREET,BLOCKFACE,,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-26T09:33:37.000,Unspecified QUEENS,,QUEENS,1042761,208930,PHONE,Unspecified,QUEENS,40.73994765761551,-73.78885616315966,"{'latitude': '40.73994765761551', 'longitude': '-73.78885616315966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902784,2023-09-22T10:20:41.000,2023-09-29T11:31:40.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,10024,137 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,RIVERSIDE DRIVE,Closed,The Department of Sanitation cleaned the location.,2023-09-28T10:52:23.000,07 MANHATTAN,1012470057,MANHATTAN,989731,226991,PHONE,Unspecified,MANHATTAN,40.78971228890517,-73.98020640067669,"{'latitude': '40.78971228890517', 'longitude': '-73.98020640067669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900352,2023-09-22T10:20:17.000,2023-09-22T11:30:34.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11220,201 62 STREET,62 STREET,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,62 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T11:30:25.000,07 BROOKLYN,3057890001,BROOKLYN,977692,173225,MOBILE,Unspecified,BROOKLYN,40.64213680213396,-74.02363060284048,"{'latitude': '40.64213680213396', 'longitude': '-74.02363060284048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891905,2023-09-22T10:20:12.000,2023-09-22T10:34:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,301 GOLD STREET,GOLD STREET,TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,ADDRESS,BROOKLYN,GOLD STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T10:34:04.000,02 BROOKLYN,3001340006,BROOKLYN,988901,192647,ONLINE,Unspecified,BROOKLYN,40.69544706314867,-73.98322753703334,"{'latitude': '40.69544706314867', 'longitude': '-73.98322753703334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892070,2023-09-22T10:20:00.000,2023-09-22T12:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Head,,10019,,,,,9 AVENUE,WEST 57 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T12:15:00.000,04 MANHATTAN,,MANHATTAN,988207,219050,UNKNOWN,Unspecified,MANHATTAN,40.7679171546502,-73.9857147162529,"{'latitude': '40.7679171546502', 'longitude': '-73.9857147162529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58894802,2023-09-22T10:19:54.000,2023-09-22T21:29:40.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11204,1742 61 STREET,61 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,61 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T21:29:45.000,11 BROOKLYN,3055250023,BROOKLYN,987278,165951,ONLINE,Unspecified,BROOKLYN,40.62217312259779,-73.98909239659123,"{'latitude': '40.62217312259779', 'longitude': '-73.98909239659123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892380,2023-09-22T10:19:42.000,2023-09-29T16:11:00.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10460,1710 VYSE AVENUE,VYSE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,03 BRONX,2029970024,BRONX,1015672,243853,PHONE,Unspecified,BRONX,40.835939577655196,-73.88644648832965,"{'latitude': '40.835939577655196', 'longitude': '-73.88644648832965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897894,2023-09-22T10:19:42.000,2023-09-29T16:11:01.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10460,1710 VYSE AVENUE,VYSE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,03 BRONX,2029970024,BRONX,1015672,243853,PHONE,Unspecified,BRONX,40.835939577655196,-73.88644648832965,"{'latitude': '40.835939577655196', 'longitude': '-73.88644648832965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900860,2023-09-22T10:19:42.000,2023-09-29T16:11:00.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10460,1710 VYSE AVENUE,VYSE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,03 BRONX,2029970024,BRONX,1015672,243853,PHONE,Unspecified,BRONX,40.835939577655196,-73.88644648832965,"{'latitude': '40.835939577655196', 'longitude': '-73.88644648832965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895178,2023-09-22T10:19:42.000,2023-09-29T16:11:01.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10460,1710 VYSE AVENUE,VYSE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-29T00:00:00.000,03 BRONX,2029970024,BRONX,1015672,243853,PHONE,Unspecified,BRONX,40.835939577655196,-73.88644648832965,"{'latitude': '40.835939577655196', 'longitude': '-73.88644648832965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892498,2023-09-22T10:19:42.000,2023-09-29T16:11:00.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10460,1710 VYSE AVENUE,VYSE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,03 BRONX,2029970024,BRONX,1015672,243853,PHONE,Unspecified,BRONX,40.835939577655196,-73.88644648832965,"{'latitude': '40.835939577655196', 'longitude': '-73.88644648832965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896679,2023-09-22T10:19:42.000,2023-09-29T16:11:00.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10460,1710 VYSE AVENUE,VYSE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,03 BRONX,2029970024,BRONX,1015672,243853,PHONE,Unspecified,BRONX,40.835939577655196,-73.88644648832965,"{'latitude': '40.835939577655196', 'longitude': '-73.88644648832965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895165,2023-09-22T10:19:42.000,2023-09-29T16:11:00.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10460,1710 VYSE AVENUE,VYSE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-29T00:00:00.000,03 BRONX,2029970024,BRONX,1015672,243853,PHONE,Unspecified,BRONX,40.835939577655196,-73.88644648832965,"{'latitude': '40.835939577655196', 'longitude': '-73.88644648832965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892383,2023-09-22T10:19:40.000,2023-09-24T13:09:23.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10468,153 FATHER ZEISER PLACE,FATHER ZEISER PLACE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-24T00:00:00.000,07 BRONX,2032190232,BRONX,1010224,253909,ONLINE,Unspecified,BRONX,40.863558010983155,-73.90609561620569,"{'latitude': '40.863558010983155', 'longitude': '-73.90609561620569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902179,2023-09-22T10:19:40.000,2023-11-12T19:06:03.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10468,153 FATHER ZEISER PLACE,FATHER ZEISER PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-12T00:00:00.000,07 BRONX,2032190232,BRONX,1010224,253909,ONLINE,Unspecified,BRONX,40.863558010983155,-73.90609561620569,"{'latitude': '40.863558010983155', 'longitude': '-73.90609561620569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900771,2023-09-22T10:19:40.000,2023-09-24T13:09:23.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10468,153 FATHER ZEISER PLACE,FATHER ZEISER PLACE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-24T00:00:00.000,07 BRONX,2032190232,BRONX,1010224,253909,ONLINE,Unspecified,BRONX,40.863558010983155,-73.90609561620569,"{'latitude': '40.863558010983155', 'longitude': '-73.90609561620569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895260,2023-09-22T10:19:36.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11217,510 ATLANTIC AVENUE,ATLANTIC AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-22T00:00:00.000,02 BROOKLYN,3001850019,BROOKLYN,989453,189032,PHONE,Unspecified,BROOKLYN,40.68552441381853,-73.98123970346732,"{'latitude': '40.68552441381853', 'longitude': '-73.98123970346732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892051,2023-09-22T10:19:32.000,2023-09-22T10:45:03.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11436,119-23 146 STREET,146 STREET,119 AVENUE,120 AVENUE,119 AVENUE,120 AVENUE,ADDRESS,JAMAICA,146 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T10:44:51.000,12 QUEENS,4120270065,QUEENS,1041463,186445,PHONE,Unspecified,QUEENS,40.67824032598831,-73.79373119436171,"{'latitude': '40.67824032598831', 'longitude': '-73.79373119436171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900293,2023-09-22T10:19:29.000,2023-09-22T11:05:50.000,NYPD,New York City Police Department,Traffic,Drag Racing,Highway,,,,,,,,,,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-22T11:05:57.000,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,Henry Hudson Pkwy/Rt 9A,Roadway,G Washington Br Cross Bronx Expwy W 178 St (Exit 14) - Riverside Dr (Exit 15),,North/Bronx Bound,
58895709,2023-09-22T10:19:25.000,2023-09-23T10:17:26.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11224,3817 LAUREL AVENUE,LAUREL AVENUE,SEA GATE AVENUE,HIGHLAND AVENUE,SEA GATE AVENUE,HIGHLAND AVENUE,ADDRESS,BROOKLYN,LAUREL AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T07:35:07.000,13 BROOKLYN,3069730047,BROOKLYN,982463,149837,ONLINE,Unspecified,BROOKLYN,40.577943796381845,-74.00643295229342,"{'latitude': '40.577943796381845', 'longitude': '-74.00643295229342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898474,2023-09-22T10:19:22.000,2023-09-26T12:28:42.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11223,420 GRAVESEND NECK ROAD,GRAVESEND NECK ROAD,EAST    4 STREET,EAST    5 STREET,EAST    4 STREET,EAST    5 STREET,ADDRESS,BROOKLYN,GRAVESEND NECK ROAD,Closed,The Department of Sanitation collected the requested items.,2023-09-25T11:48:35.000,15 BROOKLYN,3071560022,BROOKLYN,993431,155913,ONLINE,Unspecified,BROOKLYN,40.594616632064024,-73.96694141951673,"{'latitude': '40.594616632064024', 'longitude': '-73.96694141951673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898044,2023-09-22T10:19:09.000,2023-09-29T12:46:17.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10467,690 ALLERTON AVENUE,ALLERTON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,11 BRONX,2044290035,BRONX,1020830,254599,ONLINE,Unspecified,BRONX,40.865414272365214,-73.86774779049907,"{'latitude': '40.865414272365214', 'longitude': '-73.86774779049907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897960,2023-09-22T10:19:09.000,2023-09-29T12:46:17.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10467,690 ALLERTON AVENUE,ALLERTON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,11 BRONX,2044290035,BRONX,1020830,254599,ONLINE,Unspecified,BRONX,40.865414272365214,-73.86774779049907,"{'latitude': '40.865414272365214', 'longitude': '-73.86774779049907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892721,2023-09-22T10:18:57.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Letter Grading,Permanent Food Stand,10305,475 SEAVIEW AVENUE,SEAVIEW AVENUE,NUGENT AVENUE,OLYMPIA BOULEVARD,NUGENT AVENUE,OLYMPIA BOULEVARD,ADDRESS,STATEN ISLAND,SEAVIEW AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-22T12:07:21.000,02 STATEN ISLAND,5033550032,STATEN ISLAND,960258,151931,PHONE,Unspecified,STATEN ISLAND,40.58365912533942,-74.08637527944683,"{'latitude': '40.58365912533942', 'longitude': '-74.08637527944683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901808,2023-09-22T10:18:46.000,2023-09-22T10:22:55.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,10020,622 5 AVENUE,5 AVENUE,EAST   49 STREET,EAST   50 STREET,EAST   49 STREET,EAST   50 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T10:22:59.000,05 MANHATTAN,,MANHATTAN,990532,215578,MOBILE,Unspecified,MANHATTAN,40.75838606283717,-73.97732440936974,"{'latitude': '40.75838606283717', 'longitude': '-73.97732440936974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894311,2023-09-22T10:18:43.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10001,252 7 AVENUE,7 AVENUE,WEST 24 STREET,WEST 25 STREET,WEST   24 STREET,WEST   25 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-22T13:09:39.000,04 MANHATTAN,1007747501,MANHATTAN,985658,210741,MOBILE,Unspecified,MANHATTAN,40.745111841302524,-73.99491867719156,"{'latitude': '40.745111841302524', 'longitude': '-73.99491867719156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892064,2023-09-22T10:18:42.000,2023-09-22T15:49:57.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10457,1504 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST  172 STREET,MOUNT EDEN PARKWAY,EAST  172 STREET,MOUNT EDEN PARKWAY,ADDRESS,BRONX,SHERIDAN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T15:50:01.000,04 BRONX,2028190001,BRONX,1008775,245639,ONLINE,Unspecified,BRONX,40.840863472892416,-73.91136446776771,"{'latitude': '40.840863472892416', 'longitude': '-73.91136446776771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
