unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date,taxi_company_borough
58934026,2023-09-26T14:45:41.000,2023-11-09T15:04:04.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11364,64-52 228 STREET,228 STREET,64 AVENUE,67 AVENUE,ADDRESS,OAKLAND GARDENS,,Closed,NYC Parks performed the work necessary to correct the condition.,2023-11-09T15:04:08.000,11 QUEENS,4076620030,QUEENS,1053694,212150,ONLINE,Unspecified,QUEENS,40.74870662654349,-73.74937009705286,"{'latitude': '40.74870662654349', 'longitude': '-73.74937009705286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,64 AVENUE,67 AVENUE,228 STREET,,,,,,,
58929008,2023-09-26T14:45:25.000,2023-10-10T13:46:14.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Graffiti or Vandalism,11208,CYPRESS HILLS PLAYGROUND,CYPRESS HILLS PLAYGROUND,BLAKE AVENUE,DUMONT AVENUE,UNRECOGNIZED,BROOKLYN,,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-10T13:46:17.000,05 BROOKLYN,3042920161,BROOKLYN,1019846,183563,UNKNOWN,Unspecified,BROOKLYN,40.670443213756904,-73.87168157748818,"{'latitude': '40.670443213756904', 'longitude': '-73.87168157748818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park,BLAKE AVENUE,DUMONT AVENUE,CYPRESS HILLS PLAYGROUND,,,,,,,
58928216,2023-09-26T14:44:55.000,2023-09-26T14:58:58.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10001,372 5 AVENUE,5 AVENUE,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T14:59:03.000,05 MANHATTAN,1008370040,MANHATTAN,988581,212282,ONLINE,Unspecified,MANHATTAN,40.749340550622,-73.98436888768471,"{'latitude': '40.749340550622', 'longitude': '-73.98436888768471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,,,,,,,
58931810,2023-09-26T14:44:43.000,2023-09-27T04:45:54.000,DSNY,Department of Sanitation,Obstruction,Cone,11421,80-40 90 ROAD,90 ROAD,80 STREET,84 STREET,ADDRESS,WOODHAVEN,,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-27T04:45:58.000,09 QUEENS,4089630012,QUEENS,1023101,189776,PHONE,Unspecified,QUEENS,40.687482784114565,-73.85991197542354,"{'latitude': '40.687482784114565', 'longitude': '-73.85991197542354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,80 STREET,84 STREET,90 ROAD,,,,,,,
58931655,2023-09-26T14:44:43.000,2023-10-02T07:53:22.000,DOT,Department of Transportation,Street Condition,Cave-in,10470,EAST  233 STREET,EAST  233 STREET,EAST  233 STREET,KATONAH AVENUE,INTERSECTION,,,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,2023-10-02T07:53:25.000,12 BRONX,,BRONX,1021043,265773,PHONE,Unspecified,BRONX,40.89608250690141,-73.86691632989255,"{'latitude': '40.89608250690141', 'longitude': '-73.86691632989255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,EAST  233 STREET,KATONAH AVENUE,,,,,,,,
58928105,2023-09-26T14:44:33.000,2023-09-26T21:48:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11360,18-48 CORPORAL KENNEDY STREET,CORPORAL KENNEDY STREET,18 AVENUE,23 AVENUE,ADDRESS,BAYSIDE,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-26T21:48:09.000,07 QUEENS,4058637501,QUEENS,1044090,223697,MOBILE,Unspecified,QUEENS,40.78047027012342,-73.78392888596152,"{'latitude': '40.78047027012342', 'longitude': '-73.78392888596152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,18 AVENUE,23 AVENUE,CORPORAL KENNEDY STREET,,,,,,,
58932808,2023-09-26T14:44:22.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,11427,86-34 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,EPSOM COURSE,86 ROAD,ADDRESS,QUEENS VILLAGE,,In Progress,,,08 QUEENS,4105380084,QUEENS,1049556,203301,ONLINE,Unspecified,QUEENS,40.72444992453087,-73.76439035261434,"{'latitude': '40.72444992453087', 'longitude': '-73.76439035261434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,EPSOM COURSE,86 ROAD,FRANCIS LEWIS BOULEVARD,,,,,,,
58930350,2023-09-26T14:43:56.000,2023-09-27T10:03:25.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,11375,69-38 MANSE STREET,MANSE STREET,69 AVENUE,70 AVENUE,ADDRESS,FOREST HILLS,,Closed,NYC Parks does not perform tree work for phone or cable service. Please contact the appropriate service provider.,2023-09-27T10:03:29.000,06 QUEENS,4032090024,QUEENS,1024903,199169,ONLINE,Unspecified,QUEENS,40.71325624335493,-73.85335767944007,"{'latitude': '40.71325624335493', 'longitude': '-73.85335767944007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,69 AVENUE,70 AVENUE,MANSE STREET,,,,,,,
58927087,2023-09-26T14:43:37.000,2023-09-26T14:43:37.000,DOT,Department of Transportation,Street Condition,Pothole,10470,,,,,INTERSECTION,BRONX,N/A,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-26T14:43:37.000,12 BRONX,,BRONX,1026318,268868,UNKNOWN,Unspecified,BRONX,40.90455370271688,-73.84781675602397,"{'latitude': '40.90455370271688', 'longitude': '-73.84781675602397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,BARNES AVENUE,PENFIELD STREET,,,,,,,,
58934024,2023-09-26T14:43:29.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11210,1464 EAST   24 STREET,EAST   24 STREET,AVENUE N,OLEAN STREET,ADDRESS,BROOKLYN,,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-28T12:11:55.000,14 BROOKLYN,3076770018,BROOKLYN,997993,163379,ONLINE,Unspecified,BROOKLYN,40.61510337636988,-73.95049956235427,"{'latitude': '40.61510337636988', 'longitude': '-73.95049956235427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,AVENUE N,OLEAN STREET,EAST   24 STREET,,,,,,,
58939357,2023-09-26T14:43:20.000,2023-09-27T14:32:42.000,DSNY,Department of Sanitation,Obstruction,Merchandise,11215,511 5 AVENUE,5 AVENUE,12 STREET,13 STREET,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-27T14:32:46.000,06 BROOKLYN,3010290003,BROOKLYN,987530,182250,PHONE,Unspecified,BROOKLYN,40.666910275143685,-73.98817670570514,"{'latitude': '40.666910275143685', 'longitude': '-73.98817670570514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,12 STREET,13 STREET,5 AVENUE,,,,,,,
58932681,2023-09-26T14:43:17.000,2023-09-26T16:35:49.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11212,LOTT AVENUE,LOTT AVENUE,BRISTOL STREET,CHESTER STREET,BLOCKFACE,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T16:35:53.000,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,Street/Sidewalk,BRISTOL STREET,CHESTER STREET,,,,,,,,
58926323,2023-09-26T14:43:17.000,2023-09-26T14:50:36.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11369,110-14 ASTORIA BOULEVARD,ASTORIA BOULEVARD,110 STREET,WHITESTONE EXPRESSWAY ET   13 A,ADDRESS,EAST ELMHURST,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T14:50:40.000,03 QUEENS,4017040172,QUEENS,1023030,216258,ONLINE,Unspecified,QUEENS,40.7601696713738,-73.86001539053227,"{'latitude': '40.7601696713738', 'longitude': '-73.86001539053227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,110 STREET,WHITESTONE EXPRESSWAY ET   13 A,ASTORIA BOULEVARD,,,,,,,
58930807,2023-09-26T14:43:04.000,2023-09-26T14:47:50.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11218,724 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,AVENUE C,CORTELYOU ROAD,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T14:47:53.000,12 BROOKLYN,3053780031,BROOKLYN,992847,172480,ONLINE,Unspecified,BROOKLYN,40.640090192501034,-73.96902316811077,"{'latitude': '40.640090192501034', 'longitude': '-73.96902316811077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,AVENUE C,CORTELYOU ROAD,CONEY ISLAND AVENUE,,,,,,,
58935039,2023-09-26T14:42:52.000,2023-09-28T19:28:08.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,11207,734 MILLER AVENUE,MILLER AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,05 BROOKLYN,3043030026,BROOKLYN,1015263,180680,ONLINE,Unspecified,BROOKLYN,40.66254726701174,-73.88821587159184,"{'latitude': '40.66254726701174', 'longitude': '-73.88821587159184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58928774,2023-09-26T14:42:52.000,2023-09-28T19:28:08.000,HPD,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,11207,734 MILLER AVENUE,MILLER AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,05 BROOKLYN,3043030026,BROOKLYN,1015263,180680,ONLINE,Unspecified,BROOKLYN,40.66254726701174,-73.88821587159184,"{'latitude': '40.66254726701174', 'longitude': '-73.88821587159184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58928576,2023-09-26T14:42:47.000,,HPD,Department of Housing Preservation and Development,GENERAL,MAILBOX,11203,832 MIDWOOD STREET,MIDWOOD STREET,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,09 BROOKLYN,3045900051,BROOKLYN,1002949,180195,PHONE,Unspecified,BROOKLYN,40.66125061828113,-73.93260212086399,"{'latitude': '40.66125061828113', 'longitude': '-73.93260212086399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58929579,2023-09-26T14:42:46.000,2023-09-26T15:17:35.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11203,415 RUTLAND ROAD,RUTLAND ROAD,NEW YORK AVENUE,BROOKLYN AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T15:17:39.000,09 BROOKLYN,3048020049,BROOKLYN,999006,179606,PHONE,Unspecified,BROOKLYN,40.659641392473894,-73.94681538711458,"{'latitude': '40.659641392473894', 'longitude': '-73.94681538711458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,NEW YORK AVENUE,BROOKLYN AVENUE,RUTLAND ROAD,,,,,,,
58934154,2023-09-26T14:42:24.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,11414,88-08 151 AVENUE,151 AVENUE,88 STREET,89 STREET,ADDRESS,HOWARD BEACH,,In Progress,,,10 QUEENS,4114340007,QUEENS,1026720,182861,ONLINE,Unspecified,QUEENS,40.66848607627237,-73.84690627257683,"{'latitude': '40.66848607627237', 'longitude': '-73.84690627257683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Above Address,88 STREET,89 STREET,151 AVENUE,,,,,,,
58928177,2023-09-26T14:42:10.000,2023-09-26T14:47:05.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,10022,333 EAST   60 STREET,EAST   60 STREET,ED KOCH QUEENSBORO BRIDGE EXIT,1 AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T14:47:09.000,08 MANHATTAN,1014350016,MANHATTAN,994670,216393,ONLINE,Unspecified,MANHATTAN,40.760619120490446,-73.96238656788866,"{'latitude': '40.760619120490446', 'longitude': '-73.96238656788866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ED KOCH QUEENSBORO BRIDGE EXIT,1 AVENUE,EAST   60 STREET,,,,,,,
58929357,2023-09-26T14:42:00.000,2023-09-26T16:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,11231,,,,,INTERSECTION,BROOKLYN,N/A,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-26T16:00:00.000,06 BROOKLYN,,BROOKLYN,984546,184225,UNKNOWN,Unspecified,BROOKLYN,40.67233181163346,-73.998932933054,"{'latitude': '40.67233181163346', 'longitude': '-73.998932933054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,HAMILTON AVENUE,SMITH STREET,,,,,,,,
58931661,2023-09-26T14:42:00.000,2023-09-28T11:16:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,10306,449 STONEHAM STREET,STONEHAM STREET,ISABELLA AVENUE,GUYON AVENUE,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-28T11:16:00.000,03 STATEN ISLAND,5040290035,STATEN ISLAND,952456,142535,PHONE,Unspecified,STATEN ISLAND,40.55784441124501,-74.11441959291385,"{'latitude': '40.55784441124501', 'longitude': '-74.11441959291385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,,,,,,,,,,
58926557,2023-09-26T14:41:47.000,2023-09-26T14:42:37.000,DHS,Department of Homeless Services,Homeless Person Assistance,,10012,52 PRINCE STREET,PRINCE STREET,MULBERRY STREET,LAFAYETTE STREET,ADDRESS,NEW YORK,,Closed,The Department of Homeless Services did not have enough information to act on your request.,2023-09-26T14:42:37.000,02 MANHATTAN,1004950022,MANHATTAN,985348,202866,ONLINE,Unspecified,MANHATTAN,40.7234969495294,-73.99603871953985,"{'latitude': '40.7234969495294', 'longitude': '-73.99603871953985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,MULBERRY STREET,LAFAYETTE STREET,PRINCE STREET,,,,,,,
58933446,2023-09-26T14:41:36.000,2023-09-26T14:56:00.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11101,26-09 JACKSON AVENUE,JACKSON AVENUE,44 DRIVE,PURVES STREET,ADDRESS,LONG ISLAND CITY,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T14:56:03.000,02 QUEENS,4004330006,QUEENS,1000339,211541,ONLINE,Unspecified,QUEENS,40.747293116511074,-73.94193459845192,"{'latitude': '40.747293116511074', 'longitude': '-73.94193459845192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,44 DRIVE,PURVES STREET,JACKSON AVENUE,,,,,,,
58927841,2023-09-26T14:41:30.000,2023-09-27T04:51:44.000,DSNY,Department of Sanitation,Dirty Condition,Trash,11204,2005 59 STREET,59 STREET,20 AVENUE,21 AVENUE,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation cleaned the location.,2023-09-27T04:51:52.000,12 BROOKLYN,3055070001,BROOKLYN,989208,165119,MOBILE,Unspecified,BROOKLYN,40.6198885862264,-73.98214067140238,"{'latitude': '40.6198885862264', 'longitude': '-73.98214067140238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,20 AVENUE,21 AVENUE,59 STREET,,,,,,,
58930685,2023-09-26T14:41:00.000,2023-09-26T14:45:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),10022,157 EAST   57 STREET,EAST   57 STREET,LEXINGTON AVE,3 AVE,ADDRESS,NEW YORK,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-26T14:45:00.000,06 MANHATTAN,1013120033,MANHATTAN,992958,216422,ONLINE,Unspecified,MANHATTAN,40.76070056999785,-73.96856639497904,"{'latitude': '40.76070056999785', 'longitude': '-73.96856639497904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58934324,2023-09-26T14:40:51.000,2023-09-27T12:29:44.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,10002,4 CLINTON STREET,CLINTON STREET,AVENUE B,STANTON STREET,ADDRESS,NEW YORK,,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-27T12:29:50.000,03 MANHATTAN,1003500051,MANHATTAN,988692,202017,ONLINE,Unspecified,MANHATTAN,40.72116560269657,-73.98397505248397,"{'latitude': '40.72116560269657', 'longitude': '-73.98397505248397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,AVENUE B,STANTON STREET,CLINTON STREET,,,,,,,
58929609,2023-09-26T14:40:51.000,2023-09-26T18:38:12.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11385,69-05 60 LANE,60 LANE,69 AVENUE,70 AVENUE,ADDRESS,RIDGEWOOD,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T18:38:16.000,05 QUEENS,4035360001,QUEENS,1012741,195280,ONLINE,Unspecified,QUEENS,40.70262938919712,-73.89724449947717,"{'latitude': '40.70262938919712', 'longitude': '-73.89724449947717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,69 AVENUE,70 AVENUE,60 LANE,,,,,,,
58930507,2023-09-26T14:40:35.000,2023-09-27T12:48:47.000,DSNY,Department of Sanitation,Obstruction,Cone,10035,12 EAST  122 STREET,EAST  122 STREET,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T12:48:50.000,11 MANHATTAN,,MANHATTAN,1000372,232084,ONLINE,Unspecified,MANHATTAN,40.80367818152424,-73.94176621356999,"{'latitude': '40.80367818152424', 'longitude': '-73.94176621356999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,MADISON AVENUE,PARK AVENUE,EAST  122 STREET,,,,,,,
58927994,2023-09-26T14:40:14.000,,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Supermarket or Grocery Store,10013,128 MOTT STREET,MOTT STREET,HESTER STREET,GRAND STREET,ADDRESS,NEW YORK,,In Progress,"The Department of Consumer and Worker Protection (DCWP) Enforcement Division is reviewing your NYC311 Service Request.   If the Enforcement Division needs to conduct an inspection, it may take 35 days to complete.  Please wait 35 days from the date of this update before calling DCWP for status.  You can get status by calling DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-10-16T12:29:36.000,02 MANHATTAN,1002387501,MANHATTAN,985139,200995,PHONE,Unspecified,MANHATTAN,40.718361529337095,-73.99679298088736,"{'latitude': '40.718361529337095', 'longitude': '-73.99679298088736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Business,HESTER STREET,GRAND STREET,MOTT STREET,,,,,,,
58931556,2023-09-26T14:40:12.000,2023-11-20T12:12:41.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,11426,251-03 ELKMONT AVENUE,ELKMONT AVENUE,251 STREET,252 STREET,ADDRESS,BELLEROSE,,Closed,"NYC Parks inspected and determined this site does not rate high enough to be repaired by NYC Parks at this time.   We understand conditions may become worse over time. In three years, you may submit a service request via 311, the Parks website, or NYC Tree Map for a new inspection.   You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.",2023-11-20T12:12:45.000,13 QUEENS,4084010231,QUEENS,1061738,211142,UNKNOWN,Unspecified,QUEENS,40.745873104437976,-73.7203503483297,"{'latitude': '40.745873104437976', 'longitude': '-73.7203503483297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,251 STREET,252 STREET,ELKMONT AVENUE,,,,,,,
58931712,2023-09-26T14:39:57.000,2023-09-26T15:28:02.000,NYPD,New York City Police Department,Encampment,N/A,11221,1117 DEKALB AVENUE,DEKALB AVENUE,MALCOLM X BOULEVARD,BROADWAY,ADDRESS,BROOKLYN,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-26T15:28:06.000,03 BROOKLYN,3016000018,BROOKLYN,1003576,192055,ONLINE,Unspecified,BROOKLYN,40.693802281234966,-73.93030817992368,"{'latitude': '40.693802281234966', 'longitude': '-73.93030817992368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,MALCOLM X BOULEVARD,BROADWAY,DEKALB AVENUE,,,,,,,
58927373,2023-09-26T14:39:55.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,10458,312 EAST  183 STREET,EAST  183 STREET,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,05 BRONX,2031450022,BRONX,1012566,251383,PHONE,Unspecified,BRONX,40.85661770378642,-73.89763921000483,"{'latitude': '40.85661770378642', 'longitude': '-73.89763921000483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58927482,2023-09-26T14:39:52.000,2023-09-28T18:07:29.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,10453,1523 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,05 BRONX,2028800058,BRONX,1005313,247604,PHONE,Unspecified,BRONX,40.846265756644215,-73.92387026500839,"{'latitude': '40.846265756644215', 'longitude': '-73.92387026500839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58928714,2023-09-26T14:39:52.000,2023-10-01T16:34:13.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10453,1523 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-01T00:00:00.000,05 BRONX,2028800058,BRONX,1005313,247604,PHONE,Unspecified,BRONX,40.846265756644215,-73.92387026500839,"{'latitude': '40.846265756644215', 'longitude': '-73.92387026500839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58933973,2023-09-26T14:39:42.000,2023-09-26T15:23:06.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11434,137-13 173 STREET,173 STREET,137 AVENUE,140 AVENUE,ADDRESS,JAMAICA,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T15:23:08.000,12 QUEENS,4125790188,QUEENS,1048730,184386,PHONE,Unspecified,QUEENS,40.672538903560486,-73.7675514490923,"{'latitude': '40.672538903560486', 'longitude': '-73.7675514490923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,137 AVENUE,140 AVENUE,173 STREET,,,,,,,
58925880,2023-09-26T14:39:11.000,2023-09-27T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Site Conditions Endangering Workers,11205,128 RYERSON STREET,RYERSON STREET,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and issued a partial stop work order violation.,2023-09-27T00:00:00.000,02 BROOKLYN,3018910074,BROOKLYN,993922,192176,UNKNOWN,Unspecified,BROOKLYN,40.694150214329845,-73.96512145565431,"{'latitude': '40.694150214329845', 'longitude': '-73.96512145565431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58933638,2023-09-26T14:38:34.000,2023-09-26T14:44:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10031,3495 BROADWAY,BROADWAY,WEST  142 STREET,WEST  143 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T14:45:00.000,09 MANHATTAN,1020890033,MANHATTAN,997661,239832,ONLINE,Unspecified,MANHATTAN,40.82494880432053,-73.95154305067291,"{'latitude': '40.82494880432053', 'longitude': '-73.95154305067291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WEST  142 STREET,WEST  143 STREET,BROADWAY,,,,,,,
58930602,2023-09-26T14:38:30.000,,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Home Improvement Contractor,10005,99 WALL STREET,WALL STREET,WATER STREET,FRONT STREET,ADDRESS,NEW YORK,,In Progress,,,01 MANHATTAN,1000337501,MANHATTAN,982266,196127,PHONE,Unspecified,MANHATTAN,40.70499984942347,-74.00715573745453,"{'latitude': '40.70499984942347', 'longitude': '-74.00715573745453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Business,WATER STREET,FRONT STREET,WALL STREET,,,,,,,
