unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,due_date
58797606,2023-09-12T19:26:19.000,2023-09-12T20:05:28.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11222,TRANSMITTER PARK,TRANSMITTER PARK,DEAD END,WEST STREET,DEAD END,WEST STREET,UNRECOGNIZED,BROOKLYN,TRANSMITTER PARK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T20:05:33.000,01 BROOKLYN,3025560041,BROOKLYN,995027,205155,ONLINE,Unspecified,BROOKLYN,40.729773200367276,-73.96111590007482,"{'latitude': '40.729773200367276', 'longitude': '-73.96111590007482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58793180,2023-09-12T19:26:18.000,2023-09-12T20:28:45.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,Street/Sidewalk,10033,CABRINI BOULEVARD,CABRINI BOULEVARD,WEST  180 STREET,WEST  181 STREET,WEST  180 STREET,WEST  181 STREET,BLOCKFACE,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T20:28:49.000,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,
58795243,2023-09-12T19:26:12.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11360,18-25 212 STREET,212 STREET,BAY LANE,BAY LANE,BAY LANE,BAY LANE,ADDRESS,BAYSIDE,212 STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-13T08:56:12.000,07 QUEENS,4058650050,QUEENS,1045436,224348,ONLINE,Unspecified,QUEENS,40.78224787159504,-73.77906282184917,"{'latitude': '40.78224787159504', 'longitude': '-73.77906282184917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58795786,2023-09-12T19:26:00.000,2023-09-13T19:35:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10022,885 3 AVENUE,3 AVENUE,E 53 ST,E 54 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-13T19:35:00.000,06 MANHATTAN,0000000000,MANHATTAN,992790,215434,ONLINE,Unspecified,MANHATTAN,40.757988927002536,-73.96917408608029,"{'latitude': '40.757988927002536', 'longitude': '-73.96917408608029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58789150,2023-09-12T19:25:44.000,2023-09-12T19:51:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11216,7 SPENCER PLACE,SPENCER PLACE,HANCOCK STREET,FULTON STREET,HANCOCK STREET,FULTON STREET,ADDRESS,BROOKLYN,SPENCER PLACE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-12T19:51:53.000,03 BROOKLYN,3020000011,BROOKLYN,996855,187644,ONLINE,Unspecified,BROOKLYN,40.681707224593495,-73.95455314038308,"{'latitude': '40.681707224593495', 'longitude': '-73.95455314038308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58795606,2023-09-12T19:25:28.000,2023-09-20T06:09:48.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11363,127 BEVERLY ROAD,BEVERLY ROAD,WEST DRIVE,CENTER DRIVE,WEST DRIVE,CENTER DRIVE,ADDRESS,LITTLE NECK,BEVERLY ROAD,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-20T06:09:44.000,11 QUEENS,4080280033,QUEENS,1052995,222466,ONLINE,Unspecified,QUEENS,40.77702673843326,-73.75178734255326,"{'latitude': '40.77702673843326', 'longitude': '-73.75178734255326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58792437,2023-09-12T19:25:25.000,,DOHMH,Department of Health and Mental Hygiene,Standing Water,Other - Explain Below,Other,10463,306 WEST  232 STREET,WEST  232 STREET,TIBBETT AVENUE,IRWIN AVENUE,TIBBETT AVENUE,IRWIN AVENUE,ADDRESS,BRONX,WEST  232 STREET,In Progress,,,08 BRONX,2057140159,BRONX,1009853,260645,ONLINE,Unspecified,BRONX,40.882047336594425,-73.90741115929264,"{'latitude': '40.882047336594425', 'longitude': '-73.90741115929264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58799075,2023-09-12T19:25:16.000,2023-09-12T20:50:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11374,63 DRIVE,63 DRIVE,63 DRIVE,99 STREET,63 DRIVE,99 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T20:50:06.000,06 QUEENS,,QUEENS,1023994,205859,ONLINE,Unspecified,QUEENS,40.73162278118654,-73.85659708618152,"{'latitude': '40.73162278118654', 'longitude': '-73.85659708618152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58797580,2023-09-12T19:25:00.000,2023-09-13T16:00:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10280,,,,,1 PLACE,BATTERY PLACE,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-13T16:00:00.000,01 MANHATTAN,,MANHATTAN,979279,196556,UNKNOWN,Unspecified,MANHATTAN,40.70617617940758,-74.0179293340703,"{'latitude': '40.70617617940758', 'longitude': '-74.0179293340703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58791576,2023-09-12T19:24:57.000,2023-09-12T19:50:12.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11215,145 PROSPECT PARK WEST,PROSPECT PARK WEST,9 STREET,10 STREET,9 STREET,10 STREET,ADDRESS,BROOKLYN,PROSPECT PARK WEST,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T19:50:18.000,06 BROOKLYN,3010937501,BROOKLYN,990635,181356,ONLINE,Unspecified,BROOKLYN,40.664454748979935,-73.97698507449073,"{'latitude': '40.664454748979935', 'longitude': '-73.97698507449073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58790109,2023-09-12T19:24:13.000,2023-09-18T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Adult Establishment,,10001,41 WEST   35 STREET,WEST   35 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-18T00:00:00.000,05 MANHATTAN,1008370019,MANHATTAN,988245,212429,UNKNOWN,Unspecified,MANHATTAN,40.74974418673483,-73.98558146570937,"{'latitude': '40.74974418673483', 'longitude': '-73.98558146570937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58790812,2023-09-12T19:24:06.000,2023-09-12T19:47:40.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T19:47:44.000,08 QUEENS,4068540028,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58790813,2023-09-12T19:23:52.000,2023-09-12T19:47:14.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T19:47:18.000,08 QUEENS,4068540028,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58796129,2023-09-12T19:23:51.000,2023-09-13T01:33:25.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Street/Sidewalk,10466,EAST  232 STREET,EAST  232 STREET,EAST  232 STREET,WHITE PLAINS ROAD,EAST  232 STREET,WHITE PLAINS ROAD,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T01:33:29.000,12 BRONX,,BRONX,1023584,264564,ONLINE,Unspecified,BRONX,40.892753229006566,-73.8577324168085,"{'latitude': '40.892753229006566', 'longitude': '-73.8577324168085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58792354,2023-09-12T19:23:47.000,2023-09-13T09:11:08.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11354,141-61 33 AVENUE,33 AVENUE,143 STREET,PARSONS BOULEVARD,143 STREET,PARSONS BOULEVARD,ADDRESS,FLUSHING,33 AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-13T09:11:12.000,07 QUEENS,4047770047,QUEENS,1032713,219171,MOBILE,Unspecified,QUEENS,40.76811731469963,-73.82504163655253,"{'latitude': '40.76811731469963', 'longitude': '-73.82504163655253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58793323,2023-09-12T19:23:41.000,2023-09-12T20:06:05.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11218,620 EAST    4 STREET,EAST    4 STREET,CORTELYOU ROAD,DITMAS AVENUE,CORTELYOU ROAD,DITMAS AVENUE,ADDRESS,BROOKLYN,EAST    4 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T20:06:08.000,12 BROOKLYN,3053870025,BROOKLYN,991116,171361,ONLINE,Unspecified,BROOKLYN,40.63702028766718,-73.97526147008423,"{'latitude': '40.63702028766718', 'longitude': '-73.97526147008423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58790903,2023-09-12T19:23:31.000,2023-09-13T03:36:00.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11420,116-08 126 STREET,126 STREET,116 AVENUE,ROCKAWAY BOULEVARD,116 AVENUE,ROCKAWAY BOULEVARD,ADDRESS,SOUTH OZONE PARK,126 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T03:36:04.000,10 QUEENS,4116820009,QUEENS,1036258,185902,MOBILE,Unspecified,QUEENS,40.67678202793918,-73.81250079970621,"{'latitude': '40.67678202793918', 'longitude': '-73.81250079970621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58798015,2023-09-12T19:23:28.000,2023-09-12T19:47:27.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T19:47:33.000,08 QUEENS,4068540028,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58794093,2023-09-12T19:23:25.000,2023-09-12T19:53:12.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10009,211 AVENUE A,AVENUE A,EAST   13 STREET,EAST   14 STREET,EAST   13 STREET,EAST   14 STREET,ADDRESS,NEW YORK,AVENUE A,Closed,The Police Department visited the location and no Encampment was found.,2023-09-12T19:53:15.000,03 MANHATTAN,1004410035,MANHATTAN,989573,205173,ONLINE,Unspecified,MANHATTAN,40.7298275695838,-73.98079426300117,"{'latitude': '40.7298275695838', 'longitude': '-73.98079426300117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58793816,2023-09-12T19:23:20.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11428,92-05 SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,92 AVENUE,DAVENPORT AVENUE,92 AVENUE,DAVENPORT AVENUE,ADDRESS,QUEENS VILLAGE,SPRINGFIELD BOULEVARD,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-13T06:10:53.000,13 QUEENS,4107050002,QUEENS,1056620,203301,ONLINE,Unspecified,QUEENS,40.724394953760886,-73.73890514187255,"{'latitude': '40.724394953760886', 'longitude': '-73.73890514187255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58797701,2023-09-12T19:23:13.000,2023-09-12T19:31:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10460,1693 VYSE AVENUE,VYSE AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,VYSE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T19:31:33.000,03 BRONX,2029900034,BRONX,1015631,243777,ONLINE,Unspecified,BRONX,40.83573112559209,-73.88659501042915,"{'latitude': '40.83573112559209', 'longitude': '-73.88659501042915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58794385,2023-09-12T19:23:00.000,2023-09-12T20:35:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11215,505 16 STREET,16 STREET,PROSPECT PARK W,10 AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-12T20:35:00.000,07 BROOKLYN,3011060053,BROOKLYN,990122,179611,ONLINE,Unspecified,BROOKLYN,40.659665464700716,-73.97883571812075,"{'latitude': '40.659665464700716', 'longitude': '-73.97883571812075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58794377,2023-09-12T19:23:00.000,2023-09-14T10:05:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Search (SC2),,10018,1077 6 AVENUE,6 AVENUE,W 40 ST,W 41 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2023-09-14T10:05:00.000,05 MANHATTAN,1009930036,MANHATTAN,988487,213994,PHONE,Unspecified,MANHATTAN,40.75403960297518,-73.98470706653988,"{'latitude': '40.75403960297518', 'longitude': '-73.98470706653988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58795831,2023-09-12T19:23:00.000,2023-09-12T22:45:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10010,135S 5 AVENUE,5 AVENUE,E 20 ST,E 21 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-12T22:45:00.000,05 MANHATTAN,,MANHATTAN,986779,208791,PHONE,Unspecified,MANHATTAN,40.73975932806248,-73.99087384016839,"{'latitude': '40.73975932806248', 'longitude': '-73.99087384016839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58791535,2023-09-12T19:23:00.000,2023-09-12T22:20:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11219,1157 45 STREET,45 STREET,NEW UTRECHT AVE,12 AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-12T22:20:00.000,12 BROOKLYN,3056090063,BROOKLYN,986183,172162,PHONE,Unspecified,BROOKLYN,40.63922131187153,-73.99303507791318,"{'latitude': '40.63922131187153', 'longitude': '-73.99303507791318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58790063,2023-09-12T19:23:00.000,2023-09-13T01:10:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11691,14-40 GIPSON STREET,GIPSON STREET,ENRIGHT RD,DEAD END,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-13T01:10:00.000,14 QUEENS,4156550029,QUEENS,1051571,161421,PHONE,Unspecified,QUEENS,40.60948399747444,-73.75753892626017,"{'latitude': '40.60948399747444', 'longitude': '-73.75753892626017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58790708,2023-09-12T19:22:58.000,2023-09-16T16:51:29.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11212,241 EAST   95 STREET,EAST   95 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-16T00:00:00.000,17 BROOKLYN,3046310062,BROOKLYN,1005798,179935,PHONE,Unspecified,BROOKLYN,40.6605305008855,-73.92233414252482,"{'latitude': '40.6605305008855', 'longitude': '-73.92233414252482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58791879,2023-09-12T19:22:45.000,2023-09-12T19:25:45.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11238,11 JEFFERSON AVENUE,JEFFERSON AVENUE,CLAVER PLACE,FRANKLIN AVENUE,CLAVER PLACE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,JEFFERSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T19:25:48.000,03 BROOKLYN,3019950006,BROOKLYN,996182,187930,MOBILE,Unspecified,BROOKLYN,40.6824931622225,-73.95697911007487,"{'latitude': '40.6824931622225', 'longitude': '-73.95697911007487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58797504,2023-09-12T19:22:32.000,2023-09-12T20:13:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11691,14-25 GATEWAY BOULEVARD,GATEWAY BOULEVARD,MOTT AVENUE,EVERDELL AVENUE,MOTT AVENUE,EVERDELL AVENUE,ADDRESS,FAR ROCKAWAY,GATEWAY BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T20:13:38.000,14 QUEENS,4155740025,QUEENS,1053943,158602,PHONE,Unspecified,QUEENS,40.601728111378854,-73.74902514469973,"{'latitude': '40.601728111378854', 'longitude': '-73.74902514469973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58789155,2023-09-12T19:22:23.000,2023-09-12T19:26:36.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11102,28-37 30 STREET,30 STREET,NEWTOWN AVENUE,30 AVENUE,NEWTOWN AVENUE,30 AVENUE,ADDRESS,ASTORIA,30 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T19:26:39.000,01 QUEENS,4005950009,QUEENS,1005955,219077,ONLINE,Unspecified,QUEENS,40.767965502749064,-73.92164206499905,"{'latitude': '40.767965502749064', 'longitude': '-73.92164206499905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58795506,2023-09-12T19:22:22.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,11106,33 STREET,33 STREET,33 STREET,BROADWAY,33 STREET,BROADWAY,INTERSECTION,QUEENS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-12T22:25:07.000,01 QUEENS,,QUEENS,1005363,216621,PHONE,Unspecified,QUEENS,40.761225853018914,-73.9237869767819,"{'latitude': '40.761225853018914', 'longitude': '-73.9237869767819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58795379,2023-09-12T19:22:04.000,2023-09-13T02:24:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10465,2972 CROSS BRONX EXPRESSWAY SR SOUTH,CROSS BRONX EXPRESSWAY SR SOUTH,CALHOUN AVENUE,REVERE AVENUE,CALHOUN AVENUE,REVERE AVENUE,ADDRESS,BRONX,CROSS BRONX EXPRESSWAY SR SOUTH,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T02:24:20.000,10 BRONX,2055610009,BRONX,1033559,239253,ONLINE,Unspecified,BRONX,40.82323216457081,-73.82184001189167,"{'latitude': '40.82323216457081', 'longitude': '-73.82184001189167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58790356,2023-09-12T19:21:57.000,2023-09-12T19:46:59.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11211,88 WITHERS STREET,WITHERS STREET,MEEKER AVENUE,LEONARD STREET,MEEKER AVENUE,LEONARD STREET,ADDRESS,BROOKLYN,WITHERS STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T19:47:03.000,01 BROOKLYN,3027427502,BROOKLYN,998476,200500,ONLINE,Unspecified,BROOKLYN,40.71699148006957,-73.94868153129121,"{'latitude': '40.71699148006957', 'longitude': '-73.94868153129121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58790268,2023-09-12T19:21:37.000,2023-09-12T19:56:10.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11249,65 NORTH SEVENTH STREET,NORTH SEVENTH STREET,KENT AVENUE,WYTHE AVENUE,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,NORTH    7 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T19:56:18.000,01 BROOKLYN,3023170035,BROOKLYN,995026,201581,MOBILE,Unspecified,BROOKLYN,40.7199634399241,-73.96112523090576,"{'latitude': '40.7199634399241', 'longitude': '-73.96112523090576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58793648,2023-09-12T19:21:30.000,2023-10-12T06:57:41.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11230,1439 OCEAN AVENUE,OCEAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,14 BROOKLYN,3075840019,BROOKLYN,996290,167717,PHONE,Unspecified,BROOKLYN,40.62701275833746,-73.95662580149565,"{'latitude': '40.62701275833746', 'longitude': '-73.95662580149565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58799246,2023-09-12T19:21:30.000,2023-10-12T06:57:41.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11230,1439 OCEAN AVENUE,OCEAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,14 BROOKLYN,3075840019,BROOKLYN,996290,167717,PHONE,Unspecified,BROOKLYN,40.62701275833746,-73.95662580149565,"{'latitude': '40.62701275833746', 'longitude': '-73.95662580149565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58794430,2023-09-12T19:21:12.000,2023-11-15T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11220,518 62 STREET,62 STREET,,,,,ADDRESS,BROOKLYN,,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-11-15T00:00:00.000,07 BROOKLYN,3058010014,BROOKLYN,979603,171705,UNKNOWN,Unspecified,BROOKLYN,40.63796593640766,-74.01674360279823,"{'latitude': '40.63796593640766', 'longitude': '-74.01674360279823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58793685,2023-09-12T19:21:03.000,2023-09-13T17:15:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10016,EAST   27 STREET,EAST   27 STREET,LEXINGTON AVENUE,PARK AVENUE SOUTH,,,BLOCKFACE,MANHATTAN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-13T17:15:00.000,05 MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,N/A,,,,,,
58798938,2023-09-12T19:20:59.000,2023-09-12T22:46:48.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10031,529 WEST  134 STREET,WEST  134 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  134 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T22:46:51.000,09 MANHATTAN,1019880060,MANHATTAN,996898,237630,MOBILE,Unspecified,MANHATTAN,40.818906063405706,-73.9543040906861,"{'latitude': '40.818906063405706', 'longitude': '-73.9543040906861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
