unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,due_date,taxi_pick_up_location
58924037,2023-09-25T08:33:38.000,2023-09-25T08:51:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10013,109 LAFAYETTE STREET,LAFAYETTE STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T08:52:01.000,01 MANHATTAN,1001977501,MANHATTAN,984020,200895,MOBILE,Unspecified,MANHATTAN,40.71808709503711,-74.00082970906477,"{'latitude': '40.71808709503711', 'longitude': '-74.00082970906477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WALKER STREET,CANAL STREET,WALKER STREET,CANAL STREET,LAFAYETTE STREET,,,,,,
58923803,2023-09-25T08:33:28.000,2023-09-28T07:35:39.000,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10460,1903 WEST FARMS ROAD,WEST FARMS ROAD,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,06 BRONX,2030167501,BRONX,1017088,244768,PHONE,Unspecified,BRONX,40.838445833501204,-73.88132484286533,"{'latitude': '40.838445833501204', 'longitude': '-73.88132484286533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58922842,2023-09-25T08:33:28.000,2023-09-28T07:35:38.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10460,1903 WEST FARMS ROAD,WEST FARMS ROAD,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,06 BRONX,2030167501,BRONX,1017088,244768,PHONE,Unspecified,BRONX,40.838445833501204,-73.88132484286533,"{'latitude': '40.838445833501204', 'longitude': '-73.88132484286533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58920496,2023-09-25T08:33:28.000,2023-09-28T07:35:39.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,10460,1903 WEST FARMS ROAD,WEST FARMS ROAD,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,06 BRONX,2030167501,BRONX,1017088,244768,PHONE,Unspecified,BRONX,40.838445833501204,-73.88132484286533,"{'latitude': '40.838445833501204', 'longitude': '-73.88132484286533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58917147,2023-09-25T08:33:28.000,2023-09-28T07:35:39.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10460,1903 WEST FARMS ROAD,WEST FARMS ROAD,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,06 BRONX,2030167501,BRONX,1017088,244768,PHONE,Unspecified,BRONX,40.838445833501204,-73.88132484286533,"{'latitude': '40.838445833501204', 'longitude': '-73.88132484286533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58919288,2023-09-25T08:33:26.000,2023-09-27T14:16:19.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11206,123 TROUTMAN STREET,TROUTMAN STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,04 BROOKLYN,3031720043,BROOKLYN,1003757,194196,PHONE,Unspecified,BROOKLYN,40.699678429390474,-73.92964927238556,"{'latitude': '40.699678429390474', 'longitude': '-73.92964927238556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58924725,2023-09-25T08:33:23.000,2023-10-03T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11231,27 WOLCOTT STREET,WOLCOTT STREET,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-03T00:00:00.000,06 BROOKLYN,3005770019,BROOKLYN,981285,185493,UNKNOWN,Unspecified,BROOKLYN,40.67581169496293,-74.01068925198427,"{'latitude': '40.67581169496293', 'longitude': '-74.01068925198427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,
58919719,2023-09-25T08:33:21.000,2023-09-25T08:53:43.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10030,2400 7 AVENUE,7 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department visited the location and no Encampment was found.,2023-09-25T08:53:48.000,10 MANHATTAN,1020260029,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,7 AVENUE,,,,,,
58917600,2023-09-25T08:33:15.000,2023-09-25T18:11:08.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,10003,151 1 AVENUE,1 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-25T18:11:13.000,03 MANHATTAN,1004510036,MANHATTAN,988486,204648,ONLINE,Unspecified,MANHATTAN,40.72838716020361,-73.98471656149133,"{'latitude': '40.72838716020361', 'longitude': '-73.98471656149133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST    9 STREET,EAST   10 STREET,EAST    9 STREET,EAST   10 STREET,1 AVENUE,,,,,,
58919669,2023-09-25T08:33:13.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,11221,491 EVERGREEN AVENUE,EVERGREEN AVENUE,ADDRESS,BROOKLYN,In Progress,,,04 BROOKLYN,3033680007,BROOKLYN,1007360,191021,PHONE,Unspecified,BROOKLYN,40.69095511922493,-73.91666618742494,"{'latitude': '40.69095511922493', 'longitude': '-73.91666618742494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MADISON STREET,PUTNAM AVENUE,MADISON STREET,PUTNAM AVENUE,EVERGREEN AVENUE,,,,,,
58917288,2023-09-25T08:33:07.000,2023-09-25T09:38:17.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10455,506 JACKSON AVENUE,JACKSON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T09:38:22.000,01 BRONX,2025790007,BRONX,1009306,235145,PHONE,Unspecified,BRONX,40.81205895733537,-73.90948457757294,"{'latitude': '40.81205895733537', 'longitude': '-73.90948457757294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  147 STREET,EAST  149 STREET,EAST  147 STREET,EAST  149 STREET,JACKSON AVENUE,,,,,,
58922916,2023-09-25T08:32:59.000,2023-09-25T08:46:14.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-25T08:46:18.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,
58918424,2023-09-25T08:32:58.000,2023-11-24T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10002,151 NORFOLK STREET,NORFOLK STREET,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-24T00:00:00.000,03 MANHATTAN,1003540022,MANHATTAN,988031,201729,UNKNOWN,Unspecified,MANHATTAN,40.72037541937055,-73.98635983608895,"{'latitude': '40.72037541937055', 'longitude': '-73.98635983608895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58919037,2023-09-25T08:32:47.000,2023-09-25T08:50:21.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11205,109 WALWORTH STREET,WALWORTH STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T08:50:26.000,03 BROOKLYN,3017360050,BROOKLYN,996876,192725,ONLINE,Unspecified,BROOKLYN,40.695653370442685,-73.95446790347272,"{'latitude': '40.695653370442685', 'longitude': '-73.95446790347272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,WALWORTH STREET,,,,,,
58925237,2023-09-25T08:32:47.000,2023-09-26T14:12:53.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,10461,2004 LURTING AVENUE,LURTING AVENUE,ADDRESS,BRONX,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-26T14:12:57.000,11 BRONX,2043040027,BRONX,1023793,250191,ONLINE,Unspecified,BRONX,40.85330287697303,-73.85706131270706,"{'latitude': '40.85330287697303', 'longitude': '-73.85706131270706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEILL AVENUE,LYDIG AVENUE,NEILL AVENUE,LYDIG AVENUE,LURTING AVENUE,,,,,,
58917606,2023-09-25T08:32:38.000,2023-09-25T08:50:53.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,10463,2655 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T08:50:58.000,07 BRONX,2032400004,BRONX,1010341,256289,MOBILE,Unspecified,BRONX,40.87009003859068,-73.90566335735205,"{'latitude': '40.87009003859068', 'longitude': '-73.90566335735205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HEATH AVENUE,WEST KINGSBRIDGE ROAD,HEATH AVENUE,WEST KINGSBRIDGE ROAD,KINGSBRIDGE TERRACE,,,,,,
58918928,2023-09-25T08:32:23.000,2023-09-25T09:18:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,2-39 54 AVENUE,54 AVENUE,ADDRESS,LONG ISLAND CITY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T09:18:38.000,02 QUEENS,4000130160,QUEENS,995754,209113,MOBILE,Unspecified,QUEENS,40.74063601750577,-73.95848607042694,"{'latitude': '40.74063601750577', 'longitude': '-73.95848607042694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2 STREET,VERNON BOULEVARD,2 STREET,VERNON BOULEVARD,54 AVENUE,,,,,,
58925436,2023-09-25T08:32:18.000,2023-09-25T08:38:48.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The Department of Homeless Services did not have enough information to act on your request.,2023-09-25T08:38:48.000,Unspecified QUEENS,,QUEENS,999480,211485,MOBILE,Unspecified,QUEENS,40.74714093175865,-73.94503486613837,"{'latitude': '40.74714093175865', 'longitude': '-73.94503486613837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,E,,Platform,,
58922534,2023-09-25T08:32:08.000,2023-09-25T08:51:08.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11229,2977 AVENUE S,AVENUE S,ADDRESS,BROOKLYN,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-25T08:51:13.000,15 BROOKLYN,3068380033,BROOKLYN,1000715,159813,ONLINE,Unspecified,BROOKLYN,40.605310801025226,-73.94070398168161,"{'latitude': '40.605310801025226', 'longitude': '-73.94070398168161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROWN STREET,BATCHELDER STREET,BROWN STREET,BATCHELDER STREET,AVENUE S,,,,,,
58923565,2023-09-25T08:31:45.000,2023-09-25T17:53:32.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11378,56-02 ARNOLD AVENUE,ARNOLD AVENUE,ADDRESS,MASPETH,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T17:53:37.000,05 QUEENS,4026440015,QUEENS,1009470,199763,ONLINE,Unspecified,QUEENS,40.71494408314783,-73.90902487112419,"{'latitude': '40.71494408314783', 'longitude': '-73.90902487112419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",56 STREET,DEAD END,56 STREET,DEAD END,ARNOLD AVENUE,,,,,,
58924035,2023-09-25T08:31:36.000,2023-09-25T08:45:36.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11365,71-01 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-25T08:45:41.000,08 QUEENS,4067970040,QUEENS,1036658,205328,ONLINE,Unspecified,QUEENS,40.73009934988612,-73.81090754397326,"{'latitude': '40.73009934988612', 'longitude': '-73.81090754397326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",71 AVENUE,72 AVENUE,71 AVENUE,72 AVENUE,PARSONS BOULEVARD,,,,,,
58918883,2023-09-25T08:30:56.000,2023-09-25T09:18:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11101,2-39 54 AVENUE,54 AVENUE,ADDRESS,LONG ISLAND CITY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T09:18:16.000,02 QUEENS,4000130160,QUEENS,995754,209113,MOBILE,Unspecified,QUEENS,40.74063601750577,-73.95848607042694,"{'latitude': '40.74063601750577', 'longitude': '-73.95848607042694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2 STREET,VERNON BOULEVARD,2 STREET,VERNON BOULEVARD,54 AVENUE,,,,,,
58919453,2023-09-25T08:30:53.000,2023-09-25T08:43:49.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11365,71-01 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T08:43:52.000,08 QUEENS,4067970040,QUEENS,1036658,205328,ONLINE,Unspecified,QUEENS,40.73009934988612,-73.81090754397326,"{'latitude': '40.73009934988612', 'longitude': '-73.81090754397326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",71 AVENUE,72 AVENUE,71 AVENUE,72 AVENUE,PARSONS BOULEVARD,,,,,,
58923207,2023-09-25T08:30:44.000,2023-09-27T14:06:57.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11414,159-40 99 STREET,99 STREET,ADDRESS,HOWARD BEACH,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T11:55:21.000,10 QUEENS,4141780025,QUEENS,1030276,179501,ONLINE,Unspecified,QUEENS,40.65924586458895,-73.8341107487421,"{'latitude': '40.65924586458895', 'longitude': '-73.8341107487421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",159 AVENUE,160 AVENUE,159 AVENUE,160 AVENUE,99 STREET,,,,,,
58922676,2023-09-25T08:30:43.000,2023-10-02T19:19:14.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10031,1484 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,09 MANHATTAN,1019870031,MANHATTAN,997257,237249,PHONE,Unspecified,MANHATTAN,40.817859804380014,-73.95300779968848,"{'latitude': '40.817859804380014', 'longitude': '-73.95300779968848', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58920029,2023-09-25T08:30:31.000,2023-09-25T10:00:41.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11432,177-30 WEXFORD TERRACE,WEXFORD TERRACE,ADDRESS,JAMAICA,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T10:00:44.000,08 QUEENS,4098350033,QUEENS,1043581,199151,ONLINE,Unspecified,QUEENS,40.71310129919592,-73.78598332501407,"{'latitude': '40.71310129919592', 'longitude': '-73.78598332501407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DALNY ROAD,EDGERTON BOULEVARD,DALNY ROAD,EDGERTON BOULEVARD,WEXFORD TERRACE,,,,,,
58919349,2023-09-25T08:30:24.000,2023-10-03T12:08:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10010,148 EAST   24 STREET,EAST   24 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,06 MANHATTAN,1008797503,MANHATTAN,988729,208872,PHONE,Unspecified,MANHATTAN,40.73998088034768,-73.98383700831681,"{'latitude': '40.73998088034768', 'longitude': '-73.98383700831681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58920512,2023-09-25T08:30:24.000,2023-10-03T12:08:16.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10010,148 EAST   24 STREET,EAST   24 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,06 MANHATTAN,1008797503,MANHATTAN,988729,208872,PHONE,Unspecified,MANHATTAN,40.73998088034768,-73.98383700831681,"{'latitude': '40.73998088034768', 'longitude': '-73.98383700831681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58924949,2023-09-25T08:30:22.000,,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11207,804 ASHFORD STREET,ASHFORD STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-25T00:00:00.000,05 BROOKLYN,3043550001,BROOKLYN,1017350,180681,PHONE,Unspecified,BROOKLYN,40.662542455791176,-73.88069343426481,"{'latitude': '40.662542455791176', 'longitude': '-73.88069343426481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58923873,2023-09-25T08:30:22.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11207,804 ASHFORD STREET,ASHFORD STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-25T00:00:00.000,05 BROOKLYN,3043550001,BROOKLYN,1017350,180681,PHONE,Unspecified,BROOKLYN,40.662542455791176,-73.88069343426481,"{'latitude': '40.662542455791176', 'longitude': '-73.88069343426481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58922375,2023-09-25T08:29:56.000,2023-09-25T08:51:39.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11412,119-29 201 STREET,201 STREET,ADDRESS,SAINT ALBANS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T08:51:43.000,12 QUEENS,4126570042,QUEENS,1053528,191293,PHONE,Unspecified,QUEENS,40.69146072368697,-73.75018387708587,"{'latitude': '40.69146072368697', 'longitude': '-73.75018387708587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",119 AVENUE,120 AVENUE,119 AVENUE,120 AVENUE,201 STREET,,,,,,
58922376,2023-09-25T08:29:32.000,2023-09-25T08:51:02.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11412,119-29 201 STREET,201 STREET,ADDRESS,SAINT ALBANS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T08:51:06.000,12 QUEENS,4126570042,QUEENS,1053528,191293,PHONE,Unspecified,QUEENS,40.69146072368697,-73.75018387708587,"{'latitude': '40.69146072368697', 'longitude': '-73.75018387708587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",119 AVENUE,120 AVENUE,119 AVENUE,120 AVENUE,201 STREET,,,,,,
58922512,2023-09-25T08:29:23.000,2023-09-25T08:50:55.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11229,2977 AVENUE S,AVENUE S,ADDRESS,BROOKLYN,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-25T08:50:58.000,15 BROOKLYN,3068380033,BROOKLYN,1000715,159813,ONLINE,Unspecified,BROOKLYN,40.605310801025226,-73.94070398168161,"{'latitude': '40.605310801025226', 'longitude': '-73.94070398168161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROWN STREET,BATCHELDER STREET,BROWN STREET,BATCHELDER STREET,AVENUE S,,,,,,
58924115,2023-09-25T08:29:17.000,2023-09-27T08:43:27.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11367,63-48 136 STREET,136 STREET,ADDRESS,FLUSHING,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-27T08:43:34.000,07 QUEENS,4065010021,QUEENS,1031243,208584,ONLINE,Unspecified,QUEENS,40.73906667728635,-73.83042252365267,"{'latitude': '40.73906667728635', 'longitude': '-73.83042252365267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",63 ROAD,64 AVENUE,63 ROAD,64 AVENUE,136 STREET,,,,,,
58923173,2023-09-25T08:29:16.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10026,321 WEST  110 STREET,WEST  110 STREET,ADDRESS,NEW YORK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-25T11:01:49.000,10 MANHATTAN,1018467503,MANHATTAN,995536,231103,MOBILE,Unspecified,MANHATTAN,40.80099310632296,-73.9592358281671,"{'latitude': '40.80099310632296', 'longitude': '-73.9592358281671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,MANHATTAN AVENUE,,MANHATTAN AVENUE,CATHEDRAL PARKWAY,,,,,,
58919089,2023-09-25T08:29:00.000,2023-09-25T09:35:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11215,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T09:35:00.000,06 BROOKLYN,,BROOKLYN,988355,185042,UNKNOWN,Unspecified,BROOKLYN,40.67457334630995,-73.98520115859974,"{'latitude': '40.67457334630995', 'longitude': '-73.98520115859974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,4 AVENUE,2 STREET,,N/A,,,,,
58919482,2023-09-25T08:28:54.000,2023-09-25T09:14:26.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11205,340 PARK AVENUE,PARK AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T09:14:28.000,02 BROOKLYN,3018930029,BROOKLYN,994320,192778,MOBILE,Unspecified,BROOKLYN,40.69580212065941,-73.96368531383784,"{'latitude': '40.69580212065941', 'longitude': '-73.96368531383784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GRAND AVENUE,STEUBEN STREET,GRAND AVENUE,STEUBEN STREET,PARK AVENUE,,,,,,
58917252,2023-09-25T08:28:36.000,2023-09-25T08:36:48.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,ADDRESS,JAMAICA,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-25T08:36:56.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,164 STREET,,,,,,
58921929,2023-09-25T08:28:32.000,2023-10-05T16:18:43.000,DOT,Department of Transportation,Curb Condition,Broken Curb,Sidewalk,11231,282 PRESIDENT STREET,PRESIDENT STREET,ADDRESS,BROOKLYN,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-05T16:18:46.000,06 BROOKLYN,3004350048,BROOKLYN,985546,187527,ONLINE,Unspecified,BROOKLYN,40.68139496627862,-73.99532734219318,"{'latitude': '40.68139496627862', 'longitude': '-73.99532734219318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COURT STREET,SMITH STREET,COURT STREET,SMITH STREET,PRESIDENT STREET,,,,,,
