unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,intersection_street_1,intersection_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,incident_address,street_name,cross_street_1,cross_street_2,landmark,bbl,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58839300,2023-09-17T18:30:19.000,2023-09-17T18:47:33.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11205,WILLOUGHBY AVENUE,DEKALB AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-17T18:47:36.000,03 BROOKLYN,BROOKLYN,996785,191664,MOBILE,Unspecified,BROOKLYN,40.692741300965096,-73.9547980435613,"{'latitude': '40.692741300965096', 'longitude': '-73.9547980435613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,175 SPENCER STREET,SPENCER STREET,WILLOUGHBY AVENUE,DEKALB AVENUE,SPENCER STREET,3017637506,,,,,,
58843964,2023-09-17T18:30:19.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,11102,1 STREET,2 STREET,ADDRESS,ASTORIA,,In Progress,,,01 QUEENS,QUEENS,1002193,222367,ONLINE,Unspecified,QUEENS,40.77700412645179,-73.93521459529559,"{'latitude': '40.77700412645179', 'longitude': '-73.93521459529559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park,1-09 26 AVENUE,26 AVENUE,1 STREET,2 STREET,26 AVENUE,4009130001,,,,,,
58844414,2023-09-17T18:30:10.000,2023-09-17T19:00:12.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11368,106 STREET,108 STREET,ADDRESS,CORONA,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T19:00:18.000,04 QUEENS,QUEENS,1023878,210712,PHONE,Unspecified,QUEENS,40.74494356648185,-73.85698704475057,"{'latitude': '40.74494356648185', 'longitude': '-73.85698704475057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,106-18 49 AVENUE,49 AVENUE,106 STREET,108 STREET,49 AVENUE,4019930055,,,,,,
58844741,2023-09-17T18:29:48.000,2023-09-17T18:41:50.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10462,BIRCHALL AVENUE,UNIONPORT ROAD,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T18:41:52.000,11 BRONX,BRONX,1020807,248975,ONLINE,Unspecified,BRONX,40.84997819005565,-73.86786161717653,"{'latitude': '40.84997819005565', 'longitude': '-73.86786161717653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,2001 WHITE PLAINS ROAD,WHITE PLAINS ROAD,BIRCHALL AVENUE,UNIONPORT ROAD,WHITE PLAINS ROAD,2042560014,,,,,,
58844373,2023-09-17T18:29:46.000,2023-09-17T18:39:54.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,11211,NORTH   11 STREET,NORTH   10 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T18:40:00.000,01 BROOKLYN,BROOKLYN,996490,201439,ONLINE,Unspecified,BROOKLYN,40.719571779736484,-73.95584406254427,"{'latitude': '40.719571779736484', 'longitude': '-73.95584406254427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Club/Bar/Restaurant,125 BEDFORD AVENUE,BEDFORD AVENUE,NORTH   11 STREET,NORTH   10 STREET,BEDFORD AVENUE,3022980001,,,,,,
58843007,2023-09-17T18:29:32.000,2023-09-24T11:19:24.000,DHS,Department of Homeless Services,Encampment,N/A,10009,FIRST AVENUE,EAST   18 STREET,INTERSECTION,,,Closed,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2023-09-24T11:19:26.000,06 MANHATTAN,MANHATTAN,989614,206613,PHONE,Unspecified,MANHATTAN,40.73377999149737,-73.98064518430348,"{'latitude': '40.73377999149737', 'longitude': '-73.98064518430348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,FIRST AVENUE,FIRST AVENUE,FIRST AVENUE,EAST   18 STREET,,,,,,,,
58838792,2023-09-17T18:29:32.000,2023-09-17T18:53:31.000,NYPD,New York City Police Department,Encampment,N/A,10009,FIRST AVENUE,EAST   18 STREET,INTERSECTION,,,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-17T18:53:35.000,06 MANHATTAN,MANHATTAN,989614,206613,PHONE,Unspecified,MANHATTAN,40.73377999149737,-73.98064518430348,"{'latitude': '40.73377999149737', 'longitude': '-73.98064518430348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,FIRST AVENUE,FIRST AVENUE,FIRST AVENUE,EAST   18 STREET,,,,,,,,
58839388,2023-09-17T18:29:29.000,2023-09-17T18:46:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11206,TOMPKINS AVENUE,DELMONICO PLACE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T18:46:27.000,03 BROOKLYN,BROOKLYN,999040,193554,ONLINE,Unspecified,BROOKLYN,40.69792543028429,-73.9466622312221,"{'latitude': '40.69792543028429', 'longitude': '-73.9466622312221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,727 PARK AVENUE,PARK AVENUE,TOMPKINS AVENUE,DELMONICO PLACE,PARK AVENUE,3017310144,,,,,,
58840581,2023-09-17T18:29:15.000,2023-09-17T18:37:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11103,35 STREET,36 STREET,ADDRESS,ASTORIA,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T18:37:16.000,01 QUEENS,QUEENS,1006985,218100,ONLINE,Unspecified,QUEENS,40.76528130305112,-73.91792693488824,"{'latitude': '40.76528130305112', 'longitude': '-73.91792693488824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,35-25 30 AVENUE,30 AVENUE,35 STREET,36 STREET,30 AVENUE,4006290041,,,,,,
58841301,2023-09-17T18:29:07.000,2023-09-17T18:43:18.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11385,56 STREET,FOREST AVENUE,ADDRESS,RIDGEWOOD,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T18:43:21.000,05 QUEENS,QUEENS,1010090,199037,UNKNOWN,Unspecified,QUEENS,40.712949598447466,-73.90679115745296,"{'latitude': '40.712949598447466', 'longitude': '-73.90679115745296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,56-07 METROPOLITAN AVENUE,METROPOLITAN AVENUE,56 STREET,FOREST AVENUE,METROPOLITAN AVENUE,4026460018,,,,,,
58840131,2023-09-17T18:28:58.000,2023-09-17T20:50:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11433,JAMAICA AVENUE,93 AVENUE,ADDRESS,JAMAICA,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T20:50:45.000,12 QUEENS,QUEENS,1043442,197053,MOBILE,Unspecified,QUEENS,40.707343735227454,-73.78650316358868,"{'latitude': '40.707343735227454', 'longitude': '-73.78650316358868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,92-23 173 STREET,173 STREET,JAMAICA AVENUE,93 AVENUE,173 STREET,4102140046,,,,,,
58840045,2023-09-17T18:28:46.000,2023-09-20T09:47:32.000,DSNY,Department of Sanitation,Dirty Condition,Syringes,10019,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-18T14:34:17.000,04 MANHATTAN,MANHATTAN,988134,217872,ONLINE,Unspecified,MANHATTAN,40.76468388199206,-73.98597893643073,"{'latitude': '40.76468388199206', 'longitude': '-73.98597893643073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,340 WEST   53 STREET,WEST   53 STREET,8 AVENUE,9 AVENUE,WEST   53 STREET,1010430149,,,,,,
58837900,2023-09-17T18:28:42.000,2023-09-18T16:23:26.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Tobacco Sales,11235,BRIGHTON BEACH AVENUE,BRIGHTWATER COURT,ADDRESS,BROOKLYN,,Closed,"The Department of Consumer and Worker Protection (DCWP) closed your NYC311 Service Request.   DCWP couldn't take action on your complaint because it didn't include important details, such as your contact information or the business's name or location.  If you would like to pursue this complaint, you can file a new NYC311 Service Request. Please provide more information about the complaint so DCWP can help you.",2023-09-18T16:23:29.000,13 BROOKLYN,BROOKLYN,994980,149551,PHONE,Unspecified,BROOKLYN,40.577152469389226,-73.96137394376791,"{'latitude': '40.577152469389226', 'longitude': '-73.96137394376791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Business,3092 BRIGHTON    6 STREET,BRIGHTON    6 STREET,BRIGHTON BEACH AVENUE,BRIGHTWATER COURT,BRIGHTON    6 STREET,3086890036,,,,,,
58838956,2023-09-17T18:27:52.000,2023-09-17T18:28:41.000,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,11365,164 STREET,FRESH MEADOW LANE,ADDRESS,FRESH MEADOWS,,Closed,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time. All complaints are used for future enforcement planning.,2023-09-17T18:28:50.000,07 QUEENS,QUEENS,1038543,209732,ONLINE,Unspecified,QUEENS,40.74217584266615,-73.80407078709295,"{'latitude': '40.74217584266615', 'longitude': '-73.80407078709295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park,164-01 BOOTH MEMORIAL AVENUE,BOOTH MEMORIAL AVENUE,164 STREET,FRESH MEADOW LANE,BOOTH MEMORIAL AVENUE,,,,,,,
58838060,2023-09-17T18:27:44.000,2023-09-17T18:38:21.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11234,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T18:38:25.000,18 BROOKLYN,BROOKLYN,1008544,166351,MOBILE,Unspecified,BROOKLYN,40.623238247026066,-73.91248560457893,"{'latitude': '40.623238247026066', 'longitude': '-73.91248560457893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,1340 EAST   70 STREET,EAST   70 STREET,AVENUE M,AVENUE N,EAST   70 STREET,3083690387,,,,,,
58842698,2023-09-17T18:27:35.000,2023-09-17T18:43:37.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10033,WEST  177 STREET,WEST  178 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T18:43:41.000,12 MANHATTAN,MANHATTAN,1002867,247373,MOBILE,Unspecified,MANHATTAN,40.845637225618624,-73.93271168182868,"{'latitude': '40.845637225618624', 'longitude': '-73.93271168182868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,2360 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  177 STREET,WEST  178 STREET,AMSTERDAM AVENUE,1021327501,,,,,,
58840788,2023-09-17T18:27:33.000,2023-11-15T10:07:40.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,11215,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,,Closed,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-11-15T10:07:47.000,06 BROOKLYN,BROOKLYN,990116,183919,MOBILE,Unspecified,BROOKLYN,40.67148997174629,-73.9788535954054,"{'latitude': '40.67148997174629', 'longitude': '-73.9788535954054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,488 2 STREET,2 STREET,6 AVENUE,7 AVENUE,2 STREET,3009760031,,,,,,
58843428,2023-09-17T18:27:18.000,2023-09-17T18:46:18.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11239,ESSEX STREET,BERRIMAN STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T18:46:21.000,05 BROOKLYN,BROOKLYN,1020207,178299,ONLINE,Unspecified,BROOKLYN,40.65599325559804,-73.87040829977123,"{'latitude': '40.65599325559804', 'longitude': '-73.87040829977123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,598 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ESSEX STREET,BERRIMAN STREET,SCHROEDERS AVENUE,3045860945,,,,,,
58841285,2023-09-17T18:26:46.000,2023-09-17T18:51:11.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,10019,7 AVENUE,WEST   51 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T18:51:15.000,05 MANHATTAN,MANHATTAN,989013,216792,MOBILE,Unspecified,MANHATTAN,40.76171913037864,-73.98280655167409,"{'latitude': '40.76171913037864', 'longitude': '-73.98280655167409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WEST   51 STREET,WEST   51 STREET,7 AVENUE,WEST   51 STREET,,,,,,,,
58839200,2023-09-17T18:26:18.000,2023-09-17T18:45:56.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11239,ESSEX STREET,BERRIMAN STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T18:46:00.000,05 BROOKLYN,BROOKLYN,1020032,178199,ONLINE,Unspecified,BROOKLYN,40.65571948667194,-73.87103954245387,"{'latitude': '40.65571948667194', 'longitude': '-73.87103954245387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,558 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ESSEX STREET,BERRIMAN STREET,SCHROEDERS AVENUE,3044520926,,,,,,
58840001,2023-09-17T18:26:07.000,2023-09-20T05:02:27.000,DSNY,Department of Sanitation,Dead Animal,Cat,11412,199 STREET,200 STREET,ADDRESS,SAINT ALBANS,,Closed,The Department of Sanitation removed the items.,2023-09-19T01:04:13.000,12 QUEENS,QUEENS,1051570,195819,PHONE,Unspecified,QUEENS,40.70389860212059,-73.75719914117053,"{'latitude': '40.70389860212059', 'longitude': '-73.75719914117053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,199-13 111 AVENUE,111 AVENUE,199 STREET,200 STREET,111 AVENUE,4109390045,,,,,,
58840358,2023-09-17T18:25:25.000,2023-09-17T22:05:56.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11426,71 AVENUE,71 ROAD,ADDRESS,BELLEROSE,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T22:06:06.000,13 QUEENS,QUEENS,1061105,213102,ONLINE,Unspecified,QUEENS,40.75125830800104,-73.72261239377751,"{'latitude': '40.75125830800104', 'longitude': '-73.72261239377751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,71-19 252 STREET,252 STREET,71 AVENUE,71 ROAD,252 STREET,4084010350,,,,,,
58839694,2023-09-17T18:25:18.000,2023-09-17T18:45:41.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11239,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T18:45:45.000,05 BROOKLYN,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,SCHROEDERS AVENUE,3044520423,,,,,,
58841250,2023-09-17T18:25:08.000,2023-09-17T18:48:10.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11238,ST MARKS AVENUE,PROSPECT PLACE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T18:48:16.000,08 BROOKLYN,BROOKLYN,992926,186320,ONLINE,Unspecified,BROOKLYN,40.67807786809068,-73.968720707139,"{'latitude': '40.67807786809068', 'longitude': '-73.968720707139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,610 VANDERBILT AVENUE,VANDERBILT AVENUE,ST MARKS AVENUE,PROSPECT PLACE,VANDERBILT AVENUE,3011510050,,,,,,
58836950,2023-09-17T18:25:07.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,11223,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-25T00:00:00.000,11 BROOKLYN,BROOKLYN,988512,159304,UNKNOWN,Unspecified,BROOKLYN,40.603927970890766,-73.98465141951266,"{'latitude': '40.603927970890766', 'longitude': '-73.98465141951266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,1759 WEST   12 STREET,WEST   12 STREET,,,,3066450067,,,,,,
58844907,2023-09-17T18:25:06.000,2023-10-20T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,10029,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-10-20T00:00:00.000,11 MANHATTAN,MANHATTAN,1000429,226870,UNKNOWN,Unspecified,MANHATTAN,40.78936706638923,-73.94157288744088,"{'latitude': '40.78936706638923', 'longitude': '-73.94157288744088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,340 EAST  105 STREET,EAST  105 STREET,,,,1016760034,,,,,,
58841318,2023-09-17T18:25:06.000,2023-09-17T18:55:51.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11236,REMSEN AVENUE,EAST   91 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T18:55:55.000,18 BROOKLYN,BROOKLYN,1013437,169000,PHONE,Unspecified,BROOKLYN,40.6304944213508,-73.89484808733839,"{'latitude': '40.6304944213508', 'longitude': '-73.89484808733839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,9009 SEAVIEW AVENUE,SEAVIEW AVENUE,REMSEN AVENUE,EAST   91 STREET,SEAVIEW AVENUE,3082930006,,,,,,
58840696,2023-09-17T18:25:04.000,2023-09-18T17:58:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,11106,,,ADDRESS,ASTORIA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,01 QUEENS,QUEENS,1002064,218884,ONLINE,Unspecified,QUEENS,40.76744446499667,-73.93568959811724,"{'latitude': '40.76744446499667', 'longitude': '-73.93568959811724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,11-15 BROADWAY,BROADWAY,,,,4005020041,,,,,,
58837478,2023-09-17T18:25:02.000,2023-09-17T18:44:20.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,10472,WATSON AVENUE,WESTCHESTER AVENUE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T18:44:22.000,09 BRONX,BRONX,1016976,240748,ONLINE,Unspecified,BRONX,40.82741251648563,-73.88174921771369,"{'latitude': '40.82741251648563', 'longitude': '-73.88174921771369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,1170 COLGATE AVENUE,COLGATE AVENUE,WATSON AVENUE,WESTCHESTER AVENUE,COLGATE AVENUE,2037370038,,,,,,
58842325,2023-09-17T18:24:59.000,2023-09-17T18:44:25.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,10032,,ST NICHOLAS PLACE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T18:44:28.000,09 MANHATTAN,MANHATTAN,1000834,241726,ONLINE,Unspecified,MANHATTAN,40.83014190507385,-73.9400736119313,"{'latitude': '40.83014190507385', 'longitude': '-73.9400736119313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,433 EDGECOMBE AVENUE,EDGECOMBE AVENUE,,ST NICHOLAS PLACE,EDGECOMBE AVENUE,1020540069,,,,,,
58837666,2023-09-17T18:24:36.000,2023-09-17T18:24:36.000,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,11374,AUSTIN STREET,WETHEROLE STREET,ADDRESS,REGO PARK,,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-17T18:24:36.000,06 QUEENS,QUEENS,1024275,203144,ONLINE,Unspecified,QUEENS,40.72416951118895,-73.85559934220954,"{'latitude': '40.72416951118895', 'longitude': '-73.85559934220954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3+ Family Apartment Building,98-05 67 AVENUE,67 AVENUE,AUSTIN STREET,WETHEROLE STREET,67 AVENUE,4031560133,,,,,,
58838036,2023-09-17T18:24:35.000,2023-09-17T19:26:21.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11377,61 STREET,63 STREET,ADDRESS,WOODSIDE,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T19:26:26.000,02 QUEENS,QUEENS,1011021,208197,ONLINE,Unspecified,QUEENS,40.738088789680894,-73.90339646168539,"{'latitude': '40.738088789680894', 'longitude': '-73.90339646168539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,61-20 LAUREL HILL BOULEVARD,LAUREL HILL BOULEVARD,61 STREET,63 STREET,LAUREL HILL BOULEVARD,4023340025,,,,,,
58837842,2023-09-17T18:24:34.000,2023-09-23T13:26:29.000,DSNY,Department of Sanitation,Missed Collection,Compost,11206,GRAHAM AVENUE,HUMBOLDT STREET,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation collected the requested items.,2023-09-18T11:57:08.000,01 BROOKLYN,BROOKLYN,1000317,197026,ONLINE,Unspecified,BROOKLYN,40.70745302721881,-73.94204865270989,"{'latitude': '40.70745302721881', 'longitude': '-73.94204865270989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,179 MONTROSE AVENUE,MONTROSE AVENUE,GRAHAM AVENUE,HUMBOLDT STREET,MONTROSE AVENUE,3030530026,,,,,,
58843866,2023-09-17T18:24:09.000,2023-09-17T18:45:27.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11239,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T18:45:31.000,05 BROOKLYN,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,SCHROEDERS AVENUE,3044520423,,,,,,
58841214,2023-09-17T18:24:03.000,2023-09-17T18:59:45.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,10034,SEAMAN AVENUE,PAYSON AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T18:59:48.000,12 MANHATTAN,MANHATTAN,1004012,255015,MOBILE,Unspecified,MANHATTAN,40.866609736690656,-73.9285507259342,"{'latitude': '40.866609736690656', 'longitude': '-73.9285507259342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,263 DYCKMAN STREET,DYCKMAN STREET,SEAMAN AVENUE,PAYSON AVENUE,DYCKMAN STREET,1022470001,,,,,,
58840303,2023-09-17T18:23:43.000,2023-09-17T20:18:06.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11369,96 STREET,30 AVENUE,ADDRESS,EAST ELMHURST,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T20:18:09.000,03 QUEENS,QUEENS,1019547,216427,PHONE,Unspecified,QUEENS,40.76064812372713,-73.87258710953104,"{'latitude': '40.76064812372713', 'longitude': '-73.87258710953104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,96-30 31 AVENUE,31 AVENUE,96 STREET,30 AVENUE,31 AVENUE,,,,,,,
58839302,2023-09-17T18:23:33.000,2023-09-17T19:06:19.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11207,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-17T19:06:21.000,05 BROOKLYN,BROOKLYN,1012785,185857,ONLINE,Unspecified,BROOKLYN,40.67676529859904,-73.89712572137644,"{'latitude': '40.67676529859904', 'longitude': '-73.89712572137644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,50 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,FULTON STREET,ATLANTIC AVENUE,PENNSYLVANIA AVENUE,3036697501,,,,,,
58844697,2023-09-17T18:23:23.000,2023-09-17T18:41:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10039,MACOMBS DAM BRDG PEDESTRIAN PATH,HARLEM RIVER DRIVE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T18:42:02.000,10 MANHATTAN,MANHATTAN,1001859,241821,MOBILE,Unspecified,MANHATTAN,40.83040066866275,-73.93636951990395,"{'latitude': '40.83040066866275', 'longitude': '-73.93636951990395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,2973 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,MACOMBS DAM BRDG PEDESTRIAN PATH,HARLEM RIVER DRIVE,8 AVENUE,1021060003,,,,,,
