unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58946730,2023-09-28T10:14:45.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11004,83-41 267 STREET,267 STREET,83 AVENUE,HILLSIDE AVENUE,83 AVENUE,HILLSIDE AVENUE,ADDRESS,GLEN OAKS,267 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-29T05:17:17.000,13 QUEENS,QUEENS,1066752,208922,ONLINE,Unspecified,QUEENS,40.7397344371401,-73.70228248108944,"{'latitude': '40.7397344371401', 'longitude': '-73.70228248108944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58947810,2023-09-28T10:14:39.000,2023-10-11T08:59:42.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11369,90-19 24 ROAD,24 ROAD,,,,,ADDRESS,EAST ELMHURST,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,03 QUEENS,QUEENS,1017841,217948,ONLINE,Unspecified,QUEENS,40.764829519503934,-73.87873771249909,"{'latitude': '40.764829519503934', 'longitude': '-73.87873771249909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4011020074,,,,,,,,,
58951454,2023-09-28T10:14:39.000,2023-10-11T08:59:41.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11369,90-19 24 ROAD,24 ROAD,,,,,ADDRESS,EAST ELMHURST,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,03 QUEENS,QUEENS,1017841,217948,ONLINE,Unspecified,QUEENS,40.764829519503934,-73.87873771249909,"{'latitude': '40.764829519503934', 'longitude': '-73.87873771249909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4011020074,,,,,,,,,
58955587,2023-09-28T10:14:36.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-06T10:48:21.000,Unspecified MANHATTAN,MANHATTAN,982076,197981,MOBILE,Unspecified,MANHATTAN,40.71008859656407,-74.00784161332851,"{'latitude': '40.71008859656407', 'longitude': '-74.00784161332851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,A,A C platform,,Platform,
58946574,2023-09-28T10:14:28.000,2023-10-16T07:59:48.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11106,34-12 32 STREET,32 STREET,,,,,ADDRESS,ASTORIA,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,01 QUEENS,QUEENS,1004541,215786,ONLINE,Unspecified,QUEENS,40.75893591760983,-73.92675672457976,"{'latitude': '40.75893591760983', 'longitude': '-73.92675672457976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4006080034,,,,,,,,,
58948350,2023-09-28T10:14:20.000,2023-09-30T13:42:32.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,11101,37 AVENUE,37 AVENUE,37 AVENUE,48 STREET,37 AVENUE,48 STREET,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-30T12:06:08.000,01 QUEENS,QUEENS,1007747,212960,ONLINE,Unspecified,QUEENS,40.75117133098466,-73.91519409018495,"{'latitude': '40.75117133098466', 'longitude': '-73.91519409018495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58952575,2023-09-28T10:14:20.000,2023-10-21T15:22:25.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11206,717 FLUSHING AVENUE,FLUSHING AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-21T00:00:00.000,01 BROOKLYN,BROOKLYN,999801,194489,PHONE,Unspecified,BROOKLYN,40.7004904819692,-73.94391564831936,"{'latitude': '40.7004904819692', 'longitude': '-73.94391564831936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3022760003,,,,,,,,,
58949066,2023-09-28T10:14:20.000,2023-10-21T15:22:25.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11206,717 FLUSHING AVENUE,FLUSHING AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-21T00:00:00.000,01 BROOKLYN,BROOKLYN,999801,194489,PHONE,Unspecified,BROOKLYN,40.7004904819692,-73.94391564831936,"{'latitude': '40.7004904819692', 'longitude': '-73.94391564831936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3022760003,,,,,,,,,
58946590,2023-09-28T10:14:19.000,2023-10-21T15:22:24.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11206,717 FLUSHING AVENUE,FLUSHING AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-21T00:00:00.000,01 BROOKLYN,BROOKLYN,999801,194489,PHONE,Unspecified,BROOKLYN,40.7004904819692,-73.94391564831936,"{'latitude': '40.7004904819692', 'longitude': '-73.94391564831936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3022760003,,,,,,,,,
58950314,2023-09-28T10:14:13.000,2023-10-28T09:17:57.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11212,348 CHESTER STREET,CHESTER STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-28T00:00:00.000,16 BROOKLYN,BROOKLYN,1009203,180896,PHONE,Unspecified,BROOKLYN,40.663159291194404,-73.91005788921439,"{'latitude': '40.663159291194404', 'longitude': '-73.91005788921439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3035740001,,,,,,,,,
58954824,2023-09-28T10:14:06.000,2023-09-28T12:14:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11203,3811 SNYDER AVENUE,SNYDER AVENUE,EAST   38 STREET,EAST   39 STREET,EAST   38 STREET,EAST   39 STREET,ADDRESS,BROOKLYN,SNYDER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T12:14:05.000,17 BROOKLYN,BROOKLYN,1000485,175882,PHONE,Unspecified,BROOKLYN,40.649417240277735,-73.94149363760133,"{'latitude': '40.649417240277735', 'longitude': '-73.94149363760133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58949662,2023-09-28T10:14:00.000,2023-09-28T20:10:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11207,637 HEGEMAN AVENUE,HEGEMAN AVENUE,BRADFORD ST,MILLER AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-28T20:10:00.000,05 BROOKLYN,BROOKLYN,1015263,180269,ONLINE,Unspecified,BROOKLYN,40.66141916371477,-73.88821776202087,"{'latitude': '40.66141916371477', 'longitude': '-73.88821776202087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3043030042,,,,,,,,,
58949620,2023-09-28T10:14:00.000,2023-10-02T06:40:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10036,640 8 AVENUE,8 AVENUE,W 41 ST,W 42 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-10-02T06:40:00.000,05 MANHATTAN,MANHATTAN,986967,214950,ONLINE,Unspecified,MANHATTAN,40.75666417742652,-73.99019293432467,"{'latitude': '40.75666417742652', 'longitude': '-73.99019293432467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1010137501,N/A,,,,,,,,
58950860,2023-09-28T10:14:00.000,2023-09-29T10:31:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11218,450 OCEAN PARKWAY,OCEAN PARKWAY,CORTELYOU RD,DITMAS AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-29T10:31:00.000,12 BROOKLYN,BROOKLYN,991741,171544,ONLINE,Unspecified,BROOKLYN,40.63752207709732,-73.97300936184442,"{'latitude': '40.63752207709732', 'longitude': '-73.97300936184442', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3053890024,N/A,,,,,,,,
58955410,2023-09-28T10:13:53.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10314,39 GRISSOM AVENUE,GRISSOM AVENUE,ASHWORTH AVENUE,ROCKLAND AVENUE,ASHWORTH AVENUE,ROCKLAND AVENUE,ADDRESS,STATEN ISLAND,GRISSOM AVENUE,In Progress,,,02 STATEN ISLAND,STATEN ISLAND,940177,156294,PHONE,Unspecified,STATEN ISLAND,40.5955575743192,-74.15869862885523,"{'latitude': '40.5955575743192', 'longitude': '-74.15869862885523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5020150537,,,,,,,,,
58947348,2023-09-28T10:13:45.000,2023-09-28T10:37:20.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10032,780 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST  155 STREET,DEAD END,WEST  155 STREET,DEAD END,ADDRESS,NEW YORK,RIVERSIDE DRIVE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T10:37:27.000,12 MANHATTAN,MANHATTAN,998612,243206,MOBILE,Unspecified,MANHATTAN,40.83420797158663,-73.94809965222906,"{'latitude': '40.83420797158663', 'longitude': '-73.94809965222906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58951336,2023-09-28T10:13:05.000,2023-09-28T10:23:05.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10025,214 WEST  104 STREET,WEST  104 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  104 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T10:23:08.000,07 MANHATTAN,MANHATTAN,993309,230516,ONLINE,Unspecified,MANHATTAN,40.799384515632006,-73.96728037353951,"{'latitude': '40.799384515632006', 'longitude': '-73.96728037353951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018750139,,,,,,,,,
58948095,2023-09-28T10:13:01.000,2023-10-02T10:56:04.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11375,68-06 FLEET STREET,FLEET STREET,68 AVENUE,69 AVENUE,68 AVENUE,69 AVENUE,ADDRESS,FOREST HILLS,FLEET STREET,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-10-02T10:56:08.000,06 QUEENS,QUEENS,1024926,201174,UNKNOWN,Unspecified,QUEENS,40.71875937489287,-73.85326259944793,"{'latitude': '40.71875937489287', 'longitude': '-73.85326259944793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58947073,2023-09-28T10:12:57.000,2023-09-28T12:07:58.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,10019,15 WEST   53 STREET,WEST   53 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   53 STREET,Closed,N/A,2023-09-28T12:08:00.000,05 MANHATTAN,MANHATTAN,990544,216544,ONLINE,Unspecified,MANHATTAN,40.7610374767395,-73.97728018962987,"{'latitude': '40.7610374767395', 'longitude': '-73.97728018962987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58955384,2023-09-28T10:12:55.000,2023-10-06T14:35:51.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11356,23-24 127 STREET,127 STREET,23 AVENUE,25 AVENUE,23 AVENUE,25 AVENUE,ADDRESS,COLLEGE POINT,127 STREET,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-06T14:35:56.000,07 QUEENS,QUEENS,1028117,222862,PHONE,Unspecified,QUEENS,40.77827212817577,-73.84160972218778,"{'latitude': '40.77827212817577', 'longitude': '-73.84160972218778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58953186,2023-09-28T10:12:50.000,2023-09-30T15:29:42.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11385,1707 PUTNAM AVENUE,PUTNAM AVENUE,CYPRESS AVENUE,SENECA AVENUE,CYPRESS AVENUE,SENECA AVENUE,ADDRESS,RIDGEWOOD,PUTNAM AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T11:43:18.000,05 QUEENS,QUEENS,1010202,194534,PHONE,Unspecified,QUEENS,40.700589605755084,-73.90640451183684,"{'latitude': '40.700589605755084', 'longitude': '-73.90640451183684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4034600057,,,,,,,,,
58955495,2023-09-28T10:12:27.000,2023-10-02T10:50:02.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10075,16 EAST   79 STREET,EAST   79 STREET,CENTRAL PARK PATH,MADISON AVENUE,CENTRAL PARK PATH,MADISON AVENUE,ADDRESS,NEW YORK,EAST   79 STREET,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-10-02T10:50:05.000,08 MANHATTAN,MANHATTAN,994516,222236,PHONE,Unspecified,MANHATTAN,40.7766568161194,-73.9629335420461,"{'latitude': '40.7766568161194', 'longitude': '-73.9629335420461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58949567,2023-09-28T10:12:25.000,2023-09-30T15:30:27.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Street,11377,51-35 69 STREET,69 STREET,51 ROAD,52 AVENUE,51 ROAD,52 AVENUE,ADDRESS,WOODSIDE,69 STREET,Closed,The Department of Sanitation removed the items.,2023-09-29T12:45:37.000,05 QUEENS,QUEENS,1013072,206784,ONLINE,Unspecified,QUEENS,40.73420401024794,-73.89600145892138,"{'latitude': '40.73420401024794', 'longitude': '-73.89600145892138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4024560015,,,,,,,,,
58955036,2023-09-28T10:12:22.000,2023-09-28T10:31:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11215,224 4 AVENUE,4 AVENUE,UNION STREET,PRESIDENT STREET,UNION STREET,PRESIDENT STREET,ADDRESS,BROOKLYN,4 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T10:31:05.000,06 BROOKLYN,BROOKLYN,988932,186041,MOBILE,Unspecified,BROOKLYN,40.6773150896791,-73.98312033518431,"{'latitude': '40.6773150896791', 'longitude': '-73.98312033518431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3004410029,,,,,,,,,
58946274,2023-09-28T10:11:56.000,2023-09-28T10:19:07.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11375,105-40 62 ROAD,62 ROAD,YELLOWSTONE BOULEVARD,108 STREET,YELLOWSTONE BOULEVARD,108 STREET,ADDRESS,FOREST HILLS,62 ROAD,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-28T10:19:12.000,06 QUEENS,QUEENS,1024930,207364,ONLINE,Unspecified,QUEENS,40.73574937484077,-73.8532107502099,"{'latitude': '40.73574937484077', 'longitude': '-73.8532107502099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58954723,2023-09-28T10:11:51.000,2023-09-28T11:14:37.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11223,323 AVENUE S,AVENUE S,VAN SICKLEN STREET,LAKE STREET,VAN SICKLEN STREET,LAKE STREET,ADDRESS,BROOKLYN,AVENUE S,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T11:14:43.000,11 BROOKLYN,BROOKLYN,991594,158491,PHONE,Unspecified,BROOKLYN,40.601694433163686,-73.9735532131789,"{'latitude': '40.601694433163686', 'longitude': '-73.9735532131789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58949277,2023-09-28T10:11:50.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10466,3600 BAYCHESTER AVENUE,BAYCHESTER AVENUE,NEEDHAM AVENUE,CRAWFORD AVENUE,NEEDHAM AVENUE,CRAWFORD AVENUE,ADDRESS,BRONX,BAYCHESTER AVENUE,In Progress,,,12 BRONX,BRONX,1028593,261001,UNKNOWN,Unspecified,BRONX,40.88295018093145,-73.83963893888809,"{'latitude': '40.88295018093145', 'longitude': '-73.83963893888809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2049160047,,,,,,,,,
58950915,2023-09-28T10:11:47.000,2023-09-28T16:12:34.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10011,144 9 AVENUE,9 AVENUE,WEST   18 STREET,WEST   19 STREET,WEST   18 STREET,WEST   19 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,The Department of Transportation inspected the condition and sent notice to responsible party. Temporary repairs were made to make the area safe.,2023-09-28T16:12:38.000,04 MANHATTAN,MANHATTAN,983362,210299,ONLINE,Unspecified,MANHATTAN,40.743898729382316,-74.0032046395538,"{'latitude': '40.743898729382316', 'longitude': '-74.0032046395538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58951814,2023-09-28T10:11:33.000,2023-10-03T12:20:49.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11230,1155 OCEAN AVENUE,OCEAN AVENUE,FARRAGUT ROAD,GLENWOOD ROAD,FARRAGUT ROAD,GLENWOOD ROAD,ADDRESS,BROOKLYN,OCEAN AVENUE,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-10-03T12:20:54.000,14 BROOKLYN,BROOKLYN,995916,170310,ONLINE,Unspecified,BROOKLYN,40.63413049519643,-73.95796865715451,"{'latitude': '40.63413049519643', 'longitude': '-73.95796865715451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58955376,2023-09-28T10:11:25.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11215,377 6 STREET,6 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,6 STREET,In Progress,,,06 BROOKLYN,BROOKLYN,988866,183488,ONLINE,Unspecified,BROOKLYN,40.6703077132215,-73.98336002846642,"{'latitude': '40.6703077132215', 'longitude': '-73.98336002846642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3009880065,,,,,,,,,
58953862,2023-09-28T10:11:15.000,2023-09-28T17:42:40.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10024,23 WEST   87 STREET,WEST   87 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,07 MANHATTAN,MANHATTAN,992610,225780,MOBILE,Unspecified,MANHATTAN,40.78638616402257,-73.96981094221972,"{'latitude': '40.78638616402257', 'longitude': '-73.96981094221972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1012010020,,,,,,,,,
58955201,2023-09-28T10:11:13.000,2023-10-03T07:51:48.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10467,3777 WILLETT AVENUE,WILLETT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,12 BRONX,BRONX,1021691,261132,PHONE,Unspecified,BRONX,40.8833417154304,-73.86459840592349,"{'latitude': '40.8833417154304', 'longitude': '-73.86459840592349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2046500049,,,,,,,,,
58952610,2023-09-28T10:11:12.000,2023-09-29T09:16:17.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11207,637 HEGEMAN AVENUE,HEGEMAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,05 BROOKLYN,BROOKLYN,1015263,180269,ONLINE,Unspecified,BROOKLYN,40.66141916371477,-73.88821776202087,"{'latitude': '40.66141916371477', 'longitude': '-73.88821776202087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3043030042,,,,,,,,,
58952127,2023-09-28T10:11:00.000,2023-09-29T01:00:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11237,291 STOCKHOLM STREET,STOCKHOLM STREET,IRVING AVE,WYCKOFF AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-29T01:40:00.000,04 BROOKLYN,BROOKLYN,1006528,195300,ONLINE,Unspecified,BROOKLYN,40.70270210753753,-73.91965219424758,"{'latitude': '40.70270210753753', 'longitude': '-73.91965219424758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3032480057,,,,,,,,,
58950859,2023-09-28T10:11:00.000,2023-10-02T06:40:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10036,640 8 AVENUE,8 AVENUE,W 41 ST,W 42 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-10-02T06:40:00.000,05 MANHATTAN,MANHATTAN,986967,214950,ONLINE,Unspecified,MANHATTAN,40.75666417742652,-73.99019293432467,"{'latitude': '40.75666417742652', 'longitude': '-73.99019293432467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1010137501,N/A,,,,,,,,
58945893,2023-09-28T10:11:00.000,2023-10-02T06:40:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10036,640 8 AVENUE,8 AVENUE,W 41 ST,W 42 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-10-02T06:40:00.000,05 MANHATTAN,MANHATTAN,986967,214950,ONLINE,Unspecified,MANHATTAN,40.75666417742652,-73.99019293432467,"{'latitude': '40.75666417742652', 'longitude': '-73.99019293432467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1010137501,N/A,,,,,,,,
58954782,2023-09-28T10:10:48.000,2023-10-12T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11222,17 MOULTRIE STREET,MOULTRIE STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-12T00:00:00.000,01 BROOKLYN,BROOKLYN,999193,204402,UNKNOWN,Unspecified,BROOKLYN,40.72770034272985,-73.9460863831184,"{'latitude': '40.72770034272985', 'longitude': '-73.9460863831184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3026260019,,,,,,,,,
58947433,2023-09-28T10:10:33.000,2023-09-28T11:38:31.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11232,3906 SIXTH AVENUE,SIXTH AVENUE,39 STREET,40 STREET,39 STREET,40 STREET,ADDRESS,BROOKLYN,6 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T11:38:38.000,07 BROOKLYN,BROOKLYN,983742,176029,MOBILE,Unspecified,BROOKLYN,40.64983559018456,-74.00183070010809,"{'latitude': '40.64983559018456', 'longitude': '-74.00183070010809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3009130034,,,,,,,,,
58950704,2023-09-28T10:10:33.000,2023-10-02T12:08:30.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,10461,2055 BURR AVENUE,BURR AVENUE,WESTCHESTER AVENUE,EAST  196 STREET,WESTCHESTER AVENUE,EAST  196 STREET,ADDRESS,BRONX,BURR AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T04:27:45.000,10 BRONX,BRONX,1031927,250489,PHONE,Unspecified,BRONX,40.85408061992554,-73.82765675708487,"{'latitude': '40.85408061992554', 'longitude': '-73.82765675708487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2042490027,,,,,,,,,
