unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,taxi_pick_up_location,due_date
58888036,2023-09-21T07:41:41.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11040,82-57 LANGDALE STREET,LANGDALE STREET,82 AVENUE,83 AVENUE,82 AVENUE,83 AVENUE,ADDRESS,NEW HYDE PARK,LANGDALE STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T09:49:16.000,13 QUEENS,4087640001,QUEENS,1067123,209703,MOBILE,Unspecified,QUEENS,40.741874606696,-73.70093407525368,"{'latitude': '40.741874606696', 'longitude': '-73.70093407525368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:49:12.000,,,,,,,
58881488,2023-09-21T07:41:36.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10457,1515 SELWYN AVENUE,SELWYN AVENUE,EAST  172 STREET,MOUNT EDEN PARKWAY,EAST  172 STREET,MOUNT EDEN PARKWAY,ADDRESS,BRONX,SELWYN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T08:56:09.000,04 BRONX,2028190051,BRONX,1009067,245630,ONLINE,Unspecified,BRONX,40.84083795474705,-73.910309187823,"{'latitude': '40.84083795474705', 'longitude': '-73.910309187823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:56:05.000,,,,,,,
58881383,2023-09-21T07:41:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10011,363 WEST   23 STREET,WEST   23 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   23 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T07:51:03.000,04 MANHATTAN,1007470001,MANHATTAN,984204,211069,ONLINE,Unspecified,MANHATTAN,40.74601223108109,-74.00016601136937,"{'latitude': '40.74601223108109', 'longitude': '-74.00016601136937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T07:50:58.000,,,,,,,
58881474,2023-09-21T07:41:24.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10455,387 EAST  156 STREET,EAST  156 STREET,COURTLANDT AVENUE,MELROSE AVENUE,COURTLANDT AVENUE,MELROSE AVENUE,ADDRESS,BRONX,EAST  156 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T10:42:17.000,01 BRONX,2024030037,BRONX,1007461,238387,MOBILE,Unspecified,BRONX,40.82096237437804,-73.9161384693349,"{'latitude': '40.82096237437804', 'longitude': '-73.9161384693349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:42:12.000,,,,,,,
58882891,2023-09-21T07:41:17.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11214,2805 CROPSEY AVENUE,CROPSEY AVENUE,28 AVENUE,BAY   49 STREET,28 AVENUE,BAY   49 STREET,ADDRESS,BROOKLYN,CROPSEY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T08:13:41.000,13 BROOKLYN,3069160056,BROOKLYN,987506,152898,PHONE,Unspecified,BROOKLYN,40.586345217536234,-73.98827737675063,"{'latitude': '40.586345217536234', 'longitude': '-73.98827737675063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:13:34.000,,,,,,,
58886718,2023-09-21T07:41:16.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11221,1069 GREENE AVENUE,GREENE AVENUE,GOODWIN PLACE,BUSHWICK AVENUE,GOODWIN PLACE,BUSHWICK AVENUE,ADDRESS,BROOKLYN,GREENE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T09:55:02.000,04 BROOKLYN,3032830145,BROOKLYN,1005134,191544,MOBILE,Unspecified,BROOKLYN,40.692396165552005,-73.92469143628308,"{'latitude': '40.692396165552005', 'longitude': '-73.92469143628308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:11:24.000,,,,,,,
58887001,2023-09-21T07:41:15.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11224,2950 WEST   25 STREET,WEST   25 STREET,MERMAID AVENUE,SURF AVENUE,MERMAID AVENUE,SURF AVENUE,ADDRESS,BROOKLYN,WEST   25 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T08:04:54.000,13 BROOKLYN,3070540045,BROOKLYN,986489,148550,PHONE,Unspecified,BROOKLYN,40.574411131602545,-73.99194033664521,"{'latitude': '40.574411131602545', 'longitude': '-73.99194033664521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:04:47.000,,,,,,,
58887908,2023-09-21T07:41:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11377,47-38 44 STREET,44 STREET,47 AVE,48 AVE,,,ADDRESS,WOODSIDE,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-21T09:05:00.000,02 QUEENS,4001730039,QUEENS,1006109,209103,PHONE,Unspecified,QUEENS,40.74058903818293,-73.92111852961095,"{'latitude': '40.74058903818293', 'longitude': '-73.92111852961095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:05:00.000,,,,,,,
58884995,2023-09-21T07:40:54.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10003,5 AVENUE,5 AVENUE,5 AVENUE,EAST   13 STREET,5 AVENUE,EAST   13 STREET,INTERSECTION,,,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-21T08:29:17.000,02 MANHATTAN,,MANHATTAN,985880,207171,PHONE,Unspecified,MANHATTAN,40.735313040368794,-73.9941183677841,"{'latitude': '40.735313040368794', 'longitude': '-73.9941183677841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:29:20.000,,,,,,,
58887203,2023-09-21T07:40:54.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10033,557 WEST  174 STREET,WEST  174 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-23T00:00:00.000,12 MANHATTAN,1021310025,MANHATTAN,1001938,246917,PHONE,Unspecified,MANHATTAN,40.844387549588966,-73.93607061280152,"{'latitude': '40.844387549588966', 'longitude': '-73.93607061280152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T13:23:04.000,,,,,,,
58886303,2023-09-21T07:40:54.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10003,5 AVENUE,5 AVENUE,5 AVENUE,EAST   13 STREET,5 AVENUE,EAST 13 STREET,INTERSECTION,MANHATTAN,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-21T13:13:03.000,02 MANHATTAN,,MANHATTAN,985880,207171,PHONE,Unspecified,MANHATTAN,40.735313040368794,-73.9941183677841,"{'latitude': '40.735313040368794', 'longitude': '-73.9941183677841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889869,2023-09-21T07:40:49.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11691,14-19 BEACH CHANNEL DRIVE,BEACH CHANNEL DRIVE,,,,,ADDRESS,FAR ROCKAWAY,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,14 QUEENS,4156510065,QUEENS,1052559,161122,ONLINE,Unspecified,QUEENS,40.60865574579334,-73.75398362128011,"{'latitude': '40.60865574579334', 'longitude': '-73.75398362128011', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-10T08:44:42.000,,,,,,,
58882786,2023-09-21T07:40:38.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10467,3427 BARNES AVENUE,BARNES AVENUE,MAGENTA STREET,EAST GUN HILL ROAD,MAGENTA STREET,EAST GUN HILL ROAD,ADDRESS,BRONX,BARNES AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T09:15:05.000,12 BRONX,,BRONX,1022249,258145,MOBILE,Unspecified,BRONX,40.875140952076514,-73.86259740257412,"{'latitude': '40.875140952076514', 'longitude': '-73.86259740257412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:15:00.000,,,,,,,
58885427,2023-09-21T07:40:14.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11235,240 CORBIN PLACE,CORBIN PLACE,ORIENTAL BOULEVARD,DEAD END,ORIENTAL BOULEVARD,DEAD END,ADDRESS,BROOKLYN,CORBIN PLACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T09:40:00.000,15 BROOKLYN,3087230260,BROOKLYN,997137,148963,MOBILE,Unspecified,BROOKLYN,40.575535652084824,-73.95361025680295,"{'latitude': '40.575535652084824', 'longitude': '-73.95361025680295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:39:54.000,,,,,,,
58883820,2023-09-21T07:40:14.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10011,363 WEST   23 STREET,WEST   23 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   23 STREET,Closed,N/A,2023-09-21T09:01:29.000,04 MANHATTAN,1007470001,MANHATTAN,984204,211069,ONLINE,Unspecified,MANHATTAN,40.74601223108109,-74.00016601136937,"{'latitude': '40.74601223108109', 'longitude': '-74.00016601136937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:01:24.000,,,,,,,
58882262,2023-09-21T07:40:10.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Passenger,Street,10121,PENN STATION,PENN STATION,WEST   32 STREET,WEST   33 STREET,WEST   32 STREET,WEST   33 STREET,UNRECOGNIZED,NEW YORK,PENNSYLVANIA STATION,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-11-16T13:57:19.000,05 MANHATTAN,1007810002,MANHATTAN,986437,212546,UNKNOWN,Unspecified,MANHATTAN,40.75006595421169,-73.9921067617765,"{'latitude': '40.75006595421169', 'longitude': '-73.9921067617765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-16T13:57:15.000,,,,,,"PENNSYLVANIA STATION, MANHATTAN (NEW YORK) ,NY, 10121",
58883719,2023-09-21T07:39:58.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11201,25 ELM PLACE,ELM PLACE,FULTON STREET,LIVINGSTON STREET,FULTON STREET,LIVINGSTON STREET,ADDRESS,BROOKLYN,ELM PLACE,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-21T09:47:30.000,02 BROOKLYN,3001580001,BROOKLYN,988540,190464,MOBILE,Unspecified,BROOKLYN,40.68945541495867,-73.98453076749979,"{'latitude': '40.68945541495867', 'longitude': '-73.98453076749979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:02:36.000,,,,,,,
58886185,2023-09-21T07:39:37.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10455,387 EAST  156 STREET,EAST  156 STREET,COURTLANDT AVENUE,MELROSE AVENUE,COURTLANDT AVENUE,MELROSE AVENUE,ADDRESS,BRONX,EAST  156 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T10:42:11.000,01 BRONX,2024030037,BRONX,1007461,238387,MOBILE,Unspecified,BRONX,40.82096237437804,-73.9161384693349,"{'latitude': '40.82096237437804', 'longitude': '-73.9161384693349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:42:04.000,,,,,,,
58891665,2023-09-21T07:39:26.000,DSNY,Department of Sanitation,Dead Animal,Opossum,Street,11694,NEWPORT AVENUE,NEWPORT AVENUE,BEACH  125 STREET,BEACH  126 STREET,BEACH  125 STREET,BEACH  126 STREET,BLOCKFACE,,,Closed,The Department of Sanitation cleaned the location.,2023-09-22T07:20:52.000,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,2023-09-23T11:53:12.000,,,,,,,
58884741,2023-09-21T07:39:06.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11369,31-26 99 STREET,99 STREET,31 AVENUE,32 AVENUE,31 AVENUE,32 AVENUE,ADDRESS,EAST ELMHURST,99 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T10:02:06.000,03 QUEENS,4014100016,QUEENS,1020245,216297,ONLINE,Unspecified,QUEENS,40.760288493275645,-73.87006821274922,"{'latitude': '40.760288493275645', 'longitude': '-73.87006821274922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:01:58.000,,,,,,,
58887788,2023-09-21T07:38:36.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Inappropriate Behavior,Street,11230,AVENUE N,AVENUE N,AVENUE N,EAST   19 STREET,AVENUE N,EAST   19 STREET,INTERSECTION,,,Closed,The personnel involved in the incident were counseled and reminded of the proper procedures to follow.,2023-09-21T09:42:50.000,14 BROOKLYN,,BROOKLYN,996525,163718,PHONE,Unspecified,BROOKLYN,40.61603601645305,-73.9557864836655,"{'latitude': '40.61603601645305', 'longitude': '-73.9557864836655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T10:56:02.000,,,,,,,
58888851,2023-09-21T07:38:28.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10460,1021 EAST  178 STREET,EAST  178 STREET,BRYANT AVENUE,BOSTON ROAD,BRYANT AVENUE,BOSTON ROAD,ADDRESS,BRONX,EAST  178 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T12:55:24.000,06 BRONX,2031360101,BRONX,1017408,245809,ONLINE,Unspecified,BRONX,40.84130187709656,-73.88016323094641,"{'latitude': '40.84130187709656', 'longitude': '-73.88016323094641', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T12:55:18.000,,,,,,,
58891518,2023-09-21T07:38:23.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10017,235 EAST   45 STREET,EAST   45 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   45 STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-21T08:23:10.000,06 MANHATTAN,1013190016,MANHATTAN,991963,213371,MOBILE,Unspecified,MANHATTAN,40.75232727715523,-73.97216158480887,"{'latitude': '40.75232727715523', 'longitude': '-73.97216158480887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:23:07.000,,,,,,,
58889240,2023-09-21T07:38:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11423,181-16 93 AVENUE,93 AVENUE,181 ST,182 PL,,,ADDRESS,HOLLIS,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-21T11:15:00.000,12 QUEENS,4103220037,QUEENS,1045491,197249,PHONE,Unspecified,QUEENS,40.707867762782485,-73.7791109701614,"{'latitude': '40.707867762782485', 'longitude': '-73.7791109701614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T11:15:00.000,,,,,,,
58881993,2023-09-21T07:37:48.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10301,12 CASTLETON AVENUE,CASTLETON AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,01 STATEN ISLAND,5001090032,STATEN ISLAND,960571,171023,ONLINE,Unspecified,STATEN ISLAND,40.63606356040995,-74.0853153708739,"{'latitude': '40.63606356040995', 'longitude': '-74.0853153708739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-10T20:31:36.000,,,,,,,
58885876,2023-09-21T07:37:48.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10301,12 CASTLETON AVENUE,CASTLETON AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,01 STATEN ISLAND,5001090032,STATEN ISLAND,960571,171023,ONLINE,Unspecified,STATEN ISLAND,40.63606356040995,-74.0853153708739,"{'latitude': '40.63606356040995', 'longitude': '-74.0853153708739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-10T20:31:37.000,,,,,,,
58883185,2023-09-21T07:37:48.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10301,12 CASTLETON AVENUE,CASTLETON AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,01 STATEN ISLAND,5001090032,STATEN ISLAND,960571,171023,ONLINE,Unspecified,STATEN ISLAND,40.63606356040995,-74.0853153708739,"{'latitude': '40.63606356040995', 'longitude': '-74.0853153708739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-10T20:31:36.000,,,,,,,
58883213,2023-09-21T07:37:48.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10456,530 EAST  169 STREET,EAST  169 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-21T00:00:00.000,03 BRONX,2026100012,BRONX,1010629,242635,ONLINE,Unspecified,BRONX,40.83261302416413,-73.90467576630016,"{'latitude': '40.83261302416413', 'longitude': '-73.90467576630016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T20:37:44.000,,,,,,,
58888139,2023-09-21T07:37:35.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11378,60-21 FLUSHING AVENUE,FLUSHING AVENUE,60 STREET,58 DRIVE,60 STREET,58 DRIVE,ADDRESS,MASPETH,FLUSHING AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T12:40:58.000,05 QUEENS,4026990022,QUEENS,1010147,201427,PHONE,Unspecified,QUEENS,40.71950940566008,-73.90657635535388,"{'latitude': '40.71950940566008', 'longitude': '-73.90657635535388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T12:40:54.000,,,,,,,
58885419,2023-09-21T07:37:25.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10459,830 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,LONGWOOD AVENUE,INTERVALE AVENUE,LONGWOOD AVENUE,INTERVALE AVENUE,ADDRESS,BRONX,SOUTHERN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T08:24:45.000,02 BRONX,2027320012,BRONX,1013155,236924,MOBILE,Unspecified,BRONX,40.81693005688337,-73.89557232028892,"{'latitude': '40.81693005688337', 'longitude': '-73.89557232028892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:24:40.000,,,,,,,
58884035,2023-09-21T07:37:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10016,2 AVENUE,2 AVENUE,2 AVENUE,EAST   29 STREET,2 AVENUE,EAST   29 STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T08:19:39.000,06 MANHATTAN,,MANHATTAN,990300,209478,PHONE,Unspecified,MANHATTAN,40.74164326439986,-73.97816732752612,"{'latitude': '40.74164326439986', 'longitude': '-73.97816732752612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:19:35.000,,,,,,,
58885522,2023-09-21T07:37:24.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11436,119-23 146 STREET,146 STREET,119 AVENUE,120 AVENUE,119 AVENUE,120 AVENUE,ADDRESS,JAMAICA,146 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T10:00:16.000,12 QUEENS,4120270065,QUEENS,1041463,186445,PHONE,Unspecified,QUEENS,40.67824032598831,-73.79373119436171,"{'latitude': '40.67824032598831', 'longitude': '-73.79373119436171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:00:09.000,,,,,,,
58887464,2023-09-21T07:37:09.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Passenger,Street,11101,31-00 47 AVENUE,47 AVENUE,31 STREET,31 PLACE,31 STREET,31 PLACE,ADDRESS,LONG ISLAND CITY,47 AVENUE,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-09-26T15:13:22.000,02 QUEENS,4002810001,QUEENS,1002081,210000,UNKNOWN,Unspecified,QUEENS,40.74306011758023,-73.93565178631272,"{'latitude': '40.74306011758023', 'longitude': '-73.93565178631272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T15:13:20.000,,,,,,"31-00 47 AVENUE, QUEENS (LONG ISLAND CITY), NY, 11101",
58882914,2023-09-21T07:37:02.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,66-14 CENTRAL AVENUE,CENTRAL AVENUE,66 STREET,66 PLACE,66 STREET,66 PLACE,ADDRESS,RIDGEWOOD,CENTRAL AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T10:52:51.000,05 QUEENS,4036780007,QUEENS,1015176,195369,ONLINE,Unspecified,QUEENS,40.70286549803992,-73.88846204085351,"{'latitude': '40.70286549803992', 'longitude': '-73.88846204085351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:52:53.000,,,,,,,
58884117,2023-09-21T07:36:59.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11222,147 MESEROLE AVENUE,MESEROLE AVENUE,ECKFORD STREET,MCGUINNESS BOULEVARD,ECKFORD STREET,MCGUINNESS BOULEVARD,ADDRESS,BROOKLYN,MESEROLE AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T08:12:59.000,01 BROOKLYN,3025990032,BROOKLYN,997870,204406,MOBILE,Unspecified,BROOKLYN,40.727713457785015,-73.95085969359589,"{'latitude': '40.727713457785015', 'longitude': '-73.95085969359589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:12:53.000,,,,,,,
58888976,2023-09-21T07:36:57.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10457,1702 TOPPING AVENUE,TOPPING AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,TOPPING AVENUE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-21T09:30:05.000,04 BRONX,2027900041,BRONX,1010313,246831,MOBILE,Unspecified,BRONX,40.84413075722941,-73.90580137042892,"{'latitude': '40.84413075722941', 'longitude': '-73.90580137042892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:29:59.000,,,,,,,
58890800,2023-09-21T07:36:45.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11222,105 NORMAN AVENUE,NORMAN AVENUE,MANHATTAN AVENUE,LEONARD STREET,MANHATTAN AVENUE,LEONARD STREET,ADDRESS,BROOKLYN,NORMAN AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T07:59:33.000,01 BROOKLYN,3026200030,BROOKLYN,997829,203667,ONLINE,Unspecified,BROOKLYN,40.725685145987875,-73.95100911077758,"{'latitude': '40.725685145987875', 'longitude': '-73.95100911077758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T07:59:28.000,,,,,,,
58883416,2023-09-21T07:36:32.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10473,448 EFFINGHAM AVENUE,EFFINGHAM AVENUE,ZEREGA AVENUE,LACOMBE AVENUE,ZEREGA AVENUE,LACOMBE AVENUE,ADDRESS,BRONX,EFFINGHAM AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T01:10:41.000,09 BRONX,2035120065,BRONX,1027079,236711,ONLINE,Unspecified,BRONX,40.816288898608676,-73.84526928657588,"{'latitude': '40.816288898608676', 'longitude': '-73.84526928657588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T01:10:37.000,,,,,,,
58884015,2023-09-21T07:36:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208,7 LOGAN STREET,LOGAN STREET,JAMAICA AVENUE,ETNA STREET,JAMAICA AVENUE,ETNA STREET,ADDRESS,BROOKLYN,LOGAN STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-21T08:52:49.000,05 BROOKLYN,,BROOKLYN,1017812,189437,MOBILE,Unspecified,BROOKLYN,40.68657394357034,-73.87898459008086,"{'latitude': '40.68657394357034', 'longitude': '-73.87898459008086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:52:46.000,,,,,,,
