unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction
58818480,2023-09-14T16:31:09.000,2023-09-14T17:03:42.000,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11368,FLUSHING MEADOWS CORONA PARK,FLUSHING MEADOWS CORONA PARK,52 AVENUE,53 AVENUE,52 AVENUE,53 AVENUE,UNRECOGNIZED,CORONA,FLUSHING MEADOWS CORONA PARK,Closed,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",2023-09-14T17:03:46.000,81 QUEENS,4020180001,QUEENS,1027989,209784,UNKNOWN,Unspecified,QUEENS,40.742377064999275,-73.84215697754966,"{'latitude': '40.742377064999275', 'longitude': '-73.84215697754966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58815143,2023-09-14T16:31:01.000,2023-09-14T17:39:09.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11201,23 COLUMBIA STREET,COLUMBIA STREET,BQE WB ENTRANCE COLUMBIA ST,BQE WB ENTRANCE COLUMBIA ST,BQE WB ENTRANCE COLUMBIA ST,BQE WB ENTRANCE COLUMBIA ST,ADDRESS,BROOKLYN,COLUMBIA STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T17:39:12.000,06 BROOKLYN,3002820001,BROOKLYN,984210,190755,ONLINE,Unspecified,BROOKLYN,40.69025518260548,-74.00014423699736,"{'latitude': '40.69025518260548', 'longitude': '-74.00014423699736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58814190,2023-09-14T16:30:37.000,2023-09-14T17:10:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,280 LINDEN STREET,LINDEN STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,LINDEN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T17:10:54.000,04 BROOKLYN,3033350114,BROOKLYN,1007849,193579,ONLINE,Unspecified,BROOKLYN,40.697974942753305,-73.91489391072183,"{'latitude': '40.697974942753305', 'longitude': '-73.91489391072183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58812360,2023-09-14T16:30:35.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10473,SOUNDVIEW PARK,SOUNDVIEW PARK,SEWARD AVENUE,LAFAYETTE AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,UNRECOGNIZED,BRONX,SOUNDVIEW PARK,In Progress,,,09 BRONX,2035430105,BRONX,1018772,237244,MOBILE,Soundview Park,BRONX,40.81778820113692,-73.87527766095268,"{'latitude': '40.81778820113692', 'longitude': '-73.87527766095268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58816298,2023-09-14T16:30:29.000,2023-09-14T20:02:34.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11385,67-08 65 PLACE,65 PLACE,DEAD END,68 AVENUE,DEAD END,68 AVENUE,ADDRESS,RIDGEWOOD,65 PLACE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T20:02:39.000,05 QUEENS,4036240018,QUEENS,1014223,196714,MOBILE,Unspecified,QUEENS,40.70656048303672,-73.89189314808671,"{'latitude': '40.70656048303672', 'longitude': '-73.89189314808671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58816313,2023-09-14T16:30:11.000,2023-09-14T16:41:40.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11101,38 STREET,38 STREET,38 STREET,QUEENS BOULEVARD,38 STREET,QUEENS BOULEVARD,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T16:41:42.000,02 QUEENS,,QUEENS,1004465,210392,PHONE,Unspecified,QUEENS,40.74413093115641,-73.92704727270474,"{'latitude': '40.74413093115641', 'longitude': '-73.92704727270474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58815787,2023-09-14T16:30:10.000,2023-09-14T21:38:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,107-71 159 STREET,159 STREET,107 AVENUE,108 AVENUE,107 AVENUE,108 AVENUE,ADDRESS,JAMAICA,159 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T21:38:32.000,12 QUEENS,,QUEENS,1041350,192711,ONLINE,Unspecified,QUEENS,40.69543974243949,-73.7940854856159,"{'latitude': '40.69543974243949', 'longitude': '-73.7940854856159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58819169,2023-09-14T16:29:27.000,2023-09-14T16:29:27.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11375,73-22 YELLOWSTONE BOULEVARD,YELLOWSTONE BOULEVARD,JUNO STREET,KESSEL STREET,JUNO STREET,KESSEL STREET,ADDRESS,FOREST HILLS,YELLOWSTONE BOULEVARD,Closed,The Department of Health and Mental Hygiene closed this complaint and referred it to another agency because it was not within its jurisdiction.,2023-09-14T16:29:27.000,06 QUEENS,4031500132,QUEENS,1023767,200532,PHONE,Unspecified,QUEENS,40.71700249435782,-73.85744741725028,"{'latitude': '40.71700249435782', 'longitude': '-73.85744741725028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58816062,2023-09-14T16:29:27.000,2023-09-15T13:11:35.000,DSNY,Department of Sanitation,Obstruction,Merchandise,Sidewalk,11433,177-04 93 AVENUE,93 AVENUE,177 STREET,178 STREET,177 STREET,178 STREET,ADDRESS,JAMAICA,93 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-15T13:11:29.000,12 QUEENS,4103200001,QUEENS,1044336,196874,PHONE,Unspecified,QUEENS,40.70684639826834,-73.78328024747113,"{'latitude': '40.70684639826834', 'longitude': '-73.78328024747113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58812266,2023-09-14T16:29:27.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11206,90 PULASKI STREET,PULASKI STREET,MARCY AVENUE,TOMPKINS AVENUE,MARCY AVENUE,TOMPKINS AVENUE,ADDRESS,BROOKLYN,PULASKI STREET,In Progress,,,03 BROOKLYN,3017750015,BROOKLYN,998742,191589,ONLINE,Unspecified,BROOKLYN,40.692532455153014,-73.94774114793454,"{'latitude': '40.692532455153014', 'longitude': '-73.94774114793454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58811927,2023-09-14T16:29:10.000,2023-09-14T16:41:43.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11226,490 EAST   23 STREET,EAST   23 STREET,STEPHENS COURT,FOSTER AVENUE,STEPHENS COURT,FOSTER AVENUE,ADDRESS,BROOKLYN,EAST   23 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T16:41:48.000,14 BROOKLYN,3052220082,BROOKLYN,996521,171737,ONLINE,Unspecified,BROOKLYN,40.63804648847743,-73.95578631258272,"{'latitude': '40.63804648847743', 'longitude': '-73.95578631258272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58814112,2023-09-14T16:29:02.000,2023-09-14T17:03:36.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10032,625 WEST  169 STREET,WEST  169 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  169 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T17:03:41.000,12 MANHATTAN,1021380175,MANHATTAN,1000799,246065,PHONE,Unspecified,MANHATTAN,40.842051267569154,-73.94018937912698,"{'latitude': '40.842051267569154', 'longitude': '-73.94018937912698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58811614,2023-09-14T16:29:00.000,2023-09-18T06:35:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10003,64 3 AVENUE,3 AVENUE,E 10 ST,E 11 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-18T06:35:00.000,03 MANHATTAN,1005560020,MANHATTAN,987385,205686,ONLINE,Unspecified,MANHATTAN,40.73123667508269,-73.98868847296802,"{'latitude': '40.73123667508269', 'longitude': '-73.98868847296802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58810471,2023-09-14T16:29:00.000,2023-09-15T09:50:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11215,437 16 STREET,16 STREET,8 AVE,PROSPECT PARK W,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-15T09:50:00.000,07 BROOKLYN,3011050050,BROOKLYN,989401,180069,ONLINE,Unspecified,BROOKLYN,40.66092302254002,-73.9814340478712,"{'latitude': '40.66092302254002', 'longitude': '-73.9814340478712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58814574,2023-09-14T16:28:59.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11234,2047 PEARSON STREET,PEARSON STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,PEARSON STREET,In Progress,,,18 BROOKLYN,3083990102,BROOKLYN,1006675,162779,ONLINE,Unspecified,BROOKLYN,40.61343878110872,-73.91923017300623,"{'latitude': '40.61343878110872', 'longitude': '-73.91923017300623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58818777,2023-09-14T16:28:41.000,2023-09-14T17:22:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,130 EAST    3 STREET,EAST    3 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST    3 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T17:22:09.000,03 MANHATTAN,1004300010,MANHATTAN,988106,203041,ONLINE,Unspecified,MANHATTAN,40.72397650986059,-73.98608851782468,"{'latitude': '40.72397650986059', 'longitude': '-73.98608851782468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58814233,2023-09-14T16:28:08.000,2023-10-02T08:18:03.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11206,618 BUSHWICK AVENUE,BUSHWICK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-02T00:00:00.000,04 BROOKLYN,3031700026,BROOKLYN,1002579,193659,PHONE,Unspecified,BROOKLYN,40.69820700842793,-73.93389911255557,"{'latitude': '40.69820700842793', 'longitude': '-73.93389911255557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58811943,2023-09-14T16:28:06.000,2023-11-22T22:30:16.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10469,2948 GUNTHER AVENUE,GUNTHER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-22T00:00:00.000,12 BRONX,2047890049,BRONX,1028881,256167,PHONE,Unspecified,BRONX,40.869680914066485,-73.83862962856665,"{'latitude': '40.869680914066485', 'longitude': '-73.83862962856665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58817448,2023-09-14T16:28:02.000,2023-09-14T19:48:35.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11385,65-02 68 AVENUE,68 AVENUE,65 STREET,65 PLACE,65 STREET,65 PLACE,ADDRESS,RIDGEWOOD,68 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T19:48:39.000,05 QUEENS,4036340024,QUEENS,1014040,196584,MOBILE,Unspecified,QUEENS,40.70620428198044,-73.89255376839179,"{'latitude': '40.70620428198044', 'longitude': '-73.89255376839179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58817008,2023-09-14T16:27:53.000,2023-09-14T17:09:58.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11222,205 GREENPOINT AVENUE,GREENPOINT AVENUE,MCGUINNESS BOULEVARD,NEWEL STREET,MCGUINNESS BOULEVARD,NEWEL STREET,ADDRESS,BROOKLYN,GREENPOINT AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T17:10:01.000,01 BROOKLYN,3025600050,BROOKLYN,997815,205425,MOBILE,Unspecified,BROOKLYN,40.73051044794637,-73.95105607671246,"{'latitude': '40.73051044794637', 'longitude': '-73.95105607671246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58818753,2023-09-14T16:27:43.000,2023-09-14T17:11:22.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10030,127 WEST  141 STREET,WEST  141 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  141 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T17:11:26.000,10 MANHATTAN,1020100011,MANHATTAN,1001181,237384,ONLINE,Unspecified,MANHATTAN,40.818223692018165,-73.93883068190463,"{'latitude': '40.818223692018165', 'longitude': '-73.93883068190463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58814938,2023-09-14T16:27:25.000,2023-10-14T13:06:58.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Street,10009,AVENUE A,AVENUE A,AVENUE A,EAST   13 STREET,AVENUE A,EAST   13 STREET,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T05:22:10.000,03 MANHATTAN,,MANHATTAN,989556,205135,PHONE,Unspecified,MANHATTAN,40.729723279092326,-73.98085563009121,"{'latitude': '40.729723279092326', 'longitude': '-73.98085563009121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58815957,2023-09-14T16:27:22.000,2023-09-16T11:40:14.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,11215,603 11 STREET,11 STREET,8 AVENUE,PROSPECT PARK WEST,8 AVENUE,PROSPECT PARK WEST,ADDRESS,BROOKLYN,11 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-15T09:03:50.000,06 BROOKLYN,3010950069,BROOKLYN,990018,181216,ONLINE,Unspecified,BROOKLYN,40.66407090346956,-73.97920918932644,"{'latitude': '40.66407090346956', 'longitude': '-73.97920918932644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58817114,2023-09-14T16:27:19.000,2023-09-16T13:04:47.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10310,310 CLOVE ROAD,CLOVE ROAD,WHITE PLACE,CARY AVENUE,WHITE PLACE,CARY AVENUE,ADDRESS,STATEN ISLAND,CLOVE ROAD,Closed,The Department of Sanitation cleaned the location.,2023-09-15T12:12:22.000,01 STATEN ISLAND,5002150062,STATEN ISLAND,949468,169689,PHONE,Unspecified,STATEN ISLAND,40.632365377104904,-74.1253125271925,"{'latitude': '40.632365377104904', 'longitude': '-74.1253125271925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58815211,2023-09-14T16:27:01.000,2023-09-20T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10467,3391 WAYNE AVENUE,WAYNE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-20T00:00:00.000,07 BRONX,2033430367,BRONX,1018034,259599,UNKNOWN,Unspecified,BRONX,40.87914886886847,-73.87783129082995,"{'latitude': '40.87914886886847', 'longitude': '-73.87783129082995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58818795,2023-09-14T16:26:54.000,2023-09-14T16:53:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10037,48 EAST  132 STREET,EAST  132 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,EAST  132 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T16:53:33.000,11 MANHATTAN,1017567502,MANHATTAN,1001717,234370,MOBILE,Unspecified,MANHATTAN,40.80995006231623,-73.9369020337331,"{'latitude': '40.80995006231623', 'longitude': '-73.9369020337331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58818559,2023-09-14T16:26:47.000,2023-09-14T17:28:43.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11222,224 MCGUINNESS BOULEVARD,MCGUINNESS BOULEVARD,CALYER STREET,GREENPOINT AVENUE,CALYER STREET,GREENPOINT AVENUE,ADDRESS,BROOKLYN,MCGUINNESS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T17:28:47.000,01 BROOKLYN,3025770001,BROOKLYN,997800,205173,MOBILE,Unspecified,BROOKLYN,40.7298187927029,-73.95111070571417,"{'latitude': '40.7298187927029', 'longitude': '-73.95111070571417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58816004,2023-09-14T16:26:31.000,2023-09-15T00:00:00.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11207,18 COOPER STREET,COOPER STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-15T00:00:00.000,04 BROOKLYN,3034380016,BROOKLYN,1008931,188493,UNKNOWN,Unspecified,BROOKLYN,40.68401210095955,-73.91101048356771,"{'latitude': '40.68401210095955', 'longitude': '-73.91101048356771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58816220,2023-09-14T16:26:31.000,2023-10-06T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,11355,134-14 59 AVENUE,59 AVENUE,,,,,ADDRESS,FLUSHING,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-10-06T00:00:00.000,07 QUEENS,4063690101,QUEENS,1031046,210524,UNKNOWN,Unspecified,QUEENS,40.744392528716496,-73.83111991335632,"{'latitude': '40.744392528716496', 'longitude': '-73.83111991335632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58813612,2023-09-14T16:26:25.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10010,2 AVENUE,2 AVENUE,EAST   20 STREET,EAST   21 STREET,EAST   20 STREET,EAST   21 STREET,BLOCKFACE,MANHATTAN,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-14T17:49:45.000,06 MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,
58815949,2023-09-14T16:26:20.000,2023-09-26T13:55:19.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10026,122 WEST  117 STREET,WEST  117 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  117 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T04:48:41.000,10 MANHATTAN,1019010141,MANHATTAN,998036,231879,ONLINE,Unspecified,MANHATTAN,40.80311946651497,-73.95020442716329,"{'latitude': '40.80311946651497', 'longitude': '-73.95020442716329', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58814066,2023-09-14T16:26:05.000,2023-09-14T17:46:06.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11235,1018 BANNER AVENUE,BANNER AVENUE,CONEY ISLAND AVENUE,EAST   11 STREET,CONEY ISLAND AVENUE,EAST   11 STREET,ADDRESS,BROOKLYN,BANNER AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T17:46:10.000,15 BROOKLYN,3088090031,BROOKLYN,995441,151867,PHONE,Unspecified,BROOKLYN,40.58350886136554,-73.95971059291195,"{'latitude': '40.58350886136554', 'longitude': '-73.95971059291195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58814305,2023-09-14T16:26:04.000,2023-09-15T20:42:49.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10473,955 EVERGREEN AVENUE,EVERGREEN AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-15T00:00:00.000,09 BRONX,2036490001,BRONX,1017562,238916,ONLINE,Unspecified,BRONX,40.82238201112621,-73.87964088752405,"{'latitude': '40.82238201112621', 'longitude': '-73.87964088752405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58813678,2023-09-14T16:26:00.000,2023-09-15T12:52:35.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10304,138 JEFFERSON STREET,JEFFERSON STREET,LIBERTY AVENUE,BUEL AVENUE,LIBERTY AVENUE,BUEL AVENUE,ADDRESS,STATEN ISLAND,JEFFERSON STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-15T03:57:50.000,02 STATEN ISLAND,5035300128,STATEN ISLAND,956607,153699,ONLINE,Unspecified,STATEN ISLAND,40.58850129710702,-74.09952672160858,"{'latitude': '40.58850129710702', 'longitude': '-74.09952672160858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58812721,2023-09-14T16:26:00.000,2023-09-15T05:17:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10036,640 8 AVENUE,8 AVENUE,W 41 ST,W 42 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection will keep the location under observation for idling commercial vehicles.Â Summonses will be issued when warranted.,2023-09-15T05:17:00.000,05 MANHATTAN,1010137501,MANHATTAN,986967,214950,ONLINE,Unspecified,MANHATTAN,40.75666417742652,-73.99019293432467,"{'latitude': '40.75666417742652', 'longitude': '-73.99019293432467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58810510,2023-09-14T16:26:00.000,2023-09-15T09:20:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11204,6724 BAY PARKWAY,BAY PARKWAY,67 ST,68 ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-15T09:20:00.000,11 BROOKLYN,3055720040,BROOKLYN,988929,162322,PHONE,Unspecified,BROOKLYN,40.61221155222008,-73.9831476021556,"{'latitude': '40.61221155222008', 'longitude': '-73.9831476021556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58817275,2023-09-14T16:26:00.000,2023-09-28T08:29:00.000,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,11434,114-48 SUTPHIN BOULEVARD,SUTPHIN BOULEVARD,114 RD,115 AVE,,,ADDRESS,JAMAICA,,Closed,The Department of Environmental Protection requires contact with the complainant to investigate this complaint. The complaint was closed because attempts made to contact the complainant by phone and/or letter received no response.,2023-09-28T08:29:00.000,12 QUEENS,4119800026,QUEENS,1041659,188941,ONLINE,Unspecified,QUEENS,40.6850899904178,-73.79300329785454,"{'latitude': '40.6850899904178', 'longitude': '-73.79300329785454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58812765,2023-09-14T16:26:00.000,2023-09-14T20:55:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10031,503 WEST  139 STREET,WEST  139 STREET,AMSTERDAM AVE,HAMILTON PL,,,ADDRESS,NEW YORK,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-14T20:55:00.000,09 MANHATTAN,1020710027,MANHATTAN,997898,238607,MOBILE,Unspecified,MANHATTAN,40.821586164014654,-73.95068920834854,"{'latitude': '40.821586164014654', 'longitude': '-73.95068920834854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58814809,2023-09-14T16:25:59.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11211,341 BROADWAY,BROADWAY,SOUTH 9 STREET,KEAP STREET,SOUTH    9 STREET,KEAP STREET,ADDRESS,BROOKLYN,BROADWAY,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-15T04:28:49.000,01 BROOKLYN,3024620027,BROOKLYN,996421,197150,MOBILE,Unspecified,BROOKLYN,40.7077995946547,-73.9561007348627,"{'latitude': '40.7077995946547', 'longitude': '-73.9561007348627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
