unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,vehicle_type
58812331,2023-09-14T13:00:08.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Spoiled,Restaurant/Bar/Deli/Bakery,11367,153-11 UNION TURNPIKE,UNION TURNPIKE,153 STREET,154 STREET,153 STREET,154 STREET,ADDRESS,FLUSHING,UNION TURNPIKE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-14T13:23:30.000,08 QUEENS,4068160072,QUEENS,1036806,201482,PHONE,Unspecified,QUEENS,40.719542159797925,-73.81040358405124,"{'latitude': '40.719542159797925', 'longitude': '-73.81040358405124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58811131,2023-09-14T13:00:00.000,2023-09-14T14:24:08.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10466,3911 DE REIMER AVENUE,DE REIMER AVENUE,EAST  233 STREET,STRANG AVENUE,EAST  233 STREET,STRANG AVENUE,ADDRESS,BRONX,DE REIMER AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-14T14:24:12.000,12 BRONX,2049550055,BRONX,1028153,263186,ONLINE,Unspecified,BRONX,40.888949510772875,-73.84121581856569,"{'latitude': '40.888949510772875', 'longitude': '-73.84121581856569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58819349,2023-09-14T12:59:51.000,2023-09-14T13:38:07.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10011,100 WEST   24 STREET,WEST   24 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   24 STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-14T13:38:11.000,04 MANHATTAN,1007990042,MANHATTAN,986259,210241,MOBILE,Unspecified,MANHATTAN,40.74373935026449,-73.99274988122971,"{'latitude': '40.74373935026449', 'longitude': '-73.99274988122971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813515,2023-09-14T12:59:51.000,2023-09-21T08:04:34.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11220,363 57 STREET,57 STREET,GOWANUS EXPWY EB EN    3 AVE,4 AVENUE,GOWANUS EXPWY EB EN    3 AVE,4 AVENUE,ADDRESS,BROOKLYN,57 STREET,Closed,"The Department of Transportation is unable to schedule a sidewalk dismissal inspection because there is no record of a permit to make a sidewalk repair. Owner must obtain a permit of record. Once a permit is obtained, the owner must call 3-1-1 to make another request for sidewalk dismissal - work done by owner.",2023-09-21T08:04:40.000,07 BROOKLYN,3008380047,BROOKLYN,979417,173545,PHONE,Unspecified,BROOKLYN,40.64301624265559,-74.0174150973078,"{'latitude': '40.64301624265559', 'longitude': '-74.0174150973078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58811743,2023-09-14T12:59:51.000,2023-09-14T13:28:56.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11237,42 PORTER AVENUE,PORTER AVENUE,GRATTAN STREET,HARRISON PLACE,GRATTAN STREET,HARRISON PLACE,ADDRESS,BROOKLYN,PORTER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T13:29:01.000,01 BROOKLYN,3030040030,BROOKLYN,1004077,196604,PHONE,Unspecified,BROOKLYN,40.706287110783094,-73.92848812408387,"{'latitude': '40.706287110783094', 'longitude': '-73.92848812408387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58817926,2023-09-14T12:59:47.000,2023-09-14T16:24:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11411,120 AVENUE,120 AVENUE,120 AVENUE,FRANCIS LEWIS BOULEVARD,120 AVENUE,FRANCIS LEWIS BOULEVARD,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T16:24:25.000,13 QUEENS,,QUEENS,1055561,190864,PHONE,Unspecified,QUEENS,40.69026707538504,-73.7428574718661,"{'latitude': '40.69026707538504', 'longitude': '-73.7428574718661', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58817446,2023-09-14T12:59:40.000,2023-09-14T13:09:02.000,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11434,137 AVENUE,137 AVENUE,137 AVENUE,159 STREET,137 AVENUE,159 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T13:09:05.000,12 QUEENS,,QUEENS,1046121,183714,PHONE,Unspecified,QUEENS,40.6707130384055,-73.77696294594266,"{'latitude': '40.6707130384055', 'longitude': '-73.77696294594266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58811203,2023-09-14T12:59:32.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11230,1416 EAST    5 STREET,EAST    5 STREET,AVENUE M,AVENUE N,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,EAST    5 STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-18T11:27:07.000,12 BROOKLYN,3065670019,BROOKLYN,992483,163729,PHONE,Unspecified,BROOKLYN,40.61607088698179,-73.97034541249425,"{'latitude': '40.61607088698179', 'longitude': '-73.97034541249425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58814835,2023-09-14T12:59:27.000,2023-09-19T13:00:05.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11208,CLEVELAND STREET,CLEVELAND STREET,CLEVELAND STREET,NEW LOTS AVENUE,CLEVELAND STREET,NEW LOTS AVENUE,INTERSECTION,,,Closed,The Department of Sanitation cleaned the location.,2023-09-18T04:37:37.000,05 BROOKLYN,,BROOKLYN,1016845,182111,PHONE,Unspecified,BROOKLYN,40.666469358702265,-73.8825067547414,"{'latitude': '40.666469358702265', 'longitude': '-73.8825067547414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818012,2023-09-14T12:59:25.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11235,3075 BRIGHTON FIRST STREET,BRIGHTON FIRST STREET,BRIGHTON    1 LANE,BRIGHTON BEACH AVENUE,BRIGHTON    1 LANE,BRIGHTON BEACH AVENUE,ADDRESS,BROOKLYN,BRIGHTON    1 STREET,In Progress,,,13 BROOKLYN,3086700052,BROOKLYN,993396,149410,MOBILE,Unspecified,BROOKLYN,40.57676722778741,-73.96707624701237,"{'latitude': '40.57676722778741', 'longitude': '-73.96707624701237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58811378,2023-09-14T12:59:22.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11249,390 KENT AVENUE,KENT AVENUE,SOUTH 6 STREET,BROADWAY,SOUTH    6 STREET,BROADWAY,ADDRESS,BROOKLYN,KENT AVENUE,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-14T23:01:47.000,01 BROOKLYN,3024670001,BROOKLYN,993025,198404,MOBILE,Unspecified,BROOKLYN,40.71124554676608,-73.96834804383798,"{'latitude': '40.71124554676608', 'longitude': '-73.96834804383798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58812291,2023-09-14T12:59:04.000,2023-09-14T12:59:04.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11412,192-13 193 STREET,193 STREET,193 STREET,LINDEN BOULEVARD,193 STREET,LINDEN BOULEVARD,INTERSECTION,QUEENS,,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-14T12:59:04.000,12 QUEENS,,QUEENS,1051203,191740,PHONE,Unspecified,QUEENS,40.69270552487214,-73.75856332963444,"{'latitude': '40.69270552487214', 'longitude': '-73.75856332963444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58814715,2023-09-14T12:59:00.000,2023-09-18T12:29:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10303,3202 RICHMOND TERRACE,RICHMOND TERRACE,RICHMOND COURT,SOUTH AVENUE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-18T12:29:00.000,01 STATEN ISLAND,5012547501,STATEN ISLAND,938346,172498,PHONE,Unspecified,STATEN ISLAND,40.64002481687428,-74.16540187428511,"{'latitude': '40.64002481687428', 'longitude': '-74.16540187428511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58810524,2023-09-14T12:59:00.000,2023-09-14T13:17:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11377,,,,,53 PLACE,BROADWAY,INTERSECTION,QUEENS,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-14T13:17:00.000,01 QUEENS,,QUEENS,1009832,213863,PHONE,Unspecified,QUEENS,40.753644049652834,-73.9076654304607,"{'latitude': '40.753644049652834', 'longitude': '-73.9076654304607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58816137,2023-09-14T12:59:00.000,2023-09-14T18:00:00.000,DEP,Department of Environmental Protection,Hazardous Materials,"Unsafe Chemical, Abandoned (HC2)",,11217,745 FULTON STREET,FULTON STREET,S ELLIOTT PL,S PORTLAND AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and determined that no further action is required.,2023-09-14T18:00:00.000,02 BROOKLYN,3021167501,BROOKLYN,991231,189381,PHONE,Unspecified,BROOKLYN,40.68648111516764,-73.97482846244345,"{'latitude': '40.68648111516764', 'longitude': '-73.97482846244345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58815614,2023-09-14T12:59:00.000,2023-09-14T13:22:00.000,DEP,Department of Environmental Protection,Water System,No Water (WNW),,11203,770 SCHENECTADY AVENUE,SCHENECTADY AVENUE,LENOX RD,LINDEN BLVD,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-14T13:22:00.000,17 BROOKLYN,3048670015,BROOKLYN,1002668,177751,PHONE,Unspecified,BROOKLYN,40.65454296584662,-73.9336216201191,"{'latitude': '40.65454296584662', 'longitude': '-73.9336216201191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815822,2023-09-14T12:58:41.000,2023-11-09T13:55:25.000,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,10018,PORT AUTHORITY   42 STREET,PORT AUTHORITY   42 STREET,WEST   40 STREET,WEST   41 STREET,WEST   40 STREET,WEST   41 STREET,UNRECOGNIZED,NEW YORK,PORT AUTHORITY BUS TERMINAL,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-11-09T13:55:28.000,04 MANHATTAN,1010320029,MANHATTAN,986806,214960,PHONE,Unspecified,MANHATTAN,40.756691672884806,-73.99077406322886,"{'latitude': '40.756691672884806', 'longitude': '-73.99077406322886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"PORT AUTHORITY BUS TERMINAL, MANHATTAN (NEW YORK) ,NY, 10018",,,,,,
58816782,2023-09-14T12:58:26.000,2023-09-14T13:27:49.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11354,29-09 137 STREET,137 STREET,29 ROAD,31 ROAD,29 ROAD,31 ROAD,ADDRESS,FLUSHING,137 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T13:27:53.000,07 QUEENS,4043400010,QUEENS,1030921,220345,PHONE,Unspecified,QUEENS,40.77134927545731,-73.8315028441016,"{'latitude': '40.77134927545731', 'longitude': '-73.8315028441016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815130,2023-09-14T12:58:14.000,2023-09-14T13:40:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10038,172 JOHN STREET,JOHN STREET,FRONT STREET,SOUTH STREET,FRONT STREET,SOUTH STREET,ADDRESS,NEW YORK,JOHN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T13:41:01.000,01 MANHATTAN,1000727501,MANHATTAN,983097,196505,MOBILE,Unspecified,MANHATTAN,40.70603751765856,-74.00415861578071,"{'latitude': '40.70603751765856', 'longitude': '-74.00415861578071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58814071,2023-09-14T12:58:08.000,2023-09-14T16:50:14.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,7302 18 AVENUE,18 AVENUE,73 STREET,74 STREET,73 STREET,74 STREET,ADDRESS,BROOKLYN,18 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T16:50:18.000,11 BROOKLYN,3062040041,BROOKLYN,985666,163146,PHONE,Unspecified,BROOKLYN,40.61447438448491,-73.99489980676968,"{'latitude': '40.61447438448491', 'longitude': '-73.99489980676968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818141,2023-09-14T12:58:00.000,2023-09-18T12:44:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10312,130 FIGUREA AVENUE,FIGUREA AVENUE,POMPEY AVENUE,LOVELACE AVENUE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-18T12:44:00.000,03 STATEN ISLAND,5056360093,STATEN ISLAND,936303,139943,PHONE,Unspecified,STATEN ISLAND,40.55065725641286,-74.17253217932462,"{'latitude': '40.55065725641286', 'longitude': '-74.17253217932462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58812098,2023-09-14T12:57:49.000,2023-10-20T06:57:56.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11226,2101 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,17 BROOKLYN,3050840010,BROOKLYN,996437,177229,ONLINE,Unspecified,BROOKLYN,40.65312095765086,-73.95607905149825,"{'latitude': '40.65312095765086', 'longitude': '-73.95607905149825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815532,2023-09-14T12:57:49.000,2023-10-20T06:57:56.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11226,2101 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,17 BROOKLYN,3050840010,BROOKLYN,996437,177229,ONLINE,Unspecified,BROOKLYN,40.65312095765086,-73.95607905149825,"{'latitude': '40.65312095765086', 'longitude': '-73.95607905149825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58811882,2023-09-14T12:57:37.000,2023-09-14T13:51:20.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10468,233 LANDING ROAD,LANDING ROAD,CEDAR AVENUE,MAJOR DEEGAN EXPRESSWAY,CEDAR AVENUE,MAJOR DEEGAN EXPRESSWAY,ADDRESS,BRONX,LANDING ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T13:51:24.000,07 BRONX,2032367501,BRONX,1008841,253488,ONLINE,Unspecified,BRONX,40.86240645467484,-73.91109714827905,"{'latitude': '40.86240645467484', 'longitude': '-73.91109714827905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58817753,2023-09-14T12:57:37.000,2023-09-18T12:25:15.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11221,480 QUINCY STREET,QUINCY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-18T00:00:00.000,03 BROOKLYN,3018110003,BROOKLYN,1000507,189945,PHONE,Unspecified,BROOKLYN,40.68801698860993,-73.9413804416822,"{'latitude': '40.68801698860993', 'longitude': '-73.9413804416822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815422,2023-09-14T12:57:37.000,2023-09-17T15:33:01.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11221,480 QUINCY STREET,QUINCY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-17T00:00:00.000,03 BROOKLYN,3018110003,BROOKLYN,1000507,189945,PHONE,Unspecified,BROOKLYN,40.68801698860993,-73.9413804416822,"{'latitude': '40.68801698860993', 'longitude': '-73.9413804416822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58814160,2023-09-14T12:57:29.000,2023-09-14T13:26:30.000,NYPD,New York City Police Department,Panhandling,N/A,Residential Building/House,10014,18 GAY STREET,GAY STREET,WAVERLY PLACE,CHRISTOPHER STREET,WAVERLY PLACE,CHRISTOPHER STREET,ADDRESS,NEW YORK,GAY STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T13:26:34.000,02 MANHATTAN,1005930044,MANHATTAN,984136,206566,MOBILE,Unspecified,MANHATTAN,40.733652613850985,-74.00041134316808,"{'latitude': '40.733652613850985', 'longitude': '-74.00041134316808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815228,2023-09-14T12:57:12.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11354,36-01C COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,,,,,ADDRESS,FLUSHING,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:29:10.000,07 QUEENS,4049660007,QUEENS,1029997,216957,UNKNOWN,Unspecified,QUEENS,40.76205493961916,-73.83486182930278,"{'latitude': '40.76205493961916', 'longitude': '-73.83486182930278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,2023-11-14T07:29:10.000,,,,,
58812562,2023-09-14T12:56:50.000,2023-09-18T11:03:41.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11226,689 ROGERS AVENUE,ROGERS AVENUE,CLARKSON AVENUE,LENOX ROAD,CLARKSON AVENUE,LENOX ROAD,ADDRESS,BROOKLYN,ROGERS AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T11:40:21.000,17 BROOKLYN,3050660010,BROOKLYN,997324,177766,ONLINE,Unspecified,BROOKLYN,40.65459364007106,-73.95288133583746,"{'latitude': '40.65459364007106', 'longitude': '-73.95288133583746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58814023,2023-09-14T12:56:46.000,2023-09-14T13:40:48.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11223,2631 WEST    2 STREET,WEST    2 STREET,AVENUE Z,SHORE PARKWAY,AVENUE Z,SHORE PARKWAY,ADDRESS,BROOKLYN,WEST    2 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T13:40:53.000,13 BROOKLYN,3072340100,BROOKLYN,992275,152508,PHONE,Unspecified,BROOKLYN,40.585271710532005,-73.97110794201193,"{'latitude': '40.585271710532005', 'longitude': '-73.97110794201193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58814567,2023-09-14T12:56:44.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11230,1416 EAST    5 STREET,EAST    5 STREET,AVENUE M,AVENUE N,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,EAST    5 STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-18T11:27:07.000,12 BROOKLYN,3065670019,BROOKLYN,992483,163729,PHONE,Unspecified,BROOKLYN,40.61607088698179,-73.97034541249425,"{'latitude': '40.61607088698179', 'longitude': '-73.97034541249425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58819403,2023-09-14T12:56:40.000,2023-09-20T06:24:43.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11208,1060 CLEVELAND STREET,CLEVELAND STREET,WORTMAN AVENUE,COZINE AVENUE,WORTMAN AVENUE,COZINE AVENUE,ADDRESS,BROOKLYN,CLEVELAND STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-19T12:02:43.000,05 BROOKLYN,3044030014,BROOKLYN,1018381,179404,ONLINE,Unspecified,BROOKLYN,40.65903346155558,-73.87698373780916,"{'latitude': '40.65903346155558', 'longitude': '-73.87698373780916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58817154,2023-09-14T12:56:33.000,2023-09-14T13:18:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11219,4101 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,41 STREET,42 STREET,41 STREET,42 STREET,ADDRESS,BROOKLYN,FORT HAMILTON PARKWAY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T13:18:54.000,12 BROOKLYN,3055920010,BROOKLYN,986462,173221,MOBILE,Unspecified,BROOKLYN,40.642127974687824,-73.9920294470866,"{'latitude': '40.642127974687824', 'longitude': '-73.9920294470866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58812924,2023-09-14T12:56:28.000,2023-09-27T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11354,135-02 NORTHERN BOULEVARD,NORTHERN BOULEVARD,,,,,ADDRESS,FLUSHING,,Closed,The City has removed the graffiti from this property.,2023-09-28T05:28:34.000,07 QUEENS,4049710022,QUEENS,1030535,217228,UNKNOWN,Unspecified,QUEENS,40.762795963357036,-73.8329178880196,"{'latitude': '40.762795963357036', 'longitude': '-73.8329178880196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,2023-10-14T12:56:28.000,,,,,
58815112,2023-09-14T12:56:10.000,2023-09-14T13:11:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11205,740 MYRTLE AVENUE,MYRTLE AVENUE,SANDFORD STREET,NOSTRAND AVENUE,SANDFORD STREET,NOSTRAND AVENUE,ADDRESS,BROOKLYN,MYRTLE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T13:11:15.000,03 BROOKLYN,3017530021,BROOKLYN,997207,192451,MOBILE,Unspecified,BROOKLYN,40.69490082569455,-73.95327477291536,"{'latitude': '40.69490082569455', 'longitude': '-73.95327477291536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815093,2023-09-14T12:56:09.000,2023-09-14T14:22:52.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11205,90 RYERSON STREET,RYERSON STREET,PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,RYERSON STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T14:22:57.000,02 BROOKLYN,3018910055,BROOKLYN,993880,192454,ONLINE,Unspecified,BROOKLYN,40.694913305642466,-73.96527251589882,"{'latitude': '40.694913305642466', 'longitude': '-73.96527251589882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58816353,2023-09-14T12:56:07.000,2023-09-27T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11354,135-11 NORTHERN BOULEVARD,NORTHERN BOULEVARD,,,,,ADDRESS,FLUSHING,,Closed,The City has removed the graffiti from this property.,2023-09-28T05:28:34.000,07 QUEENS,4049580063,QUEENS,1030592,217246,UNKNOWN,Unspecified,QUEENS,40.76284507003764,-73.83271200272766,"{'latitude': '40.76284507003764', 'longitude': '-73.83271200272766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,2023-10-14T12:56:07.000,,,,,
58818812,2023-09-14T12:55:31.000,2023-09-14T13:03:17.000,DPR,Department of Parks and Recreation,Animal in a Park,Domestic Strays,Park,10028,1000 5 AVENUE,5 AVENUE,EAST   81 STREET,EAST   82 STREET,EAST   81 STREET,EAST   82 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,NYC Parks has reviewed the reported condition and corrected the problem.,2023-09-14T13:03:22.000,64 MANHATTAN,1011110001,MANHATTAN,994623,222956,UNKNOWN,Unspecified,MANHATTAN,40.77863290127972,-73.96254609596876,"{'latitude': '40.77863290127972', 'longitude': '-73.96254609596876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
