unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58895803,2023-09-22T17:00:54.000,2023-10-16T11:24:49.000,DSNY,Department of Sanitation,Lot Condition,Trash,Lot,11106,9-03 35 AVENUE,35 AVENUE,9 STREET,10 STREET,9 STREET,10 STREET,ADDRESS,ASTORIA,35 AVENUE,Closed,"The Department of Sanitation (DSNY) found an open Service Request already exists for the same location.   DSNY's system can't accept more than one complaint per address at a time. Your Service Request has been closed. DSNY will address the Service Request that was filed previously.  If you filed that Service Request, you can get the status with your Service Request number at nyc.gov/311 or by calling 311.  If you didn't file it, you can get the status by calling DSNY at (212) 291-1220.",2023-10-16T11:24:53.000,01 QUEENS,4003240001,QUEENS,1000761,217403,ONLINE,Unspecified,QUEENS,40.76338203338418,-73.94039720069733,"{'latitude': '40.76338203338418', 'longitude': '-73.94039720069733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894936,2023-09-22T17:00:43.000,2023-09-22T17:48:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,255 HAVEMEYER STREET,HAVEMEYER STREET,BROADWAY,DIVISION AVENUE,BROADWAY,DIVISION AVENUE,ADDRESS,BROOKLYN,HAVEMEYER STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T17:48:36.000,01 BROOKLYN,3021410019,BROOKLYN,995379,197147,ONLINE,Unspecified,BROOKLYN,40.707792732317756,-73.95985910212254,"{'latitude': '40.707792732317756', 'longitude': '-73.95985910212254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900377,2023-09-22T17:00:37.000,2023-09-22T18:06:55.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10462,1716 BARNES AVENUE,BARNES AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,ADDRESS,BRONX,BARNES AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T18:06:59.000,11 BRONX,2040440033,BRONX,1022381,247123,MOBILE,Unspecified,BRONX,40.84488834488267,-73.86218280165642,"{'latitude': '40.84488834488267', 'longitude': '-73.86218280165642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900469,2023-09-22T17:00:34.000,2023-09-22T17:19:13.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10012,542 LA GUARDIA PLACE,LA GUARDIA PLACE,BLEECKER STREET,WEST    3 STREET,BLEECKER STREET,WEST    3 STREET,ADDRESS,NEW YORK,LA GUARDIA PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T17:19:18.000,02 MANHATTAN,1005377502,MANHATTAN,984685,204759,ONLINE,Unspecified,MANHATTAN,40.728692831702574,-73.99843051789102,"{'latitude': '40.728692831702574', 'longitude': '-73.99843051789102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897843,2023-09-22T17:00:26.000,2023-09-22T17:28:12.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,358 ROGERS AVENUE,ROGERS AVENUE,SULLIVAN PLACE,EMPIRE BOULEVARD,SULLIVAN PLACE,EMPIRE BOULEVARD,ADDRESS,BROOKLYN,ROGERS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T17:28:16.000,09 BROOKLYN,3013070047,BROOKLYN,997065,181337,ONLINE,Unspecified,BROOKLYN,40.6643956263535,-73.95380798445409,"{'latitude': '40.6643956263535', 'longitude': '-73.95380798445409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58898445,2023-09-22T17:00:19.000,2023-09-29T15:06:49.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11210,942 EAST   38 STREET,EAST   38 STREET,GLENWOOD ROAD,AVENUE H,GLENWOOD ROAD,AVENUE H,ADDRESS,BROOKLYN,EAST   38 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-26T10:58:27.000,17 BROOKLYN,3075650081,BROOKLYN,1000928,169739,ONLINE,Unspecified,BROOKLYN,40.632555202799956,-73.93991237639177,"{'latitude': '40.632555202799956', 'longitude': '-73.93991237639177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896792,2023-09-22T17:00:06.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11218,209 VANDERBILT STREET,VANDERBILT STREET,EAST    2 STREET,EAST    3 STREET,EAST    2 STREET,EAST    3 STREET,ADDRESS,BROOKLYN,VANDERBILT STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-28T09:58:26.000,07 BROOKLYN,3052640044,BROOKLYN,989970,176920,ONLINE,Unspecified,BROOKLYN,40.652279358670306,-73.97938584983483,"{'latitude': '40.652279358670306', 'longitude': '-73.97938584983483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901440,2023-09-22T16:59:55.000,2023-10-25T00:02:13.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Booting Company,Business,11366,190-05 UNION TURNPIKE,UNION TURNPIKE,190 STREET,192 STREET,190 STREET,192 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-25T00:02:16.000,08 QUEENS,4072070042,QUEENS,1045436,205220,PHONE,Unspecified,QUEENS,40.729746552134,-73.77923689087991,"{'latitude': '40.729746552134', 'longitude': '-73.77923689087991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893546,2023-09-22T16:59:50.000,2023-09-22T20:35:48.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11435,89-06 138 STREET,138 STREET,JAMAICA AVENUE,90 AVENUE,JAMAICA AVENUE,90 AVENUE,ADDRESS,JAMAICA,138 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T20:35:52.000,12 QUEENS,4099700023,QUEENS,1035715,194831,ONLINE,Unspecified,QUEENS,40.70129319884468,-73.81439020794471,"{'latitude': '40.70129319884468', 'longitude': '-73.81439020794471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897399,2023-09-22T16:59:32.000,2023-09-22T20:27:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10469,2429 ELY AVENUE,ELY AVENUE,WARING AVENUE,BEND,WARING AVENUE,BEND,ADDRESS,BRONX,ELY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T20:27:14.000,11 BRONX,,BRONX,1030930,253196,PHONE,Unspecified,BRONX,40.861515837623664,-73.83124186096033,"{'latitude': '40.861515837623664', 'longitude': '-73.83124186096033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58898065,2023-09-22T16:59:10.000,,DOT,Department of Transportation,Street Condition,Pothole,,11379,,,,,84 PLACE,FURMANVILLE AVENUE,INTERSECTION,QUEENS,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,2023-09-22T16:59:10.000,05 QUEENS,,QUEENS,1021071,201489,UNKNOWN,Unspecified,QUEENS,40.71964085790255,-73.86716764604087,"{'latitude': '40.71964085790255', 'longitude': '-73.86716764604087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58893181,2023-09-22T16:59:00.000,2023-09-22T17:10:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11434,174-31 126 AVENUE,126 AVENUE,174 PL,176 ST,,,ADDRESS,JAMAICA,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-22T17:10:00.000,12 QUEENS,4125210045,QUEENS,1048191,187595,PHONE,Unspecified,QUEENS,40.68135076296275,-73.76946407443108,"{'latitude': '40.68135076296275', 'longitude': '-73.76946407443108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894742,2023-09-22T16:58:53.000,2023-09-22T17:21:49.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11201,168 CADMAN PLAZA WEST,CADMAN PLAZA WEST,MIDDAGH STREET,PINEAPPLE WALK,MIDDAGH STREET,PINEAPPLE WALK,ADDRESS,BROOKLYN,CADMAN PLAZA WEST,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T17:21:54.000,02 BROOKLYN,,BROOKLYN,986696,194136,ONLINE,Unspecified,BROOKLYN,40.69953490563778,-73.99117867990532,"{'latitude': '40.69953490563778', 'longitude': '-73.99117867990532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893342,2023-09-22T16:58:45.000,2023-09-22T17:42:06.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10001,1227 BROADWAY,BROADWAY,WEST   29 STREET,WEST   30 STREET,WEST   29 STREET,WEST   30 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T17:42:11.000,05 MANHATTAN,1008310068,MANHATTAN,987439,211296,PHONE,Unspecified,MANHATTAN,40.746634714241466,-73.98849097380226,"{'latitude': '40.746634714241466', 'longitude': '-73.98849097380226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58895319,2023-09-22T16:58:16.000,2023-09-22T16:58:16.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11226,270 LENNOX ROAD,LENNOX ROAD,,,,,ADDRESS,BROOKLYN,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-22T00:00:00.000,17 BROOKLYN,3050850045,BROOKLYN,997915,177584,UNKNOWN,Unspecified,BROOKLYN,40.654093197623396,-73.9507517424864,"{'latitude': '40.654093197623396', 'longitude': '-73.9507517424864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897484,2023-09-22T16:58:16.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11214,125 BAY   17 STREET,BAY   17 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and issued a partial stop work order violation.,2023-09-28T00:00:00.000,11 BROOKLYN,3064020021,BROOKLYN,982550,159725,UNKNOWN,Unspecified,BROOKLYN,40.605084391887694,-74.0061222521518,"{'latitude': '40.605084391887694', 'longitude': '-74.0061222521518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58899975,2023-09-22T16:57:42.000,2023-09-22T18:01:37.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11201,WASHINGTON STREET,WASHINGTON STREET,WASHINGTON STREET,WATER STREET,WASHINGTON STREET,WATER STREET,INTERSECTION,,,Closed,N/A,2023-09-22T18:01:42.000,02 BROOKLYN,,BROOKLYN,987138,195471,PHONE,Unspecified,BROOKLYN,40.70319903480597,-73.98958406676019,"{'latitude': '40.70319903480597', 'longitude': '-73.98958406676019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899105,2023-09-22T16:57:39.000,2023-09-22T17:24:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11102,4-21 27 AVENUE,27 AVENUE,4 STREET,8 STREET,4 STREET,8 STREET,ADDRESS,ASTORIA,27 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T17:24:08.000,01 QUEENS,4009090001,QUEENS,1002819,221485,ONLINE,Unspecified,QUEENS,40.77458197598908,-73.93295678363167,"{'latitude': '40.77458197598908', 'longitude': '-73.93295678363167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894645,2023-09-22T16:57:38.000,2023-09-22T17:14:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11215,243 8 STREET,8 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,8 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T17:14:51.000,06 BROOKLYN,3009987501,BROOKLYN,987847,183521,ONLINE,Unspecified,BROOKLYN,40.670398763502355,-73.98703334939928,"{'latitude': '40.670398763502355', 'longitude': '-73.98703334939928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896774,2023-09-22T16:57:37.000,,DOHMH,Department of Health and Mental Hygiene,Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,3+ Family Apartment Building,10301,289A JERSEY STREET,JERSEY STREET,LAYTON AVENUE,TAFT AVENUE,LAYTON AVENUE,TAFT AVENUE,ADDRESS,STATEN ISLAND,JERSEY STREET,In Progress,,,01 STATEN ISLAND,5000460001,STATEN ISLAND,960127,172799,PHONE,Unspecified,STATEN ISLAND,40.64093710060354,-74.08692145014929,"{'latitude': '40.64093710060354', 'longitude': '-74.08692145014929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899577,2023-09-22T16:57:30.000,2023-09-25T13:34:07.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10306,210 BARBARA STREET,BARBARA STREET,WILDER AVENUE,ANDREWS AVENUE,WILDER AVENUE,ANDREWS AVENUE,ADDRESS,STATEN ISLAND,BARBARA STREET,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-25T13:34:13.000,03 STATEN ISLAND,5044160066,STATEN ISLAND,946567,146519,PHONE,Unspecified,STATEN ISLAND,40.56875663892781,-74.13563497383285,"{'latitude': '40.56875663892781', 'longitude': '-74.13563497383285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894763,2023-09-22T16:57:23.000,2023-09-22T19:16:58.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11435,148-55 HILLSIDE AVENUE,HILLSIDE AVENUE,148 STREET,150 STREET,148 STREET,150 STREET,ADDRESS,JAMAICA,HILLSIDE AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T19:17:03.000,08 QUEENS,4097040043,QUEENS,1037439,196619,MOBILE,Unspecified,QUEENS,40.706190632391824,-73.80815845659004,"{'latitude': '40.706190632391824', 'longitude': '-73.80815845659004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893417,2023-09-22T16:56:55.000,2023-09-22T18:08:54.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11211,647 METROPOLITAN AVENUE,METROPOLITAN AVENUE,LEONARD STREET,MANHATTAN AVENUE,LEONARD STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,METROPOLITAN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T18:08:59.000,01 BROOKLYN,3027580041,BROOKLYN,998867,199507,PHONE,Unspecified,BROOKLYN,40.71426529579441,-73.94727320548323,"{'latitude': '40.71426529579441', 'longitude': '-73.94727320548323', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896793,2023-09-22T16:56:33.000,2023-09-25T14:45:00.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,10306,210 BARBARA STREET,BARBARA STREET,WILDER AVENUE,ANDREWS AVENUE,WILDER AVENUE,ANDREWS AVENUE,ADDRESS,STATEN ISLAND,BARBARA STREET,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-25T14:45:05.000,03 STATEN ISLAND,5044160066,STATEN ISLAND,946567,146519,PHONE,Unspecified,STATEN ISLAND,40.56875663892781,-74.13563497383285,"{'latitude': '40.56875663892781', 'longitude': '-74.13563497383285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899169,2023-09-22T16:56:25.000,2023-09-22T19:12:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,155-01 109 AVENUE,109 AVENUE,155 STREET,156 STREET,155 STREET,156 STREET,ADDRESS,JAMAICA,109 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T19:12:05.000,12 QUEENS,4101440045,QUEENS,1040859,191654,ONLINE,Unspecified,QUEENS,40.69254168445434,-73.7958650104744,"{'latitude': '40.69254168445434', 'longitude': '-73.7958650104744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899152,2023-09-22T16:56:21.000,2023-09-22T18:11:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10026,2113 8 AVENUE,8 AVENUE,WEST  114 STREET,WEST  115 STREET,WEST  114 STREET,WEST  115 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T18:11:19.000,10 MANHATTAN,1018480013,MANHATTAN,996370,231933,ONLINE,Unspecified,MANHATTAN,40.80327012401748,-73.95622198597187,"{'latitude': '40.80327012401748', 'longitude': '-73.95622198597187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897981,2023-09-22T16:56:18.000,2023-10-23T08:34:09.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10455,501 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-23T00:00:00.000,01 BRONX,2025827502,BRONX,1010437,234868,PHONE,Unspecified,BRONX,40.81129538974846,-73.90539989575196,"{'latitude': '40.81129538974846', 'longitude': '-73.90539989575196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892180,2023-09-22T16:56:14.000,2023-09-22T17:22:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,618 WEST  136 STREET,WEST  136 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  136 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T17:22:26.000,09 MANHATTAN,1020020091,MANHATTAN,996633,238410,ONLINE,Unspecified,MANHATTAN,40.82104731868181,-73.95526006866052,"{'latitude': '40.82104731868181', 'longitude': '-73.95526006866052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58902755,2023-09-22T16:56:10.000,2023-09-22T19:59:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10040,4740 BROADWAY,BROADWAY,THAYER STREET,RIVERSIDE DRIVE,THAYER STREET,RIVERSIDE DRIVE,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T19:59:06.000,12 MANHATTAN,1021750045,MANHATTAN,1004151,254465,MOBILE,Unspecified,MANHATTAN,40.86509984187298,-73.92804980664533,"{'latitude': '40.86509984187298', 'longitude': '-73.92804980664533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899295,2023-09-22T16:56:00.000,2023-09-23T08:05:00.000,DOT,Department of Transportation,Traffic Signal Condition,LED Lense,,11363,,,,,NORTHERN BOULEVARD,245 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-23T08:05:00.000,11 QUEENS,,QUEENS,1055923,218350,UNKNOWN,Unspecified,QUEENS,40.76570618454961,-73.74125937912581,"{'latitude': '40.76570618454961', 'longitude': '-73.74125937912581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58894553,2023-09-22T16:56:00.000,2023-09-23T10:40:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11433,153-11 BRINKERHOFF AVENUE,BRINKERHOFF AVENUE,153 ST,BEND,,,ADDRESS,JAMAICA,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-23T10:40:00.000,12 QUEENS,,QUEENS,1040948,190840,MOBILE,Unspecified,QUEENS,40.69030687859245,-73.79555092396696,"{'latitude': '40.69030687859245', 'longitude': '-73.79555092396696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58902798,2023-09-22T16:55:49.000,2023-09-22T18:01:35.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11201,WASHINGTON STREET,WASHINGTON STREET,WASHINGTON STREET,YORK STREET,WASHINGTON STREET,YORK STREET,INTERSECTION,,,Closed,N/A,2023-09-22T18:01:39.000,02 BROOKLYN,,BROOKLYN,987112,194899,PHONE,Unspecified,BROOKLYN,40.701629037412125,-73.98967808210146,"{'latitude': '40.701629037412125', 'longitude': '-73.98967808210146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893983,2023-09-22T16:55:43.000,2023-09-22T17:13:07.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10314,483 FANNING STREET,FANNING STREET,PORTAGE AVENUE,MANOR ROAD,PORTAGE AVENUE,MANOR ROAD,ADDRESS,STATEN ISLAND,FANNING STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T17:13:11.000,02 STATEN ISLAND,5007990035,STATEN ISLAND,950281,157937,PHONE,Unspecified,STATEN ISLAND,40.60011175782111,-74.12232433073098,"{'latitude': '40.60011175782111', 'longitude': '-74.12232433073098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899769,2023-09-22T16:55:22.000,2023-09-27T10:09:08.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10314,FILLMORE AVENUE,FILLMORE AVENUE,FILLMORE AVENUE,WILLOWBROOK ROAD,FILLMORE AVENUE,WILLOWBROOK ROAD,INTERSECTION,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-27T10:09:11.000,02 STATEN ISLAND,,STATEN ISLAND,946947,159179,PHONE,Unspecified,STATEN ISLAND,40.60350738539052,-74.1343370982284,"{'latitude': '40.60350738539052', 'longitude': '-74.1343370982284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58898416,2023-09-22T16:55:21.000,2023-09-23T12:13:16.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11228,1573 BAY RIDGE PARKWAY,BAY RIDGE PARKWAY,15 AVENUE,16 AVENUE,15 AVENUE,16 AVENUE,ADDRESS,BROOKLYN,BAY RIDGE PARKWAY,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T12:13:21.000,11 BROOKLYN,3062130046,BROOKLYN,983818,163981,MOBILE,Unspecified,BROOKLYN,40.616766389316766,-74.00155604458125,"{'latitude': '40.616766389316766', 'longitude': '-74.00155604458125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900245,2023-09-22T16:55:17.000,2023-09-22T18:18:20.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11104,50-45 BARNETT AVENUE,BARNETT AVENUE,50 STREET,52 STREET,50 STREET,52 STREET,ADDRESS,SUNNYSIDE,BARNETT AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T18:18:24.000,02 QUEENS,4001190140,QUEENS,1008313,212595,PHONE,Unspecified,QUEENS,40.750167976532616,-73.91315257745218,"{'latitude': '40.750167976532616', 'longitude': '-73.91315257745218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894639,2023-09-22T16:55:16.000,2023-09-22T19:09:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11354,25-30 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,25 AVENUE,25 ROAD,25 AVENUE,25 ROAD,ADDRESS,FLUSHING,COLLEGE POINT BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T19:09:48.000,07 QUEENS,4042540081,QUEENS,1026817,222026,MOBILE,Unspecified,QUEENS,40.77598388805164,-73.84630890962636,"{'latitude': '40.77598388805164', 'longitude': '-73.84630890962636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894747,2023-09-22T16:55:03.000,2023-09-23T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,11207,738 NEW JERSEY AVENUE,NEW JERSEY AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-23T00:00:00.000,05 BROOKLYN,3042990025,BROOKLYN,1014345,180188,UNKNOWN,Unspecified,BROOKLYN,40.66120000455211,-73.89152692914816,"{'latitude': '40.66120000455211', 'longitude': '-73.89152692914816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58893440,2023-09-22T16:54:49.000,2023-09-22T18:48:28.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11369,104-47 DITMARS BOULEVARD,DITMARS BOULEVARD,102 STREET,25 AVENUE,102 STREET,25 AVENUE,ADDRESS,EAST ELMHURST,DITMARS BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T18:48:33.000,03 QUEENS,4016410050,QUEENS,1021344,218905,PHONE,Unspecified,QUEENS,40.76744222981189,-73.86608674737501,"{'latitude': '40.76744222981189', 'longitude': '-73.86608674737501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
